Tamil,Odiya
அருகிலுள்ள ஒலி கேரியர்,ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |
அருகிலுள்ள நிலையம்,ସଂଲଗ୍ନ ଷ୍ଟେସନ |
சரிசெய்யக்கூடியது,ନିୟନ୍ତ୍ରିତ
சரிசெய்யக்கூடிய மின்தேக்கி,ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |
அழுத்தம் சரிசெய்தல்,ଚାପକୁ ସଜାଡିବା |
குறடு சரிசெய்தல்,ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |
சரிசெய்தல்,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
நிர்வாகி,ପ୍ରଶାସକ
மேம்பட்ட தொழில்நுட்பம்,ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |
வான்வழி,ବାୟୁ
வான்வழி வரிசை,ଏରିଲ୍ ଆରେ |
வான்வழி பூஸ்டர்,ଏରିଲ୍ ବୁଷ୍ଟର୍ |
வான்வழி மின்னோட்டம்,ଏରିଲ୍ କରେଣ୍ଟ୍ |
வான்வழி பூமி சுவிட்ச்,ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |
வான்வழி செயல்திறன்,ଏରିଲ୍ ଦକ୍ଷତା |
வான்வழி மின்மறுப்பு,ଏରିଲ୍ ଇନପେଟେନ୍ସ |
வான்வழி தூண்டல்,ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |
வான்வழி இன்சுலேட்டர்,ଏରିଆଲ୍ ଇନସୁଲେଟର |
வான்வழி ஏற்றுதல் சுருள்,ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |
வான்வழி புகைப்படம்,ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |
வான்வழி சக்தி,ଏରିଲ୍ ଶକ୍ତି |
வான்வழி கதிர்வீச்சு,ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |
வான்வழி எதிர்வினை,ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |
ஏரோடைனமிக்ஸ்,ଏରୋଡାଇନାମିକ୍ସ
ஏஜென்சி,ସଂସ୍ଥା
காற்று அழுத்தி,ବାୟୁ କମ୍ପ୍ରେସାକ୍ର
ஏர் மின்தேக்கி,ବାୟୁ କଣ୍ଡନସର୍ |
குளிா்ந்த காற்று,ବାୟୁ ଥଣ୍ଡା
காற்று கோர்ட் சுருள்,ବାୟୁ କୋଡ୍ କୋଇଲ୍ |
ஏர் கண்டிஷனிங்,Accometication
ஆல்பெடோ,ଆଲବେଡୋ |
வழிமுறை,ଆଲଗୋରିଦମ
மாற்றுப்பெயர்ச்சி,ଛଦ୍ମନାମ
சீரமைத்தல்,ମିଶ୍ରଣ
சீரமைப்பு,ପରିଚାଳିତ
அனைத்து அலை வான்வழி,ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |
ஒதுக்கீடு,ଆବଣ୍ଟନ
அகரவரிசை,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
எண்ணெழுத்து,ବର୍ଣ୍ଣମାଳା
எண்ணெழுத்து எழுத்து,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
எண்ணெழுத்து தகவல்,ବର୍ଣ୍ଣମାଳା ସୂଚନା
மாற்று மின்னோட்டம் (ஏ.சி.),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
மாற்று,ବିକଳ୍ପ
மின்மாற்றி,Atternator
உயரம்,ଉଚ୍ଚତା
அப்போஜியின் உயரம்,ଆପୋଜି ର ଉଚ୍ଚତା |
பெரிஜியின் உயரம்,PERIGEE ର ଉଚ୍ଚତା |
அமெச்சூர் வானொலி தொடர்பு,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
சூழ்நிலை,ଅଭିଳାଷୀ |
சுற்றுப்புற மைக்ரோஃபோன்,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
சுற்றுப்புற நிலை,ପରିବେଶ ସର୍ତ୍ତ
சுற்றுப்புற விளக்குகள்,ପରିବେଶ ଆଲୋକ |
சுற்றுப்புற சத்தம்,ଆମ୍ବିକ୍ ଶବ୍ଦ
சுற்றுப்புற வெப்பநிலை,ପରିବେଶ ତାପମାତ୍ରା |
அமெரிக்கன் ஸ்டாண்டர்ட் கோட்,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
ஆம்பியர்,ଆମ୍ପେର୍
ஆம்பியர் மீட்டர்,ଆମ୍ପେର୍ ମିଟର |
பெருக்கம்,ବୃଦ୍ଧି
பெருக்க காரணி,Amplfication ଫ୍ୟାକ୍ଟର୍ |
பெருக்கி,ଏମ୍ପ୍ଲିଫାୟର୍
பெருக்கி ஆதாயம்,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
பெருக்கி சத்தம்,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
உபகரணங்கள் பெருக்குதல்,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
கிளிஸ்ட்ரான் பெருக்குதல்,କାଲିଷ୍ଟ୍ରନ୍
பெருக்குதல் அலகு,Amplifying ୟୁନିଟ୍ |
வீச்சு,ପ୍ରଶସ୍ତତା
வீச்சு விலகல்,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
வீச்சு உல்லாசப் பயணம்,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
வீச்சு காரணி,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
அலைவீச்சு வரம்பு,ପ୍ରଶସ୍ତତା ସୀମା
வீச்சு பண்பேற்றப்பட்டது,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
வீச்சு பண்பேற்றம்,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
ஒப்புமை (அனலாக்),ଆନାଗଲ୍ (ଆନାଗଲ୍)
அனலாக் சுற்று,ଆନାଗଲ୍ ସର୍କିଟ୍ |
அனலாக் கணினி,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
அனலாக் ரேடியோ அதிர்வெண் சேனல்,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
அனலாக் பிரதிநிதித்துவம்,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
அனலாக் சிக்னல்,ଆନାଗଲ୍ ସିଗନାଲ୍ |
டிஜிட்டலுக்கு அனலாக்,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
டிஜிட்டல் மாற்றிக்கு அனலாக்,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
அனலாக் வீடியோ,ଆନାଗଲ୍ ଭିଡିଓ |
ஒப்பீட்டு,ଅନୁରୂପ
ஒப்புமை,ଆନାଲୋଜି
பகுப்பாய்வு,ବିଶ୍ଳେଷଣ |
தரவின் பகுப்பாய்வு,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
பகுப்பாய்வு அடர்த்தி,ଆନାଲିଟିକାଲ୍ ଘନତା |
பகுப்பாய்வு செய்யுங்கள்,ବିଶ୍ଳେଷଣ କର |
பகுப்பாய்வி,ଆନିପ୍ରିଣ୍ଟେଜର |
துணை உபகரணங்கள்,ଅର୍କିଲିଡିଆ ଉପକରଣ |
மற்றும் வாயில்,ଏବଂ ଫାଟକ
மோதலின் கோணம்,କଲିମିର କୋଣ |
துருவமுனைப்பு கோணம்,ପୋଲାରାଇଜେସନ୍ କୋଣ |
சுழற்சியின் கோணம்,ଘୂର୍ଣ୍ଣନର କୋଣ |
ஆங்ஸ்ட்ரோம் (Å),Agtstom (å)
கோண,କୋଣାର୍କ
கோண முடுக்கம்,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
கோண ஒருங்கிணைப்புகள்,କୋଣାର୍କ ସମବେଦନା |
கோண அழிவு,କୋଣାର୍କ ବିବେକ |
கோண சிதறல்,କୋଣାର୍କ ବିପରୀତ |
கோண இடப்பெயர்ச்சி,କୋଣାର୍କ ବିସ୍ଥାପନ |
கோண பிழை,କୋଣାର୍କ ତ୍ରୁଟି |
கோண அதிர்வெண்,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
கோண உந்தம்,କୋଣାର୍କ ଗତି |
கோண இயக்கம்,କୋଣାର୍କ ଗତି
கோண வேகம்,କୋଣାର୍କ ବେଗ |
இயங்குபடம்,ଆନିମେସନ୍
நேர்மறை,Anode
நேர்மறை பேட்டரி,Anodod ବ୍ୟାଟେରୀ |
நேர்மறை பண்பு,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
நேர்மறை சுற்று,ଆନୋଡ ସର୍କିଟ୍ |
அனோட் சிதறல்,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
அனோட் செயல்திறன்,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
அனோட் உள்ளீட்டு சக்தி,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
அனோட் மாடுலேஷன்,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
ஆண்டெனா,ଆଣ୍ଟେନା |
ஆண்டெனா பீம் அகலம்,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
ஆண்டெனா பூஸ்டர்,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
ஆண்டெனா மாற்ற சுவிட்ச்,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
ஆண்டெனா சுருள்,ଆଣ୍ଟେନା କୋଇଲ୍ |
ஆண்டெனா உள்ளமைவு,ଆଣ୍ଟେନା ବିନ୍ୟାସ
ஆண்டெனா கப்ளர்,ଆଣ୍ଟେନା କପଟର୍ |
ஆண்டெனா குறுக்கு துருவ முறை,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
ஆண்டெனா நடப்பு,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
ஆண்டெனா டூப்ளெக்சர்,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
ஆண்டெனா பயனுள்ள பகுதி,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
ஆண்டெனா செயல்திறன்,ଆଣ୍ଟେନା ଦକ୍ଷତା |
ஆண்டெனா ஊட்டம்,ଆଣ୍ଟେନା ଫିଡ୍ |
ஆண்டெனா கால் அச்சு,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
ஆண்டெனா ஆதாயம்,ଆଣ୍ଟେନା ଲାଭ
ஆண்டெனா உயரம்,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
ஆண்டெனா மின்மறுப்பு,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
ஆண்டெனா தூண்டல்,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
ஆண்டெனா முறை,ଆଣ୍ଟେନା ପାଟର୍ନ |
ஆண்டெனா பிளெக்ஸர்,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
ஆண்டெனா துருவமுனைப்பு,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
ஆண்டெனா சக்தி,ଆଣ୍ଟେନା ଶକ୍ତି |
ஆண்டெனா சக்தி ஆதாயம்,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
ஆண்டெனா எதிர்வினை,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
ஆண்டெனா பிரதிபலிப்பாளர்,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
ஆண்டெனா எதிர்ப்பு,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
ஆண்டெனா அதிர்வு அதிர்வெண்,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ஆண்டெனா இடைவெளி,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
ஆண்டெனா மாறுதல் அறை,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
ஆண்டெனா டியூனிங் சுருள்,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
ஆண்டெனா ட்யூனிங் ஹட்,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
துவாரம்,ଆପେଚର
Apogee,ଆପୋଲେଜ୍
அபோஜி ராக்கெட்,ଆପୋଲେ ରକେଟ୍ |
கருவி,ଉପକରଣ
தோன்றும்,ସ୍ପଷ୍ଟ
Applet,ଆପଲେଟ୍
விண்ணப்பம்,ପ୍ରୟୋଗ
தோராயமான,ଆନୁମାନିକ
நீர்வாழ் தீர்வு,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
வில்,ଆର୍କ
கட்டிடக்கலை,ସ୍ଥାପତ୍ୟ
ஒலி பதிவின் காப்பக பரிமாற்றம்,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
காப்பகங்கள்,ଅଭିଲେଖାଗାର
எண்கணித குறியீட்டு முறை,ଗାଣିତିକ କୋଡିଂ |
ஆர்மேச்சர்,ଅର୍ଗର
ஆர்மேச்சர் முறுக்கு,ଅରତା ପବନ
வரிசை,ଆରେ
கைது செய்பவர்,ଆରେଷ୍ଟ୍ରର୍
வெளிப்பாடு,ଆର୍ଟଲେସନ୍
கலைப்பொருள் (= கலைப்பொருள்),କଳାକୃତି (= କଳାକୃତି)
ஏறுதல்,ଆରୋହଣ
விகிதம்,ଆନୁମାନିକ ଅନୁପାତ
அசெம்பிளர்,ଏକତ୍ରିତ |
கூற்று,ଧାରଣା
ஒதுக்கீடு,ଆସାଇନମେଣ୍ଟ
ஒதுக்கீட்டு சேனல்,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
சமச்சீரற்ற,ଅସମାନଗତ
ஒத்திசைவற்ற,ଅସନ୍ତୁଳିତ
வளிமண்டலம்,ବାୟୁମଣ୍ଡଳ
வளிமண்டல இழப்பு,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
வளிமண்டல சத்தம்,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
வளிமண்டல அழுத்தம்,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
வளிமண்டல பரவல்,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
வளிமண்டல வானொலி-அலை,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
வளிமண்டலங்கள்,ବାୟୁମଣ୍ଡଳ
அணு,ପରମାଣୁ
அணு அமைப்பு,ପରମାଣୁ ଗଠନ
இணைப்பு,ସଂଲଗ୍ନ
விழிப்புணர்வு,ସାଧନ
விழிப்புணர்வு இழப்பு,ଆଟେନେସନ୍ କ୍ଷତି |
ஒலி அலைகளின் விழிப்புணர்வு,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
அட்டென்யூட்டர்,ଆଟେଟୋଲେଟର୍ |
அட்டென்யூட்டர்-பேட்,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
கேட்கக்கூடிய வாசல்,ପରିମାପ ସୀମା
கேட்கக்கூடியது,ମୂଳଦୁଆ
கேட்கக்கூடிய அதிர்வெண்,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
கேட்கக்கூடிய தொனி,ଶ୍ରବଣୀୟ ସ୍ୱର
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
பார்வையாளர்கள்,ଦର୍ଶକ |
ஆடியோ,ଅଡିଓ
ஆடியோ பெருக்கி,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ஆடியோ பகுப்பாய்வி,ଅଡିଓ ଆନାଲିଜର |
ஆடியோ ஒளிபரப்பு,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
ஆடியோ கேபிள்,ଅଡିଓ କେବୁଲ୍ |
ஆடியோ சங்கிலி,ଅଡିଓ ଶୃଙ୍ଖଳା
ஆடியோ கோடெக்,ଅଡିଓ କୋଡେକ
ஆடியோ சுருக்கம்,ଅଡିଓ ସଙ୍କୋଚନ |
ஆடியோ அமுக்கி,ଅଡିଓ ସଙ୍କୋଚନ |
ஆடியோ கன்சோல்,ଅଡିଓ କୋନସୋଲ |
ஆடியோ விலகல்,ଅଡିଓ ବିକୃତ |
ஆடியோ டைனமிக் வரம்பு,ଅଡିଓ ଗତିଶୀଳ ପରିସର |
ஆடியோ கோப்பு வடிவம்,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
ஆடியோ பிரேம் வடிவம்,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
ஆடியோ அதிர்வெண் பெருக்கி,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
ஆடியோ அதிர்வெண் வரம்பு,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
ஆடியோ அதிர்வெண் பதில்,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
ஆடியோ லிமிட்டர்,ଅଡିଓ ସୀମା
ஆடியோ வரி,ଅଡିଓ ରେଖା |
ஆடியோ மிக்சர்,ଅଡିଓ ମିକ୍ସର୍ |
ஆடியோ பண்பேற்றம்,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
ஆடியோ ஆஸிலேட்டர்,ଅଡିଓ ଓସକ୍ଲଟର |
ஆடியோ வெளியீடு,ଅଡିଓ ଆଉଟପୁଟ୍
ஆடியோ சக்தி,ଅଡିଓ ଶକ୍ତି |
ஆடியோ தரம்,ଅଡିଓ ଗୁଣ
ஆடியோ சிக்னல்,ଅଡିଓ ସଙ୍କେତ
ஆடியோ சிக்னல் செயலாக்கம்,ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
ஆடியோ ஸ்பெக்ட்ரம்,ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
ஆடியோ சேமிப்பு,ଅଡିଓ ଷ୍ଟୋରେଜ୍ |
ஆடியோ துணை கேரியர்,ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |
ஆடியோ மின்மாற்றி,ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |
ஆடியோ டிரான்ஸ்மிட்டர்,ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |
ஆடியோ/வீடியோ சுருக்க,ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |
ஆடியோ-அதிர்வெண் சமிக்ஞை,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |
ஆடியோமெட்ரி,ଅଡିଓମେଟ୍ରି |
ஆடியோ காட்சி உதவி,ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |
செவிவழி கருத்து,ଅଡିଟୋରୀ ଧାରଣା |
அங்கீகார,ପ୍ରାମାଣିକିକରଣ
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
ஆட்டோ கேட்,ଅଟୋ କ୍ୟାଡ୍
ஆட்டோ கண்டறிதல்,ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
தானியங்கி,ସ୍ୱୟଂଚାଳିତ |
தானியங்கி கட்டுப்பாடு,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |
தானியங்கி கண்டறிதல்,ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |
தானியங்கி உபகரணங்கள்,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |
தானியங்கி அதிர்வெண் கட்டுப்பாடு,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
தானியங்கி வரம்பு,ସ୍ୱୟଂଚାଳିତ ସୀମା |
தானியங்கி இயந்திரம்,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର
தானியங்கி கட்டக் கட்டுப்பாடு,ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |
தானியங்கி பட பரிமாற்றம்,ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |
தானியங்கி பிளேபேக்,ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |
தானியங்கி சக்தி கட்டுப்பாடு,ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |
