Bengali,Hindi
সায়ানোসিস,हरिमाहीनता
জৈবিক বিতরণ বিজ্ঞান,जीव वितरण विज्ञान
1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম,1. क्रोमैटिड 2. अर्धगुणसूत्र
ক্রোমাটিন,क्रोमैटिन
ক্রোমাটোগ্রাফি,वर्णलेखन
ক্রোমাটিনলেশন,क्रोमोटिनलयन
অলিন্দ বিন্দু,परिसूत्र बिंदु
ক্রোমাটোজেনেসিস,वर्णजनन
1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. ক্রোমোজোম 2. ক্রোমোজোম,1. गुणसूत्र 2. क्रोमोसोम
1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
citrange,सिट्रेंज
শরৎ উৎসব,पर्णाभपर्व
শ্রেণীবিভাগ,वर्गीकरण
1. কাদামাটি 2. কাদামাটি,1.मृत्तिका 2. चिकनी मिट्टी
1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
অবিরাম পরাগায়ন,अनुन्मील्य परागण
ক্রুসিফেরাস ফল,क्रतिक श्वसनी फल
জলবায়ু,जलवायु
জলবায়ুবিদ্যা,जलवायु विज्ञान
শিয়ার,कतरनी
পিণ্ড (কাদামাটি),ढेला (मिट्टी का)
ক্লোন,क्लोन
1.মেঘ 2.মেঘ,1.मेघ 2. बादल
clump,पुंज (क्लंप
গুচ্ছ,गुच्छ
1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. কভার 2. লেদারেট,1. आवरण 2.  चर्मावरण
কোয়া,कोया
1. কোএনজাইম 2. কো-এনজাইম,1. कोएन्जाइम 2. सह-एन्जाइम
সংহতি,संसंजन
1. ফাইবার (পাট পাট) 2. নারকেল মোটা,1. रेशा (जूट पटसन) 2. नारियल जटा
মুলাঙ্কুর চোলা,मूलांकुर चोल
,
কলয়েড (মাটি),कोलॉइड (मृदा)
1.কলাম 2.columella,1.स्तंभिका 2. कॉलुमेला
1. শাস্তি 2. কলাম 3. কলাম,1.दंड 2. स्तंभ 3. कॉलम
যোগাযোগ,सहभोजिता
বাণিজ্যিক ব্যাংক,वाणिज्यिक बैंक
1. পণ্য 2. পণ্যদ্রব্য,1. जिंस 2. पण्य वस्तु
সম্প্রদায়,समुदाय
কম্প্যাকশন (মাটির),संहनन (मृदा का)
1. সামঞ্জস্যতা 2. সামঞ্জস্য,1. सुसंगति 2. संगतता
সামঞ্জস্য,सुसंगतता
1. ক্ষতিপূরণ 2. ক্ষতিপূরণ,1. क्षतिपूर्ति 2. मुआवजा
প্রতিযোগিতামূলক মিথস্ক্রিয়া,स्पर्धी अन्योन्यक्रिया
সম্পূরক ফসল,पूरक सस्य
1. যৌগিক 2. জটিল,1.सम्मिश्र 2. जटिल
গঠনকারী,घटक
গঠন,संघटन
কম্পোস্ট,कंपोस्ट
চক্রবৃদ্ধিহারে সুদ,चक्रवृद्धि ब्याज
গণনা,अभिकलन
1. কম্পিউটার 2. কম্পিউটার,1.अभिकलित्र 2.कंप्यूटर
1. একাগ্রতা 2. একাগ্রতা,1. सांद्रण 2. संकेद्रण
1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী,1. अनुकूलक 2. पुनरुद्धारक
পরিবাহিতা,चालकता
1. কনফিগারেশন 2. কনফিগারেশন,1. विन्यास 2. संरूपण
1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য,1. अनुरूपता 2. समविन्यास 3. संरूपता
1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন,1.समाकुलन 2. संकरण
সংযোজন,संयुग्मन
1. সংযোজক 2. সংযোগকারী,1. योजी 2. संयोजी
সুরক্ষা,सरंक्षण
একত্রীকরণের,चकबंदी
1. উপাদান 2. উপাদান,1.संघटक 2. अवयव
ভোক্তা,उपभोक्ता
খরচ,उपभोग
দূষণ,संदूषण
কনট্যুর রোপণ,समोच्च रोपण
কনট্যুর লাইন,समोच्च रेखा
1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ,नियंत्रित वातावरणीय भंडारण
সমবায় ব্যাংক,सहकारी बैंक
সমবায় সমিতির সদস্য,सहकारी संस्था सदस्य
গুলমাভান,गुल्मवन
cubed,घनकंद
1. ডালপুঞ্জ 2. করোলা,1.दलपुंज 2. कोरोला
1. কর্টেক্স 2. কর্টেক্স,1. वल्कुट 2. कोर्टेक्स
খরচ,लागत
cotyledon,बीजपत्र
ক্রেডিট কমিটি,ऋण समिति
1. ঋণ 2. ক্রেডিট,1.उधार 2. साख
1. ঋণদাতা 2. পাওনাদার,1. ऋणदाता 2. लेनदार
1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার,1.शिखा 2. शीर्ष 3. शिखर
প্রত্যাহার,व्याकुंचन
সমস্যা,संकट
পরীক্ষা,कसौटी
সমালোচনামূলক,क्रांतिक
শস্য বীমা,फसल बीमा
ফসল ঋণ,फसल ऋण
1. ফসল 2. ফসল,1. सस्य 2. फसल
চাষ এলাকা,सस्यन क्षेत्र
ক্রস বেমানান,पार-असंगत
1. মুকুট 2. চূড়া (উদ্ভিদ),1. मुकुट 2. शिखर (पादप)
নরম কণা,मृदुकण
ভূত্বক,पपड़ी
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,1. क्रिप्टोगैम 2. अपुष्पीपादप
ছাঁটাই (ফল),छांटन (फल)
কলম,कल्म
চাষের বৈচিত্র্য,कृष्य किस्म
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,1.कर्षण 2. कृषि 3. खेती
1. কৃষক 2. চাষী,1.किसान 2. कल्टीवेटर (यंत्र)
1. চাষ 2. চাষ 3. লালনপালন,1.संवर्ध 2. संवर्धन 3. पालन
1.সম্পদ 2.প্রস্তুতি,1.संसाधन 2.तैयार करना
1.কুন্তালন 2.কুঞ্চন,1.कुंतलन 2. कुंचन
ভঙ্গি,मुद्रा
1. এপিডার্মিস 2. কিউটিকল,1. उपत्वचा 2. क्यूटिकल
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली
সাইটোক্রোম,साइटोक्रोम
সেল কাপলিং,कोशिका युग्मन
কোষের প্রজনন,कोशिका जनन
কোষ জেনেটিক্স,कोशिका आनुवंशिकी
সাইটোপ্লাজমিক বিভাগ,कोशिका द्रव्य विभाजन
কোষ বিদ্যা,कोशिका विज्ञान
কোষের লাইসিস,कोशिका लयन
1. সাইটোমের 2. কোষ বিভাজন,1. साइटोमियर 2. कोशिका खंड
সাইটোপ্লাজম,कोशिका द्रव्य
1. ডেইরি 2. ডেইরি,1.डेरी 2. दुग्धशाला
দুগ্ধ শিল্প,डेरी उदयोग
1. বাঁধ 2. ব্রিডার,1. बांध 2. प्रजननी
দিন পরম উদ্ভিদ,दिवस निरपेक्ष पादप
ফুল ফোটার পর দিন,पुष्पन के बाद दिन
ফুল ফোটার পর দিন,पूर्ण पुष्पन के बाद दिन
অদক্ষতা,निष्पुष्पन
decalcification,विकैल्सीकरण
1. অপসারণ 2. অপসারণ,1. निथारना 2. निस्तारना
ক্ষয়,क्षय
পর্ণমোচী,पर्णपाती
1. দশমিক 2. দশমিক,1. दशमिक 2. दशमलव
হীনমন্যতা,न्यूनता
অনুরান (মাটি),अनूर्णन (मृदा)
বিপুষ্পন,विपुष्पन
বিলিং,विपत्रण
বন নিধন,वनोन्मूलन
অসম্মান,अपहासन
অধঃপতন,निम्नीकरण
অংশ দিন,अंश दिवस
1. পরিমাণ 2. অংশ,1.मात्रा 2. अंश
dehiscence,स्फुटन
ভুসি অপসারণ,भूसी हटाना
ভুসি অপসারণ,भूसी हटाना
পানিশূন্যতা,निर्जलीकरण
নির্জল,निर्जलकारित्र
চাহিদা,मांग
1. বিকৃতকরণ 2. গুণ,1. विकृतीकरण 2. गुणनाशन
বর্জন,अनाच्छादन
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
আমানত,निक्षेपण
1. অবচয় 2. অবচয়,1. मूल्यहास 2.अवमूल्यन
বিশুদ্ধকরণ,विलवणीकरण
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. जल शुष्कन 2. निर्जलीकरण
1. ডিজাইন 2. ডিজাইন,1.अभिकल्पना 2. डिजाइन
শুষ্ক,शुष्कित्र
কার্নেল অপসারণ,गुठली निकालना
de-intercalation,वि-अंतः भूस्तारीकरण
সংযোজন,वियुग्मन
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
বল্লার বা কুন্দন কাটিং,बल्लर या कुंदन को काटना
নির্ধারক,निर्धारक
অবমূল্যায়ন,अवमूल्यन
উদ্ভিজ্জ,वनस्पतिरहित करना
বিচ্যুতি,विचलन
দ্বিগুণ,द्विक
রোগ নির্ণয়,निदान
বিভিন্ন পরিপক্কতা,भिन्नकाल पक्वता
বিভাজন,द्विभाजन
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
পিঠের রোগ,पश्चमारी (रोग)
1. ডিফিউশন 2. ডিফিউশন,1. विसरण 2. विसार
হজম ক্ষমতা,पाचनीयता
ডাইহাইব্রিড,द्विसंकर
1. বাঁধ 2. ড্রেন 3. পরিবার,1. बांध 2. नाली 3. परिवाह
সামান্য,तनु
1. একগামী 2. একগামী,1. एकलिंगाश्रयी 2. पृथक् लिंगी
ডিপ্লয়েড,द्विगुणित
1. ডিপ্লয়েড 2. ডিপ্লয়েড,1. द्विगुणित 2. डिप्लॉइड
ডাইপোল,द्विसूत्र
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,1. निष्कलिकायन 2. कलिका निकालना
1. লাঙ্গল চাষ 2. স্পিনিং,1. तवेदार हल चलाना 2. चक्काकरण
ছাড়,छूट
জীবাণুমুক্তকরণ,रोगाणुनाशन
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,1. परिक्षेपण 2. प्रकीर्णन
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,1.प्रकीर्णन 2.प्रसरण
বৈচিত্রতা,विविधीकरण
বৈচিত্র্যময় কৃষি,विविधीकृत कृषि
ডিএনএ পদক্ষেপ,डी एन ए सोपान
ডিএনএ রিসিভার,डी.एन.ए. ग्राही
ডক ভাড়া,गोदी-भाड़ा
কার্যকর,प्रभावी
সুপ্ততা,प्रसुप्ति
1. পরিমাণ 2. ডোজ 3. ডোজ,1. मात्रा 2. खुराक 3. डोज
ডবল সিগমায়েড বক্ররেখা,दोहरा सिग्माभ वक्र
1. দমকা 2. প্রসারিত,1. झोंका 2. खिंचाव
1. নিষ্কাশন ড্রেন 2. বর্জ্য,1. निकास नाली 2. अपवाहिका
নিষ্কাশন,जलनिकास
আকর্ষণ,कर्षण
1. ওষুধ দিন 2. ভিজিয়ে দিন,1.दवा पिलाना 2. दवाई से तर करना
প্রসাধনী (বীজ),प्रसाधन (बीज)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
1. গর্ত 2. ড্রিল 3. ড্রিল,1.सूराख करना 2. बेधन 3. बरमाना
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
ড্রিপ সেচ,बूंद-बूंद सिंचाई
শুকনো চাষ,शुष्क खेती
