Kannada,Tamil
ಗಾಳಿಗೊಡ್ಡು,காற்றோட்டம்
ವೈಮಾನಿಕ,வான்வழி
ವಾಯುಮಾಪಕ,ஏரோமானி
ವಾಯುಪಾವತಿ,ஏரோசோல்
ಅಸ್ವಸ್ಥತೆ,அவதூறு
ಏಟಿಯಾಲಜಿ (ಎಟಿಯಾಲಜಿ),ஏட்டாலஜி (நோயியல்
ಸಂಯಮ,காடு வளர்ப்பு
ಆಂದೋಲನ,கிளர்ச்சி
ಅಣಕೇಡು,அக்மார்க்
ಕೃಷಿ,விவசாய
ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ,வேளாண் மருத்துவமனை
ಕೃಷಿ ದುಡಿಮೆ,விவசாய உழைப்பு
ಕೃಷಿ ಮಾರಾಟ,விவசாய சந்தைப்படுத்தல்
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,விவசாய தொழில்நுட்பம்
ಕೃಷಿ,வேளாண்மை
ಕೃಪಣಸಾಮರಿ,வேளாண் வளர்ப்பை
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,வேளாண் பன்முகத்தன்மை
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು,வேளாண் வியாபார குறைபாடுகள்
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,வேளாண்வியல்
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,வேளாண் பன்முகத்தன்மை
ಕೃಷಿ ವಲಯ,வேளாண் மண்டல
ಕೃಚಾರಕ,வளர்ப்பு
ಕೃಷಿ ಶಾಸ್ತ್ರ,விவசாயவியல்
ಕೃಷಿ ವಿಜ್ಞಾನ,வேளாண்
ಅಬ್ವಿಶರ,அக்ரோபாஸ்டோரல்
ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್,அக்ரோபிராசெசிங்
Agrostology,அக்ரோஸ்டாலஜி
ಕೃಪೆ,வேளாண் வகை
ಗಾಳಿ ಸಸ್ಯ,விமான ஆலை
ಅಕೋಚಿ ಮಣ್ಣು,அகியோச்சி மண்
ಆಲ್ಬೋ,ஆல்பினிசம்
ಆಲ್ಫಿಸೋಲ್ಸ್,அல்பிசோல்ஸ்
ಪಾಚಿ,பாசி
ಪಾಚಿಯ ಕಾಯಿಲೆ,பாசி நோய்
ಕ್ಷಾರ ನೀರು,கார நீர்
ಕ್ಷಾರೀಯ,கார
ಇಳಿಜಾರು,அல்லீல்
ಆಲಿನೋಕೆಮಿಕಲ್ಸ್,அல்லீல கெமிக்கல்ஸ்
ಅನನುಕಣ,அல்லீலோமார்ப்
ಅಲಲೋಪತಿ,அலெலோபதி
ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್,சந்து பயிர்
ನಿಯೋಜಕ,ஒதுக்கீடு
ಅಲೋಗಮಿ,Allocamy
ಮಾಪಕ,அலோமெட்ரி
ಸೂತ್ರ,அலோபோலிப்ளோயிட்
ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್),அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
ಪರ್ಯಾಯ ಬೇರಿಂಗ್,மாற்று தாங்கி
ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ,மாற்று நில பயன்பாடு
ಸುತ್ತುವರಿಯುವ,சுற்றுப்புறம்
ಅಚಲ,அமெலியோரண்ட்
ಅಮೀಟಾಸಿ,அமிடோசிஸ்
ಕಸಚುಗಾರ,வெடிமருந்து
ಅಮೋನೀಕರಣ,அம்மோனிகேஃபிகேஷன்
ಅಮೋನಿಗೆ ಮಾಡುವವ,அம்மோனியர்
ಅಬ್ಬರಿಸು,அமார்
ಉಭಯಮತ್ರ,ஆம்பிமிக்ஸிஸ்
ಉದ್ದವಾದ,ஆம்போடெரிக்
ಅನಾಬಾಲಿಸಂ,அனபோலிசம்
ಬಯೆರೋಲೆ,காற்றில்லா
ಅನೆಲಾಯ್ಡ್,அனூப்ளோயிட்
ಕೋನ ನೆಡುವುದು,கோண நடவு
ಪಶುಸಂಗೋಪನೆ,கால்நடை வளர்ப்பு
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,விலங்கு மறுப்பு
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,ஆற்றல் உயிரின
ಹದಮೆರಗಿ,அனிசோப்ளோயிட்
ವಾರ್ಷಿಕ ಸಸ್ಯ,ஆண்டு ஆலை
ವಾರ್ಷಿಕ,ஆண்டு
ಸ ೦ ಗೀತ,ஆன்டெஸிஸ்
ಆಂಥ್ರಾಕ್ಸ್,ஆந்த்ராக்ஸ்
ಮಾನವಜನ್ಯದ ಅಂಶ,மானுடவியல் காரணி
ಪ್ರತಿಜೀವಕ,ஆண்டிபியோசிஸ்
ಪ್ರತಿಜೀವಕ,நுண்ணுயிர்க்கொல்லி
ಪ್ರತಿವಿಷ,மாற்று
ಆವರಣಕಾರಕ,ஆக்ஸிஜனேற்றிகள்
ಪ್ರತಿಚರಣ,ஆன்டிடாக்சின்
ಉಚ್ಚಾರಣಾ,ANNULUS
ಮುನಸು,அஃபிட்
ಸುಲಿಯ ಮೊಗ್ಗು,அபிகல் மொட்டு
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,நுனி ஆதிக்கம்
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),Apulcalure (தேனீ வைத்திருத்தல்)
ತಿಕ್ಕಲು,Apomixis
ಅಪಶೂನ್ಯತೆ,அப்போப்டொசிஸ்
ಅನುಬಂಧ,இணைப்பு
ಜೀರ್ಣಕಾರಕವಾಗಿ,பசி
ಅನ್ವಯಿಕ,பயன்படுத்தப்பட்டது
ಜಲಚರಗಳು,நீர்வாழ் களை
ಆಕ್ಷರ,ஆர்போரியல்
ಗುಂಡಿನ ಕವಚ,ஆர்பரைசேஷன்
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,தொல்பொருள்-பொட்டானியல் பதிவுகள்
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,பகுதி புள்ளிவிவரங்கள்
ಪ್ರದೇಶ,பகுதி
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,வறண்ட சுற்றுச்சூழல் அமைப்பு
ಹದಮೆರಗಿ,Aril
ಸುವಾಸನೆ,நறுமணம்
ಆರ್ಯ ಸಸ್ಯ,நறுமண ஆலை
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,நறுமண அரிசி
ಬಾಣ,அம்பு
ಕಸ ರೋಗಿಗಳು,அசெப்ஸிஸ்
ಅಸೆಪ್ಟ್,அசெப்டிக்
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,ஓரினச்சேர்க்கை பரப்புதல்
ಪರಾಕ್ರಮ,மதிப்பீடு
ಸ್ವಸಮಾನಗಳು,சொத்துக்கள்
ಏಕೀಕರಣ,ஒருங்கிணைப்பு
ಸಂಘ,தொடர்பு
ತಗ್ಗು,ஆஸ்ட்ரிஜென்ட்
ಕಸ ರೋಗ,அசினாப்சிஸ்
ಅಟಾವ್ ವಾದ,அடாவிசம்
ವ್ಯಭಿಚಾರಿ,அணுசக்தி
ಕ್ಷೀಣತೆ,அட்ராபி
ಸ್ವಯಂಚಾಲಿತ,தன்னியக்க
ಆಟೊಲಿಸಿಸ್,ஆட்டோலிசிஸ்
ದಾಟುವಿಕೆ,ஆட்டோஆக்ஸிஜனேற்றம்
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ஆட்டோபோலிப்ளோயிட்
ಸಮಶೀತ,ஆக்சின்கள்
AWN (ಬಿರುಗೂದಲುಗಳು),Awn (முறுக்கு)
ಬಾದು,பாதம் கொட்டை
ಅಡೆ,கற்றாழை
ಹುಳಿ,அமராந்தஸ்
ಅಮ್ಮ,அம்மி
ಅಂಜಾನ್ ಹುಲ್ಲು,அஞ்சன் புல்
ಆಧಿವಾತ,அந்தூரியம்
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","அன்லா, இந்திய நெல்லிக்காய்"
ಸೇಬು,ஆப்பிள்
ಏಪ್ರಲಿ,பாதாமி
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,ஆர்பியன் மல்லிகை
ಅರೆನಗವ,அரேகா நட்டு
ಹಳ್ಳ,அர்ஜுன்
ಅಸ್ಫೊಟಿಡಾ,Asfoetida
ಬೂದಿ ಸೋರೆಕಾಯಿ,சாம்பல் பூசணிக்காய்
ಅಶೋಕ ಮರ,அசோகா மரம்
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),ஆஷ்த்மா களை (யூபோர்பியா)
ಶತಾವರಿ,அஸ்பாரகஸ்
ಆವಕಾಡು,வெண்ணெய்
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),அல்பால்ஃபா (லூசர்ன்)
ಇರುವೆಗಳು,எறும்புகள்
ಗಿಡಹೇನುಗಳು,அஃபிட்ஸ்
ಸೈನ್ಯದ ಹುಳು,இராணுவ புழு
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,விவசாய பொருளாதார நிபுணர்
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,வேளாண் நீட்டிப்பு
ಕೃಷಿ ವಿಜ್ಞಾನಿ,விவசாய விஞ்ஞானி
ಕೃಷಿ ಎಂಜಿನಿಯರ್,விவசாய பொறியாளர்
ಕೃಷಿ ವಿಜ್ಞಾನಿ,வேளாண் நிபுணர்
ಕೃಷಿವಾದಿ,வேளாண் விஞ்ஞானி
ಕೃಷಿ ಭೌತ,வேளாண் இயற்பியல்
ಪ್ರಾಣಿ ತಳಿಗಾರ,விலங்கு வளர்ப்பாளர்
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,பேசிலஸ் வைரஸ்
ಗಾಡಿ,பேசிலஸ்
ಬ್ಯಾಕ್ಟೀರಿಯಾ,பாக்டீரியா
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,பாக்டீரியோடாக்சின்
ಬಜಾಸ್ಸೆ,கரும்பு சக்கை
ಸಮತೋಲನ,இருப்புநிலை
ಸಮತೋಲನೀಕರಣ,சீரான கருத்தரித்தல்
ಗಿರಣಿ ರೇಖೆ,பார் வரைபடம்
ತೊಗಟೆ,பட்டை
ಮಾಪಕ,காற்றழுத்தமானி
ಬಂಜೆ,தரிசு
ಬೇನೆ,அடித்தளம்
ಜಲಾನಯನ ಪ್ರದೇಶ,பேசின்
ಸ್ವಲ್ಪ,பாசிபெட்டல்
ಬಾಸದ,பாஸ்கிஸ்டெர்னம்
ಕೊಂಬೆ ಮಾನ್ಸುನ್,விரிகுடா பருவமழை
ಹೊಳಪಿನ,தாங்கும் ஆலை
ಹಾಸಿಗೆ,படுக்கை
ದಟ್ಟಕಾರ,படுக்கை
ಹಾಸಿಗೆ,படுக்கை
ಬೀಟ್ ಮೊಲಾಸಸ್,பீட் மோலாஸ்கள்
ಬೆನ್ನೆಲುಬು,பெல்லோஸ்
ಪಟ್ಟಿಗೆ,பெல்ட்
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,நன்மை-செலவு பகுப்பாய்வு
ಪಕ್ಷಪಾತ (ಮಾದರಿ),சார்புடைய (மாதிரி)
ದ್ವೈವಾರ್ಷಿಕ,இருபது ஆண்டு
ದ್ವಿಪದೀಯ,இரும
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,உயிரி கையேடு
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,பயோக்ளைமேட்
ಜೈವಿಕ ಕರ್ತವ್ಯ,பயோஎனெர்ஜி
ಜೈವಿಕಶಾಸ್ತ್ರ,பயோனமிக்ஸ்
ಜೈವಿಕ ರಿಯಾಯಿತಿ,உயிரியக்கவியல்
ಜೀವಗೋಳ,உயிர்க்கோளம்
ಜೈವಿಕ,உயிரியல்
ಬಯೋಟೈತನ,உயிரியல் வகை
ದ್ವಿಲಿಂಗಿ,இருபால்
ಚಿರತೆ,பிளான்சிங்
ಹರಡು,குண்டு வெடிப்பு
ಮಿಶ್ರಣ,கலவை
ಗದ್ದಲ,ப்ளைட்
ಗುಳ್ಳೆ,கொப்புளம்
ನೀಲಿ ಕ್ರಾಂತಿ,நீல புரட்சி
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,கீழே வெப்ப அறை
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,கீழே வெப்ப நுட்பம்
ಹೊಟ್ಟು,பிரான்
ಕವಲೊಡೆ,கிளைகள்
ಸಣ್ಣ ಕೊಂಬೆ,கிளை
ತಳಿ,இனம்
ತಳಿ,இனப்பெருக்க
ಕಂಗುರು,கரைந்து
ಸಂಸಾರ,அடைகாக்கும்
ಮೊಳಕೆಯ,வளரும்
ಬಜೆ,பட்ஜெட்
ಬಫಲು,இடையக
ಬಟಗು,விளக்கை
ಚೂರುಚೂರಾಗಿ,பன்ட்
ಉಪ-ಉತ್ಪನ್ನ,துணை தயாரிப்பு
ಬಾಬುಲ್ ಅಕೇಶಿಯ,பாபுல் அகாசியா
ಬೇಬಿ ಕಾರ್ನ್,குழந்தை சோளம்
ಬುದ್ದಿ,பேல்
ಬಾಯಿ,பெயில்
ಕಸಕ,பால்சம்
ಬಿದಿರು,மூங்கில்
ಬಾಳೆಹಣ್ಣು,வாழை
ಆಲದ ಮರ,ஆலமரம்
ಬಾರ್ಲಿ,பார்லி
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,பார்ன்யார்ட் மில்லட்
ತುಳಸಿ,துளசி
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,பாஸ்டர்ட் சிடார்
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,பாஸ்டர்ட் மைரோபாலன்
ಮಾಟ,ப au ஹினியா
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,பே பெர்ரி
ಹುರುಳಿ,பீன்
ಬೀಟ್,பீட்
ಬೆಲ್ಲ,பெல்லடோனா
ಗಡಿ,பெர்
ಗಡಿ,பெர்சீம்
ಬಿಲ್ಲೆ,பெட்டல்
ಬಿಲಿಂಬಿ,பிலிம்பி
ಹಾಗಲಕಾಯಿ,பாகற்காய்
ಕಪ್ಪು ಗ್ರಾಂ,கருப்பு கிராம்
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,கருப்பு நைட்ஷேட்
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,Bougainvillea
ಬಾಟಲಿ ಕುಂಚ,பாட்டில் தூரிகை
ಬಾಟಲಿ ಸೋರೆ,சுரைக்காய்
ಬಾಕ್ಸ್ ಮರ,பெட்டி மரம்
ಬ್ರೆಡ್ ಹಣ್ಣು,ரொட்டி பழம்
ವಧುವಿನ,பிரைடல் க்ரீப்பர்
ಬಿಲ್ಲಾ,பிரிஞ்சல்
ವಿಶಾಲ ಹುರುಳಿ,பிராட் பீன்
ಕೋಸುಗಡ್ಡೆ,ப்ரோக்கோலி
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,பிரஸ்ஸலின் முளை
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,பக்வீட்
ದೆವ್ವ,பியூட்டியா
ದಳ,பாண்டிகூட்
ಕರಾರು,தாங்க
ಜೀರುಂಡೆ,வண்டு
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,கொப்புளம் வண்டு
ನೀಲಿ ಬುಲ್,நீல காளை
ಬಾಲ್ ಹುಳು,போல் புழு
ಚಿಟ್ಟೆ,பட்டாம்பூச்சி
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,பாக்டீரியாலஜிஸ்ட்
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,உயிர் வேதியியலாளர்
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,உயிரியலாளர்
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,பயோடெக்னாலஜிஸ்ட்
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,தாவரவியலாளர்
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
ಕೇಕು,கேக்
ಕ್ಯಾಲ್ಕೇರಿಯ,கணக்கீட்டு
ಲೆಕ್ಕಪರಿಶೋಧನೆ,கணக்கீடு
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,பாஸ்பேட் கணக்கீடு
ಗಲಾಟೆ,காலோசிட்டி
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,கால்சஸ்
ಕಣಿವೆ,கலிக்ஸ்
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,கலிக்ஸ்-எண்ட்
ಕ್ಯಾಂಬಿಯಂ,காம்பியம்
ಗೋಪುರ,புற்றுநோய்
ಡಬ್ಬಿ,கேனிங்
ಮೇಲಾವರಣ,விதானம்
ಬಂಡವಾಳ,மூலதனம்
ರಭಸ,கேப்ரிஃபிகேஷன்
ಬಿರಡೆ,காப்ஸ்யூல்
ಇಂಗಾಲದ,கார்பனேற்றப்பட்ட
ಇಂಗಾಲೀಕರಣ,கார்பனாக்கல்
ಗಡಿ,கார்பல்
ಗಾಡಿ,கார்பஸ்
ಬಿಂಚು,வார்ப்பு
ಕಟಾಬೋಲಿಸಂ,வினையூக்கம்
ವೇಗವರ್ಧನೆ,வினையூக்கம்
ಮರಿಹುಳು,கம்பளிப்பூச்சி
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,சி-டி.என்.ஏ நூலகம்
ಚಾವಣಿಯ,உச்சவரம்பு
ಕೋಶ,செல்
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,மத்திய தலைவர் அமைப்பு
ಕೇಂದ್ರೀಯ,மையமாக
ಕೇಂದ್ರೀಕರಣ,மையவிலக்கு
ಕೇಂದ್ರಾಪಗಾಮಿ,மையவிலக்கு
ಕೇಂದ್ರ,சென்ட்ரியோல்
ಮಧ್ಯಭಾಗದ,சென்ட்ரோஜெனிக்
ಮಧ್ಯಮ ಜನಕ,சென்ட்ரெஸ்ஜெனஸ்
ಸರ್ಕಸ್,செர்கஸ்
ಏಕದಳ,தானியங்கள்
ಪ್ರಮಾಣೀಕರಣ,சான்றிதழ்
ಬೀಜ,சான்றளிக்கப்பட்ட விதை
ಚಾವಟಿ,சஃப்
ದನಗಳು,சலாசா
ರಾಸಾಯನಿಕತೆ,வேதியியல்
ಚಿರತೆ,சியாஸ்மா
ತಣ್ಣಗಾಗುವ ಸಮಯ,குளிர்ச்சியான நேரம்
ತಣ್ಣಗಾಗುವುದು,குளிர்ச்சியான காயம்
ಚಿಮಿಯ,சிமேரா
ಕ್ಲೋರಾಂಥಿ,குளோராந்தி
ಚೂರು,குளோரோபில்
ಕ್ಲೋರೋಸಿಸ್,குளோரோசிஸ்
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,குளோரோலஜி
ವರ್ಣರಂಜಿತ,குரோமாடிட்
ಕ್ರೊಮ್ಯಾಟಿನ್,குரோமாடின்
ವರ್ಣರೇಖನ,குரோமடோகிராபி
ವರ್ಣರಂಗೀಕರಣ,குரோமாடோலிசிஸ்
ವರ್ಣಚಿತ್ರ,குரோமோசென்ட்ரே
ವರ್ಣಗುವನ,குரோமோஜெனெஸிஸ்
ವರ್ಣರಂಜಿತ,குரோமோபுரோட்டீன்
ವರ್ಣತಂತು,குரோமோசோம்
ದೀರ್ಘಕಾಲದ,நாள்பட்ட
ನಲಿದ,சிட்ரேஞ்ச்
ಕ್ಲಾಡೋಡ್,கிளாடோட்
ವರ್ಗೀಕರಣ,வகைப்பாடு
ಮಣ್ಣಿನ,களிமண்
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,சுத்தம்
ಕ್ಲಿಸ್ಟೊಗಮಿ,கிளீஸ்டோகாமி
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,க்ளைமாக்டெரிக் பழம்
ವಶ,காலநிலை
ಹವಾಮಾನಶಾಸ್ತ್ರ,காலநிலைவியல்
ಹಸುರು,கிளிப்பர்
ಹೆಪ್ಪುಗಟ್ಟಿಸು,துணி
ತದ್ರೂಪಿ,குளோன்
ಮೋಡ,மேகம்
ಕಡು,கொத்து
ಚೂರು,கொத்து
ಒರಟಾದ,கரடுமுரடான
ಕೋಟ್ (ಬೀಜ),கோட்டை (விதை)
ಕೋಕೂನ್,COCOON
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,கோஎன்சைம்
ಒಗ್ಗಟ್ಟು,ஒத்திசைவு
ಗುಣ,Coir
ಕೋಲೀರರಿ iz ಾ,கோல்ரோஹிசா
ಕತ್ತುಪಟ್ಟಿ,காலர்
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),கூழ் (மண்)
ಕೊಲ್ಯುಮೆಲ್ಲಾ,கொலுமெல்லா
ಕಾಲಮ್,நெடுவரிசை
ಆರಂಭದ ಆರಂಭ,துவக்கவாதம்
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,வணிக வங்கி
ಸರಕು,பொருள்
ಸಮುದಾಯ,சமூக
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),சுருக்கம் (மண்ணின்)
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,பொருந்தக்கூடிய தன்மை
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,பொருந்தக்கூடிய தன்மை
ಪರಿಹಾರ,இழப்பீடு
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,போட்டி தொடர்பு
ಪೂರಕ ಬೆಳೆ,நிரப்பு பயிர்
ಸಂಕೀರ್ಣ,சிக்கலான
ಅಂಶ,கூறு
ಸಂಯೋಜನೆ,கலவை
ಕಾಂಪೋಸ್ಟ್,உரம்
ಚಕ್ರಬಡ್ಡಿ,கூட்டு வட்டி
ಗಣನೆ,கணக்கீடு
ಕಂಪ್ಯೂಟರ್,கணினி
ಏಕಾಗ್ರತೆ,செறிவு
ಷರತ್ತು,கண்டிஷனர்
ಹೋರಾಡುವಿಕೆ,நடத்தை
ಸಂರಚನೆ,உள்ளமைவு
ಅನುರೂಪತೆ,ஏற்ப
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,குழப்பம்
ಸಂಯೋಗ,இணைவு
ಸಂಯೋಜಕ,இணைப்பு
ಸಂರಕ್ಷಣಾ,பாதுகாப்பு
ಬಲವರ್ಧನೆ,ஒருங்கிணைப்பு
ಸಂಕುಚಿತತೆಗಳು,தொகுதிகள்
ಗ್ರಾಹಕ,நுகர்வோர்
ಸೇವನೆ,நுகர்வு
ಮಾಲಿನ್ಯ,மாசுபாடு
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,விளிம்பு நடவு
ಬಾಹ್ಯರೇಖೆ,விளிம்பு
ಒಪ್ಪಂದದ ಕೃಷಿ,ஒப்பந்த விவசாயம்
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,கட்டுப்படுத்தப்பட்ட சேமிப்பு
ಸಹಕಾರ ಬ್ಯಾಂಕ್,கூட்டுறவு வங்கி
ಸಹಕಾರ,கூட்டுறவு
ತಗ್ಗಿಸು,காப்பிஸ்
ಗಂಡಿ,கோர்ம்
ಹುಲ್ಲುಗಾವಲು,கொரோலா
ಕಂದುಬಣ್ಣ,கோர்டெக்ஸ்
ಬೆಲೆ,செலவு
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),கோட்டிலிடன் (விதை)
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,கடன் சங்கம்
ಮನ್ನಣೆ,கடன்
ಸಾಲದಾತ,கடன் வழங்குபவர்
ಕ್ರೆಸ್ಟ್,முகடு
ಸುಕ್ಕುಗಟ್ಟುವುದು,நொறுக்குதல்
ಬಿಕ್ಕಟ್ಟು,நெருக்கடி
ಮಾನದಂಡ,அளவுகோல்
ನಿರ್ಣಾಯಕ,விமர்சன
ಬೆಳೆ ವಿಮೆ,பயிர் காப்பீடு
ಬೆಳೆ ಸಾಲ,பயிர் கடன்
ಬೆಳೆ,பயிர்
ಬೆಳೆ ಪ್ರದೇಶ,பயிர் பகுதி
ಶಿಲುಬೆಯಿಲ್ಲದ,குறுக்கு இணக்கமானது
