Tamil,Punjabi
பயன்முறையைச் சேர்க்கவும்,ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ
செயல்பாட்டைச் சேர்க்கவும்,ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ
முகவரி,ਪਤਾ
முகவரி அளவீடு,ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ
முகவரியிடக்கூடிய கிடைமட்ட நிலை,ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ
முகவரிக்குரிய புள்ளி,ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ
முகவரி செய்யக்கூடிய நிலை,ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ
முகவரிக்குரிய பதிவு,ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ
முகவரியிடக்கூடிய சேமிப்பு,ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ
முகவரியிடக்கூடிய செங்குத்து நிலை,ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ
முகவரி பஸ்,ਪਤਾ ਬੱਸ
முகவரி குறியீடு,ਪਤਾ ਕੋਡ
முகவரி ஒப்பீட்டாளர்,ਪਤਾ ਕੰਪਰੇਟਰ
முகவரி கணக்கீடு,ਪਤਾ ਬਕਾਏ
முகவரி மாறிலி,ਪਤਾ ਲਗਾਤਾਰ
முகவரி மாற்றம்,ਪਤਾ ਬਦਲਣਾ
முகவரி தரவு,ਪਤਾ ਡਾਟਾ
உரையாற்றப்பட்ட நினைவகம்,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
முகவரி பயனுள்ளதாக இருக்கும்,ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ
முகவரி புலம்,ਪਤਾ ਖੇਤਰ
முகவரி வடிவம்,ਪਤਾ ਫਾਰਮੈਟ
முகவரி இலவச நிரல்,ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ
முகவரி,ਸੰਬੋਧਨ ਕਰਨਾ
முகவரி  எழுத்து,ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ
குறுக்கீடு,ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ
முகவரி லூப்,ਪਤਾ ਲਗਾਉਣ
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ
முகவரி ஒன்றோடொன்று,ਪਤਾ ਲਗਾਉਣਾ
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ
முகவரி வரி,ਐਡਰੈੱਸ ਲਾਈਨ
முகவரி மேப்பிங்,ਪਤਾ ਮੈਪਿੰਗ
முகவரி குறி,ਪਤਾ ਮਾਰਕ
முகவரி மாற்றம்,ਪਤਾ ਸੋਧ
முகவரி பகுதி,ਪਤਾ ਭਾਗ
முகவரி சுட்டிக்காட்டி,ਪਤਾ ਪੁਆਇੰਟਰ
முகவரி பதிவு,ਪਤਾ ਰਜਿਸਟਰ
முகவரி சமிக்ஞை,ਪਤਾ ਸਿਗਨਲ
முகவரி அளவு,ਪਤਾ ਅਕਾਰ
முகவரி இடம்,ਪਤਾ ਸਪੇਸ
முகவரி விண்வெளி அடையாளங்காட்டி,ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ
முகவரி நிறுத்தம்,ਪਤਾ ਬੰਦ
முகவரி சுவடு,ਪਤਾ ਟਰੇਸ
முகவரி பாடல்,ਪਤਾ ਟਰੈਕ
முகவரி மொழிபெயர்ப்பு,ਪਤਾ ਅਨੁਵਾਦ
முகவரி மொழிபெயர்ப்பாளர்,ਪਤਾ ਅਨੁਵਾਦਕ
கூடுதல் துணை நேரம்,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
நேரம் சேர்க்கவும்,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
அடுத்துள்ள,ਅਡਜੈਂਸੀ
அருகிலுள்ள அமைப்பு,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
அருகிலுள்ள சேனல்,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
அருகிலுள்ள டொமைன்,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
அருகிலுள்ள மேட்ரிக்ஸ்,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
அருகிலுள்ள முனை,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
அருகிலுள்ள சப்ரியா,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
தொடை (அமைப்பு),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
சரிசெய்யவும்,ਵਿਵਸਥਤ ਕਰੋ
சரிசெய்யக்கூடிய அளவு,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
உரை பயன்முறையை சரிசெய்யவும்,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
நிர்வாக தரவு செயலாக்கம்,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
நிர்வாக செயல்பாடு,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
நிர்வாக ஆபரேட்டர்,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
நிர்வாக ஆபரேட்டர் நிலையம்,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
நிர்வாக ஆதரவு அமைப்பு,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
மேம்பட்ட தொடர்பு சேவை,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
மேம்பட்ட தகவல் அமைப்பு,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
மேம்பட்ட அறிவியல் கணினி,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
வான்வழி,ਏਰੀਅਲ
மதிப்பீட்டு,ਸਮੁੱਚੀ
மொத்த வெளிப்பாடு,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
இலக்கு வட்டம்,ਉਦੇਸ਼ ਸਰਕਲ
இலக்கு புலம் (= இலக்கு சின்னம்),ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
நோக்கம் சின்னம்,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
வான்வழி கணினி அமைப்பு,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
இயற்கணித  ஒருங்கிணைப்பு,ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ
இயற்கணித மொழி,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
இயற்கணித கையாளுதல்,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
இயற்கணித கையாளுதல் மொழி,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
இயற்கணித சார்ந்த மொழி,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
இயற்கணித மாற்றம்,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
இயற்கணித அடையாளம் மாநாடு,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
அல்கோல்,ਐਲਗੋਲ
அல்கோல் அம்சம்,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
அல்கோல் நிரலாக்க,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
வழிமுறை,ਐਲਗੋਰਿਦਮ
அல்காரிதம் துணை மொழி,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
வழிமுறை வகைப்பாடு,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
வழிமுறை சிக்கலானது,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
அல்காரிதம் கணக்கீடு,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
வழிமுறை பகுப்பாய்வு,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
வழிமுறை அணுகுமுறை,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
வழிமுறை மொழி,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
வழிமுறை வழக்கம்,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
வழிமுறை கோட்பாடு,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
மாற்றுப்பெயர்,ਉਪਨਾਮ
மாற்றுப்பெயர்ச்சி,ਅਲਾਇਸਿੰਗ
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
சீரமைப்பு,ਅਲਾਈਨਮੈਂਟ
ஒதுக்கவும்,ਨਿਰਧਾਰਤ ਕਰੋ
ஒதுக்கீடு அமைப்பு,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
அனைத்து நோக்கம் கொண்ட கணினி,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
அகரவரிசை எழுத்து,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
அகரவரிசை எழுத்து தொகுப்பு,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
அகரவரிசை எழுத்து துணைக்குழு,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
அகரவரிசை குறியீடு,ਵਰਣਮਾਲਾ ਕੋਡ
அகரவரிசை மாற்றம்,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
அகரவரிசை சரம்,ਵਰਣਮਾਲਾ ਸਤਰ
அகரவரிசை சொல்,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
அகரவரிசை,ਵਰਣਮਾਲਾ
ஆல்பாஜோமெட்ரிக்ஸ்,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
ஆல்பமெரிக்,ਅਲਫ਼ਾਮਿਕ
ஆல்பமோசைக்,ਅਲਫੋਮੋਸੈਕ
எண்ணெழுத்து,ਅਲਫਾਨੁਮਿਕ
எண்ணெழுத்து விசைப்பலகை சாதனம்,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
எண்ணெழுத்து எழுத்து தொகுப்பு,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
எண்ணெழுத்து குறியீடு,ਅੱਖਰ ਕੋਡ
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
எண்ணெழுத்து தரவு,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
எண்ணெழுத்து காட்சி சாதனம்,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
எண்ணெழுத்து புலம்,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
எண்ணெழுத்து அறிவுறுத்தல்,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
எண்ணெழுத்து விசைப்பலகை,ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ
எண்ணெழுத்து வகை,ਅੱਖਰ ਛਾਂਟੀ
எண்ணெழுத்து சேமிப்பு,ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ
மாற்றக்கூடிய நினைவகம்,ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ
மாற்ற சுவிட்ச்,ਤਬਦੀਲੀ ਸਵਿੱਚ
மாற்றுதல்,ਬਦਲਣਾ
மாற்று பயன்முறை,ਬਦਲੋ
மாற்று மீட்பு,ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ
மாற்று பாதை,ਵਿਕਲਪੀ ਰਸਤੇ
மாற்று ரூட்டிங்,ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ
மாற்று பாதை,ਵਿਕਲਪਿਕ ਟਰੈਕ
மாற்று (= அல்லது செயல்பாடு),ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ)
மாற்று பண்புக்கூறு,ਵਿਕਲਪਕ ਗੁਣ
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ)
தெளிவற்ற பிழை,ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ
தெளிவற்ற குறிப்பு,ਅਸਪਸ਼ਟ ਹਵਾਲਾ
அனலாக்ஸ்,ਐਨਾਲਾਗ
அனலாக் சேர்க்கை,ਐਨਾਲਾਗ ਐਡਰਰ
அனலாக் சேனல்,ਐਨਾਲਾਗ ਚੈਨਲ
அனலாக் கணினி,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
அனலாக் மாற்றி,ਐਨਾਲਾਗ ਕਨਵਰਟਰ
அனலாக் தரவு,ਐਨਾਲਾਗ ਡੇਟਾ
அனலாக் டிவைடர்,ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ
அனலாக் வசதி முனையம்,ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ
அனலாக் செயல்பாடு  ஜெனரேட்டர்,ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ  ਜੇਨਰੇਟਰ
அனலாக் ஒருங்கிணைப்பு,ਐਨਾਲਾਗ ਏਕੀਕਰਣ
அனலாக் பெருக்கி,ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ
அனலாக் நிரலாக்க,ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ
அனலாக் அளவிடுதல்,ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ
அனலாக் சிக்னல்,ਐਨਾਲਾਗ ਸਿਗਨਲ
அனலாக் உருவகப்படுத்துதல்,ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ
அனலாக் சுவிட்ச்,ਐਨਾਲਾਗ ਸਵਿਚ
அனலாக் அமைப்பு,ਐਨਾਲਾਗ ਸਿਸਟਮ
டிஜிட்டலுக்கு அனலாக்  மாற்றி,ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਏਨਕੋਡਰ
அனலாக் பரிமாற்றம்,ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ
அனலாக் வகை,ਐਨਾਲਾਗ ਕਿਸਮ
பகுப்பாய்வு தொகுதி,ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ
பகுப்பாய்வு முறை,ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ
பகுப்பாய்வு இயந்திரம்,ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ
மூதாதையர் பணி,ਪੂਰਵਜ ਦਾ ਕੰਮ
துணை உபகரணங்கள்,ਸਹਾਇਕ ਉਪਕਰਣ
மற்றும்,ਅਤੇ
மற்றும் சுற்று,ਅਤੇ ਸਰਕਟ
மற்றும் உறுப்பு,ਅਤੇ ਤੱਤ
மற்றும் வாயில்,ਅਤੇ ਗੇਟ
மற்றும் மறைத்தல்,ਅਤੇ ਮਾਸਕਿੰਗ
மற்றும் செயல்பாடு அல்ல (= விலக்கு,ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ)
மற்றும் செயல்பாடு,ਅਤੇ ਓਪਰੇਸ਼ਨ
இணைப்பு நினைவகம்,ਅਨੇਕਸ ਮੈਮੋਰੀ
சிறுகுறி,ਐਨੋਟੇਸ਼ਨ
அறிவிப்பாளர்,ਐਨੀਨੀਸੀਆਟਰ
பதில்,ਵਾਪਸ ਜਵਾਬ
பதில் தாமதம்,ਉੱਤਰ ਦੇਰੀ
பதிலளிக்கும் நேரம்,ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ
பதில் விளக்கு,ਦੀਵੇ ਦਾ ਜਵਾਬ
பதில் பட்டியல்,ਜਵਾਬ ਸੂਚੀ
பதில்,ਜਵਾਬ ਸਿਰਫ
எதிர்பார்ப்பு பயன்முறை,ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ
எதிர்பார்ப்பு இடையக,ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ
எதிர்பார்ப்பு கேரி,ਅਨੁਮਾਨਤ ਕੈਰੀ
எதிர்பார்ப்பு பேஜிங்,ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ
எதிர்விளைவு செயல்பாடு,ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ
எதிர்விளைவு உறுப்பு,ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ
அபீரியோடிக் ஆண்டெனா,ਅਫੀਮਿਕ ਐਂਟੀਨਾ
துளை அட்டை,ਅਪਰਚਰ ਕਾਰਡ
துளை குறியீடு,ਅਪਰਚਰ ਕੋਡ
துளை நேரம்,ਅਪਰਚਰ ਟਾਈਮ
இணைப்பு,ਅੰਤਿਕਾ
இணைப்பு பணி,ਅਪੰਡਿਤ ਕੰਮ
பயன்பாட்டு உருவாக்குநர்,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
