Gujarati,Punjabi
કેલ્સાઇટ,ਕੈਲਸਾਈਟ
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
કેલ્શિયમ-સિલિકેટ ઈંટ,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
કેલિચે,ਕੈਲੀਚੇ
કેલિફોર્નિયા બેરિંગ રેશિયો,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
કેલિપર,ਕੈਲੀਪਰ
કેલરીમીટર,ਕੈਲੋਰੀਮੀਟਰ
કેમ્બર,ਕੈਮਬਰ
કેનાલ,ਨਹਿਰ
કેનોપી,ਕੈਨੋਪੀ
કેન્ટિલવર ફૂટિંગ,Cantilever ਪੈਰ
કેપ,ਕੈਪ
ક્ષમતા,ਸਮਰੱਥਾ
એઇલ ટ્રેકની ક્ષમતા,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
કેપ કેબલ,ਕੈਪ ਕੇਬਲ
કેપિલેરિટી,ਕੈਪੀਲੇਰਿਟੀ
કેશિલરી વિરામ,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
કેશિલરી પ્રવાહ,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
કેશિલરી ભેજ અથવા કેશિલરી પાણી,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
કેશિલરી છિદ્ર જગ્યા,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
કેશિલરી છિદ્રાળુતા,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
કેશિલરી જગ્યા,ਕੇਸ਼ੀਲ ਸਪੇਸ
કેપ્ચર વેગ,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
કાર્બોનેશન,ਕਾਰਬਨੇਸ਼ਨ
કાર્બન બ્લેક,ਕਾਰਬਨ ਕਾਲਾ
કાસ્ટબલ રીફ્રેક્ટરી,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
એરંડા,ਕੈਸਟਰ
કાસ્ટ પથ્થર,ਪੱਥਰ ਸੁੱਟੋ
ઉત્પ્રેરક,ਉਤਪ੍ਰੇਰਕ
કેટેના,ਕੈਟੇਨਾ
બિલાડીનો ચહેરો,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
બિલાડીનું માથું,ਬਿੱਲੀ ਦਾ ਸਿਰ
કેશન,ਕੈਸ਼ਨ
કેટ વોક,ਬਿੱਲੀ ਵਾਕ
પોલાણ નુકસાન,Cavitation ਨੁਕਸਾਨ
સેલાઇટ,ਸੇਲੀਟ
સેલ્યુલર કોંક્રિટ,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
સેલ્યુલર બાંધકામ,ਸੈਲੂਲਰ ਉਸਾਰੀ
સિમેન્ટ,ਸੀਮਿੰਟ
"સિમેન્ટ, બિટ્યુમિનસ","ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
"સિમેન્ટ, ઉચ્ચ તાકાત","ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
"સિમેન્ટ, હાઇડ્રોલિક","ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
"સિમેન્ટ, ઓછી ગરમી","ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
"સિમેન્ટ, ચણતર","ਸੀਮਿੰਟ, ਚਿਣਾਈ"
"સિમેન્ટ, કુદરતી","ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
"સિમેન્ટ, પોર્ટલેન્ડ","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
"સિમેન્ટ, સ્લેગ","ਸੀਮਿੰਟ, ਸਲੈਗ"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
"સિમેન્ટ, સુપર સલ્ફેટેડ","ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
"સિમેન્ટ, સફેદ","ਸੀਮਿੰਟ, ਚਿੱਟਾ"
સિમેન્ટ-એગ્રિગેટ રેશિયો,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
સિમેન્ટ સામગ્રી,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
સિમેન્ટ જેલ,ਸੀਮਿੰਟ ਜੈੱਲ
સિમેન્ટ બંદૂક,ਸੀਮਿੰਟ ਬੰਦੂਕ
સિમેન્ટ ભઠ્ઠી,ਸੀਮਿੰਟ ਭੱਠਾ
સિમેન્ટ પેઇન્ટ,ਸੀਮਿੰਟ ਪੇਂਟ
સિમેન્ટ પ્લાસ્ટર,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
સિમેન્ટ ખડક,ਸੀਮਿੰਟ ਚੱਟਾਨ
સિમેન્ટ સ્લરી,ਸੀਮਿੰਟ ਸਲਰੀ
સિમેન્ટ સંગ્રહ,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
સિમેન્ટેશન પ્રક્રિયા,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
સેન્ટરિંગ,ਸੈਂਟਰਿੰਗ
સેન્ટરિંગ અને શટરિંગ,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
કેન્દ્રીય મિશ્રિત કોંક્રિટ,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
સેન્ટ્રલ મિક્સર,ਕੇਂਦਰੀ ਮਿਕਸਰ
કેન્દ્રત્યાગી ચાહક,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
ચાક,ਚਾਕ
ચેમ્ફર,ਚੈਂਫਰ
ચેમ્ફર સ્ટ્રીપ,ਚੈਂਫਰ ਪੱਟੀ
ચેનલ બીમ,ਚੈਨਲ ਬੀਮ
લાક્ષણિક લોડ,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
લાક્ષણિકતા શક્તિ,ਗੁਣ ਸ਼ਕਤੀ
ચાર્જ બંધ,ਚਾਰਜ ਬੰਦ
ચાર્જિંગ,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
તપાસવું,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
કેમિકલ બોન્ડ,ਰਸਾਇਣਕ ਬੰਧਨ
ચેર્નોઝેમ,ਚੇਰਨੋਜ਼ਮ
ચેસ્ટનટ માટી,ਚੈਸਟਨਟ ਮਿੱਟੀ
ચીમની ગટર,ਚਿਮਨੀ ਗਟਰ
ચિપ બોર્ડ,ਚਿੱਪ ਬੋਰਡ
ચીપીંગ,ਚਿੱਪਿੰਗ
ચિપ્સ,ਚਿਪਸ
ચૂટ,ਚੂਤ
વર્ગ (કોંક્રિટનો),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
માટી,ਮਿੱਟੀ
માટી સામગ્રી,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
માટીની તપેલી,ਮਿੱਟੀ ਦਾ ਪੈਨ
સાફ કરો,ਸਫਾਈ
સાફ કરો,ਸਾਫ਼ ਕਰੋ
ક્લીટ,ਕਲੀਟ
ક્લિન્કર,ਕਲਿੰਕਰ
ક્લિપ,ਕਲਿਪ
કોગ્યુલેશન,ਜੰਮਣਾ
બરછટ એકંદર,ਮੋਟਾ ਕੁੱਲ
બરછટ દાણાવાળી માટી,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
કોટ,ਕੋਟ
કોફર ડેમ,ਕੋਫਰ ਡੈਮ
સંયોગ,ਤਾਲਮੇਲ
કોલોઇડ,ਕੋਲਾਇਡ
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
કોલોઇડલ સિસ્ટમ,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
કોલ્યુવિયલ માટી,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
કૉલમ,ਕਾਲਮ
કોમ્બેડ પૂર્ણાહુતિ,ਕੰਬਡ ਮੁਕੰਮਲ
સંયુક્ત પગ,ਸੰਯੁਕਤ ਪੈਰ
સંયુક્ત પાણી,ਸੰਯੁਕਤ ਪਾਣੀ
સામાન્ય રૂમ,ਸਾਂਝਾ ਕਮਰਾ
પૂર્ણતા પ્રમાણપત્ર,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
ઘટક ચોરસ,ਕੰਪੋਨੈਂਟ ਵਰਗ
કોંક્રિટ,ਕੰਕਰੀਟ
કન્ક્રિશન,ਕੰਕਰੀਸ਼ਨ
એકીકૃત દર/સપાટ દર,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
દૂષકો,ਗੰਦਗੀ
રસોઇ alcove,ਐਲਕੋਵ ਪਕਾਉਣਾ
મુકાબલો,ਮੁਕਾਬਲਾ ਕਰਨਾ
કોર્બેલ,ਕੋਰਬੇਲ
કોર્નિસ,ਕਾਰਨੀਸ
કપલર,ਕਪਲਰ
"કપલર, ડબલ","ਕਪਲਰ, ਡਬਲ"
"કપલર, પુટલોગ","ਕਪਲਰ, ਪੁਟਲੌਗ"
"કપલર, સ્વીવેલ","ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
અભ્યાસક્રમ,ਕੋਰਸ
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
આવરી લેવામાં આવેલ વિસ્તાર,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
કમકમાટી,ਕ੍ਰੀਪ
ક્રીપ ગુણાંક,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
ક્રોટોવાઇન,ਕਰੋਟੋਵਾਈਨ
કાગડો પગ,ਕਾਂ ਦੇ ਪੈਰ
નાનો ટુકડો બટકું માળખું,ਟੁਕੜਾ ਬਣਤਰ
કર્બ,ਕਰਬ
વર્તમાન,ਵਰਤਮਾਨ
વળાંક પ્રતિકાર,ਕਰਵ ਪ੍ਰਤੀਰੋਧ
ભીનાશ પ્રૂફ કોર્સ,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
પૂર્ણ થવાની તારીખ,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
ડેડ લોડ,ਡੈੱਡ ਲੋਡ
મૃત પાણી,ਮਰੇ ਹੋਏ ਪਾਣੀ
ડેસિબલ,ਡੈਸੀਬਲ
ડિફ્લોક્યુલેશન,Deflocculation
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
એકત્રીકરણની ડિગ્રી,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
વિખેરવાની ડિગ્રી,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
સંતૃપ્તિની ડિગ્રી,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
ઘનતા,ਘਣਤਾ
રણ પેવમેન્ટ,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
રણની માટી,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
વિગતો,ਵੇਰਵੇ
વિકાસ સમયગાળો,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
ડી-ક્ષિતિજ,ਡੀ-ਹੋਰੀਜ਼ਨ
કર્ણ બંધન,ਵਿਕਰਣ ਬੰਧਨ
ડાયાગ્રામ,ਚਿੱਤਰ
ડિજિટલ ડોક,ਡਿਜੀਟਲ ਡੌਕ
વિભેદક પાણી દર,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
મંદન વેન્ટિલેશન,ਪਤਲਾ ਹਵਾਦਾਰੀ
ડિલુવિયમ,ਡਾਇਲੁਵੀਅਮ
ડાઇનિંગ રૂમ,ਭੋਜਨ ਕਕਸ਼
દિશા ખીંટી,ਦਿਸ਼ਾ ਪੈਗ
વિક્ષેપ,ਫੈਲਾਅ
ડિસ્ટેમ્પર,ਡਿਸਟੈਂਪਰ
ડોક,ਡੌਕ
દરવાજો,ਦਰਵਾਜ਼ਾ
ડોર્મર,ਡੋਰਮਰ
ડોર્મર ચેક,ਡੋਰਮਰ ਜਾਂਚ
ડબલ ફ્લેમિશ બોન્ડ,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
ડબલ લેયર,ਡਬਲ ਪਰਤ
ડોવેલ,ਡੌਲ
ચિત્ર ફલક,ਡਰਾਇੰਗ ਬੋਰਡ
દીવાનખાનું,ਡਰਾਇੰਗ ਰੂਮ
ડ્રિફ્ટ,ਵਹਿਣਾ
શુષ્ક બલ્બ તાપમાન,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
ડ્રાય ડોક,ਸੁੱਕੀ ਡੌਕ
સુકા રબર ચણતર,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
ડચ બોન્ડ,ਡੱਚ ਬਾਂਡ
વામન દિવાલ,ਬੌਣੀ ਕੰਧ
નિવાસ એકમ,ਨਿਵਾਸ ਯੂਨਿਟ
ઇવ,ਈਵ
Eaves ગટર,ਈਵਸ ਗਟਰ
આર્થિક શક્યતા,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
એક્ટોડાયનેમોર્ફિક માટી,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
એડી,ਐਡੀ
અસરકારક કદ,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
પુષ્પવૃત્તિ,ਪ੍ਰਫੁੱਲਤ
એફ્લુઅન્ટ,ਪ੍ਰਵਾਹ
એલિવેશન,ਉਚਾਈ
એલુવિએશન,ਐਲੂਵੀਏਸ਼ਨ
એલ્યુવિયમ,ਐਲੂਵਿਅਮ
એન્ડોડાયનેમોર્ફિક માટી,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
એન્જિનિયરિંગની શક્યતા,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
અંગ્રેજી બોન્ડ,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
સમકક્ષ વજન,ਬਰਾਬਰ ਭਾਰ
અર્ગ,ਅਰਗ
વિનિમયક્ષમ,ਵਟਾਂਦਰੇਯੋਗ
વિનિમયક્ષમ એસિડિટી,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ઇ.એસ.પી.,ਈ.ਐੱਸ.ਪੀ.
એક્સચેન્જ એસિડિટી,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
વિનિમય સંકુલ,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
એક્ઝોસ્ટ,ਨਿਕਾਸ
ખુલ્લી પૂર્ણાહુતિ,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
આંખ,ਆਈ
આંખ ભ્રમર,ਅੱਖ ਦਾ ਭਾਂਡਾ
સામનો કરવો,ਸਾਹਮਣਾ ਕਰਨਾ
