Marathi,Malayalam
En डेनोसाइन मोनोफॉस्फेट,അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്
En डेनोसाइन ट्रायफॉस्फेट (एटीपी),അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി)
En डेनिलेट सायक्लेज,Adenileat സൈക്ലെസ്
चिकट शक्ती,പശ ശക്തി
अ‍ॅडिपेट,മുദവയ്ക്കുക
अ‍ॅडिपोसाइट (चरबी सेल),Adipocyte (FALE സെൽ)
अ‍ॅडिपोज टिशू,അഡിപോസ് ടിഷ്യു
Nednate,ആരാധന
लगतचा समुदाय,സമീപ കമ്മ്യൂണിറ്റി
Ren ड्रेनल,അഡ്രീനല്
Ren ड्रेनल ग्रंथी,അഡ്രീനൽ ഗ്രന്ഥി
एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth)
Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth)
Or सॉर्बेंट,ദുര്ധി പകര്
शोषण,ദുര്ഗയോധം
प्रगत Chordate,വിപുലമായ കീടങ്ങൾ
फायदेशीर उत्परिवर्तन,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
अ‍ॅडव्हेंटिशियल,സാഹസികമായ
साहसी मूळ,സാഹസിക റൂട്ട്
प्रतिकूल परिणाम,പ്രതികൂല ഫലം
एडीज,Aedes
संस्कृतीचे वायुवीजन,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
एरेन्चायमा,അരേഞ്ചമ
हवाई,ഏരിയൽ
एरियल रूट,Aierial റൂട്ട്
एरियल शूट,ഏരിയൽ ഷൂട്ട്
एरोबिक श्वसन,എയ്റോബിക് ശ്വസനം
एरोबिक श्वसन,എയ്റോബിക് ശ്വസനം
सौंदर्यशास्त्र,സൗന്ദര്യശാസ്ത്രം
एस्टिवेशन,പകർച്ചവ്വാധം
एस्टिवेशन,പകർച്ചവ്വാധം
Efferent,അശ്രദ്ധ
आत्मीयता क्रोमॅटोग्राफी,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
पीडित अवयव,പീഡിപ്പിച്ച അവയവം
वनीकरण,വനനം
अ‍ॅगामोस्पर्मी,അഗമോസ്പർമി
अगर,അഗറും
आगरोस,അഗരോസ്
अगरोस जेल इलेट्रोफोरेसीस,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
अ‍ॅगारोज पॉलिमर जेल,അഗരോസ് പോളിമർ ജെൽ
Agast,അഗാധമായ
अ‍ॅगेव्ह,കൂരക്കം
वय वितरण,പ്രായ വിതരണം
वय पिरॅमिड,പ്രായ പിരമിഡ്
एकत्रित,നിര്മ്മിപ്പ
एकूण,ആകെത്തുകയായുള്ള
कूपांचे एकूण,ഫോളിക്കിളിന്റെ ആകെത്തുക
कूपांचे एकूण,ഫോളിക്കിളിന്റെ ആകെത്തുക
एकत्रिकरण,അഗ്രഗേഷൻ
आक्रमकता,ആക്രമശാസ്ത്രം
आंदोलन प्रणाली,അജിറ്ററ്റർ സിസ്റ്റം
अग्नथ,അഗ്നിനാഥ
अगोती,അഗൗട്ടി
अ‍ॅग्रॅनल क्लोरोप्लास्ट,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
अ‍ॅग्रॅन्युलर,അഗ്രനനുകാരി
अ‍ॅग्रानुलोसाइट,അഗ്രമായനുലോസിടെ
शेती,കൃഷിപ്പണി
अ‍ॅग्रोफोरेस्ट्री,അഗ്രോഫോറസ്ട്രി
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,അഗ്രോബക്രിയം മധ്യസ്ഥത
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
अ‍ॅग्रोकेमिकल,കാർഷിക
अ‍ॅग्रोकेमिकल,കാർഷിക
अ‍ॅग्रोक्लिमॅटिक झोन,അഗ്രോക്ലിമീയ മേഖല
कृषी गुणधर्म,അഗ്രോണമിക് സ്വഭാവം
अ‍ॅग्रोनॉमी,അഗ്രോണമി
एड्स,എയ്ഡ്സ്
एअर मूत्राशय,എയർ ബ്ളാഡര്
वातानुकूलन,എയർകണ്ടീഷണർ
हवाई रस्ता,എയർ പാസേജ്
वायू प्रदूषण,വായു മലിനീകരണം
एअर थैली,വ്ലാക്
एअर व्हॅक्यूओल,വായു ശൂന്യത
हवाई श्वास,എയർ ശ്വസനം
अलेन,അനെയ്ൻ
अ‍ॅलरी स्नायू,അലറി പേശി
अलास्कन तपकिरी अस्वल,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
अल्बिनो,ആൽബിനോ
अल्बुगो,ആൽബൂഗോ
अल्बमिन,ആൽബമിൻ
अल्ब्युमिनस बियाणे,ആൽബ്യൂമിനസ് വിത്ത്
अल्बमिनुरिया,അൽബുമിനൂറിയ
अल्बर्नम,ആൽബനം
Lescedae,അൽകെഡെ
Ld ल्डिहेडे,Aldeheeede
Ld ल्डोस्टेरॉन सिस्टम,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
अ‍ॅल्डोस्टेरॉन,ആൽഡോസ്റ്റെറോൺ
अलेरोन लेयर,അലോറോൺ ലെയർ
अलेरोप्लास्ट,അലൂറോപ്ലാസ്റ്റ്
अल्फल्फा,പയറുവർഗ്ഗങ്ങൾ
अल्गल ब्लूम,ആൽഗൽ പൂവ്
अल्गिन,അൾഗിൻ
एलियन डीएनए,അന്യഗ്രഹ ഡിഎൻഎ
एलियन प्रजाती,അന്യഗ്രഹ ജീവികൾ
संरेखन,വിന്യാപകമായ
संरेखन,വിന്യാപകമായ
एलिमेंटरी कालवा,അലിമെന്ററി കനാൽ
एलिमेंटरी सिस्टम,അലിമെന്ററി സിസ്റ്റം
अलिसमासेस,അലിയാസം
अल्कलॉइड,ആൽക്കലോയിഡ്
अल्कधर्मी,ആൽക്കലൈൻ
अल्काप्टोनुरिया,ആൽക്കപ്റ്റോറിയ
अलांटोइस,Allantois
अ‍ॅलेल वारंवारता,അല്ലെൽ ഫ്രീക്വൻസി
अ‍ॅलेल,അല്ലലേ
Lel लोमॉर्फिक जोडी,അല്ലോമോർഫിക് ജോഡി
L लर्जीन,അലർജി
अ‍ॅलिगेटर,ചീങ്കണ്ണി
अ‍ॅलियम सेपा,അല്ലിയം സിപ
अ‍ॅलोगॅमी,അലോഗാമി
अ‍ॅलोग्राफ्ट,അല്ലുഫ്രാഫ്റ്റ്
अ‍ॅलोपॅट्रिक स्पेशिएशन,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
Ol लोपोलिपॉइड,Allopolyplogid
अ‍ॅलोस्टेरिक प्रभाव,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
अ‍ॅलोस्टेरिक एंझाइम,Allonteric enzyme
अ‍ॅलोस्टेरिक इनहिबिटर,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
अ‍ॅलोस्टेरिक मॉड्यूलेशन,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
अ‍ॅलोस्टेरिक साइट,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
अ‍ॅलोस्टेरिक इनहिबिशन,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
अ‍ॅलोटेट्रॅप्लॉइड,അലോട്ട്ട്രലോയിഡ്
अल्नस,അൽനസ്
कोरफड,കറ്റാർ
On क्सॉनच्या बाजूने,ആക്സോണിനൊപ്പം
अल्फा-अँटीट्रिप्सिन,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
अल्फा-लेक्टलब्यूमिन,ആൽഫ-ലാക്റ്റൽബുമിൻ
अल्पाइन हवामान स्थिती,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
अल्पाइन कुरण,ആൽപൈൻ മെഡോ
अल्पाइन झोन,ആൽപൈൻ സോൺ
अल्स्टोनिया,ആൽസ്റ്റോണിയ
अल्टरनेरिया,ആദരജോ
वैकल्पिक,ഏകാന്തരക്രമത്തിൽ
पिढीचे पर्यायी,തലമുറയുടെ മാറിമാറ്റം
उंची आजारपण,ഉറ്റമകരമായ രോഗം
समुद्रसपाटीपासूनची उंची,ഉയരം
अल्व्होलर नलिका,അൽവിയോളാർ നാളം
एलिटेस,അലിറ്റ്സ്
अल्झायमर रोग,അല്ഷിമേഴ്സ് രോഗം
अमॅक्रिन सेल,അമാക്രീൻ സെൽ
अमरॅन्थेसी,അമറാന്തം
अमरॅन्थस,അമരന്തസ്
वातावरणीय ऑस्मोटिक एकाग्रता,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
अ‍ॅम्बिस्टोमा,ആംബിസ്റ്റോമ
अमाइड,അറുമണ്ടിന്
अमिनो आम्ल,അമിനോ അമ്ലം
अमीनो acid सिड स्वीकारणारा,അമിനോ ആസിഡ് സ്വീകാര്യത
एमिनोआसिल टी आरएनए सिंथेथेस,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
एमिनोआसिलेशन,അമിപോസിലേഷൻ
अमिटोसिस,അമിറ്റോസിസ്
अमोनिया,ക്ഷാരവായു
अमोनिफिकेशन,അമ്മോണിഫിക്കേഷൻ
अमोनोटेलिझम,അമോമോട്ടലിസം
अ‍ॅम्निओसेन्टेसिस,അമ്നിയോസെന്റസിസ്
अ‍ॅम्निओसेन्टेसिस तंत्र,Amniocentess സാങ്കേതികത
अ‍ॅम्निओसाइट,Amniocyte
अम्नियन,Amnion
गर्भाशयातील द्रव,അമ്നിയോട്ടിക് ദ്രാവകം
अम्नीओटिक झिल्ली,അമ്നിയോട്ടിക് മെംബ്രൺ
अम्नीओटिक थैली,അമ്നിയോട്ടിക് സഞ്ചി
अमोबा,അമീബ
अमीबोसाइट,Amoebocyte
अमोबॉइड,Amoeboid
अ‍ॅमोबॉइड लिम्फोसाइट,Amoeboid lymphocyte
अ‍ॅमोबॉइड चळवळ,അമോബോഡ് ചലനം
अनाकार,അക്കോറോഫസ്
रक्कम,സംഖ
अ‍ॅम्फेटामाइन,ആംഫെറ്റാമൈൻ
उभयचर,ആംഫിബിയ
उभयचर,ആംഫിബിയൻ
उभयचर,ആംഫിബിയൻ
अ‍ॅम्फिओक्सस,Amphioxus
अ‍ॅम्फिओक्सस लॅन्सोलाटस,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
अ‍ॅम्फिपाथिक,ഉംഫിപതിക്
अ‍ॅम्फिपाथिक लिपिड,ആംഫിപതിക് ലിപിഡ്
अ‍ॅम्फिसार्का,ആംഫിസാർക്ക
अ‍ॅम्पिसिलिन,ആമ്പസില്ലിൻ
अ‍ॅम्पुल्ला,അമ്പള്ളു
अ‍ॅम्प्युलरी ग्रंथी,മുള്ളറി ഗ്രന്ഥി
अ‍ॅमीगडल,ആമിഗ്ഡാൽ
अ‍ॅमीगडेल,ആമിഗ്ഡേൽ
अ‍ॅमीग्डालिन,ആമിഗ്ഡാലിൻ
अ‍ॅमिलेज,അമിലേസ്
अ‍ॅमिलोप्लास्ट,അമിലോപ്ലാസ്റ്റ്
अनाबेना,അനാബെന
अनबास,അനബാസ്
अ‍ॅनाबॉलिक मार्ग,അനാബോളിക് പാത
अ‍ॅनाबोलिझम,അനാബോളിസം
अ‍ॅनाकार्डियासी,അനകാർഡിയേസി
अशक्तपणा,വിളമിയ
अनरोब,അയ്റോബ്
अनॅरोबिक इंधन,അനാറോബിക് ഇന്ധനം
अनरोबिक श्वसन,അനാറോബിക് ശ്വസനം
अनॅरोबिक गाळ डायजेस्टर,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
अनॅरोबिक,Anaerobic
अनाईमा,അനൈമ
गुदद्वारासंबंधीचा,മലദ്വാരം
गुदद्वारासंबंधीचा,മലദ്വാരം
गुदद्वारासंबंधीचा छिद्र,മലദ്വാരം
गुदद्वारासंबंधीचा सेर्सी,അനൽ സെറി
गुद्द्वार लूप,അനൽ ലൂപ്പ്
गुद्द्वार शैली,അനൽ ശൈലി
समान,അനസ്)
समान,അനസ്)
समानता,അനലോഗി
समानता,അനലോഗി
विश्लेषण,വിശകലനം
अनाफेस,അനാഫേസ്
शरीरशास्त्र अडथळा,Anatomic തടസ്സം
शारीरिक पैलू,ശരീരഘടന
शरीरशास्त्रज्ञ,അനാട്ടമിസ്റ്റ്
शरीरशास्त्र,ശരീരശാസ്തം
पूर्वज वंशज अनुक्रम,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
वडिलोपार्जित वंश,പൂർവ്വിക വംശജർ
वडिलोपार्जित क्रम,പൂർവ്വാവസ്ഥ
एन्सिलोस्टोमा,ആൻസിലോസ്റ്റമ
एंड्रोइसीयम,ആൻഡ്രോസിയം
एंड्रोजेन,ആൻഡ്രോജൻ
अशक्तपणा,വിളമിയ
Enemone,അനെമോൺ
Eneuploid,Aneuplogode
Eneuploidy,അനിയുപ്ലോയിഡി
एनजाइना,ആഞ്ചിന
एंजिओग्राम,ആൻജിയോഗ്രാം
एंजियोग्राफ,ആഗിരിഗ്രാഫ്
एंजियोग्राफी,ആജീദർ
एंजियोप्लास्टी,ആൻജിയോപ്ലാസ്റ്റി
एंजिओस्पर्म,അൻജിയോസ്പെർം
अँजिओटेन्सिन,ആൻജിയോടെൻസിൻ
एंजियोटेंसीनोजेन,ആൻജിയോടെൻസിനോജെൻ
अँगलर फिश,ആംഗ്ലർ മത്സ്യം
एंगुइना,മുതൽക്കുള
एंगुइस,ഉള്ക്കൊണ്ടിൻ
प्राणी,ജന്തു
प्राणी,ജന്തു
प्राणी शेण,മൃഗം ചാണകം
पशुसंवर्धन,മൃഗസംരക്ഷണം
अ‍ॅनिमल कॅरिओटाइपिंग,അനിമൽ കരിയട്ടിപ്പിംഗ്
प्राण्यांचे राज्य,ജന്തു ലോകം
प्राणी ऊतक,മൃഗങ്ങളുടെ ടിഷ്യു
अ‍ॅनिमालिया,അദ്ധ്യാപകൻ
आयन,അനിയോൺ
एनिसोट्रॉपिक बँड,അനിസോട്രോപിക് ബാൻഡ്
En नीलिंग,അനെലിലിംഗ്
अ‍ॅनेलिड,Anenelid
अ‍ॅनेलिडा,അന്നലിഡ
वार्षिक रिंग,വാർഷിക മോതിരം
एनुलेटेड,റദ്ദാക്കിയത്
एन्युले,ചെറുമാനം
विसंगती प्रकार,അപാകത തരം
अ‍ॅनोफेल्स,അനോഫെൽസ്
मुंगी खाणारा,ഉറുമ്പുതീനി
विरोधी,വിരുദ്ധ
अंटार्क्टिक,അന്റാർട്ടിക്ക്
अँटेना,ഏരിയെല്
अँटेना कॉम्प्लेक्स,ആന്റിന കോംപ്ലക്സ്
अँटेनल ग्रंथी,ആന്റിനൽ ഗ്രന്ഥി
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
आधीचा हायपोफिसिस,ആന്റീരി ഹൈപ്പോഫിസിസ്
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,മുൻകാല ഇടവേള സൾക്കസ്
अँथर,അഥേർ
अँथर संस्कृती,ആന്തർ സംസ്കാരം
अँथेरिडियम,അങ്കാദിയം
अँथेरोझॉइड,Antresood
अँथोसेरोस,ആന്തസംഘങ്ങൾ
अँथोसेरोटोप्सिडा,ആന്തസൂറോടോപ്സിഡ
अँथ्रॅक्स,ആന്ത്രാക്സ്
अँथ्रोपोजेनिक विलोपन,ആന്ത്രോപെനിക് വംശനാശം
मानववंशशास्त्र,നരവംശശാസ്ത്രം
अँटीबैक्टीरियल,ആൻറി ബാക്ടീരിയൽ
अँटीबायोटिक पेनिसिलिन,ആൻറിബയോട്ടിക് പെനിസിലിൻ
प्रतिजैविक प्रतिरोधक,ആൻറിബയോട്ടിക് പ്രതിരോധം
प्रतिजैविक (ओ),ആൻറിബയോട്ടിക് (കൾ)
प्रतिपिंडे,ആന്റിബോഡി
अँटीबॉडी जोडपे,ആന്റിബോഡി ദമ്പതികൾ
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
अँटीकोआगुलंट,Anicoagululant
अँटीकोडॉन लूप,ആന്റികോഡൻ ലൂപ്പ്
प्रतिरोधक,ആന്റീഡിപ്രസന്റ്
अँटीडियुरेटिक हार्मोन (एडीएच),ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
अँटीजेन जनुक,ആന്റിജൻ ജീൻ
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
प्रतिजैविक निर्धारक,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
विरोधी घटक,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
अँटीऑक्सिडेंट,ആന്റിഓക്സിഡന്റ്
अँटीपोडल न्यूक्लियस,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
अँटी-सेन्स आरएनए,ആന്റി സെൻസ് ആർഎൻഎ
अँटीवायरल प्रथिने,ആൻറിവിറൽ പ്രോട്ടീൻ
अँट्रम,ആധാട്
Anucleate,Anuclate
गुद्द्वार,ഗുദം
चिंता डिसऑर्डर,ഉത്കണ്ഠ രോഗം
महाधमनी कमान,അയോർട്ടിക് കമാനം
महाधमनी गँगलियन,അയോർട്ടിക് ഗാംഗ്ലിയൻ
महाधमनी सेमीलूनर वाल्व,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
महाधमनी वाल्व्ह,അയോർട്ടിക് വാൽവ്
एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स),APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
अपीलिक पूर्वज,അപ്പോയിലൈക്ക് പൂർവ്വം
Ph फिड,ആഫിഡ്
Ph फ्रोडाईट,അഫ്രോഡൈറ്റ്
एपिकल वर्चस्व,അഗ്ര ആധിപത്യം
एपिकल पॅड,അപ്ലിക്കേഷൻ പാഡ്
एपिकल्चर,അവലി
एपीआयएस इंडिका,Apis ഇൻഡിക്ക
अप्प्लानोस्पोर,എപ്ലാനോസ്പോര്
अप्लिसिया,അപ്ളീസിയ
अपोकार्पा,അപ്പോക്കാർപേ
अपोकार्पस,അപ്പോക്കറസ്
अपोकार्पस अंडाशय,അപ്പോക്കർബസ് അണ്ഡാശയം
अपोक्राइन ग्रंथी,അപ്പോക്രൈൻ ഗ്രന്ഥി
अपोएन्झाइम,അപെൻസൈം
Apomict,ശാന്തമായ
अपोमिक्सिस,അപ്പോമിക്സിസ്
अपोप्लाझम,UpoPlasm
अपोप्लास्टिक मार्ग,Apopleastic വഴി
अ‍ॅपॉप्टोसिस,അപ്പോപ്ടോസിസ്
उपकरणे,ഉപകരണങ്ങള്
परिशिष्ट सांगाडा,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
कॅकमचे परिशिष्ट,കീകത്തിന്റെ അനുബന്ധം
Apple पल गोगलगाय,ആപ്പിൾ ഒച്ചുകൾ
जलचर,അക്വാകൾച്ചർ
एक्वापोरिन,അക്വാപ്പീര
जलचर उभयचर,ജലവിഷയക്കാരൻ
जलीय फॉर्म,ജലരീതി
जलचर निवासस्थान,ജല ആവാസവ്യവസ്ഥ
जलीय जीव,ജലജീവിങ്ങള്
जलचर वनस्पती,ജലസ്വചന്തി
जलीय श्वसन,ജലവിശ്വാസം
जलीय द्रव,ജല ദ്രാവകം
जलीय ह्यूमर,ജലീയ ഉന്മൂലനം
जलीय इंट्रा-सेल्युलर फ्लुइड,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
जलीय नमुना,ജലീയ സാമ്പിള്
जलीय समाधान,ജലീയ പരിഹാരം
एक्विला,അക്വില
अरबीडोप्सिस,അറബിഡോപ്സിസ്
अराच्नीडा,അരാക്നിഡ
अराच्नॉइड,അരാക്നോയിഡ്
अरेनियस,അരാനിയസ്
आर्बोरेंट,അർബസവാളികമായ
आर्बोरसेंट लाइकोपॉड,അർബറോസന്റ് ലൈക്കോപോഡ്
आर्चीबॅक्टेरिया,ആർക്കീഫായ
आर्चेगोनियम,ആൾജിഗോണിയം
द्वीपसमूह,ദീപസമൂഹം
आर्क्टिक,ആർട്ടിക്
आर्क्टिक टर्न,ആർട്ടിക് ടെർൺ
आर्क्टिक टुंड्रा,ആർട്ടിക് തുണ്ട്ര
आर्दिया,Ardea
आयरोलर टिश्यू,ഇറോളാർ ടിഷ്യു
अर्गेमोन (काटेकोर खसखस),ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി)
अर्गेमोन मेक्सिकाना,ആർഗ്മോൺ മെക്സിക്കന
आर्जिनिन,അർജിനൈൻ
शुष्क प्रदेश,വരണ്ട പ്രദേശം
अरिस्टोलोचियासी,അരിസ്റ്റോളോസിയേസി
आर्म फीडिंग,ആയുധ ഭക്ഷണം
आर्मी किडे,സൈനികമുറി
एआरआयडी,യുരോഗി
सुगंध,സൗരഭം
अरेस्टर,അറസ്റ്റർ
आर्टेमिसिया,ആർടെമിസിയ
धमनी सिस्टोलिक,ധമനികന്ത്രി
आर्टेरिओस्क्लेरोटिक,ആർട്ടീസിറോട്ടിക്
आर्थ्रोपॉड,ആർത്രോപോഡ്
संधिवात,സന്ധിവാതം
आर्थ्रोपोडा,ആരോപോഡ
आर्टिक्युलर कूर्चा,ആർട്ടിക്കിൾ തരുണാസ്ഥി
अभिव्यक्ती,കൂട്ടിച്ചേര്ക്കുക
स्पष्ट,ആവിഷ്കരിച്ചു
