Kannada,Gujarati
ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,લાભ ખર્ચ વિશ્લેષણ
ಬೆರ್ಮ್,બેર્મ
ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ,બેવેલ્ડ બંધ
"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-","B-ક્ષિતિજ,&quot;B-"
ಬಿಯಾಟ್,બાયટ
ಬೈಂಡರ್,બાઈન્ડર
ಬೈಂಡಿಂಗ್ ವಸ್ತು,બંધનકર્તા સામગ્રી
ಬಯೋಟ್ ಸಿದ್ಧಾಂತ,બાયોટનો સિદ્ધાંત
ಬಿಟುಮೆನ್,બીટુમેન
ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,કાળી કપાસની માટી
ಕಪ್ಪು ಭೂಮಿ,કાળી પૃથ્વી
ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು,કાળી જડિયાંવાળી જમીન
ಬ್ಲೇಡ್,બ્લેડ
ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್,બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ
ಬ್ಲಾಕ್ ರಚನೆ,બ્લોકી માળખું
ಬೋಗಿ ಪ್ರತಿರೋಧ,બોગી પ્રતિકાર
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,બોગ-આયર્ન ઓર
ಕರಾರುಪತ್ರ,બોન્ડ
ಬಂಧಿತ ಸದಸ್ಯ,બંધાયેલા સભ્ય
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,બોન્ડેડ પોસ્ટ ટેન્શનિંગ
ಬಾಂಡ್ ಕಲ್ಲು,બોન્ડ પથ્થર
ಬೌಂಡ್ ನೀರು,બંધાયેલ પાણી
ಬಾಕ್ಸ್ ಗಟರ್,બોક્સ ગટર
ಬ್ರೇಸ್,તાણવું
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,ઈંટ પર ધાર
ಬ್ರಿಡ್ಲ್,બ્રિડલ
ಹೊಳಪು,તેજ
ಕಂದು ಮಣ್ಣು,બ્રાઉન માટી
ಕಟ್ಟಡ,બિલ્ડીંગ
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,બિલ્ડીંગ સર્વેયર
ಬಫರ್,બફર
ಬಫರ್ ಕರ್ವ್,બફર વળાંક
ಬಫರಿಂಗ್,બફરિંગ
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,બફરિંગ ક્ષમતા
ಬಂದರ್,બંદર
ಬಟ್ರೆಸ್,બટ્રેસ
ಸಿ-ಹಾರಿಜಾನ್,સી-ક્ષિતિજ
ಕೇಬಲ್,કેબલ
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,કેબલ મોલ્ડિંગ
ಕೇಬಲ್ ಹಾಕುವುದು,કેબલિંગ
ಕ್ಯಾಬಿನ್,કેબિન
ಕ್ಯಾಬಿನ್ ಹುಕ್,કેબિન હૂક
ಕ್ಯಾಬಿನೆಟ್,કેબિનેટ
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,કેબોલ્ટે છોડી દીધું
ಕೆಫೆಟೇರಿಯಾ,કાફેટેરિયા
ಪಂಜರ,કેજ
ಪಂಜರ ನಿರ್ಮಾಣ,પાંજરાનું બાંધકામ
ಕೇನ್ ಅವರ ಸೂತ್ರ,કાઈનનું સૂત્ર
ಕೈಸನ್,કેસોન
ಕೈಸನ್ ಕಾಯಿಲೆ,કેસોન રોગ
ಕೈಸನ್ ಅಡಿಪಾಯ,કેસોન ફાઉન્ડેશન
ಕೈಸನ್ ರಾಶಿ,Caisson ખૂંટો
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,કેલ્કેરિયસ ઈંટ
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,કેલ્કેરિયસ માટી
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,કેલ્કેરિયસ પોપડો
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,કેલ્સિફિકેશન
ಕ್ಯಾಲ್ಸಿನೇಷನ್,કેલ્સિનેશન
ಕ್ಯಾಲ್ಸಿನ್,કેલ્સિન
ಕ್ಯಾಲ್ಸೈಟ್,કેલ્સાઇટ
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,કેલ્શિયમ-સિલિકેટ ઈંટ
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ
ಕ್ಯಾಲಿಚೆ,કેલિચે
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,કેલિફોર્નિયા બેરિંગ રેશિયો
ಕ್ಯಾಲಿಪರ್,કેલિપર
ಕ್ಯಾಲೋರಿಮೀಟರ್,કેલરીમીટર
ಕ್ಯಾಂಬರ್,કેમ્બર
ಕಾಲುವೆ,કેનાલ
ಮೇಲಾವರಣ,કેનોપી
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,કેન્ટિલવર ફૂટિંગ
ಕ್ಯಾಪ್,કેપ
ಸಾಮರ್ಥ್ಯ,ક્ષમતા
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,એઇલ ટ્રેકની ક્ષમતા
ಕ್ಯಾಪ್ ಕೇಬಲ್,કેપ કેબલ
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,કેપિલેરિટી
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,કેશિલરી વિરામ
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,કેશિલરી પ્રવાહ
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,કેશિલરી ભેજ અથવા કેશિલરી પાણી
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,કેશિલરી છિદ્ર જગ્યા
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,કેશિલરી છિદ્રાળુતા
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,કેશિલરી જગ્યા
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,કેપ્ચર વેગ
ಕಾರ್ಬೊನೇಶನ್,કાર્બોનેશન
ಕಾರ್ಬನ್ ಕಪ್ಪು,કાર્બન બ્લેક
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,કાસ્ટબલ રીફ્રેક્ટરી
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ
ಎರಕಹೊಯ್ದ ರಾಶಿ,કાસ્ટ-ઇન-પ્લેસ ખૂંટો
ಕ್ಯಾಸ್ಟರ್,એરંડા
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,કાસ્ટ પથ્થર
ವೇಗವರ್ಧಕ,ઉત્પ્રેરક
ಕ್ಯಾಟೆನಾ,કેટેના
ಬೆಕ್ಕಿನ ಮುಖ,બિલાડીનો ચહેરો
ಬೆಕ್ಕಿನ ತಲೆ,બિલાડીનું માથું
ಕ್ಯಾಶನ್,કેશન
ಬೆಕ್ಕಿನ ನಡಿಗೆ,કેટ વોક
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,પોલાણ નુકસાન
ಸೆಲೈಟ್,સેલાઇટ
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,સેલ્યુલર કોંક્રિટ
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,સેલ્યુલર બાંધકામ
ಸಿಮೆಂಟ್,સિમેન્ટ
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","સિમેન્ટ, બિટ્યુમિનસ"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","સિમેન્ટ, ઉચ્ચ તાકાત"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","સિમેન્ટ, હાઇડ્રોલિક"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","સિમેન્ટ, ઓછી ગરમી"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","સિમેન્ટ, ચણતર"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","સિમેન્ટ, કુદરતી"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","સિમેન્ટ, પોર્ટલેન્ડ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","સિમેન્ટ, સ્લેગ"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","સિમેન્ટ, સલ્ફેટ પ્રતિરોધક"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","સિમેન્ટ, સુપર સલ્ફેટેડ"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","સિમેન્ટ, સફેદ"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,સિમેન્ટ-એગ્રિગેટ રેશિયો
ಸಿಮೆಂಟ್ ವಿಷಯ,સિમેન્ટ સામગ્રી
ಸಿಮೆಂಟ್ ಜೆಲ್,સિમેન્ટ જેલ
ಸಿಮೆಂಟ್ ಗನ್,સિમેન્ટ બંદૂક
ಸಿಮೆಂಟ್ ಗೂಡು,સિમેન્ટ ભઠ્ઠી
ಸಿಮೆಂಟ್ ಬಣ್ಣ,સિમેન્ટ પેઇન્ટ
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,સિમેન્ટ પ્લાસ્ટર
ಸಿಮೆಂಟ್ ಕಲ್ಲು,સિમેન્ટ ખડક
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,સિમેન્ટ સ્લરી
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,સિમેન્ટ સંગ્રહ
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,સિમેન્ટેશન પ્રક્રિયા
ಕೇಂದ್ರೀಕರಣ,સેન્ટરિંગ
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,સેન્ટરિંગ અને શટરિંગ
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,કેન્દ્રીય મિશ્રિત કોંક્રિટ
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,સેન્ટ્રલ મિક્સર
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,કેન્દ્રત્યાગી ચાહક
ಚಾಕ್,ચાક
ಚೇಂಫರ್,ચેમ્ફર
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,ચેમ્ફર સ્ટ્રીપ
ಚಾನಲ್ ಕಿರಣ,ચેનલ બીમ
ವಿಶಿಷ್ಟ ಲೋಡ್,લાક્ષણિક લોડ
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,લાક્ષણિકતા શક્તિ
ಚಾರ್ಜ್ ಆಫ್,ચાર્જ બંધ
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,ચાર્જિંગ
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,તપાસવું
ರಾಸಾಯನಿಕ ಬಂಧ,કેમિકલ બોન્ડ
ಚೆರ್ನೋಜೆಮ್,ચેર્નોઝેમ
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,ચેસ્ટનટ માટી
ಚಿಮಣಿ ಗಟಾರ,ચીમની ગટર
ಚಿಪ್ ಬೋರ್ಡ್,ચિપ બોર્ડ
ಚಿಪ್ಪಿಂಗ್,ચીપીંગ
ಚಿಪ್ಸ್,ચિપ્સ
ಗಾಳಿಕೊಡೆ,ચૂટ
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),વર્ગ (કોંક્રિટનો)
ಕ್ಲೇ,માટી
ಕ್ಲೇ ವಿಷಯ,માટી સામગ્રી
ಕ್ಲೇ ಪ್ಯಾನ್,માટીની તપેલી
ಕ್ಲೀನ್ಔಟ್,સાફ કરો
ಸ್ವಚ್ಛಗೊಳಿಸಿ,સાફ કરો
ಕ್ಲೀಟ್,ક્લીટ
ಕ್ಲಿಂಕರ್,ક્લિન્કર
ಕ್ಲಿಪ್,ક્લિપ
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,કોગ્યુલેશન
ಒರಟಾದ ಒಟ್ಟು,બરછટ એકંદર
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,બરછટ દાણાવાળી માટી
ಕೋಟ್,કોટ
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,કોફર ડેમ
ಒಗ್ಗಟ್ಟು,સંયોગ
ಕೊಲಾಯ್ಡ್,કોલોઇડ
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,કોલોઇડલ સિસ્ટમ
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,કોલ્યુવિયલ માટી
ಅಂಕಣ,કૉલમ
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,કોમ્બેડ પૂર્ણાહુતિ
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,સંયુક્ત પગ
ಸಂಯೋಜಿತ ನೀರು,સંયુક્ત પાણી
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,સામાન્ય રૂમ
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,પૂર્ણતા પ્રમાણપત્ર
ಘಟಕ ಚೌಕ,ઘટક ચોરસ
ಕಾಂಕ್ರೀಟ್,કોંક્રિટ
ಕಾಂಕ್ರೀಟಿಕರಣ,કન્ક્રિશન
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,એકીકૃત દર/સપાટ દર
ಮಾಲಿನ್ಯಕಾರಕಗಳು,દૂષકો
ಅಲ್ಕೋವ್ ಅಡುಗೆ,રસોઇ alcove
ನಿಭಾಯಿಸುವುದು,મુકાબલો
ಕಾರ್ಬೆಲ್,કોર્બેલ
ಕಾರ್ನಿಸ್,કોર્નિસ
ಸಂಯೋಜಕ,કપલર
"ಕಪ್ಲರ್, ಡಬಲ್","કપલર, ડબલ"
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್","કપલર, પુટલોગ"
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್","કપલર, સ્વીવેલ"
ಕೋರ್ಸ್,અભ્યાસક્રમ
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,કોર્સ્ડ રેન્ડમ રોડાં ચણતર
ಆವರಿಸಿದ ಪ್ರದೇಶ,આવરી લેવામાં આવેલ વિસ્તાર
ತೆವಳುವ,કમકમાટી
ಕ್ರೀಪ್ ಗುಣಾಂಕ,ક્રીપ ગુણાંક
ಕ್ರೊಟೊವಿನ್,ક્રોટોવાઇન
ಕಾಗೆ ಕಾಲು,કાગડો પગ
ಕ್ರಂಬ್ ರಚನೆ,નાનો ટુકડો બટકું માળખું
ದಂಡೆ,કર્બ
ಪ್ರಸ್ತುತ,વર્તમાન
ಕರ್ವ್ ಪ್ರತಿರೋಧ,વળાંક પ્રતિકાર
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,ભીનાશ પ્રૂફ કોર્સ
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,પૂર્ણ થવાની તારીખ
ಡೆಡ್ ಲೋಡ್,ડેડ લોડ
ಸತ್ತ ನೀರು,મૃત પાણી
ಡೆಸಿಬೆಲ್,ડેસિબલ
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,ડિફ્લોક્યુલેશન
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,એકત્રીકરણની ડિગ્રી
ಪ್ರಸರಣದ ಪದವಿ,વિખેરવાની ડિગ્રી
ಶುದ್ಧತ್ವದ ಪದವಿ,સંતૃપ્તિની ડિગ્રી
ಸಾಂದ್ರತೆ,ઘનતા
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,રણ પેવમેન્ટ
ಮರುಭೂಮಿ ಮಣ್ಣು,રણની માટી
ವಿವರಗಳು,વિગતો
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,વિકાસ સમયગાળો
ಡಿ-ಹಾರಿಜಾನ್,ડી-ક્ષિતિજ
ಕರ್ಣೀಯ ಬಂಧ,કર્ણ બંધન
ರೇಖಾಚಿತ್ರ,ડાયાગ્રામ
ಡಿಜಿಟಲ್ ಡಾಕ್,ડિજિટલ ડોક
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,વિભેદક પાણી દર
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,મંદન વેન્ટિલેશન
ಡಿಲುವಿಯಂ,ડિલુવિયમ
ಊಟದ ಕೋಣೆ,ડાઇનિંગ રૂમ
ದಿಕ್ಕಿನ ಪೆಗ್,દિશા ખીંટી
ಪ್ರಸರಣ,વિક્ષેપ
ಡಿಸ್ಟೆಂಪರ್,ડિસ્ટેમ્પર
ಡಾಕ್,ડોક
ಬಾಗಿಲು,દરવાજો
ಡಾರ್ಮರ್,ડોર્મર
ಡಾರ್ಮರ್ ಚೆಕ್,ડોર્મર ચેક
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,ડબલ ફ્લેમિશ બોન્ડ
ಡಬಲ್ ಲೇಯರ್,ડબલ લેયર
ಡೋವೆಲ್,ડોવેલ
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,ચિત્ર ફલક
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,દીવાનખાનું
ಡ್ರಿಫ್ಟ್,ડ્રિફ્ટ
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,શુષ્ક બલ્બ તાપમાન
ಡ್ರೈ ಡಾಕ್,ડ્રાય ડોક
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,સુકા રબર ચણતર
ಡಚ್ ಬಾಂಡ್,ડચ બોન્ડ
ಕುಬ್ಜ ಗೋಡೆ,વામન દિવાલ
ವಸತಿ ಘಟಕ,નિવાસ એકમ
ಈವ್,ઇવ
ಈವ್ಸ್ ಗಟರ್,Eaves ગટર
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,આર્થિક શક્યતા
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,એક્ટોડાયનેમોર્ફિક માટી
ಸುಳಿ,એડી
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,અસરકારક કદ
ಪುಷ್ಪಮಯ,પુષ્પવૃત્તિ
ಹೊರಹರಿವು,એફ્લુઅન્ટ
ಎತ್ತರ,એલિવેશન
ಎಲುವಿಯೇಶನ್,એલુવિએશન
