Odiya,Punjabi
ଆକ୍ରୋମାଟିଟି,ਰੰਗੀਨਤਾ
ଶବ୍ଦ,ਧੁਨੀ
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ਸਾਊਂਡਪਰੂਫ਼
ଆକାଶବାଣୀ ଫୋନନ୍ |,ਧੁਨੀ ਫੋਨੋਨ
ଧ୍ୱନି ଏକକ |,ਆਵਾਜ਼ ਯੂਨਿਟ
ଶବ୍ଦ,ਧੁਨੀ
ଶବ୍ଦ ଜେନେରେଟର,ਆਵਾਜ਼ ਜਨਰੇਟਰ
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
ସକ୍ରିୟ,ਸਰਗਰਮੀ
ସକ୍ରିୟ ଶକ୍ତି,ਸਰਗਰਮੀ ਊਰਜਾ
"ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |","ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ"
ସକ୍ରିୟ |,ਕਿਰਿਆਸ਼ੀਲ
ସକ୍ରିୟତା,ਸਰਗਰਮੀ
ପ୍ରକୃତ ଚାପ,ਅਸਲ ਤਣਾਅ
ଫୁସ୍ଫୁସ୍,ਘੁਸਰ-ਮੁਸਰ
ସଂକ୍ଷେପରେ,ਸੰਪੇਕਸ਼ਤ
"ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)","ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)"
"ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)","ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)"
ଯୋଗୀ,additive
ଆଡିଶିନ୍ |,adhesion
ଆଡେସିଭ୍ ଶକ୍ତି |,ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ
adiabat,adiabat
ଆଡିଆବାଟିକ୍ |,adiabatic
ଉତ୍ତାପ ଇନସୁଲେଟିଂ,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
ସଂଲଗ୍ନ,ਲਗਾਵ
ନିୟନ୍ତ୍ରିତ,ਵਿਵਸਥਿਤ
ଅନୁପ୍ରବେଶ,ਪ੍ਰਵੇਸ਼
ବିଜ୍ or ାପନ,ਸੋਸ਼ਣ
ଆଗକୁ,ਅੱਗੇ
ପ୍ରଗତିଶୀଳ |,ਪ੍ਰਗਤੀਸ਼ੀਲ
"akashi, air (v।), aerial (ed।)","ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)"
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
ବାୟୁ ସର୍ବେକ୍ଷଣ |,ਹਵਾਈ ਸਰਵੇਖਣ
ବାୟୁ ବେଗ,ਹਵਾ ਦੀ ਗਤੀ
ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ
ଏରୋଡାଇନାମିକ୍ |,ਐਰੋਡਾਇਨਾਮਿਕ
ଏରୋଡାଇନାମିକ୍ସ |,ਐਰੋਡਾਇਨਾਮਿਕਸ
ଏରୋନେଟିକାଲ୍ |,ਏਅਰੋਨੌਟਿਕਲ
ଏରୋନେଟିକ୍ସ |,ਐਰੋਨਾਟਿਕਸ
ବାୟୁ ନାଡ,ਹਵਾ ਦੀ ਨਬਜ਼
"ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |","ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ"
ଫୋକସ୍ ସିଷ୍ଟମ୍ |,ਫੋਕਸ ਸਿਸਟਮ
ପଛ ଇଗ୍ନିସନ୍ |,ਵਾਪਸ ਇਗਨੀਸ਼ਨ
ପଛ ଆଲୋକ,ਵਾਪਸ ਰੋਸ਼ਨੀ
ସଂକଟ,ਉਲਝਣ
"ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |","ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
ସମୟ ପ୍ରଭାବିତ |,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
ସମୟ ପ୍ରଭାବ,ਸਮਾਂ ਪ੍ਰਭਾਵ
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
ମାଧ୍ୟାକର୍ଷଣ |,ਗੰਭੀਰਤਾ ਰਹਿਤ
ପୁନ iliation ନିର୍ମାଣ,ਸੁਲ੍ਹਾ
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ବିମାନ,ਜਹਾਜ਼
ଶ୍ରେଣୀବଦ୍ଧତା |,ਅਲਾਈਨਮੈਂਟ
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
ଲାଇଭ୍ ସର୍କିଟ୍ |,ਲਾਈਵ ਸਰਕਟ
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
ଠିକ କରିବା ପାଇଁ,ਠੀਕ ਕਰਨ ਲਈ
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
ମିଶ୍ର,ਮਿਸ਼ਰਤਵਨ
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
omni ଆଣ୍ଟେନା |,ਓਮਨੀ ਐਂਟੀਨਾ
ଆଲମାନାକ |,ਅਲਮੈਨਕ
ଆଲଫା,ਅਲਫ਼ਾ
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
ବର୍ଣ୍ଣମାଳା,ਅੱਖਰ ਅੰਕੀ
ଆଲଫା ରଶ୍ମି |,ਅਲਫ਼ਾ ਰੇ
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,ਬਦਲੋ
"ବିକଳ୍ପ, ବିକଳ୍ପ","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
ବିକଳ୍ପ,ਅਲਟਰਨੇਟਰ
ଉଚ୍ଚତା,ਅਲਟੀਮੀਟਰ
ଉଚ୍ଚତା,ਅਲਟੀਮੀਟਰ
ଉଚ୍ଚତା,ਅਲਟਾਈਮੇਟਰੀ
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
amaget ନିୟମ |,amaget ਨਿਯਮ
ପରିବେଶ,ਵਾਤਾਵਰਣ
ଆମିକ୍ରନ୍ |,amicron
ଆମ୍ମିଟର,ammeter
ଆମ୍ପେର୍,ਐਂਪੀਅਰ
ampere-law,ਐਂਪੀਅਰ-ਲਾਅ
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,amphibian ion
ବୃଦ୍ଧି,ਵਾਧਾ
ଏମ୍ପ୍ଲିଫାୟର୍,ਐਂਪਲੀਫਾਇਰ
"କୋଣ, ପରିମାପ","ਕੋਣ, ਮਾਪ"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
ସୁସଙ୍ଗତ,ਅਨੁਕੂਲ
ଅନୁରୂପ,ਸਮਾਨਤਾ
ବିଶ୍ଳେଷକ |,ਵਿਸ਼ਲੇਸ਼ਕ
ବିଶ୍ଳେଷଣ |,ਵਿਸ਼ਲੇਸ਼ਣ
ବିଶ୍ଳେଷଣାତ୍ମକ |,ਵਿਸ਼ਲੇਸ਼ਣੀ
ଅଣ-ବିନ୍ଦୁ |,ਗੈਰ-ਪੁਆਇੰਟ
ଅସନ୍ତୁଷ୍ଟ |,ਅਸਧਾਰਨ
ଏବଂ ଦ୍ୱାର,ਅਤੇ ਦਰਵਾਜ਼ਾ
ଅଣ-ଆକାଶବାଣୀ |,ਗੈਰ-ਧੁਨੀ
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,ਅਸਧਾਰਨ ਲਚਕਤਾ
ଆନ୍ହାଇଡ୍ରସ୍,ਨਿਹਾਈਡ੍ਰਸ
କୋଣ,ਕੋਣ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
କୋଣାର୍କ |,ਕੋਣੀ
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,protractor vernier
ବିବାଦୀୟ |,ਵਿਵਾਦਪੂਰਨ
ସମ୍ମାନଜନକ |,ਬੇਇੱਜ਼ਤੀ
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
ଅଳସୁଆ |,ਢਿੱਲੀ
ଆୟନ,anion
ଅସୀମିତ |,ਅਸਮਿਤ
ଆଇସୋଟ୍ରୋପିକ୍ |,ਆਈਸੋਟ੍ਰੋਪਿਕ
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,isotropism
ବିଲୋପ,ਮਿਟਾਉਣਾ
ଷଡଯନ୍ତ୍ରକାରୀ,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
anode,ਐਨੋਡ
ଆନାଡାଇଜେସନ୍ |,anodization
ଅସଙ୍ଗତ,ਅਸੰਗਤ
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ਆਪਟੀਕਲ ਸਿਸਟਮ
ଆଣ୍ଟେନା |,ਐਂਟੀਨਾ
ଆଣ୍ଟିବାୟର୍,ਐਂਟੀਬੇਰੀਅਨ
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
କାଉଣ୍ଟର ବଣ୍ଡ |,ਵਿਰੋਧੀ ਬਾਂਡ
ଓଲଟା ଶକ୍ତି |,ਉਲਟ ਸ਼ਕਤੀ
ଡାଇମାଗ୍ନେଟିକ୍ |,ਡਾਇਮੈਗਨੈਟਿਕ
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,ਸਾੜ ਵਿਰੋਧੀ
ଆଣ୍ଟିଗ୍ରାଭିଟି,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
ଆଣ୍ଟିଲାମଡା କଣିକା |,antilamda ਕਣ
ଆଲେଲେପଟନ୍ |,ਐਲੇਲੈਪਟਨ
ଡାଇମାଗ୍ନେଟିକ୍ |,ਡਾਇਮੈਗਨੈਟਿਕ
ଆଣ୍ଟିମାଟର୍ |,ਐਂਟੀਮੈਟਰ
ଆଣ୍ଟି ମିସାଇଲ୍,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
ଆଣ୍ଟିନାଟ୍ରନ୍ |,antineutron
ପଲସିଂ,pulsating
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,antinucleon
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,ਵਿਰੋਧੀ ਕਣ
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,ਐਂਟੀਪ੍ਰੋਟੋਨ
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,ਵਿਰੋਧੀ ਸਮਰੂਪ
ପୁନରାବୃତ୍ତି ନୁହେଁ |,ਗੈਰ-ਆਵਰਤੀ
ଆନାକ୍ରୋନିଜିମ୍ |,anachronism
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
ଦ୍ୱାରକ,ਦੁਆਰਕ
"ଉପର, ଉପର, ଆଗ","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
ଉଦାସୀନ ଲେସ୍ |,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
ଅଣ-ଦୁ hetic ଖଦାୟକ |,ਗੈਰ ਤਰਸਯੋਗ
ଅକ୍ଷମତା |,ਗੈਰ-ਅਯੋਗਤਾ
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
ପାରାପୋଲାରିଟି |,parapolarity
ଉପକରଣ,ਡਿਵਾਈਸ
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
ଭିଜୁଆଲ୍ ସମୟ |,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
ଉଦୀୟମାନ ରୂପ,ਉਭਰਦੀ ਦਿੱਖ
ଆବେଦନ,ਐਪਲੀਕੇਸ਼ਨ
ପ୍ରଯୁଜ୍ୟତା |,ਲਾਗੂ ਹੋਣ
ପ୍ରୟୋଗ ହୋଇଛି |,ਲਾਗੂ ਕੀਤਾ
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,ਦੇਖਣਯੋਗ
ଉପାୟ,ਪਹੁੰਚ
"ପାଖାପାଖି, ପାଖାପାଖି","ਨੇੜੇ, ਲਗਭਗ"
ଆନୁମାନିକତା,ਲਗਭਗ
ବାଷ୍ପ ଚାପ,ਭਾਫ਼ ਦਾ ਦਬਾਅ
ସ୍ବେଚ୍ଛାକୃତ,ਸਵੈ-ਇੱਛਤ
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
ଆର୍କିମିଡିସ୍ ନିୟମ |,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
ଆର୍କ ଦୀପ,ਚਾਪ ਲੈਂਪ
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","ਖੇਤਰ, ਖੇਤਰ"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","ਖੇਤਰੀ, ਖੇਤਰੀ"
"ବାହୁ, ବାହୁ, ଶାଖା |","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
ଶ୍ରଦ୍ଧାଳୁ,ਸ਼ੁਕੀਨ
"ଆରେ, ଆରେ","ਐਰੇ, ਐਰੇ"
ରସିଦ,ਪ੍ਰਾਪਤਕਰਤਾ
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
ସିନ୍ଥେଟିକ୍ |,ਸਿੰਥੈਟਿਕ
କୃତ୍ରିମ ସଂକ୍ରମଣ,ਨਕਲੀ ਤਬਦੀਲੀ
ଆରୋହଣ,ਚੜ੍ਹਦਾ
ଆରୋହଣ,ਚੜ੍ਹਾਈ
ଆରୋହଣ,ਚੜ੍ਹਨਾ
ଆଗୋଲି,ਅਗੋਲੀ
ଏକୀକରଣ,ਏਕੀਕਰਨ
ର ସେଟ୍,ਦਾ ਸੈੱਟ
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ସଠିକତା ଆକଳନ,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
ସ୍ ow ର ଶବ୍ଦ,ਸਵਰ ਆਵਾਜ਼
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
asthenic,ਅਸਥਨਿਕ
"ନିବୃତ୍ତତା, astigmatism |","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
ମହାକାଶଚାରୀ,ਪੁਲਾੜ ਯਾਤਰੀ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,ਖਗੋਲ ਵਿਗਿਆਨੀ
ସ୍ୱର୍ଗୀୟ,ਆਕਾਸ਼ੀ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ਖਗੋਲ ਵਿਗਿਆਨ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
ଅସୀମିତ |,ਅਸਮਿਤ
ଅସ୍ମିପଟୋଟିକ୍ |,asymptotic
ବୃଦ୍ଧି,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
ଅସନ୍ତୁଳିତ |,ਅਸਿੰਕ੍ਰੋਨਸ
"ପରିବେଶ, ପରିବେଶ","ਮਾਹੌਲ, ਮਾਹੌਲ"
ବାୟୁମଣ୍ଡଳ,ਵਾਯੂਮੰਡਲ
ପବନ ଅଶାନ୍ତି |,ਹਵਾ ਦੀ ਗੜਬੜ
ପରମାଣୁ,ਪ੍ਰਮਾਣੂ
ପରମାଣୁ,ਪਰਮਾਣੂ
ପରମାଣୁ,ਪਰਮਾਣੂ
ଆଣବିକ ମାସ,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
ପରମାଣୁ ସଂଖ୍ୟା,ਪਰਮਾਣੂ ਨੰਬਰ
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
ପରମାଣୁ,ਪਰਮਾਣੂ
କଣିକା,ਕਣ
କଣିକା,ਕਣ
ଆଘାତ,ਧਿਆਨ
"ଆଘାତ, ଆଘାତ","ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
ଚମତ୍କାର |,ਸੁਹਜ
ଆକର୍ଷଣର ଶକ୍ତି |,ਖਿੱਚ ਦੀ ਤਾਕਤ
ଶ୍ରବଣତା |,ਸੁਣਨਯੋਗਤਾ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
ଶ୍ରବଣଯୋଗ୍ୟ |,ਸੁਣਨਯੋਗ
ଅଡିଓ ଜେନେରେଟର,ਆਡੀਓ ਜਨਰੇਟਰ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
ବିଜ୍ଞାନ ଶୁଣିବା |,ਸੁਣਨ ਵਿਗਿਆਨ
