Punjabi,Tamil
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,வோல்ட்ஸ்மேன் மாறிலி
ਬਾਂਡ,பத்திரம்
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,பிணைக்கப்பட்ட திரிபு அளவு
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,சுயமாக இயக்கப்படும் பெருக்கி
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,பூலியன் இயற்கணிதம்
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,பூலியன் சமன்பாடு
ਬੂਟ Strapon,துவக்க ஸ்ட்ராபன்
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,பூத்தின் அல்காரிதம்
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
bosscutts ਨਿਯਮ,bosscutts ஆட்சி
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"ਛਾਲ, ਛਾਲ","குதி, குதி"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,பிணைக்கப்பட்ட எலக்ட்ரான்
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,ப்ராக் பிரதிபலிப்பான்
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,பின்னிப் பிணைந்த கம்பி
ਸ਼ਾਖਾ,கிளை
ਬ੍ਰਾਂਚਿੰਗ,கிளைகள்
ਪ੍ਰਯੋਗ ਬੋਰਡ,பரிசோதனை குழு
ਬਰੇਕ ਜ਼ੋਨ,எலும்பு முறிவு மண்டலம்
ਵੋਲਟੇਜ ਤੋੜਨਾ,உடைக்கும் மின்னழுத்தம்
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,முறிவு டையோடு
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,எலும்பு முறிவு சரிசெய்தல்
ਵੋਲਟੇਜ ਤੋੜਨਾ,உடைக்கும் மின்னழுத்தம்
ਪੁਲ,பாலம்
ਪੁਲ ਸੁਧਾਰਕ,பாலம் திருத்தி
ਚੌੜਾ ਬੈਂਡ,பரந்த இசைக்குழு
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,ஒலிபரப்பு இசைக்குழு
ਸੂਖਮ ਐਰੇ,நிழலிடா வரிசை
ਪ੍ਰਸਾਰਣ,ஒளிபரப்பு
ਪ੍ਰਸਾਰਣ antenna,ஒளிபரப்பு ஆண்டெனா
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,ஒளிபரப்பு ரிசீவர்
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,அதிர்வெண் ஒளிபரப்பு பெறுதல்
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
ਬੂਸਟਰ ਐਂਟੀਨਾ,பூஸ்டர் ஆண்டெனா
ਬੱਸ ਐਂਟੀਨਾ,பஸ் ஆண்டெனா
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,தூரிகை மூழ்குதல்
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,குமிழ் மற்றும் வாயில்
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,புட்புடு அல்லது கேட்
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,குமிழி நினைவகம்
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,மின்னழுத்தத்தை ஈடுசெய்யும்
ਬਫਰ,தாங்கல்
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,தாங்கல் பெருக்கி
ਬਫਰ ਸਰਕਟ,தாங்கல் சுற்று
ਬਫਰ ਆਪਰੇਟਰ,தாங்கல் ஆபரேட்டர்
ਬਫਰ ਰਜਿਸਟਰ,தாங்கல் பதிவு
ਬੱਲਬ,பல்பு
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,மக்கள் தொகை விளைவு
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,மேக்ரோ குறைக்கடத்தி சாதனம்
ਝੁੰਡ,கொத்து
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,மூழ்கிய பரிமாற்றம்
ਡੁੱਬੀ ਪਰਤ,மூழ்கிய அடுக்கு
ਡੁੱਬਿਆ ਸੰਪਰਕ,மூழ்கிய தொடர்பு
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,வெடிப்பு பெருக்கி
ਧਮਾਕੇ ਕਵਰ,குண்டு வெடிப்பு கவர்
ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ,குண்டு வெடிப்பு
ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ,வெடிப்பு கதவு பெருக்கி
ਬਰਸਟ ਮੋਡ,வெடிப்பு முறை
ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ,வெடிப்பு பிரிப்பான்
ਧਮਾਕਾ ਸੰਕੇਤ,வெடிப்பு சமிக்ஞை
ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ,வெடிப்பு பிழை திருத்தி குறியீடு
ਕਾਫ਼ੀ,போதும்
ਬੱਸ ਪੱਟੀ,பஸ் பார்
ਬੱਸ ਸੰਸਥਾ,பேருந்து அமைப்பு
ਬੱਸ ਸਟੈਂਡਰਡ,பேருந்து தரநிலை
ਸਿਰਫ਼ ਪਲ ਪਲ,வெறும் கணம்
ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ,வெண்ணெய் மதிப்பு வடிகட்டி
bnc ਤਾਰ,bnc கம்பி
BNC ਜੁਆਇੰਟਰ,BNC இணைப்பாளர்
ਰਾਹ,வழியில்
ਬਾਈਪਾਸ capacitor,பைபாஸ் மின்தேக்கி
ਬਾਈਟ,பைட்
ਵੀ ਬੈਂਡ,வி இசைக்குழு
C ਬੈਂਡ ਐਂਟੀਨਾ,சி பேண்ட் ஆண்டெனா
ਤਾਰ,கம்பி
