Punjabi,Hindi
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,अतुल्यकाली गणक
ਪ੍ਰਮਾਣੂ,परमाणु
ਪਰਮਾਣੂ ਨੰਬਰ,परमाणु संख्या
ਪਰਮਾਣੂ ਬਣਤਰ,परमाणु संरचना
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,श्रव्य प्रवर्धक
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,श्रव्य प्रवर्धक
ਆਡੀਓ ਕੈਸੇਟ,श्रव्य कैसेट
ਆਡੀਓ ਸਰਕਟ,श्रव्य परिपथ
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,श्रव्य आवृत्ति
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,स्वत: वोल्टता नियंत्रण
ਬਰਫ਼ਬਾਰੀ,एवलांश
ਔਸਤ ਖੋਜੀ,औसत संसूचक
ਧੁਰੀ ਮੋਡ,अक्षीय विधा
ਧੁਰੀ ਅਨੁਪਾਤ,अक्षीय अनुपात
ਐਂਟੀਨਾ,ऐन्टेना
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,पश्च विद्युत वाहक बल
ਪਿਛਲਾ ਖੇਤਰ,पश्च क्षेत्र
ਵਾਪਸ ਸਕੈਟਰ,पश्च प्रकीर्णन
ਪਿਛੋਕੜ ਚਾਰਜ,पृष्ठभूमि आवेश
ਪਾਸੇ ਦਾ ਰੌਲਾ,पार्श्व रव
ਪਿਛਾਖੜੀ,पश्चगमन
ਪਿਛਲਾ ਕਿਰਨ,पश्चपालि विकिरण
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,बैकवार्ड डायोड/पश्च डायोड
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,पश्चगामी तरंग दोलक
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","बाधिका, व्यारोध"
ਰੁਕਾਵਟ,बाधिका
ਸੰਤੁਲਿਤ ਪੁਲ,संतुलित सेतु
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,संतुलित विमॉडुलक
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,संतुलित मॉडुलक
ਸੰਤੁਲਿਤ ਸਰਕਟ,संतुलित परिपथ
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,संतुलित ढाल संसूचक
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,धारा स्थिरक प्रतिरोध
ਬੋਲੋਮੀਟਰ,बोलोमीटर
ਬੋਲੋਮੀਟਰ ਪੁਲ,बोलोमीटर सेतु
ਗੁਬਾਰਾ,बलून
ਕੇਲਾ ਜੈਕ,बनाना जैक
ਕੇਲੇ ਦਾ ਪਲੱਗ,बनाना प्लग
"ਪੱਟੀ, ਪੱਟੀ","बैंड, पट्टी"
ਬੈਂਡ ਡਰਾਈਵਰ,बैंड चालक
ਬੈਂਡ ਊਰਜਾ,बैंड ऊर्जा
ਬੈਂਡ ਗੈਪ,बैंड अंतराल
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,बैडपारक प्रवर्धक
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,बैंड पारक फिल्टर
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,बॉड दर जनित्र
banddispersion,बैंडफैलाव
ਬੈਂਡ ਰੋਧਕ,बैंड रोधक
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,बैंड विरामक फिल्टर
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,बैंड विस्तार
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,बैंड वर्जक फिल्टर
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,बैंड विस्तार विक्षेपण गुणक
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,बैंड विस्तार दूरी गुणक
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","पुंज संधारित्र, बैंक संधारित्र"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","बारकर कूट, बारकर कोड"
barravaugen ਮਾਪਦੰਡ,बार्रवाउजेन कसौटी
ਬੈਰਟਰ,बैरेटर
ਰੁਕਾਵਟ,रोध
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,रोध संधारित्र
ਰੁਕਾਵਟ ਊਰਜਾ,रोधिका उर्जा
ਰੋਧਕ ਵੋਲਟੇਜ,रोधी वोल्टता
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,बार्टलेट विंडो
"ਅਧਾਰ, ਅਧਾਰ","आधार, बेस"
ਅਧਾਰ ਬੈਂਡ,आधार बैंड
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,आधार बैंड संचरण
ਬੇਸ ਚਾਰਜ,आधार आवेश
ਅਧਾਰ ਮੌਜੂਦਾ,आधार धारा
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,आधार धारा स्रोत
ਅਧਾਰ ਕੱਟਣਾ,आधार कर्तन
ਆਧਾਰ ਮਦਨ,आधार मादन
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,आधार उत्सर्जक संभरण
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,आधार उत्सर्जक संधि
ਅਧਾਰ ਟੀਕਾ,आधार अंतःक्षेपण
ਜ਼ਮੀਨੀ ਲਾਈਨ,आधार रेखा
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,आधार प्रतिरोध
ਅਧਾਰ ਸਰੋਤ,आधार स्रोत
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,आधार विस्तारण प्रतिरोध
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,आधार विस्तारण प्रतिरोध
ਅਧਾਰ ਮੋਟਾਈ,आधार मोटाई
ਅਧਾਰ ਪਹੁੰਚ,आधार अभिगमन
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,आधार संग्राहक संधि
ਗੰਧ,बास
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,बास आवृत्ति
ਬੈਟਰੀ,बैटरी
ਬੌਡ,बॉड
ਬੌਡ ਦਰ,बॉड रेट
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,बॉड दर जनित्र
ਬੋਡੋ ਕੋਡ,बोदो कोड
"ਸੰਕੇਤ, ਬੀਕਨ","संकेत देना, बीकन"
"ਮਨਿਕਾ, ਬੀਡ","मणिका, बीड"
manic capacitor,मणिक संधारित्र
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,मणिकातापी प्रतिरोधक
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","किरणपुंज ऐन्टेना, बीम ऐन्टेना"
ਬੀਮ ਡਿਟੈਕਟਰ,किरणपुंज खोजी
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,किरणपुंज शक्ति नली
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,किरणपुंज स्विचन नलिका
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,किरणपुंज विस्तार
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,विस्पंद आवृत्ति
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,विस्पन्द-आवृत्ति दोलक
ਪਲਸ ਔਸਿਲੇਟਰ,विस्पंद दोलक
ਘੰਟੀ,बेल
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,बंकन हानि
ਬੇਸਲ ਫਿਲਟਰ,बेसेल फिल्टर
ਬੀਟਾ,बीटा
b-h ਵਕਰ,बी-एच वक्र
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","अभिनति, बायस"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,बायस धारा
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,बायस-प्रतिरोधक
ਡਬਲ ਐਂਟੀਨਾ,द्विशंकु ऐन्टेना
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,द्विदिशी लोड धारा
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,द्विदैशिक ऐन्टेना
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,द्विदैशिक प्रकाश उत्सर्जक डायोड
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,द्विदिक् थाइरिस्टर
bi FET ਤਕਨਾਲੋਜੀ,द्वि FET तकनीक
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,द्विसूत्री ट्रांसफार्मर
ਡਬਲ ਫਿਊਜ਼ਨ,द्विसूत्री आआवलन
ਦੁਵੱਲੀ ਸਰਕਟ,द्विपार्श्विक परिपथ
ਬਾਈਨਰੀ,द्विआधारी
ਬਾਈਨਰੀ ਜੋੜ,द्विआधारी योग
ਬਾਈਨਰੀ ਸਰਕਟ,द्विआधारी परिपथ
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,द्वि-आधारी कोडित दशमलव
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,द्वि-आधारी कोडित दशमलव प्रणाली
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,द्विआधारी द्विपरिवर्तक संधारित्र
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,द्विआधारी गणक
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,द्विआधारी गणित्र
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,द्विआधारी कूट वाचक
ਬਾਈਨਰੀ ਪੌੜੀ,द्विआधारी सीढ़ी
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,द्विआधारी पथमापी
ਬਾਈਨਰੀ ਸਥਿਤੀ,द्विआधारी अवस्था
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,द्विआधारी-दशमिक विकोडक
ਬਾਈਨਰੀ ਲੋਡ,द्विआधारी भार
ਬਾਈਨਰੀ ਸ਼ਬਦ,द्विआधारी शब्द
ਬਾਈਪੋਲਰ,द्विध्रुवी
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,द्विध्रुवी संधारित्र
ਦੋਧਰੁਵੀ ਜੰਤਰ,द्विध्रुवी युक्ति
ਦੋਧਰੁਵੀ ਸਰੋਤ,द्विध्रुवी स्रोत
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,द्विध्रुवी ट्राजिस्टर
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,द्विध्रुवी संधि ट्रांजिस्टर
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,द्विघाती फिल्टर
ਡਬਲ ਸਥਿਤੀ,द्विस्थितिक
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,द्विस्थितिक बहुकंपित्र
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,द्विस्थितिक रिले
ਦੋ-ਪੜਾਅ ਰਾਜ,द्विस्थितिक अवस्था
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,द्विस्थितिक ट्रिगर
ਬਿੱਟ ਗਲਤੀ,बिट त्रुटि
ਬਿੱਟ ਗਲਤੀ ਦਰ,बिट त्रुटि दर
ਬਿੱਟ ਗਲਤੀ,बिट त्रुटि
ਬਿਟਕਲ ਗਲਤੀ,बिटकाल त्रुटि
ਅੰਨ੍ਹੇ ਬਾਕਸ,अंध पेटी
ਸੰਘਣੀ ਨਬਜ਼,समाच्छादी स्पंद
ਸਕੱਤਰ,स्रावक
secretory inhibitor,स्रावी प्रतिरोधक
ਅੰਨ੍ਹਾਪਨ,अंधगति
ਖੰਡ ਚਿੱਤਰ,खंड आरेख
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,अवरूद्ध प्रतिबाधा
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,खंडक स्थानांतरण
ਰੁਕਾਵਟ,अवरोधन
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,अवरोधी संधारित्र
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,अवरोधी संधारित्र
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,अवरोधी दोलक
ਰੋਧਕ ਔਸਿਲੇਟਰ,अवरोधी दोलक
ਰੋਧਕ ਵੋਲਟੇਜ,अवरोधी वोल्टता
ਉਡਾਉਣ ਵਾਲਾ,ब्लोवर
ਬੋਡ ਚਿੱਤਰ,बोडे आरेख
voltzmann ਸਬੰਧ,वोल्ट्जमान संबंध
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,वोल्ट्जमान स्थिंराक
ਬਾਂਡ,बंध
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,आबद्ध विकृति प्रमापी
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,स्वोत्थानी प्रवर्धक
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,बूलीय बीजगणित
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,बूलीय समीकरण
ਬੂਟ Strapon,"बूट स्ट्रैपन, स्वोत्थान"
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,बूथ्स आल्गोरिदम
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,बूटस्ट्रैप प्रसर्प परिपथ
bosscutts ਨਿਯਮ,बॉसकर्ट्स नियम
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"ਛਾਲ, ਛਾਲ","झंप, उछाल"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,परिबद्ध इलेक्ट्रॉन
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,ब्रैग परावर्तक
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,गुंफित तार
ਸ਼ਾਖਾ,शाखा
ਬ੍ਰਾਂਚਿੰਗ,शाखन
ਪ੍ਰਯੋਗ ਬੋਰਡ,प्रयोग पट्ट
ਬਰੇਕ ਜ਼ੋਨ,भंजन क्षेत्र
ਵੋਲਟੇਜ ਤੋੜਨਾ,भंजन वोल्टता
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,भंजन डायोड
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,भंजन संनिर्धारण
ਵੋਲਟੇਜ ਤੋੜਨਾ,भंजन वोल्टता
ਪੁਲ,सेतु
ਪੁਲ ਸੁਧਾਰਕ,सेतु दिष्टकारी
ਚੌੜਾ ਬੈਂਡ,विस्तृत बैंड
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,प्रसारण बैंड
ਸੂਖਮ ਐਰੇ,निरक्षीय व्यूह
ਪ੍ਰਸਾਰਣ,प्रसारण
ਪ੍ਰਸਾਰਣ antenna,प्रसारण ऐन्टेना
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,प्रसारण ग्राही
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,आवृत्ति प्रसारण अभिग्राही
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,प्रसारण प्रेषित्र
ਬੂਸਟਰ ਐਂਟੀਨਾ,बूस्टर ऐन्टेना
ਬੱਸ ਐਂਟੀਨਾ,बूस ऐन्टेना
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,ब्रश विसर्जन
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,बुदबूदु AND गेट
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,बुदबूदु OR गेट
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,बुदबूदु स्मृति
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,प्रतिकारी वोल्टता
ਬਫਰ,बफर
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,बफर प्रवर्धक
ਬਫਰ ਸਰਕਟ,बफर परिपथ
ਬਫਰ ਆਪਰੇਟਰ,बफर परिचालक
ਬਫਰ ਰਜਿਸਟਰ,बफर पंजी
ਬੱਲਬ,बल्व
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,समष्टि प्रभाव
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,समष्टि अर्धचालक युक्ति
ਝੁੰਡ,गुच्छक
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,निमज्जित विनिमय
ਡੁੱਬੀ ਪਰਤ,निमज्जित परत
ਡੁੱਬਿਆ ਸੰਪਰਕ,निमज्जित संपर्क
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,प्रस्फोट प्रवर्धक
ਧਮਾਕੇ ਕਵਰ,प्रस्फोटी समाच्छादी
ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ,प्रस्फोट फायरन
ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ,प्रस्फोटी द्वार प्रवर्धक
ਬਰਸਟ ਮੋਡ,प्रस्फोटी विधा
ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ,प्रस्फोटी पृथक्कारक
ਧਮਾਕਾ ਸੰਕੇਤ,प्रस्फोटी संकेत
ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ,प्रस्फोट त्रुटि संशोधक कोड
ਕਾਫ਼ੀ,बस
ਬੱਸ ਪੱਟੀ,बस बार
ਬੱਸ ਸੰਸਥਾ,बस संगठन
ਬੱਸ ਸਟੈਂਡਰਡ,बस मानक
ਸਿਰਫ਼ ਪਲ ਪਲ,बस क्षणिक
ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ,बटर वर्थ फिल्टर
bnc ਤਾਰ,बीएनसी तार
BNC ਜੁਆਇੰਟਰ,बीएनसी जोड़क
ਰਾਹ,"उपपथ, उपमार्ग"
ਬਾਈਪਾਸ capacitor,उपमार्गी संधारित्र
ਬਾਈਟ,बाइट
ਵੀ ਬੈਂਡ,V बैंड
C ਬੈਂਡ ਐਂਟੀਨਾ,C बैंड ऐन्टेना
ਤਾਰ,तार
ਤਾਰ ਰੂਟਿੰਗ,तार मार्ग निर्धारण
ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ,तार टेलिविजन
ਕੈਸ਼ ਮੈਮੋਰੀ,कैश स्मृति
ਸਿਸਿਮ ਫ੍ਰੀਕੁਐਂਸੀ ਸਟੈਂਡਰਡ,सिसिमय आवृत्ति मानक
ਕੈਲਕੁਲੇਟਰ,परिकलित्र
ਕੈਲੀਬ੍ਰੇਸ਼ਨ,अंशशोधन
ਕਾਲ ਪਤਾ,कॉल ऐड्रेस
ਕਾਲਪਿਟ ਔਸਿਲੇਟਰ,कॉलपिट दोलित्र
ਕੈਮ ਕੋਰਡਰ,कैम कोर्डर
ਕੈਮਰਾ,कैमरा
ਕੈਮਰਾ ਹੋਜ਼,कैमरा नली
candela,केंडेला
ਮੋਮਬੱਤੀ ਦੀ ਸ਼ਕਤੀ,कैंडल शक्ति
cantilever ਤਣਾਅ ਗੇਜ,कैन्टीलिवर विकृति प्रमापी
ਹੋਲਡ,धारिता
ਸਮਰੱਥਾ ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ transducer,धारिता रक्तचाप ट्रान्सड्यूसर
ਹੋਲਡਿੰਗ ਵਿਤਰਕ,धारिता वितरक
ਸੰਧੀ ਰੱਖਣ,संधि धारिता
ਸਮਰੱਥਾ ਗੇਜ,धारिता मापी
ਹੋਲਡਿੰਗ ਕੁਲੈਕਟਰ,धारिता उद्ग्राही
ਸਮਰੱਥਾ ਪ੍ਰਤੀਕਿਰਿਆ,धारिता प्रतिघात
"Capacitive Energy Converter, Transducer","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
capacitor,संधारित्र
ਕੈਪੇਸੀਟਰ ਬੈਂਕ,संधारित्र बैंक
capacitor ਫਿਲਟਰ,संधारित्र फिल्टर
ਕੈਪੇਸੀਟਰ ਇੰਪੁੱਟ ਫਿਲਟਰ,संधारित्र निवेश फिल्टर
ਵਿੰਚ ਮੋਟਰ,चर्खी मोटर
ਪੁਲੀ ਸਰਵੋ ਬਾਡੀ,चर्खी सर्वो निकाय
ਚਰਖੀ,चर्खी
ਕੈਪਚਰ,प्रग्रहण
ਕੈਪਚਰ ਸੈਕਸ਼ਨ,प्रग्रहण परिच्छेद
