Hindi,Malayalam
अमरीकी मानक कोड,അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്
ऐम्पियर,Ampere
ऐम्पियर मापी,ആമ്പിയർ മീറ്റർ
प्रवर्धन,ആംപ്ലിഫിക്കേഷൻ
प्रवर्धन गुणक,ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ
प्रवर्धक,ആംപ്ലിഫയർ
प्रवर्धक लब्धि,ആംപ്ലിഫയർ നേട്ടം
प्रवर्धक रव,ആംപ്ലിഫയർ ശബ്ദം
प्रवर्धन उपस्कर,ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു
प्रवर्धन क्लाइस्ट्रॉन,Klystron ആംപ്ലിഫൈയിംഗ്
प्रवर्धन एकक,ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്
" आयाम , कोणांक",വ്യാശമുള്ള
आयाम विरूपण,വ്യാപ്തി വികസനം
आयाम प्रसार,ആംപ്ലിഡ്യൂഡ് ആസക്തി
आयाम गुणक,വ്യാപ്തി ഘടകം
आयाम सीमक,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
आयाम मॉडुलित,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു
आयाम मॉडुलन,ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ
"अनुरूप, एनालॉग",അനലോഗ് (അനലോഗ്)
अनुरूप परिपथ,അനലോഗ് സർക്യൂട്ട്
अनुरूप कंप्यूटर,അനലോഗ് കമ്പ്യൂട്ടർ
अनुरूप रेडियो आवृत्ति चैनल,അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ
अनुरूप निरूपण,അനലോഗ് പ്രാതിനിധ്യം
"अनुरूप संकेत, अनुरूप सिगनल",അനലോഗ് സിഗ്നൽ
अनुरूप से अंकीय,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
अनुरूप-अंकीय परिवर्तक,ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്
अनुरूप वीडियो,അനലോഗ് വീഡിയോ
"अनुरूप, स–श",അനസ്)
अनुरूपता,അനലോഗി
विष्लेषण,വിശകലനം
आंकड़ा विष्लेषण,ഡാറ്റയുടെ വിശകലനം
विष्लेषी घनत्व,അനലിറ്റിക്കൽ സാന്ദ്രത
विष्लेषण करना,വിശകലനം ചെയ്യുക
विष्लेषक,വിശകലന
सहायक उपस्कर,അനുബന്ധ ഉപകരണങ്ങൾ
"ऐन्ड गेट, तथा द्वार, AND गेट",ഗേറ്റിലും
समांतरण कोण,കൂട്ടിയിടിയുടെ കോണിൽ
धुवण कोण,ധ്രുവീകരണത്തിന്റെ കോണിൽ
घूर्णन कोण,ഭ്രമണത്തിന്റെ ആംഗിൾ
ऐंग्स्ट्रम(Å),Angstrom (å)
"कोणीय, d¨f.kd",കോകാരുമായ
d¨.kh; त्वरण,കോണീയ ത്വരണം
कोणीय निर्देशांक,കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ
कोणीय विक्षेपण,കോണീയ വ്യതിചലനം
कोणीय परिक्षेपण,കോണീയ ചിതറിപ്പോയത്
कोणीय विस्थापन,കോണീയ സ്ഥാനചലനം
कोणीय त्रुटि,കോണീയ പിശക്
कोणीय आवृत्ति,കോണീയ ആവൃത്തി
कोणीय संवेग,കോണീയ ആക്കം
कोणीय गति,കോണീയ ചലനം
कोणीय वेग,കോണീയ പ്രവേഗം
"ऐनीमेशन, सजीवन",ജീവസഞ്ചാരണം
ऐनोड,ആനോഡ്
ऐनोड बैटरी,അനോഡ് ബാറ്ററി
ऐनोड अभिलक्षण,ആനോഡ് സ്വഭാവം
ऐनोड परिपथ,അനോഡ് സർക്യൂട്ട്
ऐनोड क्षय,ആനോഡ് ഡിസ്പിപ്പ്
ऐनोड दक्षता,ആനോഡ് കാര്യക്ഷമത
ऐनोड निवेश षक्ति,ആനോഡ് ഇൻപുട്ട് പവർ
ऐनोड मॉडुलन,ആനോഡ് പരിഷ്കരണം
ऐन्टेना,ഏരിയെല്
ऐन्टेना किरणपुंज चौड़ाई,ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്
ऐन्टेना वर्धक,ആന്റിന ബൂസ്റ്റർ
ऐन्टेना परिवर्तन स्विच,ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്
ऐन्टेना कुंडली,ആന്റിന കോയിൽ
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",ആന്റിന കോൺഫിഗറേഷൻ
ऐन्टेना युग्मक,ആന്റിന കപ്ലർ
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ
ऐन्टेना धारा,ആന്റിന കറന്റ്
ऐन्टेना दैशिकता लब्धि,ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം
ऐन्टेना द्वैध संकेतक,ആന്റിന ഡ്യുപ്ലെർസർ
ऐन्टेना प्रभावी क्षेत्र,ആന്റിന ഫലപ്രദമായ പ്രദേശം
ऐन्टेना दक्षता,ആന്റിന കാര്യക്ഷമത
ऐन्टेना प्रभरण,ആന്റിന ഫീഡ്
ऐन्टेना व्याप्ति,ആന്റിന ഫൂട്ട് പ്രിന്റ്
ऐन्टेना लब्धि,ആന്റിന നേട്ടം
ऐन्टेना ऊंचाई,ആന്റിന ഉയരം
ऐन्टेना प्रतिबाधा,ആന്റിന ഇംപെഡൻസ്
ऐन्टेना प्रेरकत्व,ആന്റിന ഇൻഡക്റ്റൻസ്
ऐन्टेना प्रतिरूप,ആന്റിന പാറ്റേൺ
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",ആന്റിന പ്ലെക്സർ
ऐन्टेना धुवण,ആന്റിന പോളൈസേഷൻ
ऐन्टेना षक्ति,ആന്റിന പവർ
ऐन्टेना षक्ति लब्धि,ആന്റിന പവർ ലാഭം
ऐन्टेना विकिरण प्रतिरोध,ആന്റിന റേഡിയേഷൻ പ്രതിരോധം
ऐन्टेना प्रतिघात,ആന്റിന റിനോപ്പൻസ്
ऐन्टेना परावर्तक,ആന്റിന റിഫ്ലക്ടർ
ऐन्टेना प्रतिरोध,ആന്റിന റെസിസ്റ്റൻസ്
ऐन्टेना अनुनादी आवृत्ति,ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി
ऐन्टेना अंतरालन,ആന്റിന സ്പെയ്സിംഗ്
ऐन्टेना स्विचन कक्ष,ആന്റിന സ്വിച്ചിംഗ് റൂം
ऐन्टेना समस्वरक कुंडली,ആന്റിന ട്യൂണിംഗ് കോയിൽ
ऐन्टेना समस्वरक कुटीर,ആന്റിന ട്യൂണിംഗ് ഹട്ട്
द्वारक,അപ്പേണ്ടർ
"भूमि उच्च, अपभू",അപ്പോജി
अपभू राकेट,അപ്പോജി റോക്കറ്റ്
उपकरण,ഉപകരണങ്ങള്
आभासी,കാണാവുന്ന
ऐपलेट (जावा में प्रोग्राम),ആപ്ലെറ്റ്
" अनुप्रयोग , आवेदन",അപേക്ഷ
"आसन्न, लगभग, सन्निकट",ഏകദേശമായ
जलीय घोल,ജല പരിഹാരം
" चाप , आर्क",കമാനം
" संरचना , स्थापत्यकला    , वास्तुकला",വാസ്തുവിദ
पुरालेखीय ध्वनि-अभिलेखन अंतरण,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
अभिलेखागार; पुरालेख,ഗന്ഥരക്ഷാലയം
अंकगणितीय कोडन,അരിത്മെറ്റിക് കോഡിംഗ്
आर्मेचर,യക്ഷി
"आर्मेचर कुंडलन, आर्मेचर कुंडली",അർമേച്ചർ വിൻഡിംഗ്
"व्यूह, सरणी",ശേണി
"प्रग्राही, निरोधक",അറസ്റ്റർ
सुस्पष्ट उच्चारण,കൃതില്
शिल्पतथ्य; छविदोष,ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
आरोहण,ആരോഹണം
अभिमुखता अनुपात,വീക്ഷണാനുപാതം
समायोजक,അസംബ്ലി
निष्चयन,ഉറപ്പിച്ചുപറയല്
"समनुदेशन, नियत कार्य",ചുമതല
नियतन चैनल,അസൈൻമെന്റ് ചാനൽ
असममित,അസമമായ
अतुल्यकालिक,അസിൻക്രണസ്
वायुमंडल,അന്തരീക്ഷം
वायुमंडलीय हानि,അന്തരീക്ഷ നഷ്ടം
वायुमंडलीय रव,അന്തരീക്ഷ ശബ്ദം
वायुमंडलीय दाब,അന്തരീക്ഷമർദ്ദം
वायुमंडलीय संचरण,അന്തരീക്ഷ പ്രചരണം
वायुमंडलीय रेडियो तरंग,അന്തരീക്ഷ റേഡിയോ-വേവ്
वायु-वैद्युत् क्षोभ,അന്തരീക്ഷ
परमाणु,പരമാണു
परमाणु संरचना,ആറ്റോമിക ഘടന
संलग्नक,ബന്ധം
क्षीणन,അറ്റൻവറൻസ്
क्षीणन हानि,അറ്റൻവേേഷൻ നഷ്ടം
ध्वनि तरंग क्षीणन,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
क्षीणकारी,അറ്റൻവേറ്റർ
क्षीणकारी पैड,അറ്റൻവേറ്റർ പാഡ്
श्रव्यता देहली,സവിശേഷത പരിധി
श्रव्य,ശ്രമത്തിനും
श्रव्य आवृत्ति,കേൾക്കാവുന്ന ആവൃത്തി
श्रव्य स्वरक,കേൾക്കാവുന്ന ടോൺ
श्रव्य स्पेक्ट्रम,കേൾക്കാവുന്ന-സ്പെക്ട്രം
"श्रोतागण, दर्शकगण, श्रोता समुदाय",സദസര്
"श्रव्य, ऑडियो",ഓഡിയോ
श्रव्य प्रवर्धक,ഓഡിയോ ആംപ്ലിഫയർ
श्रव्य विष्लेषक,ഓഡിയോ അനലൈസർ
श्रव्य प्रसारण,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
"श्रव्य केबल, ऑडियो केबल",ഓഡിയോ കേബിൾ
श्रव्य  शृंखला,ഓഡിയോ ചെയിൻ
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",ഓഡിയോ കോഡെക്
श्रव्य संपीडन,ഓഡിയോ കംപ്രഷൻ
श्रव्य संपीडक,ഓഡിയോ കംപ്രസ്സർ
श्रव्य कंसोल,ഓഡിയോ കൺസോൾ
श्रव्य विरूपण,ഓഡിയോ വക്രീകരണം
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",ഓഡിയോ ഡൈനാമിക് ശ്രേണി
श्रव्य संचिका आरूप,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
श्रव्य फ्रेम आरूप,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
श्रव्य आवृत्ति प्रवर्धक,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
श्रव्य आवृत्ति जनित्र,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
श्रव्य आवृत्ति परास,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
श्रव्य आवृत्ति अनुक्रिया,ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം
श्रव्य सीमक,ഓഡിയോ പരിധി
श्रव्य लाइन,ഓഡിയോ ലൈൻ
श्रव्य मिश्रक,ഓഡിയോ മിക്സർ
श्रव्य मॉडुलन,ഓഡിയോ മോഡുലേഷൻ
"श्रव्य दोलक, श्रव्य दोलित्र",ഓഡിയോ ഓസ്സിലേറ്റർ
श्रव्य निर्गत,ഓഡിയോ output ട്ട്പുട്ട്
श्रव्य षक्ति,ഓഡിയോ പവർ
श्रव्य गुणवत्ता,ഓഡിയോ നിലവാരം
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",ഓഡിയോ സിഗ്നൽ
श्रव्य संकेत प्रक्रमण,ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",ഓഡിയോ സ്പെക്ട്രം
श्रव्य भंडारण,ഓഡിയോ സ്റ്റോറേജ്
श्रव्य (आवृत्ति) उपवाहक,ഓഡിയോ ഉപ-കാരിയർ
श्रव्य रूपांतरक,ഓഡിയോ ട്രാൻസ്ഫോർമർ
श्रव्य प्रेषित्र,ഓഡിയോ ട്രാൻസ്മിറ്റർ
–श्य/श्रव्य संपीडन,ഓഡിയോ / വീഡിയോ കംപ്രഷൻ
श्रव्य आवृत्ति दोलक,ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ
श्रव्यमिति,ഓഡിയോമെട്രി
–ष्य-श्रव्य साधन,ഓഡിയോ-വിഷ്വൽ സഹായം
श्रवण बोध,ഓഡിറ്ററി ധാരണ
"अधिप्रमाणन, प्रमाणीकरण",പ്രാമാണീകരണം
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",അംഗീകൃത കാരിയർ ആവൃത്തി
"ऑटो कैड, ऑटो CAD",ഓട്ടോ കാഡ്
स्वतः नैदानिकी,യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്
"स्वचल, स्वचालित, स्वतः, स्व",ഓട്ടോമാറ്റിക്
स्वतः नियंत्रण,യാന്ത്രിക നിയന്ത്രണം
स्वतः संसूचन,യാന്ത്രിക കണ്ടെത്തൽ
स्वचालित उपस्कर,യാന്ത്രിക ഉപകരണങ്ങൾ
स्वतःआवृत्ति नियंत्रण,യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം
स्वचालित सीमक,യാന്ത്രിക പരിധി
स्वचालित मशीन,യാന്ത്രിക യന്ത്രം
स्वतः कला नियंत्रण,യാന്ത്രിക ഫാസ നിയന്ത്രണം
स्वतः चित्र प्रेषण,യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ
" स्व प्रतिश्रवण ,स्व प्रति–श्यण",യാന്ത്രിക പ്ലേബാക്ക്
स्वतः षक्ति नियंत्रण,യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം
"स्वतःप्रोग्रामन, स्वतः क्रमादेशन",യാന്ത്രിക പ്രോഗ്രാമിംഗ്
स्वतः अभिलेखन,യാന്ത്രിക റെക്കോർഡിംഗ്
स्वतः पुनः स्थापन,യാന്ത്രിക പുന .സജ്ജമാക്കുക
स्वचालित कपाट,യാന്ത്രിക ഷട്ടർ
स्वचल तंत्र,യാന്ത്രിക സംവിധാനം
स्वचालित टेलीफोन,യാന്ത്രിക ടെലിഫോൺ
स्वतः ताप-नियंत्रण,യാന്ത്രിക താപനില നിയന്ത്രണം
स्वतः वोल्टता नियामक,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ
स्वतः प्रबलता संपीडक,യാന്ത്രിക വോളിയം കംപ്രസർ
स्वतः प्रबलता नियंत्रक,യാന്ത്രിക വോളിയം നിയന്ത്രണം
स्वतः प्रबलता विस्तारक,യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ
स्वचालन,യന്തവല്ക്കരണം
"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण",യന്തമോടിക്കൽ
स्वतः आवृत्ति नियंत्रक,ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ
सहायक,ഉക്സിലറി
सहायक श्रव्य बस,സഹായ ഓഡിയോ ബസ്
उपलब्ध षक्ति,ലഭ്യമായ ശക്തി
"ऐवेलांशी भंग, अवधाव भंग",ഹിമപാത തകർച്ച
"औसत आयु, औसत जीवन",ശരാശരി ജീവിതം
औसत दाब,ശരാശരി മർദ്ദം
औसत चाल,ശരാശരി വേഗത
प्रचक्रण-अक्ष,സ്പിൻ ആക്സിസ്
दिगंश,അസിമുത്ത്
दिगंश कोण,അസിമുത്ത് ആംഗിൾ
दिगंश त्रुटि,അസിമുത്ത് പിശക്
"पृष्ठ प्रकाश, पश्च प्रकाश",ബാക്ക് ലൈറ്റ്
पश्च प्रक्षेपण,ബാക്ക് പ്രൊജക്ഷൻ
विरोधी वोल्टता,ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്)
विपरीत आर्क,ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്)
पृष्ठभूमि प्रकाश,പശ്ചാത്തല വെളിച്ചം
पृष्ठभूमि रव,പശ്ചാത്തലം ശബ്ദം
पृष्ठभूमि प्रक्षेपण,പശ്ചാത്തലം പ്രൊജക്ഷൻ
"बैक-अप, पूर्तिकर, प्रतिपोषक",ബാക്കപ്പ്
"गतिरोधक, व्यारोध, बाधिका",അന്ധാളിപ്പക്കുക
भर्जन,ബേക്കിംഗ്
संतुलित श्रव्य,സമതുലിതമായ ഓഡിയോ
संतुलित श्रव्य लाइन,സമതുലിതമായ ഓഡിയോ ലൈൻ
संतुलित संचरण लाइन,സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ
संतुलन,സന്തുഗതം
स्थिरक,ബാല്ലാസ്റ്റ്
स्थिरण कारक,ബാലസ്റ്റ് ഫാക്ടർ
बलून,Sulun
"बैंड, पट्टी",കൂട്ടം
"बैंड पारक फिल्टर, बैंड पारक निस्यंदक",ബാൻഡ് പാസ് ഫിൽട്ടർ
बैंड वरक,ബാൻഡ് സെലക്ടർ
बैंड विपाटन,ബാൻഡ് വിഭജനം
"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक",ബാൻഡ് നിർത്തുക ഫിൽട്ടർ
बैंड स्विच,ബാൻഡ് സ്വിച്ച്
"पट्टी समस्वरण, बैंड ट्यूनिंग",ബാൻഡ് ട്യൂറിംഗ്
"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई",ബാൻഡ്വിഡ്ത്ത്
"बार, दंड",ബാർ
बार कोड,ബാർ കോഡ്
"बार डाटा, बार आंकड़ा",ബാർബെ ഡാറ്റ
खुली पट्टी,നഗ്നമായ ബാൻഡ്
अनावृत लैम्प,നഗ്നമായ വിളക്ക്
बार्न द्वार,കളപ്പുര വാതിൽ
आधार बैंड,അടിസ്ഥാന ബാൻഡ്
आधार बैंड संकेत,അടിസ്ഥാന ബാൻഡ് സിഗ്നൽ
आधार बैंड तंत्र,അടിസ്ഥാന ബാൻഡ് സംവിധാനം
