Bengali,Kannada
সমগোত্রীয় ম্যাট্রিক্স,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ম্যাট্রিক্স সমন্বয়,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು
সমগোত্রীয় ম্যাট্রিক্স,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
গ্রহণযোগ্য সিদ্ধান্ত ফাংশন,ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ
গ্রহণযোগ্য অনুমান,ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ
এরোডাইনামিক বল,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
বায়ুগতিবিদ্যা,ವಾಯುಬಲವಿಜ್ಞಾನ
সমজাতীয় জ্যামিতি,ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ
সমজাতীয় ম্যাপিং,ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್
একজাতীয় রূপান্তর,ಏಕರೂಪದ ರೂಪಾಂತರ
সামগ্রিক পরিবর্তনশীল,ಒಟ್ಟು ವೇರಿಯಬಲ್
"বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত","ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ"
"seedy বন্ধ, বীজাণু","ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ"
বীজগণিত সমীকরণ,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
বীজগাণিতিক এক্সপ্রেশন,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
বীজগণিতের একজাতীয়তা,ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ
বীজগণিতের ফাংশন,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
বীজগণিত জ্যামিতি,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
বীজগণিত বহুত্ব,ಬೀಜಗಣಿತದ ಬಹುತ್ವ
বীজগণিত ব্যবস্থা,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
সমস্ত পূর্ণসংখ্যা সমস্যা,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
"অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ
বর্ণানুক্রমিক স্বরলিপি,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
বর্ণানুক্রমিক অক্ষর,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
বিকল্প কোণ,ಪರ್ಯಾಯ ಕೋನಗಳು
"বিকল্প সমজাতীয় বিকল্প ফর্ম,",ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ
বিকল্প গোষ্ঠী,ಪರ್ಯಾಯ ಗುಂಪು
বিকল্প ম্যাট্রিক্স,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বিকল্প সিরিজ,ಪರ್ಯಾಯ ಸರಣಿ
বিকল্প অনুমান,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
বিকল্প সর্বোত্তম,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್
বিকল্প ফলাফল,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
এনালগ-ডিজিট কনভার্টার,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
"এনালগ কম্পিউটার,",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
বিশ্লেষণ,ವಿಶ್ಲೇಷಣೆ
সহভক্তি বিশ্লেষণ,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
গণনা-ডেটা বিশ্লেষণ,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
বৈচিত্র্য বিশ্লেষণ,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
বিশ্লেষণাত্মক জ্যামিতি,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
বিশ্লেষণাত্মক ফাংশন,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
কোণ,ಕೋನ
স্পর্শক কোণ,ಸ್ಪರ್ಶ ಕೋನ
বিচ্যুতি কোণ,ವಿಚಲನ ಕೋನ
বিষণ্নতা কোণ,ಖಿನ್ನತೆಯ ಕೋನ
বিচ্যুতি কোণ,ವಿಚಲನ ಕೋನ
বিবর্তন কোণ,ವಿವರ್ತನೆಯ ಕೋನ
উচ্চতা কোণ,ಎತ್ತರದ ಕೋನ
ঘটনার কোণ,ಘಟನೆಯ ಕೋನ
অভিক্ষেপ কোণ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
প্রতিফলন কোণ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
প্রতিসরণ কোণ,ವಕ್ರೀಭವನದ ಕೋನ
ঘূর্ণন কোণ,ತಿರುಗುವ ಕೋನ
প্রতিফলনের পরম কোণ,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
কৌণিক ত্বরণ,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
কৌণিক বেগ,ಕೋನೀಯ ವೇಗ
কৌণিক গতি,ಕೋನೀಯ ವೇಗ
কৌণিক বেগ,ಕೋನೀಯ ವೇಗ
অনামিকা আঙুল,ಉಂಗುರದ ಬೆರಳು
উত্তর,ಉತ್ತರ
কাউন্টার ডেরিভেটিভ,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
আইসোমেট্রিক ফাংশন,ಸಮಮಾಪನ ಕಾರ್ಯ
"আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য","ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
"আবেদনের আবেদন,",ಅರ್ಜಿ ಅರ್ಜಿ
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
প্রয়োগ করা জ্যামিতি,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
ফলিত গণিত,ಅನ್ವಯಿಕ ಗಣಿತ
ফলিত পরিসংখ্যান,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"প্রায়, প্রায়","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
প্রায় একটানা ফাংশন,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
আনুমানিক সমাধান,ಅಂದಾಜು ಪರಿಹಾರ
আনুমানিক সমস্যা,ಅಂದಾಜು ಸಮಸ್ಯೆ
আনুমানিক সম্পত্তি,ಅಂದಾಜು ಆಸ್ತಿ
বুদ্ধিমত্তার পরীক্ষা,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
আর্গন ডায়াগ্রাম,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
স্বেচ্ছায়,ಸ್ವಯಂಪ್ರೇರಿತ
"এলোমেলো, এলোমেলো","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
নির্বিচারে ধ্রুবক,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
বিনামূল্যে উপাদান,ಉಚಿತ ಅಂಶ
নির্বিচারে পয়েন্ট,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
আর্কিমিডের আইন,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
আর্কিমিডিসের আইন,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
বৃত্ত চাপ,ವೃತ್ತದ ಚಾಪ
ইনভার্স সাইন ডিস্ট্রিবিউশন,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
বিপরীত সাইন রূপান্তর,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"এলাকা, এলাকা","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
আঞ্চলিক কনফিগারেশন,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
একটি জটিল সংখ্যার কোণ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
গাণিতিক গড়,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ডিজিটাল অপারেশন,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
ডিজিটাল ইউনিট,ಡಿಜಿಟಲ್ ಘಟಕ
"কনফিগারেশন, বিন্যাস","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"অ্যারে, অ্যারে","ವ್ಯೂಹ, ವ್ಯೂಹ"
কৃত্রিম উপগ্রহ,ಕೃತಕ ಉಪಗ್ರಹ
কৃত্রিম পরিবর্তনশীল,ಕೃತಕ ವೇರಿಯಬಲ್
আরোহন করা,ಏರಲು
আরোহী,ಆರೋಹಣ
মাত্রার আরোহী ক্রম,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
আরোহী গ্রেড,ಆರೋಹಣ ದರ್ಜೆ
সংযোজনকারী ভাষা,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
সহযোগী নিয়ম,ಸಹಾಯಕ ನಿಯಮ
অপারেটরদের সহযোগী নিয়ম,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
সহযোগী অপারেশন,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
সাহচর্য,ಒಡನಾಟ
ধরে নেওয়া গড়,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
অনুমান সম্ভাব্যতা বন্টন,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"কল্পনা করা, স্বীকার করা,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
জ্যোতিষশাস্ত্র,ಜ್ಯೋತಿಷ್ಯ
"মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
জ্যোতির্বিদ*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
জ্যোতির্বিদ্যা ঘড়ি,ಖಗೋಳ ಗಡಿಯಾರ
জ্যোতির্বিদ্যা,ಖಗೋಳಶಾಸ್ತ್ರ
অপ্রতিসম বক্ররেখা,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
অসমতা,ಅಸಿಮ್ಮೆಟ್ರಿ
অ্যাসিম্পোটিক,ಲಕ್ಷಣರಹಿತ
উত্তেজক,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
প্রগতিশীল অনুমানকারী,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
বিপরীতমুখী আচরণ,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
আক্রমনাত্মক বিতরণ ফাংশন,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
ঊর্ধ্বগামী বিস্তার,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
বায়ুমণ্ডলীয় চাপ,ವಾತಾವರಣದ ಒತ್ತಡ
"এলোমেলোভাবে,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
সম্পত্তি*,ಆಸ್ತಿ*
অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
অগমেন্টেড ম্যাট্রিক্স,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্বয়ংক্রিয় সম্পর্ক সহগ,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
স্বয়ংক্রিয় সম্পর্ক ফাংশন,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
সহবাস,ಸಹವರ್ತಿತ್ವ
স্বয়ংক্রিয় কম্পিউটার,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
অটোরিগ্রেশন,ಸ್ವಯಂ ಹಿನ್ನಡೆ
সহায়ক সমীকরণ,ಸಹಾಯಕ ಸಮೀಕರಣ
গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"axiom, axiom","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
স্বতঃসিদ্ধ পদ্ধতি,ಮೂಲತತ್ವ ವಿಧಾನ
সম্ভাব্যতা স্বতঃসিদ্ধ,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
অক্ষ,ಅಕ್ಷರೇಖೆ
ভুজক্ষ,ಭುಜಾಕ್ಷ
পৃথিবী অক্ষ,ಭೂಮಿಯ ಅಕ್ಷ
ঘূর্ণন অক্ষ,ತಿರುಗುವ ಅಕ್ಷ
ঘূর্ণন অক্ষ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
স্পিন অক্ষ,ಸ್ಪಿನ್ ಅಕ್ಷ
পোস্ট প্রতিস্থাপন,ಪೋಸ್ಟ್ ಬದಲಿ
পরে,ನಂತರ
ফিরে সন্নিবেশ সূত্র,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
সুষম নকশা,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
ব্যালেন্স শীট,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
মিসাইল,ಕ್ಷಿಪಣಿ
"ব্যালিস্টিক, অস্ত্র","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
ভিত্তি কোণ,ಮೂಲ ಕೋನ
"লগারিদমের ভিত্তি, লগারিদমের ভিত্তি","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"মৌলিক, মৌলিক,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
ভিত্তি সুসংগত সমাধান,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
ভিত্তি সমাধান,ಮೂಲ ಪರಿಹಾರ
ভিত্তি পরিবর্তনশীল,ಮೂಲ ವೇರಿಯಬಲ್
ভিত্তি,ಬೇಸ್
ভিত্তি উপাদান,ಮೂಲ ಅಂಶ
বেস ম্যাট্রিক্স,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ভেক্টর স্থানের ভিত্তি,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
উপ-জনসংখ্যা ভিত্তিতে,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
নীতিহীন,ನಿರ್ಲಜ್ಜ
বেজ-রুল,ಬೆಜ್-ನಿಯಮ
bez-তত্ত্ব,ಬೆಜ್-ಪ್ರಮೇಯ
bernoulli-বন্টন,ಬರ್ನೌಲಿ-ವಿತರಣೆ
বার্নোলি সংখ্যা,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
Bernoulli সম্ভাব্যতা ফাংশন,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
বার্নোলি-সমীকরণ,ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ
বেরি ফাংশন,ಬೆರ್ರಿ ಕಾರ್ಯ
সেরা আনুগত্য,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
সেরা আনুগত্য লাইন,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ
সেরা সমাধান,ಉತ್ತಮ ಪರಿಹಾರ
সেরা টিপস,ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು
বিটা বিতরণ,ಬೀಟಾ ವಿತರಣೆ
"পক্ষপাত, পক্ষপাত","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
পক্ষপাতমূলক মূল্যায়ন,ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ
দ্বিপদ সমীকরণ,ದ್ವಿಪದ ಸಮೀಕರಣ
একক আবরণ,ಒಂದೇ ಕವರ್
একক কভার মানচিত্র,ಒಂದೇ ಕವರ್ ನಕ್ಷೆ
একক কভার ম্যাপিং,ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್
দ্বিঘাত দ্বিঘাত,ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ
বাইলিনিয়ার ফাংশন,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ
"দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত","ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್"
"বাইনারি কোড, বাইনারি কোড","ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್"
"বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক","ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ"
বাইনারি এনকোডিং,ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್
বাইনারি কম্পিউটার,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
বাইনারি সংখ্যা,ಬೈನರಿ ಸಂಖ್ಯೆಗಳು
বাইনারি অপারেশন,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
বাইনারি পদ্ধতি,ಬೈನರಿ ವಿಧಾನ
বাইনারি পরিবর্তনশীল,ಬೈನರಿ ವೇರಿಯಬಲ್
দ্বিপদ সহগ,ದ್ವಿಪದ ಗುಣಾಂಕ
দ্বিপদ ডিস্ট্রিবিউশন,ದ್ವಿಪದ ವಿತರಣೆ
দ্বিপদ সমীকরণ,ದ್ವಿಪದ ಸಮೀಕರಣ
দ্বিপদ প্রকরণ,ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ
দ্বিপদ অভিব্যক্তি,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
দ্বিপদী র্যান্ডম পরিবর্তনশীল,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
দ্বিপদ উপপাদ্য,ದ್ವಿಪದ ಪ್ರಮೇಯ
"অর্ধেক, বিভাজন","ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ"
"দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি","ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ"
অর্ধেক দ্বিখণ্ডক,ಅರ್ಧ ದ್ವಿಭಾಜಕ
দ্বিপদ,"ದ್ವಿಪದ, ದ್ವಿಪದ"
"Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক","ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್"
দ্বিপদ দ্বিপদী বন্টন দ্বিপদ,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ
দ্বিভারী পারস্পরিক সম্পর্ক সহগ,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
দ্বিমুখী বন্টন,ದ್ವಿಗುಣ ವಿತರಣೆ
bivariate স্বাভাবিক-বন্টন,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ
bivector,ಬೈವೆಕ್ಟರ್
বোল্টম্যান সমীকরণ,ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ
বুলিয়ান বীজগণিত*,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*
বোস-আইনস্টাইন পরিসংখ্যান,ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
সীমাবদ্ধতা সীমাবদ্ধতা,ಮಿತಿ ನಿರ್ಬಂಧಗಳು
সীমানা স্তর,ಗಡಿ ಮಟ್ಟ
সীমান,ಗಡಿ ರೇಖೆ
সীমা মান,ಮಿತಿ ಮೌಲ್ಯ
সীমানা মান সমস্যা,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
"আবদ্ধ ফাংশন আবদ্ধ ফল,",ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು
