Kannada,Marathi
ಪ್ರವೇಶ ಸ್ಕ್ಯಾನಿಂಗ್,प्रवेश स्कॅनिंग
ಬಿಡಿಭಾಗಗಳು,उपकरणे
ಲೆಕ್ಕಪತ್ರ,लेखा
"1. ಖಾತೆ ಐಡಿ, 2. ಲೆಕ್ಕಪತ್ರ ಗುರುತಿಸುವಿಕೆ","1. खाते आयडी, 2. लेखा ओळख"
ಸಂಚಯಕ,संचयक
"1. ನಿಖರತೆ, 2. ನಿಖರತೆ","1. अचूकता, 2. अचूकता"
ಪ್ರವೇಶ,प्रवेश
ಪ್ರವೇಶ ನಿಯಂತ್ರಣ ಬೈಟ್‌ಗಳು,प्रवेश नियंत्रण बाइट्स
ಪ್ರವೇಶ ಸೂಚಕ,प्रवेश सूचक
ಪ್ರವೇಶ ಕೀ,प्रवेश की
"1. ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್","1. प्रवेश मॅट्रिक्स, 2. प्रवेश मॅट्रिक्स"
ಪ್ರವೇಶ ಮೋಡ್,प्रवेश मोड
ಪ್ರವೇಶ ಸವಲತ್ತುಗಳು,प्रवेश विशेषाधिकार
ಪ್ರವೇಶ ಭದ್ರತೆ,प्रवेश सुरक्षा
"1. ಪ್ರವೇಶ ಸರ್ವರ್, 2. ಪ್ರವೇಶ ಸರ್ವರ್","1. ऍक्सेस सर्व्हर, 2. प्रवेश सर्व्हर"
ಪ್ರವೇಶ ಸಮಯ,प्रवेश वेळ
ಸ್ವೀಕೃತಿ,पोचपावती
ಅಕೌಸ್ಟಿಕ್ಸ್,ध्वनीशास्त्र
"1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ","1. संक्षेप, 2. संक्षेप, 3. पासून लहान"
ಕ್ರಿಯೆಯ ಸಂದೇಶ,क्रिया संदेश
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,सक्रियकरण
ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ,सक्रिय सर्व्हर पृष्ठ
ಸಕ್ರಿಯ ಆವೃತ್ತಿ,सक्रिय आवृत्ती
ಅಸೈಕ್ಲಿಕ್,अॅसायक्लिक
"1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್","1. अॅसायक्लिक आलेख, 2. अॅसायक्लिक आलेख"
ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,अडा संगणक भाषा
"1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್","1. ऑप्टिमायझर, 2. अनुकूलक"
ಒಟ್ಟು),बेरीज करण्यासाठी)
ಮೊತ್ತದ ಕಡತ,बेरीज फाइल
"1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ","1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन"
ಸೇರಿಸುವವನು,जोडणारा
ಗೊತ್ತು,जाणून घ्या
ವಿಳಾಸ ಬಸ್,पत्ता बस
ವಿಳಾಸ ಫೈಲ್,पत्ता फाइल
ವಿಳಾಸ ಸ್ವರೂಪ,पत्त्याचे स्वरूप
ವಿಳಾಸ ಜನರೇಟರ್,पत्ता जनरेटर
ವಿಳಾಸ ಸಾಲು,पत्ता ओळ
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,पत्ता मॅपिंग
ವಿಳಾಸ ಸೂಚಕ,पत्ता सूचक
ವಿಳಾಸ ರಿಜಿಸ್ಟರ್,पत्ता नोंदवही
ವಿಳಾಸ ಸ್ಥಗಿತ,पत्ता ब्रेकडाउन
ವಿಳಾಸ ಅನುವಾದ,पत्ता अनुवाद
"1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ","1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी"
ಉದ್ದೇಶಿಸಿ,संबोधित
"1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ","1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष"
ಬಾಂಧವ್ಯ,संलग्नक
"1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ","1. व्यवस्थापन, 2. नियंत्रण"
"1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ","1. व्यवस्थापक, 2. नियंत्रक"
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,adobe acrobat
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,अडोब फोटोशाॅप
ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್),ABAP (प्रगत व्यवसाय प्रोग्रामिंग)
"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ","1. प्रगत डेटा, 2. प्रगत डेटा"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,प्रगत माहिती प्रणाली
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),प्रगत तंत्रज्ञान (AT)
ಕ್ರಮ,क्रिया
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,एकत्रीकरण
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,एअरबोर्न संगणक प्रणाली
ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್,aldus page-make
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,अलर्ट बॉक्स
ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),अल्गोल (संगणक भाषा)
"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್","1. अल्गोरिदम, 2. अल्गोरिदम"
"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ","1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,अल्गोरिदम कार्यक्षमता
"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ","1. इलियास, 2. टोपणनाव, 3. उर्फ"
ಜೋಡಣೆ,संरेखन
"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ","1. वाटप, 2. वाटप"
"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ","1. वर्णमाला, 2. अक्षर क्रमानुसार"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,अल्फान्यूमेरिक
"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್ ,2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್","1. अल्फान्यूमेरिक कीबोर्ड, 2. अल्फान्यूमेरिक कीबोर्ड"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ),अल्फा-चाचणी (पहिली स्तर चाचणी)
"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ","1. अल्फा आवृत्ती, 2. अल्फा फॉर्म"
ಆಲ್ಟ್ ಕೀ,alt की
ಅಲ್ಟಾವಿಸ್ತಾ,altavista
ಬಹುತ್ವ,बहुविधता
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,अस्पष्ट व्याकरण
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್","1. समानार्थी, 2. अॅनालॉग"
"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,अॅनालॉग ते डिजिटल कन्व्हर्टर
ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್,एंड सर्किट
ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್,शेवटचे गेट आणि गेट
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),आणि ऑपरेशन नाही (वगळणे)
"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ","1. अॅनिमेशन, 2. कंपन"
ಸೂಚನೆ,नोंद
ಅಸಂಗತತೆ,विसंगती
ಹಿಂದಿನ,मागील
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,आगाऊ पेजिंग
ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ,काउंटर-सिमेट्रिक
ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ,अँटीव्हायरल प्रोग्राम
"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್","1. ऍपलेट, 2. अर्ज"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,अनुप्रयोग विकसक
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुप्रयोग प्रोग्रामिंग
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,अनुप्रयोग सॉफ्टवेअर
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,अनुप्रयोग भाषा
ಅಂದಾಜು ತತ್ವ,अंदाजे तत्त्व
ರಚನೆ,रचना
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,फील्ड हस्तांतरण
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,अंकगणित तपासणी
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,अंकगणित स्थिरांक
ಅಂಕಗಣಿತದ ಡೇಟಾ,अंकगणित डेटा
ಅಂಕಗಣಿತದ ಸೂಚನೆ,अंकगणित सूचना
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA ನೆಟ್ (RPNet),ARPA नेट (RPNet)
ಶ್ರೇಣಿ,रचना
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
ಅರೇ ಕಂಪ್ಯೂಟರ್,अॅरे संगणक
ರಚನೆಯ ಅಂಶ,अॅरे घटक
ರಚನೆಯ ಹೆಸರು,अॅरे नाव
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,अॅरे प्रोसेसर
ಬಾಣದ ಕೀಲಿ,बाण की
ಒಪ್ಪಂದ,करार
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,जंक्शन पॉइंट
ಕೃತಕ ಸಂಕೋಚನ,कृत्रिम कॉम्पॅक्शन
ಕೃತಕ ನಿಯಂತ್ರಣ,कृत्रिम नियंत्रण
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,कृत्रिम भावना
ಆರೋಹಣ,माउंट
ಆರೋಹಣ ರೀತಿಯ,चढत्या क्रमवारी
ascii ವರ್ಣಮಾಲೆ,ascii वर्णमाला
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,ascii नियंत्रण चिन्ह
ascii ಫೈಲ್,ascii फाइल
ascii ಫಾಂಟ್,ascii फॉन्ट
ASCII ವರ್ಗಾವಣೆ,ASCII हस्तांतरण
ಆಕಾರ ಅನುಪಾತ,प्रसर गुणोत्तर
"1. ಆಸ್ಪಿ, 2. ASPI","1. एस्पी, 2. एएसपीआय"
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,ए एस आर कलाड
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ","1. असेंबलर, 2. स्मरणपत्र"
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ","1. एकत्र करणे, 2. आठवण"
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
ನಿರ್ಣಯ,निर्धार
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ","1. निर्दिष्ट कार्य, 2. वाटप"
ಒಡನಾಟ,सहवास
ಸಹಾಯಕ ವಿಳಾಸ,सहयोगी पत्ता
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),तारका (* चिन्ह)
ಅಸಮ್ಮಿತ,असममित
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ","1. असिंक्रोनस, 2. असिंक्रोनस"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,असिंक्रोनस हस्तांतरण
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. ಪರಮಾಣು, 2. ಪರಮನ್","1. अणू, 2. परमान"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,संलग्न दस्तऐवज
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ","1. संलग्नक, 2. संलग्न"
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ","1. गुणधर्म, 2. खासियत"
ಶ್ರವ್ಯ,ऐकण्यायोग्य
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
ಖಾತೆ ಪರಿಶೀಲನೆ,खाते सत्यापन
ಪ್ರಚಾರ,जाहिरात
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,प्रमाणन प्रोटोकॉल
ಲೇಖಕರ ವಿಧಾನ,लेखन पद्धत
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
ಸ್ವಯಂ ಅಮೂರ್ತ,स्वयं गोषवारा
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್","1. ऑटो बूटिंग, 2. स्वत: बूट"
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),ऑटोकॅड (संगणक भाषा)
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,ऑटो लॉग-ऑन
ಸ್ವಯಂಚಾಲಿತ,स्वयंचलित
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ऑटोमेटा सिद्धांत
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,स्वयंचलित गणना
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,स्वयंचलित डेटा प्रक्रिया
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,स्वयंचलित त्रुटी सुधारणा
ಸ್ವಯಂ ಕಾರ್ಯ,स्वयं कार्य
"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ,स्वयं-संग्रह कॉल
"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
ಸ್ವಯಂ ದಿನಚರಿ,स्वयं दिनचर्या
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ऑटोमेशन
"1. ಸ್ವಯಂಪ್ಲೇ , 2. ಆಟೋ ನಡಿಗೆ","1. ऑटोप्ले, 2. ऑटो चालणे"
ಗಾಯನ,स्वर
ಸಹಾಯಕ,सहाय्यक
ಸಹಾಯಕ ಸ್ಮರಣೆ,सहाय्यक मेमरी
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,सहायक स्टोरेज
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,उपलब्ध यादी
ಲಭ್ಯವಿರುವ ಸಮಯ,उपलब्ध वेळ
ಸರಾಸರಿ,सरासरी
AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ),AWK (संगणक कमांड)
ನಂತರ,नंतर
ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್,पोस्ट प्रोसेसर
ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ,पोस्टरियर फंक्शन हटवणे
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,पार्श्वभूमी प्रक्रिया
ಪೂರಕ ಅಂಗಡಿಗಳು,सहायक स्टोअर्स
ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್,बॅक पॅचिंग
"1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್","1. पश्चिम, 2. बॅकस्पेस"
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,बॅकट्रॅकिंग
"1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ","1. पूरक स्मृती, 2. बॅकअप मेमरी"
ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ,परत त्रुटी सुधारणा
(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,(उत्पन्न-खर्च) ताळेबंद
ಬ್ಯಾಂಡೇಜ್,मलमपट्टी
"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,बँकरचा अल्गोरिदम
"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್","1. बार कोड, 2. बार कोड"
ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,बारकोड स्कॅनर
ಬಾರ್ ಗ್ರಾಫ್,बार आलेख
ಮೂಲ ವಿಳಾಸ,मूळ पत्ता
ಬೇಸ್ ಬ್ಯಾಂಡ್,बेस बँड
ಆಧಾರ್ ಸಂಖ್ಯೆ,आधार क्रमांक
ಬೇಸ್ ಟೇಬಲ್,बेस टेबल
ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),बेसिक (संगणक भाषा)
"1. ಮೂಲ ನಿಯಂತ್ರಣ , 2. ಮೂಲ ನಿಯಂತ್ರಣ","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
ಮೂಲ ಸೂಚನೆ,मूलभूत सूचना
ಮೂಲ ಸಮಸ್ಯೆ,मूळ समस्या
ಮೂಲ ಹಂತ,मूलभूत टप्पा
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ","1. बॅच, 2. गट, 3. आपत्ती"
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್","1. बॅच फाइल, 2. बॅच फाइल"
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,बॅच स्थिती
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड दर
ಕಿರಣದ ಕಿರಣ,तुळई तुळई
