Bengali,Marathi
"1. আদ্যক্ষর, 2. সংক্ষিপ্ত রূপ, 3. থেকে সংক্ষিপ্ত","1. संक्षेप, 2. संक्षेप, 3. पासून लहान"
কর্ম বার্তা,क्रिया संदेश
সক্রিয়করণ,सक्रियकरण
সক্রিয় সার্ভার পৃষ্ঠা,सक्रिय सर्व्हर पृष्ठ
সক্রিয় সংস্করণ,सक्रिय आवृत्ती
অ্যাসাইক্লিক,अॅसायक्लिक
"1. অ্যাসাইক্লিক গ্রাফ, 2. অ্যাসাইক্লিক গ্রাফ","1. अॅसायक्लिक आलेख, 2. अॅसायक्लिक आलेख"
অ্যাডা কম্পিউটার ল্যাঙ্গুয়েজ,अडा संगणक भाषा
"1. অপ্টিমাইজার, 2. অপ্টিমাইজার","1. ऑप्टिमायझर, 2. अनुकूलक"
যোগ করা),बेरीज करण्यासाठी)
সমষ্টি ফাইল,बेरीज फाइल
"1. সংযোজন অপারেশন, 2. যোগফল অপারেশন","1. अॅडिशन ऑपरेशन, 2. बेरीज ऑपरेशन"
যোগকারী,जोडणारा
জানি,जाणून घ्या
ঠিকানা বাস,पत्ता बस
ঠিকানা ফাইল,पत्ता फाइल
ঠিকানা বিন্যাস,पत्त्याचे स्वरूप
ঠিকানা জেনারেটর,पत्ता जनरेटर
ঠিকানা লাইন,पत्ता ओळ
ঠিকানা ম্যাপিং,पत्ता मॅपिंग
ঠিকানা নির্দেশক,पत्ता सूचक
ঠিকানা রেজিস্টার,पत्ता नोंदवही
ঠিকানা ভাঙ্গন,पत्ता ब्रेकडाउन
ঠিকানা অনুবাদ,पत्ता अनुवाद
"1. ঠিকানাযোগ্য স্মৃতি, 2. ঠিকানাযোগ্য মেমরি","1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी"
সম্বোধন,संबोधित
"1. পর্যাপ্ততার মানদণ্ড, 2. পর্যাপ্ততার মানদণ্ড","1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष"
সংযুক্তি,संलग्नक
"1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ","1. व्यवस्थापन, 2. नियंत्रण"
"1. ম্যানেজার, 2. নিয়ামক","1. व्यवस्थापक, 2. नियंत्रक"
অ্যাডোবি অ্যাক্রোব্যাট,adobe acrobat
অ্যাডোবি ফটোশপ,अडोब फोटोशाॅप
ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং),ABAP (प्रगत व्यवसाय प्रोग्रामिंग)
"1. উন্নত তথ্য, 2. উন্নত তথ্য","1. प्रगत डेटा, 2. प्रगत डेटा"
উন্নত তথ্য সিস্টেম,प्रगत माहिती प्रणाली
উন্নত প্রযুক্তি (AT),प्रगत तंत्रज्ञान (AT)
কর্ম,क्रिया
সমষ্টি,एकत्रीकरण
বায়ুবাহিত কম্পিউটার সিস্টেম,एअरबोर्न संगणक प्रणाली
aldus পৃষ্ঠা তৈরি,aldus page-make
সতর্কতা বাক্স,अलर्ट बॉक्स
আলগোল (কম্পিউটার ভাষা),अल्गोल (संगणक भाषा)
"1. অ্যালগরিদম, 2. অ্যালগরিদম","1. अल्गोरिदम, 2. अल्गोरिदम"
"1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ","1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण"
অ্যালগরিদম দক্ষতা,अल्गोरिदम कार्यक्षमता
"1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে","1. इलियास, 2. टोपणनाव, 3. उर्फ"
প্রান্তিককরণ,संरेखन
"1. বরাদ্দ, 2. বরাদ্দ","1. वाटप, 2. वाटप"
"1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে","1. वर्णमाला, 2. अक्षर क्रमानुसार"
আলফানিউমেরিক,अल्फान्यूमेरिक
"1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড","1. अल्फान्यूमेरिक कीबोर्ड, 2. अल्फान्यूमेरिक कीबोर्ड"
আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা),अल्फा-चाचणी (पहिली स्तर चाचणी)
"1. আলফা সংস্করণ, 2। আলফা ফর্ম","1. अल्फा आवृत्ती, 2. अल्फा फॉर्म"
alt কী,alt की
আলতাভিস্তা,altavista
বহুগুণ,बहुविधता
অস্পষ্ট ব্যাকরণ,अस्पष्ट व्याकरण
আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
আমেরিকান স্ট্যান্ডার্ড কাট (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. সাদৃশ্যপূর্ণ, 2. এনালগ","1. समानार्थी, 2. अॅनालॉग"
"1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
এনালগ থেকে ডিজিটাল কনভার্টার,अॅनालॉग ते डिजिटल कन्व्हर्टर
শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
শেষ সার্কিট,एंड सर्किट
শেষ গেট এবং গেট,शेवटचे गेट आणि गेट
শেষ নয় অপারেশন (বর্জন),आणि ऑपरेशन नाही (वगळणे)
"1. অ্যানিমেশন, 2. কম্পন","1. अॅनिमेशन, 2. कंपन"
বিঃদ্রঃ,नोंद
অসঙ্গতি,विसंगती
আগে,मागील
প্রত্যাশিত পেজিং,आगाऊ पेजिंग
কাউন্টার-সিমেট্রিক,काउंटर-सिमेट्रिक
অ্যান্টিভাইরাল প্রোগ্রাম,अँटीव्हायरल प्रोग्राम
"1. অ্যাপলেট, 2। আবেদন","1. ऍपलेट, 2. अर्ज"
অ্যাপ্লিকেশন ডেভেলপার,अनुप्रयोग विकसक
অ্যাপ্লিকেশন প্রোগ্রামিং,अनुप्रयोग प्रोग्रामिंग
"1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
অ্যাপ্লিকেশন সফ্টওয়্যার,अनुप्रयोग सॉफ्टवेअर
অ্যাপ্লিকেশন ভাষা,अनुप्रयोग भाषा
আনুমানিক নীতি,अंदाजे तत्त्व
গঠন,रचना
ক্ষেত্র স্থানান্তর,फील्ड हस्तांतरण
"1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
পাটিগণিত পরীক্ষা,अंकगणित तपासणी
গাণিতিক ধ্রুবক,अंकगणित स्थिरांक
গাণিতিক তথ্য,अंकगणित डेटा
গাণিতিক নির্দেশ,अंकगणित सूचना
গাণিতিক ও লজিক্যাল ইউনিট (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA নেট (RPNet),ARPA नेट (RPNet)
অ্যারে,रचना
"1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
অ্যারে কম্পিউটার,अॅरे संगणक
অ্যারে উপাদান,अॅरे घटक
অ্যারের নাম,अॅरे नाव
অ্যারে প্রসেসর,अॅरे प्रोसेसर
তীর কী,बाण की
সন্ধি,करार
সংযোগ বিন্দু,जंक्शन पॉइंट
কৃত্রিম কম্প্যাকশন,कृत्रिम कॉम्पॅक्शन
কৃত্রিম নিয়ন্ত্রণ,कृत्रिम नियंत्रण
কৃত্রিম অনুভূতি,कृत्रिम भावना
মাউন্ট,माउंट
আরোহী সাজানোর,चढत्या क्रमवारी
ascii বর্ণমালা,ascii वर्णमाला
ascii নিয়ন্ত্রণ প্রতীক,ascii नियंत्रण चिन्ह
ascii ফাইল,ascii फाइल
ascii ফন্ট,ascii फॉन्ट
ASCII স্থানান্তর,ASCII हस्तांतरण
আনুমানিক অনুপাত,प्रसर गुणोत्तर
"1. Aspy, 2. এএসপিআই","1. एस्पी, 2. एएसपीआय"
এ এস আর কালাদ,ए एस आर कलाड
"1. স্মরণ, 2. সমাবেশ, 3. জড় করা","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. অ্যাসেম্বলার, 2. অনুস্মারক","1. असेंबलर, 2. स्मरणपत्र"
"1. সমাবেশ, 2. স্মরণ","1. एकत्र करणे, 2. आठवण"
"1. মুখস্থ ভাষা, 2. একত্রিত ভাষা","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
সংকল্প,निर्धार
"1. নির্দিষ্ট কাজ, 2. বরাদ্দ","1. निर्दिष्ट कार्य, 2. वाटप"
সাহচর্য,सहवास
সহযোগী ঠিকানা,सहयोगी पत्ता
"1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
তারকাচিহ্ন (* চিহ্ন),तारका (* चिन्ह)
অপ্রতিসম,असममित
"1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস","1. असिंक्रोनस, 2. असिंक्रोनस"
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,असिंक्रोनस हस्तांतरण
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. পরমাণু, 2. পরমণ","1. अणू, 2. परमान"
সংযুক্ত নথি,संलग्न दस्तऐवज
"1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. ঘের, 2. সম্বন্ধযুক্ত","1. संलग्नक, 2. संलग्न"
"1. বৈশিষ্ট্য, 2. বিশেষত্ব","1. गुणधर्म, 2. खासियत"
শ্রবণযোগ্য,ऐकण्यायोग्य
"1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
অ্যাকাউন্ট পরীক্ষা,खाते सत्यापन
পদোন্নতি,जाहिरात
সার্টিফিকেশন প্রোটোকল,प्रमाणन प्रोटोकॉल
রচনা পদ্ধতি,लेखन पद्धत
"1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
স্বয়ংক্রিয় বিমূর্ত,स्वयं गोषवारा
"1. অটো বুটিং, 2. স্ব বুট","1. ऑटो बूटिंग, 2. स्वत: बूट"
অটোক্যাড (একটি কম্পিউটার ভাষা),ऑटोकॅड (संगणक भाषा)
স্বয়ংক্রিয় লগ-অন,ऑटो लॉग-ऑन
স্বয়ংক্রিয়,स्वयंचलित
স্বয়ংক্রিয় তত্ত্ব,ऑटोमेटा सिद्धांत
স্বয়ংক্রিয় গণনা,स्वयंचलित गणना
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,स्वयंचलित डेटा प्रक्रिया
স্বয়ংক্রিয় ত্রুটি সংশোধন,स्वयंचलित त्रुटी सुधारणा
স্বয়ংক্রিয় ফাংশন,स्वयं कार्य
"1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
স্বয়ংক্রিয় সংগ্রহ কল,स्वयं-संग्रह कॉल
"1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
স্বয়ংক্রিয় রুটিন,स्वयं दिनचर्या
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
অটোমেশন,ऑटोमेशन
"1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা","1. ऑटोप्ले, 2. ऑटो चालणे"
কণ্ঠস্বর,स्वर
সহকারী,सहाय्यक
অক্জিলিয়ারী মেমরি,सहाय्यक मेमरी
অক্জিলিয়ারী স্টোরেজ,सहायक स्टोरेज
প্রাপ্তিসাধ্য তালিকা,उपलब्ध यादी
উপলব্ধ সময়,उपलब्ध वेळ
গড়,सरासरी
AWK (একটি কম্পিউটার কমান্ড),AWK (संगणक कमांड)
পরে,नंतर
পোস্ট প্রসেসর,पोस्ट प्रोसेसर
পোস্টেরিয়র ফাংশন মুছে ফেলা,पोस्टरियर फंक्शन हटवणे
পটভূমি প্রক্রিয়াকরণ,पार्श्वभूमी प्रक्रिया
আনুষঙ্গিক দোকান,सहायक स्टोअर्स
ব্যাক প্যাচিং,बॅक पॅचिंग
"1. পশ্চিম, 2. ব্যাকস্পেস","1. पश्चिम, 2. बॅकस्पेस"
ব্যাকট্র্যাকিং,बॅकट्रॅकिंग
"1. ব্যাক আপ, 2. প্রতিদান","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি","1. पूरक स्मृती, 2. बॅकअप मेमरी"
পিছনে ত্রুটি সংশোধন,परत त्रुटी सुधारणा
(আয়-ব্যয়) ব্যালেন্স শীট,(उत्पन्न-खर्च) ताळेबंद
ব্যান্ডেজ,मलमपट्टी
"1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
ব্যাংকারের অ্যালগরিদম,बँकरचा अल्गोरिदम
"1. বার কোড, 2. বার কোড","1. बार कोड, 2. बार कोड"
বারকোড স্ক্যানার,बारकोड स्कॅनर
বার গ্রাফ,बार आलेख
ভিত্তি ঠিকানা,मूळ पत्ता
বেস ব্যান্ড,बेस बँड
আধার নম্বর,आधार क्रमांक
ভিত্তি টেবিল,बेस टेबल
বেসিক (একটি কম্পিউটার ভাষা),बेसिक (संगणक भाषा)
"1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
মৌলিক নির্দেশ,मूलभूत सूचना
ভিত্তি সমস্যা,मूळ समस्या
মৌলিক পর্যায়,मूलभूत टप्पा
"1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়","1. बॅच, 2. गट, 3. आपत्ती"
"1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল","1. बॅच फाइल, 2. बॅच फाइल"
ব্যাচ অবস্থা,बॅच स्थिती
"1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
বউড,बॉड
বড হার,बॉड दर
মরীচি মরীচি,तुळई तुळई
"1. নির্দেশিকা, 2. ব্যাচ চিহ্ন","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
দ্বিমুখী যোগাযোগ,द्विदिश संप्रेषण
সরাসরি লিঙ্ক,थेट दुवा
বাইনারি কোড,बायनरी कोड
বাইনারি সংখ্যা,बायनरी अंक
বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
বাইনারি সংখ্যা,बायनरी संख्या
বাইনারি অপারেটর,बायनरी ऑपरेटर
বাইনারি সম্পর্ক,बायनरी संबंध
বাইনারি অনুসন্ধান,बायनरी शोध
বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
বাইনারি গাছ,बायनरी झाड
"1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
"1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল","1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
জন্ম মৃত্যু প্রক্রিয়া,जन्म मृत्यू प्रक्रिया
"1. ডুয়েক, 2। বিট","1. ड्यूक, 2. बिट"
বিট দোষ,थोडा दोष
বিট মানচিত্র,बिट नकाशा
"1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)","1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
"1. বিট ম্যাট্রিক্স, 2. বিট টেবিল","1. बिट मॅट्रिक्स, 2. बिट टेबल"
বিট প্যাটার্ন,बिट नमुना
বিট অবস্থান,बिट स्थिती
"1. বিট রেট, 2. বিট হার","1. बिट रेट, 2. बिट दर"
চোখ বেঁধে পরীক্ষা,डोळ्यावर पट्टी चाचणी
শিমার,चमकणे
ব্লক,ब्लॉक
"1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি","1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
ব্লক প্রোব,ब्लॉक चौकशी
ভলিউম কপি,खंड प्रत
ব্লক ডায়াগ্রাম,ब्लॉक आकृती
"1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক","1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
বোর্ড,बोर्ड
পৃষ্ঠা মেমরি,पृष्ठ मेमरी
বুলিয়ান বীজগণিত,बुलियन बीजगणित
বুলিয়ান সম্পর্ক,बुलियन संबंध
বুট পার্টিশন,बूट विभाजन
বুট strapping,बूट strapping
1. বুটস্ট্র্যাপ লোডার,1.बूटस्ट्रॅप लोडर
"1.ব্রিজ, 2.ব্রিজ","1.ब्रिज, 2.ब्रिज"
ব্রডব্যান্ড নেটওয়ার্ক,ब्रॉडबँड नेटवर्क
সম্প্রচার,प्रसारण
রেডিও সম্প্রচার,रेडिओ प्रसारित करा
(নেট) ভিন্নতা,(नेट) भिन्नता
(net) vicar,(net) vicar
বি-ট্রু,बी-ट्रू
"1.বুদবুদ মেমরি, 2.বাবল মেমরি","1.बबल मेमरी, 2.बबल मेमरी"
বুদবুদ সাজানোর,बबल क्रमवारी
"1.বালতি, 2.বালতি","१ बादली, २ बादली"
"1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম","1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
বাজেট কার্যকর নিয়ন্ত্রণ,प्रभावी बजेट नियंत्रण
বাফার,बफर
ঘাটতি,उणीव
যথেষ্ট,पुरेसा
"1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)","1. अष्ट व्यंक, 2. बिट (आठ बिट)"
বাইট কোড,बाइट कोड
সি (কম্পিউটার ভাষা),सी (संगणक भाषा)
"1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)","१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
"1.নগদ, 2. দ্রুত, 3. দ্রুত","1.रोख, 2. जलद"
"1.ক্যাশ বাফার, 2.মেমরি বাফার","1.कॅशे बफर, 2.मेमरी बफर"
"1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি","1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी"
গণনা,गणना
"1.ক্যালকুলেটর, 2.ক্যালকুলেটর","1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर"
"1.ক্যালকুলেটর চিপ,2. ক্যালকুলেটর চিপ","1.कॅल्क्युलेटर चिप, 2. कॅल्क्युलेटर चिप"
আহ্বান করুন,आवाहन करा
নাম কল,नाव कॉल
রেফারেন্স কল,संदर्भ कॉल
সম্মান কল,सन्मान कॉल
পরিবর্তনশীল কল,व्हेरिएबल कॉल
আমন্ত্রণ গেট,आवाहन गेट
"1. বাতিল, 2. বাতিল","1. रद्द करा, 2. रद्द करा"
প্রত্যাহার বোতাম,रद्द करण्याचे बटण
"1. নির্ধারিত, 2. ক্যানোনিকাল","1. विहित, 2. विहित"
ক্যানোনিকাল ফর্ম,प्रामाणिक फॉर्म
ক্ষমতা,क्षमता
ক্ষমতা তালিকা,क्षमता यादी
"1. সক্ষমতা, 2. ধারণ","1. क्षमता, 2. धारण"
ক্যাপ লক কী,कॅप्स लॉक की
"1.কার্ড, 2. শীট","1.कार्ड, 2. पत्रक"
কার্ড পাঠক,कार्ड रीडर
বিশিষ্টতা,प्रमुखता
বাহক,वाहक
ক্যারিয়ার ব্যান্ড,वाहक बँड
ক্যারিয়ার লোড,वाहक लोड
ক্যারিয়ার সংকেত,वाहक सिग्नल
ক্যারিয়ার তরঙ্গ,वाहक लहर
অর্জন,साध्य केले
স্কোর অর্জিত,स्कोअर मिळवला
পতাকা অর্জন,ध्वज प्राप्त केला
"1.কারটিজ ডিস্ক, 2.কারটিজ ডিস্ক","1.काडतूस डिस्क, 2.काडतूस डिस्क"
"1. ক্যাসকেড, 2. ক্যাসকেড","1. धबधबा, 2. धबधबा"
মামলা,केस
ক্যাথোড-রে-টিউব (সিআরটি),कॅथोड-रे-ट्यूब (सीआरटी)
ক্যাথোড রে টিউব (CRT) ক্যাথোড রে টিউব,कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब
সিডি রম ডিস্ক ড্রাইভ,सीडी रोम डिस्क ड्राइव्ह
সেল,सेल
সেল অ্যানিমেশন,सेल अॅनिमेशन
মোবাইল ফোন,भ्रमणध्वनी
"1. কেন্দ্রীয় স্মৃতি, 2. কেন্দ্রীয় স্মৃতি","1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती"
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
কেন্দ্রীভূত ব্যবস্থা,केंद्रीकृत प्रणाली
প্রমাণীকৃত টেপ,प्रमाणित टेप
চেইন,साखळी
"1.সিরিজ ডেটা, 2.সিরিজ কন্টেন্ট","1.मालिका डेटा, 2.मालिका सामग्री"
চেইন লিঙ্ক,साखळी दुवा
চেইনিং,चेनिंग
"1.চ্যানেল, 2.চ্যানেল","1.चॅनेल, 2.चॅनेल"
"1.চ্যানেল ব্যস্ত টোন, 2.চ্যানেল ব্যস্ত টোন","1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन"
"1.চ্যানেল ক্ষমতা, 2.চ্যানেল ক্ষমতা","1.चॅनेल क्षमता, 2.चॅनेल क्षमता"
"1.চ্যানেল কন্ট্রোলার, 2.চ্যানেল কন্ট্রোলার","1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर"
"1. চ্যানেল ত্রুটি, 2. চ্যানেল ত্রুটি৷","1. चॅनल एरर, 2.चॅनल एरर"
"1.চ্যানেল প্রোগ্রাম, 2.চ্যানেল প্রোগ্রাম","1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम"
"1.চ্যানেল নির্ভরযোগ্যতা, 2.চ্যানেল নির্ভরযোগ্যতা","1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता"
"1.চ্যানেল সেট, 2.চ্যানেল সেট","1.चॅनेल सेट, 2.चॅनेल सेट"
