Assamese,Bengali
এঞ্জেলছ,এঞ্জেলাস
এঞ্জেভিন (=anjevin),অ্যাঞ্জেভিন (=এনজেভিন)
কোণ,কোণ
এংলিকান,অ্যাংলিকান
এংলিকান কমিউনিয়ন,অ্যাংলিকান কমিউনিয়ন
এংলিকানিজম,অ্যাংলিকানিজম
এংলো-ফ’ব,অ্যাংলো-ফোব
এংলো-ফ’বিয়া,অ্যাংলো-ফোবিয়া
এংলো-চেক্সন,অ্যাংলো-স্যাক্সন
এংলো-চেক্সনবাদ,অ্যাংলো-স্যাক্সোনিজম
এনালিষ্ট,অ্যানালিস্ট
এনালছ,ইতিহাস
সংলগ্নকৰণ,সংযোজন
এণ্টে-বেলাম,এন্টে-বেলাম
এণ্টে তাৰিখ,তারিখের আগে
কেৰাণীবাদ বিৰোধী,করণিকবাদ বিরোধী
কেৰাণী বিৰোধী আইন,অ্যান্টি-ক্লারিক্যাল আইন
প্ৰাচীনতা,প্রাচীনত্ব
ভাড়া বিৰোধী,ভাড়া বিরোধী
ভাড়া বিৰোধী,ভাড়া বিরোধী
চেমিটিজম বিৰোধী,সেমিটিজম বিরোধী
এঞ্জেক,আনজাক
এপেলা,আপেলা
আৰালু,আরালু
আৰ্ক বিচপ,আর্চ বিশপ
আৰ্ক ডাচি,আর্চ ডুচি
আৰ্ক ড্যুক,আর্চ ডিউক
আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ),আর্কিফ (= আর্কাইভাল সংগ্রহ)
আৰ্কিপিস্কোপেট,আর্কিপিস্কোপেট
অভিজাত শ্ৰেণী,আভিজাত্য
অভিজাত,অভিজাত
অভিজাত স্নোবৰী,আভিজাত্য স্নোবারি
এৰিষ্ট&#39;টেলিয়ান,এরিস্টটলীয়
আৰ্মাডা,আরমাডা
আৰ্মাডা (=স্পেনিছ আৰ্মাডা),আরমাদা (=স্প্যানিশ আরমাদা)
আৰ্মৰিষ্ট (=armourist),আর্মোরিস্ট (= আর্মারিস্ট)
কৱচ (=কৱচ),বর্ম (= বর্ম)
আৰ্মৰিষ্ট,আর্মারিস্ট
আৰ্য্য,আরিয়ান
আৰ্য্য,আরিয়ান
আস্কৰী,আসকারী
Assignat,বরাদ্দ
Assize,সহায়তা
Assize,সহায়তা
Assize,সহায়তা
এছাইজ অৱ আৰ্মছ এক্ট,অস্ত্র আইনের সহায়তা
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,ড্যারিন প্রেজেন্টমেন্টের সহায়তা
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা
নভেল ডিচেইচিনৰ এছাইজ,নভেল ডিসিসিনের অ্যাসাইজ
অত্যাচাৰ,নৃশংসতা
আক্ৰমণ,আক্রমণ
অলিক কাউন্সিল,অলিক কাউন্সিল
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),দেবীর কুঠার (=দেহী কুঠার)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ)
বেবিলন,ব্যাবিলন
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব)
বচনাল ভক্ত,বাচনাল ভক্ত
বাচনালিয়া,বাচনালিয়া
অবিবাহিত লোক,ব্যাচেলর
বাগদাদ চুক্তি,বাগদাদ চুক্তি
বাল্কন লীগ,বলকান লীগ
বাল্কন চুক্তি,বলকান চুক্তি
বাল্কন যুদ্ধ,বলকান যুদ্ধ
বাল্টিক চুক্তি,বাল্টিক চুক্তি
ডাকাত,দস্যু
বাণ্ডুং সন্মিলন,বান্দুং সম্মেলন
নিৰ্বাসন,নির্বাসন
বেনাৰ,ব্যানার
বৰ্বৰ,অসভ্য
বাৰ্বিকান,বারবিকান
বৰদলৈ সত্যাগ্ৰহ,বারদোলী সত্যাগ্রহ
বাৰ্ন বাৰ্নাৰ্ছ,শস্যাগার বার্নার্স
বেৰন,ব্যারন
বেৰনেজ,ব্যারোনেজ
বেৰনছ মেজৰ,ব্যারনস মেজরস
বেৰনেছ নাবালক,ব্যারোনস মাইনরস
বেৰনেছ,ব্যারনেস
বেৰনেট,ব্যারোনেট
বেৰনেটেজ,ব্যারোনেটেজ
বেৰনেটেজ,ব্যারোনেটেজ
বেৰনেটচি,ব্যারোনেটসি
বেৰনি,ব্যারনি
বেৰাকুন,ব্যারাকুন
বেৰাকুন,ব্যারাকুন
বেৰিকেড (=barricade),ব্যারিকেড (=ব্যারিকেড)
বেৰিকেড (=barricade),ব্যারিকেড (=ব্যারিকেড)
বেৰিকেড (=barricade),ব্যারিকেড (=ব্যারিকেড)
বেচ কেম্প,সেনাঘাঁটি
বেচিলিকা,ব্যাসিলিকা
বেচিলিকা,ব্যাসিলিকা
বাষ্টিলা,বাস্তিলা
বেষ্টিল,বাস্তিল
বেষ্টিল,বাস্তিল
বেটাৰি,ব্যাটারি
যুদ্ধ,যুদ্ধ
বাটলে-এৰে,ব্যাটলে-অ্যারে
যুদ্ধৰ চিঞৰ,যুদ্ধ কান্না
যুদ্ধৰ ডিন,যুদ্ধ দিন
যুদ্ধক্ষেত্ৰ,যুদ্ধক্ষেত্র
যুদ্ধ গীত,যুদ্ধের স্তব
স্পাৰ্ছৰ যুদ্ধ,স্পার্সের যুদ্ধ
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,স্ট্যান্ডার্ড যুদ্ধ
যুদ্ধজাহাজ,যুদ্ধজাহাজ
যুদ্ধজাহাজ-শক্তি,যুদ্ধজাহাজ-শক্তি
Bayeux টেপেষ্ট্ৰি,Bayeux ট্যাপেস্ট্রি
বিকন,বীকন
বিকন টাৱাৰ,বীকন টাওয়ার
বিভাৰ,বিভার
বিভাৰ,বিভার
সাগৰৰ ভিক্ষাৰী,সমুদ্রের ভিক্ষুক
বেলিকোজ,বেলিকোস
বেলিকোজ,বেলিকোস
বেলিকোজ,বেলিকোস
বেলিকোচিটি,বেলিকোসিটি
বেলোনা,বেলোনা
বেনিফিচ,উপকারিতা
ধৰ্মগুৰুসকলৰ লাভ,যাজকদের সুবিধা
বেনেলাক্স,বেনেলাক্স
বাৰ্লিন ডিক্রী,বার্লিন ডিক্রি
Berserker,বেসার
Besant (=বেজান্ট),বেসান্ট (=বেজেন্ট)
বেথেল,বেথেল
বিব্লিঅ&#39;লেটাৰ,বিবিলিওলেটর
গ্ৰন্থবিজ্ঞান,বিবিলিওলাট্রি
বিগ বাৰ্থা,বিগ বার্থা
কুসংস্কাৰ,বিগট
বিলেটিং,বিলেটিং
বিল অৱ এটেইণ্ডাৰ,অ্যাটেন্ডারের বিল
অধিকাৰৰ বিল,অধিকার বিল
জীৱনীকাৰ,জীবনীকার
জন্মৰ কাহিনী,জন্মের গল্প
বিভক,বিভাক
বিভক,বিভাক
বিভক,বিভাক
বিজোনিয়া,বিজোনিয়া
ক&#39;লা চৰাই চোৱা,কালো পাখি
ক&#39;লা পতাকা,কালো পতাকা
ব্লেক হোল,কৃষ্ণ গহ্বর
ব্লেক হোল,কৃষ্ণ গহ্বর
ক&#39;লা ভৰি (=scab),কালো পা (= স্ক্যাব)
ক&#39;লা চাৰ্ট,কালো শার্ট
ব্লেজন,ব্লাজন
ব্লেজন,ব্লাজন
ব্লেজনাৰী,ব্লাজনরি
ব্লেজনাৰী,ব্লাজনরি
ব্লিটজক্ৰিগ,Blitzkrieg
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
ব্লাডৱাইট,ব্লাডওয়াইট
ব্লাডি মেৰী,ব্লাডি মেরি
নীলা,নীল
নীলা তেজ,আভিজাত্য
নীলা কিতাপ,নীল বই
নীলা ফিতা,নীল পটি
নীলা ফিতা,নীল পটি
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ব্লুজ (=রয়্যাল হর্স গার্ড)
নীলা চাৰ্ট,নীল শার্ট
ব্লু ৱাটাৰ স্কুল,ব্লু ওয়াটার স্কুল
নিয়ন্ত্ৰণ ব’ৰ্ড,নিয়ন্ত্রণ বোর্ড
শৰীৰৰ কৱচ,শরীরবর্ম
ব&#39;ৰ,বোয়ার
লুটপাত,লুঠ
বৰো,বরো
Bouleuterion,বুলিউটেরিয়ন
বোৰ্বন,বোরবন
বক্সাৰ বিদ্ৰোহ,বক্সার বিদ্রোহ
ব্ৰেচ,বন্ধনী
ব্ৰাছাৰ্ড,ব্রাসার্ড
ব্ৰাছাৰ্ড,ব্রাসার্ড
ব্ৰেড কলনী,রুটি উপনিবেশ
ব্ৰেষ্ট প্লেট,ব্রেস্ট প্লেট
স্তনৰ কাম,স্তনের কাজ
ব্ৰেটৱাল্ডা,ব্রেটওয়াল্ডা
ব্ৰিগাণ্ড,ব্রিগ্যান্ড
ব্ৰিগেণ্ডেজ,ব্রিগ্যান্ডেজ
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,ব্রিটিশ কমনওয়েলথ অফ নেশনস
ব্ৰাউন চাৰ্ট (=নাজী),ব্রাউন শার্ট (=নাৎসি)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
বাফ,বাফ
বাফ,বাফ
বাফ-কোট,বাফ-কোট
বাফছ,বাফস
বুলে (=পৰিষদ),বুলে (= পরিষদ)
বাৰ্গেজ,বার্গেজ
বাৰ্জেছ,বার্গেস
বাইজেন্টাইন,বাইজেন্টাইন
বাইজেন্টাইন গীৰ্জা,বাইজেন্টাইন গির্জা
বাইজেন্টাইন সাম্ৰাজ্য,বাইজেন্টাইন সাম্রাজ্য
বাইজেন্টাইন যুগ,বাইজেন্টাইন যুগ
বাইজেন্টাইন ইতিহাসবিদ,বাইজেন্টাইন ইতিহাসবিদ
কেবাল,ক্যাবল
ছিজাৰীজম,সিজারিজম
খলিফা,খলিফা
কেলিগ্ৰাফাৰ,ক্যালিগ্রাফার
কেলিগ্ৰাফিষ্ট,ক্যালিগ্রাফিস্ট
কেলিগ্ৰাফী,ক্যালিগ্রাফি
কেলট্ৰপ,ক্যালট্রপ
সতীৰ্থতা,বন্ধুত্ব
কেমাৰিলা,ক্যামারিলা
কেমাৰিলা,ক্যামারিলা
কেমেলাকম,ক্যামেলাউকাম
ছদ্মবেশ,ছদ্মবেশ
অভিযান,প্রচারণা
কেম্প অনুগামী,শিবিরের অনুসারী
কেম্পো ছান্টো,ক্যাম্পো সান্টো
কেম্পাছ মাৰ্চিয়াছ,ক্যাম্পাস মার্টিয়াস
কেনেফোৰা,ক্যানেফোরা
কেংগু,ক্যাঙ্গু
কেননেড,কামান
কামানৰ ঘাঁহ,কামানের খাদ্যরুপে পরিগণিত মানুষ
কেনন,ক্যানন
কেনন আইন,ক্যানন আইন
কেন&#39;পাছৰ ডিক্রী,ক্যানোপাস ডিক্রি
কেনটিং আৰ্মছ,ক্যান্টিং অস্ত্র
বন্দী,বন্দী
বন্দী,বন্দী
কাৰ্ডিনেল,মৌলিক
কাৰ্ল,কার্ল
কেৰ&#39;লিঞ্জিয়ান বংশ,ক্যারোলিংজিয়ান রাজবংশ
কাৰ্থুছিয়ান পন্থা,কার্থুসিয়ান সম্প্রদায়
কাৰ্টোছা,কার্টোসা
কেষ্টেলিয়ান,কাস্টেলীয়
কেষ্টেলিয়ান,কাস্টেলীয়
জাতি ব্যৱস্থা,বর্ণপ্রথা
দুৰ্গ,দুর্গ
দুৰ্গ,দুর্গ
কেছল টাউন,দুর্গ শহর
কাষ্ট্ৰা,কাস্ত্রা
কাষ্ট্ৰা,কাস্ত্রা
কেথেড্ৰা,ক্যাথেড্রা
কেথেড্ৰেল,ক্যাথিড্রাল
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,ক্যাটো স্ট্রিট ষড়যন্ত্র
কৌডিলো,কাউডিলো
কেভেলিয়াৰ,অশ্বারোহী
কেভেলিয়াৰ,অশ্বারোহী
কেভেলিয়াৰ সংসদ,অশ্বারোহী সংসদ
আদুল্লামৰ গুহা,আদুল্লামের গুহা
গুহা চিত্ৰকলা,গুহাচিত্র
গুহা চিত্ৰকলা,গুহাচিত্র
চেণ্টুমভিৰ,সেন্টুমভির
চেঞ্চুৰিয়ান,সেঞ্চুরিয়ান
শতিকা,সেঞ্চুরি
চেইন আৰ্মৰ (=চেইন মেইল),চেইন আর্মার (= চেইন মেইল)
চান্ট্ৰী,চ্যানট্রি
চান্ট্ৰী,চ্যানট্রি
চ্যাপ কিতাপ,চ্যাপ বই
চেপলিন,চ্যাপলিন
অধ্যায়,অধ্যায়
দুৰ্ঘটনাৰ অধ্যায়,দুর্ঘটনার অধ্যায়
চাৰ্জ,চার্জ
চাৰ্জ ডি এফেয়াৰ্ছ,চার্জ ডি অ্যাফেয়ার্স
চাৰ্জ পাৰ্টিং,চার্জ বিভাজন
চাৰ্জাৰ,চার্জার
ৰথ,রথ
ৰথী,সারথি
ৰথী,সারথি
ৰথী,সারথি
চেৰিটি কিচেন,দাতব্য রান্নাঘর
চনদ,সনদ
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),চার্টিস্ট আন্দোলন (=চার্টিজম)
চাৰ্ট’ফাইলেচিয়াম,চার্টোফাইলাসিয়াম
চেট&#39;,Chateau
পোষ্ট চেক কৰক,চেক পোস্ট
ৰাসায়নিক যুদ্ধ,রাসায়নিক যুদ্ধ
চেষ্টাৰ,চেস্টার
প্ৰধান,প্রধান
মুখীয়াল,প্রধান
মুখীয়াল,প্রধান
মুখীয়াল,প্রধান
চিফন,শিফন
অশ্বাৰোহীতা,বীরত্ব
নিৰ্বাচিত লোকসকল,নির্বাচিত মানুষ
ক্ৰীছমোগ্ৰাফী,ক্রিসমোগ্রাফিয়ন
খ্ৰীষ্টান ধৰ্ম,খ্রিস্টধর্ম
খ্ৰীষ্টান যুগ,খ্রিস্টীয় যুগ
খ্ৰীষ্টান সমাজবাদ,খ্রিস্টান সমাজতন্ত্র
ক্ৰনিকল,ক্রনিকল
ক্ৰনিকলাৰ,ক্রনিকলার
ক্ৰাইজ চেৰ্চোনিজ,Chryse Chersonese
চিমেলিয়াম,সিমেলিয়াম
Cinquecento শৈলী,সিনকুয়েসেন্টো স্টাইল
প্ৰদক্ষিণ,পরিক্রমা
চিষ্টাৰচিয়ান সন্ন্যাসী,সিস্টারসিয়ান সন্ন্যাসী
দুৰ্গ,সিটাডেল
উদ্ধৃতি,উদ্ধৃতি
উদ্ধৃতি,উদ্ধৃতি
নাগৰিক অবাধ্যতা,আইন অমান্য
গৃহযুদ্ধ,গৃহযুদ্ধ
চিভিছ ৰোমানাছ,সিভিস রোমানাস
ধ্ৰুপদী যুগ,শাস্ত্রীয় বয়স
ক্লেফ্ট (=klepht),ক্লেফ্ট (=ক্লেফ্ট)
কেৰাণীবাদ,কেরানিবাদ
ক্লাৰুচ,ক্লারাচ
ক্লুনিয়াক আন্দোলন,ক্লুনিয়াক আন্দোলন
কোট কৱচ,কোট বর্ম
কোট অৱ আৰ্মছ,অস্ত্রের কোট
কোট অৱ আৰ্মছ,অস্ত্রের কোট
কোট অৱ আৰ্মছ,অস্ত্রের কোট
কোট অৱ মেইল,ডাকের কোট
কোহৰ্ট,সমদল
কমিটিয়া,কমিটিয়া
কমিটিয়া চেঞ্চুৰিয়াটা,Comitia Centuriata
কমিটিয়া কুৰিয়াটা,কমিটিয়া কুরিয়াটা
কমিটিয়া ট্ৰিবুটা,Comitia Tributa
স্মৃতিচাৰণ তোৰণ,স্মারক খিলান
স্মৃতিচাৰণ মুদ্ৰা,স্মারক মুদ্রা
স্মৃতিসৌধ,স্মারক সীলমোহর
সাধাৰণ ক্ষেত্ৰ,সাধারণ ক্ষেত্র
কমিউনাৰ্ড,কমুনার্ড
কনকৰ্ডেট,কনকর্ড্যাট
কনকৰ্ডেট,কনকর্ড্যাট
কণ্ডোটিয়েৰ,কনডোটিয়ের
নিশ্চিতকৰণ Cartarum,নিশ্চিতকরণ Cartarum
বিবাদ,দ্বন্দ্ব
মণ্ডলী,ধর্মসভা
বিজয়ী ৰাষ্ট্ৰ,বিজয়ী রাষ্ট্র
বিজয়ী,বিজয়ী
কনকিষ্টাডৰ,বিজয়ী
কনচিলিয়াম,কনসিলিয়াম
কনচিষ্টৰী,কনসিস্টরি
ষড়যন্ত্ৰ,ষড়যন্ত্র
ষড়যন্ত্ৰ,ষড়যন্ত্র
কনছুলেট,কনস্যুলেট
কনছুলেচন কিতাপ,কনসুলেশন বই
মহাদেশীয় ব্যৱস্থা,মহাদেশীয় ব্যবস্থা
অধিৱেশন সংসদ,কনভেনশন সংসদ
কপাৰহেড (=শান্তি গণতন্ত্ৰ),কপারহেডস (=শান্তি গণতন্ত্রী)
কপিহ&#39;ল্ড,কপিহোল্ড
ঘেৰাও কৰা,কর্ডনিং
কৰ&#39;না,করোনা
ৰাজ অভিষেক,রাজ্যাভিষেক
ৰাজ অভিষেক শিল,রাজ্যাভিষেক পাথর
কৰ্পাছ,কর্পাস
কৰ্চেয়াৰ,কর্সেয়ার
কৰ্চেয়াৰ,কর্সেয়ার
কৰ্চেট (=কোৰ্চলেট),কাঁচুলি (= কর্সেলেট)
কৰ্টেছ,কর্টেস
কোটাৰ (=cottier),কোটার (=কোটিয়ার)
কোটাৰ (=cottier),কোটার (=কোটিয়ার)
কাউন্ট পেলেটিনেট,কাউন্ট প্যালাটিনেট
দেশৰ ঘৰ,দেশের বাড়ি
কাউন্টি,কাউন্টি
কাউন্টি বৰো,কাউন্টি বরো
কাউন্টি আদালত,কাউন্টি আদালত
কাউন্টি পেলেটিন,কাউন্টি প্যালাটাইন
আদালত,আদালত
আদালত,আদালত
আদালতৰ চক্ৰান্তমূলক,আদালতের সার্কুলার
আদালতৰ শিষ্টাচাৰ,আদালতের শিষ্টাচার
কৰ্টিয়াৰ,দরবারী
কেচেচনৰ আদালত,ক্যাসেশন আদালত
সঞ্চালক আদালত (EIC),কোর্ট অফ ডিরেক্টরস (EIC)
মালিকৰ আদালত,মালিকদের আদালত
আদালতৰ কবি,দরবারের কবি
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,চুক্তিবদ্ধ ক্যামেরোনিয়ান
মুকুট,মুকুট
মুকুট,মুকুট
মুকুট,মুকুট
মুকুটৰ ভূমি,মুকুট জমি
মুকুটৰ ভূমি,মুকুট জমি
ক্ৰাউন প্ৰিন্স,ক্রাউন প্রিন্স
ক্ৰুছেড,ক্রুসেড
ক্ৰুছেডাৰ,ক্রুসেডার
ক্ৰিপ্টোগ্ৰাম,ক্রিপ্টোগ্রাম
কুইৰাছ,কুইরাস
কুইৰাচিয়াৰ,কুইরাসিয়ার
কাল্ট দেৱতা,কাল্ট দেবতা
কুৰিয়া,কুরিয়া
কুৰিয়া,কুরিয়া
জাৰবাদ,জারবাদ
অন্ধকাৰ মহাদেশ,অন্ধকার মহাদেশ
বিচাৰৰ দিন,বিচারের দিন
বিচাৰৰ দিন,বিচারের দিন
ডিন,যাজক
দশক,দশক
ডেনাৰিয়াছ,ডেনারিয়াস
পদচ্যুত ৰজা,ক্ষমতাচ্যুত রাজা
লুটপাত কৰা,নষ্ট করা
লুণ্ঠন,বিলুপ্তি
ডিথ্ৰন,ডিথ্রোন
ডায়েডেম,ডায়ডেম
ডায়েডেম,ডায়ডেম
ডায়েডেম,ডায়ডেম
ডায়েচিয়া,ডায়াসিয়া
ডিকাষ্টেৰিয়াম,ডিকাস্টেরিয়াম
ডিলুভিয়ালিষ্ট,ডিলুভিয়ালিস্ট
ডাইচ,ডায়োসিস
ডাইচ,ডায়োসিস
ডাইৰেক্টৰ (=নিৰ্দেশনা),নির্দেশিকা (=নির্দেশনা)
ডাইৰেক্টৰ (=নিৰ্দেশনা),নির্দেশিকা (=নির্দেশনা)
দিৰহাম,দিরহাম
অবিশ্বাসী,অবিশ্বাসী
অবিশ্বাসী,অবিশ্বাসী
লেপছৰ মতবাদ,ভুলের মতবাদ
নথিপত্ৰ,দলিল
নথিপত্ৰৰ প্ৰমাণ,দালিলিক প্রমাণ
ডমছডে বুক,গম্বুজের বই
কনষ্টেণ্টাইনৰ দান,কনস্টানটাইনের দান
ডুম,নিয়তি
বিধৱা ৰাণী,ডাওগার রানী
ড্ৰেগুন,ড্রাগন
ড্ৰ&#39;মেডাৰিয়ান,ড্রোমেডারিয়ান
ড্ৰমেডাৰী,ড্রোমেডারি
ড্ৰমণ্ড,ড্রমন্ড
দ্বৈত,দ্বৈত
দ্বৈত মিত্ৰতা,দ্বৈত জোট
ডুৱেল এণ্টেণ্ট,ডুয়েল এন্টেন্টে
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
ড্যুক,ডিউক
ডুমা,ডুমা
বামন অৱতাৰ,বামন অবতার
বংশ,রাজবংশ
বংশ,রাজবংশ
ঈগল,ঈগল
এলডাৰ মানুহ,বুড়ো মানুষ
আৰ্ল,আর্ল
আৰ্লডম,প্রাচীনত্ব
আদিম গুপ্তাসকল,প্রারম্ভিক গুপ্ত
প্ৰাথমিক (ঐতিহাসিক) স্থান,প্রারম্ভিক (ঐতিহাসিক) সাইট
প্ৰাথমিক বৈদিক যুগ,প্রারম্ভিক বৈদিক যুগ
ইক্লেছিয়া,ইক্লেসিয়া
পুনৰুদ্ধাৰৰ আদেশ,পুনরুদ্ধারের আদেশ
আঠ ভাঁজ পথ,আট ভাঁজ পথ
বয়োজ্যেষ্ঠসকল,প্রবীণ
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
হাতী গোড,হাতির ছাগু
এঘাৰ বছৰৰ অত্যাচাৰ,এগারো বছরের অত্যাচার
এলিছাই (=এলিচি),Elysae (=Elysee)
ঘেৰাও আন্দোলন,ঘের আন্দোলন
এনচাইক্লিকেল,এনসাইক্লিক্যাল
বিশ্বকোষবাদী আন্দোলন,বিশ্বকোষবাদী আন্দোলন
এন্টেন্টে,Entente
এন্টেন্টে কৰ্ডিয়েল,Entente cordiale
এনথ্ৰন,সিংহাসন
এনট্যুৰেজ,এনট্যুরেজ
ইফোদ,এফোদ
এফোৰ,ইফোর
মহাকাব্যিক যুগ,মহাকাব্য যুগ
মহাকাব্যিক নায়ক,মহাকাব্যিক নায়ক
এপিগ্ৰাফ,এপিগ্রাফ
এপিস্কোপেচি,এপিস্কোপ্যাসি
এপিস্কোপেট,এপিস্কোপেট
খণ্ড,পর্ব
যুগ,যুগ
যুগ সৃষ্টিকাৰী অনুষ্ঠান,যুগ তৈরির ঘটনা
যুগ সৃষ্টিকাৰী মানুহ,যুগ সৃষ্টিকারী মানুষ
ইপ&#39;নিম,উপনাম
ইকুৱেৰী,ইকুয়েরি
ইকুৱেৰী,ইকুয়েরি
অশ্বাৰোহীৰ মূৰ্তি,অশ্বারোহী মূর্তি
যুগ,যুগ
এৰগাষ্টুলাম,এরগাস্টুলাম
ইউখাৰিষ্ট,ইউক্যারিস্ট
ইভানজেলিজম,ধর্মপ্রচার
ইভানজেলিকেল আন্দোলন,ধর্মপ্রচার আন্দোলন
ইভানজেলিষ্ট,ধর্মপ্রচারক
Exarch,Exarch
এক্সাইলাৰ্ক,এক্সিল্যার্ক
ফেলেংগিষ্ট,ফালাঙ্গিস্ট
পিতৃ ভূমি,পিতার জমি
পিতৃ ভূমি,পিতার জমি
ফেৰিয়া,ফেরিয়া
ফেটিছ,ফেটিশ
সামন্তীয় হোল্ডিংছ,সামন্ত জোত
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),সামন্ততন্ত্র (=সামন্ততন্ত্র)
