Gujarati,Marathi
"સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા","परिपूर्ण तीव्रता, परिपूर्ण तीव्रता"
અસ્થેનિયાની સંપૂર્ણ મર્યાદા,अस्थेनियाची परिपूर्ण मर्यादा
સંપૂર્ણ રોશની,परिपूर्ण प्रदीपन खिडकीच्या चौकटीचा खालचा आडवा
સંપૂર્ણ પ્રકાશ વળાંક,परिपूर्ण प्रकाश वक्र
સંપૂર્ણ તીવ્રતા,परिपूर्ण परिमाण
સંપૂર્ણ બેરોમીટર,परिपूर्ण बॅरोमीटर
સર્વોચ્ચ સર્વોચ્ચ,सर्वोच्च सर्वोच्च
સંપૂર્ણ મર્યાદા,पूर्ण टोक
એકદમ નીચું,परिपूर्ण सर्वात कमी
સંપૂર્ણ વેગ,परिपूर्ण गती
સંપૂર્ણ ઝડપ,परिपूर्ण गती
સંપૂર્ણ સંગીત,परिपूर्ण संगीत
સંપૂર્ણ અવલોકન,परिपूर्ण निरीक्षण
સંપૂર્ણ ઓહ્મ,परिपूर्ण ओम
સંપૂર્ણ અભિગમ,परिपूर्ण अभिमुखता
સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી,परिपूर्ण विद्युत ऋणात्मकता
સંપૂર્ણ ગુરુત્વાકર્ષણ,परिपूर्ण गुरुत्व
સંપૂર્ણ દબાણ,परिपूर्ण दबाव
સંપૂર્ણ મિલકત,परिपूर्ण मालमत्ता
સંપૂર્ણ સ્કેલર,परिपूर्ण स्केलर
તાપમાનનું સંપૂર્ણ માપ*,तापमानाचे अंतिम प्रमाण*
"સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ","परिपूर्ण समक्रमण, परिपूर्ण समक्रमण"
સંપૂર્ણ તણાવ,पूर्ण ताण
સંપૂર્ણ સમપ્રમાણતા,परिपूर्ण सममिती
સંપૂર્ણ ગતિ શરીર,परिपूर्ण गती शरीर
સંપૂર્ણ એકમ સિસ્ટમ,परिपूर्ण एकक प्रणाली
સંપૂર્ણ તાપમાન,परिपूर्ण तापमान
ચોક્કસ સમય,परिपूर्ण वेळ
સંપૂર્ણ એકમો,निरपेक्ष एकके
સંપૂર્ણ મૂલ્ય,परिपूर्ण मूल्य
પૂર્ણાંક કેલ્ક્યુલેટર,पूर्णांक कॅल्क्युलेटर
સંપૂર્ણ વેગ,परिपूर्ण वेग
સંપૂર્ણ સ્નિગ્ધતા,परिपूर्ण चिकटपणा
સંપૂર્ણ વજન,परिपूर्ण वजन
સંપૂર્ણ શૂન્ય*,पूर्ण शून्य*
શૂન્યનો સંપૂર્ણ વિભાજક,शून्याचा पूर्ण विभाजक
શોષી લેવું,शोषून घेणे
શોષણ સૂચકાંક*,शोषक निर्देशांक*
શોષિત ઊર્જા,शोषलेली ऊर्जा
"શોષક, શોષક","शोषक, शोषक"
શોષક માધ્યમ*,शोषक माध्यम*
શોષણ ક્ષમતા,शोषण क्षमता
શોષણ,शोषण
શોષણમાપક*,शोषणमापक*
શોષણમેટ્રી*,शोषणमापन*
શોષણ,शोषण
શોષણ - બેન્ડ*,शोषण - बँड*
શોષણ સર્કિટ,शोषण सर्किट
શોષણ ગુણાંક,शोषण गुणांक
શોષણ કૉલમ,शोषण स्तंभ
સતત શોષણ,अवशोषण स्थिर
શોષણ સાતત્ય,शोषण सातत्य
શોષણ ઝોન,शोषण क्षेत्र
શોષણ વર્તમાન,शोषण प्रवाह
શોષણ વક્ર*,शोषण वक्र*
શોષણ અસ્થિભંગ,शोषण फ्रॅक्चर
શોષણ કોર,शोषण कोर
શોષણ પરિબળ,शोषण घटक
શોષણ ફિલ્ટર,शोषण फिल्टर
શોષણ જ્યોત ફોટોમેટ્રી*,शोषण फ्लेम फोटोमेट्री*
શોષણ હાઇગ્રોમીટર,शोषण हायग्रोमीटर
શોષણ ઘાતાંક,शोषण घातांक
શોષણ સીમાંત,शोषण सीमांत
શોષણ રેખા,शोषण रेखा
શોષણ નુકશાન,शोषण नुकसान
શોષણ મોડ્યુલેશન,शोषण मॉड्यूलेशन
પ્રકાશ શોષણ,प्रकाश शोषण
રેડિયેશન ઊર્જાનું શોષણ,रेडिएशन उर्जेचे शोषण
શોષણની ટોચ,शोषण शिखर
શોષણ ફોટોમેટ્રી,शोषण फोटोमेट्री
શોષણ ગુણોત્તર,शोषण प्रमाण
શોષણ શ્રેણી*,शोषण श्रेणी*
શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*,शोषण स्पेक्ट्रम फोटोमेट्री*
શોષણ સ્પેક્ટ્રમ*,शोषण स्पेक्ट्रम*
"શોષણ નળી, શોષણ નળી","शोषक नळी, शोषक नळी"
શોષણ હાઇગ્રોમીટર,शोषण हायग्रोमीटर
શોષક*,शोषक*
શોષક બાષ્પીભવક,शोषक बाष्पीभवक
શોષણ કાયદો*,शोषण कायदा*
શોષણ માધ્યમ,शोषण माध्यम
"શોષક ક્ષમતા, શોષણ*","शोषक क्षमता, शोषकता*"
શોષણ*,शोषण*
સ્ટુડિયો સરંજામ,स्टुडिओ सजावट
ગુણાકાર ગુણોત્તર,गुणोत्तर गुणोत्तर
અવગણના,उद्धटपणा
વિશે,बद्दल
વેગ આપો,गती वाढवणे
પ્રવેગક-સ્ટોપ અંતર,प्रवेग-थांबा अंतर
ઉતાવળ કરી,घाई केली
ઝડપી સમય અસર પરીક્ષણ,द्रुत वेळ प्रभाव चाचणी
ઝડપી પ્રવાહ,जलद प्रवाह
ઝડપી ગતિ,जलद गती
ઝડપી શરીર,द्रुत शरीर
પ્રવેગક તોલનાર,प्रवेगक तोलणारा
પ્રવેગક ઇલેક્ટ્રોડ*,प्रवेगक इलेक्ट्रोड*
પ્રવેગક સમય*,प्रवेगक वेळ*
પ્રવેગક તબક્કો,प्रवेगक टप्पा
પ્રવેગક દર,प्रवेगक दर
એક્સિલરેટર વોલ્ટેજ*,प्रवेगक व्होल्टेज*
પ્રવેગ,प्रवेग
ત્વરિત કમ્બશન,प्रवेगक ज्वलन
પ્રવેગક ગુણાંક,प्रवेग गुणांक
પ્રવેગક ઘટક,प्रवेग घटक
ગુરુત્વાકર્ષણને કારણે પ્રવેગક,गुरुत्वाकर्षणामुळे प्रवेग
પ્રવેગક પરિબળ,प्रवेग घटक
ઝડપી ચાર્જ,प्रवेगक शुल्क
ગુરુત્વાકર્ષણ પ્રવેગક,गुरुत्वाकर्षणाचा प्रवेग
પ્રવેગક સંભવિત,प्रवेग क्षमता
પ્રવેગક કાયદો,प्रवेग कायदा
પ્રવેગક પ્રક્રિયા,प्रवेग प्रक्रिया
પ્રવેગક ક્ષેત્ર,प्रवेग क्षेत्र
પ્રવેગક પદ્ધતિ,प्रवेग पद्धत
"પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
પ્રવેગક વેક્ટર,प्रवेग वेक्टर
પ્રવેગક-વોલ્ટેજ,प्रवेग-व्होल्टेज
પ્રવેગક તરંગ,प्रवेग लहर
પ્રવેગક,प्रवेगक
"પ્રવેગક, પ્રવેગક*","प्रवेग, प्रवेगक*"
પ્રવેગક સમીકરણ,प्रवेगक समीकरण
એક્સિલરેટર*,प्रवेगक*
એક્સેલરોમીટર,प्रवेगमापक
એક્સેલરોમીટર મેચિંગ,एक्सीलरोमीटर जुळणी
prestresser,prestresser
માન્ય અક્ષરો,वैध वर्ण
સ્વીકૃતિ કોણ,स्वीकृती कोन
સ્વીકૃતિ સ્પષ્ટીકરણ,स्वीकृती तपशील
સ્વીકાર્ય પરીક્ષણ,स्वीकार्य चाचणी
"સ્વીકારનાર*, સ્વીકારનાર","स्वीकारणारा*, स्वीकारणारा"
રીસેપ્ટર અણુ,रिसेप्टर अणू
રીસેપ્ટર બોન્ડ,रिसेप्टर बाँड
રીસીવર સર્કિટ,रिसीव्हर सर्किट
રીસેપ્ટર સ્તર,रिसेप्टर पातळी
દાતા પરમાણુ,दाता रेणू
રીસેપ્ટર મિલકત,रिसेप्टर गुणधर्म
રીસેપ્ટર મિલકત સ્તર,रिसेप्टर गुणधर्म पातळी
પ્રવેગક નળી,प्रवेगक नळी
"પ્રવેશ, રાહ, પ્રવેશ","प्रवेश, प्रतीक्षा, प्रवेश"
ભુજ એક્સેસ,भुज प्रवेश
ઍક્સેસ સિસ્ટમ,प्रवेश प्रणाली
ઍક્સેસ સમય,प्रवेश वेळ
ઉપલ્બધતા,प्रवेशयोग्यता
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
વધારાના પ્રતિબંધો,अतिरिक्त निर्बंध
સંયોગ,संधी योगायोग
આકસ્મિક કરેક્શન,अपघाती सुधारणा
આકસ્મિક બાયોજેનેસિસ,अपघाती बायोजेनेसिस
આકસ્મિક ડાયવર્ઝન,अपघाती वळवणे
મુલાકાતી ભૂલ,अभ्यागत त्रुटी
"અચાનક સ્ટોપ, એકાએક સ્ટોપ","अचानक थांबणे, अचानक पकडणे"
આકસ્મિક ટ્રાન્સમિશન,अपघाती प्रेषण
રેન્ડમ ભિન્નતા,यादृच्छिक भिन्नता
ગોઠવણ,समायोजन
સ્થિત,स्थानबद्ध
સંચિત ભૂલ,संचित त्रुटी
"સંચય, સંચય","जमा करणे, जमा करणे"
ઊર્જા સંગ્રહ,ऊर्जा साठवण
સંચયક*,संचयक*
ચોકસાઈ,अचूकता
વાસ્તવિકતા,वास्तव
વાસ્તવિક સાધન અવલોકન,वास्तविक साधन निरीक्षण
ચોક્કસ શ્રેણી માર્કર,अचूक श्रेणी मार्कर
ચોકસાઇ સ્કેનીંગ,अचूक स्कॅनिंग
પ્રેક્ટિસ,सराव
એક્સિલરેટર સેલ*,प्रवेगक सेल*
વર્ણહીન લેન્સ*,अक्रोमॅटिक लेन्स*
વર્ણહીન*,अक्रोमॅटिक*
વર્ણહીન વિશ્લેષક,अॅक्रोमॅटिक विश्लेषक
આવર્તન તટસ્થ એન્ટેના,वारंवारता तटस्थ अँटेना
વર્ણહીન આકાર,अक्रोमॅटिक आकार
વર્ણહીન ફ્રિન્જ,अक्रोमॅटिक फ्रिंज
વર્ણહીન લેન્સ*,अक्रोमॅटिक लेन्स*
વર્ણહીન બિંદુ પાથ,अक्रोमॅटिक पॉइंट पथ
વર્ણહીન લેન્સ,अॅक्रोमॅटिक लेन्स
વર્ણહીન પ્રિઝમ,अॅक्रोमॅटिक प्रिझम
વર્ણહીન ટેલિસ્કોપ,अॅक्रोमॅटिक टेलिस्कोप
વર્ણહીનતા*,रंगद्रव्य*
વર્ણહીનકરણ*,अॅक्रोमॅटायझेशन*
વર્ણહીનતા*,अक्रोमॅटिकता*
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન","लवचिक, अपवर्तक, अपवर्तक"
"એકોર્ન નળી, બંજુ નળી","एकोर्न नळी, बंजू नळी"
લઘુચિત્ર વાલ્વ,सूक्ष्म झडप
ઇકોફોની,इकोफोनी
એકોસ્ટિક,ध्वनिक
એકોસ્ટિક શોષકતા,ध्वनिक शोषकता
એકોસ્ટિક એટેન્યુએશન ગુણાંક,ध्वनिक क्षीणन गुणांक
એકોસ્ટિક એટેન્યુએશન,ध्वनिक क्षीणन
એકોસ્ટિક ચોર એલાર્મ,ध्वनिक चोर अलार्म
એકોસ્ટિક ક્ષમતા,ध्वनिक क्षमता
સુનાવણી કેન્દ્ર,श्रवण केंद्र
એકોસ્ટિક સમજૂતી,ध्वनिक स्पष्टीकरण
એકોસ્ટિક કવર,ध्वनिक आवरण
એકોસ્ટિક પ્રતિભાવ,ध्वनिक प्रतिसाद
એકોસ્ટિક ઘટક,ध्वनिक घटक
એકોસ્ટિક વાહકતા,ध्वनिक चालकता
એકોસ્ટિક ભીનાશ,ध्वनिक ओलसर
એકોસ્ટિક વિક્ષેપ,ध्वनिक फैलाव
સાઉન્ડ હેકર,ध्वनी हॅकर
ધ્વનિ ઊર્જા*,ध्वनिक ऊर्जा*
એકોસ્ટિક ઊર્જા સમીકરણ,ध्वनिक ऊर्जा समीकरण
એકોસ્ટિક સમીકરણ,ध्वनिक समीकरण
એકોસ્ટિક પુનઃસ્થાપન,ध्वनिक पुनर्स्थापना
ક્લેડની આકાર,क्लॅडनी आकार
એકોસ્ટિક ફિલ્ટર,ध्वनिक फिल्टर
અવાજ જનરેટર,ध्वनी जनरेटर
એકોસ્ટિક જાળી,ध्वनिक जाळी
એકોસ્ટિક અવબાધ*,ध्वनिक प्रतिबाधा*
એકોસ્ટિક જડતા,ध्वनिक जडत्व
એકોસ્ટિક તીવ્રતા,ध्वनिक तीव्रता
એકોસ્ટિક હસ્તક્ષેપ મીટર,ध्वनिक हस्तक्षेप मीटर
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,ध्वनिक हस्तक्षेप डिटेक्टर
એકોસ્ટિક લેન્સ,ध्वनिक लेन्स
ધ્વનિ રેખા,ध्वनी ओळ
એકોસ્ટિક માસ,ध्वनिक वस्तुमान
એકોસ્ટિક સામગ્રી,ध्वनिक साहित्य
એકોસ્ટિક અર્થ મુક્ત માર્ગ,ध्वनिक अर्थ मुक्त मार्ग
એકોસ્ટિક મોડ,ध्वनिक मोड
એકોસ્ટિક અવાજ,ध्वनिक आवाज
એકોસ્ટિક ઓહ્મ*,ध्वनिक ओम*
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ","ध्वनिक पॅनेल, ध्वनिक मंडळ"
એકોસ્ટિક તબક્કો સ્થિર,ध्वनिक टप्पा स्थिर
એકોસ્ટિક રીસીવર,ध्वनिक प्राप्तकर्ता
એકોસ્ટિક દબાણ,ध्वनिक दाब
ધ્વનિનો સપ્રમાણતાનો નિયમ,ध्वनीचा सममिती नियम
એકોસ્ટિક ટ્રાન્સમિશન,ध्वनिक प्रसारण
એકોસ્ટિક ગુણધર્મો,ध्वनिक गुणधर्म
એકોસ્ટિક ક્વાડ્રુપોલ,अकौस्टिक क्वाड्रपोल
એકોસ્ટિક રેડિયેશન તત્વ,ध्वनिक विकिरण घटक
એકોસ્ટિક રેડિયેશન,ध्वनिक विकिरण
સાઉન્ડપ્રૂફ,ध्वनीरोधक
એકોસ્ટિક રેડિયોમીટર,ध्वनिक रेडिओमीटर
એકોસ્ટિક પ્રતિભાવ,ध्वनिक प्रतिसाद
એકોસ્ટિક પારસ્પરિકતા પ્રમેય,ध्वनिक परस्पर प्रमेय
એકોસ્ટિક ઘટાડો પરિબળ,ध्वनिक घट घटक
એકોસ્ટિક પરાવર્તન ગુણાંક,ध्वनिक परावर्तन गुणांक
એકોસ્ટિક રીફ્રેક્શન,ध्वनिक अपवर्तन
એકોસ્ટિક પ્રતિકાર,ध्वनिक प्रतिकार
એકોસ્ટિક પ્રતિભાવ,ध्वनिक प्रतिसाद
એકોસ્ટિક સ્કેટરિંગ,ध्वनिक विखुरणे
સુનાવણી બિંદુ,श्रवण बिंदू
એકોસ્ટિક કઠોરતા,ध्वनिक कडकपणा
એકોસ્ટિક સિસ્ટમ,ध्वनिक प्रणाली
એકોસ્ટિક થર્મોમીટર,ध्वनिक थर्मामीटर
એકોસ્ટિક વેગ,ध्वनिक वेग
ધ્વનિ તરંગ,ध्वनी लहर
એકોસ્ટિક,ध्वनिक
ધ્વનિ શોષણ ગુણાંક,ध्वनी शोषण गुणांक
ધ્વનિ શોષણ ઘટક,ध्वनी शोषण घटक
એકોસ્ટિક સર્કિટ,ध्वनिक सर्किट
એકોસ્ટિક પ્રતિભાવ,ध्वनिक प्रतिसाद
એકોસ્ટિક વિલંબ રેખા,ध्वनिक विलंब रेखा
એકોસ્ટિક વિકૃતિ,ध्वनिक विकृती
એકોસ્ટિક એકોસ્ટિક્સ,ध्वनिक ध्वनीशास्त्र
એકોસ્ટિક ફિલ્ટર,ध्वनिक फिल्टर
એકોસ્ટિક અવબાધ*,ध्वनिक प्रतिबाधा*
ફોનોગ્રાફ,फोनोग्राफ
એકોસ્ટિક ઓહ્મ*,ध्वनिक ओम*
એકોસ્ટિક સતત,ध्वनिक स्थिरांक
એકોસ્ટિક ફોનોન,ध्वनिक फोनन
એકોસ્ટિક ટ્રાન્સમિશન સતત,ध्वनिक प्रसारण स्थिर
ધ્વનિ રૂપાંતર ગુણાંક,ध्वनी रूपांतरण गुणांक
એકોસ્ટિક પ્રતિકાર,ध्वनिक प्रतिकार
એકોસ્ટિક કઠોરતા,ध्वनिक कडकपणा
ધ્વનિ એકમ,ध्वनी युनिट
સાઉન્ડપ્રૂફ,ध्वनीरोधक
એકોસ્ટિક સાઇડ લાઇન,अकौस्टिक साइड लाइन
"ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર","ध्वनीशास्त्र, ध्वनीशास्त्र"
સાઉન્ડ મીટર,ध्वनी मीटर
ધ્વનિ દબાણ,ध्वनी दाब
સંપાદન રડાર,संपादन रडार
પ્રકાશસંશ્લેષણ રેડિયેશન,प्रकाशसंश्लेषक विकिरण
એક્ટિનિયમ ઉત્સર્જન,ऍक्टिनियम उत्सर्जन
એક્ટિનો-યુરેનિયમ,ऍक्टिनो-युरेनियम
એક્ટિનો-યુરેનિયમ શ્રેણી,ऍक्टिनो-युरेनियम मालिका
રેડિયોઇલેક્ટ્રિક,रेडिओइलेक्ट्रिक
"એક્ટિનોમીટર, ફોટોમિક્રોમીટર","ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
"ક્રિયા, ખત","कृती, कृती"
ક્રિયા અને પ્રતિક્રિયા,क्रिया आणि प्रतिक्रिया
ક્રિયા સતત,क्रिया स्थिर
પ્રભાવ ક્ષેત્ર,प्रभाव क्षेत्र
"સક્રિય, સક્રિય","सक्रिय, सक्रिय"
સક્રિય પ્રસરણ,सक्रिय प्रसार
"સક્રિય ફાઇબર, સક્રિય ફાઇબર","सक्रिय फायबर, सक्रिय फायबर"
સક્રિયકરણ અસર,सक्रियकरण प्रभाव
સક્રિયકરણ અસર,सक्रियकरण प्रभाव
સક્રિયકરણ વિશ્લેષણ,सक्रियकरण विश्लेषण
પ્રવૃત્તિ કેન્દ્ર,क्रियाकलाप केंद्र
સક્રિયકરણ પરીક્ષક,सक्रियकरण परीक्षक
સક્રિયકરણ ઊર્જા,सक्रियता ऊर्जा
સક્રિયકરણ એન્ટ્રોપી,सक्रियकरण एन्ट्रॉपी
સક્રિયકરણ ઓવરવોલ્ટેજ,सक्रियकरण ओव्हरव्होल्टेज
સક્રિયકરણ દર,सक्रियता दर
"એક્ટિવેટર, એક્ટિવેટર","सक्रिय करणारा, सक्रिय करणारा"
એક્ટિવેટર અણુ,सक्रिय करणारा अणू
પ્રવેગક,प्रवेगक
સક્રિય શોષણ,सक्रिय शोषण
સક્રિય હવાઈ,सक्रिय हवाई
રેડિયેશન ડેન્જર ઝોન,रेडिएशन धोक्याचे क्षेत्र
સક્રિય ઉપકરણ,सक्रिय डिव्हाइस
સક્રિય લક્ષ્યીકરણ,सक्रिय लक्ष्यीकरण
સક્રિય હાઇડ્રોજન*,सक्रिय हायड्रोजन*
સક્રિય મેશ,सक्रिय जाळी
સક્રિય રેખા સક્રિય રેખા,सक्रिय ओळ सक्रिय ओळ
સક્રિય લૂપ,सक्रिय लूप
સક્રિય કોડ*,सक्रिय कोड*
સક્રિય ઘટકો,सक्रिय घटक
સક્રિય પરમાણુ,सक्रिय रेणू
સક્રિય મેશ,सक्रिय जाळी
સક્રિય પુનઃશોષણ,सक्रिय पुनर्शोषण
સક્રિય વિસ્તાર,सक्रिय क्षेत्र
સક્રિય નિયમન,सक्रिय नियमन
સક્રિય ઉપગ્રહ,सक्रिय उपग्रह
સક્રિય વિખંડન સૌર જ્યોત,सक्रिय विखंडन सौर ज्योत
સક્રિય સૂક્ષ્મ પોષકતત્ત્વો,सक्रिय सूक्ष्म पोषक
સક્રિય ટ્રેકિંગ સિસ્ટમ,सक्रिय ट्रॅकिंग सिस्टम
સક્રિય ટ્રાન્સડ્યુસર,सक्रिय ट्रान्सड्यूसर
સક્રિય સેવન,सक्रिय सेवन
પ્રવૃત્તિ ગુણાંક*,क्रियाकलाप गुणांक*
પ્રવૃત્તિ સૂચકાંક,क्रियाकलाप निर्देशांक
પ્રવૃત્તિ ગુણોત્તર,क्रियाकलाप प्रमाण
પ્રવૃત્તિ વેક્ટર,क्रियाकलाप वेक्टर
વાસ્તવિક મોનિટર,वास्तविक मॉनिटर
વાસ્તવિક તણાવ,वास्तविक ताण
ટ્રિગર કરવા માટે,ट्रिगर करण्यासाठी
પ્રવર્તક,प्रवर्तक
પ્રવર્તક,प्रवर्तक
એક્યુટીમીટર,acuityometer
સુનાવણીની તીવ્રતા,ऐकण्याची तीक्ष्णता
ફોટો ઉગ્રતા મૂલ્ય,फोटो तीक्ष्णता मूल्य
તીવ્ર કોણ,तीव्र कोन
બબડાટ,कुजबुजणे
તીવ્ર ત્રિકોણ,तीव्र त्रिकोण
એસાયક્લિક,अॅसायक्लिक
ઓપ્ટિમાઇઝેશન એપ્લિકેશન,ऑप्टिमायझेशन अनुप्रयोग
ઑપ્ટિમાઇઝ રાજ્ય,अनुकूल स्थिती
અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ,अनुकूली नियंत्रण प्रणाली
એડેપ્ટોમીટર,अडॅपटोमीटर
એડકોક એન્ટેના,अॅडकॉक अँटेना
સારાંશ માટે,बेरीज करणे
સંકલન સમય,संकलन वेळ
સંકલન-બાદબાકી સમય,संकलन-वजाबाकी वेळ
ઉમેરનાર,जोडणारा
"સરવાળો, સરવાળો, સરવાળો (સં.), ઉમેરણ (વિ.)","बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)"
વધારાનો સતત,जोड स्थिर
પ્રવેગક-સરવાળા નિયમ,प्रवेग-सम नियम
અંતર-સરવાળા નિયમ,अंतर बेरीज नियम
વેગ-સરવાળા નિયમ,वेग-सम नियम
વેક્ટરનો સરવાળો,वेक्टरची बेरीज
સંગ્રહ પ્રતિક્રિયા,संग्रह प्रतिक्रिया
વધારાનો માળ,अतिरिक्त मजला
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)","संयोजी स्वर, अतिरिक्त स्वर (स्वर)"
"ઉમેરણ, ઉમેરણ","additive, additive"
એડિટિવ સિસ્ટમ,मिश्रित प्रणाली
સંયુક્ત અક્ષરો,संमिश्र वर्ण
એકંદર અક્ષર પ્રક્રિયા,एकूण वर्ण प्रक्रिया
ઉમેરણ પૂરક રંગ,पूरक पूरक रंग
ઉમેરણ સતત,additive स्थिरांक
એડિટિવ ટ્રેક્શન,additive कर्षण
ઉમેરણ અસર,अतिरिक्त प्रभाव
ઉમેરણ પરિબળ,अतिरिक्त घटक
ઉમેરણ કાર્ય,additive फंक्शन
ઉમેરણ મિશ્રણ,मिश्रित मिश्रण
ઉમેરણ મૂળ,additive रूट
ઉમેરણ પ્રક્રિયા,जोड प्रक्रिया
ઉમેરણ,जोडणी
