Odiya,Assamese
ଠିକଣା ଅନୁବାଦ,ঠিকনা অনুবাদ
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. ঠিকনাযোগ্য স্মৃতিশক্তি, 2. ঠিকনাযোগ্য মেমৰি"
ଠିକଣା,সম্বোধন কৰা
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","১.পৰ্যাপ্ততাৰ মাপকাঠী, ২. পৰ্যাপ্ততাৰ মাপকাঠী"
ସଂଲଗ୍ନ,সংলগ্ন কৰা হৈছে
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. ব্যৱস্থাপনা, 2. নিয়ন্ত্ৰণ"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","১.পৰিচালক, ২. নিয়ন্ত্ৰক"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,এডোব এক্ৰ&#39;বেট
ଆଡୋବ ଫଟୋସପ୍ |,এডোব ফটোশ্বপ
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ABAP (উন্নত ব্যৱসায়িক প্ৰগ্ৰেমিং)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. উন্নত তথ্য, 2. উন্নত তথ্য"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,উন্নত তথ্য ব্যৱস্থা
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),উন্নত প্ৰযুক্তি (AT)
କାର୍ଯ୍ୟ,কাৰ্য কৰা
ଏକୀକରଣ,একত্ৰীকৰণ
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা
aldus page-make,aldus পৃষ্ঠা-নিৰ্মাণ
ଆଲର୍ଟ ବାକ୍ସ,সতৰ্কবাণী বাকচ
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),algol (কম্পিউটাৰ ভাষা)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1. এলগৰিদম, 2. এলগৰিদম"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","১.এলগৰিদম বিশ্লেষণ, ২. এলগৰিদম বিশ্লেষণ"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,এলগৰিদম দক্ষতা
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","১.ইলিয়াছ, ২. ডাকনাম, ৩. aka"
ଶ୍ରେଣୀବଦ୍ଧତା |,প্ৰান্তিককৰণ
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","১.আবণ্টন, ২. আবণ্টন"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","১.বৰ্ণানুক্ৰমিক, ২. বৰ্ণানুক্ৰমিক ক্ৰম"
ବର୍ଣ୍ଣମାଳା,আলফানিউমেৰিক
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1. আলফানিউমেৰিক কিবৰ্ড, 2. আলফানিউমেৰিক কিবৰ্ড"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),আলফা-পৰীক্ষণ (১ম স্তৰৰ পৰীক্ষা)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. আলফা সংস্কৰণ, 2. আলফা ৰূপ"
alt କି,alt কি&#39;
altavista,আলতাভিস্তা
ବହୁଗୁଣ,বহুগুণতা
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,অস্পষ্ট ব্যাকৰণ
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),আমেৰিকান নেচনেল ষ্টেণ্ডিজ ইনষ্টিটিউট (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),আমেৰিকান ষ্টেণ্ডাৰ্ড কাট (ascii)
"1. ଅନୁରୂପ, 2 analog","1. অনুৰূপ, ২. এনালগ"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","১.এনালগ কম্পিউটাৰ, ২.এনালগ কম্পিউটাৰ"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. এনালগ ডিভাইচ, 2. এনালগ ডিভাইচ"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. এনালগ মডেম, 2. এনালগ মডেম"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,এনালগ টু ডিজিটেল কনভাৰ্টাৰ
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),শেষ (ডিজিটেল/প্লেন লজিক &#39;আৰু&#39; ব্যৱহৃত)
ଶେଷ ସର୍କିଟ |,শেষ বৰ্তনী
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,শেষৰ গেট আৰু গেট
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),অপাৰেচন শেষ নহয় (বৰ্জন)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","১.এনিমেচন, ২.কম্পন"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,দ্ৰষ্টব্য
ଅସଙ୍ଗତି |,অসামঞ্জস্যতা
ପୂର୍ବ,পূৰ্ৱবৰ্তী
ଆଶାକର୍ମୀ ପେଜିଂ |,প্ৰত্যাশিত পেজিং
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,প্ৰতি-সমমিতিক
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,এন্টিভাইৰেল প্ৰগ্ৰেম
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","১.এপলেট, ২. দৰ্খাস্ত"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,এপ্লিকেচন ডেভেলপাৰ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,এপ্লিকেচন প্ৰগ্ৰেমিং
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,এপ্লিকেচন চফ্টৱেৰ
ପ୍ରୟୋଗ ଭାଷା,আবেদন ভাষা
ଆନୁମାନିକ ନୀତି,আনুমানিক নীতি
ଗଠନ,গাঁঠনি
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,ক্ষেত্ৰ স্থানান্তৰ
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. প্ৰাচল, স্বাধীন চলক, 2. কোণ"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক"
ଗାଣିତିକ ଯାଞ୍ଚ |,গাণিতিক পৰীক্ষা
ଗାଣିତିକ ସ୍ଥିର |,গাণিতিক ধ্ৰুৱক
ଗାଣିତିକ ତଥ୍ୟ,গাণিতিক তথ্য
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,গাণিতিক নিৰ্দেশনা
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),গাণিতিক আৰু যুক্তিসংগত একক (ALU)
ARPA ନେଟ (RPNet),ARPA নেট (RPNet)
ଆରେ,এৰে
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি"
ଆରେ କମ୍ପ୍ୟୁଟର |,এৰে কম্পিউটাৰ
ଆରେ ଉପାଦାନ |,এৰে উপাদান
ଆରେ ନାମ,এৰেৰ নাম
ଆରେ ସଞ୍ଚାଳକ,এৰে প্ৰচেছৰ
ତୀର କି,কাঁড় চিহ্ন
ଚୁକ୍ତି,সন্ধি
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,জংচন পইণ্ট
କୃତ୍ରିମ ସଙ୍କୋଚନ |,কৃত্ৰিম সংকোচন
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,কৃত্ৰিম নিয়ন্ত্ৰণ
କୃତ୍ରିମ ଅର୍ଥ |,কৃত্ৰিম ইন্দ্ৰিয়
ଆରୋହଣ,মাউন্ট
ଆରୋହଣ କ୍ରମ,আৰোহী সজাই পৰাই তোলা
ascii ବର୍ଣ୍ଣମାଳା |,ascii বৰ্ণমালা
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ascii নিয়ন্ত্ৰণ চিহ্ন
ascii ଫାଇଲ୍ |,ascii ফাইল
ascii ଫଣ୍ଟ,ascii ফন্ট
ASCII ସ୍ଥାନାନ୍ତର |,ASCII স্থানান্তৰ
ଆନୁମାନିକ ଅନୁପାତ,এস্পেক্ট ৰেচিঅ&#39;
"1. ଆସ୍ପି, ୨ ASPI","১.এছপি, ২. এ এছ পি আই"
ଏକ S R କାଲାଡ୍ |,এ এছ আৰ কালাদ
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","১.সমাবেশকাৰী, ২. স্মাৰক"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. একত্ৰিত কৰা, ২. স্মৃতি"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা"
ନିଷ୍ଠା,সংকল্প
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. নিৰ্দিষ্ট কাম, 2. আবণ্টন"
ସାଥୀତା,সংগীত্ব
ସହଯୋଗୀ ଠିକଣା,সহযোগী ঠিকনা
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),তাৰকা চিহ্ন (* চিহ্ন)
ଅସୀମିତ |,অসমতাপূৰ্ণ
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. এচিনক্ৰ&#39;নাছ, 2. এচিনক্ৰ&#39;নাছ"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,এচিনক্ৰ&#39;নাছ স্থানান্তৰ
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM)
"1. ପରମାଣୁ, ୨ ପରମାନ","১.পৰমাণু, ২. পৰমণ"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,সংলগ্ন নথিপত্ৰ
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","১.আৱৰণ, ২. সংযুক্ত"
"1. ଗୁଣ, 2 ବିଶେଷତା","১.গুণ, ২. বৈশিষ্ট্য"
ଶ୍ରବଣଯୋଗ୍ୟ |,শ্ৰৱণযোগ্য
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং"
ଖାତା ଯାଞ୍ଚ |,একাউণ্ট পৰীক্ষণ
ପଦୋନ୍ନତି,প্ৰচাৰ
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,প্ৰমাণীকৰণ প্ৰট&#39;কল
ଲେଖକ ପଦ୍ଧତି,লেখক পদ্ধতি
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,অটো বিমূৰ্ত
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),AutoCAD (এটা কম্পিউটাৰ ভাষা)
ଅଟୋ ଲଗ୍ ଅନ୍ |,স্বয়ংক্ৰিয় লগ-অন
ଅଟୋମେଟା |,automata
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,automata তত্ত্ব
ସ୍ୱୟଂଚାଳିତ ଗଣନା,স্বয়ংক্ৰিয় গণনা
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,স্বয়ংক্ৰিয় ভুল সংশোধন
ଅଟୋ ଫଙ୍କସନ୍,অটো ফাংচন
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,অটো-সংগ্ৰহ কল
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং"
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম"
ଅଟୋ ରୁଟିନ୍ |,অটো ৰুটিন
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM"
ସ୍ୱୟଂଚାଳିତ,অটোমেচন
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. অটোপ্লে, 2. অটো ৱাক"
କଣ୍ଠଦାନ,কণ্ঠদান
ସହକାରୀ,সহায়ক
ସହାୟକ ସ୍ମୃତି,সহায়ক স্মৃতিশক্তি
ସହାୟକ ଷ୍ଟୋରେଜ୍,সহায়ক সংৰক্ষণ
ଉପଲବ୍ଧ ତାଲିକା |,উপলব্ধ তালিকা
ଉପଲବ୍ଧ ସମୟ |,উপলব্ধ সময়
ହାରାହାରି,গড়
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),AWK (এটা কম্পিউটাৰ কমাণ্ড)
ପରେ,পাছত
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,পোষ্ট প্ৰচেছৰ
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,পশ্চাৎ কাৰ্য্য বিলোপন
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,পটভূমি প্ৰক্ৰিয়াকৰণ
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,আনুষংগিক দোকানসমূহ
ପଛ ପ୍ୟାଚିଂ |,বেক পেচিং
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","১.পশ্চিম, ২. বেকস্পেচ"
ବ୍ୟାକଟ୍ରାକ୍,পিছুৱাই যোৱা
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. বেক-আপ, 2. ৰিইম্বৰ্চেমেণ্ট"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,পিছলৈ ভুল সংশোধন
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,(আয়-ব্যয়) বেলেন্স শ্বীট
ବ୍ୟାଣ୍ଡେଜ୍ |,পট্টি
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |","১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,বেংকাৰৰ এলগৰিদম
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍","1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড"
ବାରକୋଡ୍ ସ୍କାନର୍ |,বাৰক&#39;ড স্ক্যানাৰ
ବାର୍ ଗ୍ରାଫ୍ |,বাৰ গ্ৰাফ
ମୂଳ ଠିକଣା,ভিত্তি ঠিকনা
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেচ বেণ্ড
ଆଧାର ସଂଖ୍ୟା,আধাৰ নম্বৰ
ଆଧାର ଟେବୁଲ୍ |,ভিত্তি টেবুল
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),মূল (এটা কম্পিউটাৰ ভাষা)
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |","1. মূল নিয়ন্ত্ৰণ, 2. ভিত্তি নিয়ন্ত্ৰণ"
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |","১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,মূল নিৰ্দেশনা
