Kannada,English
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,Absorbed energy
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ",Absorber
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,Absorbing medium
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,Absorbing power
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Absorptance
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,Absorptiometer
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,Absorptiometry
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Absorption
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,Absorption band
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,Absorption circuit
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,Absorption coeffieient
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,Absorption column
ಹೀರುವಿಕೆ ಸ್ಥಿರ,Absorption constant
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,Absorption continua
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,Absorption cross section
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,Absorption current
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,Absorption curve (=transmission curve)
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,Absorption discontinuity
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,Absorption edge
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,Absorption factor
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,Absorption filter
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,Absorption flame photometry
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,Absorption hygrometer
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,Absorption index
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,Absorption limit
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,Absorption line
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,Absorption loss
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,Absorption modulation=loss modulation
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Absorption of light
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Absorption of radiant energy
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,Absorption peak
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,Absorption photometry
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,Absorption ratio
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,Absorption series
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,Absorption spectro photometry
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,Absorption spectrum
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ",Absorption tube
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,Absorption vavemeter
ಹೀರಿಕೊಳ್ಳುವ*,Absorptive
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,Absorptive attenuator
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,Absorptive law
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,Absorptive medium
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*",Absorptive power
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,Absorptivity
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,Abstract set=studio decoration
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,Abundance ratio
abvolt,Abvolt
ಸುಮಾರು,Abwatt
ವೇಗವನ್ನು,Accelerate
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,Accelerate-stop distance
ಆತುರಪಟ್ಟರು,Accelerated
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,Accelerated ageing test
ತ್ವರಿತ ಹರಿವು,Accelerated flow
ತ್ವರಿತ ಗತಿ,Accelerated motion
ತ್ವರಿತ ದೇಹ,Accelerated system
ವೇಗವರ್ಧಕ ತೂಕ,Accelerating balance
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,Accelerating electrode
ವೇಗವರ್ಧಕ ಸಮಯ*,Accelerating period
ವೇಗವರ್ಧಕ ಹಂತ,Accelerating phase
ವೇಗವರ್ಧಕ ದರ,Accelerating rate
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,Accelerating voltage
ವೇಗವರ್ಧನೆ,Acceleration
ವೇಗವರ್ಧಿತ ದಹನ,Acceleration blowout=rich extinction=flame out
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,Acceleration coefficient
ವೇಗವರ್ಧಕ ಘಟಕ,Acceleration component
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,Acceleration due to gravity
ವೇಗವರ್ಧಕ ಅಂಶ,Acceleration factor
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,Acceleration feedback
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,Acceleration of gravity
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,Acceleration potential
ವೇಗವರ್ಧಕ ಕಾನೂನು,Acceleration principle
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,Acceleration process
ವೇಗವರ್ಧಕ ವಲಯ,Acceleration space
ವೇಗವರ್ಧಕ ವಿಧಾನ,Acceleration technique
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ",Acceleration tolerance
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,Acceleration vector
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,Acceleration voltage
ವೇಗವರ್ಧಕ ತರಂಗ,Acceleration wave
ವೇಗವರ್ಧಕ,Accelerative
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*",Accelerator
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,Accelerator equation
ವೇಗವರ್ಧಕ*,Accelerograph
ವೇಗವರ್ಧಕ,Accelerometer
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,Accelerometer matching
ಪ್ರಿಸ್ಟ್ರೆಸರ್,Accentuator
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,Acceptable character
ಸ್ವೀಕಾರ ಕೋನ,Acceptance angle
ಸ್ವೀಕಾರ ವಿವರಣೆ,Acceptance specifications
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,Acceptance test
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು",Acceptor
ಗ್ರಾಹಕ ಪರಮಾಣು,Acceptor atom
ಗ್ರಾಹಕ ಬಂಧ,Acceptor bond
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,Acceptor circuit
ಗ್ರಾಹಕ ಮಟ್ಟ,Acceptor level
ದಾನಿ ಅಣು,Acceptor molecule
ಗ್ರಾಹಕ ಆಸ್ತಿ,Acceptor property
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,Acceptor property level
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,Accererating tube
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ",Access
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,Access arm
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,Access mechanism
ಪ್ರವೇಶ ಸಮಯ,Access time
ಪ್ರವೇಶಿಸುವಿಕೆ,Accessibility
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು",Accessory
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,Accessory condition
ಕಾಕತಾಳೀಯ,Accidental coincidence
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,Accidental correction
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,Accidental degeneracy
ಆಕಸ್ಮಿಕ ತಿರುವು,Accidental double refraction
ಸಂದರ್ಶಕರ ದೋಷ,Accidental error
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್",Accidental jamming
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,Accidental transmission
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,Accidental variation
ಹೊಂದಾಣಿಕೆ,Accommodation
ನೆಲೆಗೊಂಡಿದೆ,Accumbent
ಸಂಚಿತ ದೋಷ,Accumulated error
"ಶೇಖರಣೆ, ಶೇಖರಣೆ",Accumulation
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,Accumulation of energy
ಸಂಚಯಕ*,Accumulator
ನಿಖರತೆ,Accuracy
ರಿಯಾಲಿಟಿ,Accurate
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,Accurate instrumental observation
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,Accurate range marker
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,Accurate scanning
ಅಭ್ಯಾಸ,Accustomisation
ವೇಗವರ್ಧಕ ಕೋಶ*,Acdelerating chamber
ವರ್ಣರಹಿತ ಮಸೂರ*,Achromat
ವರ್ಣರಹಿತ*,Achromatic
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,Achromatic analyser
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,Achromatic antenna
ವರ್ಣರಹಿತ ಆಕಾರ,Achromatic figure
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,Achromatic fringe
ವರ್ಣರಹಿತ ಮಸೂರ*,Achromatic lens
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,Achromatic locus
ವರ್ಣರಹಿತ ಮಸೂರ,Achromatic object lens
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,Achromatic prism
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,Achromatic telescope
ವರ್ಣರಹಿತತೆ*,Achromaticity
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,Achromatisation
ವರ್ಣರಹಿತತೆ*,Achromatism
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ",Aclastic
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್",Acorn tube
ಚಿಕಣಿ ಕವಾಟ,Acorn valve
ಅಕೋಫೋನಿ,Acouphony
ಅಕೌಸ್ಟಿಕ್,Acoustic
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Acoustic absorptivity
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,Acoustic attenuation coeffcient
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,Acoustic attenuation constant
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,Acoustic burglar alarm
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,Acoustic capacitance
ಶ್ರವಣ ಕೇಂದ್ರ,Acoustic centre
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,Acoustic clarifier
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,Acoustic cloud
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustic compliance
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,Acoustic component
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,Acoustic conductivity
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,Acoustic damping
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,Acoustic dispersion
ಧ್ವನಿ ಹ್ಯಾಕರ್,Acoustic dissipation element
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,Acoustic energy
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,Acoustic energy equation
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,Acoustic equation
ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ,Acoustic feedback
ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು,Acoustic figures (Chladni figures)
ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್,Acoustic filter
ಧ್ವನಿ ಜನರೇಟರ್,Acoustic generator
ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್,Acoustic grating
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*,Acoustic impedance
ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ,Acoustic inertance
ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ,Acoustic intensity
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್,Acoustic interferometer
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ,Acoustic intrusion detector
ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್,Acoustic lens
ಧ್ವನಿ ಸಾಲು,Acoustic line
ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ,Acoustic mass
ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು,Acoustic material
ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ,Acoustic mean free path
ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್,Acoustic mode
ಅಕೌಸ್ಟಿಕ್ ಶಬ್ದ,Acoustic noise
ಅಕೌಸ್ಟಿಕ್ ಓಮ್*,Acoustic ohm
"ಅಕೌಸ್ಟಿಕ್ ಪ್ಯಾನಲ್, ಅಕೌಸ್ಟಿಕ್ ಬೋರ್ಡ್",Acoustic panel
ಅಕೌಸ್ಟಿಕ್ ಹಂತದ ಸ್ಥಿರ,Acoustic phase constant
ಅಕೌಸ್ಟಿಕ್ ರಿಸೀವರ್,Acoustic pickup (sound box)
ಅಕೌಸ್ಟಿಕ್ ಒತ್ತಡ,Acoustic pressure
ಧ್ವನಿಯ ಸಮ್ಮಿತಿ ನಿಯಮ,Acoustic principle of similarity
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,Acoustic propagation constant
ಅಕೌಸ್ಟಿಕ್ ಗುಣಲಕ್ಷಣಗಳು,Acoustic property
ಅಕೌಸ್ಟಿಕ್ ಕ್ವಾಡ್ರುಪೋಲ್,Acoustic quardrupole
ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ ಅಂಶ,Acoustic radiating element
ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ,Acoustic radiation
ಧ್ವನಿ ನಿರೋಧಕ,Acoustic radiator
ಅಕೌಸ್ಟಿಕ್ ರೇಡಿಯೊಮೀಟರ್,Acoustic radiometer
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustic reactance
ಅಕೌಸ್ಟಿಕ್ ರೆಸಿಪ್ರೊಸಿಟಿ ಪ್ರಮೇಯ,Acoustic reciprocity theorem
ಅಕೌಸ್ಟಿಕ್ ಕಡಿತದ ಅಂಶ,Acoustic reduction factor
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಫಲನ ಗುಣಾಂಕ,Acoustic reflection coefficient
ಅಕೌಸ್ಟಿಕ್ ವಕ್ರೀಭವನ,Acoustic refraction
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ,Acoustic resistance
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustic responsiveness
ಅಕೌಸ್ಟಿಕ್ ಸ್ಕ್ಯಾಟರಿಂಗ್,Acoustic scattering
ಶ್ರವಣ ಬಿಂದು,Acoustic spot
ಅಕೌಸ್ಟಿಕ್ ಬಿಗಿತ,Acoustic stiffiness
ಅಕೌಸ್ಟಿಕ್ ವ್ಯವಸ್ಥೆ,Acoustic system
ಅಕೌಸ್ಟಿಕ್ ಥರ್ಮಾಮೀಟರ್,Acoustic thermometer
ಅಕೌಸ್ಟಿಕ್ ವೇಗ,Acoustic velocity
ಧ್ವನಿ ತರಂಗ,Acoustic wave
ಅಕೌಸ್ಟಿಕ್,Acoustical
ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,Acoustical absorption co-efficient
ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಘಟಕ,Acoustical absorption factor
ಅಕೌಸ್ಟಿಕ್ ಸರ್ಕ್ಯೂಟ್,Acoustical circuit
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustical compliance
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,Acoustical delay line
ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ,Acoustical distortion
ಅಕೌಸ್ಟಿಕ್ ಅಕೌಸ್ಟಿಕ್ಸ್,Acoustical energetics
