Tamil,Bengali
"சமிக்ஞை, கலங்கரை விளக்கம்","সংকেত, বীকন"
"மாணிக்கா, பீட்","মানিকা, বিড"
பித்து மின்தேக்கி,ম্যানিক ক্যাপাসিটর
மணிகர்தாபி எதிர்ப்பாளர்கள்,মানিকর্তপি প্রতিরোধক
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
பீம் டிடெக்டர்,মরীচি আবিষ্কারক
பீம் சக்தி குழாய்,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
பீம் மாறுதல் முனைகள்,মরীচি সুইচিং অগ্রভাগ
கற்றை விரிவாக்கம்,মরীচি সম্প্রসারণ
துடிப்பு அதிர்வெண்,বীট ফ্রিকোয়েন্সি
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,বীট-ফ্রিকোয়েন্সি অসিলেটর
துடிப்பு ஆஸிலேட்டர்,পালস অসিলেটর
மணி,বেল
வளைக்கும் இழப்பு,নমন ক্ষতি
பெசல் வடிகட்டி,বেসেল ফিল্টার
பீட்டா,বেটা
b-h வளைவு,b-h বক্ররেখা
"சார்பு, சார்பு","পক্ষপাত, পক্ষপাত"
சார்பு மின்னோட்டம்,পক্ষপাত বর্তমান
சார்பு எதிர்ப்பு,পক্ষপাত প্রতিরোধ
இரட்டை ஆண்டெனா,ডবল অ্যান্টেনা
இருதரப்பு சுமை மின்னோட்டம்,দ্বিমুখী লোড বর্তমান
இருதரப்பு ஆண்டெனா,দ্বিমুখী অ্যান্টেনা
இருதரப்பு ஒளி உமிழும் டையோடு,দ্বিমুখী আলো নির্গত ডায়োড
இருதரப்பு தைரிஸ்டர்,দ্বিমুখী থাইরিস্টর
இரு FET தொழில்நுட்பம்,bi FET প্রযুক্তি
இரு புள்ளி மின்மாற்றி,দ্বি-বিন্দু ট্রান্সফরমার
இரட்டை இணைவு,ডবল ফিউশন
இருதரப்பு சுற்று,দ্বিপাক্ষিক সার্কিট
பைனரி,বাইনারি
பைனரி தொகை,বাইনারি যোগফল
பைனரி சுற்று,বাইনারি সার্কিট
பைனரி குறியிடப்பட்ட தசம,বাইনারি কোডেড দশমিক
பைனரி குறியிடப்பட்ட தசம அமைப்பு,বাইনারি কোডেড দশমিক সিস্টেম
பைனரி இருமுனை மின்தேக்கி,বাইনারি ডাইপোল ক্যাপাসিটর
பைனரி கால்குலேட்டர்,বাইনারি ক্যালকুলেটর
பைனரி கால்குலேட்டர்,বাইনারি ক্যালকুলেটর
பைனரி குறிவிலக்கி,বাইনারি ডিকোডার
பைனரி ஏணி,বাইনারি মই
பைனரி பாத்தோமீட்டர்,বাইনারি প্যাথোমিটার
இருமை நிலை,বাইনারি অবস্থা
பைனரி-தசம குறிவிலக்கி,বাইনারি-ডেসিমেল ডিকোডার
பைனரி சுமை,বাইনারি লোড
பைனரி வார்த்தைகள்,বাইনারি শব্দ
இருமுனை,বাইপোলার
இருமுனை மின்தேக்கி,বাইপোলার ক্যাপাসিটর
இருமுனை சாதனம்,বাইপোলার ডিভাইস
இருமுனை மூல,বাইপোলার উৎস
இருமுனை டிரான்சிஸ்டர்,বাইপোলার ট্রানজিস্টর
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,বাইপোলার জংশন ট্রানজিস্টর
இருபடி வடிகட்டி,দ্বিঘাত ফিল্টার
இரட்டை நிலை,ডবল অবস্থান
இரண்டு-நிலை மல்டிவைபிரேட்டர்,দুই-পর্যায়ের মাল্টিভাইব্রেটর
இருதரப்பு ரிலே,দ্বিমুখী রিলে
இரண்டு கட்ட நிலை,দুই-পর্যায়ের রাষ্ট্র
இரண்டு நிலை தூண்டுதல்,দুই-পজিশন ট্রিগার
பிட் பிழை,বিট ত্রুটি
பிட் பிழை விகிதம்,বিট ত্রুটি হার
பிட் பிழை,বিট ত্রুটি
பிட்கல் பிழை,বিটকল ত্রুটি
குருட்டு பெட்டி,অন্ধ বাক্স
அமுக்கப்பட்ட துடிப்பு,ঘনীভূত নাড়ি
சுரப்பவர்,সচিব
சுரக்கும் தடுப்பான்,সিক্রেটরি ইনহিবিটার
குருட்டுத்தன்மை,অন্ধত্ব
பிரிவு வரைபடம்,সেগমেন্ট ডায়াগ্রাম
தடுப்பு மின்தடை,ব্লকিং প্রতিবন্ধকতা
துண்டு பரிமாற்றம்,খণ্ড স্থানান্তর
இடைமறிக்கவும்,পথিমধ্যে রোধ করা
மின்தடை மின்தேக்கி,প্রতিরোধক ক্যাপাসিটর
தடுப்பான் மின்தேக்கி,প্রতিরোধক ক্যাপাসিটর
தடுக்கும் ஆஸிலேட்டர்,ব্লকিং অসিলেটর
மின்தடை ஆஸிலேட்டர்,প্রতিরোধক অসিলেটর
மின்தடை மின்னழுத்தம்,প্রতিরোধক ভোল্টেজ
ஊதுபவர்,ব্লোয়ার
போட் வரைபடம்,বোড ডায়াগ্রাম
வோல்ட்ஸ்மேன் உறவு,voltzmann সম্পর্ক
வோல்ட்ஸ்மேன் மாறிலி,voltzmann ধ্রুবক
பத்திரம்,বন্ধন
பிணைக்கப்பட்ட திரிபு அளவு,আবদ্ধ স্ট্রেন গেজ
சுயமாக இயக்கப்படும் பெருக்கி,স্ব-চালিত পরিবর্ধক
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
பூலியன் சமன்பாடு,বুলিয়ান সমীকরণ
துவக்க ஸ்ட்ராபன்,বুট Strapon
பூத்தின் அல்காரிதம்,বুথের অ্যালগরিদম
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,বুটস্ট্র্যাপ প্রিজম সার্কিট
bosscutts ஆட்சி,bosscutts নিয়ম
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"குதி, குதி","লাফ, লাফ"
பிணைக்கப்பட்ட எலக்ட்ரான்,আবদ্ধ ইলেকট্রন
ப்ராக் பிரதிபலிப்பான்,ব্র্যাগ প্রতিফলক
பின்னிப் பிணைந்த கம்பி,জড়িত তার
கிளை,শাখা
கிளைகள்,শাখা
பரிசோதனை குழு,পরীক্ষা বোর্ড
எலும்பு முறிவு மண்டலம்,বিরতি জোন
உடைக்கும் மின்னழுத்தம்,ব্রেকিং ভোল্টেজ
முறிவு டையோடு,ব্রেকডাউন ডায়োড
எலும்பு முறிவு சரிசெய்தல்,ফ্র্যাকচার ফিক্সেশন
உடைக்கும் மின்னழுத்தம்,ব্রেকিং ভোল্টেজ
பாலம்,সেতু
பாலம் திருத்தி,সেতু সংশোধনকারী
பரந்த இசைக்குழு,প্রশস্ত ব্যান্ড
ஒலிபரப்பு இசைக்குழு,সম্প্রচার ব্যান্ড
நிழலிடா வரிசை,অ্যাস্ট্রাল অ্যারে
ஒளிபரப்பு,সম্প্রচার
ஒளிபரப்பு ஆண்டெனா,সম্প্রচার অ্যান্টেনা
ஒளிபரப்பு ரிசீவர்,সম্প্রচার গ্রহনকারী যন্ত্র
அதிர்வெண் ஒளிபரப்பு பெறுதல்,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,সম্প্রচার ট্রান্সমিটার
பூஸ்டர் ஆண்டெனா,বুস্টার অ্যান্টেনা
பஸ் ஆண்டெனா,বাস অ্যান্টেনা
தூரிகை மூழ்குதல்,বুরুশ নিমজ্জন
குமிழ் மற்றும் வாயில்,বুদবুদ এবং গেট
புட்புடு அல்லது கேட்,বুডবুডু বা গেট
குமிழி நினைவகம்,বুদবুদ স্মৃতি
மின்னழுத்தத்தை ஈடுசெய்யும்,ক্ষতিপূরণকারী ভোল্টেজ
தாங்கல்,বাফার
தாங்கல் பெருக்கி,বাফার পরিবর্ধক
தாங்கல் சுற்று,বাফার সার্কিট
தாங்கல் ஆபரேட்டர்,বাফার অপারেটর
தாங்கல் பதிவு,বাফার রেজিস্টার
பல்பு,বাল্ব
மக்கள் தொகை விளைவு,জনসংখ্যার প্রভাব
மேக்ரோ குறைக்கடத்தி சாதனம்,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
கொத்து,গুচ্ছ
மூழ்கிய பரிமாற்றம்,নিমজ্জিত বিনিময়
மூழ்கிய அடுக்கு,নিমজ্জিত স্তর
மூழ்கிய தொடர்பு,নিমজ্জিত যোগাযোগ
வெடிப்பு பெருக்கி,বিস্ফোরণ পরিবর্ধক
குண்டு வெடிப்பு கவர்,বিস্ফোরণ কভার
குண்டு வெடிப்பு,বিস্ফোরণ গুলি
வெடிப்பு கதவு பெருக்கி,বিস্ফোরণ দরজা পরিবর্ধক
வெடிப்பு முறை,বিস্ফোরিত মোড
வெடிப்பு பிரிப்பான்,বিস্ফোরণ বিভাজক
வெடிப்பு சமிக்ஞை,বিস্ফোরণের সংকেত
வெடிப்பு பிழை திருத்தி குறியீடு,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
போதும்,যথেষ্ট
பஸ் பார்,বাস বার
பேருந்து அமைப்பு,বাস সংগঠন
பேருந்து தரநிலை,বাস স্ট্যান্ডার্ড
வெறும் கணம்,শুধু ক্ষণস্থায়ী
வெண்ணெய் மதிப்பு வடிகட்டி,মাখন মূল্য ফিল্টার
bnc கம்பி,bnc তার
BNC இணைப்பாளர்,বিএনসি জয়েন্টার
வழியில்,উপায় দ্বারা
பைபாஸ் மின்தேக்கி,বাইপাস ক্যাপাসিটর
பைட்,বাইট
வி இசைக்குழு,ভি ব্যান্ড
சி பேண்ட் ஆண்டெனா,সি ব্যান্ড অ্যান্টেনা
கம்பி,তার
கம்பி வழித்தடம்,তারের রাউটিং
தந்தி தொலைக்காட்சி,টেলিগ্রাফ টেলিভিশন
கேச் நினைவகம்,ক্যাশ মেমরি
சிசிம் அதிர்வெண் தரநிலை,সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড
கால்குலேட்டர்,ক্যালকুলেটর
அளவுத்திருத்தம்,ক্রমাঙ্কন
அழைப்பு முகவரி,কল ঠিকানা
கால்பிட் ஆஸிலேட்டர்,কলপিট অসিলেটর
கேம் கார்டர்கள்,ক্যাম কর্ডার
புகைப்பட கருவி,ক্যামেরা
கேமரா குழாய்,ক্যামেরার পায়ের পাতার মোজাবিশেষ
குத்துவிளக்கு,candela
மெழுகுவர்த்தி சக்தி,মোমবাতি শক্তি
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,ক্যান্টিলিভার স্ট্রেন গেজ
வைத்திருக்கும்,ধারণ
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার
வைத்திருக்கும் விநியோகஸ்தர்,হোল্ডিং ডিস্ট্রিবিউটর
ஒப்பந்தம் வைத்தல்,চুক্তি ধারণ
கொள்ளளவு அளவீடு,ক্যাপাসিট্যান্স গেজ
வைத்திருக்கும் சேகரிப்பான்,সংগ্রাহক হোল্ডিং
கொள்ளளவு எதிர்வினை,ক্যাপাসিট্যান্স বিক্রিয়া
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার"
மின்தேக்கி,ক্যাপাসিটর
மின்தேக்கி வங்கி,ক্যাপাসিটর ব্যাংক
மின்தேக்கி வடிகட்டி,ক্যাপাসিটর ফিল্টার
மின்தேக்கி உள்ளீடு வடிகட்டி,ক্যাপাসিটর ইনপুট ফিল্টার
வின்ச் மோட்டார்,উইঞ্চ মোটর
புல்லி சர்வோ உடல்,পুলি সার্ভো বডি
சார்க்கி,চরখী
பிடிப்பு,ক্যাপচার
பிடிப்பு பிரிவு,ক্যাপচার ধারা
பிடிப்பு விளைவு,ক্যাপচার প্রভাব
கேரியர் இரைச்சல் விகிதம்,ক্যারিয়ারের শব্দ অনুপাত
கார் வானொலி,গাড়ির রেডিও
கார்பன் மின்தடை,কার্বন প্রতিরোধক
கார்டு ரீடர்,কার্ড পাঠক
இதய வரைபடம்,কার্ডিওড ডায়াগ্রাম
வண்டி,বহন
வண்டி திரும்புதல்,গাড়ি ফেরত
கேரியர்,বাহক
கேரியர் தொடர்பு,ক্যারিয়ার যোগাযোগ
கேரியர் செறிவு,ক্যারিয়ারের ঘনত্ব
கேரியர் அதிர்வெண்,ক্যারিয়ার ফ্রিকোয়েন্সি
கேரியர் இனப்பெருக்கம்,ক্যারিয়ার প্রজনন
கேரியர் நிலை,ক্যারিয়ার স্তর
கேரியர் வாழ்க்கை,ক্যারিয়ার জীবন
கேரியர் இயக்கம்,ক্যারিয়ারের গতিশীলতা
கேரியர் பெருக்கல்,বাহক গুণন
கேரியர் இரைச்சல் நிலை,ক্যারিয়ারের শব্দ স্তর
கேரியர் வரம்பு,ক্যারিয়ার পরিসীমা
கேரியர் மீட்பு சுற்று,ক্যারিয়ার রিকভারি সার্কিট
கேரியர் மறுசெருகல்,ক্যারিয়ার পুনঃনিবেশ
கடத்தும் சிதறல்,পরিবাহী বিক্ষিপ্তকরণ
கேரியர் அடக்குமுறை,ক্যারিয়ার দমন
கேரியர் கூண்டு,বাহক খাঁচা
கேரியர் வேகம்,ক্যারিয়ার বেগ
கை பிட்,হাত বিট
கொடி நடைபெற்றது,পতাকা রাখা
"உடைமைப் பதிவு, உடைமைப் பதிவு","দখলের রেজিস্টার, দখলের রেজিস্টার"
சிறிய ஜெனரேட்டர்,বহনযোগ্য জেনারেটর
கார்சன் சட்டம்,কার্সনের আইন
கெட்டி உருகி,কার্তুজ ফিউজ
கெட்டி நாடா,কার্তুজ টেপ
கேரி ஃபாஸ்டர் பாலம்,ক্যারি ফস্টার ব্রিজ
படி பெருக்கி,ধাপ পরিবর্ধক
தரம்,গ্রেডেশন
அடுக்கு பெருக்கி,ক্যাসকেড পরিবর্ধক
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার"
கேசட்,ক্যাসেট
தூண்டுதல்,প্ররোচনা
சிறைப்பிடிக்கப்பட்ட பூச்சு,ক্যাপটিভ কোটার
கேத்தோடு,ক্যাথোড
கேத்தோடு பின்வாங்கல்,ক্যাথোড ট্রেলিং
காதோட் டிரெயிலிங் பெருக்கி,ক্যাথোড ট্রেলিং পরিবর্ধক
கேத்தோடு ஒளிர்வு,ক্যাথোড আলোকসজ্জা
கேத்தோடு பொருள்,ক্যাথোড উপাদান
கேத்தோடு கதிர் அலைக்காட்டி,ক্যাথোড রে অসিলোস্কোপ
கேத்தோடு கதிர் குழாய்,ক্যাথোড রশ্মি নল
கேத்தோடு துகள் படிவு,ক্যাথোড কণা জমা
கேத்தோடு ஒளிர்வு,ক্যাথোড আলোকসজ্জা
தேங்காய் வடிகட்டி,কয়ার ফিল্টার
கேவர் வடிகட்டி,kaver ফিল্টার
கோட்டார்,কোটর
ஆன்ட்ரல் கதிர்வீச்சு,এন্ট্রাল বিকিরণ
cotter resonator,cotter অনুরণক
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),ফ্যাট চার্জ কাপলড ডিভাইস (CCD)
சிடிரோம்,সিডি রম
சிடி ரோம் டிரைவ்,সিডি রম ড্রাইভ
செல் (பேட்டரி),সেল (ব্যাটারি)
மைய வள உறுப்பு,কেন্দ্রীয় সম্পদ উপাদান
மத்திய வள அலகு,কেন্দ্রীয় সম্পদ ইউনিট
மத்திய செயலி,কেন্দ্রীয় প্রসেসর
அர்த்தம்,গড় স্কেল
நடு அதிர்வெண்,মধ্য ফ্রিকোয়েন্সি
நடுத்தர வெளியேற்ற மின்மாற்றி,মাঝারি নিষ্কাশন ট্রান্সফরমার
"பீங்கான், களிமண்","সিরামিক, কাদামাটি"
பீங்கான் நிரப்பு,সিরামিক ফিলার
பீங்கான் வடிகட்டி,সিরামিক ফিল্টার
பீங்கான் பொருள்,সিরামিক উপাদান
செராமிக் ரெசனேட்டர்,সিরামিক রেজোনেটর
பீங்கான் ஒலி பெறுதல்,সিরামিক শব্দ রিসিভার
செரென்கோவ் கால்குலேட்டர்,সেরেনকভ ক্যালকুলেটর
சர்மத்,সরমাত
சால்கோஜெனைடு,চ্যালকোজেনাইড
கால்கோபைரைட்,ক্যালকোপিরাইট
"சேனல், சேனல்","চ্যানেল, চ্যানেল"
சேனல் பேண்ட் விரிவாக்கம்,চ্যানেল ব্যান্ড সম্প্রসারণ
சேனல் குறியாக்கி,চ্যানেল কোডার
சேனல் அதிர்வெண்,চ্যানেল ফ্রিকোয়েন্সি
சேனல் பாத்திரம்,চ্যানেল চরিত্র
சேனல் பிரிப்பு,চ্যানেল বিচ্ছেদ
சேனல் கோட்பாடு,চ্যানেল তত্ত্ব
எழுத்து ஜெனரேட்டர்,চরিত্র জেনারেটর
பாத்திரம் அங்கீகாரம்,চরিত্রের স্বীকৃতি
பண்பு மின்மறுப்பு,বৈশিষ্ট্যগত প্রতিবন্ধকতা
சார்ஜ் கேரியர்,চার্জ ক্যারিয়ার
கட்டணம் கட்டுப்பாட்டு அளவுரு,চার্জ নিয়ন্ত্রণ পরামিতি
சார்ஜ் இணைக்கப்பட்ட சாதனம்,মিলিত ডিভাইস চার্জ
சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்,চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি
கட்டணம் அடர்த்தி,চার্জ ঘনত্ব
