Bengali,Odiya
পুনর্মিলন,ପୁନ iliation ନିର୍ମାଣ
"বায়ুবাহিত রাডার, বায়বীয় রাডার","ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |"
বায়ু শ্বাসযন্ত্র,ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା
এয়ার কন্ডিশনিং,ଶୀତତାପ ନିୟନ୍ତ୍ରଣ
এয়ারক্রু ট্রান্সফরমার,ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |
বিমান,ବିମାନ
প্রান্তিককরণ,ଶ୍ରେଣୀବଦ୍ଧତା |
প্রান্তিককরণ ত্রুটি,ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |
লাইভ সার্কিট,ଲାଇଭ୍ ସର୍କିଟ୍ |
সম্পূর্ণ কাচের টিউব,ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |
পুরো ধাতব টিউব,ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |
ঠিক করতে,ଠିକ କରିବା ପାଇଁ
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
mishratvan,ମିଶ୍ର
সর্বব্যাপী মাধ্যম,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
ওমনি অ্যান্টেনা,omni ଆଣ୍ଟେନା |
পঞ্জিকা,ଆଲମାନାକ |
আলফা,ଆଲଫା
আলফা-ক্রিয়াকলাপ,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
আলফানিউমেরিক,ବର୍ଣ୍ଣମାଳା
আলফা রশ্মি,ଆଲଫା ରଶ୍ମି |
পরিবর্তন,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"বিকল্প, বিকল্প","ବିକଳ୍ପ, ବିକଳ୍ପ"
বিকল্প,ବିକଳ୍ପ
altimeter,ଉଚ୍ଚତା
altimeter,ଉଚ୍ଚତା
অলটাইমেট্রি,ଉଚ୍ଚତା
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
amaget নিয়ম,amaget ନିୟମ |
পরিবেশ,ପରିବେଶ
অ্যামিক্রন,ଆମିକ୍ରନ୍ |
অ্যামিটার,ଆମ୍ମିଟର
অ্যাম্পিয়ার,ଆମ୍ପେର୍
অ্যাম্পিয়ার-ল,ampere-law
উভচর আয়ন,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
পরিবর্ধন,ବୃଦ୍ଧି
পরিবর্ধক,ଏମ୍ପ୍ଲିଫାୟର୍
"কোণ, মাত্রা","କୋଣ, ପରିମାପ"
ক এম.উ. (পারমাণবিক ভর একক),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
উপযুক্ত,ସୁସଙ୍ଗତ
সাদৃশ্য,ଅନୁରୂପ
বিশ্লেষক,ବିଶ୍ଳେଷକ |
বিশ্লেষণ,ବିଶ୍ଳେଷଣ |
বিশ্লেষণাত্মক,ବିଶ୍ଳେଷଣାତ୍ମକ |
অ-বিন্দু,ଅଣ-ବିନ୍ଦୁ |
অস্বাভাবিক,ଅସନ୍ତୁଷ୍ଟ |
এবং দরজা,ଏବଂ ଦ୍ୱାର
অ শাব্দিক,ଅଣ-ଆକାଶବାଣୀ |
অস্বাভাবিক স্থিতিস্থাপকতা,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
নির্জল,ଆନ୍ହାଇଡ୍ରସ୍
কোণ,କୋଣ
অ্যাংস্ট্রম ইউনিট,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
কৌণিক,କୋଣାର୍କ |
প্রটেক্টর ভার্নিয়ার,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
বিতর্কিত,ବିବାଦୀୟ |
অসম্মান,ସମ୍ମାନଜନକ |
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
শিথিল,ଅଳସୁଆ |
anion,ଆୟନ
অপ্রতিসম,ଅସୀମିତ |
আইসোট্রপিক,ଆଇସୋଟ୍ରୋପିକ୍ |
আইসোট্রপিজম,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
মুছে ফেলা,ବିଲୋପ
বর্ণনাকারী,ଷଡଯନ୍ତ୍ରକାରୀ
অ্যানোড,anode
anodization,ଆନାଡାଇଜେସନ୍ |
অসামঞ্জস্যপূর্ণ,ଅସଙ୍ଗତ
অপটিক্যাল সিস্টেম,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
অ্যান্টেনা,ଆଣ୍ଟେନା |
antiberion,ଆଣ୍ଟିବାୟର୍
বিরোধী বন্ধন সম্পত্তি,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
পাল্টা বন্ড,କାଉଣ୍ଟର ବଣ୍ଡ |
বিপরীত শক্তি,ଓଲଟା ଶକ୍ତି |
ডায়ম্যাগনেটিক,ଡାଇମାଗ୍ନେଟିକ୍ |
ডায়ম্যাগনেটিক উপাদান,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
প্রদাহ বিরোধী,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
বিরোধী মাধ্যাকর্ষণ,ଆଣ୍ଟିଗ୍ରାଭିଟି
antilamda কণা,ଆଣ୍ଟିଲାମଡା କଣିକା |
এলিলেপ্টন,ଆଲେଲେପଟନ୍ |
ডায়ম্যাগনেটিক,ଡାଇମାଗ୍ନେଟିକ୍ |
প্রতিপদার্থ,ଆଣ୍ଟିମାଟର୍ |
ক্ষেপণাস্ত্র বিরোধী,ଆଣ୍ଟି ମିସାଇଲ୍
অ্যান্টিনিউট্রন,ଆଣ୍ଟିନାଟ୍ରନ୍ |
স্পন্দনশীল,ପଲସିଂ
অ্যান্টিনিউক্লিয়ন,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
প্রতিকণা,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
অ্যান্টিপ্রোটন,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
প্রতিফলক,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
প্রতিসম,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
অ পুনরাবৃত্ত,ପୁନରାବୃତ୍ତି ନୁହେଁ |
anachronism,ଆନାକ୍ରୋନିଜିମ୍ |
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
দ্বারক,ଦ୍ୱାରକ
"শীর্ষ, শীর্ষ, সামনে","ଉପର, ଉପର, ଆଗ"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
উদাসীন লেইস,ଉଦାସୀନ ଲେସ୍ |
অ করুণ,ଅଣ-ଦୁ hetic ଖଦାୟକ |
অ-অক্ষমতা,ଅକ୍ଷମତା |
খুব অ্যাক্রোমেটিক,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"land-high, apogee","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"nonpolar, circumpolar","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
parapolarity,ପାରାପୋଲାରିଟି |
যন্ত্র,ଉପକରଣ
"ভার্চুয়াল, ভিজ্যুয়াল","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
দৃশ্যমান সূর্য,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
চাক্ষুষ সময়,ଭିଜୁଆଲ୍ ସମୟ |
উদ্ভূত চেহারা,ଉଦୀୟମାନ ରୂପ
আবেদন,ଆବେଦନ
প্রযোজ্যতা,ପ୍ରଯୁଜ୍ୟତା |
প্রয়োগ করা,ପ୍ରୟୋଗ ହୋଇଛି |
পর্যবেক্ষণযোগ্য,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
পন্থা,ଉପାୟ
"কাছাকাছি, প্রায়","ପାଖାପାଖି, ପାଖାପାଖି"
অনুমান,ଆନୁମାନିକତା
বাষ্পের চাপ,ବାଷ୍ପ ଚାପ
স্বেচ্ছায়,ସ୍ବେଚ୍ଛାକୃତ
"চাপ চুল্লি, চাপ চুল্লি","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
আর্কিমিডিসের আইন,ଆର୍କିମିଡିସ୍ ନିୟମ |
স্থাপত্য শাব্দবিদ্যা,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
চাপ বাতি,ଆର୍କ ଦୀପ
আর্ক-স্পেকট্রাম,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"এলাকা, এলাকা","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"আঞ্চলিক, আঞ্চলিক","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"হাত, বাহু, শাখা","ବାହୁ, ବାହୁ, ଶାଖା |"
অপেশাদার,ଶ୍ରଦ୍ଧାଳୁ
"অ্যারে, অ্যারে","ଆରେ, ଆରେ"
রিসিভার,ରସିଦ
উচ্চারণ স্বচ্ছতা,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
সিন্থেটিক,ସିନ୍ଥେଟିକ୍ |
কৃত্রিম রূপান্তর,କୃତ୍ରିମ ସଂକ୍ରମଣ
আরোহী,ଆରୋହଣ
আরোহণ,ଆରୋହଣ
আরোহণ,ଆରୋହଣ
আগলি,ଆଗୋଲି
সমষ্টি,ଏକୀକରଣ
এর সেট,ର ସେଟ୍
"সমাবেশ, সমাবেশ","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
নির্ভুল অনুমান,ସଠିକତା ଆକଳନ
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
স্বরধ্বনি,ସ୍ ow ର ଶବ୍ଦ
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
অ্যাস্থেনিক,asthenic
"পরিহার, দৃষ্টিভঙ্গি","ନିବୃତ୍ତତା, astigmatism |"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
জ্যোতির্পদার্থবিদ্যা,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
মহাকাশচারী,ମହାକାଶଚାରୀ
জ্যোতির্বিজ্ঞানী,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
স্বর্গীয়,ସ୍ୱର୍ଗୀୟ
জ্যোতির্বিদ্যা,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
জ্যোতির্পদার্থবিদ্যা,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
অপ্রতিসম,ଅସୀମିତ |
অ্যাসিম্পোটিক,ଅସ୍ମିପଟୋଟିକ୍ |
উত্তেজক,ବୃଦ୍ଧି
অ্যাসিঙ্ক্রোনাস,ଅସନ୍ତୁଳିତ |
"বায়ুমণ্ডল, বায়ুমণ্ডল","ପରିବେଶ, ପରିବେଶ"
বায়ুমণ্ডলীয়,ବାୟୁମଣ୍ଡଳ
বায়ু অশান্তি,ପବନ ଅଶାନ୍ତି |
পারমাণবিক,ପରମାଣୁ
পারমাণবিক,ପରମାଣୁ
পারমাণবিকতা,ପରମାଣୁ
পারমাণবিক ভর,ଆଣବିକ ମାସ
পারমাণবিক সংখ্যা,ପରମାଣୁ ସଂଖ୍ୟା
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
পারমাণবিক,ପରମାଣୁ
কণা,କଣିକା
কণা,କଣିକା
ক্ষয়,ଆଘାତ
"attenuating, attenuating","ଆଘାତ, ଆଘାତ"
কবজ,ଚମତ୍କାର |
আকর্ষণ শক্তি,ଆକର୍ଷଣର ଶକ୍ତି |
শ্রবণযোগ্যতা,ଶ୍ରବଣତା |
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
শ্রবণযোগ্য,ଶ୍ରବଣଯୋଗ୍ୟ |
অডিও জেনারেটর,ଅଡିଓ ଜେନେରେଟର
শ্রবণযোগ্যতা গ্রাফ,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
শ্রবণ বিজ্ঞান,ବିଜ୍ଞାନ ଶୁଣିବା |
অডিওমিটার,ଅଡିଓମିଟର |
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
শব্দ সংকেত,ଶବ୍ଦ ସଙ୍କେତ
অডিও-ভিজ্যুয়াল,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"অডিটোরিয়াম, অডিটোরিয়াম","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
ওজেড ইফেক্ট,OZ ପ୍ରଭାବ
পদোন্নতি,ପଦୋନ୍ନତି
বর্ধক,ଉନ୍ନତିକାରୀ
মেরু শিখা,ପୋଲାର ଅଗ୍ନି
দক্ষিণ মেরু শিখা,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
উত্তর মেরু শিখা,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
স্বয়ংক্রিয় সতর্কতা,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
স্বয়ংক্রিয় সমান্তরালকারী,ଅଟୋ ସମାନ୍ତରାଳ
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"অটোমেশন, অটোমেশন","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"সহকারী, সমবায়, অতিরিক্ত","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"অবদাভা, তুষারপাত","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"মানে, মানে","ଅର୍ଥ, ଅର୍ଥ"
পরিবার,parivaran
অক্ষীয়,ଅକ୍ଷୀୟ |
অক্ষ,ଅକ୍ଷ
আজিমুথ,ଆଜିମ୍ୟୁଥ୍
আজিমুথ,ଆଜିମ୍ୟୁଥ୍
পেছনে,ପଛକୁ
"পটভূমি, পটভূমি","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"পশ্চাৎপদ, পশ্চাৎপদ","ପଛକୁ, ପଛକୁ"
পরিবর্তন,ବୁଲି ପଡ
ব্যাক ভোল্টেজ পালসার,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
সম্পর্ক পরবর্তী,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
প্রতিদান,ପରିଶୋଧ
বিরোধী ভোল্টেজ,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
পোস্টেরিয়র স্ক্যাটারিং,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
অন্তর্বর্তী তরঙ্গ,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
অন্তরক,ଇନସୁଲେଟର
প্যারাশুট জাম্প,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
গরম করার,ଗରମ
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
ব্যালেন্সার,ବାଲାନ୍ସର୍
ভারসাম্য,ସନ୍ତୁଳନ
গ্লাবুল,ଗ୍ଲୋବୁଲ୍
"ব্যালিস্টিক, ব্যালিস্টিক","ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
মিসাইল,କ୍ଷେପଣାସ୍ତ୍ର
"ব্যালিস্টিক, অস্ত্র","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
অভিক্ষেপ,ପ୍ରୋଜେକସନ
বিনামূল্যে পথচলা,ମାଗଣା ପଥ
"বেলুন, বেলুন","ବେଲୁନ୍, ବେଲୁନ୍ |"
balmer discontinuity,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
"ব্যান্ড, ব্যান্ড, ব্যান্ড","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
বিস্ফোরণ,ବିସ୍ଫୋରଣ
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |"
বারদিন নীতি,ବାର୍ଡେନ୍ ନୀତି |
বারখাউসেন প্রভাব,ବାର୍କହାଉନ୍ ପ୍ରଭାବ |
বারলো চক্র,ବାର୍ଲୋ ଚକ୍ର |
বার চুম্বক,ବାର୍ ଚୁମ୍ବକ
শস্যাগার,ଭଣ୍ଡାର
বায়ু চাপ গ্রাফ,ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |
"barograph, barograph","ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |"
ব্যারোমিটার,ବାରୋମିଟର |
বায়ুমণ্ডলীয় চাপ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"cosmos, baromosphere","ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |"
পেন্ডুলাম,ପେଣ୍ଡୁଲମ୍ |
"বাধা, পারমাণবিক, পারমাণবিক বাধা","ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |"
