Odiya,Assamese
ଦୁର୍ଗ,দুৰ্গ
ଦୁର୍ଗ,দুৰ্গ
ଦୁର୍ଗ ସହର,কেছল টাউন
କାଷ୍ଟ୍ରା |,কাষ্ট্ৰা
କାଷ୍ଟ୍ରା |,কাষ্ট্ৰা
କ୍ୟାଥେଡ୍ରା |,কেথেড্ৰা
କ୍ୟାଥେଡ୍ରାଲ୍ |,কেথেড্ৰেল
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ
କାଉଡିଲୋ |,কৌডিলো
କାଭାଲିଅର୍ |,কেভেলিয়াৰ
କାଭାଲିଅର୍ |,কেভেলিয়াৰ
କାଭାଲିଅର୍ ସଂସଦ |,কেভেলিয়াৰ সংসদ
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,আদুল্লামৰ গুহা
ଗୁମ୍ଫା ଚିତ୍ର,গুহা চিত্ৰকলা
ଗୁମ୍ଫା ଚିତ୍ର,গুহা চিত্ৰকলা
Centumvir,চেণ্টুমভিৰ
ସେଞ୍ଚୁରିଅନ୍ |,চেঞ্চুৰিয়ান
ଶତାବ୍ଦୀ,শতিকা
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),চেইন আৰ্মৰ (=চেইন মেইল)
ଚାନ୍ଟ୍ରି |,চান্ট্ৰী
ଚାନ୍ଟ୍ରି |,চান্ট্ৰী
ଅଧ୍ୟାୟ ପୁସ୍ତକ,চ্যাপ কিতাপ
ଚାପଲେନ୍ |,চেপলিন
ଅଧ୍ୟାୟ,অধ্যায়
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,দুৰ্ঘটনাৰ অধ্যায়
ଚାର୍ଜ,চাৰ্জ
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,চাৰ্জ ডি এফেয়াৰ্ছ
ଚାର୍ଜ ବିଭାଜନ |,চাৰ্জ পাৰ্টিং
ଚାର୍ଜର,চাৰ্জাৰ
ରଥ,ৰথ
ରଥ,ৰথী
ରଥ,ৰথী
ରଥ,ৰথী
ଚାରିଟି ରୋଷେଇ ଘର |,চেৰিটি কিচেন
ଚାର୍ଟର୍,চনদ
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,চাৰ্ট’ফাইলেচিয়াম
Chateau |,চেট&#39;
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,পোষ্ট চেক কৰক
ରାସାୟନିକ ଯୁଦ୍ଧ |,ৰাসায়নিক যুদ্ধ
ଚେଷ୍ଟର୍ |,চেষ্টাৰ
ମୁଖ୍ୟ,প্ৰধান
ମୁଖିଆ,মুখীয়াল
ମୁଖିଆ,মুখীয়াল
ମୁଖିଆ,মুখীয়াল
ଚିଫନ୍ |,চিফন
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,অশ্বাৰোহীতা
ମନୋନୀତ ଲୋକ,নিৰ্বাচিত লোকসকল
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ক্ৰীছমোগ্ৰাফী
ଖ୍ରୀଷ୍ଟଧର୍ମ,খ্ৰীষ্টান ধৰ্ম
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,খ্ৰীষ্টান যুগ
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,খ্ৰীষ্টান সমাজবাদ
ଇତିହାସ,ক্ৰনিকল
କ୍ରୋନିକଲର୍,ক্ৰনিকলাৰ
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,ক্ৰাইজ চেৰ্চোনিজ
ସିମେଲିୟମ୍ |,চিমেলিয়াম
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento শৈলী
ସର୍କୁନାଭିଗେସନ୍ |,প্ৰদক্ষিণ
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,চিষ্টাৰচিয়ান সন্ন্যাসী
ସୀତା,দুৰ্গ
ଉଦ୍ଧୃତ,উদ্ধৃতি
ଉଦ୍ଧୃତ,উদ্ধৃতি
ନାଗରିକ ଅବମାନନା |,নাগৰিক অবাধ্যতা
ଗୃହଯୁଦ୍ଧ |,গৃহযুদ্ধ
ସିଭିସ୍ ରୋମାନସ୍ |,চিভিছ ৰোমানাছ
ଶାସ୍ତ୍ରୀୟ ବୟସ |,ধ্ৰুপদী যুগ
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),ক্লেফ্ট (=klepht)
ଧର୍ମ ଧର୍ମ,কেৰাণীবাদ
କ୍ଲାରଚ,ক্লাৰুচ
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,ক্লুনিয়াক আন্দোলন
କୋଟ ବାହୁ,কোট কৱচ
କୋଟ୍,কোট অৱ আৰ্মছ
କୋଟ୍,কোট অৱ আৰ্মছ
କୋଟ୍,কোট অৱ আৰ্মছ
କୋଟ୍ ମେଲ୍ |,কোট অৱ মেইল
କୋହର୍ଟ |,কোহৰ্ট
Comitia,কমিটিয়া
Comitia Centuriata,কমিটিয়া চেঞ্চুৰিয়াটা
Comitia Curiata,কমিটিয়া কুৰিয়াটা
Comitia Tributa,কমিটিয়া ট্ৰিবুটা
ସ୍ମରଣୀୟ ଆର୍,স্মৃতিচাৰণ তোৰণ
ସ୍ମରଣୀୟ ମୁଦ୍ରା,স্মৃতিচাৰণ মুদ্ৰা
ସ୍ମରଣୀୟ ସିଲ୍ |,স্মৃতিসৌধ
ସାଧାରଣ କ୍ଷେତ୍ର |,সাধাৰণ ক্ষেত্ৰ
କମ୍ୟୁନାର୍ଡ |,কমিউনাৰ্ড
କନକର୍ଡେଟ୍ |,কনকৰ্ডেট
କନକର୍ଡେଟ୍ |,কনকৰ্ডেট
କଣ୍ଡୋଟିଅର୍ |,কণ্ডোটিয়েৰ
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,নিশ্চিতকৰণ Cartarum
ଦ୍ୱନ୍ଦ୍ୱ |,বিবাদ
ମଣ୍ଡଳୀ,মণ্ডলী
ରାଜ୍ୟ ଜିତିବା |,বিজয়ী ৰাষ্ট্ৰ
ଜୟ,বিজয়ী
କନକ୍ୟୁଷ୍ଟାଡର୍ |,কনকিষ্টাডৰ
କନସିଲିୟମ୍ |,কনচিলিয়াম
ସ୍ଥିର,কনচিষ্টৰী
ଷଡଯନ୍ତ୍ର,ষড়যন্ত্ৰ
ଷଡଯନ୍ତ୍ର,ষড়যন্ত্ৰ
