Gujarati,Bengali
સજાતીય ભૂમિતિ,সমজাতীয় জ্যামিতি
સજાતીય મેપિંગ,সমজাতীয় ম্যাপিং
સજાતીય પરિવર્તન,একজাতীয় রূপান্তর
એકંદર ચલ,সামগ্রিক পরিবর্তনশীল
"બીજગણિત, બીજગણિત, બીજગણિત, બીજગણિત","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"સીડી બંધ, બીજરૂપે","seedy বন্ধ, বীজাণু"
બીજગણિતીય સમીકરણ,বীজগণিত সমীকরণ
બીજગણિતીય અભિવ્યક્તિ,বীজগাণিতিক এক্সপ্রেশন
બીજગણિત એકરૂપતા,বীজগণিতের একজাতীয়তা
બીજગણિત કાર્ય,বীজগণিতের ফাংশন
બીજગણિત ભૂમિતિ,বীজগণিত জ্যামিতি
બીજગણિત બહુમતી,বীজগণিত বহুত্ব
બીજગણિત સિસ્ટમ,বীজগণিত ব্যবস্থা
તમામ પૂર્ણાંક સમસ્યા,সমস্ত পূর্ণসংখ্যা সমস্যা
"સોંપણી સમસ્યા વોટ પ્રશ્ન,",অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন
આલ્ફાબેટીકલ નોટેશન,বর্ণানুক্রমিক স্বরলিপি
આલ્ફાબેટીક અક્ષર,বর্ণানুক্রমিক অক্ষর
વૈકલ્પિક ખૂણા,বিকল্প কোণ
"વૈકલ્પિક સજાતીય વૈકલ્પિક સ્વરૂપ,",বিকল্প সমজাতীয় বিকল্প ফর্ম
વૈકલ્પિક જૂથ,বিকল্প গোষ্ঠী
વૈકલ્પિક મેટ્રિક્સ,বিকল্প ম্যাট্রিক্স
વૈકલ્પિક શ્રેણી,বিকল্প সিরিজ
વૈકલ્પિક પૂર્વધારણા,বিকল্প অনুমান
વૈકલ્પિક શ્રેષ્ઠ,বিকল্প সর্বোত্তম
વૈકલ્પિક પરિણામ,বিকল্প ফলাফল
એનાલોગ-અંક કન્વર્ટર,এনালগ-ডিজিট কনভার্টার
"એનાલોગ કમ્પ્યુટર,",এনালগ কম্পিউটার
વિશ્લેષણ,বিশ্লেষণ
સહપ્રવર્તન વિશ્લેષણ,সহভক্তি বিশ্লেষণ
ગણતરી-માહિતી વિશ્લેષણ,গণনা-ডেটা বিশ্লেষণ
વિચલન વિશ્લેષણ,বৈচিত্র্য বিশ্লেষণ
વિશ્લેષણાત્મક ભૂમિતિ,বিশ্লেষণাত্মক জ্যামিতি
વિશ્લેષણાત્મક કાર્ય,বিশ্লেষণাত্মক ফাংশন
કોણ,কোণ
સ્પર્શકોણ,স্পর্শক কোণ
વિચલન કોણ,বিচ্যুতি কোণ
હતાશા કોણ,বিষণ্নতা কোণ
વિચલન કોણ,বিচ্যুতি কোণ
વિવર્તન કોણ,বিবর্তন কোণ
એલિવેશન એંગલ,উচ্চতা কোণ
ઘટના કોણ,ঘটনার কোণ
પ્રક્ષેપણ કોણ,অভিক্ষেপ কোণ
પ્રતિબિંબ કોણ,প্রতিফলন কোণ
રીફ્રેક્શન કોણ,প্রতিসরণ কোণ
પરિભ્રમણ કોણ,ঘূর্ণন কোণ
પ્રતિબિંબનો સંપૂર્ણ કોણ,প্রতিফলনের পরম কোণ
કોણીય પ્રવેગક,কৌণিক ত্বরণ
કોણીય વેગ,কৌণিক বেগ
કોણીય ઝડપ,কৌণিক গতি
કોણીય વેગ,কৌণিক বেগ
રિંગ આંગળી,অনামিকা আঙুল
જવાબ આપો,উত্তর
પ્રતિ વ્યુત્પન્ન,কাউন্টার ডেরিভেটিভ
આઇસોમેટ્રિક કાર્ય,আইসোমেট্রিক ফাংশন
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"અરજી અરજી,",আবেদনের আবেদন
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
લાગુ ભૂમિતિ,প্রয়োগ করা জ্যামিতি
લાગુ ગણિત,ফলিত গণিত
લાગુ આંકડા,ফলিত পরিসংখ্যান
"લગભગ, લગભગ","প্রায়, প্রায়"
લગભગ સતત કાર્ય,প্রায় একটানা ফাংশন
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
અંદાજિત ઉકેલ,আনুমানিক সমাধান
અંદાજની સમસ્યા,আনুমানিক সমস্যা
અંદાજિત મિલકત,আনুমানিক সম্পত্তি
અભિરુચિ કસોટી,বুদ্ধিমত্তার পরীক্ষা
આર્ગોન ડાયાગ્રામ,আর্গন ডায়াগ্রাম
સ્વૈચ્છિક,স্বেচ্ছায়
"રેન્ડમ, રેન્ડમ","এলোমেলো, এলোমেলো"
મનસ્વી સતત,নির্বিচারে ধ্রুবক
મફત તત્વ,বিনামূল্যে উপাদান
મનસ્વી બિંદુ,নির্বিচারে পয়েন্ট
આર્કિમિડીનો કાયદો,আর্কিমিডের আইন
આર્કિમિડીઝનો કાયદો,আর্কিমিডিসের আইন
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
વર્તુળ ચાપ,বৃত্ত চাপ
વ્યસ્ત સાઈન વિતરણ,ইনভার্স সাইন ডিস্ট্রিবিউশন
વ્યસ્ત સાઈન રૂપાંતરણ,বিপরীত সাইন রূপান্তর
"વિસ્તાર, વિસ્તાર","এলাকা, এলাকা"
પ્રાદેશિક રૂપરેખાંકન,আঞ্চলিক কনফিগারেশন
જટિલ સંખ્યાનો કોણ,একটি জটিল সংখ্যার কোণ
અંકગણિત સરેરાશ,গাণিতিক গড়
ડિજિટલ કામગીરી,ডিজিটাল অপারেশন
ડિજિટલ એકમ,ডিজিটাল ইউনিট
"ગોઠવણી, ગોઠવણી","কনফিগারেশন, বিন্যাস"
"એરે, એરે","অ্যারে, অ্যারে"
કૃત્રિમ ઉપગ્રહ,কৃত্রিম উপগ্রহ
કૃત્રિમ ચલ,কৃত্রিম পরিবর্তনশীল
ચઢવું,আরোহন করা
ચડતા,আরোহী
તીવ્રતાનો ચડતો ક્રમ,মাত্রার আরোহী ক্রম
ચડતા ગ્રેડ,আরোহী গ্রেড
એસેમ્બલર ભાષા,সংযোজনকারী ভাষা
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
સહયોગી નિયમ,সহযোগী নিয়ম
ઓપરેટરોનો સહયોગી નિયમ,অপারেটরদের সহযোগী নিয়ম
સહયોગી કામગીરી,সহযোগী অপারেশন
સોબત,সাহচর্য
ધાર્યું સરેરાશ,ধরে নেওয়া গড়
અનુમાનિત સંભાવના વિતરણ,অনুমান সম্ভাব্যতা বন্টন
"કલ્પના, સ્વીકાર્યું,","কল্পনা করা, স্বীকার করা"
જ્યોતિષશાસ્ત્ર,জ্যোতিষশাস্ত্র
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
ખગોળશાસ્ત્રી*,জ্যোতির্বিদ*
ખગોળશાસ્ત્રીય ઘડિયાળ,জ্যোতির্বিদ্যা ঘড়ি
ખગોળશાસ્ત્ર,জ্যোতির্বিদ্যা
અસમપ્રમાણ વળાંક,অপ্রতিসম বক্ররেখা
અસમપ્રમાણતા,অসমতা
એસિમ્પટોટિક,অ্যাসিম্পোটিক
ઉત્તેજક,উত্তেজক
પ્રગતિશીલ અંદાજકાર,প্রগতিশীল অনুমানকারী
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
પૂર્વવર્તી આચરણ,বিপরীতমুখী আচরণ
આક્રમક વિતરણ કાર્ય,আক্রমনাত্মক বিতরণ ফাংশন
ઉપરની તરફ ફેલાવો,ঊর্ধ্বগামী বিস্তার
વાતાવરણ નુ દબાણ,বায়ুমণ্ডলীয় চাপ
"અવ્યવસ્થિત રીતે,",এলোমেলোভাবে
મિલકત*,সম্পত্তি*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
સંવર્ધિત મેટ્રિક્સ,অগমেন্টেড ম্যাট্রিক্স
સ્વતઃસંબંધ ગુણાંક,স্বয়ংক্রিয় সম্পর্ক সহগ
સ્વતઃસંબંધ કાર્ય,স্বয়ংক্রিয় সম্পর্ক ফাংশন
સહપ્રવૃત્તિ,সহবাস
સ્વચાલિત કમ્પ્યુટર,স্বয়ংক্রিয় কম্পিউটার
ઓટોરીગ્રેશન,অটোরিগ্রেশন
સહાયક સમીકરણ,সহায়ক সমীকরণ
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"axiom, axiom","axiom, axiom"
સ્વયંસિદ્ધ અભિગમ,স্বতঃসিদ্ধ পদ্ধতি
સંભાવના સ્વયંસિદ્ધ,সম্ভাব্যতা স্বতঃসিদ্ধ
ધરી,অক্ষ
ભુજક્ષા,ভুজক্ষ
પૃથ્વીની ધરી,পৃথিবী অক্ষ
પરિભ્રમણ અક્ષ,ঘূর্ণন অক্ষ
પરિભ્રમણ અક્ષ,ঘূর্ণন অক্ষ
સ્પિન અક્ષ,স্পিন অক্ষ
પોસ્ટ રિપ્લેસમેન્ટ,পোস্ট প্রতিস্থাপন
પાછળથી,পরে
પાછા નિવેશ સૂત્ર,ফিরে সন্নিবেশ সূত্র
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
સંતુલિત ડિઝાઇન,সুষম নকশা
સરવૈયા,ব্যালেন্স শীট
મિસાઇલ,মিসাইল
"બેલિસ્ટિક્સ, હથિયાર","ব্যালিস্টিক, অস্ত্র"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"આધાર, આધાર, આધાર, આધાર, આધાર","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
આધાર કોણ,ভিত্তি কোণ
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"મૂળભૂત, મૂળભૂત,","মৌলিক, মৌলিক"
આધાર સુસંગત ઉકેલ,ভিত্তি সুসংগত সমাধান
આધાર ઉકેલ,ভিত্তি সমাধান
આધાર ચલ,ভিত্তি পরিবর্তনশীল
પાયો,ভিত্তি
આધાર તત્વ,ভিত্তি উপাদান
આધાર મેટ્રિક્સ,বেস ম্যাট্রিক্স
વેક્ટર જગ્યાનો આધાર,ভেক্টর স্থানের ভিত্তি
પેટા-વસ્તીનો આધાર,উপ-জনসংখ্যা ভিত্তিতে
અનૈતિક,নীতিহীন
bez-નિયમ,বেজ-রুল
bez-પ્રમેય,bez-তত্ত্ব
bernoulli-વિતરણ,bernoulli-বন্টন
બર્નોલી નંબરો,বার্নোলি সংখ্যা
Bernoulli સંભાવના કાર્ય,Bernoulli সম্ভাব্যতা ফাংশন
બર્નોલી-સમીકરણ,বার্নোলি-সমীকরণ
બેરી કાર્ય,বেরি ফাংশন
શ્રેષ્ઠ સંલગ્નતા,সেরা আনুগত্য
શ્રેષ્ઠ સંલગ્નતા રેખા,সেরা আনুগত্য লাইন
શ્રેષ્ઠ ઉકેલ,সেরা সমাধান
શ્રેષ્ઠ ટીપ્સ,সেরা টিপস
બીટા વિતરણ,বিটা বিতরণ
"પૂર્વગ્રહ, પૂર્વગ્રહ","পক্ষপাত, পক্ষপাত"
પક્ષપાતી આકારણી,পক্ষপাতমূলক মূল্যায়ন
દ્વિપદી સમીકરણ,দ্বিপদ সমীকরণ
એક કવર,একক আবরণ
એક કવર નકશો,একক কভার মানচিত্র
સિંગલ કવર મેપિંગ,একক কভার ম্যাপিং
ચતુર્ભુજ ચતુર્ભુજ,দ্বিঘাত দ্বিঘাত
દ્વિરેખીય કાર્ય,বাইলিনিয়ার ফাংশন
દ્વિરેખીય સંન્યાસી એકરૂપતા,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"બાઈનરી કોડ, બાઈનરી કોડ","বাইনারি কোড, বাইনারি কোড"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
બાઈનરી એન્કોડિંગ,বাইনারি এনকোডিং
દ્વિસંગી કમ્પ્યુટર,বাইনারি কম্পিউটার
દ્વિસંગી સંખ્યાઓ,বাইনারি সংখ্যা
દ્વિસંગી કામગીરી,বাইনারি অপারেশন
દ્વિસંગી પદ્ધતિ,বাইনারি পদ্ধতি
દ્વિસંગી ચલ,বাইনারি পরিবর্তনশীল
દ્વિપદી ગુણાંક,দ্বিপদ সহগ
દ્વિપદી વિતરણ,দ্বিপদ ডিস্ট্রিবিউশন
દ્વિપદી સમીકરણ,দ্বিপদ সমীকরণ
દ્વિપદી ભિન્નતા,দ্বিপদ প্রকরণ
દ્વિપદી અભિવ્યક્તિ,দ্বিপদ অভিব্যক্তি
દ્વિપદી રેન્ડમ ચલ,দ্বিপদী র্যান্ডম পরিবর্তনশীল
દ્વિપદી પ્રમેય,দ্বিপদ উপপাদ্য
"અર્ધ, વિભાજન","অর্ধেক, বিভাজন"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
અડધા દ્વિભાજક,অর্ধেক দ্বিখণ্ডক
દ્વિપદી,দ্বিপদ
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
દ્વિવિધ સહસંબંધ ગુણાંક,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
દ્વિવિધ વિતરણ,দ্বিমুখী বন্টন
બાયવેરિયેટ સામાન્ય-વિતરણ,bivariate স্বাভাবিক-বন্টন
બાઇવેક્ટર,bivector
બોલ્ટમેન સમીકરણ,বোল্টম্যান সমীকরণ
બુલિયન બીજગણિત*,বুলিয়ান বীজগণিত*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,বোস-আইনস্টাইন পরিসংখ্যান
મર્યાદા પ્રતિબંધો,সীমাবদ্ধতা সীমাবদ্ধতা
સીમા સ્તર,সীমানা স্তর
સીમા રેખા,সীমান
મર્યાદા મૂલ્ય,সীমা মান
સીમા મૂલ્યની સમસ્યા,সীমানা মান সমস্যা
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",আবদ্ধ ফাংশন আবদ্ধ ফল
"બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"સીમિત પ્રદેશ સીમિત પ્રદેશ,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ,",আবদ্ধ সেট আবদ্ধ সেট
બ્રાઉની ગતિ,ব্রাউনি গতি
ગણતરી કરવી,হিসাব করতে
ગણતરી,গণনা
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","ক্যালকুলেটর, ক্যালকুলেটর"
ગણતરી*,হিসাব*
કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ,গণনামূলক কর্ম পদ্ধতি
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","ক্যালকুলেটর, ক্যালকুলেটর"
"કલન, કલન","ক্যালকুলাস, ক্যালকুলাস"
વિભિન્ન કલન,প্রকরণ ক্যালকুলাস
કેલરી,ক্যালোরি
નિયમ રદ કરો,বিধি বাতিল করা
પ્રામાણિક સમીકરણ,ক্যানোনিকাল সমীকরণ
પ્રમાણભૂત સ્વરૂપ,ক্যানোনিকাল ফর্ম
"કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ","ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স"
કેન્ટર સેટ,ক্যান্টর সেট
કેન્ટર ત્રિકોણાકાર સમૂહ,ক্যান্টর ত্রিভুজাকার সেট
પ્રતિબંધિત પરિવહન સમસ્યા,সীমাবদ্ধ পরিবহন সমস্যা
ક્ષમતા,ক্ষমতা
રુધિરકેશિકા બળ,কৈশিক বল
"કાઉન્ટ નંબર, કાર્ડિનલ નંબર","গণনা সংখ্যা, কার্ডিনাল সংখ্যা"
કાર્ટેશિયન અક્ષ,কার্টেসিয়ান অক্ষ
કાર્ટેશિયન કોઓર્ડિનેટ્સ,কার্টেসিয়ান স্থানাঙ্ক
કાર્ટેશિયન ઉત્પાદન,কার্টিজিয়ান পণ্য
સમૂહોનું કાર્ટેશિયન ગુણાકાર,সেটের কার্টেসিয়ান গুন
"કેસ સ્ટડી, કેસ સ્ટડી","কেস স্টাডি, কেস স্টাডি"
આપત્તિજનક ભાષણ,বিপর্যয়মূলক বক্তৃতা
કેટિનરી,ক্যাটিনারি
કોચી વિતરણ,কচি বন্টন
કૌશીનું સૂત્ર,কৌশির সূত্র
કૌશી-ગુર્સા-પ્રમેય,কচি-গুর্সা-তত্ত্ব
કૌશી-રીમેન-બાન,কৌশি-রিম্যান-বান
કોચી ક્રમ,কচি সিকোয়েন্স
કૌશી અભિન્ન,কৌশি অবিচ্ছেদ্য
કૌશી મુખ્ય-મૂલ્ય,কৌশি প্রধান-মূল্য
કોચી શેષ પ્રમેય,কচি অবশিষ্ট উপপাদ্য
કેલે-હેમિલ્ટન-પ્રમેય,ক্যালে-হ্যামিল্টন-উপাত্ত
અવકાશી પદાર્થ,স্বর্গীয় শরীরের
ખગોળશાસ્ત્રીય માપન,জ্যোতির্বিদ্যা পরিমাপ
અવકાશી મિકેનિક્સ,স্বর্গীয় বলবিদ্যা
અવકાશી પદાર્થ,স্বর্গীয় শরীরের
સેલ આવર્તન,সেল ফ্রিকোয়েন্সি
"વસ્તી ગણતરી, વસ્તી ગણતરી","আদমশুমারি, আদমশুমারি"
ટકાવારી,শতাংশ
સેન્ટીમીટર,সেন্টিমিটার
સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
"કેન્દ્રિય, કેન્દ્રિત","কেন্দ্রীয়, কেন্দ্রীভূত"
કેન્દ્રીય અક્ષ,কেন্দ্রীয় অক্ষ
કેન્દ્રીય અંતર,কেন্দ্রীয় ফাঁক
કેન્દ્રીય તફાવત સૂત્ર,কেন্দ্রীয় পার্থক্য সূত্র
કેન્દ્રીય વિભેદક કોષ્ટક,কেন্দ্রীয় ডিফারেনশিয়াল টেবিল
કેન્દ્રીય મર્યાદા પ્રમેય,কেন্দ্রীয় সীমা উপপাদ্য
કેન્દ્રીય ક્ષણ,কেন্দ্রীয় মুহূর্ত
કેન્દ્રીય સંસાધન એકમ,কেন্দ্রীয় সম্পদ ইউনিট
કેન્દ્રીય વૃત્તિ,কেন্দ্রীয় প্রবৃত্তি
કેન્દ્ર*,কেন্দ্র*
ગુરુત્વાકર્ષણ કેન્દ્ર,অভিকর্ষের কেন্দ্র
જૂથ કેન્દ્ર,গ্রুপ কেন্দ্র
સમૂહ કેન્દ્ર,ভর কেন্দ্র
સમપ્રમાણતાનું કેન્દ્ર,প্রতিসাম্য কেন্দ্র
કેન્દ્રત્યાગી બળ,অপকেন্দ্র বল
કેન્દ્રબિંદુ બળ,কেন্দ্রমুখী বল
"કેન્દ્રિય મેરીડીયન,",কেন্দ্রমুখী মেরিডিয়ান
નિશ્ચિતતા,নিশ্চিততা
cgs પદ્ધતિ,সিজিএস পদ্ধতি
સીજીએસ એકમ,সিজিএস ইউনিট
ભિન્નતાનો સાંકળ નિયમ,পার্থক্যের চেইন নিয়ম
તક દ્વારા,"ভাগ্যে, ভাগ্যক্রমে"
રેન્ડમ ચાલ,এলোমেলো পদক্ষেপ
અક્ષ શિફ્ટ,অক্ষ স্থানান্তর
"આધાર પરિવર્તન પાયધર-પરિવર્તન,",ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন
ક્રમચય,স্থানান্তর
લાક્ષણિક ગુણાંક,বৈশিষ্ট্য সহগ
લાક્ષણિકતા નિર્ણાયક,চরিত্রগত নির্ধারক
લાક્ષણિક સમીકરણ,চরিত্রগত সমীকরণ
"લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય","চারিত্রিক ফাংশন, চরিত্রগত ফাংশন"
લઘુગણકનું પૂર્ણાંક,লগারিদমের পূর্ণসংখ্যা
"લાક્ષણિક બહુપદી,",চরিত্রগত বহুপদ
લાક્ષણિક મૂલ્ય,বৈশিষ্ট্যগত মান
લાક્ષણિક વેક્ટર,চরিত্রগত ভেক্টর
પાત્ર સમુદાય,চরিত্র সম্প্রদায়
"ચાર્ટ, ચાર્ટ,","চার্ট, চার্ট"
ચી-સ્ક્વેર વિતરણ,চি-স্কোয়ার বিতরণ
ચી-સ્ક્વેર ફોર્મ્યુલા,চি-বর্গাকার সূত্র
ચી-સ્ક્વેર ટેસ્ટ,চি-স্কয়ার পরীক্ষা
તાર*,জ্যা*
તાર વિભાજન પદ્ધતિ,জ্যা বিভাজন পদ্ধতি
લેખિત સંદેશ,লিখিত বার্তা
"શૂન્ય, સાઇફર","শূন্য, সাইফার"
વર્તુળ*,বৃত্ত*
કન્વર્જન્સ વર્તુળ,অভিসারী বৃত্ত
સર્કિટ મેટ્રિક્સ,সার্কিট ম্যাট্রিক্স
"પરિપત્ર, પરિપત્ર,","বৃত্তাকার, বৃত্তাকার"
પરિપત્ર એસિમ્પ્ટોટ્સ,বৃত্তাকার উপসর্গ
ગોળાકાર કોન્ડ્યુલાઇન,বৃত্তাকার কন্ডুলাইন
પરિપત્ર ગતિ,বৃত্তাকার গতি
પરિઘ કેન્દ્ર,পরিধি কেন্দ্র
નિવૃત્ત*,অবসরপ্রাপ্ত*
"પ્રદક્ષિણા કરવી, આસપાસ દોરવું","প্রদক্ষিণ করা, চারপাশে আঁকা"
ભૂતકાળ,অতীত
ઘેરાયેલું,পরিধিকৃত
પ્રખ્યાત કોર્પોરેટ,বিশিষ্ট কর্পোরেট
ક્લાસિક ગતિશીલતા,ক্লাসিক গতিবিদ্যা
ક્લાસિક ઓપ્ટિમાઇઝેશન,ক্লাসিক অপ্টিমাইজেশান
ક્રોનિક નાણાકીય સમસ્યા,দীর্ঘস্থায়ী আর্থিক সমস্যা
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
ભૂલોનું વર્ગીકરણ,ত্রুটির শ্রেণীবিভাগ
વર્ગ અંતરાલ,ক্লাসের ব্যবধান
વર્ગ અંતરાલ એકમ,ক্লাস ব্যবধান ইউনিট
વર્ગ મર્યાદા,শ্রেণীর সীমা
ઘડિયાળની દિશામાં,ঘড়ির কাঁটার দিকে
બંધ,বন্ধ
"બંધ, બંધ","বন্ধ, বন্ধ"
બંધ સ્તર આવરણ,বন্ধ স্তর আবরণ
