Kannada,Malayalam
"ಲಗತ್ತಿಸಲಾದ ಸುತ್ತುವರಿದ,",ഘടിപ്പിച്ച വലയം
ಸಾಮಾನ್ಯ ನಿರ್ಣಾಯಕ,പൊതുവായ ഡിറ്റർമിനന്റ്
ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു
ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ,ഘടിപ്പിച്ച സമവാക്യം
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ഏകീകൃത മാട്രിക്സ്
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು,മാട്രിക്സ് കോവേരിയൻസ്
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ഏകീകൃത മാട്രിക്സ്
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം
ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ,സ്വീകാര്യമായ സിദ്ധാന്തം
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,എയറോഡൈനാമിക് ശക്തി
ವಾಯುಬಲವಿಜ್ಞಾನ,എയറോഡൈനാമിക്സ്
ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ,ഏകതാനമായ ജ്യാമിതി
ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್,ഏകതാനമായ മാപ്പിംഗ്
ಏಕರೂಪದ ರೂಪಾಂತರ,ഏകതാനമായ പരിവർത്തനം
ಒಟ್ಟು ವೇರಿಯಬಲ್,മൊത്തം വേരിയബിൾ
"ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ","ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം"
"ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ","സീഡി അടഞ്ഞ, വിത്ത്"
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,ബീജഗണിത സമവാക്യം
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,ബീജഗണിത പദപ്രയോഗം
ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ,ബീജഗണിത ഏകത
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,ബീജഗണിത പ്രവർത്തനം
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,ബീജഗണിത ജ്യാമിതി
ಬೀಜಗಣಿತದ ಬಹುತ್ವ,ബീജഗണിത ബഹുത്വം
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,ബീജഗണിത വ്യവസ്ഥ
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ,",അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,അക്ഷരമാലാ ക്രമം
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,അക്ഷരമാലാക്രമം
ಪರ್ಯಾಯ ಕೋನಗಳು,ഇതര കോണുകൾ
"ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ,",ഇതര ഏകതാനമായ ഇതര രൂപം
ಪರ್ಯಾಯ ಗುಂಪು,ഇതര ഗ്രൂപ്പ്
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ഇതര മാട്രിക്സ്
ಪರ್ಯಾಯ ಸರಣಿ,ഇതര പരമ്പര
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,ഇതര സിദ്ധാന്തം
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,ബദൽ ഒപ്റ്റിമം
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,ഇതര ഫലം
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,അനലോഗ് അക്ക കൺവെർട്ടർ
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",അനലോഗ് കമ്പ്യൂട്ടർ
ವಿಶ್ಲೇಷಣೆ,വിശകലനം
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,സഹവർത്തിത്വ വിശകലനം
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,എണ്ണൽ-വിവര വിശകലനം
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,വ്യതിയാന വിശകലനം
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,അനലിറ്റിക്കൽ ജ്യാമിതി
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,വിശകലന പ്രവർത്തനം
ಕೋನ,കോൺ
ಸ್ಪರ್ಶ ಕೋನ,ടാൻജന്റ് കോൺ
ವಿಚಲನ ಕೋನ,വ്യതിചലന കോൺ
ಖಿನ್ನತೆಯ ಕೋನ,വിഷാദം ആംഗിൾ
ವಿಚಲನ ಕೋನ,വ്യതിയാനം കോൺ
ವಿವರ್ತನೆಯ ಕೋನ,ഡിഫ്രാക്ഷൻ ആംഗിൾ
ಎತ್ತರದ ಕೋನ,എലവേഷൻ കോൺ
ಘಟನೆಯ ಕೋನ,സംഭവത്തിന്റെ കോൺ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,പ്രൊജക്ഷൻ കോൺ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,പ്രതിഫലനത്തിന്റെ കോൺ
ವಕ್ರೀಭವನದ ಕೋನ,അപവർത്തന കോൺ
ತಿರುಗುವ ಕೋನ,റൊട്ടേഷൻ കോൺ
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,കോണീയ ത്വരണം
ಕೋನೀಯ ವೇಗ,കോണീയ പ്രവേഗം
ಕೋನೀಯ ವೇಗ,കോണീയ വേഗത
ಕೋನೀಯ ವೇಗ,കോണീയ പ്രവേഗം
ಉಂಗುರದ ಬೆರಳು,മോതിര വിരൽ
ಉತ್ತರ,ഉത്തരം
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,കൌണ്ടർ ഡെറിവേറ്റീവ്
ಸಮಮಾಪನ ಕಾರ್ಯ,ഐസോമെട്രിക് ഫംഗ്ഷൻ
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ"
"ಅರ್ಜಿ ಅರ್ಜಿ,",അപേക്ഷ അപേക്ഷ
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,പ്രയോഗിച്ച ജ്യാമിതി
ಅನ್ವಯಿಕ ಗಣಿತ,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","ഏകദേശം, ഏകദേശം"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","മാക്രോ രീതി, ഏകദേശ രീതി"
ಅಂದಾಜು ಪರಿಹಾರ,ഏകദേശ പരിഹാരം
ಅಂದಾಜು ಸಮಸ್ಯೆ,ഏകദേശ പ്രശ്നം
ಅಂದಾಜು ಆಸ್ತಿ,ഏകദേശ സ്വത്ത്
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,അഭിരുചി പരീക്ഷ
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,ആർഗോൺ ഡയഗ്രം
ಸ್ವಯಂಪ್ರೇರಿತ,സ്വമേധയാ
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","ക്രമരഹിതമായ, ക്രമരഹിതമായ"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ಉಚಿತ ಅಂಶ,സ്വതന്ത്ര ഘടകം
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ഏകപക്ഷീയമായ പോയിന്റ്
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,ആർക്കിമിഡീസിന്റെ നിയമം
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ആർക്കിമിഡീസിന്റെ നിയമം
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","കമാനം നീളം, കമാനം നീളം"
ವೃತ್ತದ ಚಾಪ,സർക്കിൾ ആർക്ക്
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,വിപരീത സൈൻ വിതരണം
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,വിപരീത സൈൻ പരിവർത്തനം
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","പ്രദേശം, പ്രദേശം"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,പ്രാദേശിക കോൺഫിഗറേഷൻ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ഗണിത അർത്ഥം
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,ഡിജിറ്റൽ പ്രവർത്തനം
ಡಿಜಿಟಲ್ ಘಟಕ,ഡിജിറ്റൽ യൂണിറ്റ്
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","കോൺഫിഗറേഷൻ, ക്രമീകരണം"
"ವ್ಯೂಹ, ವ್ಯೂಹ","അറേ, അറേ"
ಕೃತಕ ಉಪಗ್ರಹ,കൃത്രിമ ഉപഗ്രഹം
ಕೃತಕ ವೇರಿಯಬಲ್,കൃത്രിമ വേരിയബിൾ
ಏರಲು,കയറാൻ
ಆರೋಹಣ,ആരോഹണം
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ಆರೋಹಣ ದರ್ಜೆ,ആരോഹണ ഗ്രേഡ്
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,അസംബ്ലർ ഭാഷ
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം
ಸಹಾಯಕ ನಿಯಮ,സഹകാരി നിയമം
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,അനുബന്ധ പ്രവർത്തനം
ಒಡನಾಟ,കൂട്ടുകെട്ട്
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,അർത്ഥമാക്കുന്നത്
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","സങ്കല്പിച്ചു, സമ്മതിച്ചു"
ಜ್ಯೋತಿಷ್ಯ,ജ്യോതിഷം
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,ജ്യോതിശാസ്ത്രജ്ഞൻ*
ಖಗೋಳ ಗಡಿಯಾರ,ജ്യോതിശാസ്ത്ര ഘടികാരം
ಖಗೋಳಶಾಸ್ತ್ರ,ജ്യോതിശാസ്ത്രം
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,അസമമായ വക്രം
ಅಸಿಮ್ಮೆಟ್ರಿ,അസമമിതി
ಲಕ್ಷಣರಹಿತ,അസിംപ്റ്റോട്ടിക്
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,വഷളാക്കുന്നു
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,പുരോഗമന എസ്റ്റിമേറ്റർ
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,പിന്തിരിപ്പൻ പെരുമാറ്റം
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,ആക്രമണാത്മക വിതരണ പ്രവർത്തനം
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,മുകളിലേക്ക് വ്യാപിച്ചു
ವಾತಾವರಣದ ಒತ್ತಡ,അന്തരീക്ഷമർദ്ദം
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",ക്രമരഹിതമായി
ಆಸ್ತಿ*,സ്വത്ത്*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
ಸಹವರ್ತಿತ್ವ,സഹവർത്തിത്വം
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,സ്വയം റിഗ്രഷൻ
ಸಹಾಯಕ ಸಮೀಕರಣ,സഹായ സമവാക്യം
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","സിദ്ധാന്തം, സിദ്ധാന്തം"
ಮೂಲತತ್ವ ವಿಧಾನ,axiom സമീപനം
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,സംഭാവ്യത സിദ്ധാന്തം
ಅಕ್ಷರೇಖೆ,അച്ചുതണ്ട്
ಭುಜಾಕ್ಷ,ഭുജാക്ഷ
ಭೂಮಿಯ ಅಕ್ಷ,ഭൂമിയുടെ അച്ചുതണ്ട്
ತಿರುಗುವ ಅಕ್ಷ,ഭ്രമണ അക്ഷം
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ഭ്രമണ അക്ഷം
ಸ್ಪಿನ್ ಅಕ್ಷ,സ്പിൻ അക്ഷം
ಪೋಸ್ಟ್ ಬದಲಿ,പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ
ನಂತರ,പിന്നീട്
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,തിരികെ ചേർക്കൽ സൂത്രവാക്യം
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,സമതുലിതമായ ഡിസൈൻ
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ബാലൻസ് ഷീറ്റ്
ಕ್ಷಿಪಣಿ,മിസൈൽ
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","ബാലിസ്റ്റിക്സ്, ആയുധം"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം"
ಮೂಲ ಕೋನ,അടിസ്ഥാന കോൺ
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","അടിസ്ഥാന, അടിസ്ഥാന"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,അടിസ്ഥാന യോജിച്ച പരിഹാരം
ಮೂಲ ಪರಿಹಾರ,അടിസ്ഥാന പരിഹാരം
ಮೂಲ ವೇರಿಯಬಲ್,അടിസ്ഥാന വേരിയബിൾ
ಬೇಸ್,അടിസ്ഥാനം
ಮೂಲ ಅಂಶ,അടിസ്ഥാന ഘടകം
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,അടിസ്ഥാന മാട്രിക്സ്
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,ഉപജനസംഖ്യാ അടിസ്ഥാനം
ನಿರ್ಲಜ್ಜ,സത്യസന്ധമല്ലാത്ത
ಬೆಜ್-ನಿಯಮ,ബെസ്-റൂൾ
ಬೆಜ್-ಪ್ರಮೇಯ,bez-theorem
ಬರ್ನೌಲಿ-ವಿತರಣೆ,ബെർണൂലി-വിതരണം
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,ബെർണൂലി നമ്പറുകൾ
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,ബെർണൂലി-സമവാക്യം
ಬೆರ್ರಿ ಕಾರ್ಯ,ബെറി ഫംഗ്ഷൻ
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,മികച്ച അഡീഷൻ
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,മികച്ച അഡീഷൻ ലൈൻ
ಉತ್ತಮ ಪರಿಹಾರ,മികച്ച പരിഹാരം
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,മികച്ച നുറുങ്ങുകൾ
ಬೀಟಾ ವಿತರಣೆ,ബീറ്റ വിതരണം
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","പക്ഷപാതം, പക്ഷപാതം"
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,പക്ഷപാതപരമായ വിലയിരുത്തൽ
ದ್ವಿಪದ ಸಮೀಕರಣ,ദ്വിപദ സമവാക്യം
ಒಂದೇ ಕವರ್,ഒറ്റ കവർ
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,ഒറ്റ കവർ മാപ്പ്
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,ഒറ്റ കവർ മാപ്പിംഗ്
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,ബിലീനിയർ ഫംഗ്ഷൻ
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ","ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,ബൈനറി എൻകോഡിംഗ്
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,ബൈനറി കമ്പ്യൂട്ടർ
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,ബൈനറി അക്കങ്ങൾ
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,ബൈനറി പ്രവർത്തനം
ಬೈನರಿ ವಿಧಾನ,ബൈനറി രീതി
ಬೈನರಿ ವೇರಿಯಬಲ್,ബൈനറി വേരിയബിൾ
ದ್ವಿಪದ ಗುಣಾಂಕ,ദ്വിപദ ഗുണകം
ದ್ವಿಪದ ವಿತರಣೆ,ദ്വിപദ വിതരണം
ದ್ವಿಪದ ಸಮೀಕರಣ,ദ്വിപദ സമവാക്യം
