Gujarati,Odiya
પ્રવેશ,ଅନୁପ୍ରବେଶ
એરિયલ,ଆରିଏଲ
pep આવર્તન,ପେପ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
એર કન્ડીશનર,ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି
ગોઠવણી,ଶ୍ରେଣୀବଦ୍ଧତା |
અલ્ગોરિધમ,ଆଲଗୋରିଦମ |
બધા પાસ ફિલ્ટર,ସମସ୍ତ ପାସ୍ ଫିଲ୍ଟର୍ |
એલોય જંકશન,ମିଶ୍ରିତ ଜଙ୍କସନ |
એટેન્યુએશન,ଆଘାତ
વૈકલ્પિક પ્રવાહ,ବ current କଳ୍ପିକ କରେଣ୍ଟ୍ |
આસપાસનું તાપમાન,ପରିବେଶର ତାପମାତ୍ରା |
દ્વિધ્રુવી,ଦ୍ୱିପାକ୍ଷିକ
એમ્પ્લીફિકેશન,ବୃଦ୍ଧି
એમ્પ્લીફાયર,ଏମ୍ପ୍ଲିଫାୟର୍
એમ્પ્લીફાયર કાર્યક્ષમતા,ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |
પરિમાણો,ପରିମାପ
કંપનવિસ્તાર એટેન્યુએશન,ପ୍ରଶସ୍ତତା ଆଘାତ
કંપનવિસ્તાર મોડ્યુલેટેડ AM ઓસિલેટર,ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର
કંપનવિસ્તાર મોડ્યુલેશન,ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ
કંપનવિસ્તાર મોડ્યુલેટર,ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର
એંગસ્ટ્રોમ એકમ,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
એનાલોગ સર્કિટ,ଆନାଗଲ୍ ସର୍କିଟ୍ |
એનાલોગ કમ્પ્યુટર,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
એનાલોગ ફિલ્ટર,ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |
એનાલોગ મલ્ટિમીટર,ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |
એનાલોગ સ્વીચ,ଆନାଗଲ୍ ସୁଇଚ୍ |
અને દરવાજો,ଏବଂ ଫାଟକ |
કોણીય આવર્તન,କୋଣ ଅନୁକୋଣ
"anion, anion","ଆୟନ, ଆୟନ"
એનિલિંગ તાપમાન,ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |
એનોડ,anode
એનોડ એમ્પ્લીફાયર,ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
anodyne,anodyne
એન્ટેના,ଆଣ୍ଟେନା |
એન્ટેના ઘટક,ଆଣ୍ଟେନା ଉପାଦାନ |
વિરોધી પ્રતિબિંબીત કોટિંગ,ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |
એન્ટિલોગિન એમ્પ્લીફાયર,ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |
પ્રતિરોધક સર્કિટ,ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |
દ્વારક સમયગાળો,ଦ୍ୱାରକ ଅବଧି |
વર્ચ્યુઅલ પાવર,ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |
વાયર કનેક્શન,ତାର ସଂଯୋଗ
અંદાજિત વોલ્ટેજ ગેઇન,ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |
આર્મસ્ટ્રોંગ મોડ્યુલેટર,ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର
એન્ટેના એરે,ଆଣ୍ଟେନା ଆରେ |
"કદ ગુણોત્તર, પાસા ગુણોત્તર","ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |"
ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ),ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ)
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
ફ્લોટિંગ મલ્ટિવાઇબ્રેટર,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
અસમપ્રમાણ જંકશન,ଅସୀମିତ ଜଙ୍କସନ
અસુમેળ કેલ્ક્યુલેટર,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
પરમાણુ,ପରମାଣୁ
અણુ સંખ્યા,ପରମାଣୁ ସଂଖ୍ୟା
અણુ માળખું,ପରମାଣୁ ଗଠନ
ઓડિયો એમ્પ્લીફાયર,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ઓડિયો એમ્પ્લીફાયર,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ઓડિયો કેસેટ,ଅଡିଓ କ୍ୟାସେଟ୍ |
ઓડિયો સર્કિટ,ଅଡିଓ ସର୍କିଟ |
સાંભળી શકાય તેવી આવર્તન,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
આપોઆપ વોલ્ટેજ નિયંત્રણ,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
હિમપ્રપાત,ବାଘ
સરેરાશ ડિટેક્ટર,ହାରାହାରି ଡିଟେକ୍ଟର |
અક્ષીય મોડ,ଅକ୍ଷୀୟ ମୋଡ୍ |
અક્ષીય ગુણોત્તર,ଅକ୍ଷୀୟ ଅନୁପାତ |
એન્ટેના,ଆଣ୍ଟେନା |
પાછળનું ઇલેક્ટ્રોમોટિવ બળ,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
પાછળનો વિસ્તાર,ପଛ କ୍ଷେତ୍ର
પાછા સ્કેટર,ପଛ ବିଛାଇବା |
પૃષ્ઠભૂમિ ચાર્જ,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
બાજુનો અવાજ,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
પ્રત્યાગમન,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
પશ્ચાદવર્તી ઇરેડિયેશન,ପରବର୍ତ୍ତୀ ବିକିରଣ |
બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
બેકવર્ડ વેવ ઓસિલેટર,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
"અવરોધ, અવરોધ","ବାଧା, ବାଧା"
અવરોધ,ବାଧା
સંતુલિત પુલ,ସନ୍ତୁଳିତ ସେତୁ |
સંતુલિત મોડ્યુલેટર,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
સંતુલિત મોડ્યુલેટર,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
સંતુલિત સર્કિટ,ସନ୍ତୁଳିତ ସର୍କିଟ |
સંતુલિત ઢાળ ડિટેક્ટર,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
બોલોમીટર,ବୋଲୋମିଟର |
બોલોમીટર પુલ,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
બલૂન,ବେଲୁନ୍ |
બનાના જેક,ବାନା ଜ୍ୟାକ୍ |
બનાના પ્લગ,ବାନା ପ୍ଲଗ୍ |
"બેન્ડ, પાટો","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
બેન્ડ ડ્રાઈવર,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
બેન્ડ ઊર્જા,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
બેન્ડ ગેપ,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
બેડપાર્ક એમ્પ્લીફાયર,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
બેન્ડ પાસ ફિલ્ટર,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
બાઉડ રેટ જનરેટર,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
banddispersion,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
બેન્ડ રેઝિસ્ટર,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
બેન્ડ બ્રેકર ફિલ્ટર,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
બેન્ડ વિસ્તરણ,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
બેન્ડ રીમુવર ફિલ્ટર,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
"બીમ કેપેસિટર, બેંક કેપેસિટર","ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
"બાર્કર કોડ, બાર્કર કોડ","ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
barravaugen માપદંડ,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
બેરેટર,ବ୍ୟାରେଟର୍
અવરોધ,ପ୍ରତିବନ୍ଧକ |
ઇન્સ્યુલેટીંગ કેપેસિટર,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
અવરોધ ઊર્જા,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
રેઝિસ્ટર વોલ્ટેજ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
બાર્ટલેટ વિન્ડો,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
"આધાર, આધાર","ଆଧାର, ଆଧାର"
આધાર બેન્ડ,ବେସ୍ ବ୍ୟାଣ୍ଡ |
બેઝ બેન્ડ ટ્રાન્સમિશન,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
બેઝ ચાર્જ,ଆଧାର ଚାର୍ଜ |
આધાર પ્રવાહ,ମୂଳ କରେଣ୍ଟ୍ |
આધાર વર્તમાન સ્ત્રોત,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
આધાર ઉતારવું,ମୂଳ କାଟିବା |
આધાર મદન,ଆଧାର ମଦନ
આધાર ઉત્સર્જક ફીડ,ବେସ୍ ଏମିଟର ଫିଡ୍ |
આધાર ઉત્સર્જક જંકશન,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
બેઝ ઈન્જેક્શન,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
જમીન રેખા,ଭୂମି ରେଖା
આધાર પ્રતિકાર,ମୂଳ ପ୍ରତିରୋଧ |
આધાર સ્ત્રોત,ମୂଳ ଉତ୍ସ |
આધાર વિસ્તરણ પ્રતિકાર,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
આધાર વિસ્તરણ પ્રતિકાર,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
આધાર જાડાઈ,ମୂଳ ଘନତା |
બેઝ એક્સેસ,ଆଧାର ପ୍ରବେଶ
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
આધાર કલેક્ટર સંધિ,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
ગંધ,ଗନ୍ଧ
બાસ આવર્તન,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
બેટરી,ବ୍ୟାଟେରୀ
બાઉડ,baud
બાઉડ દર,ବାଉଡ୍ ହାର
બાઉડ રેટ જનરેટર,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
બોડો કોડ,ବୋଡୋ କୋଡ୍ |
"સંકેત, દીવાદાંડી","ସଙ୍କେତ, ବିକନ୍ |"
"મણિકા, બીડ","ମାଣିକା, ବିଡ୍ |"
મેનિક કેપેસિટર,ମାଣିକ କ୍ୟାପେସିଟର୍ |
મણિકર્તાપિ પ્રતિરોધકો,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
"બીમ એન્ટેના, બીમ એન્ટેના","ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
બીમ ડિટેક્ટર,ବିମ୍ ଡିଟେକ୍ଟର୍ |
બીમ પાવર નળી,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
બીમ સ્વિચિંગ નોઝલ,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
બીમ વિસ્તરણ,ବିମ୍ ବିସ୍ତାର
હરાવ્યું આવર્તન,ଫ୍ରିକ୍ୱେନ୍ସି
બીટ-ફ્રિકવન્સી ઓસિલેટર,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
પલ્સ ઓસિલેટર,ନାଡ ଓସିଲେଟର |
બેલ,ବେଲ୍ |
બેન્ડિંગ નુકશાન,ନମ୍ର କ୍ଷତି |
બેસેલ ફિલ્ટર,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
બેટા,ବିଟା |
b-h વળાંક,b-h ବକ୍ର
"પૂર્વગ્રહ, પૂર્વગ્રહ","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
પૂર્વગ્રહ વર્તમાન,ପକ୍ଷପାତ କରେଣ୍ଟ |
પૂર્વગ્રહ પ્રતિકાર,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
ડબલ એન્ટેના,ଡବଲ୍ ଆଣ୍ଟେନା |
દ્વિપક્ષીય લોડ વર્તમાન,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
દ્વિદિશ એન્ટેના,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
દ્વિપક્ષીય થાઇરિસ્ટર,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
bi FET ટેકનોલોજી,bi FET ଟେକ୍ନୋଲୋଜି |
બાય પોઇન્ટ ટ્રાન્સફોર્મર,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
ડબલ ફ્યુઝન,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
દ્વિપક્ષીય સર્કિટ,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
દ્વિસંગી,ବାଇନାରୀ
દ્વિસંગી રકમ,ବାଇନାରୀ ରାଶି
દ્વિસંગી સર્કિટ,ବାଇନାରୀ ସର୍କିଟ |
દ્વિસંગી કોડેડ દશાંશ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
દ્વિસંગી કેલ્ક્યુલેટર,ବାଇନାରୀ କାଲକୁଲେଟର
દ્વિસંગી કેલ્ક્યુલેટર,ବାଇନାରୀ କାଲକୁଲେଟର
દ્વિસંગી ડીકોડર,ବାଇନାରୀ ଡିକୋଡର୍ |
દ્વિસંગી નિસરણી,ବାଇନାରୀ ସିଡ଼ି |
બાઈનરી પેથોમીટર,ବାଇନାରୀ ପାଥୋମିଟର |
દ્વિસંગી સ્થિતિ,ବାଇନାରୀ ଅବସ୍ଥା |
દ્વિસંગી-દશાંશ ડીકોડર,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
બાઈનરી લોડ,ବାଇନାରୀ ଲୋଡ୍ |
દ્વિસંગી શબ્દો,ବାଇନାରୀ ଶବ୍ଦ |
દ્વિધ્રુવી,ଦ୍ୱିପାକ୍ଷିକ
બાયપોલર કેપેસિટર,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
દ્વિધ્રુવી ઉપકરણ,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
દ્વિધ્રુવી સ્ત્રોત,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
બાયપોલર ટ્રાંઝિસ્ટર,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
ચતુર્ભુજ ફિલ્ટર,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
ડબલ સ્થિતિ,ଡବଲ୍ ପୋଜିସନ୍ |
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
દ્વિપક્ષીય રિલે,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
બે તબક્કાની સ્થિતિ,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
બે-સ્થિતિ ટ્રિગર,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
બીટ ભૂલ,ବିଟ୍ ତ୍ରୁଟି |
બીટ ભૂલ દર,ବିଟ୍ ତ୍ରୁଟି ହାର
બીટ ભૂલ,ବିଟ୍ ତ୍ରୁଟି |
બિટકલ ભૂલ,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
અંધ બોક્સ,ଅନ୍ଧ ବାକ୍ସ
કન્ડેન્સ્ડ પલ્સ,ଘନୀଭୂତ ନାଡ |
સચિવ,ସଚିବ
સ્ત્રાવ અવરોધક,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
અંધત્વ,ଅନ୍ଧତା
સેગમેન્ટ ડાયાગ્રામ,ବିଭାଗ ଚିତ୍ର
અવરોધક અવરોધ,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
ટુકડો ટ્રાન્સફર,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
ઇન્ટરસેપ્ટ,ବାଧା
રેઝિસ્ટર કેપેસિટર,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
રેઝિસ્ટર કેપેસિટર,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
રેઝિસ્ટર ઓસિલેટર,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
અવરોધિત ઓસિલેટર,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
રેઝિસ્ટર વોલ્ટેજ,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
બ્લોઅર,ବ୍ଲୋଅର୍ |
બોડ ડાયાગ્રામ,ବୋଡ ଚିତ୍ର
વોલ્ટ્ઝમેન સંબંધ,voltzmann ସମ୍ପର୍କ
વોલ્ટ્ઝમેન સતત,voltzmann ସ୍ଥିର |
બોન્ડ,ବନ୍ଧନ
બંધાયેલ તાણ ગેજ,ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
સ્વ-સહાયક એમ્પ્લીફાયર,ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
બુલિયન બીજગણિત,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
બુલિયન સમીકરણ,ବୁଲିଅନ୍ ସମୀକରଣ |
બુટ Strapon,ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |
બૂથનું અલ્ગોરિધમ,ବୁଥ୍ ର ଆଲଗୋରିଦମ |
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |
bosscutts નિયમ,ବସ୍କଟ୍ ନିୟମ |
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |
"કૂદકો, કૂદકો","ଡେଇଁବା, ଡେଇଁବା |"
બંધાયેલ ઇલેક્ટ્રોન,ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |
બ્રેગ રિફ્લેક્ટર,ଗର୍ବ ପ୍ରତିଫଳକ |
ગૂંથેલા વાયર,ଅନ୍ତର୍ନିହିତ ତାର
શાખા,ଶାଖା
શાખાઓ,ଶାଖା
પ્રયોગ બોર્ડ,ପରୀକ୍ଷଣ ବୋର୍ଡ |
બ્રેક ઝોન,ବ୍ରେକ୍ ଜୋନ୍ |
બ્રેકિંગ વોલ્ટેજ,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
બ્રેકડાઉન ડાયોડ,ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |
અસ્થિભંગ ફિક્સેશન,ଭଙ୍ଗା ଫିକ୍ସିଂ |
બ્રેકિંગ વોલ્ટેજ,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
પુલ,ସେତୁ
પુલ સુધારક,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
વિશાળ બેન્ડ,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |
બ્રોડકાસ્ટ બેન્ડ,ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |
અપાર્થિવ એરે,ଜ୍ୟୋତିଷ ଆରେ |
પ્રસારણ,ପ୍ରସାରଣ
બ્રોડકાસ્ટ એન્ટેના,ପ୍ରସାରଣ ଆଣ୍ଟେନା |
બ્રોડકાસ્ટ રીસીવર,ପ୍ରସାରଣ ରସିଦ |
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |
બ્રોડકાસ્ટ ટ્રાન્સમીટર,ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |
બૂસ્ટર એન્ટેના,ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |
બસ એન્ટેના,ବସ୍ ଆଣ୍ଟେନା |
બ્રશ નિમજ્જન,ବ୍ରଶ୍ ବୁଡ ପକାଇବା |
પરપોટા અને દરવાજો,ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |
બુડબુડુ અથવા ગેટ,ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |
બબલી મેમરી,ବବୁଲି ମେମୋରୀ |
વળતર આપતું વોલ્ટેજ,ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ
બફર,ବଫର୍
બફર એમ્પ્લીફાયર,ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
બફર સર્કિટ,ବଫର୍ ସର୍କିଟ୍ |
બફર ઓપરેટર,ବଫର୍ ଅପରେଟର୍ |
બફર રજીસ્ટર,ବଫର୍ ରେଜିଷ୍ଟର |
બલ્બ,ବଲ୍ବ
વસ્તી અસર,ଜନସଂଖ୍ୟା ପ୍ରଭାବ
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |
ટોળું,ଗୁଣ୍ଡ |
ડૂબી ગયેલ વિનિમય,ଜଳମଗ୍ନ ବିନିମୟ |
ડૂબી ગયેલ સ્તર,ଜଳମଗ୍ନ ସ୍ତର |
ડૂબી ગયેલો સંપર્ક,ଜଳମଗ୍ନ ସମ୍ପର୍କ |
બ્લાસ્ટ એમ્પ્લીફાયર,ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |
બ્લાસ્ટ કવર,ବିସ୍ଫୋରଣ କଭର |
બ્લાસ્ટ ફાયરિંગ,ବିସ୍ଫୋରଣ
વિસ્ફોટ ડોર એમ્પ્લીફાયર,ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |
વિસ્ફોટ મોડ,ବିସ୍ଫୋରଣ ମୋଡ୍ |
વિસ્ફોટ વિભાજક,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
વિસ્ફોટ સંકેત,ବିସ୍ଫୋରଣ ସଙ୍କେତ
વિસ્ફોટ ભૂલ સુધારનાર કોડ,ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |
પૂરતૂ,ଯଥେଷ୍ଟ
