Kannada,English
ಅಕೌಸ್ಟಿಕ್ ಮರೆಮಾಚುವ,Acoustic masking
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ,Acoustic power
ಅಕೌಸ್ಟಿಕ್ ಆಸ್ತಿ,Acoustic property
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustic reactance
ಅಕೌಸ್ಟಿಕ್ ರಿಫ್ಲೆಕ್ಸ್,Acoustic reflex
ಅಕೌಸ್ಟಿಕ್ ಟೈಲ್,Acoustic tile
ಸ ೦ ವರ ತರಂಗ,Acoustic wave
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,Acoustical absorption
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,Acoustical attenuation constant
ಕೊಳೆತ ಡ್ಯಾಂಪಿಂಗ್,Acoustical damping
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,Acoustical delay line
ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ,Acoustical distortion
ಅಕೌಟಿಕಲ್ ನಾಳ,Acoustical duct
ಅಕೌಟಿಕಲ್ ಶಕ್ತಿ,Acoustical energy
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Acoustical feedback
ಕೊಳೆತ ಫಿಲ್ಟರ್,Acoustical filter
ಕೊಳೆತ ಪ್ರತಿರೋಧ,Acoustical impedance
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ ಸ್ಥಿರ,Acoustical propagation constant
ಅಕೌಟಿಕಲ್ ಪ್ರತಿರೋಧ,Acoustical resistance
ಅಕೌಸ್ಟಿಕ್ ವಿಂಗಡಣೆಯ,Acoustically insulated
ಸ್ರವಿಸುವ,Acoustics
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,Acquisition
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,Acronym
ಕಾರ್ಯ ಪ್ರದೇಶ,Action area
ಸಕ್ರಿಯ ತಂತು,Activated filament
ಸಕ್ರಿಯ,Active
ಸಕ್ರಿಯ ಪ್ರದೇಶ,Active area
ಸಕ್ರಿಯ ಕಿಟಕಿ,Active window
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Adaptability
ಅಡಾಪ್ಟರ್ (ಅಡಾಪ್ಟರ್),Adapter (adaptor)
ಅಡಾಪ್ಟಿವ್ ಡಿಫರೆನ್ಷಿಯಲ್ ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,Adaptive differential pulse code modulation
ವಿಳಾಸ ಪುಸ್ತಕ,Address book
ವಿಳಾಸ ಬಸ್,Address bus
ವಿಳಾಸ ಪರಿಹಾರ,Address resolution
ಪಕ್ಕದ ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,Adjacent channel interference
ಪಕ್ಕದ ಚಾನಲ್ ಆಯ್ಕೆ,Adjacent channel selectivity
ಪಕ್ಕದ ಆವರ್ತನ,Adjacent frequency
ಪಕ್ಕದ ಆವರ್ತನ ಚಾನಲ್,Adjacent frequency channel
ಪಕ್ಕದ ಚಿತ್ರ ವಾಹಕ,Adjacent picture carrier
ಪಕ್ಕದ ಧ್ವನಿ ವಾಹಕ,Adjacent sound carrier
ಪಕ್ಕದ ನಿಲ್ದಾಣ,Adjacent station
ಹೊಂದಿಸಲಾಗುವ,Adjustable
ಹೊಂದಾಣಿಕೆ ಕಂಡೆನ್ಸರ್,Adjustable condenser
ಒತ್ತಡವನ್ನು ಹೊಂದಿಸುವುದು,Adjusting pressure
ವ್ರೆಂಚ್ ಹೊಂದಿಸಲಾಗುತ್ತಿದೆ,Adjusting wrench
ಹೊಂದಾಣಿಕೆ,Adjustment
ನಿರ್ವಾಹಕ,Administrator
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ,Advanced technology
ವೈಮಾನಿಕ,Aerial
ವೈಮಾನಿಕ ರಚನೆ,Aerial array
ವೈಮಾನಿಕ ಬೂಸ್ಟರ್,Aerial booster
ವೈಮಾನಿಕ ಪ್ರವಾಹ,Aerial current
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,Aerial earthing switch
ವೈಮಾನಿಕ ದಕ್ಷತೆ,Aerial efficiency
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,Aerial impedance
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,Aerial inductance
ವೈಮಾನಿಕ ಅವಾಹಕ,Aerial insulator
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,Aerial loading coil
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,Aerial photography
ವೈಮಾನಿಕ ಶಕ್ತಿ,Aerial power
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,Aerial radiation reistance
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,Aerial reactance
ಧಾರ್ಮಿಕತೆ,Aerodynamics
ವಾಗ್ದಾನ,Agency
ವಾಯು ಸಂಕೋಚಕ,Air compressor
ವಾಯುಮಂಡಲ,Air condenser
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,Air cooled
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,Air cored coil
ಹವಾನಿಯಂತ್ರಣ,Airconditioning
ಪಂಥದ,Albedo
ಅಲ್ಗಾರಿದಮ್,Algorithm
ಅಲಿಯಾಸೆ,Aliasing
ಜೋಡಣೆ,Aligning
ಜೋಡಣೆ,Alignment
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,All wave aerial
ಮನವಸಿಕೆ,Allocation
ವರ್ಣಮಾಲೆಯ,Alphabetic
ವರ್ಣಮಾಲೆಯ,Alphanumeric
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,Alphanumeric character
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,Alphanumeric information
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),Alternating current (a.c.)
ಪರ್ಯಾಯ,Alternation
ಆವರ್ತಕ,Alternator
ಎತ್ತರ,Altitude
ಅಪೊಗೀ ಎತ್ತರ,Altitude of the apogee
ಪೆರಿಜಿಯ ಎತ್ತರ,Altitude of the perigee
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,Amateur radio communication
ಒಳಭಾಗ,Ambience
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,Ambience microphone
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,Ambient condition
ಸುತ್ತುವರಿದ ಬೆಳಕು,Ambient lighting
ಸುತ್ತುವರಿದ ಶಬ್ದ,Ambient noise
ಹೊರಗಿನ ತಾಪಮಾನ,Ambient temperature
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,American standard code
ಒಂದು ಬಗೆಯ ಕಂತು,Ampere
ಕಪಾಟಿ ಮೀಟರ್,Ampere meter
ವರ್ಧನೆ,Amplification
ವರ್ಧನೆ ಅಂಶ,Amplification factor
ಉಲ್ಬಣಕ,Amplifier
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,Amplifier gain
ವರ್ಧಕ ಶಬ್ದ,Amplifier noise
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,Amplifying equipment
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,Amplifying klystron
ವರ್ಧಿಸುವ ಘಟಕ,Amplifying unit
ವೈಶಾಲ್ಯ,Amplitude
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,Amplitude distortion
ವೈಶಾಲ್ಯ ವಿಹಾರ,Amplitude excursion
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,Amplitude factor
ವೈಶಾಲ್ಯ,Amplitude limiter
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,Amplitude modulated
ವೈಶಾಲ್ಯ,Amplitude modulation
ಅನಲಾಗ್ (,Analog (analogue)
ಸರ್ಕ್ಯೂಟ್,Analog circuit
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,Analog computer
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,Analog radio frequency channel
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,Analog representation
ಅನಾಲಾಗ್ ಸಂಕೇತ,Analog signal
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,Analog to digital
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,Analog to digital converter
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,Analog video
ಹೋಲುವ,Analogous
ಸಾದೃಶ್ಯ,Analogy
ವಿಶ್ಲೇಷಣೆ,Analysis
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,Analysis of data
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,Analytical density
ವಿಶ್ಲೇಷಿಸು,Analyze
ವಿಶ್ಲೇಷಕ,Analyzer
ಪೂರಕ ಉಪಕರಣಗಳು,Ancilliary equipment
ಮತ್ತು ಗೇಟ್,AND Gate
ಘರ್ಷಣೆಯ ಕೋನ,Angle of collimation
ಧ್ರುವೀಕರಣದ ಕೋನ,Angle of polarization
ತಿರುಗುವಿಕೆಯ ಕೋನ,Angle of rotation
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),Angstrom (Å)
ಕೋನೀಯ,Angular
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,Angular acceleration
ಕೋನೀಯ ಸಮನ್ವಯ,Angular co-ordinates
ಕೋನೀಯ ವಿಚಲನ,Angular deflection
ಕೋನೀಯ ಪ್ರಸರಣ,Angular dispersion
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,Angular displacement
ಕೋನೀಯ ದೋಷ,Angular error
ಕೋನೀಯ ಆವರ್ತನ,Angular frequency
ಕೋನೀಯ ಆವೇಗ,Angular momentum
ಕೋನೀಯ ಚಲನೆ,Angular motion
ಕೋನೀಯ ವೇಗ,Angular velocity
ಅನೆ,Animation
ಆವರಣ,Anode
ಆನೋಡ್ ಬ್ಯಾಟರಿ,Anode battery
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,Anode characteristic
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,Anode circuit
ಆನೋಡ್ ಹರಡುವಿಕೆ,Anode dissipation
ಆನೋಡ್ ದಕ್ಷತೆ,Anode efficiency
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,Anode input power
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,Anode modulation
ಆನಂತಾ,Antenna
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,Antenna beamwidth
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,Antenna booster
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,Antenna changeover switch
ಆಂಟೆನಾ ಕಾಯಿಲ್,Antenna coil
ಆಂಟೆನಾ ಸಂರಚನೆ,Antenna configuration
ಆಂಟೆನಾ ಸಹಕ,Antenna coupler
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,Antenna cross polar pattern
ಪ್ರವಾಹ,Antenna current
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,Antenna directivity gain
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,Antenna duplexer
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,Antenna effective area
ಆಂಟೆನಾ ದಕ್ಷತೆ,Antenna efficiency
ಆಂಟೆನಾ ಫೀಡ್,Antenna feed
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,Antenna foot print
ಆಂಟೆನಾ ಗಳಿಕೆ,Antenna gain
ಆಂಟೆನಾ ಎತ್ತರ,Antenna height
ಪ್ರತಿರೋಧ,Antenna impedance
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,Antenna inductance
ಆಂಟೆನಾ ಮಾದರಿ,Antenna pattern
ಪತಂಗ,Antenna plexer
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,Antenna polarization
ಆಂಟೆನಾ ಶಕ್ತಿ,Antenna power
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,Antenna power gain
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,Antenna radiation resistance
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,Antenna reactance
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,Antenna reflector
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,Antenna resistance
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,Antenna resonant frequency
ಆಂತರಿಕ ಅಂತರ,Antenna spacing
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,Antenna switching room
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,Antenna tuning coil
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,Antenna tuning hut
ದ್ಯುತಿರಂಧ್ರ,Aperture
ಮಂಜುಗಡ್ಡೆಯ,Apogee
ಕಟಾ ರಾಕೆಟ್,Apogee rocket
ಉಪಕರಣ,Apparatus
ಸ್ಪಷ್ಟ,Apparent
ರಭಸ,Applet
ಅನ್ವಯಿಸು,Application
ಅಂದಾಜು,Approximate
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,Aquous solution
ಚಾಪ,Arc
ವಾಸ್ತುಶಿಲ್ಪಿ,Architecture
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,Archival transfer of sound recording
ಆರ್ಕೈವ್ಸ್,Archives
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,Arithmetic coding
ಶಸ್ತ್ರಾಸ್ತ್ರ,Armature
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,Armature winding
ರಂಗ,Array
ಬಂಧಕ,Arrester
ಉಚ್ಚ್ಯ,Articulation
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),Artifact (=artefact)
ಏರಿಕೆ,Ascending
ಶೋಧ ಅನುಪಾತ,Aspect ratio
ಷೋಬರೆ,Assembler
ಪ್ರತಿಪಾದಿಸುವುದು,Assertion
ನಿಯೋಜನೆ,Assignment
ನಿಯೋಜನೆ ಚಾನೆಲ್,Assignment channel
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,Asymmetrical
ಅಸಮಕಾಲಿಕ,Asynchronous
ವಾತಾವರಣ,Atmosphere
ವಾತಾವರಣದ ನಷ್ಟ,Atmospheric loss
ವಾತಾವರಣದ ಶಬ್ದ,Atmospheric noise
ವಾತಾವರಣದ ಒತ್ತಡ,Atmospheric pressure
ವಾತಾವರಣದ ಪ್ರಸರಣ,Atmospheric propagation
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,Atmospheric radio-wave
ವಾತಾವರಣದ,Atmospherics
ಪರಮಾಣು,Atom
ಪರಮಾಣು ರಚನೆ,Atomic structure
ಬಾಂಧಾಣ,Attachment
ಗಮನ,Attenuation
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,Attenuation loss
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,Attenuation of sound waves
ಕೈಗೆಟುಕುವವನು,Attenuator
ಅಟೆಂಡು-ಪ್ಯಾಡ್,Attenuator-pad
ಶ್ರದ್ಧೆಯ ಮಿತಿ,Audibility threshold
ಶ್ರವ್ಯ,Audible
ಶ್ರವ್ಯ ಆವರ್ತನ,Audible frequency
ಶ್ರವ್ಯ ಸ್ವರ,Audible tone
ಸ್ವಸಾಧ್ಯ,Audible-spectrum
ಪ್ರೇಕ್ಷಕರು,Audience
ಆವಿಷ್ಕಾರ,Audio
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,Audio amplifier
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,Audio analyzer
ಆಡಿಯೊ ಪ್ರಸಾರ,Audio broadcasting
ಆಡಿಯೊ ಕೇಬಲ್,Audio cable
ಆಡಿಯೊ ಸರಪಳಿ,Audio chain
ಆಡಿಯೊ ಕೋಡೆಕ್,Audio codec
ಆಡಿಯೊ ಸಂಕೋಚನ,Audio compression
ಆಡಿಯೊ ಸಂಕೋಚಕ,Audio compressor
ಆಡಿಯೊ ಕನ್ಸೋಲ್,Audio console
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,Audio distortion
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,Audio dynamic range
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,Audio file format
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,Audio frame format
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,Audio frequency amplifier
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,Audio frequency generator
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,Audio frequency range
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,Audio frequency response
ಆವಿಷ್ಕಾರದ ಮಿತಿ,Audio limiter
ಆಡಿಯೊ ಮಾರ್ಗ,Audio line
ಆಡಿಯೊ ಮಿಕ್ಸರ್,Audio mixer
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,Audio modulation
ಆವಿಭರಣ,Audio oscillator
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,Audio output
ಆಡಿಯೊ ಶಕ್ತಿ,Audio power
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,Audio quality
ಆಡಿಯೊ ಸಂಕೇತ,Audio signal
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,Audio signal processing
ಆಡಿಯೊ ವರ್ಣಪಟಲ,Audio spectrum
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,Audio storage
ಆಡಿಯೊ ಉಪನಾಮ,Audio sub-carrier
ಆಡಿಯೊ ಪರಿವರ್ತಕ,Audio transformer
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,Audio transmitter
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,Audio/video compression
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,Audio-frequency oscillator
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,Audio-frequency signal
ಆಲಿಕಲ್ಲು ಮಾಪನ,Audiometry
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,Audio-visual aid
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,Auditory perception
ದೃentೀಕರಣ,Authentication
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,Authorised carrier frequency
ಆಟೋ ಸಿಎಡಿ,Auto CAD
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,Auto diagnostics
ಸ್ವಯಂಚಾಲಿತ,Automatic
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,Automatic control
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,Automatic detection
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,Automatic equipment
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,Automatic frequency control
ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ,Automatic limiter
ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ,Automatic machine
ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ,Automatic phasae control
ಸ್ವಯಂಚಾಲಿತ ಚಿತ್ರ ಪ್ರಸರಣ,Automatic picture transmission
ಸ್ವಯಂಚಾಲಿತ ಪ್ಲೇಬ್ಯಾಕ್,Automatic playback
ಸ್ವಯಂಚಾಲಿತ ವಿದ್ಯುತ್ ನಿಯಂತ್ರಣ,Automatic power control
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Automatic programming
ಸ್ವಯಂಚಾಲಿತ ರೆಕಾರ್ಡಿಂಗ್,Automatic recording
ಸ್ವಯಂಚಾಲಿತ ಮರುಹೊಂದಿಸಿ,Automatic reset
ಸ್ವಯಂಚಾಲಿತ ಶಟರ್,Automatic shutter
ಸ್ವಯಂಚಾಲಿತ ವ್ಯವಸ್ಥೆ,Automatic system
ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ,Automatic telephone
ಸ್ವಯಂಚಾಲಿತ ತಾಪಮಾನ ನಿಯಂತ್ರಣ,Automatic temperature control
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ,Automatic voltage regulator
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ಸಂಕೋಚಕ,Automatic volume compressor
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ನಿಯಂತ್ರಣ,Automatic volume control
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ವಿಸ್ತರಣೆ,Automatic volume expander
ಸ್ವಯಂಚಾಲಿತ,Automation
ಆಟೊಮೇಷನ್ ನಿಯಂತ್ರಣ,Automation control
ಆಟೊಮೇಷನ್ ಆವರ್ತನ ನಿಯಂತ್ರಕ,Automation frequency controller
ಸಹಾಯಕ,Auxiliary
ಸಹಾಯಕ ಆಡಿಯೊ ಬಸ್,Auxiliary audio bus
ಲಭ್ಯವಿರುವ ಶಕ್ತಿ,Available power
ಹಿಮಪಾತ ಸ್ಥಗಿತ,Avalanche breakdown
ಸರಾಸರಿ ಜೀವನ,Average life
ಸರಾಸರಿ ಒತ್ತಡ,Average pressure
ಸರಾಸರಿ ವೇಗ,Average speed
ಸ್ಪಿನ್ ನ ಅಕ್ಷ,Axis of spin
ಅಜಿಮತ್,Azimuth
ಅಜಿಮತ್ ಕೋನ,Azimuth angle
ಅಜಿಮುತ್ ದೋಷ,Azimuth error
ಬ್ಯಾಕ್ ಲೈಟ್,Back light
ಬ್ಯಾಕ್ ಪ್ರೊಜೆಕ್ಷನ್,Back projection
ಹಿಂದಿನ ವೋಲ್ಟೇಜ್ (= ರಿವರ್ಸ್ ವೋಲ್ಟೇಜ್),Back voltage (=reverse voltage)
ಬ್ಯಾಕ್‌ಫೈರ್ (ಆರ್ಕ್ ಬ್ಯಾಕ್),Backfire (arc back)
ಹಿನ್ನೆಲೆ ಬೆಳಕು,Background light
ಹಿನ್ನೆಲೆ ಶಬ್ದ,Background noise
ಹಿನ್ನೆಲೆ,Background projection
ಬಾಗುತ್ತಾ ಹೋಗು,Backup
ಅಡ್ಡಿ,Baffle
ಕಪಾಟಿ,Baking
ಸಮತೋಲಿತ ಆಡಿಯೊ,Balanced audio
ಸಮತೋಲಿತ ಆಡಿಯೊ ಮಾರ್ಗ,Balanced audio line
ಸಮತೋಲಿತ ಪ್ರಸರಣ ಮಾರ್ಗ,Balanced transmission line
ಸಮತೋಲನ,Balancing
ನಿಲುಗಡೆ,Ballast
ನಿಲುಗಡೆ,Ballast factor
ಬಲೂನ,Balun
ಬಂಡಿ,Band
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,Band pass filter
ತಂಡದ ತಂಡ,Band selector
ಬ್ಯಾಂಡ್ ವಿಭಜನೆ,Band splitting
ಬ್ಯಾಂಡ್ ಸ್ಟಾಪ್ ಫಿಲ್ಟರ್,Band stop filter
ಬ್ಯಾಂಡ್ ಸ್ವಿಚ್,Band switch
ಬ್ಯಾಂಡ್ ಟ್ಯೂನಿಂಗ್,Band tuning
ಬಂಡಿಡಿ,Bandwidth
ಗಡಿ,Bar
ಪಾಂಡಿತ್ಯ,Bar code
ಬಾರ್ -ಡೇಟಾ,Bar data
ಬರಿ ಬ್ಯಾಂಡ್,Bare band
ಬರಿ ದೀಪ,Bare lamp
ಕೊಟ್ಟಿಗೆ ಬಾಗಿಲು,Barn door
ಬೇಸ್ ಬಂಡಿ,Base band
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಸಂಕೇತ,Base band signal
ಬೇಸ್ ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆ,Base band system
ಬೇಸ್ ಬ್ರೌಸಿ,Base browser
ಬೇಸ್ ಕಲೆಕ್ಟರ್ ಜಂಕ್ಷನ್,Base collector junction
ಬೇಸ್ ನಿರೋಧಕ,Base insulator
ಬಾವಲಿ,Bass
ಬಾಸ್ ಪರಿಹಾರ,Bass compensation
ಬಾಸ್ ಧ್ವನಿವರ್ಧಕ (ವೂಫರ್),Bass loudspeaker (woofer)
