Assamese,Gujarati
এনালগ কম্পিউটাৰ,એનાલોગ કમ્પ્યુટર
এনালগ ফিল্টাৰ,એનાલોગ ફિલ્ટર
এনালগ মাল্টিমিটাৰ,એનાલોગ મલ્ટિમીટર
এনালগ চুইচ,એનાલોગ સ્વીચ
AND গেট,અને દરવાજો
কৌণিক কম্পাঙ্ক,કોણીય આવર્તન
"এনিয়ন, এনিয়ন","anion, anion"
এনিয়েলিং উষ্ণতা,એનિલિંગ તાપમાન
এনোড,એનોડ
এনোড এম্প্লিফায়াৰ,એનોડ એમ્પ્લીફાયર
এনোডাইন,anodyne
এন্টেনা,એન્ટેના
এন্টেনা উপাদান,એન્ટેના ઘટક
এন্টি-ৰিফ্লেক্টিভ আৱৰণ,વિરોધી પ્રતિબિંબીત કોટિંગ
এন্টিলগিন এম্প্লিফায়াৰ,એન્ટિલોગિન એમ્પ્લીફાયર
এন্টিৰেজোনেণ্ট চাৰ্কিট,પ્રતિરોધક સર્કિટ
দ্বাৰক যুগ,દ્વારક સમયગાળો
ভাৰ্চুৱেল শক্তি,વર્ચ્યુઅલ પાવર
তাঁৰৰ সংযোগ,વાયર કનેક્શન
আনুমানিক ভোল্টেজ লাভ,અંદાજિત વોલ્ટેજ ગેઇન
আৰ্মষ্ট্ৰং মডুলেটৰ,આર્મસ્ટ્રોંગ મોડ્યુલેટર
এন্টেনা এৰে,એન્ટેના એરે
"আকাৰৰ অনুপাত, দৃষ্টি অনুপাত","કદ ગુણોત્તર, પાસા ગુણોત્તર"
ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ভাসমান মাল্টিভাইব্ৰেটৰ,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
অসমতাপূৰ্ণ সংযোগস্থল,અસમપ્રમાણ જંકશન
এচিনক্ৰ&#39;নাছ কেলকুলেটৰ,અસુમેળ કેલ્ક્યુલેટર
পাৰমাণৱিক,પરમાણુ
পাৰমাণৱিক সংখ্যা,અણુ સંખ્યા
পাৰমাণৱিক গঠন,અણુ માળખું
অডিঅ&#39; এম্প্লিফায়াৰ,ઓડિયો એમ્પ્લીફાયર
অডিঅ&#39; এম্প্লিফায়াৰ,ઓડિયો એમ્પ્લીફાયર
অডিঅ&#39; কেছেট,ઓડિયો કેસેટ
অডিঅ&#39; বৰ্তনী,ઓડિયો સર્કિટ
শ্ৰৱণযোগ্য কম্পাঙ্ক,સાંભળી શકાય તેવી આવર્તન
স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ,આપોઆપ વોલ્ટેજ નિયંત્રણ
হিমস্খলন,હિમપ્રપાત
গড় ডিটেক্টৰ,સરેરાશ ડિટેક્ટર
অক্ষীয় ধৰণ,અક્ષીય મોડ
অক্ষীয় অনুপাত,અક્ષીય ગુણોત્તર
এন্টেনা,એન્ટેના
পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
পিছফালৰ অঞ্চল,પાછળનો વિસ્તાર
পিছলৈ বিক্ষিপ্ততা,પાછા સ્કેટર
পটভূমি চাৰ্জ,પૃષ્ઠભૂમિ ચાર્જ
কাষৰ শব্দ,બાજુનો અવાજ
ৰেট্ৰ&#39;গ্ৰেছন,પ્રત્યાગમન
পশ্চাৎ বিকিৰণ,પશ્ચાદવર્તી ઇરેડિયેશન
বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
পিছলৈ তৰংগ দোলক,બેકવર્ડ વેવ ઓસિલેટર
"বাধা, বাধা","અવરોધ, અવરોધ"
বাধাগ্ৰস্ততা,અવરોધ
সুষম দলং,સંતુલિત પુલ
সুষম মডুলেটৰ,સંતુલિત મોડ્યુલેટર
সুষম মডুলেটৰ,સંતુલિત મોડ્યુલેટર
সুষম বৰ্তনী,સંતુલિત સર્કિટ
ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ,સંતુલિત ઢાળ ડિટેક્ટર
কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
বলোমিটাৰ,બોલોમીટર
বলোমিটাৰ দলং,બોલોમીટર પુલ
বেলুন,બલૂન
কল জেক,બનાના જેક
কল প্লাগ,બનાના પ્લગ
"বেণ্ড, বেণ্ডেজ","બેન્ડ, પાટો"
বেণ্ড ড্ৰাইভাৰ,બેન્ડ ડ્રાઈવર
বেণ্ড শক্তি,બેન્ડ ઊર્જા
বেণ্ড গেপ,બેન્ડ ગેપ
badpark এম্প্লিফায়াৰ,બેડપાર્ક એમ્પ્લીફાયર
বেণ্ড পাছ ফিল্টাৰ,બેન્ડ પાસ ફિલ્ટર
বড হাৰ জেনেৰেটৰ,બાઉડ રેટ જનરેટર
banddispersion,banddispersion
বেণ্ড ৰেজিষ্টৰ,બેન્ડ રેઝિસ્ટર
বেণ্ড ব্ৰেকাৰ ফিল্টাৰ,બેન્ડ બ્રેકર ફિલ્ટર
বেণ্ড সম্প্ৰসাৰণ,બેન્ડ વિસ્તરણ
বেণ্ড আঁতৰোৱা ফিল্টাৰ,બેન્ડ રીમુવર ફિલ્ટર
বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ","બીમ કેપેસિટર, બેંક કેપેસિટર"
"বাৰ্কাৰ কোড, বাৰ্কাৰ কোড","બાર્કર કોડ, બાર્કર કોડ"
barravaugen মাপকাঠী,barravaugen માપદંડ
বেৰেটৰ,બેરેટર
বাধা,અવરોધ
ইনচুলেটিং কেপাচিটৰ,ઇન્સ્યુલેટીંગ કેપેસિટર
বাধা শক্তি,અવરોધ ઊર્જા
ৰেজিষ্টৰ ভল্টেজ,રેઝિસ્ટર વોલ્ટેજ
বাৰ্টলেট উইণ্ড&#39;,બાર્ટલેટ વિન્ડો
"ভিত্তি, ভিত্তি","આધાર, આધાર"
বেচ বেণ্ড,આધાર બેન્ડ
বেচ বেণ্ড ট্ৰেন্সমিছন,બેઝ બેન્ડ ટ્રાન્સમિશન
ভিত্তি চাৰ্জ,બેઝ ચાર્જ
বেচ কাৰেণ্ট,આધાર પ્રવાહ
ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস,આધાર વર્તમાન સ્ત્રોત
বেচ শ্বিয়াৰিং,આધાર ઉતારવું
আধাৰ মদন,આધાર મદન
বেচ এমিটাৰ ফিড,આધાર ઉત્સર્જક ફીડ
বেচ এমিটাৰ জংচন,આધાર ઉત્સર્જક જંકશન
বেচ ইনজেকচন,બેઝ ઈન્જેક્શન
গ্ৰাউণ্ড লাইন,જમીન રેખા
ভিত্তি ৰেজিষ্টেন্স,આધાર પ્રતિકાર
ভিত্তি উৎস,આધાર સ્ત્રોત
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,આધાર વિસ્તરણ પ્રતિકાર
ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা,આધાર વિસ્તરણ પ્રતિકાર
ভিত্তিৰ বেধ,આધાર જાડાઈ
ভিত্তি অভিগম,બેઝ એક્સેસ
"ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
ভিত্তি সংগ্ৰাহক চুক্তি,આધાર કલેક્ટર સંધિ
গোন্ধ,ગંધ
বেছ ফ্ৰিকুৱেন্সি,બાસ આવર્તન
বেটাৰি,બેટરી
baud,બાઉડ
বড হাৰ,બાઉડ દર
বড হাৰ জেনেৰেটৰ,બાઉડ રેટ જનરેટર
বডো ক&#39;ড,બોડો કોડ
"সংকেত, বিকন","સંકેત, દીવાદાંડી"
"মণিকা, বিড","મણિકા, બીડ"
মেনিক কেপাচিটৰ,મેનિક કેપેસિટર
মণিকাৰতাপি ৰেজিষ্টৰ,મણિકર્તાપિ પ્રતિરોધકો
"ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা","બીમ એન્ટેના, બીમ એન્ટેના"
ৰশ্মি ডিটেক্টৰ,બીમ ડિટેક્ટર
ৰশ্মি শক্তিৰ নলী,બીમ પાવર નળી
ৰশ্মি চুইচিং নজেল,બીમ સ્વિચિંગ નોઝલ
ৰশ্মি প্ৰসাৰণ,બીમ વિસ્તરણ
বিট ফ্ৰিকুৱেন্সি,હરાવ્યું આવર્તન
বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ,બીટ-ફ્રિકવન્સી ઓસિલેટર
পালছ দোলক,પલ્સ ઓસિલેટર
বেল,બેલ
বেণ্ডিং লছ,બેન્ડિંગ નુકશાન
বেচেল ফিল্টাৰ,બેસેલ ફિલ્ટર
বিটা,બેટા
খ-হ বক্ৰ,b-h વળાંક
"bias, পক্ষপাতিত্ব","પૂર્વગ્રહ, પૂર્વગ્રહ"
বায়াছ কাৰেণ্ট,પૂર્વગ્રહ વર્તમાન
বায়াছ ৰেজিষ্টেন্স,પૂર્વગ્રહ પ્રતિકાર
ডাবল এন্টেনা,ડબલ એન્ટેના
দ্বিমুখী লোড কাৰেণ্ট,દ્વિપક્ષીય લોડ વર્તમાન
দ্বিমুখী এন্টেনা,દ્વિદિશ એન્ટેના
দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
দ্বিমুখী থাইৰিষ্টৰ,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET প্ৰযুক্তি,bi FET ટેકનોલોજી
বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ডাবল ফিউজন,ડબલ ફ્યુઝન
দ্বিপাক্ষিক বৰ্তনী,દ્વિપક્ષીય સર્કિટ
বাইনাৰী,દ્વિસંગી
বাইনাৰী যোগফল,દ્વિસંગી રકમ
বাইনাৰী বৰ্তনী,દ્વિસંગી સર્કિટ
বাইনাৰী ক&#39;ড কৰা দশমিক,દ્વિસંગી કોડેડ દશાંશ
বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
বাইনাৰী ডাইপোল কেপাচিটৰ,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
বাইনাৰী কেলকুলেটৰ,દ્વિસંગી કેલ્ક્યુલેટર
বাইনাৰী কেলকুলেটৰ,દ્વિસંગી કેલ્ક્યુલેટર
বাইনাৰী ডিকোডাৰ,દ્વિસંગી ડીકોડર
বাইনাৰী জখলা,દ્વિસંગી નિસરણી
বাইনাৰী পেথ&#39;মিটাৰ,બાઈનરી પેથોમીટર
বাইনাৰী অৱস্থা,દ્વિસંગી સ્થિતિ
বাইনাৰী-দশমিক ডিকোডাৰ,દ્વિસંગી-દશાંશ ડીકોડર
বাইনাৰী লোড,બાઈનરી લોડ
বাইনাৰী শব্দ,દ્વિસંગી શબ્દો
বাইপোলাৰ,દ્વિધ્રુવી
বাইপোলাৰ কেপাচিটৰ,બાયપોલર કેપેસિટર
বাইপোলাৰ ডিভাইচ,દ્વિધ્રુવી ઉપકરણ
বাইপোলাৰ উৎস,દ્વિધ્રુવી સ્ત્રોત
বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ,બાયપોલર ટ્રાંઝિસ્ટર
বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
দ্বিঘাত ফিল্টাৰ,ચતુર્ભુજ ફિલ્ટર
ডাবল পজিচন,ડબલ સ્થિતિ
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
দ্বিমুখী ৰিলে,દ્વિપક્ષીય રિલે
দুটা পৰ্যায়ৰ অৱস্থা,બે તબક્કાની સ્થિતિ
দুটা অৱস্থানৰ ট্ৰিগাৰ,બે-સ્થિતિ ટ્રિગર
বিট ভুল,બીટ ભૂલ
বিট ভুলৰ হাৰ,બીટ ભૂલ દર
বিট ভুল,બીટ ભૂલ
bitkal ত্ৰুটি,બિટકલ ભૂલ
অন্ধ বাকচ,અંધ બોક્સ
ঘনীভূত স্পন্দন,કન્ડેન્સ્ડ પલ્સ
নিঃসৰণকাৰী,સચિવ
নিঃসৰণ প্ৰতিৰোধক,સ્ત્રાવ અવરોધક
অন্ধতা,અંધત્વ
ছেগমেণ্ট ডায়াগ্ৰাম,સેગમેન્ટ ડાયાગ્રામ
ব্লক কৰা ইম্পিডেন্স,અવરોધક અવરોધ
ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ,ટુકડો ટ્રાન્સફર
ইন্টাৰচেপ্ট,ઇન્ટરસેપ્ટ
ৰেজিষ্টৰ কেপাচিটৰ,રેઝિસ્ટર કેપેસિટર
ৰেজিষ্টৰ কেপাচিটৰ,રેઝિસ્ટર કેપેસિટર
ব্লক কৰা দোলক,રેઝિસ્ટર ઓસિલેટર
ৰেজিষ্টৰ দোলক,અવરોધિત ઓસિલેટર
ৰেজিষ্টৰ ভল্টেজ,રેઝિસ્ટર વોલ્ટેજ
ব্ল&#39;ৱাৰ,બ્લોઅર
বোড ডায়াগ্ৰাম,બોડ ડાયાગ્રામ
voltzmann সম্পৰ্ক,વોલ્ટ્ઝમેન સંબંધ
voltzmann ধ্ৰুৱক,વોલ્ટ્ઝમેન સતત
বান্ধোন,બોન્ડ
বান্ধি ৰখা ষ্ট্ৰেইন গেজ,બંધાયેલ તાણ ગેજ
স্ব-সহায়ক এম্প্লিফায়াৰ,સ્વ-સહાયક એમ્પ્લીફાયર
বুলিয়ান বীজগণিত,બુલિયન બીજગણિત
বুলিয়ান সমীকৰণ,બુલિયન સમીકરણ
বুট ষ্ট্ৰেপন,બુટ Strapon
বুথৰ এলগৰিদম,બૂથનું અલ્ગોરિધમ
বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts শাসন কৰে,bosscutts નિયમ
বসু-চৌধাৰী হকেনহাম (BCH) কোড,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"জপিয়াই, জপিয়াই","કૂદકો, કૂદકો"
বান্ধ খাই থকা ইলেক্ট্ৰন,બંધાયેલ ઇલેક્ટ્રોન
bragg প্ৰতিফলক,બ્રેગ રિફ્લેક્ટર
আন্তঃসংলগ্ন তাঁৰ,ગૂંથેલા વાયર
শাখা,શાખા
শাখা-প্ৰশাখা,શાખાઓ
পৰীক্ষা বৰ্ড,પ્રયોગ બોર્ડ
ব্ৰেক জ&#39;ন,બ્રેક ઝોન
ভল্টেজ ভাঙি যোৱা,બ્રેકિંગ વોલ્ટેજ
ব্ৰেকডাউন ডাইঅ&#39;ড,બ્રેકડાઉન ડાયોડ
ভাঙন স্থিৰকৰণ,અસ્થિભંગ ફિક્સેશન
ভল্টেজ ভাঙি যোৱা,બ્રેકિંગ વોલ્ટેજ
সেঁতু,પુલ
ব্ৰীজ ৰেক্টিফায়াৰ,પુલ સુધારક
বহল বেণ্ড,વિશાળ બેન્ડ
সম্প্ৰচাৰ বেণ্ড,બ્રોડકાસ્ટ બેન્ડ
নক্ষত্ৰীয় এৰে,અપાર્થિવ એરે
সম্প্ৰচাৰ,પ્રસારણ
সম্প্ৰচাৰ এন্টেনা,બ્રોડકાસ્ટ એન્ટેના
সম্প্ৰচাৰ গ্ৰাহক,બ્રોડકાસ્ટ રીસીવર
কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ,બ્રોડકાસ્ટ ટ્રાન્સમીટર
বুষ্টাৰ এন্টেনা,બૂસ્ટર એન્ટેના
বাছ এন্টেনা,બસ એન્ટેના
ব্ৰাছ বিসৰ্জন,બ્રશ નિમજ્જન
bubbling AND গেট,પરપોટા અને દરવાજો
বুডবুডু বা গেট,બુડબુડુ અથવા ગેટ
বুদবুদযুক্ত স্মৃতিশক্তি,બબલી મેમરી
ক্ষতিপূৰণমূলক ভল্টেজ,વળતર આપતું વોલ્ટેજ
বাফাৰ,બફર
বাফাৰ এম্প্লিফায়াৰ,બફર એમ્પ્લીફાયર
বাফাৰ বৰ্তনী,બફર સર્કિટ
বাফাৰ অপাৰেটৰ,બફર ઓપરેટર
বাফাৰ ৰেজিষ্টাৰ,બફર રજીસ્ટર
বাল্ব,બલ્બ
জনসংখ্যাৰ প্ৰভাৱ,વસ્તી અસર
মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
মুঠি,ટોળું
ডুব যোৱা বিনিময়,ડૂબી ગયેલ વિનિમય
ডুব যোৱা স্তৰ,ડૂબી ગયેલ સ્તર
ডুব যোৱা সংস্পৰ্শ,ડૂબી ગયેલો સંપર્ક
ব্লাষ্ট এম্প্লিফায়াৰ,બ્લાસ્ટ એમ્પ્લીફાયર
ব্লাষ্ট কভাৰ,બ્લાસ્ટ કવર
ব্লাষ্ট ফায়াৰিং,બ્લાસ્ટ ફાયરિંગ
বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ,વિસ્ફોટ ડોર એમ્પ્લીફાયર
বাৰ্ষ্ট মোড,વિસ્ફોટ મોડ
বিস্ফোৰণ বিভাজক,વિસ્ફોટ વિભાજક
বিস্ফোৰণ সংকেত,વિસ્ફોટ સંકેત
বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড,વિસ્ફોટ ભૂલ સુધારનાર કોડ
বাছ,પૂરતૂ
বাছ বাৰ,બસ બાર
বাছ সংস্থা,બસ સંસ્થા
বাছৰ মানদণ্ড,બસ ધોરણ
মাত্ৰ ক্ষণিক,માત્ર ક્ષણિક
ফিল্টাৰৰ মূল্যৰ মাখন,માખણ વર્થ ફિલ્ટર
bnc তাঁৰ,bnc વાયર
বিএনচি জইণ্টাৰ,BNC જોઈન્ટર
বাই-ৱে,બાય-વે
বাইপাছ কেপাচিটৰ,બાયપાસ કેપેસિટર
বাইট,બાઈટ
ভি বেণ্ড,વી બેન્ડ
C বেণ্ড এন্টেনা,સી બેન્ડ એન્ટેના
তাঁৰ,વાયર
তাঁৰৰ ৰুটিং,વાયર રૂટીંગ
টেলিগ্ৰাফ টেলিভিছন,ટેલિગ્રાફ ટેલિવિઝન
কেশ্ব মেমৰি,કેશ મેમરી
ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
কেলকুলেটৰ,કેલ્ક્યુલેટર
মানাংকন,માપાંકન
কল ঠিকনা,કૉલ સરનામું
কলপিট দোলক,કૉલપિટ ઓસિલેટર
কেম কৰ্ডাৰ,કેમ કોર્ડર
কেমেৰা,કેમેરા
কেমেৰাৰ নলী,કેમેરા નળી
কেণ্ডেলা,candela
মমবাতিৰ শক্তি,મીણબત્તીની શક્તિ
কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ,કેન્ટીલીવર તાણ ગેજ
ধৰি ৰখা,હોલ્ડિંગ
ৰক্তচাপ ট্ৰেন্সডুচাৰ,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
ধাৰণকাৰী বিতৰক,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
চুক্তি ধাৰণ কৰা,સંધિ હોલ્ડિંગ
ধাৰণক্ষমতা গেজ,કેપેસિટેન્સ ગેજ
ধৰি ৰখা সংগ্ৰাহক,હોલ્ડિંગ કલેક્ટર
ধাৰণক্ষমতা বিক্ৰিয়াশীলতা,ક્ષમતા પ્રતિક્રિયા
"কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ","કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
কেপাচিটৰ,કેપેસિટર
কেপাচিটৰ বেংক,કેપેસિટર બેંક
কেপাচিটৰ ফিল্টাৰ,કેપેસિટર ફિલ્ટર
কেপাচিটৰ ইনপুট ফিল্টাৰ,કેપેસિટર ઇનપુટ ફિલ્ટર
উইঞ্চ মটৰ,વિંચ મોટર
পুলি চাৰ্ভো বডি,પુલી સર્વો બોડી
চৰখী,ચરખી
বন্দী কৰা,કેપ્ચર
capture clause,કેપ્ચર કલમ
কেপচাৰ ইফেক্ট,કેપ્ચર અસર
বাহক শব্দ অনুপাত,વાહક અવાજ ગુણોત્તર
গাড়ী ৰেডিঅ&#39;,કાર રેડિયો
কাৰ্বন ৰেজিষ্টৰ,કાર્બન રેઝિસ્ટર
কাৰ্ড ৰিডাৰ,કાર્ડ રીડર
কাৰ্ডিঅ&#39;ইড ডায়েগ্ৰাম,કાર્ડિયોઇડ ડાયાગ્રામ
গাড়ী,વાહન
carriage return,વાહન વળતર
বাহক,વાહક
বাহক যোগাযোগ,વાહક સંચાર
বাহক ঘনত্ব,વાહક એકાગ્રતા
বাহক কম্পাঙ্ক,વાહક આવર્તન
বাহক প্ৰজনন,વાહક પ્રજનન
বাহক স্তৰ,વાહક સ્તર
বাহক জীৱন,વાહક જીવન
বাহক গতিশীলতা,વાહક ગતિશીલતા
বাহক গুণন,વાહક ગુણાકાર
বাহক শব্দৰ মাত্ৰা,વાહક અવાજ સ્તર
বাহক পৰিসৰ,વાહક શ્રેણી
বাহক পুনৰুদ্ধাৰ বৰ্তনী,વાહક પુનઃપ્રાપ્તિ સર્કિટ
বাহক পুনৰ সন্নিৱিষ্ট কৰা,વાહક પુનઃનિર્માણ
পৰিবাহী বিকিৰণ,વાહક છૂટાછવાયા
বাহক দমন,વાહક દમન
বাহক পিঞ্জৰা,વાહક પાંજરું
বাহক বেগ,વાહક વેગ
হেণ্ড বিট,હેન્ડ બીટ
ধাৰণ কৰা পতাকা,ધ્વજ રાખવામાં આવ્યો
"দখলৰ পঞ্জীয়ন, দখলৰ পঞ্জী","કબજાની નોંધણી, કબજાની નોંધણી"
পৰ্টেবল জেনেৰেটৰ,પોર્ટેબલ જનરેટર
carson&#39;s আইন,કાર્સનનો કાયદો
কাৰ্টিজ ফিউজ,કારતૂસ ફ્યુઝ
কাৰ্টিজ টেপ,કારતૂસ ટેપ
কেৰী ফষ্টাৰ ব্ৰীজ,કેરી ફોસ્ટર બ્રિજ
ষ্টেপ এম্প্লিফায়াৰ,સ્ટેપ એમ્પ્લીફાયર
গ্ৰেডেচন,ગ્રેડેશન
কেছকেড এম্প্লিফায়াৰ,કાસ્કેડ એમ્પ્લીફાયર
"কেস্কোড এম্প্লিফায়াৰ, ষ্টেপ এম্প্লিফায়াৰ","કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર"
কেছেট,કેસેટ
প্ৰৰোচনা,પ્રેરિત
বন্দী কোটাৰ,કેપ્ટિવ કોટર
কেথ&#39;ড,કેથોડ
কেথ&#39;ড ট্ৰেইলিং,કેથોડ પાછળનું
কেথ&#39;ড ট্ৰেইলিং এম্প্লিফায়াৰ,કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર
কেথ&#39;ড লুমিনেন্স,કેથોડ લ્યુમિનન્સ
কেথ&#39;ড পদাৰ্থ,કેથોડ સામગ્રી
কেথ’ড ৰশ্মিৰ অচিলোস্কোপ,કેથોડ રે ઓસિલોસ્કોપ
কেথ&#39;ড ৰশ্মিৰ নলী,કેથોડ રે ટ્યુબ
কেথ&#39;ড কণা নিক্ষেপ,કેથોડ કણો જુબાની
কেথ&#39;ড লুমিনেন্স,કેથોડ લ્યુમિનન્સ
কুয়াৰ ফিল্টাৰ,કોયર ફિલ્ટર
kaver ফিল্টাৰ,કેવર ફિલ્ટર
কোটৰ,કોટર
এণ্ট্ৰেল ৰেডিয়চন,એન્ટ્રાલ રેડિયેશન
কটাৰ অনুনাদক,કોટર રેઝોનેટર
