Kannada,Malayalam
1. ಆಮ್ಲೀಕರಣ 2. ಆಮ್ಲೀಕರಣ,1. അസിഡിഫിക്കേഷൻ 2. അസിഡിഫിക്കേഷൻ
1. ಆಸಿಡೋಮೀಟರ್ 2. ಆಸಿಡಿಮೀಟರ್,1. അസിഡോമീറ്റർ 2. അസിഡിമീറ്റർ
ಆಮ್ಲೀಯತೆ,അസിഡിറ്റി
ಅಸಿಡೋಫೈಲ್,അസിഡോഫൈൽ
ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್,അസിഡിഫൈഡ് റോക്ക് ഫോസ്ഫേറ്റ്
ಆಮ್ಲೀಕೃತ,അസിഡിഫൈഡ്
ಜಲಚರ,ജലാശയം
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,കൈവശപ്പെടുത്തൽ
ಎಕರೆ,ഏക്കർ
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. ഏരിയ 2. ഏരിയ
ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್,അവസാന പോയിന്റ് ക്രോമസോം
ಮುಂದೆ ನೋಡುವ,മുന്നോട്ട് നോക്കുന്ന
ಅಕ್ರೋಸೋಮ್,അക്രോസോം
ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,ആക്റ്റിനോമൈസെറ്റുകൾ
ಸಕ್ರಿಯ ಕೋರ್,സജീവ കോർ
1. ಉಗ್ರ 2. ತೀವ್ರ,1. ക്രോധം 2. തീവ്രം
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,പൊരുത്തപ്പെടുത്തൽ
ಗ್ರಾಹಕೀಕರಣ,ഇഷ്ടാനുസൃതമാക്കൽ
1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,1. അഡീഷൻ 2. അഡീഷൻ
ಮೇದಸ್ಸಿನ,സെബാസിയസ്
ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ,ക്രമീകരിക്കൽ സമവാക്യം
ಅಡೋಬ್ ಮಣ್ಣು,അഡോബ് മണ്ണ്
ಕಲಬೆರಕೆ,വ്യഭിചാരം
ಅಪಸ್ಥಾನೀಯ,എക്ടോപിക്
ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್,ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ,എയറോഡൈനാമിക് പ്രക്രിയ
ಕುಹರದ,വെൻട്രൽ
ಗಾಳಿ ಹಾಕಲು,വായുസഞ്ചാരത്തിനായി
1. ಗಾಳಿ 2. ಆಕಾಶಿ,1. വായു 2. ആകാശി
1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್,1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ
ಏರೋಸಾಲ್,എയറോസോൾ
1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ,1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി
ರೋಗದ ವಿಜ್ಞಾನ,രോഗ ശാസ്ത്രം
ಅರಣ್ಯೀಕರಣ,വനവൽക്കരണം
1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ,1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത
ಅಗ್ಮಾರ್ಕ್,അഗ്മാർക്ക്
1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ,1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക
ಕೃಷಿ ಕ್ಲಿನಿಕ್,കാർഷിക ക്ലിനിക്ക്
1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ,1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ
ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,കാർഷിക വിപണനം
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,കാർഷിക സാങ്കേതികവിദ്യ
1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ,1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്
ಕೃಷಿ ಅರಣ್ಯ,കാർഷിക വനവൽക്കരണം
ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ,കാർഷിക ജൈവവൈവിധ്യം
ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು,കാർഷിക ജൈവ വൈകല്യങ്ങൾ
ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ,കാർഷിക ജീവശാസ്ത്രം
ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ,കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം
ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ,കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ
ಕೃಷಿ ಅರಣ್ಯ,അഗ്രോഫോറസ്ട്രി
ಕೃಷಿಶಾಸ್ತ್ರ,കാർഷിക ശാസ്ത്രം
ಕೃಷಿಶಾಸ್ತ್ರ,അഗ്രോണമിക്
ಕೃಷಿ ಪಶುಪಾಲಕ,കാർഷിക ഇടയൻ
ಬೆಳೆ ಸಂಸ್ಕರಣೆ,വിള സംസ്കരണം
ಹುಲ್ಲು ವಿಜ್ಞಾನ,പുല്ല് ശാസ്ത്രം
ಬೆಳೆ ಪ್ರಕಾರ,വിള തരം
ಎಪಿಫೈಟ್,എപ്പിഫൈറ്റ്
ಐಕಿಯೋಚಿ ಮಣ್ಣು,aikiochi മണ്ണ്
ಬಣ್ಣಗುರುಡು,വർണ്ണാന്ധത
ಅಲ್ಫಿಸೋಲ್,ആൽഫിസോൾ
ಪಾಚಿ,ആൽഗകൾ
ಪಾಚಿ ರೋಗ,ആൽഗ രോഗം
ಕ್ಷಾರ ನೀರು,ആൽക്കലി വെള്ളം
ಕ್ಷಾರೀಯ,ആൽക്കലൈൻ
ಪರ್ಯಾಯ,ബദൽ
ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ,അല്ലെലോ രസതന്ത്രം
ಆಲೀಲ್,അല്ലീൽ
ಅಲೆಲೋಪತಿ,അല്ലെലോപ്പതി
ವೇಥಿ ಬೆಳೆ,വേത്തി വിള
ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ,പൂർത്തീകരണം
ಫಲೀಕರಣ,ബീജസങ്കലനം
1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ,1. ആപേക്ഷികത 2. അലോമെട്രി
ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್,മൾട്ടിപ്ലോയിഡി
1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ,1. പാരാസിഗോസിറ്റി
1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ,1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം
ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ,ബദൽ ഭൂമി ഉപയോഗം
ಪರಿಸರ,പരിസ്ഥിതി
ಸುಧಾರಕ,പരിഷ്കർത്താവ്
ಮಿಟೋಸಿಸ್,മൈറ്റോസിസ്
ಅಮೀನನ್,ആമീനൻ
ಅಮೋನಿಯನ್,അമോണിയൻ
ಆಮ್ನಿಫೆರಸ್,അമ്നിഫെറസ്
1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ,1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി
ಉಭಯಚರ ಮಿಶ್ರಣ,ഉഭയജീവി മിശ്രിതം
ಆಂಫೋಟರಿಕ್,ആംഫോട്ടെറിക്
ಸಂಗ್ರಹಣೆ,സ്റ്റോക്ക്പൈലിംഗ്
1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು,1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്
ಹ್ಯಾಪ್ಲಾಯ್ಡ್,ഹാപ്ലോയിഡ്
ಕೋನೀಯ ನೆಟ್ಟ,കോണീയ നടീൽ
ಪಶುಸಂಗೋಪನೆ,മൃഗസംരക്ഷണം
ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ,മൃഗ വിസർജ്ജനം
ಜೀವನ ಶಕ್ತಿ,ജീവനുള്ള ഊർജ്ജം
ಅಸಂಗತ,അസാധാരണമായ
ಒಂದು ವರ್ಷದ ಸಸ್ಯ,ഒരു വർഷം പഴക്കമുള്ള ചെടി
ವಾರ್ಷಿಕ,വാർഷിക
1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ,1. പരമാനന്ദം 2. പ്രഭ
ಆಂಥ್ರಾಕ್ಸ್,ആന്ത്രാക്സ്
ಮಾನವಜನ್ಯ ಅಂಶಗಳು,നരവംശ ഘടകങ്ങൾ
ಬದುಕುಳಿಯುವಿಕೆ,അതിജീവനം
1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ,1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്
ಹಿಮ್ಮೆಟ್ಟಿಸುವ,വെറുപ്പുളവാക്കുന്ന
ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ,ആന്റിഓക്‌സിഡന്റ്
ಆಂಟಿಟಾಕ್ಸಿನ್,ആന്റിടോക്സിൻ
ಉಂಗುರದ ಬೆರಳು,മോതിര വിരൽ
1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ,1. മുഞ്ഞ 2. മാഹു 3. ചേപ
ಮೇಲಿನ ಮೊಗ್ಗು,മുകളിലെ മുകുളം
ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ,പീക്ക് ഫലപ്രാപ്തി
ಜೇನುಸಾಕಣೆ,തേനീച്ച വളർത്തൽ
ಅಲೈಂಗಿಕತೆ,അലൈംഗികത
ಅಪೊಪ್ಟೋಸಿಸ್,അപ്പോപ്റ്റോസിസ്
ಅನುಬಂಧಗಳು,അനുബന്ധങ്ങൾ
ಜೀರ್ಣಕಾರಕವಾಗಿ,വിശപ്പ്
ಅನ್ವಯಿಸಲಾಗಿದೆ,അപേക്ഷിച്ചു
ಜಲವಾಸಿ ಕಳೆ,ജല കള
1. ಮರ 2. ಮರದ ನಿವಾಸಿ,1. മരം 2. വൃക്ഷ നിവാസി
ಕವಲೊಡೆಯುತ್ತಿದೆ,ശാഖകൾ
ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ
ವಲಯ ಸಂಖ್ಯೆ,സോൺ നമ്പർ
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. ഏരിയ 2. ഏരിയ
ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,വരണ്ട ആവാസവ്യവസ്ഥ
ಕೋಟಿಲ್ಡನ್,കോട്ടിലിഡൺ
ಸೌರಭ್,സൗരഭ്
ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ,ആരോമാറ്റിക് പ്ലാന്റ്
ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ,സുഗന്ധമുള്ള അരി
ಇಕ್ಷು ಪುಷ್ಪನ್,ഇക്ഷു പുഷ്പൻ
ಅಸೆಪ್ಟಿಕ್,അസെപ്റ്റിക്
1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್,1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,അലൈംഗിക പുനരുൽപാദനം
ಗಾತ್ರ,വലിപ്പം
ಆಸ್ತಿ,ആസ്തി
1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ,1. സ്വാംശീകരണം 2. സ്വാംശീകരണം
1. ಸಂಘ 2. ಸಂಘ,1. അസോസിയേഷൻ 2. അസോസിയേഷൻ
1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ,1. കോളം 2. ആസ്ട്രിംഗ്സി
ಹೆಟೆರೋಜೈಗೋಸಿಟಿ,ഹെറ്ററോസൈഗോസിറ്റി
1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ,1. പൂർവ്വികൻ 2. അടവിസം
ಕಣ,കണം
1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ,1. സ്ഥിരീകരണം 2. വൈകല്യം
ಸ್ವಯಂ ಜೋಡಣೆ,സ്വയം ജോടിയാക്കൽ
ಆಟೋಲಿಸಿಸ್,ഓട്ടോലിസിസ്
1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ,1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം
ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,സ്വയം മൾട്ടിപ്ലക്സ്
ಆಕ್ಸಿನ್,ഓക്സിൻ
1. ಷೂಕ್ 2. ಟೋಡ್,1. ഷൂക്ക് 2. പൂവൻ
ದಂಡದ ವೈರಸ್,ശിക്ഷാ വൈറസ്
1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್,1. ബാസിലസ് 2. ബാസിലസ്
1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ,1. ബാക്ടീരിയ 2. ബാക്ടീരിയ
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ,ബാക്ടീരിയൽ വിഷം
ಬಗಸೆ,ബാഗാസ്
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ബാലൻസ് ഷീറ്റ്
ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ,സമീകൃത വളം ഉപയോഗം
ಬಾರ್ ಗ್ರಾಫ್,ബാർ ഗ്രാഫ്
ತೊಗಟೆ,കുര
1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ,1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ
1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು,1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം
1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್,1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്
1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,1. താല 2. തടം
ತಲಾಬಿಸಾರಿ,തലബിസാരി
1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್,1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ
ಗಲ್ಫ್ ಮಾನ್ಸೂನ್,ഗൾഫ് മൺസൂൺ
ಹಣ್ಣಿನ ಗಿಡ,ഫലം പ്ലാന്റ്
ಹಾಸಿಗೆ,കിടക്ക
ಹಾಸಿಗೆ ಸಸ್ಯ,കിടക്ക പ്ലാന്റ്
ಹಾಸಿಗೆ,കിടക്കവിരി
ಬೀಟ್ ಮೊಲಾಸಸ್,ബീറ്റ്റൂട്ട് മോളാസസ്
ಬೆಲ್ಲೋಸ್,തുരുത്തി
1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ,1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം
ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,ലാഭ-ചെലവ് വിശകലനം
ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ),അഭിലാഷം (സാമ്പിൾ)
ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು,ദ്വിവത്സര സസ്യങ്ങൾ
ದ್ವಿಪದ,ദ്വിപദം
ಜೈವಿಕ ಅಂಶ,ബയോഫാക്ടർ
ಜೈವಿಕ ಹವಾಮಾನ,ജൈവ കാലാവസ്ഥ
ಜೈವಿಕ ಶಕ್ತಿ,ജൈവ ഊർജ്ജം
ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ,ജന്തു പരിസ്ഥിതി
1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್,1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ
ಜೀವಗೋಳ,ജൈവമണ്ഡലം
ಜೈವಿಕ,ബയോട്ടിക്
ಪ್ರಾಣಿಸಂಕುಲ,ജന്തുജാലങ്ങൾ
ದಿವಿಲಿಂಗಿ,ദിവിലിംഗി
ಧವಳನ್,ധവാലൻ
1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ,1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം
ಮಿಶ್ರಣ,മിശ്രണം
1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ),1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം)
1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್,1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ
ನೀಲಿ ಕ್ರಾಂತಿ,നീല വിപ്ലവം
ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್,പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ
ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ,പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ
ಹೊಟ್ಟು,തവിട്
ಕವಲೊಡೆಯುತ್ತಿದೆ,ശാഖകൾ
1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ,1. തടി 2. ഉപശാഖ
ತಳಿ,ഇനം
ಸಂತಾನೋತ್ಪತ್ತಿ,പുനരുൽപാദനം
ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ,ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ
1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ,1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം
ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ,വളർന്നുവരുന്ന
ಬಜೆಟ್,ബജറ്റ്
1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್,1.ആംഫോട്ടറിക് 2. ബഫർ
ಸಿಹಿ ಆಲೂಗಡ್ಡೆ,മധുരക്കിഴങ്ങ്
ಬಂಟ್ (ರೋಗ),ബണ്ട് (രോഗം)
1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ,1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം
c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್,c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്
ಎಣ್ಣೆ ಕೇಕ್,എണ്ണ പിണ്ണാക്ക്
1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ,1. നാരങ്ങ 2. കാൽസ്യം
ಕ್ಯಾಲ್ಸಿಯಾನ್,calcion
ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ,ഫോസ്ഫേറ്റ് നീക്കം
1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ,1. കിനാറ്റ 2. കാലാറ്റ
1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ,1.കല്ലസ് 2. കിരണം
1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್,1. വിദളങ്ങൾ 2. കാളിക്സ്
ಹೊರಗಿನ ಅಂತ್ಯ,പുറത്തെ അവസാനം
ಈಧಾ,എധ
ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),കാൻസർ (ബാക്ടീരിയ രോഗം)
ಕ್ಯಾನಿಂಗ್,കാനിംഗ്
ಆಕಾಶ,ആകാശം
ಹಣಕಾಸು,ധനകാര്യം
ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು),പരാഗണം (അത്തിപ്പഴം)
1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್,1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ
ಕಾರ್ಬೊನೈಸ್ಡ್,കാർബണൈസ്ഡ്
ಕಾರ್ಬೊನಾನ್,കാർബണൻ
ಕ್ಯಾರಪೇಸ್,കാർപേസ്
ಕಂಕಣ,വള
1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ),1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി)
ಕ್ಯಾಟಬಾಲಿಸಮ್,കാറ്റബോളിസം
ಪ್ರೇರಣೆ,പ്രേരണ
1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್,1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ
ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ,സി ഡി. എൻ. എ. സമാഹാരം
ವ್ಯಾಪ್ತಿ,പരിധി
1. ಕೋಶ 2. ಕೋಶ,1. സെൽ 2. സെൽ
ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ,സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം
1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್,1. പോയിന്റ് 2. ഫോക്കസ്
ಕೇಂದ್ರಾಪಗಾಮಿ,അപകേന്ദ്രീകരണം
ಕೇಂದ್ರಾಪಗಾಮಿ,സെൻട്രിഫ്യൂജ്
ನಕ್ಷತ್ರ ಕೇಂದ್ರ,നക്ഷത്ര കേന്ദ്രം
ಎಪಿಜೆನೆಟಿಕ್,എപ്പിജെനെറ്റിക്
ಕೇಂದ್ರರಾಜ,കേന്ദ്രരാജ
ಮಗ್ಗ,തറി
1. ಏಕದಳ 2. ಸೀರಿಯಲ್,1. ധാന്യം 2. സീരിയൽ
1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ,1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ
ಪ್ರಮಾಣೀಕೃತ ಬೀಜ,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ,1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര
1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ,1. നിഭാഗ് 2. കൈലജ
ಕೈಮೊಗ್ರಫಿ,കൈമോഗ്രഫി
1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ,1. കിയാസ്മ 2. തിരക്കിലാണ്
ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು,supercooling മണിക്കൂർ
ಫ್ರಾಸ್ಟ್ ಹಾನಿ,മഞ്ഞ് കേടുപാടുകൾ
1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ,1. വിചിരോതകി 2. ചിമേര
ಹಸಿರು ಗಂಜಿ,പച്ച കഞ്ഞി
1. ಎಲೆಗಳು 2. ಹಸಿರು,1. ഇലകൾ 2. പച്ച
ಸೈನೋಸಿಸ್,സയനോസിസ്
ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ,ജൈവ വിതരണ ശാസ്ത്രം
1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು,1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ
