Malayalam,English
വശീകരിക്കുന്ന ആയുധങ്ങൾ,Allusive arms
അമിറ്റി,Amity
ആംഫിക്റ്റോണിക് കൗൺസിൽ,Amphictyonic Council
ആംഫിക്റ്റോണിക് ലീഗ്,Amphictyonic League
ആംഫി തിയേറ്റർ,Amphitheatre
അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ),Amri Nal group (of pottery)
അനാക്രോണിസം,Anachronism
അനാക്രോണിസ്റ്റിക്,Anachronistic
പൂർവ്വികൻ,Ancestor
പൂർവിക ആരാധന,Ancestor Worship
വംശപരമ്പര,Ancestry
വംശപരമ്പര,Ancestry
വംശപരമ്പര,Ancestry
വംശപരമ്പര,Ancestry
പുരാതന ഭരണം,Ancien regime
പുരാതന,Ancient
പുരാതന ബാലഡ്,Ancient ballad
പുരാതന വിശ്വാസം,Ancient belief
പുരാതന ആചാരം,Ancient custom
പുരാതനമായ ചരിത്രം,Ancient history
പുരാതന സ്മാരകങ്ങൾ,Ancient monuments
ഉപകഥ,Anecdote
ആഞ്ചലോട്ട്,Angelot
ആഞ്ചലസ്,Angelus
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),Angevin (=anjevin)
കോണുകൾ,Angles
ആംഗ്ലിക്കൻ,Anglican
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,Anglican Communion
ആംഗ്ലിക്കനിസം,Anglicanism
ആംഗ്ലോ-ഫോബ്,Anglo-phobe
ആംഗ്ലോ-ഫോബിയ,Anglo-phobia
ആംഗ്ലോ-സാക്സൺ,Anglo-Saxon
ആംഗ്ലോ-സാക്‌സോണിസം,Anglo-Saxonism
അനലിസ്റ്റ്,Annalist
വാർഷികങ്ങൾ,Annals
കൂട്ടിച്ചേർക്കൽ,Annexation
ആന്റി-ബെല്ലം,Ante-bellum
മുൻ തീയതി,Ante date
പൗരോഹിത്യ വിരുദ്ധത,Anti-clericalism
വൈദിക വിരുദ്ധ നിയമം,Anti-clerical legislation
പൗരാണികത,Antiquity
വാടക വിരുദ്ധം,Anti-rent
വാടക വിരുദ്ധം,Anti-rent
സെമിറ്റിസം വിരുദ്ധത,Anti Semitism
അൻസാക്ക്,Anzac
അപ്പെല്ല,Apella
അരലു,Aralu
ആർച്ച് ബിഷപ്പ്,Arch bishop
ആർച്ച് ഡച്ചി,Arch duchy
ആർച്ച് ഡ്യൂക്ക്,Arch duke
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),Archief (=archival collection)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,Archiepiscopate
പ്രഭുവർഗ്ഗം,Aristocracy
പ്രഭു,Aristocrat
പ്രഭുവർഗ്ഗ സ്നോബറി,Aristocratic snobbery
അരിസ്റ്റോട്ടിലിയൻ,Aristotelian
അർമാഡ,Armada
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),Armada (=The Spanish Armada)
കവചക്കാരൻ (=കവചക്കാരൻ),Armorist (=armourist)
കവചം (=കവചം),Armour (=armor)
ആയുധധാരി,Armourist
ആര്യൻ,Aryan
ആര്യൻ,Aryan
അസ്കരി,Askari
നിയോഗിക്കുക,Assignat
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ഓഫ് ആയുധ നിയമം,Assize of Arms Act
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,Assize of Darrein Presentment
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,Assize of Mort 'D' Ancestor
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,Assize of Novel Disseisin
ക്രൂരത,Atrocity
ആക്രമണം,Attack
ഔലിക് കൗൺസിൽ,Aulic Council
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),Axe of the Geddess (=the Geddess axe)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),Axis (=The Rome-Berlin-Tokyo Axis)
ബാബിലോൺ,Babylon
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),Babylonian captivity (=Babylonish captivity)
ബച്ചനൽ ഭക്തൻ,Bacchanal devotee
ബച്ചനാലിയ,Bacchanalia
ബാച്ചിലർ,Bachelor
ബാഗ്ദാദ് കരാർ,Baghdad Pact
ബാൽക്കൻ ലീഗ്,Balkan League
ബാൽക്കൻ കരാർ,Balkan Pact
ബാൽക്കൻ യുദ്ധങ്ങൾ,Balkan Wars
ബാൾട്ടിക് കരാർ,Baltic Pact
കൊള്ളക്കാരൻ,Bandit
ബന്ദൂങ് സമ്മേളനം,Bandung Conference
നാടുകടത്തൽ,Banishment
ബാനർ,Banner
ബാർബേറിയൻ,Barbarian
ബാർബിക്കൻ,Barbican
ബർദോളി സത്യാഗ്രഹം,Bardoli satyagraha
കളപ്പുര ബർണറുകൾ,Barn Burners
ബാരൺ,Baron
ബാരോണേജ്,Baronage
ബറോണസ് മേജേഴ്സ്,Barones majores
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,Barones minores
ബാരോണസ്,Baroness
ബാരോനെറ്റ്,Baronet
ബാരോനെറ്റേജ്,Baronetage
ബാരോനെറ്റേജ്,Baronetage
ബാരോനെറ്റി,Baronetcy
ബാരോണി,Barony
ബാരക്കൂൺ,Barracoon
ബാരക്കൂൺ,Barracoon
ബാരിക്കേഡ് (=ബാരിക്കഡോ),Barricade (=barricado)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),Barricade (=barricado)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),Barricade (=barricado)
ബേസ് ക്യാമ്പ്,Base camp
ബസിലിക്ക,Basilica
ബസിലിക്ക,Basilica
ബാസ്റ്റില,Bastila
ബാസ്റ്റിലി,Bastille
ബാസ്റ്റിലി,Bastille
ബാറ്ററി,Battery
യുദ്ധം,Battle
Battle-array,Batlle-array
യുദ്ധകാഹളം,Battle cry
യുദ്ധം,Battle din
യുദ്ധക്കളം,Battle field
യുദ്ധഗാനം,Battle hymn
സ്പർസിന്റെ യുദ്ധം,Battle of the Spurs
സ്റ്റാൻഡേർഡ് യുദ്ധം,Battle of the Standard
യുദ്ധക്കപ്പൽ,Battleship
യുദ്ധക്കപ്പൽ-ബലം,Battleship-strength
Bayeux ടേപ്പ്സ്ട്രി,Bayeux tapestry
ബീക്കൺ,Beacon
ബീക്കൺ ടവർ,Beacon tower
ബീവർ,Beaver
ബീവർ,Beaver
കടലിലെ യാചകർ,Beggars of the sea
ബെല്ലിക്കോസ്,Bellicose
ബെല്ലിക്കോസ്,Bellicose
ബെല്ലിക്കോസ്,Bellicose
ബെല്ലിക്കോസിറ്റി,Bellicosity
ബെല്ലോന,Bellona
ഗുണം,Benefice
വൈദികരുടെ പ്രയോജനം,Benefit of clergy
ബെനെലക്സ്,Benelux
ബെർലിൻ ഉത്തരവ്,Berlin Decree
ബെർസർക്കർ,Berserker
ബസന്റ് (=ബെസന്റ്),Besant (=bezant)
ബെഥേൽ,Bethel
ബിബ്ലിയോലേറ്റർ,Bibliolater
ഗ്രന്ഥശാസ്‌ത്രം,Bibliolatry
ബിഗ് ബെർത്ത,Big Bertha
മതഭ്രാന്തൻ,Bigot
ബില്ലെറ്റിംഗ്,Billeting
ബിൽ ഓഫ് അറ്റൈൻഡർ,Bill of Attainder
അവകാശങ്ങളുടെ ബിൽ,Bill of Rights
ജീവചരിത്രകാരൻ,Biographer
ജനന കഥകൾ,Birth stories
Bivouac,Bivouac
Bivouac,Bivouac
Bivouac,Bivouac
ബിസോണിയ,Bizonia
കറുത്ത പക്ഷികൾ,Black birding
കറുത്ത കൊടി,Black flag
ബ്ലാക്ക് ഹോൾ,Black Hole
ബ്ലാക്ക് ഹോൾ,Black Hole
കറുത്ത കാൽ (=ചുണങ്ങു),Black leg (=scab)
കറുത്ത ഷർട്ട്,Black Shirt
ബ്ലാസൺ,Blazon
ബ്ലാസൺ,Blazon
ജ്വലനം,Blazonry
ജ്വലനം,Blazonry
ബ്ലിറ്റ്സ്ക്രീഗ്,Blitzkrieg
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),Bloodless Revolution (=Glorious Revolution)
ബ്ലഡ് വൈറ്റ്,Bloodwite
ബ്ലഡി മേരി,Bloody Mary
നീല,Blue
നീല രക്തം,Blue blood
നീല പുസ്തകം,Blue book
നീല നാട,Blue ribbon
നീല നാട,Blue ribbon
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),Blues (=Royal Horse Guards)
നീല ഷർട്ട്,Blue Shirt
ബ്ലൂ വാട്ടർ സ്കൂൾ,Blue Water School
ബോർഡ് ഓഫ് കൺട്രോൾ,Board of Control
ശരീര കവചം,Body armour
ബോയർ,Boer
കൊള്ള,Booty
ബറോ,Borough
ബൗളൂട്ടേറിയൻ,Bouleuterion
ബർബോൺ,Bourbon
ബോക്സർ കലാപം,Boxer rebellion
ബ്രേസ്,Brace
ബ്രസാർഡ്,Brassard
ബ്രസാർഡ്,Brassard
ബ്രെഡ് കോളനികൾ,Bread colonies
ബ്രെസ്റ്റ് പ്ലേറ്റ്,Breast Plate
മുലപ്പാൽ ജോലി,Breast work
ബ്രെറ്റ്വാൾഡ,Bretwalda
ബ്രിഗാൻഡ്,Brigand
ബ്രിഗൻഡേജ്,Brigandage
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,British Commonwealth of Nations
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),Brown Shirts (=The Nazis)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),Brussels Treaty (Pact) organisation (=Western Europeon union)
ബഫ്,Buff
ബഫ്,Buff
ബഫ്-കോട്ട്,Buff-coat
ബഫുകൾ,Buffs
ബ്യൂൾ (=കൗൺസിൽ),Bule (=council)
ബർഗേജ്,Burgage
ബർഗെസ്,Burgess
ബൈസന്റൈൻ,Byzantine
ബൈസന്റൈൻ പള്ളി,Byzantine church
ബൈസന്റൈൻ സാമ്രാജ്യം,Byzantine Empire
ബൈസന്റൈൻ യുഗം,Byzantine Era
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,Byzantine historians
കാബൽ,Cabal
സീസറിസം,Caesarism
ഖലീഫ,Caliph
കാലിഗ്രാഫർ,Calligrapher
കാലിഗ്രാഫിസ്റ്റ്,Calligraphist
കാലിഗ്രാഫി,Calligraphy
കാൽട്രോപ്പ്,Caltrop
സൗഹൃദം,Camaraderie
കാമറില്ല,Camarilla
കാമറില്ല,Camarilla
കാമലോകം,Camelaucum
മറവി,Camouflage
പ്രചാരണം,Campaign
ക്യാമ്പ് ഫോളോവർ,Camp follower
കാമ്പോ സാന്റോ,Campo santo
കാമ്പസ് മാർഷ്യസ്,Campus martius
കനേഫോറ,Canephora
കാൻഗു,Cangue
പീരങ്കി,Cannonade
പീരങ്കി കാലിത്തീറ്റ,Cannon fodder
കാനൻ,Canon
കാനൻ നിയമം,Canon law
കനോപ്പസ് ഉത്തരവ്,Canopus decree
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,Canting arms
ബന്ദിയാക്കി,Captive
ക്യാപ്റ്റർ,Captor
കർദ്ദിനാൾ,Cardinal
കാൾ,Carl
കരോലിംഗിയൻ രാജവംശം,Carolingian dynasty
കാർത്തൂഷ്യൻ വിഭാഗം,Carthusian sect
കാർട്ടോസ,Cartosa
കാസ്റ്റേലിയൻ,Castelian
കാസ്റ്റേലിയൻ,Castelian
ജാതി വ്യവസ്ഥ,Caste system
കോട്ട,Castle
കോട്ട,Castle
കാസിൽ പട്ടണം,Castle town
കാസ്ട്ര,Castra
കാസ്ട്ര,Castra
കത്തീഡ്ര,Cathedra
കത്തീഡ്രൽ,Cathedral
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,Cato Street conspiracy
കൌഡില്ലോ,Caudillo
കവലിയർ,Cavalier
കവലിയർ,Cavalier
കവലിയർ പാർലമെന്റ്,Cavalier Parliament
അദുല്ലം ഗുഹ,Cave of Adullam
ഗുഹ പെയിന്റിംഗ്,Cave painting
ഗുഹ പെയിന്റിംഗ്,Cave painting
സെന്റുംവിർ,Centumvir
ശതാധിപൻ,Centurion
നൂറ്റാണ്ട്,Century
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),Chain armour (=chain mail)
ചാന്ത്രി,Chantry
ചാന്ത്രി,Chantry
ചാപ് ബുക്ക്,Chap book
ചാപ്ലിൻ,Chaplain
അധ്യായം,Chapter
അപകടങ്ങളുടെ അധ്യായം,Chapter of accidents
ചാർജ് ചെയ്യുക,Charge
ഭാരവാഹികൾ,Charge d'affaires
ചാർജ് വിഭജനം,Charge parting
ചാർജർ,Charger
രഥം,Chariot
സാരഥി,Charioteer
സാരഥി,Charioteer
സാരഥി,Charioteer
ചാരിറ്റി അടുക്കള,Charity kitchen
ചാർട്ടർ,Charter
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),Chartist Movement (=Chartism)
ചാർട്ടോഫൈലാസിയം,Chartophylacium
ചാറ്റോ,Chateau
ചെക്ക് പോസ്റ്റ്,Check post
രാസയുദ്ധം,Chemical Warfare
ചെസ്റ്റർ,Chester
മുഖ്യൻ,Chief
തലവൻ,Chieftain
തലവൻ,Chieftain
തലവൻ,Chieftain
ഷിഫോൺ,Chiffon
ധീരത,Chivalry
തിരഞ്ഞെടുത്ത ആളുകൾ,Chosen People
ക്രിസ്മോഗ്രാഫിയോൺ,Chrismographion
ക്രൈസ്തവലോകം,Christendom
ക്രിസ്ത്യൻ യുഗം,Christian era
ക്രിസ്ത്യൻ സോഷ്യലിസം,Christian Socialism
ക്രോണിക്കിൾ,Chronicle
ക്രോണിക്ലർ,Chronicler
ക്രൈസ് ചെർസോണീസ്,Chryse Chersonese
സിമിലിയം,Cimelium
സിൻക്വെസെന്റോ സ്റ്റൈൽ,Cinquecento Style
പ്രദക്ഷിണം,Circumnavigation
സിസ്റ്റെർസിയൻ സന്യാസി,Cistercian monk
കോട്ട,Citadel
അവലംബം,Citation
അവലംബം,Citation
നിയമലംഘനം,Civil disobedience
ആഭ്യന്തരയുദ്ധം,Civil war
സിവിസ് റൊമാനസ്,Civis Romanus
ക്ലാസിക്കൽ പ്രായം,Classical age
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),Clepht (=klepht)
പൗരോഹിത്യം,Clericalism
ക്ലറച്ച്,Cleruch
ക്ലൂനിയാക് പ്രസ്ഥാനം,Cluniac movement
കോട്ട് കവചം,Coat armour
കോട്ട് ഓഫ് ആംസ്,Coat of arms
കോട്ട് ഓഫ് ആംസ്,Coat of arms
കോട്ട് ഓഫ് ആംസ്,Coat of arms
കോട്ട് ഓഫ് മെയിൽ,Coat of mail
കോഹോർട്ട്,Cohort
കോമിറ്റിയ,Comitia
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,Comitia Centuriata
കോമിറ്റിയ ക്യൂറിയാറ്റ,Comitia Curiata
കോമിറ്റിയ ട്രിബ്യൂട്ട,Comitia Tributa
സ്മാരക കമാനം,Commemorative arch
സ്മാരക നാണയം,Commemorative coin
സ്മരണിക മുദ്ര,Commemorative seal
പൊതുവായ ഫീൽഡ്,Common field
കമ്മ്യൂണർഡ്,Communard
കോൺകോർഡാറ്റ്,Concordat
കോൺകോർഡാറ്റ്,Concordat
കൊണ്ടോട്ടിയർ,Condottiere
സ്ഥിരീകരണം Cartarum,Confirmation Cartarum
സംഘർഷം,Conflict
സഭ,Congregation
കീഴടക്കുന്ന സംസ്ഥാനം,Conquering state
ജേതാവ്,Conqueror
വിജയി,Conquistador
കോൺസിലിയം,Consilium
കോൺസ്റ്ററി,Consistory
ഗൂഢാലോചന,Conspiracy
ഗൂഢാലോചന,Conspiracy
കോൺസുലേറ്റ്,Consulate
കൺസൾട്ടേഷൻ പുസ്തകം,Consulation book
കോണ്ടിനെന്റൽ സിസ്റ്റം,Continental system
കൺവെൻഷൻ പാർലമെന്റ്,Convention Parliament
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),Copperheads (=peace democrats)
കോപ്പിഹോൾഡ്,Copyhold
കോർഡനിംഗ്,Cordoning
കൊറോണ,Corona
കിരീടധാരണം,Coronation
കിരീടധാരണ കല്ല്,Coronation stone
കോർപ്പസ്,Corpus
കോർസെയർ,Corsair
കോർസെയർ,Corsair
കോർസെറ്റ് (=കോർസെലെറ്റ്),Corset (=corselet)
കോർട്ടെസ്,Cortes
കോട്ടർ (=കോട്ടിയർ),Cottar (=cottier)
കോട്ടർ (=കോട്ടിയർ),Cottar (=cottier)
പാലറ്റിനേറ്റ് എണ്ണുക,Count Palatinate
നാടൻ വീട്,Country house
കൗണ്ടി,County
കൗണ്ടി ബറോ,County borough
കൗണ്ടി കോടതികൾ,County courts
കൗണ്ടി പാലറ്റൈൻ,County palatine
കോടതി,Court
കോടതി,Court
കോടതി സർക്കുലർ,Court circular
കോടതി മര്യാദകൾ,Court etiquette
കോർട്ടിയർ,Courtier
കാസേഷൻ കോടതി,Court of cassation
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),Court of Directors (E. I. C.)
ഉടമസ്ഥരുടെ കോടതി,Court of Proprietors
കോടതി കവി,Court poet
ഉടമ്പടി കാമറോണിയക്കാർ,Covenanted Cameronians
കിരീടം,Crown
കിരീടം,Crown
കിരീടം,Crown
കിരീട ഭൂമി,Crown land
കിരീട ഭൂമി,Crown land
കിരീടാവകാശി,Crown Prince
കുരിശുയുദ്ധം,Crusade
കുരിശുയുദ്ധക്കാരൻ,Crusader
ക്രിപ്റ്റോഗ്രാം,Cryptogram
ക്യൂറാസ്,Cuirass
ക്യൂറാസിയർ,Cuirassier
ആരാധനാ ദേവത,Cult deity
കൂരിയ,Curia
കൂരിയ,Curia
സാറിസം,Czarism
ഇരുണ്ട ഭൂഖണ്ഡം,Dark continent
വിധി ദിവസം,Day of judgement
വിധി ദിവസം,Day of judgement
ഡീൻ,Dean
ദശാബ്ദം,Decade
ഡെനാറിയസ്,Denarius
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,Deposed monarch
നശിപ്പിക്കുക,Despoil
നാശം,Despoilation
സിംഹാസനസ്ഥനാക്കുക,Dethrone
ഡയഡം,Diadem
ഡയഡം,Diadem
ഡയഡം,Diadem
ഡയസിയ,Diasia
ഡികാസ്റ്റീരിയം,Dicasterium
ഡിലുവിയലിസ്റ്റ്,Diluvialist
രൂപത,Diocese
രൂപത,Diocese
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),Directoire (=Directry)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),Directoire (=Directry)
ദിർഹം,Dirham
വിശ്വസ്തതയില്ലാത്ത,Disloyal
വിശ്വസ്തതയില്ലാത്ത,Disloyal
വീഴ്ചയുടെ സിദ്ധാന്തം,Doctrine of lapse
പ്രമാണം,Document
ഡോക്യുമെന്ററി തെളിവുകൾ,Documentary evidence
ഡോംസ്‌ഡേ ബുക്ക്,Domesday Book
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,Donation of Constantine
വിധി,Doom
സ്ത്രീധന രാജ്ഞി,Dowager queen
ഡ്രാഗൺ,Dragoon
ഡ്രോമെഡേറിയൻ,Dromedarian
ഡ്രോമെഡറി,Dromedary
ഡ്രോമണ്ട്,Dromond
ഇരട്ട,Dual
ഇരട്ട സഖ്യം,Dual alliance
ഡ്യുവൽ എന്റന്റ്,Dual entente
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),Dual system (=dual government)
ഡ്യൂക്ക്,Duke
ഡുമ,Duma
വാമനാവതാരം,Dwarf incarnation
രാജവംശം,Dynasty
രാജവംശം,Dynasty
കഴുകൻ,Eagle
മൂപ്പൻ,Ealder man
ഏൾ,Earl
എർൾഡം,Earldom
ആദ്യകാല ഗുപ്തർ,Early Guptas
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,Early (historic) sites
ആദ്യകാല വേദകാലം,Early Vedic period
എക്ലീസിയ,Ecclesia
തിരിച്ചടവിന്റെ ശാസന,Edict of Restitution
എട്ട് മടക്ക പാത,Eight fold path
മൂപ്പന്മാർ,Elders
മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ),Elder statesman (=genro)
എലിഫന്റ് ഗോഡ്,Elephant goad
പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം,Eleven Years' Tyranny
എലിസെ (=എലിസീ),Elysae (=Elysee)
എൻക്ലോഷർ പ്രസ്ഥാനം,Enclosure Movement
വിജ്ഞാനകോശം,Encyclical
എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം,Encyclopaedist movement
എന്റന്റെ,Entente
എന്റെ ഹൃദയം,Entente cordiale
സിംഹാസനം,Enthrone
പരിവാരം,Entourage
എഫോദ്,Ephod
എഫോർ,Ephor
ഇതിഹാസ യുഗം,Epic age
ഇതിഹാസ നായകൻ,Epic hero
എപ്പിഗ്രാഫ്,Epigraph
എപ്പിസ്കോപ്പസി,Episcopacy
എപ്പിസ്കോപ്പ,Episcopate
എപ്പിസോഡ്,Episode
യുഗം,Epoch
യുഗനിർമ്മാണ സംഭവം,Epoch-making event
യുഗനിർമ്മാതാവ്,Epoch-making man
പേരുനാമം,Eponym
ഇക്വറി,Equerry
ഇക്വറി,Equerry
കുതിരസവാരി പ്രതിമ,Equestrian statue
യുഗം,Era
എർഗസ്റ്റുലം,Ergastulum
ദിവ്യബലി,Eucharist
ഇവാഞ്ചലിസം,Evangelicalism
സുവിശേഷ പ്രസ്ഥാനം,Evangelical movement
സുവിശേഷകൻ,Evangelist
എക്സാർച്ച്,Exarch
എക്സിലാർക്ക്,Exilarch
ഫലാങ്കിസ്റ്റ്,Falangist
പിതൃഭൂമി,Father land
പിതൃഭൂമി,Father land
ഫെരിയേ,Feriae
ഫെറ്റിഷ്,Fetish
ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്,Feudal holdings
ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം),Feudalism (=feudal system)
ഫ്യൂഡൽ സമ്പ്രദായം,Feudal system
ഫ്യൂഡറി,Feudatory
ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ),Fidei defensor (=Defender of the Faith)
ഫൈഫ്,Fief
ഫീൽഡ് സിസ്റ്റം,Field system
പതിനഞ്ചാമത്തെ നികുതി,Fifteenth tax
ചിത്ര തല,Figure head
ഫിൻ ഡി സൈക്കിൾ,Fin de siecle
തീ തിന്നുന്നവൻ,Fire eater
അഞ്ച് മൈൽ നിയമം,Five Mile Act
പതാക,Flag
ഫ്ലെമെൻ ഡയാലിസ്,Flamen Dialis
ഫ്ലമെൻ മാർട്ടിയാലിസ്,Flamen Martialis
ജ്വലിക്കുന്ന ടോർച്ച്,Flaming torch
പാർശ്വഭാഗം,Flank
ഫ്ലാങ്കിംഗ് ചലനം,Flanking movement
അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത,Flourishing civilization
ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം,Fluvialistic belief
നാടോടി ദൈവം,Folk god
നാടോടി ദേവത,Folk goddess
നാടോടി ഓർമ്മ,Folk memory
നാടോടി മിത്ത് (=നാടോടിക്കഥ),Folk myth (=folklore)
തീറ്റ കണ്ടെത്തുന്നു,Foraging
ഫോറേ,Foray
മുൻഗാമി,Forebear
പൂർവ്വപിതാവ്,Forefather
മുൻഗാമി,Forerunner
കൈവിട്ട പ്രതീക്ഷ,Forlorn hope
രൂപീകരണ ഘട്ടം,Formative stage
കോട്ട,Fort
കോട്ടകെട്ടൽ,Fortification
ഉറപ്പുള്ള പട്ടണം,Fortified town
കോട്ട,Fortress
ഫോർച്യൂണ,Fortuna
ഫോറം റൊമാനം,Forum Romanum
ഫ്രാൻസിസ്കൻ,Franciscan
ഫ്രാങ്ക്ലിൻ,Franklin
സഹോദരീഹത്യ യുദ്ധം,Fratricidal war
സ്വതന്ത്ര പള്ളി,Free Church
ഫ്രീഹോൾഡർ,Freeholder
സ്വതന്ത്ര സൈനികൻ,Freelance soldier
സ്വതന്ത്ര സൈനികൻ,Freelance soldier
ഫ്രീമാൻ,Freeman
ഫ്രീമാൻ,Freeman
സൗജന്യ പ്രവേശനം,Freepass
ഫ്രഞ്ച് വിപ്ലവം,French Revolution
ഫ്രയർ,Friar
ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ,Friasian mercenaries
അതിർത്തിയിലെ മനുഷ്യൻ,Frontier'a man
ഗാലിയൻ,Galleon
ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്),Gallican (=Gallicanist)
ഗാലിക്കനിസം,Gallicanism
ഗാരിസൺ,Garrison
ഗൗൾ,Gaul
ഗൗണ്ട്ലെറ്റ്,Gauntlet
ഗൗണ്ട്ലെറ്റ്,Gauntlet
ഗസീബോ,Gazebo
ഗസീബോ,Gazebo
ഗസീബോ,Gazebo
വംശാവലി ചരിത്രം,Genealogical history
വംശാവലി രേഖ,Genealogical record
വംശാവലി പട്ടിക,Genealogical table
വംശാവലി വൃക്ഷം,Genealogical tree
വംശാവലി,Genealogy
വംശാവലി,Genealogy
തലമുറ,Generation
വംശഹത്യ,Genocide
വിജാതീയൻ,Gentile
വിജാതീയൻ,Gentile
