English,Marathi
central difference table,केंद्रीय भिन्नता सारणी
central limit theorem,केंद्रीय मर्यादा प्रमेय
central moment,मध्यवर्ती क्षण
central processing unit (C.P.U),केंद्रीय संसाधन युनिट
central tendency,केंद्रीय अंतःप्रेरणा
centre,केंद्र*
centre of gravity,गुरुत्व मध्यभागी
centre of group,गट केंद्र
centre of mass,वस्तुमान केंद्र
centre of symmetry,सममितीचे केंद्र
centrifugal force,केंद्रापसारक शक्ती
centripetal force,केंद्राभिमुख शक्ती
centroid,मध्यवर्ती मेरिडियन
certainty,निश्चितता
c.g.s. system,cgs पद्धत
c.g.s. unit,cgs युनिट
chain rule of differentiation,भिन्नतेचा साखळी नियम
chance causes,दैवयोगाने
chance moves,यादृच्छिक हालचाल
change of axes,अक्ष शिफ्ट
change of basis,आधार बदल Payadhar-बदल
change of order,क्रमपरिवर्तन
characteristic coefficient,वैशिष्ट्यपूर्ण गुणांक
determinant,वैशिष्ट्यपूर्ण निर्धारक
characteristic equation,वैशिष्ट्यपूर्ण समीकरण
characteristic function,"वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य"
characteristic of logarithm,लॉगरिदमची पूर्णांक
characteristic polynomial,वैशिष्ट्यपूर्ण बहुपदी
characteristic value,वैशिष्ट्यपूर्ण मूल्य
characteristic vector,वैशिष्ट्यपूर्ण वेक्टर
character set,वर्ण समुदाय
chart,"तक्ते, तक्ते"
chi-square distribution,ची-स्क्वेअर वितरण
chi-square formula,ची-स्क्वेअर सूत्र
chi-square test,ची-स्क्वेअर चाचणी
chord,जीवा*
chord-bisection method,जीवा विभाजित करण्याची पद्धत
cipher message (=coded message),लिखित संदेश
cipher (zero),"शून्य, सायफर"
circle,मंडळ*
circle of convergence,अभिसरण मंडळ
circuit matrix,सर्किट मॅट्रिक्स
circular,"गोलाकार, गोलाकार"
circular asymptote,वर्तुळाकार लक्षणे
circular helix,गोलाकार कंड्युलिन
circular motion,गोलाकार हालचाल
circumcentre,परिघ
circumcircle,सेवानिवृत्त*
circumscribe,प्रदक्षिणा करणे
circumscribed,भूतकाळ
circumscribed circle,घेरलेले
classical deductive technique,प्रख्यात कॉर्पोरेट
classical dynamics,क्लासिक डायनॅमिक्स
classical optimization,क्लासिक ऑप्टिमायझेशन
classical ruin problem,दीर्घकालीन आर्थिक समस्या
classical statistical mechanics,शास्त्रीय सांख्यिकीय यांत्रिकी
classification of errors,त्रुटींचे वर्गीकरण
class interval,वर्ग मध्यांतर
class-interval unit,वर्ग मध्यांतर युनिट
class limit,वर्ग मर्यादा
clockwise,घड्याळाच्या दिशेने
clopen (= closed and open),बंद
closed,"बंद, बंद"
closed convex hull,बंद थर कव्हर
closed cube,बंद घन
closed curve,"बंद वक्र, बंद वक्र"
closed domain,बंद प्रांत
closed figure,बंद आकार
closed interval,बंद अंतराल
closed region,"बंद प्रदेश, बंद प्रदेश"
closed set,बंद संच
closed surface,"बंद पान, बंद पान"
closure,नीलमन
closure operator,pronator
closure point (= contact point),बहिर्वक्र बिंदू
closure postulate,बंदिस्त-स्वीकृत
closure set,बंदिस्त संच
cluster point,क्लस्टर पॉइंट
cluster sampling,क्लस्टर सॅम्पलिंग
cluster set,क्लस्टर एकूण
coaxial circles,समाक्षीय वर्तुळ
coaxial parabolas,समाक्षीय पॅराबोला
coaxial planes,समाक्षीय विमान
coaxial triangles,समाक्षीय त्रिकोण
Cobb - Douglas function,कोब-डग्लस फंक्शन
coding,"एन्कोडिंग, कोडिंग, नोटेशन"
coding of data,साहित्य नोटेशन
co-domain,सह-प्रांत
coefficient matrix,गुणांक मॅट्रिक्स
coefficient of correlation,सहसंबंध गुणांक
coefficient of determination,निर्धार गुणांक
coefficient of elasticity,लवचिकता गुणांक
coefficient of expansion,प्रसार गुणांक
coefficient of friction,घर्षण गुणांक
coefficient of linear expansion,अनुदैर्ध्य विस्ताराचे गुणांक
coefficient of regression,प्रतिगमन गुणांक
coefficient of surface tension,पृष्ठभाग तणावाचे गुणांक
coefficient of variation,भिन्नता गुणांक
cofactor,"सह-घटक, सह-घटक, सह-घटक"
coin throw (coin toss),नाणेफेक
collection of sample,नमुना संकलन
collinear,समरेख
collinearity,संरेखन
column,"स्तंभ, स्तंभ"
column equivalence,स्तंभलेखन
column equivalent,स्तंभ
column equivalent matrix,स्तंभीय मॅट्रिक्स
column matrix,स्तंभ मॅट्रिक्स
column rank,स्तंभ क्रम
column reduced echolon matrix,स्तंभ श्रेणीबद्ध मॅट्रिक्स
column vector,स्तंभ वेक्टर
columnwise,स्तंभानुसार
combined equation,संयुक्त समीकरण
common angle,"सामान्य कोन, सामान्य कोन"
common axis,सामान्य अक्ष
common base,"कॉमन बेस, कॉमन बेस"
common denominator,सार्वत्रिक
common difference,सामान्य फरक
common factor,"कॉमन फॅक्टर, कॉमन फॅक्टर, कॉमन फॅक्टर"
common logarithm,"साधे लॉगरिथम, साधे लॉगरिदम"
common multiple,"सामान्य एकाधिक, सामान्य"
common ratio,सामान्य प्रमाण
common section,छेदनबिंदू खंड
common side,सामान्य हात
common tangent,"सामान्य स्पर्शिका, सामान्य स्पर्शिका"
common term,सामान्य स्थिती
commutative law,बदली नियम
commutative property,बदली मालमत्ता
commutative rule,बदली नियम
commutative law of addition,बेरीजचा कम्युटेटिव्ह कायदा
commutative law of multiplication,गुणाकाराचा कम्युटेटिव्ह नियम
commutative operation,बदली ऑपरेशन
commutator group,बदली गट
commuting of matrices,मॅट्रिक्सचे कम्युटेटिव्ह
compact set,कॉम्पॅक्ट सेट
comparability,"तुलना, तुलना"
comparision of means,साधनांची तुलना
comparision of percentage,टक्केवारी तुलना
comparision test,तुलना चाचणी
compatibility equation,सुसंगत समीकरण
competitive game,स्पर्धात्मक खेळ
competitive situation,स्पर्धात्मक स्थिती
competitive strategy,स्पर्धात्मक धोरण
compiler,"दुभाषी, संकलक"
complementary,पुरवणी
complementary angle,पूरक कोन
complementary event पूरक घटना,पूरक कार्यक्रम
complementary factor,पूरक घटक
complementary function,पूरक कार्य
complementary half space,पूरक अर्धी लोकसंख्या
complementary interval,पूरक अंतराल
complementary set,पूरक संच
complementation,"पूरकता, पूरकता"
complement of a set,पूरक संच
complete census,परिपूर्ण स्कोअर
complete correlation matrix,पूर्ण सहसंबंध मॅट्रिक्स
complete metric space,संपूर्ण श्रेणीची लोकसंख्या
complete orthonormal set,परिपूर्ण सामान्य ऑर्थोगोनल सेट
complete quadrangle,परिपूर्ण चतुर्भुज
complete quotient,परिपूर्ण भागफल
complete set,पूर्ण संच
complete solution,पूर्ण समाधान
completely randomised design,पूर्णपणे यादृच्छिक डिझाइन
complex argument,जटिल स्वतंत्र चल
complex conjugate,जटिल संयुग्म
complex differentiation,जटिल भिन्नता
complex function,जटिल कार्य
complex integration,जटिल एकीकरण
complex matrices,जटिल मॅट्रिक्स
complex number,जटिल संख्या
complex number field,जटिल संख्या फील्ड
complex orthogonal matrix,जटिल अनुलंब मॅट्रिक्स
complex plane,संमिश्र विमान
complex quantity,जटिल बेरीज
complex reciprocal,जटिल व्यस्त
complex resultant,संमिश्र परिणाम
complex space,जटिल लोकसंख्या
complex valued function,संमिश्र कार्य
complex variable,जटिल चल
componendo and divindendo,बेरीज प्रमाण
component,"घटक, संबंधित घटक"
component analysis,घटक विश्लेषण
component of variance,भिन्नता घटक
component of vector,वेक्टर घटक
composite function,संमिश्र कार्य
composite hypothesis,संयुक्त दृष्टी
composite number,संमिश्र संख्या
composite series,एकत्रित श्रेणी
composition of vectors,वेक्टर संयोजन
compound angle,मिश्र कोन
compound division,मिश्रधातूचा भाग
compound fraction,मिश्रित अंश
compound interest,चक्रवाढ व्याज
compound probability,मिश्र संभाव्यता
compressible flow,संकुचित प्रवाह
compression,संक्षेप
computation,गणना
computational formula,संगणकीय सूत्र
computed value,गणना मूल्य
computer,"संगणक, संगणक (मशीन), संगणक (व्यक्ती)"
computer algorithm,गणना अल्गोरिदम
computer programme,संगणक कार्यक्रम
computer programming,संगणक प्रोग्रामिंग
computer simulation,संगणक सिम्युलेशन
computing,गणना
concave function,ओरिएंटेड फंक्शन
concave polygon,अवतल बहुभुज
concave programming,ओरिएंटेड प्रोग्रामिंग
concentric circles,केंद्रित वर्तुळ
concentric curves,एकाग्र वक्र
concrete form,एक अमूर्त संकल्पना वास्तविक असल्याचे समजा
concurrency of lines,ओळींचा संगम
concurrent,समवर्ती
concurrent forces,समवर्ती शक्ती
conditional density function,सशर्त घनता कार्य
conditional distribution,सशर्त वितरण
conditional expectation,प्रतिबंधात्मक अपेक्षा
conditional mean,सशर्त सरासरी
conditional probability,सशर्त संभाव्यता
condition of collinearity,संरेखन प्रतिबंध
condition of consistency,सुसंगतता निर्बंध
condition of integrability,अखंडता प्रतिबंध
condition of tangency,स्पर्श प्रतिबंध
cone,"शंकू, शंकू"
confidence interval,आत्मविश्वास मध्यांतर
confidence interval estimate,आत्मविश्वास मध्यांतर अंदाज
confidence limits,निष्ठा मर्यादा
confidence region,आत्मविश्वास क्षेत्र
conflict situation,निषेध स्थिती
confocal conics,confocal conic
confocal ellipses,confocal ellipsoid
confocal geometry,कॉन्फोकल भूमिती
confocal hyperbolae,कॉन्फोकल हायपरबोला
confocal hyperboloids,कॉन्फोकल हायपरबोला
confocal parabola,कॉन्फोकल पॅराबोला
confocal paraboloidal cordinates,confocal parabolic coordinates
conformal,"समान, समान"
conformal mapping,कोन मॅपिंग
congruence,"एकरूपता, द्विसमांतर रेखा-एकूण, समानता"
congruence of circles,द्विसमांतर वर्तुळ एकूण
congruent,"एकरूप, सम"
congruent matrices,समतुल्य मॅट्रिक्स
conic,"शंकू, शंकू"
conical frustum,शंकूच्या आकाराचे फ्रस्टम
conical helix,शंकूच्या आकाराची कुंडलिनी
conical section,"कोनिक कट, कोनिक"
conics,शंकूचे गणित
conic section,"कोन-कट, शंकू-विभाग"
conjugate,"संयुग्मित असणे (v.), संयुग्मित असणे (v.)"
conjugate angles,संयुग्मित कोन
conjugate axis,संयुग्मित अक्ष
conjugate complex numbers,संयुग्मित संमिश्र संख्या
conjugate directions,संयुग्मित दिशा
conjugate functions,संयुग्मित कार्य
conjugate of matrix,मॅट्रिक्सचे संयुग
conjugate permutation,संयुग्मित क्रमपरिवर्तन
conjugate transpose,संयुग्मित व्हेरिएबल
conjuction,"योग, संयोजन"
consecutive,सलग
consecutive numbers,सलग संख्या
conservation of energy,ऊर्जा संवर्धन
conservation of mass,वस्तुमान संरक्षण
conservative,संरक्षक
consistency,"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता"
consistency condition,सुसंगतता निर्बंध
consistent estimate,"सुसंगत अंदाज, विरुद्ध अंदाज"
consistent estimator,"सुसंगत अंदाजक, गैर-विरोधाभासी अंदाजक"
consistent statistic,"विरोधाभासी नमुने, सुसंगत नमुने"
consistent system,"सुसंगत संस्था, गैर-विरोधी घटक"
consol,कन्सोल
constant,"स्थिर, स्थिर, स्थिर, अचल, न बदलणारा, एकसमान"
constant acceleration,एकसमान प्रवेग
constant function,स्थिर कार्य
constant of gravity,गुरुत्व बिंदू
constant of integration,एकीकरण स्थिर
constant of proportionality,समानुपातिक स्थिरता
constant parameter,स्थिर पॅरामीटर
constant polynomial,स्थिर बहुपदी
constant proportion,निश्चित प्रमाण
constant speed,एकसमान हालचाल
constant term,सतत मुदत
constant velocity,एकसमान वेग
constitutive equation,निर्मात्याचे समीकरण
constraint,मर्यादा
construct,"तयार करणे, बांधणे"
construction,निर्मिती
consumer preference,ग्राहक प्राधान्ये
consumption function,उपभोग कार्य
contact angle,स्पर्शिका कोन
contact point,संपर्क बिंदू
contained in,समाविष्ट
contingency table,संलग्नता सारणी
continuum mechanics,सातत्य यांत्रिकी
continued fraction,भिन्न वित्त
continued product,वित्त उत्पादन
continuity,"सातत्य, सातत्य"
continuity of function,फंक्शन्सची सातत्य
continuity test,सातत्य चाचणी
continuous,"अखंड, अखंड, अखंड, अखंड, अखंड"
continuous derivative,सतत व्युत्पन्न
continuous distribution,सतत वितरण
continuous from above,वर सतत
continuous function,सतत कार्य
continuously differentiable,सतत भिन्नता
continuous map,सतत नकाशा
continuous mapping,सतत मॅपिंग
continuous probability density function,सतत संभाव्यता घनता कार्य
continuous probability distribution,सतत संभाव्यता वितरण
continuous random variable,सतत यादृच्छिक चल
continuous sample space,सतत नमुना जागा
continuous variable,सतत चल
continuous wave,सतत लहर
continuum,"सातत्य, सातत्य"
continuum hypothesis (= continuum axiom),अखंड स्वयंसिद्ध
continuum of real numbers (= set of real numbers),वास्तविक-संख्या संच
continuum theory,सातत्य तत्त्व
contour integration,समोच्च एकीकरण
contraction mapping,आकुंचन मॅपिंग
contradiction,विरोध करा
contravariant,प्रतिक्षेप
control,नियंत्रण
control chart,नियंत्रण चार्ट
control chart for averages,सरासरीचा नियंत्रण तक्ता
control chart for defects,दोषांवर नियंत्रण
control chart for ranges,परिसर नियंत्रण
control chart for variables,व्हेरिएबल्सचे नियंत्रण
converge,"अभिसरण करणे, अभिसरण करणे"
convergence in mean,म्हणजे अभिसरण
convergence in mean square,चौरस म्हणजे अभिसरण
convergence in probability,संभाव्यतेमध्ये अभिसरण
convergence limit,अभिसरण मर्यादा
convergence radius,अभिसरण त्रिज्या
convergence region,अभिसरण प्रदेश
convergent,"अभिसरण (ver.), अभिसरण (n.)"
convergent sequence,अभिसरण क्रम
convergent series,अभिसरण मालिका
converse,"विरुद्ध, विरुद्ध"
conversely,"याउलट, व्यत्यसने"
conversion fraction,रूपांतरण अपूर्णांक
conversion table,रूपांतरण सारणी
convex,दूर तोंड करून
convex body,समोरासमोर शरीर
convex combination,विरुद्ध संयोजन
convex cover (=convex hull),फेसिंग कव्हर
convex function,विचलित कार्य
convex linear combinations,रेखीय संचयनास सामोरे जाणे
convex linear programming,रेखीय प्रोग्रामिंगचा सामना करत आहे
convex metric space,अंतरावरील लोकसंख्येचा सामना करत आहे
convex polyhedron,पॉलीहेड्रॉनला तोंड देत
convex programming,प्रोग्रामिंगचा सामना करत आहे
convex region,समोरचा प्रदेश
convex set,फेसिंग सेट
convolution,संवहन
convolution integral,अभिसरण अविभाज्य
