Marathi,Kannada
अ‍ॅक्रोसोम,ಸುಣ್ಣ
अ‍ॅक्टिनोमाइसेट्स,ಅಂಧ
सक्रिय रूट झोन,ಸಕ್ರಿಯ ಮೂಲ ವಲಯ
तीव्र,ತೀವ್ರ
अनुकूलता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
रुपांतर,ರೂಪಾಂತರ
आसंजन,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
Ip डिपोज,ಅಡಿ
समायोजन समीकरण,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
अ‍ॅडोब माती,ಮಣ್ಣು
व्यभिचारी,ವ್ಯಭಿಚಾರಮಾಡುವ
साहसी,ಸಾಹಸದ
एसीडिओस्पोर,ಅಕ್ಸಿಯೊಸ್ಪೋರ್
आयओलियन प्रक्रिया,ಅಯೋಲಿಯನ್ ಪ್ರಕ್ರಿಯೆ
आयओलियन,ಅಯೋಲಿಯನ್
वायुवीजन,ಗಾಳಿಗೊಡ್ಡು
हवाई,ವೈಮಾನಿಕ
एरोमीटर,ವಾಯುಮಾಪಕ
एरोसोल,ವಾಯುಪಾವತಿ
एस्टिवेशन,ಅಸ್ವಸ್ಥತೆ
एटिओलॉजी (एटिओलॉजी),ಏಟಿಯಾಲಜಿ (ಎಟಿಯಾಲಜಿ)
वनीकरण,ಸಂಯಮ
आंदोलन,ಆಂದೋಲನ
अ‍ॅगमार्क,ಅಣಕೇಡು
कृषी,ಕೃಷಿ
कृषी क्लिनिक,ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ
कृषी कामगार,ಕೃಷಿ ದುಡಿಮೆ
कृषी विपणन,ಕೃಷಿ ಮಾರಾಟ
कृषी तंत्रज्ञान,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
शेती,ಕೃಷಿ
कृषी सांस्कृतिक,ಕೃಪಣಸಾಮರಿ
अ‍ॅग्रोबायोडिव्हर्सिटी,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
अ‍ॅग्रोबायोलॉजिकल दोष,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು
कृषीशास्त्र,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ
अ‍ॅग्रोक्लिमॅटिक विविधता,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
अ‍ॅग्रोक्लिमॅटिक झोनिंग,ಕೃಷಿ ವಲಯ
अ‍ॅग्रोफोरेस्ट्री,ಕೃಚಾರಕ
कृषीशास्त्र,ಕೃಷಿ ಶಾಸ್ತ್ರ
अ‍ॅग्रोनॉमी,ಕೃಷಿ ವಿಜ್ಞಾನ
अ‍ॅग्रोपास्टोरल,ಅಬ್ವಿಶರ
अ‍ॅग्रोप्रोसेसिंग,ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್
अ‍ॅग्रोस्टोलॉजी,Agrostology
अ‍ॅग्रोटाइप,ಕೃಪೆ
एअर प्लांट,ಗಾಳಿ ಸಸ್ಯ
अकिओची माती,ಅಕೋಚಿ ಮಣ್ಣು
अल्बिनिझम,ಆಲ್ಬೋ
अल्फिसोल,ಆಲ್ಫಿಸೋಲ್ಸ್
एकपेशीय वनस्पती,ಪಾಚಿ
अल्गल रोग,ಪಾಚಿಯ ಕಾಯಿಲೆ
अल्कली पाणी,ಕ್ಷಾರ ನೀರು
अल्कधर्मी,ಕ್ಷಾರೀಯ
अ‍ॅलेल,ಇಳಿಜಾರು
Lel लोकेमिकल्स,ಆಲಿನೋಕೆಮಿಕಲ್ಸ್
Lel लोमॉर्फ,ಅನನುಕಣ
Lel लेलोपॅथी,ಅಲಲೋಪತಿ
गल्ली पीक,ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್
वाटप,ನಿಯೋಜಕ
अ‍ॅलोगॅमी,ಅಲೋಗಮಿ
अ‍ॅलोमेट्री,ಮಾಪಕ
Ol लोपोलिपॉइड,ಸೂತ್ರ
Os लोसिनॅप्सिस (os लोसिंडेसिस),ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್)
वैकल्पिक बेअरिंग,ಪರ್ಯಾಯ ಬೇರಿಂಗ್
वैकल्पिक जमीन वापर,ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ
सभोवतालचे,ಸುತ್ತುವರಿಯುವ
Meliorant,ಅಚಲ
अमिटोसिस,ಅಮೀಟಾಸಿ
अमृत,ಕಸಚುಗಾರ
अमोनिफिकेशन,ಅಮೋನೀಕರಣ
अमोनिफायर,ಅಮೋನಿಗೆ ಮಾಡುವವ
अमॉर्फ,ಅಬ್ಬರಿಸು
अ‍ॅम्फिमिक्सिस,ಉಭಯಮತ್ರ
अ‍ॅम्फोटेरिक,ಉದ್ದವಾದ
अ‍ॅनाबोलिझम,ಅನಾಬಾಲಿಸಂ
अनरोब,ಬಯೆರೋಲೆ
Eneuploid,ಅನೆಲಾಯ್ಡ್
कोन लागवड,ಕೋನ ನೆಡುವುದು
पशुसंवर्धन,ಪಶುಸಂಗೋಪನೆ
प्राणी नकार,ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ
एनिमेट एनर्जी,ಅನಿಮೇಟ್ ಎನರ್ಜಿ
एनिसोप्लॉइड,ಹದಮೆರಗಿ
वार्षिक वनस्पती,ವಾರ್ಷಿಕ ಸಸ್ಯ
वार्षिक,ವಾರ್ಷಿಕ
अँथेसिस,ಸ ೦ ಗೀತ
अँथ्रॅक्स,ಆಂಥ್ರಾಕ್ಸ್
मानववंशिक घटक,ಮಾನವಜನ್ಯದ ಅಂಶ
प्रतिजैविक,ಪ್ರತಿಜೀವಕ
प्रतिजैविक,ಪ್ರತಿಜೀವಕ
प्रतिजैविक,ಪ್ರತಿವಿಷ
अँटीऑक्सिडेंट्स,ಆವರಣಕಾರಕ
अँटीटॉक्सिन,ಪ್ರತಿಚರಣ
अ‍ॅनुलस,ಉಚ್ಚಾರಣಾ
Ph फिड,ಮುನಸು
एपिकल अंकुर,ಸುಲಿಯ ಮೊಗ್ಗು
एपिकल वर्चस्व,ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ
एपिकल्चर (मधमाशी पाळणे),ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್)
अपोमिक्सिस,ತಿಕ್ಕಲು
अ‍ॅपॉप्टोसिस,ಅಪಶೂನ್ಯತೆ
परिशिष्ट,ಅನುಬಂಧ
भूक,ಜೀರ್ಣಕಾರಕವಾಗಿ
लागू,ಅನ್ವಯಿಕ
जलीय तण,ಜಲಚರಗಳು
आर्बोरियल,ಆಕ್ಷರ
आर्बोरायझेशन,ಗುಂಡಿನ ಕವಚ
आर्चीओ-बॉटॅनिकल रेकॉर्ड,ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
क्षेत्र आकडेवारी,ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು
क्षेत्र,ಪ್ರದೇಶ
शुष्क इकोसिस्टम,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
एरिल,ಹದಮೆರಗಿ
सुगंध,ಸುವಾಸನೆ
सुगंधित वनस्पती,ಆರ್ಯ ಸಸ್ಯ
सुगंधित तांदूळ,ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ
बाण,ಬಾಣ
Asepsis,ಕಸ ರೋಗಿಗಳು
Se सेप्टिक,ಅಸೆಪ್ಟ್
अलौकिक प्रसार,ಅಲೈಂಗಿಕ ಪ್ರಸಾರ
परख,ಪರಾಕ್ರಮ
मालमत्ता,ಸ್ವಸಮಾನಗಳು
आत्मसात,ಏಕೀಕರಣ
असोसिएशन,ಸಂಘ
तुरट,ತಗ್ಗು
एसिनॅप्सिस,ಕಸ ರೋಗ
अटाविझम,ಅಟಾವ್ ವಾದ
अ‍ॅटोमायझर,ವ್ಯಭಿಚಾರಿ
अ‍ॅट्रोफी,ಕ್ಷೀಣತೆ
ऑटोगॅमी,ಸ್ವಯಂಚಾಲಿತ
ऑटोलिसिस,ಆಟೊಲಿಸಿಸ್
ऑटोक्सिडेशन,ದಾಟುವಿಕೆ
ऑटोपॉलिपॉइड,ಸ್ವಯಂಚಾಲನ ಫಲಕ
ऑक्सिन,ಸಮಶೀತ
ओएन (ब्रिस्टल),AWN (ಬಿರುಗೂದಲುಗಳು)
बदाम,ಬಾದು
कोरफड,ಅಡೆ
अमरॅन्थस,ಹುಳಿ
अम्मी,ಅಮ್ಮ
अंजान गवत,ಅಂಜಾನ್ ಹುಲ್ಲು
अँथुरियम,ಆಧಿವಾತ
"अणला, भारतीय हंसबेरी","ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ"
Apple पल,ಸೇಬು
जर्दाळू,ಏಪ್ರಲಿ
अरबियन चमेली,ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್
अरेका नट,ಅರೆನಗವ
अर्जुन,ಹಳ್ಳ
असफोएटिडा,ಅಸ್ಫೊಟಿಡಾ
राख लबाडी,ಬೂದಿ ಸೋರೆಕಾಯಿ
अशोका वृक्ष,ಅಶೋಕ ಮರ
अश्थमा तण (युफोर्बिया),ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ)
शतावरी,ಶತಾವರಿ
एवोकॅडो,ಆವಕಾಡು
अल्फाल्फा (ल्युसर्न),ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್)
मुंग्या,ಇರುವೆಗಳು
Ph फिडस्,ಗಿಡಹೇನುಗಳು
आर्मी जंत,ಸೈನ್ಯದ ಹುಳು
कृषी अर्थशास्त्रज्ञ,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
कृषी विस्तारवादी,ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ
कृषी वैज्ञानिक,ಕೃಷಿ ವಿಜ್ಞಾನಿ
कृषी अभियंता,ಕೃಷಿ ಎಂಜಿನಿಯರ್
अ‍ॅग्रोबायोलॉजिस्ट,ಕೃಷಿ ವಿಜ್ಞಾನಿ
कृषीशास्त्रज्ञ,ಕೃಷಿವಾದಿ
अ‍ॅग्रोफिसिकस्ट,ಕೃಷಿ ಭೌತ
प्राणी ब्रीडर,ಪ್ರಾಣಿ ತಳಿಗಾರ
बॅसिलस विषाणू,ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್
बॅसिलस,ಗಾಡಿ
जिवाणू,ಬ್ಯಾಕ್ಟೀರಿಯಾ
बॅक्टेरियोटॉक्सिन,ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್
बागसे,ಬಜಾಸ್ಸೆ
शिल्लक पत्रक,ಸಮತೋಲನ
संतुलित फर्टिलायझेशन,ಸಮತೋಲನೀಕರಣ
बार आकृती,ಗಿರಣಿ ರೇಖೆ
साल,ತೊಗಟೆ
बॅरोमीटर,ಮಾಪಕ
वांझ,ಬಂಜೆ
पाया,ಬೇನೆ
बेसिन,ಜಲಾನಯನ ಪ್ರದೇಶ
बासिपेटल,ಸ್ವಲ್ಪ
बासेस्टर्नम,ಬಾಸದ
बे मॉन्सून,ಕೊಂಬೆ ಮಾನ್ಸುನ್
बेअरिंग प्लांट,ಹೊಳಪಿನ
बेड,ಹಾಸಿಗೆ
बेडर,ದಟ್ಟಕಾರ
बेडिंग,ಹಾಸಿಗೆ
बीट गुळ,ಬೀಟ್ ಮೊಲಾಸಸ್
धनुष्य,ಬೆನ್ನೆಲುಬು
बेल्ट,ಪಟ್ಟಿಗೆ
लाभ-खर्च विश्लेषण,ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
पक्षपाती (सॅम्पलिंग),ಪಕ್ಷಪಾತ (ಮಾದರಿ)
द्विवार्षिक,ದ್ವೈವಾರ್ಷಿಕ
द्विपक्षीय,ದ್ವಿಪದೀಯ
बायोएजेन्ट,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
बायोक्लीमेट,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
बायोएनर्जी,ಜೈವಿಕ ಕರ್ತವ್ಯ
बायोनोमिक्स,ಜೈವಿಕಶಾಸ್ತ್ರ
बायोरिएक्टर,ಜೈವಿಕ ರಿಯಾಯಿತಿ
जीवशास्त्र,ಜೀವಗೋಳ
बायोटिक,ಜೈವಿಕ
बायोटाइप,ಬಯೋಟೈತನ
उभयलिंगी,ದ್ವಿಲಿಂಗಿ
ब्लान्चिंग,ಚಿರತೆ
ब्लास्ट,ಹರಡು
मिश्रण,ಮಿಶ್ರಣ
ब्लाइट,ಗದ್ದಲ
फोड,ಗುಳ್ಳೆ
निळा क्रांती,ನೀಲಿ ಕ್ರಾಂತಿ
तळाशी उष्णता कक्ष,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
तळाशी उष्णता तंत्र,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
कोंडा,ಹೊಟ್ಟು
शाखा,ಕವಲೊಡೆ
शाखा,ಸಣ್ಣ ಕೊಂಬೆ
प्रजनन,ತಳಿ
प्रजनन,ತಳಿ
ब्रिमिंग,ಕಂಗುರು
ब्रूड,ಸಂಸಾರ
नवोदित,ಮೊಳಕೆಯ
अर्थसंकल्प,ಬಜೆ
बफर,ಬಫಲು
बल्ब,ಬಟಗು
बंट,ಚೂರುಚೂರಾಗಿ
उप-उत्पादन,ಉಪ-ಉತ್ಪನ್ನ
बाबुल बाभूळ,ಬಾಬುಲ್ ಅಕೇಶಿಯ
बाळ कॉर्न,ಬೇಬಿ ಕಾರ್ನ್
बाईल,ಬುದ್ದಿ
बेली,ಬಾಯಿ
बाल्सम,ಕಸಕ
बांबू,ಬಿದಿರು
केळी,ಬಾಳೆಹಣ್ಣು
वडाचे झाड,ಆಲದ ಮರ
बार्ली,ಬಾರ್ಲಿ
धान्याचे कोठार मिलेट,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
तुळस,ತುಳಸಿ
बस्टर्ड सिडर,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
बस्टार्ड मायरोबालन,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
बौहिनिया,ಮಾಟ
बे बेरी,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
बीन,ಹುರುಳಿ
बीट,ಬೀಟ್
बेलॅडोना,ಬೆಲ್ಲ
बेर,ಗಡಿ
Berseem,ಗಡಿ
सुपारी,ಬಿಲ್ಲೆ
बिलीमबी,ಬಿಲಿಂಬಿ
कारले,ಹಾಗಲಕಾಯಿ
काळा हरभरा,ಕಪ್ಪು ಗ್ರಾಂ
ब्लॅक नाईटशेड,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
बोगेनविले,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
बाटली ब्रश,ಬಾಟಲಿ ಕುಂಚ
दुधीभोपळा,ಬಾಟಲಿ ಸೋರೆ
बॉक्स ट्री,ಬಾಕ್ಸ್ ಮರ
ब्रेड फळ,ಬ್ರೆಡ್ ಹಣ್ಣು
ब्राइडल क्रिपर,ವಧುವಿನ
वांगे,ಬಿಲ್ಲಾ
ब्रॉड बीन,ವಿಶಾಲ ಹುರುಳಿ
ब्रोकोली,ಕೋಸುಗಡ್ಡೆ
ब्रुसेलचा अंकुर,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
बकव्हीट,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
बुटिया,ದೆವ್ವ
बॅन्डिकूट,ದಳ
अस्वल,ಕರಾರು
बीटल,ಜೀರುಂಡೆ
ब्लिस्टर बीटल,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
निळा बैल,ನೀಲಿ ಬುಲ್
बोल वर्म,ಬಾಲ್ ಹುಳು
फुलपाखरू,ಚಿಟ್ಟೆ
बॅक्टेरियोलॉजिस्ट,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
बायोकेमिस्ट,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
जीवशास्त्रज्ञ,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
बायोटेक्नॉलॉजिस्ट,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
वनस्पतिशास्त्रज्ञ,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
सी ओलावा वैशिष्ट्यपूर्ण वक्र,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
केक,ಕೇಕು
कॅल्केरियस,ಕ್ಯಾಲ್ಕೇರಿಯ
कॅल्सीफिकेशन,ಲೆಕ್ಕಪರಿಶೋಧನೆ
फॉस्फेटचे कॅल्किनेशन,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
कॉलिटी,ಗಲಾಟೆ
कॉलस,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
कॅलेक्स,ಕಣಿವೆ
कॅलेक्स-एंड,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
कॅम्बियम,ಕ್ಯಾಂಬಿಯಂ
कॅंकर,ಗೋಪುರ
कॅनिंग,ಡಬ್ಬಿ
छत,ಮೇಲಾವರಣ
भांडवल,ಬಂಡವಾಳ
केप्रीफिकेशन,ರಭಸ
कॅप्सूल,ಬಿರಡೆ
कार्बोनेटेड,ಇಂಗಾಲದ
कार्बनायझेशन,ಇಂಗಾಲೀಕರಣ
कार्पेल,ಗಡಿ
कार्पस,ಗಾಡಿ
कास्टिंग,ಬಿಂಚು
कॅटाबोलिझम,ಕಟಾಬೋಲಿಸಂ
कॅटॅलिसिस,ವೇಗವರ್ಧನೆ
सुरवंट,ಮರಿಹುಳು
सी-डीएनए लायब्ररी,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
कमाल मर्यादा,ಚಾವಣಿಯ
सेल,ಕೋಶ
केंद्रीय नेता प्रणाली,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
सेंट्रिक,ಕೇಂದ್ರೀಯ
सेंट्रीफ्यूगेशन,ಕೇಂದ್ರೀಕರಣ
सेंट्रीफ्यूज,ಕೇಂದ್ರಾಪಗಾಮಿ
सेंट्रीओल,ಕೇಂದ್ರ
सेंट्रोजेनिक,ಮಧ್ಯಭಾಗದ
केंद्रीत,ಮಧ್ಯಮ ಜನಕ
Cercus,ಸರ್ಕಸ್
अन्नधान्य,ಏಕದಳ
प्रमाणपत्र,ಪ್ರಮಾಣೀಕರಣ
प्रमाणित बियाणे,ಬೀಜ
चाफ,ಚಾವಟಿ
चालझा,ದನಗಳು
केमोट्रोपिझम,ರಾಸಾಯನಿಕತೆ
चियास्मा,ಚಿರತೆ
शीतकरण तास,ತಣ್ಣಗಾಗುವ ಸಮಯ
शीतकरण इजा,ತಣ್ಣಗಾಗುವುದು
चिमेरा,ಚಿಮಿಯ
क्लोरॅन्थी,ಕ್ಲೋರಾಂಥಿ
क्लोरोफिल,ಚೂರು
क्लोरोसिस,ಕ್ಲೋರೋಸಿಸ್
क्लोरोलॉजी,ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ
क्रोमॅटिड,ವರ್ಣರಂಜಿತ
क्रोमॅटिन,ಕ್ರೊಮ್ಯಾಟಿನ್
क्रोमॅटोग्राफी,ವರ್ಣರೇಖನ
क्रोमॅटोलिसिस,ವರ್ಣರಂಗೀಕರಣ
क्रोमोसेन्ट्रे,ವರ್ಣಚಿತ್ರ
क्रोमोजेनेसिस,ವರ್ಣಗುವನ
क्रोमोप्रोटीन,ವರ್ಣರಂಜಿತ
क्रोमोसोम,ವರ್ಣತಂತು
जुनाट,ದೀರ್ಘಕಾಲದ
सिट्रेंज,ನಲಿದ
क्लेडोड,ಕ್ಲಾಡೋಡ್
वर्गीकरण,ವರ್ಗೀಕರಣ
क्ले,ಮಣ್ಣಿನ
स्वच्छता,ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು
क्लीस्टोगॅमी,ಕ್ಲಿಸ್ಟೊಗಮಿ
क्लायमॅक्टेरिक फळ,ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು
हवामान,ವಶ
हवामानशास्त्र,ಹವಾಮಾನಶಾಸ್ತ್ರ
क्लिपर,ಹಸುರು
क्लॉड,ಹೆಪ್ಪುಗಟ್ಟಿಸು
क्लोन,ತದ್ರೂಪಿ
ढग,ಮೋಡ
गठ्ठा,ಕಡು
क्लस्टर,ಚೂರು
खडबडीत,ಒರಟಾದ
कोट (बियाणे),ಕೋಟ್ (ಬೀಜ)
कोकून,ಕೋಕೂನ್
कोएन्झाइम,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
एकत्रीकरण,ಒಗ್ಗಟ್ಟು
कॉर,ಗುಣ
कोलोरिझा,ಕೋಲೀರರಿ iz ಾ
कॉलर,ಕತ್ತುಪಟ್ಟಿ
कोलोइड (माती),ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು)
कोलंबेला,ಕೊಲ್ಯುಮೆಲ್ಲಾ
स्तंभ,ಕಾಲಮ್
Comensalism,ಆರಂಭದ ಆರಂಭ
व्यावसायिक बँक,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
वस्तू,ಸರಕು
समुदाय,ಸಮುದಾಯ
कॉम्पॅक्शन (मातीची),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
सुसंगतता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
सुसंगतता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
भरपाई,ಪರಿಹಾರ
स्पर्धात्मक संवाद,ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ
पूरक पीक,ಪೂರಕ ಬೆಳೆ
कॉम्प्लेक्स,ಸಂಕೀರ್ಣ
घटक,ಅಂಶ
रचना,ಸಂಯೋಜನೆ
कंपोस्ट,ಕಾಂಪೋಸ್ಟ್
चक्रवाढ व्याज,ಚಕ್ರಬಡ್ಡಿ
गणना,ಗಣನೆ
संगणक,ಕಂಪ್ಯೂಟರ್
एकाग्रता,ಏಕಾಗ್ರತೆ
कंडिशनर,ಷರತ್ತು
आवाहन,ಹೋರಾಡುವಿಕೆ
कॉन्फिगरेशन,ಸಂರಚನೆ
अनुरूपता,ಅನುರೂಪತೆ
गोंधळात टाकणारे,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
संयोजन,ಸಂಯೋಗ
संयोजी,ಸಂಯೋಜಕ
संवर्धन,ಸಂರಕ್ಷಣಾ
एकत्रीकरण,ಬಲವರ್ಧನೆ
घटक,ಸಂಕುಚಿತತೆಗಳು
ग्राहक,ಗ್ರಾಹಕ
वापर,ಸೇವನೆ
दूषित,ಮಾಲಿನ್ಯ
समोच्च लागवड,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
समोच्च,ಬಾಹ್ಯರೇಖೆ
कॉन्ट्रॅक्ट शेती,ಒಪ್ಪಂದದ ಕೃಷಿ
नियंत्रित स्टोरेज,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
सहकारी बँक,ಸಹಕಾರ ಬ್ಯಾಂಕ್
सहकारी,ಸಹಕಾರ
कॉपिस,ತಗ್ಗಿಸು
कॉर्म,ಗಂಡಿ
कोरोला,ಹುಲ್ಲುಗಾವಲು
कॉर्टेक्स,ಕಂದುಬಣ್ಣ
किंमत,ಬೆಲೆ
कॉटिलेडन (बियाणे),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
क्रेडिट सोसायटी,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
पत,ಮನ್ನಣೆ
लेखादार,ಸಾಲದಾತ
माथा,ಕ್ರೆಸ್ಟ್
Rickly,ಸುಕ್ಕುಗಟ್ಟುವುದು
संकट,ಬಿಕ್ಕಟ್ಟು
निकष,ಮಾನದಂಡ
गंभीर,ನಿರ್ಣಾಯಕ
पीक विमा,ಬೆಳೆ ವಿಮೆ
पीक कर्ज,ಬೆಳೆ ಸಾಲ
पीक,ಬೆಳೆ
पीक क्षेत्र,ಬೆಳೆ ಪ್ರದೇಶ
क्रॉस-इनकॉम्पॅन्सिबल,ಶಿಲುಬೆಯಿಲ್ಲದ
मुकुट (वनस्पती),ಕಿರೀಟ (ಸಸ್ಯ)
क्रंब,ತುಂಡು
कवच,ಪಟ್ಟು
क्रिप्टोगॅम,ಪಡಗಳ್ಳ
कुल (फळे),ಕಲ್ (ಹಣ್ಣುಗಳು)
कुल्म,ಕಸ
लागवड,ತಳಿ
लागवड,ಕೃಷಿ
लागवड करणारा,ಕೃಷಿ
संस्कृती,ಸಂಸ್ಕೃತಿ
उपचार,ನಿರಾಸಕ್ತಿ
कर्लिंग,ಕನ್ನಡಿ
चलन,ಕರೆನ್ಸಿ
क्यूटिकल,ಹೊರಚರ್ಮ
कटिंग,ಕತ್ತರಿಸುವುದು
गळू,ಸಿಸ್ಟ್
साइटोक्रोम,ಸೈಟೋಕ್ರೋಮ್
सायटोगामी,ಸೈಟೊಗಮಿ
सायटोजेनेसिस,ಸೈಟೊಜೆನಿಸ್
सायटोजेनेटिक्स,ಸೈಟೊಜೆನೆಟಿಕ್ಸ್
सायटोकिनेसिस,ಸೈಟೊಕಿನಿಸ್
सायटोलॉजी,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
सायटोलिसिस,ಸೈಟೊಲಿಸಿಸ್
सायटोमेरे,ಸೈಟೊಮಿಯರ್
