Tamil,English
நீல நிற சட்டை,Blue Shirt
நீல நீர் பள்ளி,Blue Water School
கட்டுப்பாட்டு வாரியம்,Board of Control
உடல் கவசம்,Body armour
போயர்,Boer
கொள்ளை,Booty
பெருநகரம்,Borough
பவுல்யூடெரியன்,Bouleuterion
போர்பன்,Bourbon
குத்துச்சண்டை வீரர் கிளர்ச்சி,Boxer rebellion
பிரேஸ்,Brace
பிராசர்ட்,Brassard
பிராசர்ட்,Brassard
ரொட்டி காலனிகள்,Bread colonies
மார்பக தட்டு,Breast Plate
மார்பக வேலை,Breast work
ப்ரெட்வால்டா,Bretwalda
பிரிகாண்ட்,Brigand
பிரிகாண்டேஜ்,Brigandage
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,British Commonwealth of Nations
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),Brown Shirts (=The Nazis)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),Brussels Treaty (Pact) organisation (=Western Europeon union)
பஃப்,Buff
பஃப்,Buff
பஃப்-கோட்,Buff-coat
பஃப்ஸ்,Buffs
புலே (=சபை),Bule (=council)
பர்கேஜ்,Burgage
பர்கெஸ்,Burgess
பைசண்டைன்,Byzantine
பைசண்டைன் தேவாலயம்,Byzantine church
பைசண்டைன் பேரரசு,Byzantine Empire
பைசண்டைன் சகாப்தம்,Byzantine Era
பைசண்டைன் வரலாற்றாசிரியர்கள்,Byzantine historians
கபால்,Cabal
சீசரிசம்,Caesarism
கலீஃபா,Caliph
எழுத்தாளன்,Calligrapher
கையெழுத்து எழுதுபவர்,Calligraphist
எழுத்துக்கலை,Calligraphy
கால்ட்ராப்,Caltrop
தோழமை,Camaraderie
கேமரிலா,Camarilla
கேமரிலா,Camarilla
கேமலாகம்,Camelaucum
உருமறைப்பு,Camouflage
பிரச்சாரம்,Campaign
முகாம் பின்பற்றுபவர்,Camp follower
காம்போ சாண்டோ,Campo santo
மார்டியஸ் வளாகம்,Campus martius
கேனபோரா,Canephora
கங்கு,Cangue
பீரங்கி,Cannonade
பீரங்கி தீவனம்,Cannon fodder
நியதி,Canon
நியதி சட்டம்,Canon law
கனோபஸ் ஆணை,Canopus decree
ஆயுதங்களை ஏந்துதல்,Canting arms
கைதி,Captive
பிடிப்பவன்,Captor
கார்டினல்,Cardinal
கார்ல்,Carl
கரோலிங்கியன் வம்சம்,Carolingian dynasty
கார்த்தூசியன் பிரிவு,Carthusian sect
கார்டோசா,Cartosa
காஸ்ட்லியன்,Castelian
காஸ்ட்லியன்,Castelian
சாதி அமைப்பு,Caste system
கோட்டை,Castle
கோட்டை,Castle
கோட்டை நகரம்,Castle town
காஸ்ட்ரா,Castra
காஸ்ட்ரா,Castra
கதீட்ரா,Cathedra
கதீட்ரல்,Cathedral
கேட்டோ ஸ்ட்ரீட் சதி,Cato Street conspiracy
காடிலோ,Caudillo
காவலர்,Cavalier
காவலர்,Cavalier
கவாலியர் பாராளுமன்றம்,Cavalier Parliament
அதுலாம் குகை,Cave of Adullam
குகை ஓவியம்,Cave painting
குகை ஓவியம்,Cave painting
சென்டம்விர்,Centumvir
செஞ்சுரியன்,Centurion
நூற்றாண்டு,Century
சங்கிலி கவசம் (=செயின் மெயில்),Chain armour (=chain mail)
சாந்த்ரி,Chantry
சாந்த்ரி,Chantry
அத்தியாய புத்தகம்,Chap book
சாப்ளின்,Chaplain
அத்தியாயம்,Chapter
விபத்துகளின் அத்தியாயம்,Chapter of accidents
கட்டணம்,Charge
பொறுப்பாளர்கள்,Charge d'affaires
கட்டணம் பிரித்தல்,Charge parting
சார்ஜர்,Charger
தேர்,Chariot
தேரோட்டி,Charioteer
தேரோட்டி,Charioteer
தேரோட்டி,Charioteer
தொண்டு சமையலறை,Charity kitchen
சாசனம்,Charter
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),Chartist Movement (=Chartism)
சார்ட்டோபிலாசியம்,Chartophylacium
அரட்டை,Chateau
செக் போஸ்ட்,Check post
இரசாயனப் போர்,Chemical Warfare
செஸ்டர்,Chester
முதல்வர்,Chief
தலைவன்,Chieftain
தலைவன்,Chieftain
தலைவன்,Chieftain
சிஃப்பான்,Chiffon
வீரம்,Chivalry
தேர்ந்தெடுக்கப்பட்ட மக்கள்,Chosen People
கிறிஸ்மோகிராஃபியன்,Chrismographion
கிறிஸ்தவமண்டலம்,Christendom
கிறிஸ்தவ சகாப்தம்,Christian era
கிறிஸ்தவ சோசலிசம்,Christian Socialism
நாளாகமம்,Chronicle
க்ரோனிக்லர்,Chronicler
கிரைஸ் செர்சோனீஸ்,Chryse Chersonese
சிமிலியம்,Cimelium
Cinquecento உடை,Cinquecento Style
சுற்றறிக்கை,Circumnavigation
சிஸ்டர்சியன் துறவி,Cistercian monk
கோட்டை,Citadel
மேற்கோள்,Citation
மேற்கோள்,Citation
கீழ்ப்படியாமை,Civil disobedience
உள்நாட்டுப் போர்,Civil war
சிவிஸ் ரோமானஸ்,Civis Romanus
கிளாசிக்கல் வயது,Classical age
கிளெஃப்ட் (=கிளெஃப்ட்),Clepht (=klepht)
மதகுருத்துவம்,Clericalism
மதகுரு,Cleruch
க்ளூனியாக் இயக்கம்,Cluniac movement
கோட் கவசம்,Coat armour
கோட் ஆஃப் ஆர்ம்ஸ்,Coat of arms
கோட் ஆஃப் ஆர்ம்ஸ்,Coat of arms
கோட் ஆஃப் ஆர்ம்ஸ்,Coat of arms
அஞ்சல் கோட்,Coat of mail
கோஹார்ட்,Cohort
கொமிடியா,Comitia
கொமிடியா செஞ்சுரியாட்டா,Comitia Centuriata
கொமிடியா குரியாட்டா,Comitia Curiata
கமிட்டியா திரிபுட்டா,Comitia Tributa
நினைவு வளைவு,Commemorative arch
நினைவு நாணயம்,Commemorative coin
நினைவு முத்திரை,Commemorative seal
பொதுவான புலம்,Common field
கம்யூனார்ட்,Communard
கான்கார்டாட்,Concordat
கான்கார்டாட்,Concordat
காண்டோட்டியர்,Condottiere
உறுதிப்படுத்தல் கார்டரம்,Confirmation Cartarum
மோதல்,Conflict
சபை,Congregation
மாநிலத்தை வென்றது,Conquering state
வெற்றியாளர்,Conqueror
வெற்றியாளர்,Conquistador
கான்சிலியம்,Consilium
கன்சிஸ்டரி,Consistory
சதி,Conspiracy
சதி,Conspiracy
துாதரகம்,Consulate
ஆலோசனை புத்தகம்,Consulation book
கான்டினென்டல் அமைப்பு,Continental system
மாநாடு பாராளுமன்றம்,Convention Parliament
காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்),Copperheads (=peace democrats)
காப்பிஹோல்ட்,Copyhold
சுற்றிவளைத்தல்,Cordoning
கொரோனா,Corona
முடிசூட்டு விழா,Coronation
முடிசூட்டுக்கல்,Coronation stone
கார்பஸ்,Corpus
கோர்செயர்,Corsair
கோர்செயர்,Corsair
கோர்செட் (=கோர்செலெட்),Corset (=corselet)
கோர்டெஸ்,Cortes
கோட்டர் (=கோட்டியர்),Cottar (=cottier)
கோட்டர் (=கோட்டியர்),Cottar (=cottier)
பலடினேட் எண்ணுங்கள்,Count Palatinate
நாட்டு வீடு,Country house
மாவட்டம்,County
கவுண்டி பரோ,County borough
மாவட்ட நீதிமன்றங்கள்,County courts
கவுண்டி பாலாடைன்,County palatine
நீதிமன்றம்,Court
நீதிமன்றம்,Court
நீதிமன்ற சுற்றறிக்கை,Court circular
நீதிமன்ற ஆசாரம்,Court etiquette
நீதிமன்ற அதிகாரி,Courtier
கேசேஷன் நீதிமன்றம்,Court of cassation
இயக்குநர்கள் நீதிமன்றம் (EIC),Court of Directors (E. I. C.)
உரிமையாளர்களின் நீதிமன்றம்,Court of Proprietors
நீதிமன்ற கவிஞர்,Court poet
உடன்படிக்கை செய்யப்பட்ட கேமரோனியர்கள்,Covenanted Cameronians
கிரீடம்,Crown
கிரீடம்,Crown
கிரீடம்,Crown
கிரீடம் நிலம்,Crown land
கிரீடம் நிலம்,Crown land
பட்டத்து இளவரசர்,Crown Prince
சிலுவைப் போர்,Crusade
சிலுவைப்போர்,Crusader
கிரிப்டோகிராம்,Cryptogram
குயிராஸ்,Cuirass
கியூராசியர்,Cuirassier
வழிபாட்டு தெய்வம்,Cult deity
கியூரியா,Curia
கியூரியா,Curia
ஜாரிசம்,Czarism
இருண்ட கண்டம்,Dark continent
தீர்ப்பு நாள்,Day of judgement
தீர்ப்பு நாள்,Day of judgement
டீன்,Dean
தசாப்தம்,Decade
டெனாரியஸ்,Denarius
பதவி நீக்கம் செய்யப்பட்ட மன்னர்,Deposed monarch
கெடுக்கும்,Despoil
கெடுதல்,Despoilation
அரியணை,Dethrone
டயடம்,Diadem
டயடம்,Diadem
டயடம்,Diadem
தியாசியா,Diasia
டிகாஸ்டீரியம்,Dicasterium
டிலுவியலிஸ்ட்,Diluvialist
மறைமாவட்டம்,Diocese
மறைமாவட்டம்,Diocese
டைரக்டயர் (=டைரக்டரி),Directoire (=Directry)
டைரக்டயர் (=டைரக்டரி),Directoire (=Directry)
திர்ஹம்,Dirham
விசுவாசமற்ற,Disloyal
விசுவாசமற்ற,Disloyal
தோல்வியின் கோட்பாடு,Doctrine of lapse
ஆவணம்,Document
ஆவண ஆதாரம்,Documentary evidence
டோம்ஸ்டே புத்தகம்,Domesday Book
கான்ஸ்டன்டைன் நன்கொடை,Donation of Constantine
பேரழிவு,Doom
வரதட்சணை ராணி,Dowager queen
டிராகன்,Dragoon
டிரோமேடியன்,Dromedarian
டிரோமெடரி,Dromedary
ட்ரோமண்ட்,Dromond
இரட்டை,Dual
இரட்டைக் கூட்டணி,Dual alliance
இரட்டை எண்ணம்,Dual entente
இரட்டை அமைப்பு (=இரட்டை அரசாங்கம்),Dual system (=dual government)
டியூக்,Duke
டுமா,Duma
வாமன அவதாரம்,Dwarf incarnation
ஆள்குடி,Dynasty
ஆள்குடி,Dynasty
கழுகு,Eagle
கிழவன்,Ealder man
ஏர்ல்,Earl
ஏர்ல்டம்,Earldom
ஆரம்பகால குப்தர்கள்,Early Guptas
ஆரம்பகால (வரலாற்று) தளங்கள்,Early (historic) sites
ஆரம்ப வேத காலம்,Early Vedic period
பிரசங்கம்,Ecclesia
மறுசீரமைப்பு ஆணை,Edict of Restitution
எட்டு மடங்கு பாதை,Eight fold path
பெரியவர்கள்,Elders
மூத்த அரசியல்வாதி (=ஜென்ரோ),Elder statesman (=genro)
யானைக்கால்,Elephant goad
பதினோரு வருட கொடுங்கோன்மை,Eleven Years' Tyranny
எலிசே (=எலிசே),Elysae (=Elysee)
அடைப்பு இயக்கம்,Enclosure Movement
கலைக்களஞ்சியம்,Encyclical
கலைக்களஞ்சிய இயக்கம்,Encyclopaedist movement
என்டென்டே,Entente
என்டென்ட் கார்டியல்,Entente cordiale
சிம்மாசனம்,Enthrone
பரிவாரங்கள்,Entourage
எபோத்,Ephod
எபோர்,Ephor
காவிய யுகம்,Epic age
காவிய நாயகன்,Epic hero
கல்வெட்டு,Epigraph
எபிஸ்கோப்பசி,Episcopacy
பேராயர்,Episcopate
அத்தியாயம்,Episode
சகாப்தம்,Epoch
சகாப்தத்தை உருவாக்கும் நிகழ்வு,Epoch-making event
சகாப்தத்தை உருவாக்கும் மனிதன்,Epoch-making man
பெயர்ச்சொல்,Eponym
குதிரைப்படை,Equerry
குதிரைப்படை,Equerry
குதிரையேற்ற சிலை,Equestrian statue
சகாப்தம்,Era
எர்கஸ்டுலம்,Ergastulum
நற்கருணை,Eucharist
சுவிசேஷம்,Evangelicalism
சுவிசேஷ இயக்கம்,Evangelical movement
சுவிசேஷகர்,Evangelist
Exarch,Exarch
Exilarch,Exilarch
ஃபாலாங்கிஸ்ட்,Falangist
தந்தை நிலம்,Father land
தந்தை நிலம்,Father land
ஃபெரியா,Feriae
ஃபெட்டிஷ்,Fetish
நிலப்பிரபுத்துவ சொத்துக்கள்,Feudal holdings
நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு),Feudalism (=feudal system)
நிலப்பிரபுத்துவ அமைப்பு,Feudal system
நிலப்பிரபுத்துவம் கொண்டவர்,Feudatory
Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்),Fidei defensor (=Defender of the Faith)
ஃபிஃப்,Fief
கள அமைப்பு,Field system
பதினைந்தாவது வரி,Fifteenth tax
உருவத் தலை,Figure head
ஃபின் டி சீக்கிள்,Fin de siecle
நெருப்பு உண்பவர்,Fire eater
ஐந்து மைல் சட்டம்,Five Mile Act
கொடி,Flag
ஃபிளமன் டயாலிஸ்,Flamen Dialis
ஃபிளமன் மார்ஷியலிஸ்,Flamen Martialis
எரியும் ஜோதி,Flaming torch
பக்கவாட்டு,Flank
பக்கவாட்டு இயக்கம்,Flanking movement
செழிக்கும் நாகரிகம்,Flourishing civilization
ஃப்ளூவியலிஸ்டிக் நம்பிக்கை,Fluvialistic belief
நாட்டுப்புற கடவுள்,Folk god
நாட்டுப்புற தெய்வம்,Folk goddess
நாட்டுப்புற நினைவகம்,Folk memory
நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்),Folk myth (=folklore)
இரை தேடும்,Foraging
களமிறங்குதல்,Foray
முன்னோடி,Forebear
முன்னோர்,Forefather
முன்னோடி,Forerunner
கெட்ட நம்பிக்கை,Forlorn hope
உருவாக்கும் நிலை,Formative stage
கோட்டை,Fort
வலுவூட்டல்,Fortification
அரணான நகரம்,Fortified town
கோட்டை,Fortress
Fortuna,Fortuna
மன்றம் ரோமானம்,Forum Romanum
பிரான்சிஸ்கன்,Franciscan
பிராங்க்ளின்,Franklin
சகோதர யுத்தம்,Fratricidal war
இலவச தேவாலயம்,Free Church
இலவச உரிமையாளர்,Freeholder
சுதந்திர சிப்பாய்,Freelance soldier
சுதந்திர சிப்பாய்,Freelance soldier
ஃப்ரீமேன்,Freeman
ஃப்ரீமேன்,Freeman
இலவச நுழைவு சீட்டு,Freepass
பிரஞ்சு புரட்சி,French Revolution
துறவி,Friar
ஃப்ராசியன் கூலிப்படையினர்,Friasian mercenaries
எல்லைப்புற மனிதன்,Frontier'a man
கேலியன்,Galleon
காலிகன் (=கல்லிகனிஸ்ட்),Gallican (=Gallicanist)
கல்லிக்கனிசம்,Gallicanism
பாதுகாப்பு அரண்,Garrison
கோல்,Gaul
கௌண்ட்லெட்,Gauntlet
கௌண்ட்லெட்,Gauntlet
கெஸெபோ,Gazebo
கெஸெபோ,Gazebo
கெஸெபோ,Gazebo
மரபியல் வரலாறு,Genealogical history
மரபியல் பதிவு,Genealogical record
மரபியல் அட்டவணை,Genealogical table
மரபுவழி மரம்,Genealogical tree
மரபியல்,Genealogy
மரபியல்,Genealogy
தலைமுறை,Generation
இனப்படுகொலை,Genocide
புறஜாதி,Gentile
புறஜாதி,Gentile
புறஜாதி,Gentile
புறஜாதி,Gentile
கெட்டோ,Ghetto
கெட்டோ,Ghetto
கிபெட்,Gibbet
கில்ட் (=கில்ட்),Gild (=guild)
கிளாடியேட்டர்,Gladiater
புகழ்பெற்ற புரட்சி,Glorious Revolution
கோல்டன் ஹார்ட்,Golden Horde
மகா கூட்டணி,Grand Alliance
பேரறிஞர்,Grandee
கிராண்ட் சிக்னர்,Grand Signor
கிராண்ட் சிக்னர்,Grand Signor
பெரும் உள்நாட்டுப் போர்,Great Civil War
பெரிய புறப்பாடு (புத்தரின்),Great Departure (of Buddha)
பெரிய இந்தியா,Greater India
கிரேட் ஹெல்லாஸ்,Great Hellas
பெரிய கூட்டம்,Great Horde
பெரிய துறவு (=பெரும் புறப்பாடு),Great Renunciation (=great departure)
பெரிய முத்திரை,Great Seal
பெரிய டிராக்,Great Trak
பெரிய வாகனம்,Great Vehicle
சீனப் பெருஞ்சுவர்,Great Wall of China
க்ரீவ்,Greave
காவலர்-அறை,Guard-chamber
காவலர்-அறை,Guard-chamber
காவலர்-அறை,Guard-chamber
குப்தாக்கள்,Guptas
ஹாகியோகிராபி,Hagiography
ஹாகியோகிராபி,Hagiography
ஹேகியோலஜி,Hagiology
ஹேகியோலஜி,Hagiology
தனிப்பட்ட பார்வையாளர்களின் மண்டபம்,Hall of private audience
பொது பார்வையாளர்களின் மண்டபம்,Hall of public audience
குஞ்சு பொரிப்பது,Hatchment
ஹீத்தன்,Heathen
ஹீத்தன்,Heathen
ஹீத்தனிசம்,Heathenism
ஹெகிரா (ஹெஜேரா),Hegira (Hejera)
ஹெலனிசம்,Hellenism
ஹெலட்,Helot
ஹெரால்ட்ரி,Heraldry
பாரம்பரியம்,Heritage
ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்,Hieroglyphic linear characters
ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்,Hieroglyphic script
உயர் தேவாலயம்,High Church
உயர் லேண்டர்,High Lander
இந்து மதம்,Hinduism
வரலாற்றாசிரியர்,Historian
வரலாற்றாசிரியர்,Historian
வரலாற்று பொருள்முதல்வாதம்,Historical materialism
வரலாற்று சகாப்தம்,Historic era
வரலாற்று எல்லை,Historic frontier
வரலாற்றாசிரியர்,Historiographer
வரலாற்றாசிரியர்,Historiographer
வரலாற்று வரலாறு,Historiography
வரலாற்று வரலாறு,Historiography
வரலாறு,History
ஹிட்டிட் பேரரசு,Hittite empire
புனித கூட்டணி,Holy Alliance
புனித நகரம்,Holy city
புனித நகரம்,Holy city
புனித நிலம்,Holy land
புனித நிலம்,Holy land
புனித லீக்,Holy League
புனித லீக்,Holy League
புனித ரோமானியப் பேரரசு (=பேரரசு),Holy Roman Empire (=The Empire)
புனித கடல்,Holy Sea
புனித கடல்,Holy Sea
புனிதப் போர்,Holy war
புனிதப் போர்,Holy war
உள்நாட்டு அரசாங்கம்,Home Government
ஊர்க்காவல்படை,Home Guard
தாயகம்,Homeland
வீட்டு விதி,Home rule
வீட்டு விதி,Home Rule
கூட்டம்,Horde
கூட்டம்,Horde
விரோத நாடு,Hostile country
பகை நிலம்,Hostile land
ஒருவரை துரத்தி செல்லுதல்,hot pursuit
வீடு,House
வீடு,House
ஹவுஸ் ஆஃப் காமன்ஸ்,House of Commons
ஹவுஸ் ஆஃப் லார்ட்ஸ்,House of Lords
பிரதிநிதிகள் சபை,House of Representatives
ஹ்யூஜினோட்ஸ்,Huguenots
மனிதநேயம்,Humanism
மனிதநேயவாதி,Humanist
நூறு யேசர்ஸ் போர்,Hundred Yesrs' War
ஹங்கர்,Hunker
இபாதத் கானா (வழிபாட்டு இல்லம்),Ibadat Khana (House of Worship)
ஐகானோக்ளாஸ்ட்,Iconoclast
உருவ வழிபாடு செய்பவர்,Idolater
இலாஹி சகாப்தம்,Ilahi era
