Telugu,Odiya
యాంటీబయోసిస్,ଆଣ୍ଟିବାସିସ୍
యాంటీబయాటిక్,ଆଣ୍ଟିବାୟୋଟିକ୍ |
విరుగుడు,ପ୍ରତିକାର
యాంటీఆక్సిడెంట్లు,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
యాంటిటాక్సిన్,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
యాన్యులస్,ବ୍ରହ୍ମାଣ୍ଡ
అఫిడ్,ଆପିଡ୍ |
ఎపికల్ బడ్,ଆପିକାଲ୍ ଗୁଣ୍ଡ |
ఎపికల్ ఆధిపత్యం,ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |
పుష్పగుచ్ఛము,ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା)
అపోమిక్సిస్,ଆପୋମିକ୍ସସ୍ |
అపోప్టోసిస్,ଆପୋଟୋଏସ୍
అనుబంధం,ଅନୁକ୍ରମଣିକା
ఆకలి,ଭୋକକାରୀ
అనువర్తిత,ପ୍ରୟୋଗ କରାଯାଏ |
జల కలుపు,ଜଳୀୟ ତୃଣ
అర్బోరియల్,ଅର୍ବ୍ରାଲ୍ |
అర్బరైజేషన్,ସ୍ଥାପନ |
ఆర్కియో-బొటానికల్ రికార్డులు,ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ప్రాంత గణాంకాలు,କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ
ప్రాంతం,କ୍ଷେତ୍ର
శుష్క పర్యావరణ వ్యవస్థ,ARID ECOSYSem |
అరిల్,ଅରିଲ୍
వాసన,ସୁଗନ୍ଧ
సుగంధ మొక్క,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
సుగంధ బియ్యం,ସୁଗନ୍ଧିତ ଚାଉଳ |
బాంజింగ్,ତୀର
అసేప్సిస్,ଆସେସିସ୍
అసెప్టిక్,ଅଭିଯୁକ୍ତ
అలైంగిక ప్రచారం,ଶ୍ୱେକାର ପ୍ରଚାର
పరీక్ష,ଆମ୍ପେ
ఆస్తులు,ସମ୍ପତ୍ତି
సమీకరణ,ଆସିମେଇର |
అసోసియేషన్,ସଙ୍ଗଠନ
రక్తస్రావం,Astringent
అసినప్సిస్,ଆସନାପାସୀ |
అటావిజం,ସଂଲଗ୍ନବାଦ
అటామైజర్,ପରମାଣିଜର
క్షీణత,ଆଟ୍ରୋଫି |
ఆటోగామి,ଅଟୋଗାମି |
ఆటోలిసిస్,ଅଟଲିସିସ୍ |
ఆటోక్సీడేషన్,AroutDation
ఆటోపోలిప్లోయిడ్,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
ఆక్సిన్లు,Auxins
దంపతులు,Awn (ବ୍ରଷ୍ଟଲ୍)
బాదం,ବାଦାମ |
కలబంద,ଆଲୋ
అమరాంథస్,ଅମରାନ୍ତିନ |
Ammi,ଆମି
అంజన్ గడ్డి,ଅଜାନର ଘାସ |
ఆంథూరియం,ଆଠର୍ିୟମ୍ |
"అయోన్లా, ఇండియన్ గూస్బెర్రీ","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
ఆపిల్,ଆପଲ୍
నేరేడు పండు,ଆପ୍ରିକେଟ୍ |
అర్బియన్ జాస్మిన్,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
అరేకా గింజ,Areca but
అర్జున్,ଅର୍ଜନୁନ୍
అస్ఫోటిడా,ଆସଫୋଏଡା
యాష్ పొట్లకాయ,ପାଉଁଶ ଗୁଣ୍ଡ |
అశోక చెట్టు,ଅଶୋକା ଗଛ |
కవచము కలుపు,ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
ఆస్పరాగస్,ଅସରପା
అవోకాడో,ଆଭୋକାଡୋ |
అంతా అల్నాఫ్న్నే,ଆଲଫାଲଫା (ଲୁସେର୍ନ)
చీమలు,ପିମ୍ପୁଡ଼ି
అఫిడ్స్,ଆପିଡସ୍ |
ఆర్మీ పురుగు,ସେନା ପୋକ
వ్యవసాయ ఆర్థికవేత్త,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
వ్యవసాయ పొడిగింపు,କୃଷି ବିସ୍ତାରବାଦୀ |
వ్యవసాయ శాస్త్రవేత్త,କୃଷି ବ scientist ଜ୍ଞାନିକ |
వ్యవసాయ ఇంజనీర్,କୃଷି ଅଞ୍ଜିନକାରୀ |
అగ్రోబయాలజిస్ట్,Agrobiooglist
వ్యవసాయ శాస్త్రవేత్త,ସହଯୋଗୀ
అగ్రోఫిసిక్,Agropsicsicst
జంతువుల పెంపకందారుడు,ପଶୁ ପ୍ରଜନକ |
బాసిల్లస్ వైరస్,ବାକିଲସ୍ ଭାଇରସ୍ |
బాసిల్లస్,ବାଣ୍ଡିଲସ୍ |
బాక్టీరియా,ଜୀବାଣୁ
బాక్టీరియోటాక్సిన్,ବିରାଇଓଟୋକ୍ସିନ୍ |
బాగస్సే,ବାଗାସେସ୍ |
బ్యాలెన్స్ షీట్,ତୂଳନା ପତ୍ର
సమతుల్య ఫలదీకరణం,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
బార్ రేఖాచిత్రం,ବାର୍ ଚିତ୍ର |
బెరడు,ଭୁକିବା |
బేరోమీటర్,ବାରୋମିଟର |
బంజరు,ବନ୍ଧ୍ୟା
బేస్,ଆଧାର
బేసిన్,ବାସନ
బాసిపెటల్,ପରଫିପାଲ୍ |
బేసిథెర్నమ్,ଆଧାର ତୁଲମ୍ |
బే రుతుపవనాలు,ବାଇ ମ so ସୁମୀ |
బేరింగ్ ప్లాంట్,ଉଦ୍ଭିଦ ବହନ
మం చం,ଶଯ୍ୟା
బెడర్,ଶଯ୍ୟା
పరుపు,ଶଯ୍ୟା
దుంప మొలాసిస్,ବିଟ୍ ଗୁଣ୍ଡ |
బెలోస్,ଘଣ୍ଟି
బెల్ట్,ବେଲ୍ଟ
బెనిఫిట్-కాస్ట్ అనాలిసిస్,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
పక్షపాతం,ପକ୍ଷପାତ (ନମୁନା)
ద్వైవార్షిక,ବିଏନୋନିଆଲ୍
ద్విపద,Binomial
బయోజెంట్,ବାୟୋଲାଇଜେଣ୍ଟ |
బయోక్లైమేట్,ବାୟୋସେଡିକ୍ |
బయోఎనర్జీ,ବାୟୋହୀ
బయోనోమిక్స్,ବାୟୋନୋମିକ୍ସ |
బయోఇయాక్టర్,ବାୟୋରାକ୍ଟର
బయోస్పియర్,ବାୟୋସଫିର୍
బయోటిక్,ବାୟୋଟିକ୍ |
బయోటైప్,ବାୟୋଟାଇପ୍ |
ద్విలింగ,ବିସେକ୍ସୁଆଲ୍
బ్లాంచింగ్,ଖାଲି
పేలుడు,ବିସ୍ଫୋରଣ
కలపండి,ମିଶ୍ରଣ
ముడత,ଶୁକ୍ର
పొక్కు,ଫୁଲା
నీలం విప్లవం,ବ୍ଲୁ ବିପ୍ଳବ
దిగువ వేడి గది,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
దిగువ ఉష్ణ సాంకేతికత,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
బ్రాన్,ଶାଖା
శాఖ,ଶାଖା
బ్రాంచ్లెట్,ଶାଖା
జాతి,ପ୍ରଜାତି
పెంపకం,ପ୍ରଜନନ
బ్రిమ్మింగ్,ଉଜ୍ଜ୍ୱଳ
సంతానం,Etod
బడ్డింగ్,ବଡିଙ୍ଗ
బడ్జెట్,ବଜେଟ୍
బఫర్,ବଫର୍
బల్బ్,ବଲ୍ବ
బంట్,ବଣ୍ଟନ
ఉప-ఉత్పత్తి,ଉତ୍ପାଦ ଦ୍ୱାରା
బాబుల్ అకాసియా,ବାବୁଲ ଆକାସିଆ |
బేబీ మొక్కజొన్న,ଶିଶୁ ମକା |
బేల్,ବାଥ୍
బైల్,ବିଲ୍
బాల్సం,ବାଲସାମ
వెదురు,ବାଉଁଶ
అరటి,କଦଳୀ
మర్రి చెట్టు,ବାନିଆନ୍ ଗଛ |
బార్లీ,ବାର୍ଲି
బార్నియార్డ్ మిల్లెట్,ବରଗାର୍ଡ ମିଲେଟ୍ |
తులసి,ବେସନ
బాస్టర్డ్ సెడార్,ବଷ୍ଟାର୍ଡ ​​ଏରସ
బాస్టర్డ్ మైరోబాలన్,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
బౌహినియా,ବାହୁଏସିଆ
బే బెర్రీ,ଦୁ very ଖଦ
బీన్,ବିନ୍
దుంప,ବିଲାତି
బెల్లడోన్నా,ବେଲାଣ୍ଡୋନା
బెర్,ହେ
బెర్సీమ్,Berseim
బెటెల్,Beelt
బిలింబి,ବିଲିମ୍ବି
కాకరకాయ,ତିକ୍ତ ଗୁଣ୍ଡ |
బ్లాక్ గ్రామ్,କଳା ଗ୍ରାମ
బ్లాక్ నైట్ షేడ్,କଳା ନାଇଟ୍ଶେଡ୍ |
బౌగెన్విలియా,ବଗିନିଭିଆ |
బాటిల్ బ్రష్,ବୋତଲ ବ୍ରଶ |
బాటిల్ పొట్లకాయ,ବୋତଲ ଗୋବଲଙ୍କ |
బాక్స్ ట్రీ,ବାକ୍ସ ଗଛ
బ్రెడ్ ఫ్రూట్,ରୁଟି ଫଳ
పెళ్లి లత,Bridal creper
బ్రింజల్,ବ୍ରିନଜାଲ୍ |
బ్రాడ్ బీన్,ବ୍ରଡ୍ ବିନ୍ |
బ్రోకలీ,ବ୍ରୋକୋଲି
బ్రస్సెల్ మొలక,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
బుక్వీట్,ବାଲକ୍ୟୁଟ
బ్యూటియా,ବଟି
బాండికూట్,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
ఎలుగుబంటి,ଭାଲୁ
బీటిల్,ପୋକ
బొబ్బ బీటిల్,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
బ్లూ బుల్,ନୀଳ ଷଣ୍। |
బోల్ పురుగు,ବୋଲ୍ ପୋକ
సీతాకోకచిలుక,ପ୍ରଜାପତି
బాక్టీరియాలజిస్ట్,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
బయోకెమిస్ట్,ବାୟୋକେମିଷ୍ଟ |
జీవశాస్త్రవేత్త,ଜୀବବିଜ୍ଞାନୀ |
బయోటెక్నాలజిస్ట్,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
వృక్షశాస్త్రజ్ఞుడు,ଉଦ୍ଭିଦଦାତା
సి తేమ లక్షణ వక్రత,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
కేక్,ପିଠା
కాల్కారియస్,ସହଭାଗୀ
కాల్సిఫికేషన్,କାଲସିଫିକେସନ୍ |
ఫాస్ఫేట్ యొక్క లెక్కింపు,ଫସଫେଟର କାଲକେଣ୍ଟ |
కాలోసిటీ,ଚତୁରତା
కాలిస్,କୁଲସ୍
కాలిక్స్,କାଲିକ୍ସ
కాలిక్స్-ఎండ్,କାଲିକ୍ସ-ଏଣ୍ଡ |
కాంబియం,କାମ୍ବିୟମ୍
క్యాంకర్,କାକର
క్యానింగ్,କ୍ୟାନିଂ
పందిరి,ଛାତ
రాజధాని,ପୁଞ୍ଜି
కాప్రిఫికేషన్,କାଗଶ
క్యాప్సూల్,Capsule
కార్బోనేటేడ్,କାର୍ବନ୍ରେଟେଡ୍ |
కార్బోనైజేషన్,କାର୍ବୋନିଅନାଇଜେସନ୍ |
కార్పెల్,କାର୍ପେଲ
కార్పస్,କାର୍ପସ୍ |
కాస్టింగ్,କାଷ୍ଟିଂ
క్యాటాబోలిజం,କାଟାବୋଲିଜିମ୍ |
ఉత్ప్రేరక,କାଟାଲିସିସ୍ |
గొంగళి పురుగు,କୀଟପତଙ୍ଗ
సి-డిఎన్ఎ లైబ్రరీ,C- DNA ଲାଇବ୍ରେରୀ |
పైకప్పు,ଛାତ
సెల్,କକ୍ଷ
కేంద్ర నాయకుడు వ్యవస్థ,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
సెంట్రిక్,ସେଣ୍ଟ୍ରିକ୍ |
సెంట్రిఫ్యూగేషన్,ଶତକଡ଼ା
సెంట్రిఫ్యూజ్,ସେଣ୍ଟ୍ରିଫେଜ୍ |
సెంట్రియోల్,ସେଣ୍ଟ୍ରିଓନ୍ |
సెంట్రోజెనిక్,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
సెంట్రోజెనస్,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
సెర్కస్,କୀପତି
ధాన్యం,ଶସ୍ୟ
ధృవీకరణ,ପ୍ରମାଣପତ୍ର
ధృవీకరించబడిన విత్తనం,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
చాఫ్,ଚାଉଳ
చలాజా,ଚେଲାଜା |
కెమోట్రోపిజం,କେମୋଟ୍ରୋପିମ୍ |
చియాస్మా,ଚିୟମା
చిల్లింగ్ గంటలు,ଥଣ୍ଡା ଘଣ୍ଟା |
చిల్లింగ్ గాయం,ଚିଲିଂ ଆଘାତ |
చిమెరా,ଚିମେରା |
క్లోరాంథీ,ଚୋରାନେଣ୍ଟି |
క్లోరోఫిల్,କ୍ଲୋରୋଫିଲେଲ୍ |
క్లోరోసిస్,ଚୋରୋରୋସାଇସ୍
క్లోరాలజీ,ଚୋରୋରୋଲୋଜି |
క్రోమాటిడ్,କ୍ରୋମାମାସିଡ୍ |
క్రోమాటిన్,ଚ୍ରୋମାଟିନ୍ |
క్రోమాటోగ్రఫీ,ଚ୍ରୋମାଟୋଗ୍ରାଫି
క్రోమాటోలిసిస్,ଚୋରମାଟୋଲିଆସିସ୍
క్రోమోసెంట్రే,କ୍ରୋମେଣ୍ଟ୍ରେ |
క్రోమోజెనిసిస్,ଚେରମୋଲେନ୍ସେସ୍
క్రోమోప్రొటీన్,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
క్రోమోజోమ్,କ୍ରୋମୋଜୋମ୍
దీర్ఘకాలిక,କ୍ରନିକ୍
సిట్రేంజ్,କୃଷି
క్లాడోడ్,କ୍ଲାନ୍ତ
వర్గీకరణ,ବର୍ଗୀକରଣ
మట్టి,ମାଟି
శుభ్రపరచడం,ସଫା କରିବା
క్లిస్టోగామి,କ୍ଲିସିଷ୍ଟଗାମି |
క్లైమాక్టెరిక్ పండు,ଜଳମୟ ଫଳ |
వాతావరణం,ଜଳବାୟୁ
క్లైమాటాలజీ,କମ୍ପନୋଲୋଜି
క్లిప్పర్,କ୍ଲିପର୍
క్లాడ్,କ୍ଲାନ୍ତ
క్లోన్,କ୍ଲୋନ
మేఘం,ମେଘ
క్లాంప్,Ump ୁଲା |
క్లస్టర్,କ୍ଲଷ୍ଟର
ముతక,କଠିନ
విత్తనం,କୋଟ୍ (ବିହନ)
కోకన్,ନଡିଆ
కోఎంజైమ్,ସହଯୋଗୀ
సమన్వయం,ଘନିଷ୍ଠ
కోయిర్,କୋର
కోలియోరిజా,କୁଲେରରିଜା
కాలర్,କଲର
ఘోథ,କୋଲଏଡ୍ (ମାଟି)
కొలుమెల్లా,କୋନିଲେଲା
కాలమ్,ସ୍ତମ୍ଭ
ప్రారంభం,ପ୍ରଶଂସା
వాణిజ్య బ్యాంకు,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
వస్తువు,ଦ୍ରବ୍ୟ
సంఘం,ସମ୍ପ୍ରଦାୟ
సంపీడన (మట్టి),ସଙ୍କୋଚନ (ମାଟିର)
అనుకూలత,ସୁସଙ୍ଗତତା
అనుకూలత,ସୁସଙ୍ଗତତା
పరిహారం,କ୍ଷତିପୂରଣ
పోటీ పరస్పర చర్య,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
పరిపూరకరమైన పంట,ସମ୍ପୃକ୍ତ ଫସଲ
క్లిష్టమైన,ଜଟିଳ
భాగం,ଉପାଦାନ
కూర్పు,ରଚନା
కంపోస్ట్,କମ୍ପୋଷ୍ଟ
చక్రవడ్డీ,ଯ ound ଗିକ ଆଗ୍ରହ |
గణన,ଗଣନା
కంప్యూటర్,କମ୍ପ୍ୟୁଟର
ఏకాగ్రత,ଏକାଗ୍ରତା
కండీషనర్,କଣ୍ଡିସନର
ప్రవర్తన,ଆଚରଣ
ఆకృతీకరణ,ବିନ୍ୟାସ
అనుగుణ్యత,ଅନୁକୂଳ
గందరగోళం,ଦ୍ୱନ୍ଦ୍ୱ
సంయోగం,ମିଳିତତା
కనెక్టివ్,ସଂଯୋଗ
పరిరక్షణ,ସଂରକ୍ଷଣ
ఏకీకరణ,ସଂସ୍ଥାଗୁଡ଼ିକ
భాగాలు,ନିରନ୍ତର
వినియోగదారు,ଗ୍ରାହକ
వినియోగం,ବ୍ୟବହାର
కాలుష్యం,ପ୍ରଦୂଷଣ
ఆకృతి నాటడం,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
ఆకృతి,ବିଷୟବସ୍ତୁ
కాంట్రాక్ట్ వ్యవసాయం,ଚୁକ୍ତିନାମା ଚାଷ
నియంత్రిత నిల్వ,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
సహకార బ్యాంక్,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
సహకారం,ସହଯୋଗ
కాపిస్,ସହଯୋଗୀ
కార్మ్,କରମ୍
కొరోల్లా,କରୋଲଲା
కార్టెక్స్,କର୍ଟେକ୍ସ
ధర,ମୂଲ୍ୟ
కోడిలిడాన్,କୋଟିଲିଡନ୍ (ବିହନ)
క్రెడిట్ సొసైటీ,କ୍ରେଡିଟ୍ ସମାଜ |
క్రెడిట్,କ୍ରେଡିଟ୍
రుణదాత,କ୍ରେସର୍ମର
క్రెస్ట్,କ୍ରେଷ୍ଟଷ୍ଟ
ముడతలు,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
సంక్షోభం,ସଙ୍କଟ
ప్రమాణం,ମାନଦଣ୍ଡ
క్లిష్టమైన,ଗୁରୁତର
పంట భీమా,କ୍ରପ୍ ବୀମା |
పంట రుణం,ଫସଲ loan ଣ
పంట,ଫସଲ
పంట ప్రాంతం,କ୍ରପ୍ ଏରିଆ |
క్రాస్ ఇన్ఫాంపిబుల్,କ୍ରସ୍-ଅସଙ୍ଗତ |
క్రౌన్ (మొక్క),ମୁକୁଟ (ଉଦ୍ଭିଦ)
ముక్క,ଖଣ୍ଡ
క్రస్ట్,ଭୂତଳ
క్రిప్టోమ్,କ୍ରିପ୍ଟୋଗାମ୍ |
మెడ (పండ్లు),CULE (ଫଳ)
కుల్మ్,କୁଲମ୍
సాగు,ଚାଷ ଜ
సాగు,ଚାଷ
సాగు,ପତ୍ରିକା
సంస్కృతి,ସଂସ୍କୃତି
క్యూరింగ్,କ୍ୟୁସିଂ
కర్లింగ్,କୁଞ୍ଚଳ
కరెన్సీ,ମୁଦ୍ରା |
క్యూటికల్,କୁମଲେ
కట్టింగ్,କାଟିବା
తిత్తి,Cyst
సైటోక్రోమ్,ସାଇଟୋଚ୍ରୋମ୍ |
సైటోగామి,ସାଇଟୋଗାମି |
సైటోజెనిసిస్,ସାଇଟୋଜେନେସୀ |
సైటోజెనెటిక్స్,ସାଇଟୋଜେନେଟିକ୍ସ
సైటోకినిసిస్,ସାଇଟୋୋକାଇନ୍ସିସ୍
సైటోలజీ,ସାଇଟୋଲୋଜି
సైటోలిసిస్,CYTOYLISISISTS
సైటోమీర్,ସାଇଟୋମେରେ
సైటోప్లాజమ్,ସାଇଟୋପ୍ଲାଜମ୍
క్యాబేజీ,ବନ୍ଧାକୋବି
కాక్టస్,କାକଟସ୍ |
కలేన్ద్యులా,କ୍ୟାଲେଣ୍ଡୋୁଲା |
ఫలారిస్,କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
Canna,କାନନା |
కాపారిస్,କ୍ୟାପିଟିସ୍
క్యాప్సికం,Capsicum
కారాంబోలా,କାରାମୋବୋଲା |
కారాపా,କାରାସା |
ఏలకులు,କାର୍ଡାମୋମ |
కార్నేషన్,କାର୍ନେସନ୍ |
కారెట్,ଗାଜର
జీడి పప్పు,କାଜୁ ବାଦାମ |
కాసియా,କ୍ୟାସିୟା
కాస్టర్,କାଷ୍ଟର |
కాలీఫ్లవర్,ଫୁଲକୋବି |
సెలెరీ,ସେଲରି
ఛాంపాక్,ଚମ୍ପାକ୍
