Marathi,Punjabi
तळघर,ਬੇਸਮੈਂਟ
तळघर भिंत,ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ
तळपट्टी,ਬੇਸ ਪਲੇਟ
"बेस प्लेट, समायोज्य","ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ"
बेस संपृक्तता,ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ
बेसॉइड,ਬੇਸੌਇਡ
वटवाघूळ,ਬੱਲਾ
बाथ आणि WC,ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ
पिठात पेग,ਬੈਟਰ ਪੈਗ
पिठात घाट,ਬੈਟਰ ਪੀਅਰ
पिठात नियम,ਬੈਟਰ ਨਿਯਮ
बल्क (बाल्क),ਬਾਲਕ (ਬਾਲਕ)
खाडी,ਬੇ
वाहक,ਧਾਰਕ
सहन करण्याची क्षमता,ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
पत्करणे ब्लॉकला,ਬੇਅਰਿੰਗ ਪਾਇਲ
बेअरिंग स्ट्रॅटम,ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ
पलंग,ਬਿਸਤਰਾ
बेडिंग विमान,ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼
बेड संयुक्त,ਬਿਸਤਰਾ ਜੋੜ
बेड रॉक,ਬੈੱਡ ਰੌਕ
बेड रूम,ਬੈੱਡ ਰੂਮ
मेण,ਮੋਮ
बेल बॉक्स,ਘੰਟੀ ਬਾਕਸ
बेलिंग बादली,ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ
बेलोफ्राम,ਬੇਲੋਫ੍ਰਾਮ
बेंच केलेला पाया,ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ
बेंचिंग,ਬੈਂਚਿੰਗ
बेंच मार्क,ਬੇਂਚਮਾਰਕ
लाभ खर्चाचे विश्लेषण,ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
बर्म,ਬਰਮ
Bevelled बंद,Bevelled ਬੰਦ
"B-क्षितिज,&quot;B-","ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-"
बायट,ਬਾਇਟ
बाईंडर,ਬਿੰਦਰ
बंधनकारक साहित्य,ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ
बायोटचा सिद्धांत,ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ
बिटुमेन,ਬਿਟੂਮਨ
काळी कापूस माती,ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
काळी पृथ्वी,ਕਾਲੀ ਧਰਤੀ
काळी हरळीची माती,ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ
ब्लेड,ਬਲੇਡ
ब्लास्ट फर्नेस स्लॅग सिमेंट,ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ
ब्लॉक रचना,ਬਲਾਕੀ ਬਣਤਰ
बोगी प्रतिकार,ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ
बोग-लोह धातू,ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ
बाँड,ਬਾਂਡ
बंधपत्रित सदस्य,ਬੰਧੂਆ ਮੈਂਬਰ
बंध पोस्ट टेंशनिंग,ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ
बोंड दगड,ਬੰਧਨ ਪੱਥਰ
बांधलेले पाणी,ਬੰਨ੍ਹ ਪਾਣੀ
पेटी गटर,ਬਾਕਸ ਗਟਰ
ब्रेस,ਬ੍ਰੇਸ
वीट-ऑन-एज,ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ
लगाम,ਲਗਾਮ
तेज,ਚਮਕ
तपकिरी माती,ਭੂਰੀ ਮਿੱਟੀ
इमारत,ਬਿਲਡਿੰਗ
इमारत सर्वेक्षक,ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ
बफर,ਬਫਰ
बफर वक्र,ਬਫਰ ਕਰਵ
बफरिंग,ਬਫਰਿੰਗ
बफरिंग क्षमता,ਬਫਰਿੰਗ ਸਮਰੱਥਾ
बंदर,ਬੰਦਰ
बट्रेस,ਬਟਰਸ
सी-क्षितिज,ਸੀ-ਹੋਰੀਜ਼ਨ
केबल,ਕੇਬਲ
केबल मोल्डिंग,ਕੇਬਲ ਮੋਲਡਿੰਗ
केबल टाकणे,ਕੇਬਲਿੰਗ
केबिन,ਕੈਬਿਨ
केबिन हुक,ਕੈਬਿਨ ਹੁੱਕ
कपाट,ਕੈਬਨਿਟ
कॅबोल्ट सोडला,ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ
कॅफेटेरिया,ਕੈਫੇਟੇਰੀਆ
पिंजरा,ਪਿੰਜਰਾ
पिंजरा बांधकाम,ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ
काईनचे सूत्र,ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ
कैसन,ਕੈਸਨ
कॅसन रोग,ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ
Caisson पाया,ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ
Caisson ढीग,ਕੈਸਨ ਢੇਰ
चुनखडीची वीट,ਕੈਲੇਰੀਅਸ ਇੱਟ
चुनखडीयुक्त चिकणमाती,ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ
चुनखडीयुक्त कवच,ਛਾਲੇਦਾਰ ਛਾਲੇ
कॅल्सिफिकेशन,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
कॅल्सीनेशन,ਕੈਲਸੀਨੇਸ਼ਨ
कॅल्सीन,ਕੈਲਸੀਨ
कॅल्साइट,ਕੈਲਸਾਈਟ
कॅल्शियम-अल्युमिनेट सिमेंट,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
कॅल्शियम-सिलिकेट वीट,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
कॅल्शियम-सिलिकेट हायड्रेट,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
कॅलिचे,ਕੈਲੀਚੇ
कॅलिफोर्निया बेअरिंग रेशो,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
कॅलिपर,ਕੈਲੀਪਰ
कॅलरीमीटर,ਕੈਲੋਰੀਮੀਟਰ
कांबर,ਕੈਮਬਰ
कालवा,ਨਹਿਰ
छत,ਕੈਨੋਪੀ
कॅन्टिलिव्हर फूटिंग,Cantilever ਪੈਰ
टोपी,ਕੈਪ
क्षमता,ਸਮਰੱਥਾ
एइल ट्रॅकची क्षमता,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
कॅप केबल,ਕੈਪ ਕੇਬਲ
केशिका,ਕੈਪੀਲੇਰਿਟੀ
केशिका ब्रेक,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
केशिका प्रवाह,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
केशिका ओलावा किंवा केशिका पाणी,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
केशिका छिद्र जागा,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
केशिका सच्छिद्रता,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
केशिका जागा,ਕੇਸ਼ੀਲ ਸਪੇਸ
वेग कॅप्चर करा,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
कार्बोनेशन,ਕਾਰਬਨੇਸ਼ਨ
कार्बन ब्लॅक,ਕਾਰਬਨ ਕਾਲਾ
कास्टबल रेफ्रेक्ट्री,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
कास्ट-इन-प्लेस मेख,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
एरंडेल,ਕੈਸਟਰ
कास्ट दगड,ਪੱਥਰ ਸੁੱਟੋ
उत्प्रेरक,ਉਤਪ੍ਰੇਰਕ
कॅटेना,ਕੈਟੇਨਾ
मांजरीचा चेहरा,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
मांजरीचे डोके,ਬਿੱਲੀ ਦਾ ਸਿਰ
कॅशन,ਕੈਸ਼ਨ
मांजर चालणे,ਬਿੱਲੀ ਵਾਕ
पोकळ्या निर्माण होणे नुकसान,Cavitation ਨੁਕਸਾਨ
Celite,ਸੇਲੀਟ
सेल्युलर कंक्रीट,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
सेल्युलर बांधकाम,ਸੈਲੂਲਰ ਉਸਾਰੀ
सिमेंट,ਸੀਮਿੰਟ
"सिमेंट, बिटुमिनस","ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
"सिमेंट, उच्च शक्ती","ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
"सिमेंट, हायड्रॉलिक","ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
"सिमेंट, कमी उष्णता","ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
"सिमेंट, दगडी बांधकाम","ਸੀਮਿੰਟ, ਚਿਣਾਈ"
"सिमेंट, नैसर्गिक","ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
"सिमेंट, पोर्टलँड","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
"सिमेंट, पोर्टलँड पोझोलन","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
"सिमेंट, स्लॅग","ਸੀਮਿੰਟ, ਸਲੈਗ"
"सिमेंट, सल्फेट प्रतिरोधक","ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
"सिमेंट, सुपर सल्फेट","ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
"सिमेंट, पांढरा","ਸੀਮਿੰਟ, ਚਿੱਟਾ"
सिमेंट-एकूण प्रमाण,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
सिमेंट सामग्री,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
सिमेंट जेल,ਸੀਮਿੰਟ ਜੈੱਲ
सिमेंट बंदूक,ਸੀਮਿੰਟ ਬੰਦੂਕ
सिमेंटची भट्टी,ਸੀਮਿੰਟ ਭੱਠਾ
सिमेंट पेंट,ਸੀਮਿੰਟ ਪੇਂਟ
सिमेंट प्लास्टर,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
सिमेंट खडक,ਸੀਮਿੰਟ ਚੱਟਾਨ
सिमेंट स्लरी,ਸੀਮਿੰਟ ਸਲਰੀ
सिमेंट स्टोरेज,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
सिमेंटेशन प्रक्रिया,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
केंद्रीकरण,ਸੈਂਟਰਿੰਗ
सेंटरिंग आणि शटरिंग,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
केंद्रीय मिश्रित कंक्रीट,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
मध्यवर्ती मिक्सर,ਕੇਂਦਰੀ ਮਿਕਸਰ
केंद्रापसारक पंखा,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
खडू,ਚਾਕ
चांफर,ਚੈਂਫਰ
चेंफर पट्टी,ਚੈਂਫਰ ਪੱਟੀ
चॅनेल बीम,ਚੈਨਲ ਬੀਮ
वैशिष्ट्यपूर्ण भार,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
वैशिष्ट्यपूर्ण ताकद,ਗੁਣ ਸ਼ਕਤੀ
चार्ज बंद,ਚਾਰਜ ਬੰਦ
चार्ज होत आहे,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
तपासत आहे,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
रासायनिक बंध,ਰਸਾਇਣਕ ਬੰਧਨ
चेरनोझेम,ਚੇਰਨੋਜ਼ਮ
चेस्टनट माती,ਚੈਸਟਨਟ ਮਿੱਟੀ
चिमणी गटर,ਚਿਮਨੀ ਗਟਰ
चिप बोर्ड,ਚਿੱਪ ਬੋਰਡ
चिपिंग,ਚਿੱਪਿੰਗ
चिप्स,ਚਿਪਸ
चुटे,ਚੂਤ
वर्ग (काँक्रीटचा),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
चिकणमाती,ਮਿੱਟੀ
चिकणमाती सामग्री,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
मातीचा तवा,ਮਿੱਟੀ ਦਾ ਪੈਨ
क्लीनआउट,ਸਫਾਈ
साफ करा,ਸਾਫ਼ ਕਰੋ
क्लीट,ਕਲੀਟ
क्लिंकर,ਕਲਿੰਕਰ
क्लिप,ਕਲਿਪ
गोठणे,ਜੰਮਣਾ
खडबडीत एकूण,ਮੋਟਾ ਕੁੱਲ
खडबडीत दाणेदार माती,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
कोट,ਕੋਟ
कोफर धरण,ਕੋਫਰ ਡੈਮ
एकसंधता,ਤਾਲਮੇਲ
कोलायड,ਕੋਲਾਇਡ
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
कोलाइडल प्रणाली,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
कोल्व्हियल माती,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
स्तंभ,ਕਾਲਮ
कॉम्बेड फिनिश,ਕੰਬਡ ਮੁਕੰਮਲ
एकत्रित पाया,ਸੰਯੁਕਤ ਪੈਰ
एकत्रित पाणी,ਸੰਯੁਕਤ ਪਾਣੀ
सामान्य खोली,ਸਾਂਝਾ ਕਮਰਾ
पूर्णत्वाचे प्रमाणपत्र,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
घटक चौरस,ਕੰਪੋਨੈਂਟ ਵਰਗ
काँक्रीट,ਕੰਕਰੀਟ
काँक्रिशन,ਕੰਕਰੀਸ਼ਨ
एकत्रित दर/सपाट दर,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
दूषित पदार्थ,ਗੰਦਗੀ
पाककला alcove,ਐਲਕੋਵ ਪਕਾਉਣਾ
सामना करणे,ਮੁਕਾਬਲਾ ਕਰਨਾ
कॉर्बेल,ਕੋਰਬੇਲ
कॉर्निस,ਕਾਰਨੀਸ
कपलर,ਕਪਲਰ
"युग्मक, दुहेरी","ਕਪਲਰ, ਡਬਲ"
"कपलर, पुटलॉग","ਕਪਲਰ, ਪੁਟਲੌਗ"
"युग्मक, कुंडा","ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
अभ्यासक्रम,ਕੋਰਸ
यादृच्छिक भंगार दगडी बांधकाम,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
झाकलेले क्षेत्र,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
रांगणे,ਕ੍ਰੀਪ
रांगणे गुणांक,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
क्रोटोवाइन,ਕਰੋਟੋਵਾਈਨ
कावळा पाय,ਕਾਂ ਦੇ ਪੈਰ
लहानसा तुकडा रचना,ਟੁਕੜਾ ਬਣਤਰ
अंकुश,ਕਰਬ
चालू,ਵਰਤਮਾਨ
वक्र प्रतिकार,ਕਰਵ ਪ੍ਰਤੀਰੋਧ
ओलसर पुरावा कोर्स,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
पूर्ण होण्याची तारीख,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
मृत भार,ਡੈੱਡ ਲੋਡ
मृत पाणी,ਮਰੇ ਹੋਏ ਪਾਣੀ
डेसिबल,ਡੈਸੀਬਲ
Deflocculation,Deflocculation
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
एकत्रीकरणाची पदवी,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
फैलाव पदवी,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
संपृक्तता पदवी,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
घनता,ਘਣਤਾ
वाळवंट फुटपाथ,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
वाळवंटी माती,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
तपशील,ਵੇਰਵੇ
विकास कालावधी,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
डी-क्षितिज,ਡੀ-ਹੋਰੀਜ਼ਨ
कर्ण बंध,ਵਿਕਰਣ ਬੰਧਨ
आकृती,ਚਿੱਤਰ
डिजिटल डॉक,ਡਿਜੀਟਲ ਡੌਕ
विभेदक पाणी दर,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
सौम्य वायुवीजन,ਪਤਲਾ ਹਵਾਦਾਰੀ
डिलुव्हियम,ਡਾਇਲੁਵੀਅਮ
जेवणाची खोली,ਭੋਜਨ ਕਕਸ਼
दिशा पेग,ਦਿਸ਼ਾ ਪੈਗ
फैलाव,ਫੈਲਾਅ
डिस्टेंपर,ਡਿਸਟੈਂਪਰ
गोदी,ਡੌਕ
दार,ਦਰਵਾਜ਼ਾ
डोर्मर,ਡੋਰਮਰ
डॉर्मर चेक,ਡੋਰਮਰ ਜਾਂਚ
दुहेरी फ्लेमिश बाँड,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
दुहेरी थर,ਡਬਲ ਪਰਤ
डोवेल,ਡੌਲ
रेखाचित्र बोर्ड,ਡਰਾਇੰਗ ਬੋਰਡ
रेखाचित्र खोली,ਡਰਾਇੰਗ ਰੂਮ
वाहून नेणे,ਵਹਿਣਾ
कोरडे बल्ब तापमान,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
कोरडी गोदी,ਸੁੱਕੀ ਡੌਕ
कोरडे रबर दगडी बांधकाम,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
डच बाँड,ਡੱਚ ਬਾਂਡ
बटू भिंत,ਬੌਣੀ ਕੰਧ
निवास एकक,ਨਿਵਾਸ ਯੂਨਿਟ
इव्ह,ਈਵ
Eaves गटर,ਈਵਸ ਗਟਰ
आर्थिक व्यवहार्यता,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
एक्टोडायनामॉर्फिक माती,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
एडी,ਐਡੀ
प्रभावी आकार,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
फुलणे,ਪ੍ਰਫੁੱਲਤ
सांडपाणी,ਪ੍ਰਵਾਹ
उत्थान,ਉਚਾਈ
एलिव्हिएशन,ਐਲੂਵੀਏਸ਼ਨ
एल्युव्हियम,ਐਲੂਵਿਅਮ
एंडोडायनामॉर्फिक माती,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
अभियांत्रिकी व्यवहार्यता,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
इंग्रजी बंधन,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
इंग्रजी बाग भिंत बंधन,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
समतुल्य वजन,ਬਰਾਬਰ ਭਾਰ
अर्ग,ਅਰਗ
अदलाबदल करण्यायोग्य,ਵਟਾਂਦਰੇਯੋਗ
एक्सचेंज करण्यायोग्य आम्लता,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
एक्सचेंजेबल सोडियम टक्केवारी (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ई.एस.पी.,ਈ.ਐੱਸ.ਪੀ.
एक्सचेंज आंबटपणा,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
एक्सचेंज कॉम्प्लेक्स,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
एक्झॉस्ट,ਨਿਕਾਸ
उघड समाप्त,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
डोळा,ਆਈ
डोळा कपाळ,ਅੱਖ ਦਾ ਭਾਂਡਾ
तोंड देत,ਸਾਹਮਣਾ ਕਰਨਾ
बाँडचा सामना करत आहे,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
सुरक्षिततेचा घटक,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
पडणे,ਗਿਰਾਵਟ
फेसिया,ਫੇਸੀਆ
फेशिया बोर्ड,ਫੇਸੀਆ ਬੋਰਡ
दोष,ਨੁਕਸ
फील्ड ओलावा,ਖੇਤ ਦੀ ਨਮੀ
अंतिम ओलावा समतुल्य,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
फिलेट (मोर्टारचा),ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
अंतिम,ਫਾਈਨਲ
अंतिम मोजमाप,ਅੰਤਮ ਮਾਪ
अंतिम पेमेंटq,ਅੰਤਿਮ ਭੁਗਤਾਨq
अंतिम पूर्व ताण,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
अंतिम ताण,ਅੰਤਮ ਤਣਾਅ
आर्थिक व्यवहार्यता,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
उत्तम एकूण,ਵਧੀਆ ਕੁੱਲ
फुटलेला खडक,ਫਿਸਰਡ ਚੱਟਾਨ
ध्वजाचा दगड,ਝੰਡਾ ਪੱਥਰ
फ्लेमिश बाँड,ਫਲੇਮਿਸ਼ ਬਾਂਡ
चमकत आहे,ਫਲੈਸ਼ਿੰਗ
चमकणारा प्रवाह,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
सपाट छप्पर,ਫਲੈਟ ਛੱਤ
फ्लेचे,ਫਲੇਚੇ
फ्लेमिश गार्डन भिंत बंधन,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
चकमक,Flint
चकमक भिंत,Flint ਕੰਧ
फ्लोटिंग मजला,ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ
फ्लोक्युलेशन,ਫਲੋਕੂਲੇਸ਼ਨ
