Gujarati,English
વાર્ષિક,annual
1. પરમાનંદ 2. ઉજાસ,anthesis
એન્થ્રેક્સ,anthrax
એન્થ્રોપોજેનિક પરિબળો,anthropogenic factor
અસ્તિત્વ,antibiosis
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,antibiotic
પ્રતિકૂળ,antidote
એન્ટીઑકિસડન્ટ,antioxidants
એન્ટિટોક્સિન,antitoxin
રિંગ આંગળી,anulus
1. એફિડ 2. મહુ 3. ચેપા,aphid
ટોચની કળી,apical bud
ટોચની અસરકારકતા,apical dominance
મધમાખી ઉછેર,apiculture (bee keeping)
અજાતીયતા,apomixis
એપોપ્ટોસિસ,apoptosis
પરિશિષ્ટ,appendage
ભૂખ લગાડનાર,appetizer
લાગુ,applied
જળચર નીંદણ,aquatic weed
1. વૃક્ષ 2. વૃક્ષ નિવાસી,arboreal
શાખાઓ,arborization
પ્રોટોબોટનિકલ રેકોર્ડ્સ,archaeo-botanical records
ઝોન નંબર,area statistics
1. વિસ્તાર 2. વિસ્તાર,area
શુષ્ક ઇકોસિસ્ટમ,arid ecosystem
કોટિલેડોન,aril
સૌરભ,aroma
સુગંધિત છોડ,aromatic plant
સુગંધિત ચોખા,aromatic rice
ઇક્ષુ પુષ્પન,arrowing
એસેપ્ટિક,asepsis
1. એસેપ્ટિક 2. એસેપ્ટિક,aseptic
અજાતીય પ્રજનન,asexual propagation
કદ,assay
સંપત્તિ,assets
1. એસિમિલેશન 2. એસિમિલેશન,assimilation
1. એસોસિએશન 2. એસોસિએશન,association
1. કૉલમ 2. અસ્પષ્ટતા,astringent
હેટરોઝાયગોસિટી,asynapsis
1. પૂર્વજ 2. એટાવિઝમ,atavism
કણ,atomizer
1. પુષ્ટિ 2. ક્ષતિ,atrophy
સ્વ જોડી,autogamy
ઓટોલિસિસ,autolysis
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,autooxidation
સ્વ મલ્ટિપ્લેક્સ્ડ,autopolyploid
ઓક્સિન,auxins
1. હચમચી 2. દેડકો,awn (bristle)
દંડ વાયરસ,baccilovirus
1. બેસિલસ 2. બેસિલસ,bacillus
1. બેક્ટેરિયા 2. બેક્ટેરિયા,bacteria
બેક્ટેરિયલ ઝેર,bacteriotoxin
બગાસ,bagasse
સરવૈયા,balance sheet
સંતુલિત ખાતરનો ઉપયોગ,balanced fertilization
બાર ગ્રાફ,bar diagram
છાલ,bark
1. બેરોમીટર 2. બેરોમીટર,barometer
1. બઝર 2. જડ 3. ઉજ્જડ,barren
1. આધાર 2. આધાર 3. કપંગ,base
1. તાલા 2. બેસિન,basin
તલાબીસરી,basipetal
1. બેસિસ્ટર્નમ 2. રુટ ધારક,basisternum
ગલ્ફ ચોમાસું,bay monsoon
ફળનો છોડ,bearing plant
પથારી,bed
બેડ પ્લાન્ટ,bedder
પથારી,bedding
બીટ દાળ,beet molasses
બેલો,bellows
1. પટ્ટી 2. ભૂપ્રદેશ,belt
નફો-ખર્ચ વિશ્લેષણ,benefit-cost analysis
મહત્વાકાંક્ષી (સેમ્પલિંગ),biased (sampling)
દ્વિવાર્ષિક છોડ,biennial
દ્વિપદી,binomial
બાયોફેક્ટર,bioagent
જૈવિક આબોહવા,bioclimate
જૈવ ઊર્જા,bioenergy
પ્રાણીસૃષ્ટિ ઇકોલોજી,bionomics
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,bio-reactor
બાયોસ્ફિયર,biosphere
જૈવિક,biotic
પ્રાણીસૃષ્ટિ,biotype
ડિવિલિંગી,bisexual
ધવલન,blanching
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,blast
મિશ્રણ,blend
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),blight
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,blister
વાદળી ક્રાંતિ,blue revolution
પ્લાનર હીટિંગ ચેમ્બર,bottom heat chamber
પ્લાનર હીટિંગ ટેકનોલોજી,bottom heat technique
થૂલું,bran
શાખાઓ,branching
1. ટ્વિગ 2. સબબ્રાન્ચ,branchlet
જાતિ,breed
પ્રજનન,breeding
પ્રારંભિક અંકુરણ સારવાર,brimming
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,brood
ઉભરતા,budding
બજેટ,budget
1.એમ્ફોટેરિક 2. બફર,buffer
શક્કરિયા,bulb
બંટ (રોગ),bunt
1. આડપેદાશ 2. આડપેદાશ,by-product
c ભેજ સ્પષ્ટીકરણ વળાંક,c moisture characteristic curve
તેલ કેક,cake
1. ચૂનો 2. કેલ્શિયમ,calcarious
કેલ્સિયન,calcification
ફોસ્ફેટ દૂર કરવું,calcination of phosphate
1. કિનાટા 2. કેલાટા,callosity
1.કેલસ 2. કિરણ,callus
1. સેપલ્સ 2. કેલિક્સ,calyx
બહારનો છેડો,calyx-end
એધા,cambium
કર્કશ (બેક્ટેરિયલ રોગ),canker
કેનિંગ,canning
આકાશ,canopy
ફાઇનાન્સ,capital
પરાગનયન (અંજીરનું),caprification
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,capsule
કાર્બનયુક્ત,carbonated
કાર્બનન,carbonization
કારાપેસ,carpel
બંગડી,carpus
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),casting
અપચય,catabolism
પ્રેરિત,catalysis
1. કેટરપિલર 2. કેટરપિલર,caterpillar
c ડી. એન. a સંગ્રહ,C-DNA Library
શ્રેણી,ceiling
1. સેલ 2. સેલ,cell
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,central leader system
1. બિંદુ 2. ફોકસ,centric
સેન્ટ્રીફ્યુગેશન,centrifugation
સેન્ટ્રીફ્યુજ,centrifuge
સ્ટાર સેન્ટર,centriole
એપિજેનેટિક,centrogenic
કેન્દ્રજા,centrogenous
લૂમ,cercus
1. અનાજ 2. સીરીયલ,cereal
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,certification
પ્રમાણિત બીજ,certified seed
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,chaff
1. નિભાગ 2. કૈલાજા,chalaza
કીમોગ્રાફી,chemotropism
1. કિયાઝમા 2. વ્યસ્ત,chiasma
સુપરકૂલિંગ કલાકો,chilling hours
હિમ નુકસાન,chilling injury
1. વિચિરોતકી 2. ચિમેરા,chimera
લીલો પોર્રીજ,chloranthy
1. પર્ણસમૂહ 2. લીલો,chlorophyll
સાયનોસિસ,chlorosis
જૈવિક વિતરણ વિજ્ઞાન,chorology
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,chromatid
ક્રોમેટિન,chromatin
ક્રોમેટોગ્રાફી,chromatography
ક્રોમેટિનલેશન,chromatolysis
ધમની બિંદુ,chromocentre
ક્રોમેટોજેનેસિસ,chromogenesis
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,chromoprotein
1. રંગસૂત્રો 2. રંગસૂત્રો,chromosome
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,chronic
સાઇટ્રેન્જ,citrange
પાનખર તહેવાર,cladode
વર્ગીકરણ,classification
1. માટી 2. માટી,clay
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,cleaning
સતત પરાગનયન,cleistogamy
ક્રુસિફેરસ ફળ,climacteric fruit
વાતાવરણ,climate
આબોહવાશાસ્ત્ર,climatology
કાતર,clipper
ગઠ્ઠો (માટી),clod
ક્લોન,clone
1.વાદળો 2.વાદળો,cloud
ઝુંડ,clump
ટોળું,cluster
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,coarse
1. કવર 2. ચામડું,coat (seed)
કોયા,cocoon
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,coenzyme
સંયોગ,cohesion
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,coir
મુલંકુર ચોલા,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
કોલોઇડ (માટી),colloid (soil)
1.કૉલમ 2.કોલ્યુમેલા,columella
1. દંડ 2. કૉલમ 3. કૉલમ,column
કોમ્યુનિયન,commensalism
કોમર્શિયલ બેંક,commercial bank
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,commodity
સમુદાય,community
કોમ્પેક્શન (માટીનું),compaction (of soil)
1. સુસંગતતા 2. સુસંગતતા,compatibility
સુસંગતતા,compatibility
1. વળતર 2. વળતર,compensation
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,competitive interaction
પૂરક પાક,complementary crop
1.સંયુક્ત 2.જટિલ,complex
ઘટક,component
રચના,composition
ખાતર,compost
સંયોજન વ્યાજ,compound interest
ગણતરી,computation
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,computer
1. એકાગ્રતા 2. એકાગ્રતા,concentration
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,conditioner
વાહકતા,conductance
1. રૂપરેખાંકન 2. રૂપરેખા,configuration
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,conformity
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,confounding
જોડાણ,conjugation
1. એડિટિવ 2. કનેક્ટિવ,connective
રક્ષણ,conservation
એકીકરણ,consolidation
1. ઘટક 2. ઘટકો,constituents
ઉપભોક્તા,consumer
વપરાશ,consumption
દૂષણ,contamination
સમોચ્ચ વાવેતર,contour planting
સમોચ્ચ રેખા,contour
1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ,contract farming
નિયંત્રિત વાતાવરણીય સંગ્રહ,controlled storage
સહકારી બેંક,co-operative bank
સહકારી મંડળીના સભ્ય,cooperator
ગુલમાવન,coppice
ક્યુબ્ડ,corm
1. દાલપુંજ 2. કોરોલા,corolla
1. કોર્ટેક્સ 2. કોર્ટેક્સ,cortex
ખર્ચ,cost
કોટિલેડોન,cotyledon (seed)
ક્રેડિટ કમિટી,credit society
1. ધિરાણ 2. ક્રેડિટ,credit
1. શાહુકાર 2. લેણદાર,creditor
1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર,crest
પાછું ખેંચવું,crinkle
સમસ્યા,crisis
પરીક્ષણ,criterion
જટિલ,critical
પાક વીમો,crop insurance
પાક લોન,crop loan
1. પાક 2. પાક,crop
ખેતી વિસ્તાર,cropping area
ક્રોસ અસંગત,cross-incompatible
1. તાજ 2. શિખર (છોડ),crown (plant)
નરમ કણો,crumb
પોપડો,crust
1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ,cryptogam
કાપણી (ફળ),cull (fruits)
પેન,culm
કલ્ટીવાર વિવિધ,cultivar
1. ટ્રેક્શન 2. ખેતી 3. ખેતી,cultivation
1. ખેડૂત 2. ખેડૂત,cultivator
1. ખેતી 2. ખેતી 3. ઉછેર,culture
1.સંસાધન 2.તૈયારી,curing
1.કુંતલન 2.કુંચોન,curling
મુદ્રા,currency
1. બાહ્ય ત્વચા 2. ક્યુટિકલ,cuticle
1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ,cutting
1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ,cyst
સાયટોક્રોમ,cytochrome
કોષ જોડાણ,cytogamy
સેલ પ્રજનન,cytogenesis
સેલ જીનેટિક્સ,cytogenetics
સાયટોપ્લાઝમિક વિભાજન,cytokinesis
સેલ બાયોલોજી,cytology
સેલ લિસિસ,cytolysis
1. સાયટોમેર 2. કોષ વિભાજન,cytomere
સાયટોપ્લાઝમ,cytoplasm
1. ડેરી 2. ડેરી,dairy
ડેરી ઉદ્યોગ,dairying
1. ડેમ 2. સંવર્ધક,dam
ડે એબ્સોલ્યુટ પ્લાન્ટ,day-neutral
ફૂલો પછીનો દિવસ,days after flowering
સંપૂર્ણ ફૂલો પછીનો દિવસ,days after full bloom
બિનકાર્યક્ષમતા,deblossoming
decalcification,decalcification
1. ડિસ્લોજ 2. ડિસ્લોજ,decant
સડો,decay
પાનખર,deciduous
1. દશાંશ 2. દશાંશ,decimal
હીનતા,deficiency
અનુરાન (માટી),deflocculation (soil)
વિપુષ્પન,defloration
બિલિંગ,defoliation
વનનાબૂદી,deforestation
અપમાન,degeneration
અધોગતિ,degradation
ભાગ દિવસ,degree days
1. જથ્થો 2. ભાગ,degree
અવક્ષય,dehiscence
કુશ્કી દૂર કરવી,dehulling
કુશ્કી દૂર કરવી,dehusking
નિર્જલીકરણ,dehydration
નિર્જળ,dehydrator
માંગ,demand
1. વિકૃતિકરણ 2. ગુણાકાર,denaturation
નિંદા,denudation
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),deposit
જમા,deposition
1. અવમૂલ્યન 2. અવમૂલ્યન,depreciation
ડિસેલિનેશન,desalinization
1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ,desiccation
1. ડિઝાઇન 2. ડિઝાઇન,design
સુકા,dessicator
કર્નલ દૂર કરવું,destoning
ડી-ઇન્ટરકલેશન,desuckering
જોડાણ,desynapsis
1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ,detassel
બલ્લાર અથવા કુંદન કટીંગ,detasseling
નિર્ધારક,determinant
અવમૂલ્યન,devaluation
ડી-વનસ્પતિ,devegetation
વિચલન,deviation
ડબલ,diad
નિદાન,diagnosis
વિવિધ પરિપક્વતા,dichogamy
વિભાજન,dichotomy
1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ),dicotyledon (seed)
પીઠનો રોગ,die back (disease)
1. પ્રસરણ 2. પ્રસરણ,diffusion
પાચનક્ષમતા,digestibility
દ્વિસંકર,dihybrid
1. ડેમ 2. ડ્રેઇન 3. કુટુંબ,dike (dyke)
અલ્પ,dilute
1. મોનોગેમસ 2. મોનોગેમસ,dioecious
ડિપ્લોઇડ,diploid
1. ડિપ્લોઇડ 2. ડિપ્લોઇડ,diploid
દ્વિધ્રુવ,diplonema
1. નિષ્કર્ષણ 2. બડ દૂર કરવું,disbudding
1. હળ ખેડવું 2. કાંતવું,discing
ડિસ્કાઉન્ટ,discount
જીવાણુ નાશકક્રિયા,disinfection
1. વિખેરવું 2. છૂટાછવાયા,dispersion
1.સ્કેટરિંગ 2.વિવિધતા,dissemination
વૈવિધ્યકરણ,diversification
વૈવિધ્યસભર કૃષિ,diversified farming
ડીએનએ પગલું,DNA Ladder
ડીએનએ રીસીવર,DNA receptor
ગોદી ભાડે,dockage
અસરકારક,dominant
નિષ્ક્રિયતા,dormancy
1. જથ્થો 2. માત્રા 3. માત્રા,dose
ડબલ સિગ્મોઇડ વળાંક,douole sigmoid curve
1. ગસ્ટ 2. સ્ટ્રેચ,draft (draught)
1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ,drain
ડ્રેનેજ,drainage
ટ્રેક્શન,draw
1. દવા આપો 2. ભીંજાવો,drenching
સૌંદર્ય પ્રસાધનો (બીજ),dressing (seed)
1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર,drill (n.)
1. છિદ્ર 2. કવાયત 3. કવાયત,drilling (ag. engg)
1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું,drilling (agronomy)
ટપક સિંચાઈ,drip irrigation
સૂકી ખેતી,dryland farming
1.ધૂળ 2.બુકની,dust
1. ડસ્ટર 2. સ્કેટરર,duster
છંટકાવ કરવા માટે,dusting
1. વામન 2. વામન,dwarf
વામન પિરામિડ,dwarf pyramid
વામિની ભવન,dwarfing
ઇકોલોજી,ecology
અર્થશાસ્ત્ર,econometrics
આર્થિક કાર્યક્ષમતા,economic efficiency
પરિસ્થિતિગત પ્રકાર,ecotype
વધારાનું સ્તરીકરણ,ectotrophic
નરમ,edaphic
માટી વિજ્ઞાન,edaphology
1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર,edging
ખોરાકનો ભાગ,edible part
માંગની સ્થિતિસ્થાપકતા,elasticity of demand
ઉત્પાદન સ્થિતિસ્થાપકતા,elasticity of production
વિદ્યુત વિચ્છેદન-વિશ્લેષણ,electrolysis
ઇલેક્ટ્રોફોરેસિસ,electrophoresis
બાષ્પીભવન,eluviation
1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર,emasculator
1. વિયર બંડી 2. સ્ટ્રોબંદી,embanking
ગર્ભ,embryo
1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર,embryology
1. બહાર નીકળો 2. બહાર નીકળો,emergence
ઇમલ્સિફાયર,emulsifier
અંતર્જાત,endogenous
આંતર-બિંદુ વિભાગ,endomitosis
આંતર-પરજીવી,endoparasite
એન્ડોસ્પર્મ,endosperm
એન્ટરપ્રાઇઝ,enterprise
કીટશાસ્ત્ર,entomology
પર્યાવરણ,environment
1. એન્ઝાઇમ 2. એન્ઝાઇમ,enzyme
ક્લસ્ટર કલમ બનાવવી,epicotyl grafting
1. એપિફાઇટ 2. એપિફાઇટ,epiphyte
ઇક્વિટી,equity
નાબૂદી,eradication
આવશ્યક પોષક તત્વો,essential nutrients
1. માપન 2. જમ્પ 3. આકારણી,estimation
સુંદરતા,etiolation
સુજનનિક,eugenic
મૂલ્યાંકન,evaluation
વરાળ માપક,evaporimeter
બાષ્પીભવન,evapo-transpiration
શાશ્વત ક્રાંતિ,evergreen revolution
1. સદાબહાર 2. સદાબહાર,evergreen
વિકાસ,evolution
કાપી નાખવું,excise
પરિક્ષય (ફર્ટિલિટી),exhaustion (fertility)
શોષણ,exploitation
1. અન્વેષણ 2. અન્વેષણ,exploration
1. ઉત્સર્જન 2. ઉત્સર્જન,extrusion
આંખ,eye (sugarcane/potato)
1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન,factor
પરિબળ ઉત્પાદકતા,factor productivity
વેપારીનું ડિસ્કાઉન્ટ,factorage
ફેક્ટોરિયલ બ્લોક ડિઝાઇન,factorial block design
વૈકલ્પિક,facultative
1. પટ્ટી 2. પાલિહાર,fallow
સ્થૂળ,family
ક્ષેત્ર મૂલ્યાંકન,farm appraisal
ફાર્મ બજેટિંગ,farm budgeting
કૃષિ વ્યવસાય,farm business
ક્ષેત્ર આયોજન,farm planning
1. ખેડૂત 2. ખેડૂત,farmer
1. ખેતી 2. ખેતી,farming
અથડામણ,fasciation
બહુવિધ સંવર્ધન,fecundation
આથો,fermentation
ફળદ્રુપતા,fertility
ખાતર,fertilizer
ખાતર ઉપયોગ કાર્યક્ષમતા,fertilizer use efficiency
તંતુમય,fibrous
1. ફાર્મ 2. વિસ્તાર 3. સ્થાન,field
માટી પાણી હોલ્ડિંગ,field capacity
ક્ષેત્ર પ્રદર્શન,field demonstration
1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન,fixation
1. પાણી ભરવું 2. ગર્ભાધાન,flooding
પ્રવાહ રેખાકૃતિ,flow diagram
ખોરાક મૂલ્ય,food value
ચારો,forage (fodder)
આગાહી,forecasting
વન,forest
વનીકરણ,forestation
1. તડપાર્ન 2. ફોર્મ,frond
હિમ પ્રતિરોધક,frost resistant
1. પાલા 2. બ્લાઈટ,frost
1. સ્થિર 2. સ્થિર,frozen (fruit & vegetable)
કાર્ય,fructification
1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ,fruit drop
ફળ બની જાય છે,fruit -set (fruit setting)
1. ધૂણી 2. ધૂણી,fumigation
ફૂગનાશક,fungicide
ફૂગપ્રતિરોધી,fungistatic
ફૂગ,fungus
1. ખુદ 2. સીતા,furow
1. ફ્યુઝન 2. ફ્યુઝન,fusion
કપાસ ઉન,fuzz
રુવાંટીવાળું,fuzzy
1. ઝાડનું અલ્સર 2. પિટિકા,gall (Hort)
1. ગેમેટ્સ 2. ગેમેટ્સ,gamete
1. બગીચો 2. બગીચો,garden
1. પંસલ 2. હાઇડ્રોમીટર,gauge (water)
જનીન સંગ્રહ,gene bank
જીન ટેગોન,gene tagging
વંશાવળી,geneology
જનીન નકશો,genetic map
જીનેટિક્સ,genetics
1. જીનોમ 2. સંગેન,genome
સંજીની કલેક્શન,genomic library
જીનોમિક્સ,genomics
જીનોટાઇપ,genotype
1. જનીન માળખું 2. જનીન પ્રકાર,genotype
લિનેજ,genus
1. જીનસ 2. વંશ,genus
1. જીવાણુ 2. જીવાણુ,germ
જીવાણુનાશક,germicide
અંકુરણ,germination
1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ,germplasm
ગીબેરેલિક એસિડ,gibberellic acid
ઉગાડવું,ginning
ટશ,glume
1. ગ્લુટેન 2. ખાઉધરાપણું,glutinous
ગ્લાયકોલિસિસ,glycolysis
સરસ,gneiss
સુવર્ણ ક્રાંતિ,golden revolution
1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ,grading
1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ,grafted plant
પેન અસંગત,graft-incompatible
ગ્રેના,granna
દાણાદાર,granulation
લીલું ખાતર,green manure
હરિયાળી ક્રાંતિ,green revolution
વૃદ્ધિ અને વિકાસ,growth and development
1. ગમ રોગ,gummosis
વિષમલિંગી,gynodioecious
1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ,habit
1. ઓલા 2. કરકપાટ 3. કાર્કા,hail
રોમિલવોચ,hairyvetch
ખારા ફોલ્લો,halophyte
હેરો,harrow
1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ,harvest index
1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ,harvest
1. તોડવું 2. લણણી 3. તોડવું,harvesting
1. એગ લેઇંગ 2. એગ ફોર્સ,hatch
સૂકું ઘાસ,hay
શુષ્ક ફીડ,haylage
ગંજી,haystock
ઝાકળ,haze
ધૂંધળું,hazy
1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા,head (Agro)
ખાંચનો અંત,head (of channel)
ટોચ કાપણી,heading back
વાડ,hedge
કસ્ટડીમાં,hedging
કુંડલિની,helix
હેમેટાઇટ,hematite
1. ઔષધિ 2. ઔષધિ,herb
1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ,herbarium
હર્બિસાઇડ,herbicide
