Gujarati,Odiya
હવા નાડી,ବାୟୁ ନାଡ
"વાતાવરણ, ગેસોસ્ફિયર","ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |"
ફોકસ સિસ્ટમ,ଫୋକସ୍ ସିଷ୍ଟମ୍ |
પાછળની ઇગ્નીશન,ପଛ ଇଗ୍ନିସନ୍ |
પાછળનો પ્રકાશ,ପଛ ଆଲୋକ
ઉશ્કેરાટ,ସଂକଟ
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |"
અસરગ્રસ્ત સમય,ସମୟ ପ୍ରଭାବିତ |
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ"
સમયની અસર,ସମୟ ପ୍ରଭାବ
સમય અસર પરીક્ષણ,ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା
ગુરુત્વાકર્ષણ રહિત,ମାଧ୍ୟାକର୍ଷଣ |
સમાધાન,ପୁନ iliation ନିର୍ମାଣ
"એરબોર્ન રડાર, એરિયલ રડાર","ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |"
હવા શ્વસન કરનાર,ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା
એર કન્ડીશનીંગ,ଶୀତତାପ ନିୟନ୍ତ୍ରଣ
એરક્રુ ટ્રાન્સફોર્મર,ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |
વિમાન,ବିମାନ
ગોઠવણી,ଶ୍ରେଣୀବଦ୍ଧତା |
સંરેખણ ભૂલ,ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |
જીવંત સર્કિટ,ଲାଇଭ୍ ସର୍କିଟ୍ |
સંપૂર્ણ કાચની નળી,ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |
આખી મેટલ ટ્યુબ,ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |
ઠીક,ଠିକ କରିବା ପାଇଁ
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
મિશ્રત્વ,ମିଶ୍ର
સર્વવ્યાપક માધ્યમ,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
ઓમ્ની એન્ટેના,omni ଆଣ୍ଟେନା |
પંચાંગ,ଆଲମାନାକ |
આલ્ફા,ଆଲଫା
આલ્ફા-પ્રવૃત્તિ,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
આલ્ફાન્યૂમેરિક,ବର୍ଣ୍ଣମାଳା
આલ્ફા કિરણ,ଆଲଫା ରଶ୍ମି |
બદલો,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"વૈકલ્પિક, વૈકલ્પિક","ବିକଳ୍ପ, ବିକଳ୍ପ"
વૈકલ્પિક,ବିକଳ୍ପ
અલ્ટિમીટર,ଉଚ୍ଚତା
અલ્ટિમીટર,ଉଚ୍ଚତା
અલ્ટાઇમટ્રી,ଉଚ୍ଚତା
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
અંકગણિત તર્ક એકમ (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
amaget નિયમ,amaget ନିୟମ |
પર્યાવરણ,ପରିବେଶ
એમીક્રોન,ଆମିକ୍ରନ୍ |
એમીટર,ଆମ୍ମିଟର
એમ્પીયર,ଆମ୍ପେର୍
એમ્પીયર કાયદો,ampere-law
ઉભયજીવી આયન,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
એમ્પ્લીફિકેશન,ବୃଦ୍ଧି
એમ્પ્લીફાયર,ଏମ୍ପ୍ଲିଫାୟର୍
"કોણ, પરિમાણ","କୋଣ, ପରିମାପ"
a એમ. યુ. (અણુ સમૂહ એકમ),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
સુસંગત,ସୁସଙ୍ଗତ
સામ્યતા,ଅନୁରୂପ
વિશ્લેષક,ବିଶ୍ଳେଷକ |
વિશ્લેષણ,ବିଶ୍ଳେଷଣ |
વિશ્લેષણાત્મક,ବିଶ୍ଳେଷଣାତ୍ମକ |
બિન-બિંદુ,ଅଣ-ବିନ୍ଦୁ |
વિસંગત,ଅସନ୍ତୁଷ୍ଟ |
અને દરવાજો,ଏବଂ ଦ୍ୱାର
બિન-એકોસ્ટિક,ଅଣ-ଆକାଶବାଣୀ |
વિસંગત સ્થિતિસ્થાપકતા,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
નિર્જળ,ଆନ୍ହାଇଡ୍ରସ୍
કોણ,କୋଣ
એંગસ્ટ્રોમ એકમ,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
કોણીય,କୋଣାର୍କ |
પ્રોટ્રેક્ટર વેર્નિયર,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
વિવાદાસ્પદ,ବିବାଦୀୟ |
આદરહીન,ସମ୍ମାନଜନକ |
વર્ણહીન ચુંબકીયકરણ,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
ઢીલું,ଅଳସୁଆ |
anion,ଆୟନ
અસમપ્રમાણ,ଅସୀମିତ |
આઇસોટ્રોપિક,ଆଇସୋଟ୍ରୋପିକ୍ |
આઇસોટ્રોપિઝમ,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
કાઢી નાખવું,ବିଲୋପ
કાવતરાખોરો,ଷଡଯନ୍ତ୍ରକାରୀ
એનોડ,anode
એનોડાઇઝેશન,ଆନାଡାଇଜେସନ୍ |
અસંગત,ଅସଙ୍ଗତ
ઓપ્ટિકલ સિસ્ટમ,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
એન્ટેના,ଆଣ୍ଟେନା |
એન્ટિબેરિયન,ଆଣ୍ଟିବାୟର୍
વિરોધી બંધન ગુણધર્મો,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
કાઉન્ટર બોન્ડ,କାଉଣ୍ଟର ବଣ୍ଡ |
વિપરીત શક્તિ,ଓଲଟା ଶକ୍ତି |
ડાયમેગ્નેટિક,ଡାଇମାଗ୍ନେଟିକ୍ |
ડાયમેગ્નેટિક સામગ્રી,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
બળતરા વિરોધી,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
એન્ટિગ્રેવિટી,ଆଣ୍ଟିଗ୍ରାଭିଟି
એન્ટિલામડા કણ,ଆଣ୍ଟିଲାମଡା କଣିକା |
એલેપ્ટન,ଆଲେଲେପଟନ୍ |
ડાયમેગ્નેટિક,ଡାଇମାଗ୍ନେଟିକ୍ |
એન્ટિમેટર,ଆଣ୍ଟିମାଟର୍ |
વિરોધી મિસાઇલ,ଆଣ୍ଟି ମିସାଇଲ୍
એન્ટિન્યુટ્રોન,ଆଣ୍ଟିନାଟ୍ରନ୍ |
ધબકતું,ପଲସିଂ
એન્ટિન્યુક્લિયોન,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
એન્ટિપાર્ટિકલ,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
એન્ટિપ્રોટોન,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
પ્રતિબિંબ વિરોધી,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
અસમપ્રમાણ,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
નોન રિકરિંગ,ପୁନରାବୃତ୍ତି ନୁହେଁ |
અનાક્રોનિઝમ,ଆନାକ୍ରୋନିଜିମ୍ |
છિદ્રિત સ્કેનિંગ ડિસ્ક,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
દ્વારક,ଦ୍ୱାରକ
"ટોચ, ટોચ, આગળ","ଉପର, ଉପର, ଆଗ"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
ઉદાસીન ફીત,ଉଦାସୀନ ଲେସ୍ |
બિન-દયનીય,ଅଣ-ଦୁ hetic ଖଦାୟକ |
બિન-વિકલાંગતા,ଅକ୍ଷମତା |
ખૂબ વર્ણહીન,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"જમીન-ઊંચી, apogee","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"બિનધ્રુવીય, ગોળાકાર","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
પેરાપોલરીટી,ପାରାପୋଲାରିଟି |
ઉપકરણ,ଉପକରଣ
"વર્ચ્યુઅલ, વિઝ્યુઅલ","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
દૃશ્યમાન સૂર્ય,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
દ્રશ્ય સમય,ଭିଜୁଆଲ୍ ସମୟ |
ઉભરતો દેખાવ,ଉଦୀୟମାନ ରୂପ
અરજી,ଆବେଦନ
લાગુ પડવાની ક્ષમતા,ପ୍ରଯୁଜ୍ୟତା |
લાગુ,ପ୍ରୟୋଗ ହୋଇଛି |
અવલોકનક્ષમ,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
અભિગમ,ଉପାୟ
"નજીક, આશરે","ପାଖାପାଖି, ପାଖାପାଖି"
અંદાજ,ଆନୁମାନିକତା
બાષ્પ દબાણ,ବାଷ୍ପ ଚାପ
સ્વૈચ્છિક,ସ୍ବେଚ୍ଛାକୃତ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
આર્કિમિડીઝનો કાયદો,ଆର୍କିମିଡିସ୍ ନିୟମ |
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
ચાપ દીવો,ଆର୍କ ଦୀପ
આર્ક-સ્પેક્ટ્રમ,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"વિસ્તાર, વિસ્તાર","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"પ્રાદેશિક, પ્રાદેશિક","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"હાથ, હાથ, શાખા","ବାହୁ, ବାହୁ, ଶାଖା |"
કલાપ્રેમી,ଶ୍ରଦ୍ଧାଳୁ
"એરે, એરે","ଆରେ, ଆରେ"
રીસીવર,ରସିଦ
ઉચ્ચાર સ્પષ્ટતા,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
કૃત્રિમ,ସିନ୍ଥେଟିକ୍ |
કૃત્રિમ ટ્રાન્સમ્યુટેશન,କୃତ୍ରିମ ସଂକ୍ରମଣ
ચડતા,ଆରୋହଣ
ચઢાણ,ଆରୋହଣ
ચડવું,ଆରୋହଣ
અગોલી,ଆଗୋଲି
એકત્રીકરણ,ଏକୀକରଣ
નો સમૂહ,ର ସେଟ୍
"એસેમ્બલીંગ, એસેમ્બલીંગ","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
ચોકસાઇ અંદાજ,ସଠିକତା ଆକଳନ
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"સંબંધિત, સહયોગી, જોડાણ","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
સ્વર અવાજ,ସ୍ ow ର ଶବ୍ଦ
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
અસ્થેનિક,asthenic
"ત્યાગ, અસ્પષ્ટતા","ନିବୃତ୍ତତା, astigmatism |"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
એસ્ટ્રોફિઝિક્સ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
અવકાશયાત્રી,ମହାକାଶଚାରୀ
ખગોળશાસ્ત્રી,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
આકાશી,ସ୍ୱର୍ଗୀୟ
ખગોળશાસ્ત્ર,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
એસ્ટ્રોફિઝિક્સ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
અસમપ્રમાણ,ଅସୀମିତ |
એસિમ્પટોટિક,ଅସ୍ମିପଟୋଟିକ୍ |
ઉત્તેજક,ବୃଦ୍ଧି
અસુમેળ,ଅସନ୍ତୁଳିତ |
"વાતાવરણ, વાતાવરણ","ପରିବେଶ, ପରିବେଶ"
વાતાવરણીય,ବାୟୁମଣ୍ଡଳ
પવનની અશાંતિ,ପବନ ଅଶାନ୍ତି |
પરમાણુ,ପରମାଣୁ
અણુ,ପରମାଣୁ
પરમાણુ,ପରମାଣୁ
પરમાણુ સમૂહ,ଆଣବିକ ମାସ
અણુ સંખ્યા,ପରମାଣୁ ସଂଖ୍ୟା
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
અણુ,ପରମାଣୁ
કણ,କଣିକା
કણ,କଣିକା
એટેન્યુએશન,ଆଘାତ
"હળવું કરવું, હળવું કરવું","ଆଘାତ, ଆଘାତ"
વશીકરણ,ଚମତ୍କାର |
આકર્ષણનું બળ,ଆକର୍ଷଣର ଶକ୍ତି |
શ્રાવ્યતા,ଶ୍ରବଣତା |
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
સાંભળી શકાય તેવું,ଶ୍ରବଣଯୋଗ୍ୟ |
ઓડિયો જનરેટર,ଅଡିଓ ଜେନେରେଟର
શ્રાવ્ય ગ્રાફ,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
સુનાવણી વિજ્ઞાન,ବିଜ୍ଞାନ ଶୁଣିବା |
ઓડિયોમીટર,ଅଡିଓମିଟର |
શ્રાવ્ય આવર્તન ઓસિલેટર,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ધ્વનિ સંકેત,ଶବ୍ଦ ସଙ୍କେତ
દ્રશ્ય-શ્રાવ્ય,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"ઓડિટોરિયમ, ઓડિટોરિયમ","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
ઓઝેડ અસર,OZ ପ୍ରଭାବ
પ્રમોશન,ପଦୋନ୍ନତି
વધારનાર,ଉନ୍ନତିକାରୀ
ધ્રુવીય જ્યોત,ପୋଲାର ଅଗ୍ନି
દક્ષિણ ધ્રુવીય જ્યોત,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
ઉત્તર ધ્રુવીય જ્યોત,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
આપોઆપ ચેતવણી,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
ઓટો પેરેલલાઈઝર,ଅଟୋ ସମାନ୍ତରାଳ
"આપોઆપ, આપોઆપ, આપોઆપ","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"ઓટોમેશન, ઓટોમેશન","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"સહાયક, સહકારી, વધારાનું","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"અવડાવ, હિમપ્રપાત","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"સરેરાશ, સરેરાશ","ଅର୍ଥ, ଅର୍ଥ"
પરિવાર,parivaran
અક્ષીય,ଅକ୍ଷୀୟ |
ધરી,ଅକ୍ଷ
અઝીમથ,ଆଜିମ୍ୟୁଥ୍
અઝીમથ,ଆଜିମ୍ୟୁଥ୍
પાછા,ପଛକୁ
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"પછાત, પછાત","ପଛକୁ, ପଛକୁ"
ટર્નઅરાઉન્ડ,ବୁଲି ପଡ
બેક વોલ્ટેજ પલ્સર,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
સંબંધ પછી,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
વળતર,ପରିଶୋଧ
વિરોધી વોલ્ટેજ,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
પશ્ચાદવર્તી સ્કેટરિંગ,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
ઇન્ટર્સ્ટિશલ તરંગ,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
ઇન્સ્યુલેટર,ଇନସୁଲେଟର
પેરાશૂટ જમ્પ,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
ગરમી,ଗରମ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
બેલેન્સર,ବାଲାନ୍ସର୍
સંતુલન,ସନ୍ତୁଳନ
ગ્લોબ્યુલ,ଗ୍ଲୋବୁଲ୍
"બેલિસ્ટિક, બેલિસ્ટિક","ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
મિસાઇલ,କ୍ଷେପଣାସ୍ତ୍ର
"બેલિસ્ટિક્સ, હથિયાર","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
પ્રક્ષેપણ,ପ୍ରୋଜେକସନ
મફત માર્ગ,ମାଗଣା ପଥ
"બલૂન, બલૂન","ବେଲୁନ୍, ବେଲୁନ୍ |"
બાલ્મર બંધ,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
"બેન્ડ, બેન્ડ, બેન્ડ","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
વિસ્ફોટ,ବିସ୍ଫୋରଣ
"એરે, બીમ, કિનારો, બેંક, કિનારો","ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |"
બાર્ડીન સિદ્ધાંત,ବାର୍ଡେନ୍ ନୀତି |
barkhausen અસર,ବାର୍କହାଉନ୍ ପ୍ରଭାବ |
બાર્લો ચક્ર,ବାର୍ଲୋ ଚକ୍ର |
બાર ચુંબક,ବାର୍ ଚୁମ୍ବକ
કોઠાર,ଭଣ୍ଡାର
હવાનું દબાણ ગ્રાફ,ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |
"બેરોગ્રાફ, બેરોગ્રાફ","ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |"
બેરોમીટર,ବାରୋମିଟର |
