Kannada,Tamil
ಡೇಟಾ ಬೇಸ್ ನಿರ್ವಹಣೆಯನ್ನು ಪ್ರವೇಶಿಸಿ,தரவு அடிப்படை நிர்வாகத்தை அணுகவும்
ಪ್ರವೇಶ ಪರಿಸರ,அணுகல் சூழல்
ಪ್ರವೇಶದ ಅಂತರ,அணுகல் இடைவெளி
ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ,அணுகல் அட்டவணை
ಪ್ರವೇಶ,அணுகல் வரி
ಪ್ರವೇಶ ಕಾರ್ಯ,அணுகல் பொறிமுறை
ಪ್ರವೇಶ ವಿಧಾನ,அணுகல் முறை
ಪ್ರವೇಶ ವಿಧಾನ ದಿನಚರಿ,அணுகல் முறை வழக்கமான
ಪ್ರವೇಶ ಕ್ರಮ,அணுகல் பயன்முறை
ಪ್ರವೇಶ ಬಲ,அணுகல் உரிமை
ಪ್ರವೇಶ ಸ್ಕ್ಯಾನ್,அணுகல் ஸ்கேன்
ಪ್ರವೇಶ ಸಮಯ,அணுகல் நேரம்
ಲೆಕ್ಕಪತ್ರ,கணக்கியல்
ಲೆಕ್ಕಪರಿಶೋಧನಾ ವ್ಯವಸ್ಥೆ,கணக்கியல் நிதி அமைப்பு
ಅಕೌಂಟಿಂಗ್ ಯಂತ್ರ,கணக்கியல் இயந்திரம்
ಖಾತೆ ಸಂಖ್ಯೆ,கணக்கு எண்
ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವವರನ್ನು ಸಂಗ್ರಹಿಸುವುದು,திரட்டுதல் இனப்பெருக்கம்
ಸಂಗ್ರಹಣೆದಾರ,குவிப்பான்
ಸಂಚಯಕ ನೋಂದಣಿ,குவிப்பான் பதிவு
ಸಂಚಯಕ ಶಿಫ್ಟ್ ಸೂಚನೆ,திரட்டல் ஷிப்ட் வழிமுறை
ನಿಖರತೆ,துல்லியம்
ನಿಖರತೆ ನಿಯಂತ್ರಣ ಪಾತ್ರ,துல்லியம் கட்டுப்பாட்டு தன்மை
ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ,துல்லியம் கட்டுப்பாட்டு அமைப்பு
ಏಸ್ ಪೈಲಟ್,ஏஸ் பைலட்
ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ,தன்மையை ஒப்புக் கொள்ளுங்கள்
ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್,ஒலி கப்ளர்
ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ,ஒலி இணைப்பு
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,ஒலி தாமத வரி
ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ,ஒலி நினைவகம்
ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್,ஒலி மோடம்
ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ,ஒலி சமிக்ஞை
ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ,ஒலி சேமிப்பு
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,சுருக்கம்
ಕ್ರಿಯಾಶೀಲತೆ,செயல்
ಕ್ರಿಯಾಶೀಲತೆ,செயல் சுழற்சி
ಕ್ರಿಯಾಶೀಲ ರೇಖೆ,செயல் வரி
ಕ್ರಿಯಾಶೀಲ,செயல் செய்தி
ಕ್ರಿಯಾಶೀಲತೆ,செயல் விவரக்குறிப்பு
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,செயல்படுத்தல்
ಸಕ್ರಿಯ,செயலில்
ಸಕ್ರಿಯ ಫೈಲ್,செயலில் உள்ள கோப்பு
ಸಕ್ರಿಯ ರೇಖೆ,செயலில் வரி
ಸಕ್ರಿಯ ಲಿಂಕ್,செயலில் இணைப்பு
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್,செயலில் உள்ள முதன்மை கோப்பு
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ,செயலில் உள்ள முதன்மை உருப்படி
ಸಕ್ರಿಯ ಉಪಗ್ರಹ,செயலில் உள்ள செயற்கைக்கோள்
ಸಕ್ರಿಯ ನಿಲ್ದಾಣ,செயலில் நிலையம்
ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ,செயலில் சேமிப்பு
ಚಟುವಟಿಕೆ,செயல்பாடு
ಚಟುವಟಿಕೆ ಮಟ್ಟ,செயல்பாட்டு நிலை
ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್,செயல்பாடு ஏற்றுதல்
ಚಟುವಟಿಕೆ ಅನುಪಾತ,செயல்பாட்டு விகிதம்
ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ),உண்மையான முகவரி (= முழுமையான முகவரி)
ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್),உண்மையான குறியீடு (= முழுமையான குறியீடு)
ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ,உண்மையான தரவு பரிமாற்ற வீதம்
ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು,உண்மையான தசம புள்ளி
ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ),உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்)
ವಾಸ್ತವಿಕ ಕೀ,உண்மையான விசை
ವಾಸ್ತವಿಕ ಸಮಯ,உண்மையான நேரம்
ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ,உண்மையான வேலை நேரம்
ಸಂಕೇತ,செயல்பாட்டு சமிக்ஞை
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,தகவமைப்பு
ಅಳವಡಗಾರ,பின்னல்
ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ,தகவமைப்பு சேனல் ஒதுக்கீடு
ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ,தகவமைப்பு ஒருங்கிணைப்பு
ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್,தகவமைப்பு குறுக்குவெட்டு சமநிலை
ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ,நுழைவு சேர்க்கப்பட்டது
ಸೇರಿಸು,கூடுதல்
ಸೇರಿಸುವವನು,அடி
ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್,சேர்க்கை துணைப்பிரிவு
ಕಡತವನ್ನು ಸೇರಿಸು,கோப்பைச் சேர்க்கவும்
ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ),கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್,கூடுதலாக ரெக்கார்டர்
ಸೇರ್ಪಡೆ ಮೇಜು,கூடுதலாக அட்டவணை
ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ,சேர்க்கை பண்புக்கூறு
ಮೋಡ್ ಸೇರಿಸಿ,பயன்முறையைச் சேர்க்கவும்
ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ,செயல்பாட்டைச் சேர்க்கவும்
ಭಾಷಣ,முகவரி
ವಿಳಾಸದ ಅಳತೆ,முகவரி அளவீடு
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ,முகவரியிடக்கூடிய கிடைமட்ட நிலை
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು,முகவரிக்குரிய புள்ளி
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ,முகவரி செய்யக்கூடிய நிலை
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್,முகவரிக்குரிய பதிவு
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ,முகவரியிடக்கூடிய சேமிப்பு
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ,முகவரியிடக்கூடிய செங்குத்து நிலை
ವಿಳಾಸ ಬಸ್,முகவரி பஸ்
ವಿಳಾಸ ಕೋಡ್,முகவரி குறியீடு
ವಿಳಾಸ ಹೋಲಿಕೆದಾರ,முகவரி ஒப்பீட்டாளர்
ವಿಳಾಸ ಗಣನೆ,முகவரி கணக்கீடு
ವಿಳಾಸ ಸ್ಥಿರ,முகவரி மாறிலி
ವಿಳಾಸ ಪರಿವರ್ತನೆ,முகவரி மாற்றம்
ವಿಳಾಸ ಡೇಟಾ,முகவரி தரவு
ವಿಳಾಸ ಮೆಮೊರಿ,உரையாற்றப்பட்ட நினைவகம்
ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ,முகவரி பயனுள்ளதாக இருக்கும்
ವಿಳಾಸ ಕ್ಷೇತ್ರ,முகவரி புலம்
ವಿಳಾಸ ಸ್ವರೂಪ,முகவரி வடிவம்
ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ,முகவரி இலவச நிரல்
ಸಂಬೋಧಿಸುವುದು,முகவரி
ಸಂಬೋಧಿಸುವುದು  ಪಾತ್ರ,முகவரி  எழுத்து
ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,குறுக்கீடு
ವಿಳಾಸ ಲೂಪ್,முகவரி லூப்
ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್,முகவரி ஒன்றோடொன்று
ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
ವಿಳಾಸ ಸಾಲು,முகவரி வரி
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,முகவரி மேப்பிங்
ವಿಳಾಸ ಗುರುತು,முகவரி குறி
ವಿಳಾಸ ಮಾರ್ಪಾಡು,முகவரி மாற்றம்
ವಿಳಾಸದ ಭಾಗ,முகவரி பகுதி
ವಿಳಾಸ ಪಾಯಿಂಟರ್,முகவரி சுட்டிக்காட்டி
ವಿಳಾಸ ನೋಂದಣಿ,முகவரி பதிவு
ವಿಳಾಸ ಸಂಕೇತ,முகவரி சமிக்ஞை
ವಿಳಾಸದ ಗಾತ್ರ,முகவரி அளவு
ವಿಳಾಸ ಸ್ಥಳ,முகவரி இடம்
ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ,முகவரி விண்வெளி அடையாளங்காட்டி
ವಿಳಾಸ ನಿಲುಗಡೆ,முகவரி நிறுத்தம்
ವಿಳಾಸ ಜಾಡಿನ,முகவரி சுவடு
ವಿಳಾಸ ಟ್ರ್ಯಾಕ್,முகவரி பாடல்
ವಿಳಾಸ ಅನುವಾದ,முகவரி மொழிபெயர்ப்பு
ವಿಳಾಸ ಅನುವಾದಕ,முகவரி மொழிபெயர்ப்பாளர்
ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ,கூடுதல் துணை நேரம்
ಸಮಯವನ್ನು ಸೇರಿಸಿ,நேரம் சேர்க்கவும்
ಪಕ್ಕದ,அடுத்துள்ள
ಪಕ್ಕದ ರಚನೆ,அருகிலுள்ள அமைப்பு
ಪಕ್ಕದ ಚಾನಲ್,அருகிலுள்ள சேனல்
ಪಕ್ಕದ ಡೊಮೇನ್,அருகிலுள்ள டொமைன்
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,அருகிலுள்ள மேட்ரிக்ஸ்
ಪಕ್ಕದ ನೋಡ್,அருகிலுள்ள முனை
ಪಕ್ಕದ ಸುಬೇರಿಯಾ,அருகிலுள்ள சப்ரியா
ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್),தொடை (அமைப்பு)
ಸರಿಹೊಂದಿಸು,சரிசெய்யவும்
ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ,சரிசெய்யக்கூடிய அளவு
ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ,உரை பயன்முறையை சரிசெய்யவும்
ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ,நிர்வாக தரவு செயலாக்கம்
ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ,நிர்வாக செயல்பாடு
ಆಡಳಿತಕಾರಕ,நிர்வாக ஆபரேட்டர்
ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ,நிர்வாக ஆபரேட்டர் நிலையம்
ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,நிர்வாக ஆதரவு அமைப்பு
ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ,மேம்பட்ட தொடர்பு சேவை
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,மேம்பட்ட தகவல் அமைப்பு
ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್,மேம்பட்ட அறிவியல் கணினி
ವೈಮಾನಿಕ,வான்வழி
ಒಟ್ಟು,மதிப்பீட்டு
ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ,மொத்த வெளிப்பாடு
ಗುರಿ ವೃತ್ತ,இலக்கு வட்டம்
ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ),இலக்கு புலம் (= இலக்கு சின்னம்)
ಗುರಿ ಚಿಹ್ನೆ,நோக்கம் சின்னம்
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,வான்வழி கணினி அமைப்பு
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ,இயற்கணித  ஒருங்கிணைப்பு
ಬೀಜಗಣಿತದ ಭಾಷೆ,இயற்கணித மொழி
ಬೀಜಗಣಿತದ ಕುಶಲ,இயற்கணித கையாளுதல்
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,இயற்கணித கையாளுதல் மொழி
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,இயற்கணித சார்ந்த மொழி
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,இயற்கணித மாற்றம்
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,இயற்கணித அடையாளம் மாநாடு
ಪಾಚಕ,அல்கோல்
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,அல்கோல் அம்சம்
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,அல்கோல் நிரலாக்க
ಅಲ್ಗಾರಿದಮ್,வழிமுறை
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,அல்காரிதம் துணை மொழி
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,வழிமுறை வகைப்பாடு
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,வழிமுறை சிக்கலானது
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,அல்காரிதம் கணக்கீடு
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,வழிமுறை பகுப்பாய்வு
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,வழிமுறை அணுகுமுறை
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,வழிமுறை மொழி
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,வழிமுறை வழக்கம்
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,வழிமுறை கோட்பாடு
ಅಲಿಯಾಸ್,மாற்றுப்பெயர்
ಅಲಿಯಾಸೆ,மாற்றுப்பெயர்ச்சி
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
ಜೋಡಣೆ,சீரமைப்பு
ನಿಯೋಜಿಸು,ஒதுக்கவும்
ಹಂಚಿಕೆ ರಚನೆ,ஒதுக்கீடு அமைப்பு
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,அனைத்து நோக்கம் கொண்ட கணினி
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,அகரவரிசை எழுத்து
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,அகரவரிசை எழுத்து தொகுப்பு
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,அகரவரிசை எழுத்து துணைக்குழு
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,அகரவரிசை குறியீடு
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,அகரவரிசை மாற்றம்
ವರ್ಣಮಾಲೆಯ ದಾರ,அகரவரிசை சரம்
ವರ್ಣಮಾಲೆ ಪದ,அகரவரிசை சொல்
ವರ್ಣಮಾಲೆ,அகரவரிசை
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,ஆல்பாஜோமெட்ரிக்ஸ்
ಆಲ್ಫಾಮನ,ஆல்பமெரிக்
ವರ್ಣಮಾಲೆಯ,ஆல்பமோசைக்
ವರ್ಣಮಾಲೆಯ,எண்ணெழுத்து
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,எண்ணெழுத்து விசைப்பலகை சாதனம்
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,எண்ணெழுத்து எழுத்து தொகுப்பு
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,எண்ணெழுத்து குறியீடு
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ,எண்ணெழுத்து தரவு
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ,எண்ணெழுத்து காட்சி சாதனம்
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ,எண்ணெழுத்து புலம்
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ,எண்ணெழுத்து அறிவுறுத்தல்
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್,எண்ணெழுத்து விசைப்பலகை
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ,எண்ணெழுத்து வகை
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ,எண்ணெழுத்து சேமிப்பு
ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ,மாற்றக்கூடிய நினைவகம்
ಬದಲಾವಣೆ ಸ್ವಿಚ್,மாற்ற சுவிட்ச்
ಬದಲಾಯಿಸುವ,மாற்றுதல்
ಬದಲಾದ ಮೋಡ್,மாற்று பயன்முறை
ಪರ್ಯಾಯ ಚೇತರಿಕೆ,மாற்று மீட்பு
ಪರ್ಯಾಯ ಮಾರ್ಗ,மாற்று பாதை
ಪರ್ಯಾಯ ರೂಟಿಂಗ್,மாற்று ரூட்டிங்
ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್,மாற்று பாதை
ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ),மாற்று (= அல்லது செயல்பாடு)
ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ,மாற்று பண்புக்கூறு
ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ),மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
ಅಸ್ಪಷ್ಟ ದೋಷ,தெளிவற்ற பிழை
ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ,தெளிவற்ற குறிப்பு
ಜರುಗೋಲು,அனலாக்ஸ்
ಅನಾಲಾಗ್,அனலாக் சேர்க்கை
ಅನಾನುಕೂಲ ಚಾನೆಲ್,அனலாக் சேனல்
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,அனலாக் கணினி
ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ,அனலாக் மாற்றி
ಅನಲಾಗ್ ಡೇಟಾ,அனலாக் தரவு
ಅನನುಕಿನ ವಿಭಾಜಕ,அனலாக் டிவைடர்
ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್,அனலாக் வசதி முனையம்
ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ,அனலாக் செயல்பாடு  ஜெனரேட்டர்
ಅನಲಾಗ್ ಏಕೀಕರಣ,அனலாக் ஒருங்கிணைப்பு
ಸೋಗು ಗುಣಕ,அனலாக் பெருக்கி
ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,அனலாக் நிரலாக்க
ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್,அனலாக் அளவிடுதல்
ಅನಾಲಾಗ್ ಸಂಕೇತ,அனலாக் சிக்னல்
ಸಿಮ್ಯುಲೇಶನ್,அனலாக் உருவகப்படுத்துதல்
ಅನಲಾಗ್ ಸ್ವಿಚ್,அனலாக் சுவிட்ச்
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,அனலாக் அமைப்பு
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ,டிஜிட்டலுக்கு அனலாக்  மாற்றி
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ,டிஜிட்டலுக்கு அனலாக்  குறியாக்கி
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,அனலாக் பரிமாற்றம்
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,அனலாக் வகை
ವಿಶ್ಲೇಷಣೆ,பகுப்பாய்வு தொகுதி
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,பகுப்பாய்வு முறை
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,பகுப்பாய்வு இயந்திரம்
ಪೂರ್ವಜರ ಕಾರ್ಯ,மூதாதையர் பணி
ಪೂರಳು ಉಪಕರಣಗಳು,துணை உபகரணங்கள்
ಮತ್ತು,மற்றும்
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,மற்றும் சுற்று
ಮತ್ತು ಅಂಶ,மற்றும் உறுப்பு
ಮತ್ತು ಗೇಟ್,மற்றும் வாயில்
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,மற்றும் மறைத்தல்
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,மற்றும் செயல்பாடு அல்ல (= விலக்கு
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,மற்றும் செயல்பாடு
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,இணைப்பு நினைவகம்
ಟಿಪ್ಪಣಿ,சிறுகுறி
ಮೊಳಕೆ,அறிவிப்பாளர்
ಮತ್ತೆ ಉತ್ತರಿಸಿ,பதில்
ಉತ್ತರ ವಿಳಂಬ,பதில் தாமதம்
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,பதிலளிக்கும் நேரம்
ಉತ್ತರ ದೀಪ,பதில் விளக்கு
ಉತ್ತರ ಪಟ್ಟಿ,பதில் பட்டியல்
ಉತ್ತರ ಮಾತ್ರ,பதில்
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,எதிர்பார்ப்பு பயன்முறை
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,எதிர்பார்ப்பு இடையக
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,எதிர்பார்ப்பு கேரி
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,எதிர்பார்ப்பு பேஜிங்
