Marathi,Punjabi
अचेने प्रकार,ਅੱਕੇ
अचेने,ਅਕੇਸ਼ੀ
अक्लमिडोस्पोरिया,AchlamyDosporeae
आम्ल वर्षा,ਐਸਿਡ ਬਾਰਸ਼
अम्लीय,ਤੇਜਾਬ
अम्लीय वायू,ਤੇਜ਼ਾਬ ਗੈਸ
आंबटपणा,ਐਸਿਡਿਟੀ
एसीनार सेल,ਐਕਸੀਨਰ ਸੈੱਲ
एकोलोमेट,ਆਕੋਲੀਓਮੈਟ
On कोनिटम,ਐਕੋਨਿਟਮ
अ‍ॅकॉर्न वर्म,ਐਕੋਰਨ ਕੀੜਾ
ध्वनिक झोनिंग,ਧੁਨੀ ਜ਼ੋਨਿੰਗ
अधिग्रहित वर्ण,ਪਾਤਰ ਪਾਤਰ
वसूल केलेली प्रतिकारशक्ती,ਸੀਮਤ ਸੀਮਤ
अधिग्रहित इम्युनो कमतरता सिंड्रोम (एड्स),ਐਕੁਆਇਰਡ ਇਮੂਨੋ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ (ਏਡਜ਼)
एकरानिया,ਅਰੇਂੀਆ
Rid सिडिन डाई,ਐਸੀਰੇਸਾਈਨ ਡਾਇ
अ‍ॅक्रोसेन्ट्रिक,ਐਕਰੋਸੀਐਸਟ੍ਰਿਕ
अ‍ॅक्रोमियन,ਐਕਰੋਮਰ
अ‍ॅक्रोपेटल सीक्वेन्स,ਅਸ਼ੋਕਲ ਤਰਤੀਬ
अ‍ॅक्रोपेटल ऑर्डर,ਐਕਰੋਪੇਟਲ ਆਰਡਰ
अ‍ॅक्रोसिन,ਐਕਰੋਸਿਨ
अ‍ॅक्टिन,ਐਕਟਿਨ
अ‍ॅक्टिन-सारखी प्रथिने,ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ
अ‍ॅक्टिनोमॉर्फिक,ਐਕਟਿਨੀਮੋਰਿਕ
अ‍ॅक्टिनोमाइसेट्स,ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ
कृती संभाव्यता,ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ
सक्रिय गाळ,ਸਰਗਰਮ ਸਲੱਜ
सक्रिय गाळ फ्लॉक,ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ
सक्रियता ऊर्जा,ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ
सक्रिय शोषण,ਐਕਟਿਵ ਸਮਾਈ
सक्रिय प्रतिकारशक्ती,ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ
सक्रिय रेडिएशन,ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ
सक्रिय साइट,ਐਕਟਿਵ ਸਾਈਟ
अ‍ॅक्टिव्हिन,ਐਕਟੀਵੇਟ
Umicate,ਅਮੀਮਿਨੇਟ
अ‍ॅडम्सिया,ਐਡਮਜ਼ੀਆ
अनुकूलता,ਅਨੁਕੂਲਤਾ
रुपांतर,ਅਨੁਕੂਲਤਾ
हलकी व्यवस्थेशी जुळवून घेणे,ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ
पाण्याची कमतरता रुपांतर,ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ
अनुकूली वैशिष्ट्ये,ਅਨੁਕੂਲ ਗੁਣ
अनुकूली प्रतिकारशक्ती,ਅਨੁਕੂਲ ਛੋਟ
अनुकूली रेडिएशन,ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ
अनुकूली गुण,ਅਨੁਕੂਲ ਗੁਣ
अ‍ॅडॅक्सियल पृष्ठभाग,ਏਕੈਕਸੀਅਲ ਸਤਹ
व्यसनाधीन डिसऑर्डर,ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ
En डेनिन,ਐਡੀਨੇਨ
En डेनोकोर्टिकोट्रोपिन,ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ
En डेनोहायपोफिसिस,ਐਡੀਨੋਹਾਇਪਿਸਿਸ
En डेनोसिन डायफॉस्फेट,ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ
En डेनोसिन डिमिनेस,ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ
En डेनोसाइन मोनोफॉस्फेट,ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
En डेनोसाइन ट्रायफॉस्फेट (एटीपी),ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ)
En डेनिलेट सायक्लेज,ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ
चिकट शक्ती,ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ
अ‍ॅडिपेट,ਐਡਪੋਜ਼
अ‍ॅडिपोसाइट (चरबी सेल),Adipocyte (ਚਰਬੀ ਸੈੱਲ)
अ‍ॅडिपोज टिशू,ਐਡਪੋਜ਼ ਟਿਸ਼ੂ
Nednate,ਐਡਨੇਟ
लगतचा समुदाय,ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ
Ren ड्रेनल,ਐਡਰੀਨਲ
Ren ड्रेनल ग्रंथी,ਐਡਰੇਨਲ ਗਲੈਂਡ
एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच),ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ)
Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच),ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH)
Or सॉर्बेंट,ਐਡੋਰਬੈਂਟ
शोषण,ਇਸ਼ਤਿਹਾਰ
प्रगत Chordate,ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ
फायदेशीर उत्परिवर्तन,ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ
अ‍ॅडव्हेंटिशियल,ਸਾਹਸੀ
साहसी मूळ,ਸਾਹਸੀ ਜੜ
प्रतिकूल परिणाम,ਗਲਤ ਪ੍ਰਭਾਵ
एडीज,ਏ.ਡੀ.ਡੀ.
संस्कृतीचे वायुवीजन,ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ
एरेन्चायमा,Énerchyma
हवाई,ਏਰੀਅਲ
एरियल रूट,ਏਰੀਅਲ ਰੂਟ
एरियल शूट,ਏਰੀਅਲ ਸ਼ੂਟ
एरोबिक श्वसन,ਐਰੋਬਿਕ ਸਾਹ
एरोबिक श्वसन,ਐਰੋਬਿਕ ਸਾਹ
सौंदर्यशास्त्र,ਸੁਹਜ
एस्टिवेशन,ਖਰਾਸ਼
एस्टिवेशन,ਖਰਾਸ਼
Efferent,ਪਿਆਰ
आत्मीयता क्रोमॅटोग्राफी,ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
पीडित अवयव,ਦੁਖੀ ਅੰਗ
वनीकरण,ਕਥਾ
अ‍ॅगामोस्पर्मी,ਅਗਿਆਤ
अगर,ਅਗਰ
आगरोस,ਅਗਿਆਤ
अगरोस जेल इलेट्रोफोरेसीस,ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ
अ‍ॅगारोज पॉलिमर जेल,ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ
Agast,ਅਤਿ
अ‍ॅगेव्ह,ਅਗਾਵ
वय वितरण,ਉਮਰ ਵੰਡ
वय पिरॅमिड,ਉਮਰ ਪਿਰਾਮਿਡ
एकत्रित,Agglutate
एकूण,ਸਮੁੱਚੀ
कूपांचे एकूण,Follicle ਦਾ ਸਮੁੱਚਾ
कूपांचे एकूण,Follicle ਦਾ ਸਮੁੱਚਾ
एकत्रिकरण,ਇਕੱਤਰਤਾ
आक्रमकता,ਹਮਲਾਵਰਤਾ
आंदोलन प्रणाली,ਐਗਰੀਏਟਰ ਸਿਸਟਮ
अग्नथ,ਅਗਨੀਥਾ
अगोती,ਅਗਾਤੀ
अ‍ॅग्रॅनल क्लोरोप्लास्ट,ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ
अ‍ॅग्रॅन्युलर,ਅਗਰੂ
अ‍ॅग्रानुलोसाइट,ਅਗਰਾਨੂਲੋਸਾਈਟ
शेती,ਖੇਤੀ ਬਾੜੀ
अ‍ॅग्रोफोरेस्ट्री,ਐਗਰੋਫੋਰੈਸਟਰੀ
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼
अ‍ॅग्रोकेमिकल,ਐਗਰੋ ਕੈਮੀਕਲ
अ‍ॅग्रोकेमिकल,ਐਗਰੋ ਕੈਮੀਕਲ
अ‍ॅग्रोक्लिमॅटिक झोन,ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ
कृषी गुणधर्म,ਖੇਤੀਬਾਜੀ ਗੁਣ
अ‍ॅग्रोनॉमी,ਖੇਤੀਬਾੜੀ
एड्स,ਏਡਜ਼
एअर मूत्राशय,ਏਅਰ ਬਲੈਡਰ
वातानुकूलन,ੲੇ. ਸੀ
हवाई रस्ता,ਹਵਾ ਦਾ ਰਾਹ
वायू प्रदूषण,ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ
एअर थैली,ਏਅਰ ਸੈਕ
एअर व्हॅक्यूओल,ਏਅਰ ਵੈਕਲੂਓਲ
हवाई श्वास,ਹਵਾ-ਸਾਹ
अलेन,ਅਲੇਨ
अ‍ॅलरी स्नायू,ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ
अलास्कन तपकिरी अस्वल,ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ
अल्बिनो,ਐਲਬਿਨੋ
अल्बुगो,ਆਲਬੂਗੋ
अल्बमिन,ਐਲਬਮਿਨ
अल्ब्युमिनस बियाणे,ਐਲਬਿੰਜੀਨ ਬੀਜ
अल्बमिनुरिया,ਐਲਬਿ → ਮਿਨੂਰੀਆ
अल्बर्नम,ਐਲਬਟਨਮ
Lescedae,ਐਲਸੀਏਸੀ
Ld ल्डिहेडे,Aldeyhede
Ld ल्डोस्टेरॉन सिस्टम,ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ
अ‍ॅल्डोस्टेरॉन,ਅਲੇਸਟਰੋਨ
अलेरोन लेयर,ਅਲੇਪੁਰਨ ਪਰਤ
अलेरोप्लास्ट,ਐਲੇਰੋਪਲਾਸਟ
अल्फल्फा,ਅਲਫਾਫਾ
अल्गल ब्लूम,ਐਲਗਲ ਖਿੜ
अल्गिन,ਅਲੀਗਿਨ
एलियन डीएनए,ਪਰਦੇਸੀ ਡੀਐਨਏ
एलियन प्रजाती,ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ
संरेखन,ਅਲਾਈਨਮੈਂਟ
संरेखन,ਅਲਾਈਨਮੈਂਟ
एलिमेंटरी कालवा,ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ
एलिमेंटरी सिस्टम,ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ
अलिसमासेस,ਐਲਿਸਮੇਸਸੀ
अल्कलॉइड,ਐਲਕਾਲਾਇਡ
अल्कधर्मी,ਐਲਕਲੀਨ
अल्काप्टोनुरिया,ਅਲਕਾਪਟਨੂਰੀਆ
अलांटोइस,ਅੱਲੈਂਟੋਇਸ
अ‍ॅलेल वारंवारता,ਐਲੀ ਬਾਰੰਬਾਰਤਾ
अ‍ॅलेल,ਐਲੀਲ
Lel लोमॉर्फिक जोडी,ਅਲੇਲਬਿਕ ਜੋੜੀ
L लर्जीन,ਐਲਰਗੇਨ
अ‍ॅलिगेटर,ਐਲੀਗੇਟਰ
अ‍ॅलियम सेपा,ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.
अ‍ॅलोगॅमी,ਆਲੋਗਮ
अ‍ॅलोग्राफ्ट,ਅਲਾਗ੍ਰਾਫਟ
अ‍ॅलोपॅट्रिक स्पेशिएशन,ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ
Ol लोपोलिपॉइड,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
अ‍ॅलोस्टेरिक प्रभाव,ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ
अ‍ॅलोस्टेरिक एंझाइम,ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ
अ‍ॅलोस्टेरिक इनहिबिटर,ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ
अ‍ॅलोस्टेरिक मॉड्यूलेशन,ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ
अ‍ॅलोस्टेरिक साइट,ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ
अ‍ॅलोस्टेरिक इनहिबिशन,ਐਲੋਸਟਰਿਕ ਰੋਕ
अ‍ॅलोटेट्रॅप्लॉइड,Allotetraplaidd
अल्नस,ਐਲਾਨਸ
कोरफड,ਐਲੋ
On क्सॉनच्या बाजूने,ਐਕਸੋਨ ਦੇ ਨਾਲ
अल्फा-अँटीट्रिप्सिन,ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ
अल्फा-लेक्टलब्यूमिन,ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ
अल्पाइन हवामान स्थिती,ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ
अल्पाइन कुरण,ਅਲਪਾਈਨ ਮੈਡੋ
अल्पाइन झोन,ਅਲਪਾਈਨ ਜ਼ੋਨ
अल्स्टोनिया,ਅਲਸਟੋਨੀਆ
अल्टरनेरिया,ਅਲਟਰਨੇਰੀਆ
वैकल्पिक,ਵਿਕਲਪਿਕ
पिढीचे पर्यायी,ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ
उंची आजारपण,ਉਚਾਈ ਬਿਮਾਰੀ
समुद्रसपाटीपासूनची उंची,ਉਚਾਈ
अल्व्होलर नलिका,ਐਲਵੋਲਰ ਡੈਕਟ
एलिटेस,ਅਲਾਈਨ
अल्झायमर रोग,ਅਲਜ਼ਾਈਮਰ ਰੋਗ
अमॅक्रिन सेल,ਅਮੈਕਰਾਈਨ ਸੈੱਲ
अमरॅन्थेसी,ਅਮਰੰਥੈਸੇ
अमरॅन्थस,ਅਮੈਸ਼ਨਥਸ
वातावरणीय ऑस्मोटिक एकाग्रता,ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ
अ‍ॅम्बिस्टोमा,ਅਮੈਸਟੋਮਾ
अमाइड,ਐਮੀਡ
अमिनो आम्ल,ਅਮੀਨੋ ਐਸਿਡ
अमीनो acid सिड स्वीकारणारा,ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ
एमिनोआसिल टी आरएनए सिंथेथेस,ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ
एमिनोआसिलेशन,ਅਮੀਨੋਕੁਲੇਸ਼ਨ
अमिटोसिस,ਅਮਿਤੋਸਿਸ
अमोनिया,ਅਮੋਨੀਆ
अमोनिफिकेशन,ਅਨੁਮੋਧ
अमोनोटेलिझम,ਅਮੋਨੋਟੇਲਿਜ਼ਮ
अ‍ॅम्निओसेन्टेसिस,ਅਮਨੀਓਸੈਂਟੀਸਿਸ
अ‍ॅम्निओसेन्टेसिस तंत्र,ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ
अ‍ॅम्निओसाइट,ਅਮਨੀਓਸਾਈਟ
अम्नियन,ਅਮਨੀਅਨ
गर्भाशयातील द्रव,ਅਮਨੀਓਟਿਕ ਤਰਲ
अम्नीओटिक झिल्ली,ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ
अम्नीओटिक थैली,ਅਮਨੀਓਟਿਕਯੂ
अमोबा,ਅਮੋਬਾ
अमीबोसाइट,ਅਮੀਓਬੋਸਾਈਟ
अमोबॉइड,ਅਮੀਬੋਇਡ
अ‍ॅमोबॉइड लिम्फोसाइट,ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ
अ‍ॅमोबॉइड चळवळ,ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ
अनाकार,ਅਮੋਰੈਫਸ
रक्कम,ਦੀ ਰਕਮ
अ‍ॅम्फेटामाइन,ਅਮੀਫੇਟਾਮਾਈਨ
उभयचर,ਅਮਫੀਬੀਆ
उभयचर,ਐਫੀਬੀਅਨ
उभयचर,ਐਫੀਬੀਅਨ
अ‍ॅम्फिओक्सस,Amphioxus
अ‍ॅम्फिओक्सस लॅन्सोलाटस,Amphioxus Lannolotus
अ‍ॅम्फिपाथिक,ਐਮਫੀਪਾਥਿਕ
अ‍ॅम्फिपाथिक लिपिड,ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ
अ‍ॅम्फिसार्का,ਅਮਫੀਸਾਰਕਾ
अ‍ॅम्पिसिलिन,ਐਂਪੀਸਿਲਿਨ
अ‍ॅम्पुल्ला,Ampulla
अ‍ॅम्प्युलरी ग्रंथी,ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ
अ‍ॅमीगडल,ਅਮੀਗਡਲ
अ‍ॅमीगडेल,ਅਮੀਗਡੇਲ
अ‍ॅमीग्डालिन,ਅਮੀਗਡਲਿਨ
अ‍ॅमिलेज,ਐਮੀਲੇਸ
अ‍ॅमिलोप्लास्ट,ਅਮੋਲੋਪਲਾਸਸਟ
अनाबेना,ਅਨਬਾਨਾ
अनबास,ਅਨਬਾਸ
अ‍ॅनाबॉलिक मार्ग,ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ
अ‍ॅनाबोलिझम,ਐਨਾਬੋਲਿਜ਼ਮ
अ‍ॅनाकार्डियासी,ਅਨਾਕਾਰਿਆਸੀ
अशक्तपणा,ਅਨੀਮੀਆ
अनरोब,ਅਨੀਰੋਬ
अनॅरोबिक इंधन,ਅਨੈਰੋਬਿਕ ਬਾਲਣ
अनरोबिक श्वसन,ਅਨੈਰੋਬਿਕ ਸਾਹ
अनॅरोबिक गाळ डायजेस्टर,ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ
अनॅरोबिक,ਅਨੀਰੋਬਿਕ
अनाईमा,ਅਨਾਮਾ
गुदद्वारासंबंधीचा,ਗੁਦਾ
गुदद्वारासंबंधीचा,ਗੁਦਾ
गुदद्वारासंबंधीचा छिद्र,ਗੁਦਾ ਅਪਰਚਰ
गुदद्वारासंबंधीचा सेर्सी,ਗੁਦਾ ਕਰਬੇਲੀ
गुद्द्वार लूप,ਗੁਦਾ ਲੂਪ
गुद्द्वार शैली,ਗੁਦਾ ਸ਼ੈਲੀ
समान,ਸਮਾਨ
समान,ਸਮਾਨ
समानता,ਸਮਾਨਤਾ
समानता,ਸਮਾਨਤਾ
विश्लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
अनाफेस,ਐਨਾਫਸੇਸ
शरीरशास्त्र अडथळा,ਐਨੀਟੋਮਿਕ ਬੈਰੀਅਰ
शारीरिक पैलू,ਐਨਾਟੋਮਿਕਲ ਪਹਿਲੂ
शरीरशास्त्रज्ञ,ਐਨੀਟੋਮਿਸਟ
शरीरशास्त्र,ਸਰੀਰ ਵਿਗਿਆਨ
पूर्वज वंशज अनुक्रम,ਪੂਰਵਜ ਵੰਸ਼ਜ ਕ੍ਰਮ
वडिलोपार्जित वंश,ਜੱਦੀ ਵੰਸ਼ਜ
वडिलोपार्जित क्रम,ਪੂਰਵਜ ਕ੍ਰਮ
एन्सिलोस्टोमा,ਐਸੀਕੇਲੋਸਟੋਮਾ
एंड्रोइसीयम,ਐਂਡਰੋਸੀਅਮ
एंड्रोजेन,ਐਂਡਰੋਜਨ
अशक्तपणा,ਅਨੀਮੀਆ
Enemone,ਅਨੀਮੋਨ
Eneuploid,ਅਨੀਉਟਲੋਇਡ
Eneuploidy,ਅਨੀਯੁਰਾਕੀਡੀ
एनजाइना,ਐਨਜਾਈਨਾ
एंजिओग्राम,ਐਂਜੀਗਰਾਮ
एंजियोग्राफ,ਐਂਜੀਓਗ੍ਰਾਫ
एंजियोग्राफी,ਐਂਜੀਓਗ੍ਰਾਫੀ
एंजियोप्लास्टी,ਐਂਜੀਓਪਲਾਸਟੀ
एंजिओस्पर्म,ਐਂਜੀਓਸਪਰਸਮ
अँजिओटेन्सिन,ਐਂਜੀਓਟੈਨਸਿਨ
एंजियोटेंसीनोजेन,ਐਂਜੀਓਟੈਨਸਿਨੋਜਨ
अँगलर फिश,ਐਂਗਲਰ ਮੱਛੀ
एंगुइना,ਅੰਗੀਨਾ
एंगुइस,Anguiss
प्राणी,ਜਾਨਵਰ
प्राणी,ਜਾਨਵਰ
प्राणी शेण,ਜਾਨਵਰ ਗੋਬਰ
पशुसंवर्धन,ਪਸ਼ੂ ਪਾਲਣ
अ‍ॅनिमल कॅरिओटाइपिंग,ਜਾਨਵਰ ਕੈਰੀਓਟਾਈਪਿੰਗ
प्राण्यांचे राज्य,ਪਸ਼ੂ ਰਾਜ
प्राणी ऊतक,ਜਾਨਵਰਾਂ ਦੇ ਟਿਸ਼ੂ
अ‍ॅनिमालिया,ਯੰਤਰੀਆ
आयन,Anion
एनिसोट्रॉपिक बँड,ਐਨਿਸੋਟ੍ਰੋਪਿਕ ਬੈਂਡ
En नीलिंग,ਐਂਲਿੰਗਿੰਗ
अ‍ॅनेलिड,ਅੰਨੇਲਿਡ
अ‍ॅनेलिडा,ਅਨਲਿਲਡਾ
वार्षिक रिंग,ਸਾਲਾਨਾ ਰਿੰਗ
एनुलेटेड,ਅੰਨਟੇਡ
एन्युले,ਸਾਲ
विसंगती प्रकार,ਅਸਧਾਰਨ ਕਿਸਮ
अ‍ॅनोफेल्स,ਐਨਾਓਫੇਲਜ਼
मुंगी खाणारा,ਕੀੜੀ ਹੈਟਰ
विरोधी,ਵਿਰੋਧੀ
अंटार्क्टिक,ਅੰਟਾਰਕਟਿਕ
अँटेना,ਐਂਟੀਨਾ
अँटेना कॉम्प्लेक्स,ਐਂਟੀਨਾ ਕੰਪਲੈਕਸ
अँटेनल ग्रंथी,ਐਨਟੇਨਲ ਗਲੈਂਡ
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,ਪਿਛਲੇ (ਵੈਂਟ੍ਰਲ) ਸਲੇਟੀ ਸਿੰਗ
आधीचा हायपोफिसिस,ਐਂਟੀਰੀਫਾਈਫਾਈਸਿਸ
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,ਐਂਟੀਰੀਅਰ ਇੰਟਰਵੈਂਟ੍ਰਿਕੂਲਰ ਸੂਲਕਸ
अँथर,ਐਂਥਰ
अँथर संस्कृती,ਐਂਥਰ ਸਭਿਆਚਾਰ
अँथेरिडियम,ਐਂਡਰਾਈਡਿਅਮ
अँथेरोझॉइड,ਐਂਡਰੋਜ਼ੋਇਡ
अँथोसेरोस,ਐਂਥਸੋਰੋਸ
अँथोसेरोटोप्सिडा,ਐਂਥੋਸਰੋਟੋਫਡਾਡਾ
अँथ्रॅक्स,ਐਂਥ੍ਰੈਕਸ
अँथ्रोपोजेनिक विलोपन,ਐਂਥ੍ਰੋਪੋਜਾਈਜਡ ਅਲੋਪ
मानववंशशास्त्र,ਮਾਨਵ-ਵਿਗਿਆਨ
अँटीबैक्टीरियल,ਐਂਟੀਬੈਕਟੀਰੀਅਲ
अँटीबायोटिक पेनिसिलिन,ਐਂਟੀਬਾਇਓਟਿਕ ਪੈਨਸਿਲਿਨ
प्रतिजैविक प्रतिरोधक,ਐਂਟੀਬਾਇਓਟਿਕ ਰੋਧਕ
प्रतिजैविक (ओ),ਐਂਟੀਬਾਇਓਟਿਕ (ਜ਼)
प्रतिपिंडे,ਐਂਟੀਬਾਡੀ
अँटीबॉडी जोडपे,ਐਂਟੀਬਾਡੀ ਜੋੜਾ
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,ਐਂਟੀਬਾਡੀ ਵਿਚੋਲੀ ਛੋਟ
अँटीकोआगुलंट,ਐਂਟੀਕੋਆਗੂਲੈਂਟ
अँटीकोडॉन लूप,ਐਂਟੀਕੋਡਨ ਲੂਪ
प्रतिरोधक,ਰੋਗਾਣੂਨਾਸ਼ਕ
