Malayalam,Tamil
ആക്സസ് സംവിധാനം,அணுகல் பொறிமுறை
ആക്സസ് രീതി,அணுகல் முறை
ആക്സസ് രീതി പതിവ്,அணுகல் முறை வழக்கமான
ആക്സസ് മോഡ്,அணுகல் பயன்முறை
വലത് ആക്സസ്,அணுகல் உரிமை
ആക്സസ് സ്കാൻ,அணுகல் ஸ்கேன்
ആക്സസ് സമയം,அணுகல் நேரம்
അക്കൌണ്ടിംഗ്,கணக்கியல்
അക്ക ing ണ്ടിംഗ് ധനകാര്യ സംവിധാനം,கணக்கியல் நிதி அமைப்பு
അക്ക ing ണ്ടിംഗ് മെഷീൻ,கணக்கியல் இயந்திரம்
അക്കൗണ്ട് നമ്പർ,கணக்கு எண்
അടിഞ്ഞുകൂടുന്നത് പുനരുൽപാദനം,திரட்டுதல் இனப்பெருக்கம்
സഞ്ചിതം,குவிப்பான்
സഞ്ചിത രജിസ്റ്റർ,குவிப்பான் பதிவு
സഞ്ചിത ഷിഫ്റ്റ് നിർദ്ദേശം,திரட்டல் ஷிப்ட் வழிமுறை
കൃതത,துல்லியம்
കൃത്യത നിയന്ത്രണ പ്രതീകം,துல்லியம் கட்டுப்பாட்டு தன்மை
കൃത്യത നിയന്ത്രണ സംവിധാനം,துல்லியம் கட்டுப்பாட்டு அமைப்பு
എയ്സ് പൈലറ്റ്,ஏஸ் பைலட்
പ്രതീകം അംഗീകരിക്കുക,தன்மையை ஒப்புக் கொள்ளுங்கள்
അക്കോസ്റ്റിക് കപ്ലർ,ஒலி கப்ளர்
അക്കോസ്റ്റിക് കപ്ലിംഗ്,ஒலி இணைப்பு
അക്ക ou സ്റ്റിക് കാലതാമസം,ஒலி தாமத வரி
അക്കോസ്റ്റിക് മെമ്മറി,ஒலி நினைவகம்
അക്കോസ്റ്റിക് മോഡം,ஒலி மோடம்
അക്കോസ്റ്റിക് സിഗ്നൽ,ஒலி சமிக்ஞை
അക്ക ou സ്റ്റിക് സ്റ്റോറേജ്,ஒலி சேமிப்பு
സംക്ഷേപം,சுருக்கம்
പവര്ത്തി,செயல்
പ്രവർത്തന ചക്രം,செயல் சுழற்சி
ആക്ഷൻ ലൈൻ,செயல் வரி
ആക്ഷൻ സന്ദേശം,செயல் செய்தி
പ്രവർത്തന സവിശേഷത,செயல் விவரக்குறிப்பு
സജീവമാക്കല്,செயல்படுத்தல்
സജീവമായ,செயலில்
സജീവ ഫയൽ,செயலில் உள்ள கோப்பு
സജീവ ലൈൻ,செயலில் வரி
സജീവ ലിങ്ക്,செயலில் இணைப்பு
സജീവ മാസ്റ്റർ ഫയൽ,செயலில் உள்ள முதன்மை கோப்பு
സജീവ മാസ്റ്റർ ഇനം,செயலில் உள்ள முதன்மை உருப்படி
സജീവ ഉപഗ്രഹം,செயலில் உள்ள செயற்கைக்கோள்
സജീവ സ്റ്റേഷൻ,செயலில் நிலையம்
സജീവ സംഭരണം,செயலில் சேமிப்பு
പ്രവർത്തനം,செயல்பாடு
പ്രവർത്തന നില,செயல்பாட்டு நிலை
പ്രവർത്തന ലോഡിംഗ്,செயல்பாடு ஏற்றுதல்
പ്രവർത്തന അനുപാതം,செயல்பாட்டு விகிதம்
യഥാർത്ഥ വിലാസം (= കേവല വിലാസം),உண்மையான முகவரி (= முழுமையான முகவரி)
യഥാർത്ഥ കോഡ് (= കേവല കോഡ്),உண்மையான குறியீடு (= முழுமையான குறியீடு)
യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്,உண்மையான தரவு பரிமாற்ற வீதம்
യഥാർത്ഥ ദശാംശസ്ഥാനം,உண்மையான தசம புள்ளி
യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം),உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்)
യഥാർത്ഥ കീ,உண்மையான விசை
യഥാർത്ഥ സമയം,உண்மையான நேரம்
യഥാർത്ഥ ജോലി സമയം,உண்மையான வேலை நேரம்
ആരംഭിക്കുന്ന സിഗ്നൽ,செயல்பாட்டு சமிக்ஞை
പൊരുത്തപ്പെടലി,தகவமைப்பு
അഡാപ്റ്റർ,பின்னல்
അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ,தகவமைப்பு சேனல் ஒதுக்கீடு
അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ,தகவமைப்பு ஒருங்கிணைப்பு
അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ,தகவமைப்பு குறுக்குவெட்டு சமநிலை
എൻട്രി ചേർത്തു,நுழைவு சேர்க்கப்பட்டது
കൂട്ടിച്ചേര്ക്കുക,கூடுதல்
ആംഗം,அடி
എ ഷട്രക്റ്റർ,சேர்க்கை துணைப்பிரிவு
ഫയൽ ചേർക്കുക,கோப்பைச் சேர்க்கவும்
അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം),கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
ബഹുമതി,கூடுதலாக ரெக்கார்டர்
കൂട്ടിച്ചേർക്കലാ പട്ടിക,கூடுதலாக அட்டவணை
അഡിറ്റീവ് ആട്രിബ്യൂട്ട്,சேர்க்கை பண்புக்கூறு
മോഡ് ചേർക്കുക,பயன்முறையைச் சேர்க்கவும்
പ്രവർത്തനം ചേർക്കുക,செயல்பாட்டைச் சேர்க்கவும்
അഭിസംബോധന ചെയ്യുക,முகவரி
വിലാസ നടപടി,முகவரி அளவீடு
അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം,முகவரியிடக்கூடிய கிடைமட்ட நிலை
വിലാസ പോയിന്റ്,முகவரிக்குரிய புள்ளி
അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം,முகவரி செய்யக்கூடிய நிலை
വിലാസ രജിസ്റ്റർ,முகவரிக்குரிய பதிவு
വിലാസ സംഭരണം,முகவரியிடக்கூடிய சேமிப்பு
അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം,முகவரியிடக்கூடிய செங்குத்து நிலை
വിലാസ ബസ്,முகவரி பஸ்
വിലാസ കോഡ്,முகவரி குறியீடு
വിലാസ താരതമ്യക്കാരൻ,முகவரி ஒப்பீட்டாளர்
വിലാസ കണക്കുകൂട്ടൽ,முகவரி கணக்கீடு
വിലാസ സ്ഥിരത,முகவரி மாறிலி
വിലാസ പരിവർത്തനം,முகவரி மாற்றம்
വിലാസ ഡാറ്റ,முகவரி தரவு
മെമ്മറി അഭിസംബോധന ചെയ്തു,உரையாற்றப்பட்ட நினைவகம்
വിലാസ ഫലപ്രദമാണ്,முகவரி பயனுள்ளதாக இருக்கும்
വിലാസ ഫീൽഡ്,முகவரி புலம்
വിലാസ ഫോർമാറ്റ്,முகவரி வடிவம்
വിലാസ സ contry ജന്യ പ്രോഗ്രാം,முகவரி இலவச நிரல்
അഭിസംബോധന,முகவரி
അഭിസംബോധന  കഥാപാതം,முகவரி  எழுத்து
അഭിസംബോധന ഇന്ററപ്റ്റ്,குறுக்கீடு
വിലാസം ലൂപ്പ്,முகவரி லூப்
വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
വിലാസം ഇന്റർലേസിംഗ്,முகவரி ஒன்றோடொன்று
വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
വിലാസ ലൈൻ,முகவரி வரி
വിലാസ മാപ്പിംഗ്,முகவரி மேப்பிங்
വിലാസ അടയാളം,முகவரி குறி
വിലാസ പരിഷ്ക്കരണം,முகவரி மாற்றம்
വിലാസ ഭാഗം,முகவரி பகுதி
വിലാസം പോയിന്റർ,முகவரி சுட்டிக்காட்டி
വിലാസ രജിസ്റ്റർ,முகவரி பதிவு
വിലാസ സിഗ്നൽ,முகவரி சமிக்ஞை
വിലാസ വലുപ്പം,முகவரி அளவு
വിലാസ ഇടം,முகவரி இடம்
വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ,முகவரி விண்வெளி அடையாளங்காட்டி
വിലാസ സ്റ്റോപ്പ്,முகவரி நிறுத்தம்
വിലാസ ട്രെയ്സ്,முகவரி சுவடு
വിലാസ ട്രാക്ക്,முகவரி பாடல்
വിവർത്തനം വിവർത്തനം ചെയ്യുക,முகவரி மொழிபெயர்ப்பு
വിലാസ പരിഭാഷകന്,முகவரி மொழிபெயர்ப்பாளர்
ചേർക്കുക-കുറയ്ക്കുക സമയം,கூடுதல் துணை நேரம்
സമയം ചേർക്കുക,நேரம் சேர்க்கவும்
വാര്ത്താവകം,அடுத்துள்ள
അഡ്ജഞ്ചൻസിൻസ് ഘടന,அருகிலுள்ள அமைப்பு
തൊട്ടടുത്തുള്ള ചാനൽ,அருகிலுள்ள சேனல்
അടുത്തുള്ള ഡൊമെയ്ൻ,அருகிலுள்ள டொமைன்
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,அருகிலுள்ள மேட்ரிக்ஸ்
തൊട്ടടുത്തുള്ള നോഡ്,அருகிலுள்ள முனை
തൊട്ടടുത്തുള്ള സുബരിയ,அருகிலுள்ள சப்ரியா
കസ്റ്റേഴ്സ് (സിസ്റ്റം),தொடை (அமைப்பு)
കമപ്പെടുത്തുക,சரிசெய்யவும்
ക്രമീകരിക്കാവുന്ന പരിധി,சரிசெய்யக்கூடிய அளவு
ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക,உரை பயன்முறையை சரிசெய்யவும்
അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്,நிர்வாக தரவு செயலாக்கம்
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,நிர்வாக செயல்பாடு
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ,நிர்வாக ஆபரேட்டர்
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ,நிர்வாக ஆபரேட்டர் நிலையம்
അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം,நிர்வாக ஆதரவு அமைப்பு
നൂതന ആശയവിനിമയ സേവനം,மேம்பட்ட தொடர்பு சேவை
വിപുലമായ വിവര സിസ്റ്റം,மேம்பட்ட தகவல் அமைப்பு
വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ,மேம்பட்ட அறிவியல் கணினி
ഏരിയൽ,வான்வழி
ആകെത്തുകയായുള്ള,மதிப்பீட்டு
മൊത്തം എക്സ്പ്രഷൻ,மொத்த வெளிப்பாடு
ലക്ഷ്യമിടുന്നു,இலக்கு வட்டம்
ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്),இலக்கு புலம் (= இலக்கு சின்னம்)
എഡിയൽ ചിഹ്നം,நோக்கம் சின்னம்
എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം,வான்வழி கணினி அமைப்பு
ബീജഗണിത ഐജൻവാലു പ്രശ്നം,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
ബീജഗണിത  സംയോജനം,இயற்கணித  ஒருங்கிணைப்பு
ബീജഗണിത ഭാഷ,இயற்கணித மொழி
ബീജഗണിത കൃത്രിമത്വം,இயற்கணித கையாளுதல்
ബീജഗണിത കൃത്രിമ ഭാഷ,இயற்கணித கையாளுதல் மொழி
ബീജഗണിത ഓറിയന്റഡ് ഭാഷ,இயற்கணித சார்ந்த மொழி
ബീജഗണിത മാറ്റം,இயற்கணித மாற்றம்
ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ,இயற்கணித அடையாளம் மாநாடு
അൽഗോൾ,அல்கோல்
അൽഗോൾ സവിശേഷത,அல்கோல் அம்சம்
അൽഗോൾ പ്രോഗ്രാമിംഗ്,அல்கோல் நிரலாக்க
അൽഗോരിതം,வழிமுறை
അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ,அல்காரிதம் துணை மொழி
അൽഗോരിതം വർഗ്ഗീകരണം,வழிமுறை வகைப்பாடு
അൽഗോരിതം സങ്കീർണ്ണത,வழிமுறை சிக்கலானது
അൽഗോരിതം കേസബിലിറ്റി,அல்காரிதம் கணக்கீடு
അൽഗോരിത്ത്മിക് വിശകലനം,வழிமுறை பகுப்பாய்வு
അൽഗോരിത്തിസ് സമീപനം,வழிமுறை அணுகுமுறை
അൽഗോറിത്ത്മിക് ഭാഷ,வழிமுறை மொழி
അൽഗോരിഥമ്മിക് പതിവ്,வழிமுறை வழக்கம்
അൽഗോരിതംസിക് സിദ്ധാന്തം,வழிமுறை கோட்பாடு
അപരാഭിധാനം,மாற்றுப்பெயர்
അപരനാത്മകം,மாற்றுப்பெயர்ச்சி
അപരനാമം (= ഇതര പേര്),மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
വിന്യാപകമായ,சீரமைப்பு
നീക്കിവയ്ക്കുക,ஒதுக்கவும்
അലോക്കേഷൻ ഘടന,ஒதுக்கீடு அமைப்பு
എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും,அனைத்து நோக்கம் கொண்ட கணினி
അക്ഷരമാല പ്രതീകം,அகரவரிசை எழுத்து
അക്ഷരമാല പ്രതീക സെറ്റ്,அகரவரிசை எழுத்து தொகுப்பு
അക്ഷരമാല പ്രതീക സബ്സെറ്റ്,அகரவரிசை எழுத்து துணைக்குழு
അക്ഷരമാല കോഡ്,அகரவரிசை குறியீடு
അക്ഷരമാല മാറ്റം,அகரவரிசை மாற்றம்
അക്ഷരമാല സ്ട്രിംഗ്,அகரவரிசை சரம்
അക്ഷരമാല വാക്ക്,அகரவரிசை சொல்
അക്ഷരമാലാളം,அகரவரிசை
ആഫറാമോമെട്രിക്സ്,ஆல்பாஜோமெட்ரிக்ஸ்
ആഫളാചിക്,ஆல்பமெரிக்
ആൽഫമോസയ്ക്ക്,ஆல்பமோசைக்
ആൽഫാന്യൂമെറിക്,எண்ணெழுத்து
ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം,எண்ணெழுத்து விசைப்பலகை சாதனம்
ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്,எண்ணெழுத்து எழுத்து தொகுப்பு
ആൽഫാന്യൂമെറിക് കോഡ്,எண்ணெழுத்து குறியீடு
ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
ആൽഫാന്യൂമെറിക് ഡാറ്റ,எண்ணெழுத்து தரவு
ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം,எண்ணெழுத்து காட்சி சாதனம்
ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
ആൽഫാന്യൂമെറിക് ഫീൽഡ്,எண்ணெழுத்து புலம்
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,எண்ணெழுத்து அறிவுறுத்தல்
ആൽഫാന്യൂമെറിക് കീബോർഡ്,எண்ணெழுத்து விசைப்பலகை
ആൽഫാന്യൂമെറിക് തരം,எண்ணெழுத்து வகை
ആൽഫാന്യൂമെറിക് സംഭരണം,எண்ணெழுத்து சேமிப்பு
മാറ്റം വരുത്തുന്നതിന് മെമ്മറി,மாற்றக்கூடிய நினைவகம்
മാറ്റങ്ങൾ സ്വിച്ച്,மாற்ற சுவிட்ச்
മാറ്റം,மாற்றுதல்
മാറ്റ മോഡ്,மாற்று பயன்முறை
ഇതര വീണ്ടെടുക്കൽ,மாற்று மீட்பு
ഇതര റൂട്ട്,மாற்று பாதை
ഇതര റൂട്ടിംഗ്,மாற்று ரூட்டிங்
ഇതര ട്രാക്ക്,மாற்று பாதை
ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം),மாற்று (= அல்லது செயல்பாடு)
ഇതര ആട്രിബ്യൂട്ട്,மாற்று பண்புக்கூறு
"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)",மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
അവ്യക്തത പിശക്,தெளிவற்ற பிழை
അവ്യക്തമായ റഫറൻസ്,தெளிவற்ற குறிப்பு
അനാലോഗ്,அனலாக்ஸ்
അനലോഗ് അഡെർ,அனலாக் சேர்க்கை
അനലോഗ് ചാനൽ,அனலாக் சேனல்
അനലോഗ് കമ്പ്യൂട്ടർ,அனலாக் கணினி
അനലോഗ് കൺവെർട്ടർ,அனலாக் மாற்றி
അനലോഗ് ഡാറ്റ,அனலாக் தரவு
അനലോഗ് ഡിവൈഡർ,அனலாக் டிவைடர்
അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ,அனலாக் வசதி முனையம்
അനലോഗ് ഫംഗ്ഷൻ  വൈദുതോല്പാദനയന്തം,அனலாக் செயல்பாடு  ஜெனரேட்டர்
അനലോഗ് സംയോജനം,அனலாக் ஒருங்கிணைப்பு
അനലോഗ് ഗുണിതം,அனலாக் பெருக்கி
അനലോഗ് പ്രോഗ്രാമിംഗ്,அனலாக் நிரலாக்க
അനലോഗ് സ്കെയിലിംഗ്,அனலாக் அளவிடுதல்
അനലോഗ് സിഗ്നൽ,அனலாக் சிக்னல்
അനലോഗ് സിമുലേഷൻ,அனலாக் உருவகப்படுத்துதல்
അനലോഗ് സ്വിച്ച്,அனலாக் சுவிட்ச்
അനലോഗ് സിസ്റ്റം,அனலாக் அமைப்பு
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ,டிஜிட்டலுக்கு அனலாக்  மாற்றி
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ,டிஜிட்டலுக்கு அனலாக்  குறியாக்கி
അനലോഗ് ട്രാൻസ്മിഷൻ,அனலாக் பரிமாற்றம்
അനലോഗ് തരം,அனலாக் வகை
വിശകലന ബ്ലോക്ക്,பகுப்பாய்வு தொகுதி
വിശകലന മോഡ്,பகுப்பாய்வு முறை
അനലിറ്റിക്കൽ എഞ്ചിൻ,பகுப்பாய்வு இயந்திரம்
പൂർവ്വിക ചുമതല,மூதாதையர் பணி
അനുബന്ധ ഉപകരണങ്ങൾ,துணை உபகரணங்கள்
ഒപ്പം,மற்றும்
സർക്യൂട്ട്,மற்றும் சுற்று
ഘടകവും,மற்றும் உறுப்பு
ഗേറ്റിലും,மற்றும் வாயில்
മാസ്കിംഗ്,மற்றும் மறைத்தல்
പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ,மற்றும் செயல்பாடு அல்ல (= விலக்கு
പ്രവർത്തനവും,மற்றும் செயல்பாடு
അനെക്സ് മെമ്മറി,இணைப்பு நினைவகம்
വ്യാഖ്യാനിലും,சிறுகுறி
Annnuniator,அறிவிப்பாளர்
ഉത്തരം തിരികെ,பதில்
ഉത്തരം കാലതാമസം,பதில் தாமதம்
ഉത്തരം നൽകുന്നു,பதிலளிக்கும் நேரம்
ഉത്തര വിളക്ക്,பதில் விளக்கு
ഉത്തരം പട്ടിക,பதில் பட்டியல்
ഉത്തരം മാത്രം,பதில்
പ്രതീക്ഷ മോഡ്,எதிர்பார்ப்பு பயன்முறை
മുൻകൂട്ടി ബഫറിംഗ്,எதிர்பார்ப்பு இடையக
മുൻകൂട്ടി കാരി,எதிர்பார்ப்பு கேரி
മുൻകൂട്ടി പങ്കിടൽ,எதிர்பார்ப்பு பேஜிங்
ആന്റിക്കോസിൻസ് പ്രവർത്തനം,எதிர்விளைவு செயல்பாடு
Anticoicient ഘടകം,எதிர்விளைவு உறுப்பு
അപ്രൈയോഡിക് ആന്റിന,அபீரியோடிக் ஆண்டெனா
അപ്പർച്ചർ കാർഡ്,துளை அட்டை
അപ്പർച്ചർ കോഡ്,துளை குறியீடு
അപ്പർച്ചർ സമയം,துளை நேரம்
അനുബന്ധം,இணைப்பு
അനുബന്ധ ചുമതല,இணைப்பு பணி
അപ്ലിക്കേഷൻ ഡെവലപ്പർ,பயன்பாட்டு உருவாக்குநர்
ആപ്ലിക്കേഷൻ ലെയർ,பயன்பாட்டு அடுக்கு
ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ,பயன்பாட்டு சார்ந்த மொழி
ആപ്ലിക്കേഷൻ പാക്കേജ്,பயன்பாட்டு தொகுப்பு
അപ്ലിക്കേഷൻ പ്രോഗ്രാം,பயன்பாட்டு நிரல்
അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,பயன்பாட்டு நிரலாக்க
അപേക്ഷ ആവശ്യമായ ഭാഷ,பயன்பாடு தேவையான மொழி
അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,பயன்பாட்டு மென்பொருள்
പേഷൻ,Applique
ഏകദേശ സിദ്ധാന്തം,தோராயக் கோட்பாடு
അനിയന്ത്രിതമായ പ്രവേശനം,தன்னிச்சையான அணுகல்
അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ,தன்னிச்சையான வரிசை கணினி
മാദ്ധസ്ഥം,நடுவர்
വാസ്തുവിദ,கட்டிடக்கலை
ശേഖരം,காப்பகப்படுத்துதல்
ഏരിയ കോഡ്,பகுதி குறியீடு
ഏരിയ തിരയൽ,பகுதி தேடல்
ഏരിയ കൈമാറ്റം,பகுதி பரிமாற்றம்
ഏരിയ വേരിയബിൾ,பகுதி மாறி
വാദം,வாதம்
വാദം വിലാസം,வாத முகவரி
ആർദ്ര ലിസ്റ്റ്,வாத பட்டியல்
അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം,எண்கணித அறிவுறுத்தல்
"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്",எண்கணித மற்றும் தர்க்க அலகு
അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,எண்கணித ஒதுக்கீட்டு அறிக்கை
ഗണിത പരിശോധന,எண்கணித சோதனை
അരിത്മെറ്റിക് സ്ഥിരാങ്കം,எண்கணித மாறிலி
അരിത്മെറ്റിക് പരിവർത്തനം,எண்கணித மாற்றம்
അരിത്മെറ്റിക് ഡാറ്റ,எண்கணித தரவு
ഗണിത അപവാദം,எண்கணித விதிவிலக்கு
അരിത്മെറ്റിക് എക്സ്പ്രഷൻ,எண்கணித வெளிப்பாடு
അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്,எண்கணித நிலையான புள்ளி
അരിത്മെറ്റിക് ശ്രേണി,எண்கணித வரிசைமுறை
പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്,அறிக்கை என்றால் எண்கணிதம்
അരിത്മെറ്റിക് ലോജിക്,எண்கணித தர்க்கம்
അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്,எண்கணித தர்க்க அலகு
അരിത്മെറ്റിക് പ്രവർത്തനം,எண்கணித செயல்பாடு
അരിത്മെറ്റിക് ഓപ്പറേറ്റർ,எண்கணித ஆபரேட்டர்
അരിത്മെറ്റിക് ഓവർഫ്ലോ,எண்கணித வழிதல்
അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ,எண்கணித படத் தரவு
ഗണിത മുൻഗണന,எண்கணித முன்னுரிமை
അരിത്മെറ്റിക് പ്രൈമറി,எண்கணித முதன்மை
അരിത്മെറ്റിക് രജിസ്റ്റർ,எண்கணித பதிவு
അരിത്മെറ്റിക് ബന്ധം,எண்கணித உறவு
അരിത്മെറ്റിക് സ്കാൻ,எண்கணித ஸ்கேன்
അരിത്മെറ്റിക് വിഭാഗം,எண்கணித பிரிவு
അരിത്മെറ്റിക് ഷിഫ്റ്റ്,எண்கணித மாற்றம்
അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്,எண்கணித மாற்றம்
ഗണിത പ്രസ്താവന,எண்கணித அறிக்கை
അരിത്മെറ്റിക് ടേം,எண்கணித கால
അരിത്മെറ്റിക് അണ്ടർഫ്ലോ,எண்கணித கீழ்ப்படிதல்
അരിത്മെറ്റിക് യൂണിറ്റ്,எண்கணித அலகு
ശേണി,வரிசை
അറേ ബന്ധിത,வரிசை
അറേ കമ്പ്യൂട്ടർ,வரிசை கணினி
അറേ അളവ്,வரிசை பரிமாணம்
അറേ ഘടകം,வரிசை உறுப்பு
ശ്രമരീതി,வரிசை வெளிப்பாடு
അറേ പേര്,வரிசை பெயர்
ഘടനകളുടെ നിര,கட்டமைப்புகளின் வரிசை
അറേ പ്രിന്റിംഗ്,வரிசை அச்சிடுதல்
അറേ പ്രോസസ്സിംഗ്,வரிசை செயலாக்கம்
അറേ പ്രോസസർ,வரிசை செயலி
ആർട്ടിക്കേഷൻ പോയിന്റ്,வெளிப்பாடு புள்ளி
കൃത്രിമ കോഗ്നിഷൻ,செயற்கை அறிவாற்றல்
നിർമ്മിത ബുദ്ധി,செயற்கை நுண்ணறிவு
കൃത്രിമ ഭാഷ,செயற்கை மொழி
കൃത്രിമ വേരിയബിൾ,செயற்கை மாறி
ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്,கலை பயன்பாட்டு தரவு வங்கி
ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം,கலை பயன்பாட்டு இசை
