Malayalam,Marathi
ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
ആൽഫാന്യൂമെറിക് ഡാറ്റ,अल्फान्यूमेरिक डेटा
ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം,अल्फान्यूमेरिक संपादित वर्ण
ആൽഫാന്യൂമെറിക് ഫീൽഡ്,अल्फान्यूमेरिक फील्ड
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,अल्फान्यूमेरिक सूचना
ആൽഫാന്യൂമെറിക് കീബോർഡ്,अल्फान्यूमेरिक कीबोर्ड
ആൽഫാന്യൂമെറിക് തരം,अल्फान्यूमेरिक क्रमवारी
ആൽഫാന്യൂമെറിക് സംഭരണം,अल्फान्यूमेरिक स्टोरेज
മാറ്റം വരുത്തുന്നതിന് മെമ്മറി,बदलण्यायोग्य मेमरी
മാറ്റങ്ങൾ സ്വിച്ച്,बदल स्विच
മാറ്റം,बदल
മാറ്റ മോഡ്,बदल मोड
ഇതര വീണ്ടെടുക്കൽ,वैकल्पिक पुनर्प्राप्ती
ഇതര റൂട്ട്,वैकल्पिक मार्ग
ഇതര റൂട്ടിംഗ്,वैकल्पिक मार्ग
ഇതര ട്രാക്ക്,वैकल्पिक ट्रॅक
ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം),अल्टरनेशन (= किंवा ऑपरेशन)
ഇതര ആട്രിബ്യൂട്ട്,वैकल्पिक गुणधर्म
"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)",वैकल्पिक नकार (= नाही आणि ऑपरेशन)
അവ്യക്തത പിശക്,अस्पष्टता त्रुटी
അവ്യക്തമായ റഫറൻസ്,संदिग्ध संदर्भ
അനാലോഗ്,एनालॉग
അനലോഗ് അഡെർ,एनालॉग अ‍ॅडडर
അനലോഗ് ചാനൽ,एनालॉग चॅनेल
അനലോഗ് കമ്പ്യൂട്ടർ,एनालॉग संगणक
അനലോഗ് കൺവെർട്ടർ,एनालॉग कन्व्हर्टर
അനലോഗ് ഡാറ്റ,एनालॉग डेटा
അനലോഗ് ഡിവൈഡർ,एनालॉग विभाजक
അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ,अ‍ॅनालॉग सुविधा टर्मिनल
അനലോഗ് ഫംഗ്ഷൻ  വൈദുതോല്പാദനയന്തം,एनालॉग फंक्शन  जनरेटर
അനലോഗ് സംയോജനം,एनालॉग एकत्रीकरण
അനലോഗ് ഗുണിതം,एनालॉग गुणक
അനലോഗ് പ്രോഗ്രാമിംഗ്,एनालॉग प्रोग्रामिंग
അനലോഗ് സ്കെയിലിംഗ്,एनालॉग स्केलिंग
അനലോഗ് സിഗ്നൽ,एनालॉग सिग्नल
അനലോഗ് സിമുലേഷൻ,एनालॉग सिम्युलेशन
അനലോഗ് സ്വിച്ച്,एनालॉग स्विच
അനലോഗ് സിസ്റ്റം,एनालॉग सिस्टम
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ,डिजिटल टू डिजिटल  कन्व्हर्टर
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ,डिजिटल टू डिजिटल  एन्कोडर
അനലോഗ് ട്രാൻസ്മിഷൻ,एनालॉग ट्रान्समिशन
അനലോഗ് തരം,एनालॉग प्रकार
വിശകലന ബ്ലോക്ക്,विश्लेषण ब्लॉक
വിശകലന മോഡ്,विश्लेषण मोड
അനലിറ്റിക്കൽ എഞ്ചിൻ,विश्लेषणात्मक इंजिन
പൂർവ്വിക ചുമതല,वडिलोपार्जित कार्य
അനുബന്ധ ഉപകരണങ്ങൾ,सहायक उपकरणे
ഒപ്പം,आणि
സർക്യൂട്ട്,आणि सर्किट
ഘടകവും,आणि घटक
ഗേറ്റിലും,आणि गेट
മാസ്കിംഗ്,आणि मुखवटा
പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ,आणि ऑपरेशन नाही (= अपवर्जन)
പ്രവർത്തനവും,आणि ऑपरेशन
അനെക്സ് മെമ്മറി,अनुबंध मेमरी
വ്യാഖ്യാനിലും,भाष्य
Annnuniator,अ‍ॅन्युन्सिएटर
ഉത്തരം തിരികെ,उत्तर परत
ഉത്തരം കാലതാമസം,उत्तर विलंब
ഉത്തരം നൽകുന്നു,उत्तर वेळ
ഉത്തര വിളക്ക്,उत्तर दिवा
ഉത്തരം പട്ടിക,उत्तर यादी
ഉത്തരം മാത്രം,फक्त उत्तर द्या
പ്രതീക്ഷ മോഡ്,अपेक्षित मोड
മുൻകൂട്ടി ബഫറിംഗ്,अपेक्षित बफरिंग
മുൻകൂട്ടി കാരി,अपेक्षित वाहून नेणे
മുൻകൂട്ടി പങ്കിടൽ,अपेक्षित पेजिंग
ആന്റിക്കോസിൻസ് പ്രവർത്തനം,अँटीकोइन्सिडन्स ऑपरेशन
Anticoicient ഘടകം,अँटीकोइन्सींट घटक
അപ്രൈയോഡിക് ആന്റിന,अ‍ॅपरिओडिक ten न्टीना
അപ്പർച്ചർ കാർഡ്,छिद्र कार्ड
അപ്പർച്ചർ കോഡ്,छिद्र कोड
അപ്പർച്ചർ സമയം,छिद्र वेळ
അനുബന്ധം,परिशिष्ट
അനുബന്ധ ചുമതല,परिशिष्ट कार्य
അപ്ലിക്കേഷൻ ഡെവലപ്പർ,अनुप्रयोग विकसक
ആപ്ലിക്കേഷൻ ലെയർ,अनुप्रयोग स्तर
ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ,अनुप्रयोग देणारं भाषा
ആപ്ലിക്കേഷൻ പാക്കേജ്,अनुप्रयोग पॅकेज
അപ്ലിക്കേഷൻ പ്രോഗ്രാം,अनुप्रयोग कार्यक्रम
അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,अनुप्रयोग प्रोग्रामिंग
അപേക്ഷ ആവശ്യമായ ഭാഷ,अर्ज आवश्यक भाषा
അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,अनुप्रयोग सॉफ्टवेअर
പേഷൻ,अ‍ॅप्लिक
ഏകദേശ സിദ്ധാന്തം,अंदाजे सिद्धांत
അനിയന്ത്രിതമായ പ്രവേശനം,अनियंत्रित प्रवेश
അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ,अनियंत्रित अनुक्रम संगणक
മാദ്ധസ്ഥം,लवाद
വാസ്തുവിദ,आर्किटेक्चर
ശേഖരം,संग्रहण
ഏരിയ കോഡ്,क्षेत्र कोड
ഏരിയ തിരയൽ,क्षेत्र शोध
ഏരിയ കൈമാറ്റം,क्षेत्र हस्तांतरण
ഏരിയ വേരിയബിൾ,क्षेत्र चल
വാദം,युक्तिवाद
വാദം വിലാസം,युक्तिवाद पत्ता
ആർദ്ര ലിസ്റ്റ്,युक्तिवाद यादी
അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം,अंकगणित सूचना
"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്",अंकगणित आणि तर्कशास्त्र युनिट
അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്,अंकगणित असाइनमेंट स्टेटमेंट
ഗണിത പരിശോധന,अंकगणित तपासणी
അരിത്മെറ്റിക് സ്ഥിരാങ്കം,अंकगणित स्थिर
അരിത്മെറ്റിക് പരിവർത്തനം,अंकगणित रूपांतरण
അരിത്മെറ്റിക് ഡാറ്റ,अंकगणित डेटा
ഗണിത അപവാദം,अंकगणित अपवाद
അരിത്മെറ്റിക് എക്സ്പ്രഷൻ,अंकगणित अभिव्यक्ती
അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്,अंकगणित निश्चित बिंदू
അരിത്മെറ്റിക് ശ്രേണി,अंकगणित पदानुक्रम
പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്,अंकगणित जर विधान
അരിത്മെറ്റിക് ലോജിക്,अंकगणित तर्कशास्त्र
അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്,अंकगणित लॉजिक युनिट
അരിത്മെറ്റിക് പ്രവർത്തനം,अंकगणित ऑपरेशन
അരിത്മെറ്റിക് ഓപ്പറേറ്റർ,अंकगणित ऑपरेटर
അരിത്മെറ്റിക് ഓവർഫ്ലോ,अंकगणित ओव्हरफ्लो
അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ,अंकगणित चित्र डेटा
ഗണിത മുൻഗണന,अंकगणित प्राधान्य
അരിത്മെറ്റിക് പ്രൈമറി,अंकगणित प्राथमिक
അരിത്മെറ്റിക് രജിസ്റ്റർ,अंकगणित नोंदणी
അരിത്മെറ്റിക് ബന്ധം,अंकगणित संबंध
അരിത്മെറ്റിക് സ്കാൻ,अंकगणित स्कॅन
അരിത്മെറ്റിക് വിഭാഗം,अंकगणित विभाग
അരിത്മെറ്റിക് ഷിഫ്റ്റ്,अंकगणित शिफ्ट
അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്,अंकगणित शिफ्टिंग
ഗണിത പ്രസ്താവന,अंकगणित विधान
അരിത്മെറ്റിക് ടേം,अंकगणित संज्ञा
അരിത്മെറ്റിക് അണ്ടർഫ്ലോ,अंकगणित अंडरफ्लो
അരിത്മെറ്റിക് യൂണിറ്റ്,अंकगणित युनिट
ശേണി,रचना
അറേ ബന്ധിത,अ‍ॅरे बाउंड
അറേ കമ്പ്യൂട്ടർ,अ‍ॅरे संगणक
അറേ അളവ്,अ‍ॅरे आयाम
അറേ ഘടകം,अ‍ॅरे घटक
ശ്രമരീതി,अ‍ॅरे अभिव्यक्ती
അറേ പേര്,अ‍ॅरे नाव
ഘടനകളുടെ നിര,संरचनांचा अ‍ॅरे
അറേ പ്രിന്റിംഗ്,अ‍ॅरे प्रिंटिंग
അറേ പ്രോസസ്സിംഗ്,अ‍ॅरे प्रक्रिया
അറേ പ്രോസസർ,अ‍ॅरे प्रोसेसर
ആർട്ടിക്കേഷൻ പോയിന്റ്,बोलण्याचे बिंदू
കൃത്രിമ കോഗ്നിഷൻ,कृत्रिम अनुभूती
നിർമ്മിത ബുദ്ധി,कृत्रिम बुद्धिमत्ता
കൃത്രിമ ഭാഷ,कृत्रिम भाषा
കൃത്രിമ വേരിയബിൾ,कृत्रिम चल
ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്,कला अनुप्रयोग डेटा बँक
ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം,कला अनुप्रयोग संगीत
ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ,कला अनुप्रयोग नमुना निर्मिती
ആസര്ണം,आरोहण
ആരോഹണം അടുക്കുക,चढत्या क्रमवारी
Alcyly,एएससीएल
ASCII നിയന്ത്രണ പ്രതീകം,एएससीआयआय नियंत्रण वर्ण
ASCII കീ ബോർഡ്,एएससीआयआय की बोर्ड
വശം,पैलू
വശം,पैलू आणि
സംയോജിപ്പിക്കുക,एकत्र करा
ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം,एकत्रित मूळ
ദൈർഘ്യം കൂടിച്ചേർന്നു,कालावधी एकत्र करा
അസംബ്ലി,असेंबलर
അസംബ്ലിലർ നിർദ്ദേശം,असेंबलर डायरेक्टिव्ह
അസംബ്ലർ സൗകര്യം,असेंबलर सुविधा
അസംബ്ലിലർ ഭാഷ,असेंबलर भाषा
കൂട്ടിച്ചേർക്കുന്നു,एकत्र करणे
ഒത്തുചേരൽ ഘട്ടം,एकत्रित टप्पा
സമയം ഒത്തുചേരുന്നു,वेळ एकत्र करणे
നിയമനിര്മ്മാണസഭ,असेंब्ली
നിയമസഭാ ഭാഷ,असेंब्ली भाषा
