Gujarati,Bengali
એડ્રેસ લાઇન,ঠিকানা লাইন
સરનામું મેપિંગ,ঠিকানা ম্যাপিং
સરનામું સૂચક,ঠিকানা নির্দেশক
સરનામું રજીસ્ટર,ঠিকানা রেজিস্টার
સરનામું ભંગાણ,ঠিকানা ভাঙ্গন
સરનામા અનુવાદ,ঠিকানা অনুবাদ
"1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી","1. ঠিকানাযোগ্য স্মৃতি, 2. ঠিকানাযোগ্য মেমরি"
સંબોધન,সম্বোধন
"1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ","1. পর্যাপ্ততার মানদণ্ড, 2. পর্যাপ্ততার মানদণ্ড"
જોડાણ,সংযুক্তি
"1. મેનેજમેન્ટ, 2. નિયંત્રણ","1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ"
"1. મેનેજર, 2. નિયંત્રક","1. ম্যানেজার, 2. নিয়ামক"
એડોબ એક્રોબેટ,অ্যাডোবি অ্যাক্রোব্যাট
એડોબ ફોટોશોપ,অ্যাডোবি ফটোশপ
ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ),ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং)
"1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા","1. উন্নত তথ্য, 2. উন্নত তথ্য"
અદ્યતન માહિતી સિસ્ટમ,উন্নত তথ্য সিস্টেম
એડવાન્સ ટેકનોલોજી (AT),উন্নত প্রযুক্তি (AT)
ક્રિયા,কর্ম
એકત્રીકરણ,সমষ্টি
એરબોર્ન કમ્પ્યુટર સિસ્ટમ,বায়ুবাহিত কম্পিউটার সিস্টেম
aldus પૃષ્ઠ બનાવવું,aldus পৃষ্ঠা তৈরি
ચેતવણી બોક્સ,সতর্কতা বাক্স
અલ્ગોલ (કોમ્પ્યુટર ભાષા),আলগোল (কম্পিউটার ভাষা)
"1. અલ્ગોરિધમ , 2. અલ્ગોરિધમ","1. অ্যালগরিদম, 2. অ্যালগরিদম"
"1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ","1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ"
અલ્ગોરિધમ કાર્યક્ષમતા,অ্যালগরিদম দক্ষতা
"1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે","1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে"
ગોઠવણી,প্রান্তিককরণ
"1. ફાળવણી, 2. ફાળવણી","1. বরাদ্দ, 2. বরাদ্দ"
"1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ","1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে"
આલ્ફાન્યૂમેરિક,আলফানিউমেরিক
"1. આલ્ફાન્યૂમેરિક કીબોર્ડ ,2. આલ્ફાન્યૂમેરિક કીબોર્ડ","1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড"
આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ),আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা)
"1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ","1. আলফা সংস্করণ, 2। আলফা ফর্ম"
alt કી,alt কী
અલ્ટાવિસ્ટા,আলতাভিস্তা
બહુવિધતા,বহুগুণ
અસ્પષ્ટ વ્યાકરણ,অস্পষ্ট ব্যাকরণ
અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કટ (ascii),আমেরিকান স্ট্যান্ডার্ড কাট (ascii)
"1. અનુરૂપ, 2. એનાલોગ","1. সাদৃশ্যপূর্ণ, 2. এনালগ"
"1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર","1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার"
"1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ","1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস"
"1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ","1. এনালগ মডেম, 2. এনালগ মডেম"
ડિજિટલ કન્વર્ટર માટે એનાલોગ,এনালগ থেকে ডিজিটাল কনভার্টার
અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ),শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত)
અંતિમ સર્કિટ,শেষ সার্কিট
અંતિમ દરવાજો અને દરવાજો,শেষ গেট এবং গেট
એન્ડ નોટ ઓપરેશન (બાકાત),শেষ নয় অপারেশন (বর্জন)
"1. એનિમેશન, 2. કંપન","1. অ্যানিমেশন, 2. কম্পন"
નૉૅધ,বিঃদ্রঃ
અસંગતતા,অসঙ্গতি
અગાઉના,আগে
આગોતરી પેજીંગ,প্রত্যাশিত পেজিং
પ્રતિ-સપ્રમાણ,কাউন্টার-সিমেট্রিক
એન્ટિવાયરલ પ્રોગ્રામ,অ্যান্টিভাইরাল প্রোগ্রাম
"1. ઉપલેટ, 2. અરજી","1. অ্যাপলেট, 2। আবেদন"
એપ્લિકેશન ડેવલપર,অ্যাপ্লিকেশন ডেভেলপার
એપ્લિકેશન પ્રોગ્રામિંગ,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
એપ્લિકેશન સોફ્ટવેર,অ্যাপ্লিকেশন সফ্টওয়্যার
એપ્લિકેશન ભાષા,অ্যাপ্লিকেশন ভাষা
અંદાજ સિદ્ધાંત,আনুমানিক নীতি
માળખું,গঠন
ક્ષેત્ર ટ્રાન્સફર,ক্ষেত্র স্থানান্তর
"1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
અંકગણિત તપાસ,পাটিগণিত পরীক্ষা
અંકગણિત સતત,গাণিতিক ধ্রুবক
અંકગણિત માહિતી,গাণিতিক তথ্য
અંકગણિત સૂચના,গাণিতিক নির্দেশ
ગાણિતિક અને તાર્કિક એકમ (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA નેટ (RPNet),ARPA নেট (RPNet)
એરે,অ্যারে
"1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
એરે કમ્પ્યુટર,অ্যারে কম্পিউটার
એરે તત્વ,অ্যারে উপাদান
એરે નામ,অ্যারের নাম
એરે પ્રોસેસર,অ্যারে প্রসেসর
તીર કી,তীর কী
સંધિ,সন্ধি
જંકશન પોઈન્ટ,সংযোগ বিন্দু
કૃત્રિમ કોમ્પેક્શન,কৃত্রিম কম্প্যাকশন
કૃત્રિમ નિયંત્રણ,কৃত্রিম নিয়ন্ত্রণ
કૃત્રિમ સંવેદના,কৃত্রিম অনুভূতি
માઉન્ટ,মাউন্ট
ચડતા સૉર્ટ,আরোহী সাজানোর
ascii મૂળાક્ષરો,ascii বর্ণমালা
ascii નિયંત્રણ પ્રતીક,ascii নিয়ন্ত্রণ প্রতীক
ascii ફાઇલ,ascii ফাইল
ascii ફોન્ટ,ascii ফন্ট
ASCII ટ્રાન્સફર,ASCII স্থানান্তর
પાસા ગુણોત્તર,আনুমানিক অনুপাত
"1. એસ્પી, 2. ASPI","1. Aspy, 2. এএসপিআই"
એ એસ આર કલાડ,এ এস আর কালাদ
"1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"1. એસેમ્બલર, 2. રીમાઇન્ડર","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. એસેમ્બલિંગ, 2. યાદ","1. সমাবেশ, 2. স্মরণ"
"1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
નિશ્ચય,সংকল্প
"1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
સોબત,সাহচর্য
સહયોગી સરનામું,সহযোগী ঠিকানা
"1. સહયોગી મેમરી, 2. સહયોગી મેમરી","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
ફૂદડી (* ચિહ્ન),তারকাচিহ্ন (* চিহ্ন)
અસમપ્રમાણ,অপ্রতিসম
"1. અસુમેળ, 2. અસુમેળ","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
અસુમેળ ટ્રાન્સફર,অ্যাসিঙ্ক্রোনাস স্থানান্তর
અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"1. અણુ, 2. પરમાન","1. পরমাণু, 2. পরমণ"
જોડાયેલ દસ્તાવેજ,সংযুক্ত নথি
"1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"1. બિડાણ, 2. સંલગ્ન","1. ঘের, 2. সম্বন্ধযুক্ত"
"1. ગુણધર્મો, 2. વિશેષતા","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
સાંભળી શકાય તેવું,শ্রবণযোগ্য
"1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
એકાઉન્ટ વેરિફિકેશન,অ্যাকাউন্ট পরীক্ষা
પ્રમોશન,পদোন্নতি
પ્રમાણપત્ર પ્રોટોકોલ,সার্টিফিকেশন প্রোটোকল
લેખન પદ્ધતિ,রচনা পদ্ধতি
"1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
સ્વતઃ અમૂર્ત,স্বয়ংক্রিয় বিমূর্ত
"1. ઓટો બુટીંગ, 2. સ્વ બુટ","1. অটো বুটিং, 2. স্ব বুট"
ઓટોકેડ (કોમ્પ્યુટર ભાષા),অটোক্যাড (একটি কম্পিউটার ভাষা)
ઓટો લોગ-ઓન,স্বয়ংক্রিয় লগ-অন
ઓટોમેટા,স্বয়ংক্রিয়
ઓટોમેટા સિદ્ધાંત,স্বয়ংক্রিয় তত্ত্ব
આપોઆપ ગણતરી,স্বয়ংক্রিয় গণনা
સ્વચાલિત ડેટા પ્રોસેસિંગ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
આપોઆપ ભૂલ સુધારણા,স্বয়ংক্রিয় ত্রুটি সংশোধন
સ્વતઃ કાર્ય,স্বয়ংক্রিয় ফাংশন
"1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
સ્વતઃ-સંગ્રહ કૉલ,স্বয়ংক্রিয় সংগ্রহ কল
"1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
આપોઆપ નિયમિત,স্বয়ংক্রিয় রুটিন
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
ઓટોમેશન,অটোমেশন
"1. ઑટોપ્લે , 2. ઓટો વોક","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
અવાજ,কণ্ঠস্বর
મદદનીશ,সহকারী
સહાયક મેમરી,অক্জিলিয়ারী মেমরি
સહાયક સંગ્રહ,অক্জিলিয়ারী স্টোরেজ
ઉપલબ્ધ યાદી,প্রাপ্তিসাধ্য তালিকা
ઉપલબ્ધ સમય,উপলব্ধ সময়
સરેરાશ,গড়
AWK (કોમ્પ્યુટર આદેશ),AWK (একটি কম্পিউটার কমান্ড)
પછી,পরে
પોસ્ટ પ્રોસેસર,পোস্ট প্রসেসর
પશ્ચાદવર્તી કાર્ય કાઢી નાખવું,পোস্টেরিয়র ফাংশন মুছে ফেলা
પૃષ્ઠભૂમિ પ્રક્રિયા,পটভূমি প্রক্রিয়াকরণ
આનુષંગિક સ્ટોર્સ,আনুষঙ্গিক দোকান
બેક પેચીંગ,ব্যাক প্যাচিং
"1. પશ્ચિમ, 2. બેકસ્પેસ","1. পশ্চিম, 2. ব্যাকস্পেস"
બેકટ્રેકિંગ,ব্যাকট্র্যাকিং
"1. બેક-અપ, 2. વળતર","1. ব্যাক আপ, 2. প্রতিদান"
"1. પૂરક મેમરી, 2. બેકઅપ મેમરી","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
પાછળની ભૂલ સુધારણા,পিছনে ত্রুটি সংশোধন
(આવક-ખર્ચ) બેલેન્સ શીટ,(আয়-ব্যয়) ব্যালেন্স শীট
પાટો,ব্যান্ডেজ
"1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
બેંકરનું અલ્ગોરિધમ,ব্যাংকারের অ্যালগরিদম
"1. બાર કોડ, 2. બાર કોડ","1. বার কোড, 2. বার কোড"
બારકોડ સ્કેનર,বারকোড স্ক্যানার
બાર ગ્રાફ,বার গ্রাফ
આધાર સરનામું,ভিত্তি ঠিকানা
આધાર બેન્ડ,বেস ব্যান্ড
આધાર નંબર,আধার নম্বর
આધાર ટેબલ,ভিত্তি টেবিল
મૂળભૂત (કોમ્પ્યુટર ભાષા),বেসিক (একটি কম্পিউটার ভাষা)
"1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"1. મૂળ રોકાણ, 2. આધાર રોકાણ","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
મૂળભૂત સૂચના,মৌলিক নির্দেশ
આધાર મુદ્દો,ভিত্তি সমস্যা
મૂળભૂત તબક્કો,মৌলিক পর্যায়
"1. બેચ, 2. જૂથ, 3. આપત્તિ","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. બેચ ફાઇલ, 2. બેચ ફાઇલ","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
બેચ સ્થિતિ,ব্যাচ অবস্থা
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম"
બાઉડ,বউড
બાઉડ દર,বড হার
બીમ બીમ,মরীচি মরীচি
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. নির্দেশিকা, 2. ব্যাচ চিহ্ন"
દ્વિદિશ સંચાર,দ্বিমুখী যোগাযোগ
સીધી લિંક,সরাসরি লিঙ্ক
દ્વિસંગી કોડ,বাইনারি কোড
દ્વિસંગી અંકો,বাইনারি সংখ্যা
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS)
દ્વિસંગી સંખ્યા,বাইনারি সংখ্যা
બાઈનરી ઓપરેટર,বাইনারি অপারেটর
દ્વિસંગી સંબંધ,বাইনারি সম্পর্ক
દ્વિસંગી શોધ,বাইনারি অনুসন্ধান
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর"
દ્વિસંગી વૃક્ષ,বাইনারি গাছ
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল"
જન્મ મૃત્યુ પ્રક્રિયા,জন্ম মৃত্যু প্রক্রিয়া
"1. ડ્યુક, 2. બીટ","1. ডুয়েক, 2। বিট"
થોડી ખામી,বিট দোষ
બીટ નકશો,বিট মানচিত্র
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. বিট ম্যাট্রিক্স, 2. বিট টেবিল"
બીટ પેટર્ન,বিট প্যাটার্ন
બીટ સ્થિતિ,বিট অবস্থান
"1. બીટ રેટ, 2. બીટ દર","1. বিট রেট, 2. বিট হার"
આંખ પર પટ્ટી પરીક્ષણ,চোখ বেঁধে পরীক্ষা
ઝબૂકવું,শিমার
બ્લોક,ব্লক
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি"
બ્લોક ચકાસણી,ব্লক প্রোব
વોલ્યુમ નકલ,ভলিউম কপি
રેખાક્રુતિ,ব্লক ডায়াগ্রাম
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক"
પાટીયું,বোর্ড
પૃષ્ઠ મેમરી,পৃষ্ঠা মেমরি
બુલિયન બીજગણિત,বুলিয়ান বীজগণিত
બુલિયન સંબંધ,বুলিয়ান সম্পর্ক
બુટ પાર્ટીશન,বুট পার্টিশন
બુટ strapping,বুট strapping
1.બૂટસ્ટ્રેપ લોડર,1. বুটস্ট্র্যাপ লোডার
"1.બ્રિજ, 2.બ્રિજ","1.ব্রিজ, 2.ব্রিজ"
બ્રોડબેન્ડ નેટવર્ક,ব্রডব্যান্ড নেটওয়ার্ক
પ્રસારણ,সম্প্রচার
પ્રસારણ રેડિયો,রেডিও সম্প্রচার
(ચોખ્ખી) ભિન્નતા,(নেট) ভিন্নতা
(ચોખ્ખી) વિકાર,(net) vicar
બી-ટ્રુ,বি-ট্রু
"1.બબલ મેમરી, 2.બબલ મેમરી","1.বুদবুদ মেমরি, 2.বাবল মেমরি"
બબલ સૉર્ટ,বুদবুদ সাজানোর
"1.ડોલ, 2.ડોલ","1.বালতি, 2.বালতি"
"1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા","1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম"
અસરકારક બજેટ નિયંત્રણ,বাজেট কার্যকর নিয়ন্ত্রণ
બફર,বাফার
ખામી,ঘাটতি
પૂરતૂ,যথেষ্ট
"1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)","1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)"
બાઈટ કોડ,বাইট কোড
સી (કોમ્પ્યુટર ભાષા),সি (কম্পিউটার ভাষা)
"1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)","1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)"
"1.રોકડ, 2. ઝડપી","1.নগদ, 2. দ্রুত, 3. দ্রুত"
"1.કેશ બફર, 2.મેમરી બફર","1.ক্যাশ বাফার, 2.মেমরি বাফার"
"1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી","1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি"
ગણતરી,গণনা
"1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર","1.ক্যালকুলেটর, 2.ক্যালকুলেটর"
"1.કેલ્ક્યુલેટર ચિપ,2. કેલ્ક્યુલેટર ચિપ","1.ক্যালকুলেটর চিপ, 2. ক্যালকুলেটর চিপ"
આહવાન કરો,আহ্বান করুন
નામ કૉલ,নাম কল
સંદર્ભ કૉલ,রেফারেন্স কল
સન્માન કૉલ,সম্মান কল
ચલ કોલ,পরিবর্তনশীল কল
આમંત્રણ દ્વાર,আমন্ত্রণ গেট
"1. રદ કરો, 2. રદ કરો","1. বাতিল, 2. বাতিল"
રદબાતલ બટન,প্রত্যাহার বোতাম
"1. નિર્ધારિત, 2. કેનોનિકલ","1. নির্ধারিত, 2. ক্যানোনিকাল"
પ્રમાણભૂત સ્વરૂપ,ক্যানোনিকাল ফর্ম
ક્ષમતા,ক্ষমতা
ક્ષમતા યાદી,ক্ষমতা তালিকা
"1. ક્ષમતા, 2. હોલ્ડિંગ","1. সক্ষমতা, 2. ধারণ"
કેપ્સ લોક કી,ক্যাপ লক কী
"1.કાર્ડ, 2. શીટ","1.কার্ড, 2. শীট"
કાર્ડ રીડર,কার্ড পাঠক
પ્રાધાન્ય,বিশিষ্টতা
વાહક,বাহক
વાહક બેન્ડ,ক্যারিয়ার ব্যান্ড
વાહક લોડ,ক্যারিয়ার লোড
વાહક સંકેત,ক্যারিয়ার সংকেত
વાહક તરંગ,ক্যারিয়ার তরঙ্গ
હાંસલ કર્યું,অর্জন
સ્કોર હાંસલ કર્યો,স্কোর অর্জিত
ધ્વજ હાંસલ કર્યો,পতাকা অর্জন
