Assamese,English
উপসাগৰীয় বাৰিষা,bay monsoon
ফলৰ উদ্ভিদ,bearing plant
বিছনা,bed
বিচনা উদ্ভিদ,bedder
বিচনা চাদৰ,bedding
বুটমাহৰ গুড়,beet molasses
bellows,bellows
১.ষ্ট্ৰিপ ২.ভূখণ্ড,belt
লাভ-খৰচ বিশ্লেষণ,benefit-cost analysis
আকাংক্ষিত (Sampling),biased (sampling)
দ্বিবাৰ্ষিক উদ্ভিদ,biennial
দ্বিপদ,binomial
বায়&#39;ফেক্টৰ,bioagent
জৈৱিক জলবায়ু,bioclimate
জৈৱ শক্তি,bioenergy
প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ,bionomics
১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ,bio-reactor
জৈৱমণ্ডল,biosphere
জৈৱিক,biotic
প্ৰাণীজগত,biotype
ডিভিলিংগি,bisexual
ধাৱলান,blanching
১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ,blast
মিশ্ৰণ,blend
১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.,blight
১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা,blister
নীলা বিপ্লৱ,blue revolution
প্লেনাৰ হিটিং চেম্বাৰ,bottom heat chamber
সমতল উত্তাপন প্ৰযুক্তি,bottom heat technique
ব্ৰাণ,bran
শাখা-প্ৰশাখা,branching
১.ডাল ২.উপশাখা,branchlet
বংশবৃদ্ধি,breed
প্ৰজনন,breeding
আগতীয়াকৈ অংকুৰণৰ চিকিৎসা,brimming
১. পোৱালি ২. কণী ৩. ভ্ৰূণ,brood
budding,budding
বাজেট,budget
১.এম্ফোটেৰিক ২.বাফাৰ,buffer
মিঠা আলু,bulb
বান্ট (ৰোগ),bunt
1. উপ-উৎপাদন 2. উপ-উৎপাদন,by-product
c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ,c moisture characteristic curve
তেলৰ কেক,cake
১.চূণ ২.কেলচিয়াম,calcarious
calcion,calcification
ফছফেট আঁতৰোৱা,calcination of phosphate
১.কিনাটা ২.কালাটা,callosity
১.কেলাছ ২.ৰশ্মি,callus
1. ফুলৰ গুটি 2. calyx,calyx
বাহ্যিক শেষ,calyx-end
এধা,cambium
কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ),canker
কেনিং,canning
আকাশ,canopy
বিত্ত,capital
পৰগাছা (ডুমুৰৰ),caprification
১.কেপচুল ২.কেপচুল ৩.কেপচুল,capsule
কাৰ্বনাইজড,carbonated
কাৰ্বনেন,carbonization
carapace,carpel
এপাত হাতৰ অলংকাৰ,carpus
1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক),casting
কেটাবলিজম,catabolism
প্ৰৰোচনা,catalysis
1. পোক 2. পোক,caterpillar
গ ঘ. এন. ক. সংগ্ৰহ,C-DNA Library
পৰিসৰ,ceiling
১.কোষ ২.কোষ,cell
কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা,central leader system
1. বিন্দু 2. ফোকাচ,centric
কেন্দ্ৰচালিতকৰণ,centrifugation
কেন্দ্ৰচালিত কৰক,centrifuge
তাৰকা কেন্দ্ৰ,centriole
এপিজেনেটিক,centrogenic
কেন্দ্ৰজা,centrogenous
loom,cercus
১/ শস্যৰ বীজ ২. ছিৰিয়েল,cereal
১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ,certification
প্ৰমাণিত বীজ,certified seed
১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ,chaff
১.নিভাগ ২.কৈলাজা,chalaza
চাইম&#39;গ্ৰাফী,chemotropism
১.কিয়াজমা ২.ব্যস্ত,chiasma
ছুপাৰকুলিং ঘন্টা,chilling hours
হিম ক্ষতি,chilling injury
১/ ভিচিৰোটাকি ২.চিমেৰা,chimera
সেউজীয়া দাইল,chloranthy
১.পাতল ২.সেউজীয়া,chlorophyll
চাইন&#39;ছিছ,chlorosis
জৈৱিক বিতৰণ বিজ্ঞান,chorology
১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম,chromatid
ক্ৰ&#39;মেটিন,chromatin
ক্ৰ&#39;মাট&#39;গ্ৰাফী,chromatography
ক্ৰ&#39;মেটিনেচন,chromatolysis
অলিন্দৰ বিন্দু,chromocentre
ক্ৰ&#39;মেট&#39;জেনেছিছ,chromogenesis
১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন,chromoprotein
১.ক্ৰম’জম ২.ক্ৰম’জম,chromosome
1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল,chronic
ট্যাগ এর সাথে ছবি &#39;citrange&#39;:,citrange
পতন উৎসৱ,cladode
শ্ৰেণীবিভাজন,classification
১.মাটি ২.মাটি,clay
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,cleaning
স্থায়ী পৰগাছা,cleistogamy
ক্ৰুচিফেৰাছ ফল,climacteric fruit
জলবায়ু,climate
জলবায়ুবিজ্ঞান,climatology
shear,clipper
গোট (মাটি),clod
ক্ল&#39;ন,clone
১.ডাৱৰ ২.ডাৱৰ,cloud
ক্লাম্প,clump
মুঠি,cluster
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,coarse
১.আৱৰণ ২.চামৰাৰ টুকুৰা,coat (seed)
কয়া,cocoon
১/ কো-এনজাইম ২.কো-এনজাইম,coenzyme
সংহতি,cohesion
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,coir
মুলংকুৰ চোলা,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
কলয়ড (মাটি),colloid (soil)
১.স্তম্ভ ২.কলমেলা,columella
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,column
কমিউনিয়ন,commensalism
বাণিজ্যিক বেংক,commercial bank
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,commodity
সমুদায়,community
সংকোচন (মাটিৰ),compaction (of soil)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,compatibility
সামঞ্জস্যতা,compatibility
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,compensation
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,competitive interaction
শস্যৰ পৰিপূৰক,complementary crop
১.সংমিশ্ৰিত ২.জটিল,complex
সমষ্টিবাসী,component
সুৰ-ৰচনা,composition
পচন সাৰ,compost
যৌগিক আগ্ৰহ,compound interest
গণনা,computation
1. কম্পিউটাৰ 2. কম্পিউটাৰ,computer
১/ ঘনত্ব ২. ঘনত্ব,concentration
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,conditioner
পৰিবাহীতা,conductance
1. বিন্যাস 2. বিন্যাস,configuration
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,conformity
১.সংহতি ২.সংকৰকৰণ,confounding
সংযোজন,conjugation
1. যোগকৰণ 2. সংযোগী,connective
সুৰক্ষা,conservation
একত্ৰীকৰণ,consolidation
১.উপাদান ২.উপাদান,constituents
গ্ৰাহক,consumer
সেৱন,consumption
দূষণ কৰা,contamination
কনট্যুৰ ৰোপণ,contour planting
কনট্যুৰ ৰেখা,contour
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,contract farming
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,controlled storage
সমবায় বেংক,co-operative bank
সমবায় সমিতিৰ সদস্য,cooperator
গুলমাৱন,coppice
ঘনকীয়,corm
১.দলপুঞ্জ ২.কৰোলা,corolla
১.কৰ্টেক্স ২.কৰ্টেক্স,cortex
খৰচ,cost
কুটিলডন,cotyledon (seed)
ক্ৰেডিট কমিটি,credit society
১/ ঋণ দিয়া ২.ক্ৰেডিট,credit
১/ ঋণদাতা ২.পাওনাদাৰ,creditor
1. শিখৰ 2. শিখৰ 3. শিখৰ,crest
প্ৰত্যাহাৰ,crinkle
বিপদ,crisis
পৰীক্ষা,criterion
জটিল অৱস্থা,critical
শস্যৰ বীমা,crop insurance
শস্যৰ ঋণ,crop loan
১.শস্য ২.শস্য,crop
খেতি কৰা অঞ্চল,cropping area
ক্ৰছ অসঙ্গতিপূৰ্ণ,cross-incompatible
1. মুকুট 2. শিখৰ (উদ্ভিদ),crown (plant)
কোমল কণা,crumb
খোলা,crust
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,cryptogam
ছাঁটনি (ফল),cull (fruits)
কলম,culm
জাত জাত,cultivar
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,cultivation
১/ কৃষক ২/ খেতিয়ক,cultivator
১.খেতি ২.খেতি ৩.পালন,culture
১.সম্পদ ২.প্ৰস্তুতি,curing
১.কুন্তলন ২.কুঞ্চন,curling
মুদ্ৰা,currency
১.এপিডাৰ্মিছ ২.কিউটিকল,cuticle
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,cutting
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,cyst
চাইট&#39;ক্ৰ&#39;ম,cytochrome
কোষ সংযোজন,cytogamy
কোষৰ প্ৰজনন,cytogenesis
কোষৰ জিনীয় বিজ্ঞান,cytogenetics
চাইট’প্লাজমিক বিভাজন,cytokinesis
কোষ জীৱবিজ্ঞান,cytology
কোষৰ লাইছিছ,cytolysis
১) চাইট’মিৰ ২) কোষৰ বিভাজন,cytomere
চাইট’প্লাজম,cytoplasm
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,dairy
দুগ্ধ উদ্যোগ,dairying
১.বান্ধ ২.প্ৰজননকাৰী,dam
দিন নিৰপেক্ষ উদ্ভিদ,day-neutral
ফুল ফুলাৰ পিছদিনা,days after flowering
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,days after full bloom
অদক্ষতা,deblossoming
ডিকেলচিফিকেশন,decalcification
1. dislodge 2. dislodge কৰা,decant
পচি যোৱা,decay
পৰ্ণপাতী,deciduous
১.দশমিক ২.দশমিক,decimal
হীনমন্যতা,deficiency
অনুৰণ (মাটি),deflocculation (soil)
বিপুষ্পন,defloration
বিলিং,defoliation
বনাঞ্চল ধ্বংস কৰা,deforestation
বদনাম,degeneration
অৱক্ষয়,degradation
অংশ দিন,degree days
১.পৰিমাণ ২.অংশ,degree
ডিহিচেন্স,dehiscence
খোলা আঁতৰোৱা,dehulling
খোলা আঁতৰোৱা,dehusking
পানীলগা,dehydration
জলহীন,dehydrator
দাবী কৰা,demand
১.ডিনেচাৰেচন ২.গুণন,denaturation
ডেনুডেচন,denudation
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),deposit
জমা,deposition
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,depreciation
ডিচেলাইনেচন,desalinization
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,desiccation
1. ডিজাইন 2. ডিজাইন,design
শুকান,dessicator
কাৰ্ণেল আঁতৰোৱা,destoning
ডি-ইণ্টাৰকেলেচন,desuckering
সংযোজন,desynapsis
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,detassel
বল্লাৰ বা কুন্দন কাটিব পৰা,detasseling
নিৰ্ণায়ক,determinant
বিমুদ্ৰাকৰণ,devaluation
ডি-ভেজিটেট,devegetation
বিচ্যুতি,deviation
দুণ্ডণ,diad
নিদান,diagnosis
ভিন্ন পৰিপক্কতা,dichogamy
bifurcation,dichotomy
1. দ্বিবিষাক্ত (বীজ),dicotyledon (seed)
পিঠিৰ ৰোগ,die back (disease)
১.প্ৰসাৰণ ২.প্ৰসাৰণ,diffusion
হজম ক্ষমতা,digestibility
ডাইহাইব্ৰিড,dihybrid
১.বান্ধ ২.নলা ৩.পৰিয়াল,dike (dyke)
সামান্য,dilute
১.একপত্নী ২.একপত্নী,dioecious
ডিপ্লয়ড,diploid
১.দ্বিগুণী ২.দ্বিগুণী,diploid
ডাইপোল,diplonema
১.নিষ্কাশন ২.কলি আঁতৰোৱা,disbudding
১.হালোৱা হাল বাই ২.ঘূৰোৱা,discing
ৰেহাই,discount
বীজাণুনাশক,disinfection
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,dispersion
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,dissemination
বৈচিত্ৰ্যতা,diversification
বৈচিত্ৰময় কৃষি,diversified farming
dna পদক্ষেপ,DNA Ladder
ডি এন এ ৰিচিভাৰ,DNA receptor
ডক ভাড়া,dockage
কাৰ্যকৰী,dominant
নিদ্ৰাহীনতা,dormancy
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,dose
ডাবল চিগম&#39;ইড বক্ৰ,douole sigmoid curve
1. gust 2. টানিব পৰা,draft (draught)
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,drain
নিষ্কাশন,drainage
ট্ৰেকচন,draw
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,drenching
প্ৰসাধন সামগ্ৰী (বীজ),dressing (seed)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,drill (n.)
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,drilling (ag. engg)
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,drilling (agronomy)
ড্ৰিপ জলসিঞ্চন,drip irrigation
শুকান খেতি কৰা,dryland farming
১.ধূলি ২.বুকনি,dust
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,duster
ছটিয়াই দিয়া,dusting
১.বামন ২.ৱামন,dwarf
বামন পিৰামিড,dwarf pyramid
বামিণী ভৱন,dwarfing
পৰিৱেশ বিজ্ঞান,ecology
অৰ্থনীতি,econometrics
অৰ্থনৈতিক দক্ষতা,economic efficiency
পৰিস্থিতিগত ধৰণ,ecotype
অতিৰিক্ত স্তৰযুক্ত,ectotrophic
কোমল,edaphic
soil বিজ্ঞান,edaphology
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,edging
খাদ্যৰ অংশ,edible part
চাহিদাৰ স্থিতিস্থাপকতা,elasticity of demand
উৎপাদন স্থিতিস্থাপকতা,elasticity of production
ইলেক্ট্ৰ&#39;লাইছিছ,electrolysis
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,electrophoresis
বাষ্পীভৱন,eluviation
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,emasculator
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,embanking
ভ্ৰূণ,embryo
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,embryology
1. প্ৰস্থান 2. প্ৰস্থান,emergence
ইমালচাইফায়াৰ,emulsifier
অন্তৰ্জাতীয়,endogenous
ইন্ট্ৰা-পইণ্ট ডিভিজন,endomitosis
অন্তঃপৰজীৱী,endoparasite
এণ্ডোস্পাৰ্ম,endosperm
উদ্যোগ,enterprise
পতংগবিজ্ঞান,entomology
পৰিৱেশ,environment
১.এনজাইম ২.এনজাইম,enzyme
ক্লাষ্টাৰ গ্ৰাফটিং,epicotyl grafting
১.এপিফাইট ২.এপিফাইট,epiphyte
ন্যায়,equity
নিৰ্মূলকৰণ,eradication
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,essential nutrients
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,estimation
সূক্ষ্মতা,etiolation
সুজাননিক,eugenic
মূল্যায়ন,evaluation
ভাপ গেজ,evaporimeter
বাষ্পীভৱন,evapo-transpiration
চিৰন্তন বিপ্লৱ,evergreen revolution
১.চিৰসেউজ ২.চিৰসেউজ,evergreen
বিকাশ,evolution
কাটি পেলোৱা,excise
পৰীক্ষয় (উৰ্বৰতা),exhaustion (fertility)
শোষণ,exploitation
১.অন্বেষণ ২.অন্বেষণ,exploration
১.এক্সট্ৰুচন ২.নিগমন,extrusion
নয়ন,eye (sugarcane/potato)
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,factor
কাৰক উৎপাদনশীলতা,factor productivity
ট্ৰেডছমেনৰ ৰেহাই,factorage
ফেক্টৰিয়েল ব্লক ডিজাইন,factorial block design
বিকল্প,facultative
১.পট্টি ২.পালিহাৰ,fallow
গোটেই অংশ,family
ক্ষেত্ৰ মূল্যায়ন,farm appraisal
ফাৰ্ম বাজেট,farm budgeting
কৃষি ব্যৱসায়,farm business
ক্ষেত্ৰ পৰিকল্পনা,farm planning
১.কৃষক ২.কৃষক,farmer
১.কৃষি ২.খেতি কৰা,farming
সংঘৰ্ষ,fasciation
একাধিক প্ৰজনন,fecundation
কিম্বন,fermentation
উৰ্বৰতা,fertility
সাৰ,fertilizer
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,fertilizer use efficiency
আঁহযুক্ত,fibrous
১.পাম ২.এলেকা ৩.অৱস্থান,field
মাটিৰ পানী ধৰি ৰখা,field capacity
ক্ষেত্ৰ প্ৰদৰ্শন,field demonstration
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,fixation
1. প্লাৱন 2. গৰ্ভধাৰণ,flooding
ফ্ল&#39; ডায়াগ্ৰাম,flow diagram
খাদ্য মূল্য,food value
পশুখাদ্য,forage (fodder)
পুৰ্বানুমান,forecasting
অৰণ্য,forest
বনানীকৰণ,forestation
১.তাদপৰ্ণ ২.ফৰ্ম,frond
হিম প্ৰতিৰোধী,frost resistant
১.পালা ২.ব্লাইট,frost
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,frozen (fruit & vegetable)
অনুষ্ঠান,fructification
১/ ফলৰ পতন ২.ফলৰ পতন,fruit drop
ফল হৈ পৰে,fruit -set (fruit setting)
1. ধূমপান 2. ধূমপান,fumigation
ভেঁকুৰনাশক,fungicide
এন্টিফাংগেল,fungistatic
ভেঁকুৰ,fungus
১.খুদ ২.সীতা,furow
1. সংযোজন 2. সংযোজন,fusion
কপাহী উল,fuzz
লোমশ,fuzzy
১/ গছৰ ঘা ২.পিতিকা,gall (Hort)
1. গেমেট 2. গেমেট,gamete
১.বাৰী ২.বাগিচা,garden
১.পান্সাল ২.হাইড্ৰমিটাৰ,gauge (water)
জিন সংগ্ৰহ,gene bank
জিন টেগন,gene tagging
বংশাৱলী,geneology
জিন মেপ,genetic map
জেনেটিক্স,genetics
১/ জিনম ২.সাংগেনে,genome
সঞ্জিনী সংগ্ৰহ,genomic library
জিনমিক্স,genomics
জিন প্ৰকাৰ,genotype
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,genotype
বংশ,genus
১. প্ৰজাতি ২. বংশ,genus
১.বীজাণু ২.বীজাণু,germ
বীজাণুনাশক,germicide
অংকুৰণ,germination
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,germplasm
জিবেৰেলিক এচিড,gibberellic acid
গোটাওক,ginning
তুষ,glume
১/ গ্লুটেন ২,glutinous
গ্লাইকোলাইছিছ,glycolysis
বঢ়িয়া,gneiss
সোণালী বিপ্লৱ,golden revolution
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,grading
