Tamil,Kannada
இசிடியோஸ்போர் இசிடியம் ஸ்போர்,ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್
ஏரோடைனமிக் செயல்முறை,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ
வென்ட்ரல்,ಕುಹರದ
காற்றோட்டம் செய்ய,ಗಾಳಿ ಹಾಕಲು
1. காற்று 2. ஆகாஷி,1. ಗಾಳಿ 2. ಆಕಾಶಿ
1. ஏரோமீட்டர் 2. ஏரோமீட்டர் 3. ஏரோமீட்டர்,1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್
ஏரோசல்,ಏರೋಸಾಲ್
1. மஞ்சரி 2. கோடை உறக்கம்,1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ
நோய் அறிவியல்,ರೋಗದ ವಿಜ್ಞಾನ
காடு வளர்ப்பு,ಅರಣ್ಯೀಕರಣ
1. கிளர்ச்சி 2. கொந்தளிப்பு,1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ
அக்மார்க்,ಅಗ್ಮಾರ್ಕ್
1. நிலம் தொடர்பான 2. விவசாயம்,1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ
விவசாய மருத்துவமனை,ಕೃಷಿ ಕ್ಲಿನಿಕ್
1. விவசாயத் தொழிலாளர்கள் 2. விவசாயத் தொழிலாளர்கள்,1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ
விவசாய சந்தைப்படுத்தல்,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ
விவசாய தொழில்நுட்பம்,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்,1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ
விவசாய காடுகள்,ಕೃಷಿ ಅರಣ್ಯ
விவசாய பல்லுயிர்,ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ
விவசாய கரிம குறைபாடுகள்,ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು
விவசாய உயிரியல்,ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ
விவசாய காலநிலை பன்முகத்தன்மை,ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ
வளர்ப்பு,ಕೃಷಿ ಅರಣ್ಯ
வேளாண்மை,ಕೃಷಿಶಾಸ್ತ್ರ
வேளாண்மை,ಕೃಷಿಶಾಸ್ತ್ರ
விவசாய மேய்ச்சல்,ಕೃಷಿ ಪಶುಪಾಲಕ
பயிர் செயலாக்கம்,ಬೆಳೆ ಸಂಸ್ಕರಣೆ
புல் அறிவியல்,ಹುಲ್ಲು ವಿಜ್ಞಾನ
பயிர் வகை,ಬೆಳೆ ಪ್ರಕಾರ
எபிஃபைட்,ಎಪಿಫೈಟ್
aikiochi மண்,ಐಕಿಯೋಚಿ ಮಣ್ಣು
வண்ண குருட்டுத்தன்மை,ಬಣ್ಣಗುರುಡು
அல்பிசோல்,ಅಲ್ಫಿಸೋಲ್
பாசி,ಪಾಚಿ
பாசி நோய்,ಪಾಚಿ ರೋಗ
காரம் நீர்,ಕ್ಷಾರ ನೀರು
காரமானது,ಕ್ಷಾರೀಯ
மாற்று,ಪರ್ಯಾಯ
அலெலோ வேதியியல்,ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ
அலீல்,ಆಲೀಲ್
அலெலோபதி,ಅಲೆಲೋಪತಿ
வேத்தி பயிர்,ವೇಥಿ ಬೆಳೆ
நிறைவு,ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ
கருத்தரித்தல்,ಫಲೀಕರಣ
1. சார்பியல் 2. அலோமெட்ரி,1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ
பலவகை,ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್
1. Parazygosity,1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ
மாற்று நில பயன்பாடு,ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ
சூழல்,ಪರಿಸರ
சீர்திருத்தவாதி,ಸುಧಾರಕ
மைடோசிஸ்,ಮಿಟೋಸಿಸ್
அமீனன்,ಅಮೀನನ್
அம்மோனியன்,ಅಮೋನಿಯನ್
அம்னிஃபெரஸ்,ಆಮ್ನಿಫೆರಸ್
1. பயனற்ற வடிவம் 2. அரூபி,1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ
நீர்வீழ்ச்சி கலவை,ಉಭಯಚರ ಮಿಶ್ರಣ
ஆம்போடெரிக்,ಆಂಫೋಟರಿಕ್
கையிருப்பு,ಸಂಗ್ರಹಣೆ
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು
ஹாப்ளாய்டு,ಹ್ಯಾಪ್ಲಾಯ್ಡ್
கோண நடவு,ಕೋನೀಯ ನೆಟ್ಟ
கால்நடை வளர்ப்பு,ಪಶುಸಂಗೋಪನೆ
விலங்கு மலம்,ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ
வாழ்க்கை ஆற்றல்,ಜೀವನ ಶಕ್ತಿ
முரண்பாடான,ಅಸಂಗತ
ஒரு வருடம் பழமையான ஆலை,ಒಂದು ವರ್ಷದ ಸಸ್ಯ
ஆண்டு,ವಾರ್ಷಿಕ
1. பரவசம் 2. பிரகாசம்,1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ
ஆந்த்ராக்ஸ்,ಆಂಥ್ರಾಕ್ಸ್
மானுடவியல் காரணிகள்,ಮಾನವಜನ್ಯ ಅಂಶಗಳು
உயிர்வாழ்தல்,ಬದುಕುಳಿಯುವಿಕೆ
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ
விரட்டும்,ಹಿಮ್ಮೆಟ್ಟಿಸುವ
ஆக்ஸிஜனேற்ற,ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ
ஆன்டிடாக்சின்,ಆಂಟಿಟಾಕ್ಸಿನ್
மோதிர விரல்,ಉಂಗುರದ ಬೆರಳು
1. அசுவினி 2. மஹு 3. செபா,1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ
மேல் மொட்டு,ಮೇಲಿನ ಮೊಗ್ಗು
உச்ச செயல்திறன்,ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ
தேனீ வளர்ப்பு,ಜೇನುಸಾಕಣೆ
ஓரினச்சேர்க்கை,ಅಲೈಂಗಿಕತೆ
அப்போப்டொசிஸ்,ಅಪೊಪ್ಟೋಸಿಸ್
பிற்சேர்க்கைகள்,ಅನುಬಂಧಗಳು
பசியை உண்டாக்கும்,ಜೀರ್ಣಕಾರಕವಾಗಿ
விண்ணப்பித்தார்,ಅನ್ವಯಿಸಲಾಗಿದೆ
நீர்வாழ் களை,ಜಲವಾಸಿ ಕಳೆ
1. மரம் 2. மரத்தில் வசிப்பவர்,1. ಮರ 2. ಮರದ ನಿವಾಸಿ
கிளைகள்,ಕವಲೊಡೆಯುತ್ತಿದೆ
புரோட்டோபோட்டானிக்கல் பதிவுகள்,ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
மண்டல எண்,ವಲಯ ಸಂಖ್ಯೆ
1. பகுதி 2. பகுதி,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
உலர் சுற்றுச்சூழல்,ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
கோட்டிலிடன்,ಕೋಟಿಲ್ಡನ್
சௌரப்,ಸೌರಭ್
நறுமண ஆலை,ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ
வாசனை அரிசி,ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ
இக்ஷு புஷ்பன்,ಇಕ್ಷು ಪುಷ್ಪನ್
அசெப்டிக்,ಅಸೆಪ್ಟಿಕ್
1. அசெப்டிக் 2. அசெப்டிக்,1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್
பாலின இனப்பெருக்கம்,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
அளவு,ಗಾತ್ರ
சொத்து,ಆಸ್ತಿ
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ
1. சங்கம் 2. சங்கம்,1. ಸಂಘ 2. ಸಂಘ
1. நெடுவரிசை 2. துவர்ப்பு,1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ
பன்முகத்தன்மை,ಹೆಟೆರೋಜೈಗೋಸಿಟಿ
1. முன்னோர் 2. அடவிசம்,1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ
துகள்,ಕಣ
1. உறுதிப்படுத்தல் 2. குறைபாடு,1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ
சுய இணைத்தல்,ಸ್ವಯಂ ಜೋಡಣೆ
தன்னியக்கம்,ಆಟೋಲಿಸಿಸ್
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ
சுய மல்டிபிளக்ஸ்,ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
ஆக்சின்,ಆಕ್ಸಿನ್
1. குலுக்கல் 2. தேரை,1. ಷೂಕ್ 2. ಟೋಡ್
தண்டனை வைரஸ்,ದಂಡದ ವೈರಸ್
1. பேசிலஸ் 2. பேசிலஸ்,1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್
1. பாக்டீரியா 2. பாக்டீரியா,1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ
பாக்டீரியா நச்சு,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ
கரும்பு சக்கை,ಬಗಸೆ
இருப்பு தாள்,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
சீரான உர பயன்பாடு,ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ
சட்ட வரைபடம்,ಬಾರ್ ಗ್ರಾಫ್
பட்டை,ತೊಗಟೆ
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ
1. buzzer 2. inert 3. barren,1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್
1. தாலா 2. பேசின்,1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ
தலபிசாரி,ತಲಾಬಿಸಾರಿ
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್
வளைகுடா பருவமழை,ಗಲ್ಫ್ ಮಾನ್ಸೂನ್
பழ செடி,ಹಣ್ಣಿನ ಗಿಡ
படுக்கை,ಹಾಸಿಗೆ
படுக்கை ஆலை,ಹಾಸಿಗೆ ಸಸ್ಯ
படுக்கை,ಹಾಸಿಗೆ
பீற்று வெல்லப்பாகு,ಬೀಟ್ ಮೊಲಾಸಸ್
பெல்லோஸ்,ಬೆಲ್ಲೋಸ್
1. கீற்று 2. நிலப்பரப்பு,1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ
இலாப-செலவு பகுப்பாய்வு,ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
ஆர்வலர் (மாதிரி),ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ)
இரு ஆண்டு தாவரங்கள்,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು
இருவகை,ದ್ವಿಪದ
உயிர் காரணி,ಜೈವಿಕ ಅಂಶ
உயிரியல் காலநிலை,ಜೈವಿಕ ಹವಾಮಾನ
உயிர் ஆற்றல்,ಜೈವಿಕ ಶಕ್ತಿ
விலங்கு சூழலியல்,ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ
1. உயிர் செயலி 2. உயிர் உலை,1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್
உயிர்க்கோளம்,ಜೀವಗೋಳ
உயிரியல்,ಜೈವಿಕ
விலங்கினங்கள்,ಪ್ರಾಣಿಸಂಕುಲ
திவிலிங்கி,ದಿವಿಲಿಂಗಿ
தவலன்,ಧವಳನ್
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ
கலத்தல்,ಮಿಶ್ರಣ
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್
நீல புரட்சி,ನೀಲಿ ಕ್ರಾಂತಿ
பிளானர் வெப்பமூட்டும் அறை,ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ
தவிடு,ಹೊಟ್ಟು
கிளைகள்,ಕವಲೊಡೆಯುತ್ತಿದೆ
1. கிளை 2. துணைக் கிளை,1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ
இனம்,ತಳಿ
இனப்பெருக்கம்,ಸಂತಾನೋತ್ಪತ್ತಿ
ஆரம்ப முளைப்பு சிகிச்சை,ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ
1. குட்டி 2. முட்டை 3. கரு,1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ
துளிர்க்கிறது,ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ
பட்ஜெட்,ಬಜೆಟ್
1.ஆம்போடெரிக் 2. தாங்கல்,1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್
இனிப்பு உருளைக்கிழங்கு,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
பன்ட் (நோய்),ಬಂಟ್ (ರೋಗ)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್
எண்ணெய் கேக்,ಎಣ್ಣೆ ಕೇಕ್
1. சுண்ணாம்பு 2. கால்சியம்,1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ
கால்சியன்,ಕ್ಯಾಲ್ಸಿಯಾನ್
பாஸ்பேட் நீக்கம்,ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ
1. கினாட்டா 2. கலாட்டா,1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ
1.காலஸ் 2. கதிர்,1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್
வெளிப்புற முடிவு,ಹೊರಗಿನ ಅಂತ್ಯ
எதா,ಈಧಾ
புற்றுநோய் (பாக்டீரியா நோய்),ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ)
பதப்படுத்தல்,ಕ್ಯಾನಿಂಗ್
வானம்,ಆಕಾಶ
நிதி,ಹಣಕಾಸು
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್
கார்பனேற்றப்பட்டது,ಕಾರ್ಬೊನೈಸ್ಡ್
கார்பனான்,ಕಾರ್ಬೊನಾನ್
கார்பேஸ்,ಕ್ಯಾರಪೇಸ್
வளையல்,ಕಂಕಣ
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ)
வினையூக்கம்,ಕ್ಯಾಟಬಾಲಿಸಮ್
தூண்டுதல்,ಪ್ರೇರಣೆ
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
c d. என். அ. சேகரிப்பு,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
சரகம்,ವ್ಯಾಪ್ತಿ
1. செல் 2. செல்,1. ಕೋಶ 2. ಕೋಶ
மத்திய முன் அமைப்பு,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
1. புள்ளி 2. கவனம்,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
மையவிலக்கு,ಕೇಂದ್ರಾಪಗಾಮಿ
மையவிலக்கு,ಕೇಂದ್ರಾಪಗಾಮಿ
நட்சத்திர மையம்,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
எபிஜெனெடிக்,ಎಪಿಜೆನೆಟಿಕ್
கேந்திரராஜா,ಕೇಂದ್ರರಾಜ
தறி,ಮಗ್ಗ
1. தானியம் 2. தொடர்,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
1. சான்றிதழ் 2. சான்றிதழ்,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
சான்றளிக்கப்பட்ட விதை,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
1. நிபாக் 2. கைலாஜா,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
கைமோகிராபி,ಕೈಮೊಗ್ರಫಿ
1. கியாஸ்மா 2. பிஸி,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
supercooling மணி,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
உறைபனி சேதம்,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
1. விசிரோடகி 2. சிமேரா,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
பச்சை கஞ்சி,ಹಸಿರು ಗಂಜಿ
1. தழை 2. பச்சை,1. ಎಲೆಗಳು 2. ಹಸಿರು
சயனோசிஸ்,ಸೈನೋಸಿಸ್
உயிரியல் விநியோக அறிவியல்,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
குரோமடின்,ಕ್ರೊಮಾಟಿನ್
குரோமடோகிராபி,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
நிறமாற்றம்,ಕ್ರೊಮಾಟಿಲೇಷನ್
ஏட்ரியல் புள்ளி,ಹೃತ್ಕರ್ಣದ ಬಿಂದು
நிறமூர்த்தம்,ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
சிட்ரேஞ்ச்,ಸಿಟ್ರೇಂಜ್
இலையுதிர் திருவிழா,ಶರತ್ಕಾಲದ ಹಬ್ಬ
வகைப்பாடு,ವರ್ಗೀಕರಣ
1. களிமண் 2. களிமண்,1. ಮಣ್ಣು 2. ಮಣ್ಣು
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
தொடர்ந்து மகரந்த சேர்க்கை,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
சிலுவை பழம்,ಶಿಲುಬೆಯ ಹಣ್ಣು
காலநிலை,ಹವಾಮಾನ
காலநிலையியல்,ಹವಾಮಾನಶಾಸ್ತ್ರ
வெட்டு,ಬರಿಯ
கட்டி (களிமண்),ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
குளோன்,ತದ್ರೂಪಿ
1.மேகங்கள் 2.மேகங்கள்,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
கொத்து,ಗೊಂಚಲು
கொத்து,ಗುಂಪನ್ನು
