Bengali,Tamil
ভিত্তি বেধ,அடிப்படை தடிமன்
বেস অ্যাক্সেস,அடிப்படை அணுகல்
"বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন","அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்"
বেস কালেক্টর চুক্তি,அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்
গন্ধ,வாசனை
খাদ ফ্রিকোয়েন্সি,பாஸ் அதிர்வெண்
ব্যাটারি,மின்கலம்
বউড,பாட்
বড হার,பாட் விகிதம்
বড রেট জেনারেটর,பாட் ரேட் ஜெனரேட்டர்
বোডো কোড,போடோ குறியீடு
"সংকেত, বীকন","சமிக்ஞை, கலங்கரை விளக்கம்"
"মানিকা, বিড","மாணிக்கா, பீட்"
ম্যানিক ক্যাপাসিটর,பித்து மின்தேக்கி
মানিকর্তপি প্রতিরোধক,மணிகர்தாபி எதிர்ப்பாளர்கள்
"মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা","பீம் ஆண்டெனா, பீம் ஆண்டெனா"
মরীচি আবিষ্কারক,பீம் டிடெக்டர்
মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ,பீம் சக்தி குழாய்
মরীচি সুইচিং অগ্রভাগ,பீம் மாறுதல் முனைகள்
মরীচি সম্প্রসারণ,கற்றை விரிவாக்கம்
বীট ফ্রিকোয়েন্সি,துடிப்பு அதிர்வெண்
বীট-ফ্রিকোয়েন্সি অসিলেটর,துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்
পালস অসিলেটর,துடிப்பு ஆஸிலேட்டர்
বেল,மணி
নমন ক্ষতি,வளைக்கும் இழப்பு
বেসেল ফিল্টার,பெசல் வடிகட்டி
বেটা,பீட்டா
b-h বক্ররেখা,b-h வளைவு
"পক্ষপাত, পক্ষপাত","சார்பு, சார்பு"
পক্ষপাত বর্তমান,சார்பு மின்னோட்டம்
পক্ষপাত প্রতিরোধ,சார்பு எதிர்ப்பு
ডবল অ্যান্টেনা,இரட்டை ஆண்டெனா
দ্বিমুখী লোড বর্তমান,இருதரப்பு சுமை மின்னோட்டம்
দ্বিমুখী অ্যান্টেনা,இருதரப்பு ஆண்டெனா
দ্বিমুখী আলো নির্গত ডায়োড,இருதரப்பு ஒளி உமிழும் டையோடு
দ্বিমুখী থাইরিস্টর,இருதரப்பு தைரிஸ்டர்
bi FET প্রযুক্তি,இரு FET தொழில்நுட்பம்
দ্বি-বিন্দু ট্রান্সফরমার,இரு புள்ளி மின்மாற்றி
ডবল ফিউশন,இரட்டை இணைவு
দ্বিপাক্ষিক সার্কিট,இருதரப்பு சுற்று
বাইনারি,பைனரி
বাইনারি যোগফল,பைனரி தொகை
বাইনারি সার্কিট,பைனரி சுற்று
বাইনারি কোডেড দশমিক,பைனரி குறியிடப்பட்ட தசம
বাইনারি কোডেড দশমিক সিস্টেম,பைனரி குறியிடப்பட்ட தசம அமைப்பு
বাইনারি ডাইপোল ক্যাপাসিটর,பைனரி இருமுனை மின்தேக்கி
বাইনারি ক্যালকুলেটর,பைனரி கால்குலேட்டர்
বাইনারি ক্যালকুলেটর,பைனரி கால்குலேட்டர்
বাইনারি ডিকোডার,பைனரி குறிவிலக்கி
বাইনারি মই,பைனரி ஏணி
বাইনারি প্যাথোমিটার,பைனரி பாத்தோமீட்டர்
বাইনারি অবস্থা,இருமை நிலை
বাইনারি-ডেসিমেল ডিকোডার,பைனரி-தசம குறிவிலக்கி
বাইনারি লোড,பைனரி சுமை
বাইনারি শব্দ,பைனரி வார்த்தைகள்
বাইপোলার,இருமுனை
বাইপোলার ক্যাপাসিটর,இருமுனை மின்தேக்கி
বাইপোলার ডিভাইস,இருமுனை சாதனம்
বাইপোলার উৎস,இருமுனை மூல
বাইপোলার ট্রানজিস্টর,இருமுனை டிரான்சிஸ்டர்
বাইপোলার জংশন ট্রানজিস্টর,இருமுனை சந்திப்பு டிரான்சிஸ்டர்
দ্বিঘাত ফিল্টার,இருபடி வடிகட்டி
ডবল অবস্থান,இரட்டை நிலை
দুই-পর্যায়ের মাল্টিভাইব্রেটর,இரண்டு-நிலை மல்டிவைபிரேட்டர்
দ্বিমুখী রিলে,இருதரப்பு ரிலே
দুই-পর্যায়ের রাষ্ট্র,இரண்டு கட்ட நிலை
দুই-পজিশন ট্রিগার,இரண்டு நிலை தூண்டுதல்
বিট ত্রুটি,பிட் பிழை
বিট ত্রুটি হার,பிட் பிழை விகிதம்
বিট ত্রুটি,பிட் பிழை
বিটকল ত্রুটি,பிட்கல் பிழை
অন্ধ বাক্স,குருட்டு பெட்டி
ঘনীভূত নাড়ি,அமுக்கப்பட்ட துடிப்பு
সচিব,சுரப்பவர்
সিক্রেটরি ইনহিবিটার,சுரக்கும் தடுப்பான்
অন্ধত্ব,குருட்டுத்தன்மை
সেগমেন্ট ডায়াগ্রাম,பிரிவு வரைபடம்
ব্লকিং প্রতিবন্ধকতা,தடுப்பு மின்தடை
খণ্ড স্থানান্তর,துண்டு பரிமாற்றம்
পথিমধ্যে রোধ করা,இடைமறிக்கவும்
প্রতিরোধক ক্যাপাসিটর,மின்தடை மின்தேக்கி
প্রতিরোধক ক্যাপাসিটর,தடுப்பான் மின்தேக்கி
ব্লকিং অসিলেটর,தடுக்கும் ஆஸிலேட்டர்
প্রতিরোধক অসিলেটর,மின்தடை ஆஸிலேட்டர்
প্রতিরোধক ভোল্টেজ,மின்தடை மின்னழுத்தம்
ব্লোয়ার,ஊதுபவர்
বোড ডায়াগ্রাম,போட் வரைபடம்
voltzmann সম্পর্ক,வோல்ட்ஸ்மேன் உறவு
voltzmann ধ্রুবক,வோல்ட்ஸ்மேன் மாறிலி
বন্ধন,பத்திரம்
আবদ্ধ স্ট্রেন গেজ,பிணைக்கப்பட்ட திரிபு அளவு
স্ব-চালিত পরিবর্ধক,சுயமாக இயக்கப்படும் பெருக்கி
বুলিয়ান বীজগণিত,பூலியன் இயற்கணிதம்
বুলিয়ান সমীকরণ,பூலியன் சமன்பாடு
বুট Strapon,துவக்க ஸ்ட்ராபன்
বুথের অ্যালগরিদম,பூத்தின் அல்காரிதம்
বুটস্ট্র্যাপ প্রিজম সার্কিট,பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று
bosscutts নিয়ম,bosscutts ஆட்சி
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு
"লাফ, লাফ","குதி, குதி"
আবদ্ধ ইলেকট্রন,பிணைக்கப்பட்ட எலக்ட்ரான்
ব্র্যাগ প্রতিফলক,ப்ராக் பிரதிபலிப்பான்
জড়িত তার,பின்னிப் பிணைந்த கம்பி
শাখা,கிளை
শাখা,கிளைகள்
পরীক্ষা বোর্ড,பரிசோதனை குழு
বিরতি জোন,எலும்பு முறிவு மண்டலம்
ব্রেকিং ভোল্টেজ,உடைக்கும் மின்னழுத்தம்
ব্রেকডাউন ডায়োড,முறிவு டையோடு
ফ্র্যাকচার ফিক্সেশন,எலும்பு முறிவு சரிசெய்தல்
ব্রেকিং ভোল্টেজ,உடைக்கும் மின்னழுத்தம்
সেতু,பாலம்
সেতু সংশোধনকারী,பாலம் திருத்தி
প্রশস্ত ব্যান্ড,பரந்த இசைக்குழு
সম্প্রচার ব্যান্ড,ஒலிபரப்பு இசைக்குழு
অ্যাস্ট্রাল অ্যারে,நிழலிடா வரிசை
সম্প্রচার,ஒளிபரப்பு
সম্প্রচার অ্যান্টেনা,ஒளிபரப்பு ஆண்டெனா
সম্প্রচার গ্রহনকারী যন্ত্র,ஒளிபரப்பு ரிசீவர்
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,அதிர்வெண் ஒளிபரப்பு பெறுதல்
সম্প্রচার ট্রান্সমিটার,ஒளிபரப்பு டிரான்ஸ்மிட்டர்
বুস্টার অ্যান্টেনা,பூஸ்டர் ஆண்டெனா
বাস অ্যান্টেনা,பஸ் ஆண்டெனா
বুরুশ নিমজ্জন,தூரிகை மூழ்குதல்
বুদবুদ এবং গেট,குமிழ் மற்றும் வாயில்
বুডবুডু বা গেট,புட்புடு அல்லது கேட்
বুদবুদ স্মৃতি,குமிழி நினைவகம்
ক্ষতিপূরণকারী ভোল্টেজ,மின்னழுத்தத்தை ஈடுசெய்யும்
বাফার,தாங்கல்
বাফার পরিবর্ধক,தாங்கல் பெருக்கி
বাফার সার্কিট,தாங்கல் சுற்று
বাফার অপারেটর,தாங்கல் ஆபரேட்டர்
বাফার রেজিস্টার,தாங்கல் பதிவு
বাল্ব,பல்பு
জনসংখ্যার প্রভাব,மக்கள் தொகை விளைவு
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,மேக்ரோ குறைக்கடத்தி சாதனம்
গুচ্ছ,கொத்து
নিমজ্জিত বিনিময়,மூழ்கிய பரிமாற்றம்
নিমজ্জিত স্তর,மூழ்கிய அடுக்கு
নিমজ্জিত যোগাযোগ,மூழ்கிய தொடர்பு
বিস্ফোরণ পরিবর্ধক,வெடிப்பு பெருக்கி
বিস্ফোরণ কভার,குண்டு வெடிப்பு கவர்
বিস্ফোরণ গুলি,குண்டு வெடிப்பு
বিস্ফোরণ দরজা পরিবর্ধক,வெடிப்பு கதவு பெருக்கி
বিস্ফোরিত মোড,வெடிப்பு முறை
বিস্ফোরণ বিভাজক,வெடிப்பு பிரிப்பான்
বিস্ফোরণের সংকেত,வெடிப்பு சமிக்ஞை
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,வெடிப்பு பிழை திருத்தி குறியீடு
যথেষ্ট,போதும்
বাস বার,பஸ் பார்
বাস সংগঠন,பேருந்து அமைப்பு
বাস স্ট্যান্ডার্ড,பேருந்து தரநிலை
শুধু ক্ষণস্থায়ী,வெறும் கணம்
মাখন মূল্য ফিল্টার,வெண்ணெய் மதிப்பு வடிகட்டி
bnc তার,bnc கம்பி
বিএনসি জয়েন্টার,BNC இணைப்பாளர்
উপায় দ্বারা,வழியில்
বাইপাস ক্যাপাসিটর,பைபாஸ் மின்தேக்கி
বাইট,பைட்
ভি ব্যান্ড,வி இசைக்குழு
সি ব্যান্ড অ্যান্টেনা,சி பேண்ட் ஆண்டெனா
তার,கம்பி
তারের রাউটিং,கம்பி வழித்தடம்
টেলিগ্রাফ টেলিভিশন,தந்தி தொலைக்காட்சி
ক্যাশ মেমরি,கேச் நினைவகம்
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,சிசிம் அதிர்வெண் தரநிலை
ক্যালকুলেটর,கால்குலேட்டர்
ক্রমাঙ্কন,அளவுத்திருத்தம்
কল ঠিকানা,அழைப்பு முகவரி
কলপিট অসিলেটর,கால்பிட் ஆஸிலேட்டர்
ক্যাম কর্ডার,கேம் கார்டர்கள்
ক্যামেরা,புகைப்பட கருவி
ক্যামেরার পায়ের পাতার মোজাবিশেষ,கேமரா குழாய்
candela,குத்துவிளக்கு
মোমবাতি শক্তি,மெழுகுவர்த்தி சக்தி
ক্যান্টিলিভার স্ট্রেন গেজ,கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்
ধারণ,வைத்திருக்கும்
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,கொள்ளளவு இரத்த அழுத்த மின்மாற்றி
হোল্ডিং ডিস্ট্রিবিউটর,வைத்திருக்கும் விநியோகஸ்தர்
চুক্তি ধারণ,ஒப்பந்தம் வைத்தல்
ক্যাপাসিট্যান্স গেজ,கொள்ளளவு அளவீடு
সংগ্রাহক হোল্ডিং,வைத்திருக்கும் சேகரிப்பான்
ক্যাপাসিট্যান্স বিক্রিয়া,கொள்ளளவு எதிர்வினை
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার","கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி"
ক্যাপাসিটর,மின்தேக்கி
ক্যাপাসিটর ব্যাংক,மின்தேக்கி வங்கி
ক্যাপাসিটর ফিল্টার,மின்தேக்கி வடிகட்டி
ক্যাপাসিটর ইনপুট ফিল্টার,மின்தேக்கி உள்ளீடு வடிகட்டி
উইঞ্চ মোটর,வின்ச் மோட்டார்
পুলি সার্ভো বডি,புல்லி சர்வோ உடல்
চরখী,சார்க்கி
ক্যাপচার,பிடிப்பு
ক্যাপচার ধারা,பிடிப்பு பிரிவு
ক্যাপচার প্রভাব,பிடிப்பு விளைவு
ক্যারিয়ারের শব্দ অনুপাত,கேரியர் இரைச்சல் விகிதம்
গাড়ির রেডিও,கார் வானொலி
কার্বন প্রতিরোধক,கார்பன் மின்தடை
কার্ড পাঠক,கார்டு ரீடர்
কার্ডিওড ডায়াগ্রাম,இதய வரைபடம்
বহন,வண்டி
গাড়ি ফেরত,வண்டி திரும்புதல்
বাহক,கேரியர்
ক্যারিয়ার যোগাযোগ,கேரியர் தொடர்பு
ক্যারিয়ারের ঘনত্ব,கேரியர் செறிவு
ক্যারিয়ার ফ্রিকোয়েন্সি,கேரியர் அதிர்வெண்
ক্যারিয়ার প্রজনন,கேரியர் இனப்பெருக்கம்
ক্যারিয়ার স্তর,கேரியர் நிலை
ক্যারিয়ার জীবন,கேரியர் வாழ்க்கை
ক্যারিয়ারের গতিশীলতা,கேரியர் இயக்கம்
বাহক গুণন,கேரியர் பெருக்கல்
ক্যারিয়ারের শব্দ স্তর,கேரியர் இரைச்சல் நிலை
ক্যারিয়ার পরিসীমা,கேரியர் வரம்பு
ক্যারিয়ার রিকভারি সার্কিট,கேரியர் மீட்பு சுற்று
ক্যারিয়ার পুনঃনিবেশ,கேரியர் மறுசெருகல்
পরিবাহী বিক্ষিপ্তকরণ,கடத்தும் சிதறல்
ক্যারিয়ার দমন,கேரியர் அடக்குமுறை
বাহক খাঁচা,கேரியர் கூண்டு
ক্যারিয়ার বেগ,கேரியர் வேகம்
হাত বিট,கை பிட்
পতাকা রাখা,கொடி நடைபெற்றது
"দখলের রেজিস্টার, দখলের রেজিস্টার","உடைமைப் பதிவு, உடைமைப் பதிவு"
বহনযোগ্য জেনারেটর,சிறிய ஜெனரேட்டர்
কার্সনের আইন,கார்சன் சட்டம்
কার্তুজ ফিউজ,கெட்டி உருகி
কার্তুজ টেপ,கெட்டி நாடா
ক্যারি ফস্টার ব্রিজ,கேரி ஃபாஸ்டர் பாலம்
ধাপ পরিবর্ধক,படி பெருக்கி
গ্রেডেশন,தரம்
ক্যাসকেড পরিবর্ধক,அடுக்கு பெருக்கி
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","கேஸ்கோட் பெருக்கி, படி பெருக்கி"
ক্যাসেট,கேசட்
প্ররোচনা,தூண்டுதல்
ক্যাপটিভ কোটার,சிறைப்பிடிக்கப்பட்ட பூச்சு
ক্যাথোড,கேத்தோடு
ক্যাথোড ট্রেলিং,கேத்தோடு பின்வாங்கல்
ক্যাথোড ট্রেলিং পরিবর্ধক,காதோட் டிரெயிலிங் பெருக்கி
ক্যাথোড আলোকসজ্জা,கேத்தோடு ஒளிர்வு
ক্যাথোড উপাদান,கேத்தோடு பொருள்
ক্যাথোড রে অসিলোস্কোপ,கேத்தோடு கதிர் அலைக்காட்டி
ক্যাথোড রশ্মি নল,கேத்தோடு கதிர் குழாய்
ক্যাথোড কণা জমা,கேத்தோடு துகள் படிவு
ক্যাথোড আলোকসজ্জা,கேத்தோடு ஒளிர்வு
কয়ার ফিল্টার,தேங்காய் வடிகட்டி
kaver ফিল্টার,கேவர் வடிகட்டி
কোটর,கோட்டார்
এন্ট্রাল বিকিরণ,ஆன்ட்ரல் கதிர்வீச்சு
cotter অনুরণক,cotter resonator
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD)
সিডি রম,சிடிரோம்
সিডি রম ড্রাইভ,சிடி ரோம் டிரைவ்
সেল (ব্যাটারি),செல் (பேட்டரி)
কেন্দ্রীয় সম্পদ উপাদান,மைய வள உறுப்பு
কেন্দ্রীয় সম্পদ ইউনিট,மத்திய வள அலகு
কেন্দ্রীয় প্রসেসর,மத்திய செயலி
গড় স্কেল,அர்த்தம்
মধ্য ফ্রিকোয়েন্সি,நடு அதிர்வெண்
মাঝারি নিষ্কাশন ট্রান্সফরমার,நடுத்தர வெளியேற்ற மின்மாற்றி
"সিরামিক, কাদামাটি","பீங்கான், களிமண்"
সিরামিক ফিলার,பீங்கான் நிரப்பு
সিরামিক ফিল্টার,பீங்கான் வடிகட்டி
সিরামিক উপাদান,பீங்கான் பொருள்
সিরামিক রেজোনেটর,செராமிக் ரெசனேட்டர்
সিরামিক শব্দ রিসিভার,பீங்கான் ஒலி பெறுதல்
সেরেনকভ ক্যালকুলেটর,செரென்கோவ் கால்குலேட்டர்
সরমাত,சர்மத்
চ্যালকোজেনাইড,சால்கோஜெனைடு
ক্যালকোপিরাইট,கால்கோபைரைட்
"চ্যানেল, চ্যানেল","சேனல், சேனல்"
চ্যানেল ব্যান্ড সম্প্রসারণ,சேனல் பேண்ட் விரிவாக்கம்
চ্যানেল কোডার,சேனல் குறியாக்கி
চ্যানেল ফ্রিকোয়েন্সি,சேனல் அதிர்வெண்
চ্যানেল চরিত্র,சேனல் பாத்திரம்
চ্যানেল বিচ্ছেদ,சேனல் பிரிப்பு
চ্যানেল তত্ত্ব,சேனல் கோட்பாடு
চরিত্র জেনারেটর,எழுத்து ஜெனரேட்டர்
চরিত্রের স্বীকৃতি,பாத்திரம் அங்கீகாரம்
বৈশিষ্ট্যগত প্রতিবন্ধকতা,பண்பு மின்மறுப்பு
চার্জ ক্যারিয়ার,சார்ஜ் கேரியர்
চার্জ নিয়ন্ত্রণ পরামিতি,கட்டணம் கட்டுப்பாட்டு அளவுரு
মিলিত ডিভাইস চার্জ,சார்ஜ் இணைக்கப்பட்ட சாதனம்
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்
চার্জ ঘনত্ব,கட்டணம் அடர்த்தி
