Gujarati,Marathi
અરેકા અખરોટ,अरेका नट
ખલાસી,अर्जुन
અફેટીડા,असफोएटिडा
રાખ,राख लबाडी
અશોક વૃક્ષ,अशोका वृक्ष
એશ્થમા નીંદણ (યુફોર્બિયા),अश्थमा तण (युफोर्बिया)
શતાવરીનો શતાાયણ,शतावरी
એવોકાડો,एवोकॅडो
અલ્ફાલ્ફા (લ્યુસર્ન),अल्फाल्फा (ल्युसर्न)
કીડી,मुंग्या
એફિડ,Ph फिडस्
સૈન્યમાં,आर्मी जंत
કૃષિ -અર્થશાસ્ત્રી,कृषी अर्थशास्त्रज्ञ
કૃષિ વિસ્તરણવાદી,कृषी विस्तारवादी
કૃષિ -વિજ્ scientાન,कृषी वैज्ञानिक
ખેતી ઈજનેર,कृषी अभियंता
કેરોગવિજ્ologistાન,अ‍ॅग्रोबायोलॉजिस्ट
કૃષિવિજ્istાની,कृषीशास्त्रज्ञ
કૃષિવિજ્stાન,अ‍ॅग्रोफिसिकस्ट
પશુ સંવર્ધક,प्राणी ब्रीडर
બેસિલસ વાયરસ,बॅसिलस विषाणू
દંભ,बॅसिलस
જીવાત,जिवाणू
કોઇ,बॅक्टेरियोटॉक्सिन
મસાલા,बागसे
સરવૈયા,शिल्लक पत्रक
શેતરાન,संतुलित फर्टिलायझेशन
આકૃતિ,बार आकृती
ભડકો,साल
બાહુદ માળખાં,बॅरोमीटर
ઉજ્જડ,वांझ
પાયો,पाया
ઉજવણી,बेसिन
બીક,बासिपेटल
દરિયાકાંઠે,बासेस्टर्नम
ચોમાસા,बे मॉन्सून
પધ્ધદનો છોડ,बेअरिंग प्लांट
પથારી,बेड
ઘાને,बेडर
નાળ,बेडिंग
બીટ દાળ,बीट गुळ
ધૂન,धनुष्य
બેલ્ટ,बेल्ट
લાભ આપતી કિંમતે વિશ્લેષણ,लाभ-खर्च विश्लेषण
પક્ષપાતી (નમૂના),पक्षपाती (सॅम्पलिंग)
દ્વિવાર્ષિક,द्विवार्षिक
દ્વિપદી,द्विपक्षीय
જૈવિક,बायोएजेन्ट
જૈવ,बायोक्लीमेट
બાયનર્જી,बायोएनर्जी
જીવવિજ્icsાન,बायोनोमिक्स
બાયરોએક્ટર,बायोरिएक्टर
જીવશોષ,जीवशास्त्र
જૈવિક,बायोटिक
જંતુઓ,बायोटाइप
દ્વિલિંગી,उभयलिंगी
નિસ્તેજ,ब्लान्चिंग
વિનોદ,ब्लास्ट
મિશ્રણ,मिश्रण
વાંક કા blવો,ब्लाइट
ફટકો,फोड
ક્રાંતિ,निळा क्रांती
તળિયે ગરમીનો ઓરડો,तळाशी उष्णता कक्ष
તળિય ગરમીની તકનીક,तळाशी उष्णता तंत्र
ક brંગું,कोंडा
શાખા,शाखा
શાખા -શાખા -શાખ્ય,शाखा
ઉછેર,प्रजनन
ઉછેર,प्रजनन
કોઇ,ब्रिमिंग
ક brંગું,ब्रूड
જાંબુડી,नवोदित
અંદાજપત્ર,अर्थसंकल्प
બફર,बफर
ગોળાકાર,बल्ब
સંલગ્ન,बंट
પેટા-પેદાશ,उप-उत्पादन
બબુલ બાવળ,बाबुल बाभूळ
બાળક મકાઈ,बाळ कॉर्न
બેલ,बाईल
બાલ,बेली
બાલસમ,बाल्सम
વાંસ,बांबू
કરડ,केळी
વડ નું વૃક્ષ,वडाचे झाड
જવ,बार्ली
બાર્નેયાર્ડ બાજરી,धान्याचे कोठार मिलेट
એક જાતનો છોડ,तुळस
બેસ્ટાર્ડ દેવદાર,बस्टर्ड सिडर
બેસ્ટર્ડ માયરોબાલન,बस्टार्ड मायरोबालन
બૌહિનીયા,बौहिनिया
ખાડી,बे बेरी
બીન,बीन
સલાદ,बीट
બાલ્ટડોન્ના,बेलॅडोना
બેવકૂફ,बेर
ઠપકો આપવો,Berseem
સોપારી,सुपारी
બિલોમ્બી,बिलीमबी
કડવી દારૂ,कारले
કાળો ગ્રામ,काळा हरभरा
કાળી નાઈટશેડ,ब्लॅक नाईटशेड
બોગૈનવિલે,बोगेनविले
બોટ,बाटली ब्रश
બોટલ ગોળા,दुधीभोपळा
બ boxટ -ઝાડ,बॉक्स ट्री
બ્રેડ ફળો,ब्रेड फळ
લગ્ન સમારંભ,ब्राइडल क्रिपर
શોરબકોર,वांगे
વ્યાપક બીન,ब्रॉड बीन
કોતરણી,ब्रोकोली
બ્રસેલ્સ sprout,ब्रुसेलचा अंकुर
બિયાં સાથેનો દાણો,बकव्हीट
Butોરિયા,बुटिया
એક જાતની નાની ભડકી,बॅन्डिकूट
સહન કરવું,अस्वल
ભમરો,बीटल
ફોલ્લો ભમરો,ब्लिस्टर बीटल
વાદળી બળદ,निळा बैल
Bણપત્ર,बोल वर्म
બ butterટરફ્લાય,फुलपाखरू
જીવાણુવિજ્ologistાની,बॅक्टेरियोलॉजिस्ट
જૈવ રસાયણાકાર,बायोकेमिस्ट
જીવવિજ્ologistાન,जीवशास्त्रज्ञ
જીવવિજ્ologistાની,बायोटेक्नॉलॉजिस्ट
વનસ્પતિશાસ્ત્ર,वनस्पतिशास्त्रज्ञ
સી ભેજ લાક્ષણિકતા વળાંક,सी ओलावा वैशिष्ट्यपूर्ण वक्र
કેક,केक
ગુણવાળું,कॅल्केरियस
ચુન્યાસ,कॅल्सीफिकेशन
ફોસ્ફેટનું ગણતરી,फॉस्फेटचे कॅल्किनेशन
ઉશ્કેરાટ,कॉलिटी
ક callલસ,कॉलस
Calાળ,कॅलेक्स
ક calલિક્સનો અંત,कॅलेक्स-एंड
કણસ,कॅम्बियम
ક canંગું,कॅंकर
ડબ્બા,कॅनिंग
છત્ર,छत
પાટનગર,भांडवल
કરચલીકરણ,केप्रीफिकेशन
ક capંગલ,कॅप्सूल
કાર્બન,कार्बोनेटेड
કાર્બનલાઇઝેશન,कार्बनायझेशन
કળ,कार्पेल
કળશ,कार्पस
કિલ્લો,कास्टिंग
વિસર્જન,कॅटाबोलिझम
ઉદ્દીપન,कॅटॅलिसिस
ઈયળ,सुरवंट
સી-ડી.એન.એ.,सी-डीएनए लायब्ररी
છત,कमाल मर्यादा
ઓરડું,सेल
કેન્દ્રીય નેતા પદ્ધતિ,केंद्रीय नेता प्रणाली
કેન્દ્ર બનાવવી,सेंट्रिक
કેન્દ્રો,सेंट्रीफ्यूगेशन
કેન્દ્ર,सेंट्रीफ्यूज
કેન્દ્ર,सेंट्रीओल
કેન્દ્રોવાળું,सेंट्रोजेनिक
કેન્દ્રો,केंद्रीत
કરકસર,Cercus
ધારણ,अन्नधान्य
પ્રમાણપત્ર,प्रमाणपत्र
પ્રમાણિત બીજ,प्रमाणित बियाणे
કણ,चाफ
ચલાઝા,चालझा
વાદળવિજ્ismાન,केमोट्रोपिझम
જાંબુડિયા રંગ,चियास्मा
ઠંડક કલાકો,शीतकरण तास
ઠંડક ઇજા,शीतकरण इजा
તંગ,चिमेरा
કળ,क्लोरॅन्थी
હરિતદ્રવ્ય,क्लोरोफिल
હરિતદ્રવ્ય,क्लोरोसिस
હરિતદ્રવ્ય,क्लोरोलॉजी
ક્રોમેટિડ,क्रोमॅटिड
ક્રોમટિન,क्रोमॅटिन
ક્રોમશલિઓ,क्रोमॅटोग्राफी
ક્રોધિતતા,क्रोमॅटोलिसिस
ક્રોમોસેન્ટ્રી,क्रोमोसेन्ट्रे
ક્રોમતત્વ,क्रोमोजेनेसिस
રંગભૂમિ,क्रोमोप्रोटीन
રંગબેરંગી,क्रोमोसोम
કાયમી,जुनाट
સિત્તર,सिट्रेंज
કવડો,क्लेडोड
વર્ગીકરણ,वर्गीकरण
માટી,क्ले
સફાઈ,स्वच्छता
રોટી,क्लीस्टोगॅमी
ઘાતકી ફળ,क्लायमॅक्टेरिक फळ
વાતાવરણ,हवामान
આબોહવાવિજ્ologyાન,हवामानशास्त्र
જાડું,क्लिपर
ગાલ,क्लॉड
ક્લોન,क्लोन
વાદળ,ढग
ઝગડો,गठ्ठा
ઝગડો,क्लस्टर
બરછટ,खडबडीत
કોટ (બીજ),कोट (बियाणे)
કોપરો,कोकून
કોનઝાઇમ,कोएन्झाइम
સુશોભન,एकत्रीकरण
Coાંકણ,कॉर
કોયડો,कोलोरिझा
કોઠાર,कॉलर
કોલોઇડ (માટી),कोलोइड (माती)
જાંબુડિયા રંગનું બનેલું,कोलंबेला
કોલમ,स्तंभ
સંપ્રદાય,Comensalism
વેપારી બેંક,व्यावसायिक बँक
કોડ્યુ,वस्तू
સમુદાય,समुदाय
કોમ્પેક્શન (માટીનું),कॉम्पॅक्शन (मातीची)
સુસંગતતા,सुसंगतता
સુસંગતતા,सुसंगतता
વળતર,भरपाई
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,स्पर्धात्मक संवाद
પૂરક પાક,पूरक पीक
સંકુલ,कॉम्प्लेक्स
ઘટક,घटक
-નું જોડાણ,रचना
કંપોસ્ટ,कंपोस्ट
સંયોજન વ્યાજ,चक्रवाढ व्याज
ગણતરી,गणना
કોમ્પ્યુટર,संगणक
એકાગ્રતા,एकाग्रता
શરત,कंडिशनर
વાહકતા,आवाहन
ગોઠવણી,कॉन्फिगरेशन
સુસંગતતા,अनुरूपता
મૂંઝવણભર્યું,गोंधळात टाकणारे
જોડાણ,संयोजन
સંબંધક,संयोजी
સંરક્ષણ,संवर्धन
એકીકરણ,एकत्रीकरण
ઘટ,घटक
ગ્રાહક,ग्राहक
વપરાશ,वापर
દૂષણ,दूषित
સમોચ્ચ વાવેતર,समोच्च लागवड
સમતૈલી,समोच्च
કરાર -ખેતી,कॉन्ट्रॅक्ट शेती
નિયંત્રિત સંગ્રહ,नियंत्रित स्टोरेज
સહકારી બેંક,सहकारी बँक
ભૌતિક,सहकारी
ક copંગું,कॉपिस
કોતર,कॉर्म
કોથળી,कोरोला
કોતરણી,कॉर्टेक्स
ખર્ચ,किंमत
કોટિલેડોન (બીજ),कॉटिलेडन (बियाणे)
ધિરાણ મંડળી,क्रेडिट सोसायटी
જમા,पत
લેણદાર,लेखादार
ખરબચડું,माथा
કરચલી,Rickly
સંકટ,संकट
માપદંડ,निकष
વિવેકી,गंभीर
પાક વીમો,पीक विमा
પાક -લોન,पीक कर्ज
પાક,पीक
પાક વિસ્તાર,पीक क्षेत्र
વળગાડ,क्रॉस-इनकॉम्पॅन्सिबल
તાજ (છોડ),मुकुट (वनस्पती)
ભડકો,क्रंब
બંદર,कवच
ગુપ્ત,क्रिप्टोगॅम
કુલ (ફળો),कुल (फळे)
ક culંગું,कुल्म
ખેડૂત,लागवड
ખેતી,लागवड
ખેડૂત,लागवड करणारा
સંસ્કાર,संस्कृती
ઉપચાર,उपचार
કરચલી,कर्लिंग
ચલણ,चलन
પહાડીચણો,क्यूटिकल
કાપવા,कटिंग
કોતરણી,गळू
કોયડો,साइटोक्रोम
ચિત્ત્રમણિકા,सायटोगामी
ચક્રાક્રમ,सायटोजेनेसिस
સાયટોજેનેટિક્સ,सायटोजेनेटिक्स
ચિત્તભ્રમ,सायटोकिनेसिस
મનોહરવિજ્ cyાન,सायटोलॉजी
કોયતરો,सायटोलिसिस
કોથળી,सायटोमेरे
કોયડો,साइटोप्लाझम
કોબી,कोबी
કactક્ટસ,कॅक्टस
ક calંડન,कॅलेंडुला
કેનેરી ઘાસ (ફાલારિસ),कॅनरी गवत (फालारिस)
ઝેર,कॅन्ना
કળણ,कॅपरिस
ક capંગિકમ,शिमला मिर्ची
કોથળી,कारंबोला
કાર્પા,कारपा
ઇલાયચી,वेलची
સંતાડ,कार्नेशन
ગાજર,गाजर
કાજુ,काजू
કાસિયા,कॅसिया
એરપોર,एरंडेल
ફૂલકોબી,फुलकोबी
કચુંબરની વનસ્પતિ,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
ચેમ્પ,शॅमक
ચેતાન,चेनोपोडियम
ચેરી ટમેટા,चेरी टोमॅटो
ચેરી,चेरी
"ચણા, ગ્રામ","चणा, हरभरा"
મરચાં,मिरची
ચાઇના ટર્પેન્ટાઇન ટ્રી,चीन टर्पेन्टाईन ट्री
ચો-ચો,चाऊ-चाऊ
ક્રાયસન્થેમમ,क्रिसॅन्थेमम
"ચુફા, પૃથ્વી બદામ","चुफा, पृथ्वी बदाम"
ચિત્ત,सिचरी
તજ,दालचिनी
સિટ્રોન,सिट्रॉन
સિટ્રોનેલા ઘાસ,सिट्रोनेला गवत
ચ bingતી જાસ્મિન,चमेली चढणे
ફાટવું,लवंग
કલગીર બીન,क्लस्टर बीन
કોકો,कोको
નારિયેળ,नारळ
કોફી,कॉफी
કોલસ,कोलियस
કોલોકસિયા,कोलोकेशिया
"કોલોસિન્થ, કડવો સફરજન","कोलोसिंथ, कडू सफरचंद"
સામાન્ય પરત,सामान्य पर्स्लेन
કોથમીર,कोथिंबीर
સુતરાઉ,कापूस
કોથળી,गायी
ઘનબી,क्यूबब
કાકડી,काकडी
કકર્બિટ્સ,कुकर्बिट्स
જીરું,जिरे
પર્ણ,करी पान
સીતાફળ,सीताफळ
કોઇ,कॅप्सूल बोरर
કેટરપિલર,सुरवंट
સાઇટ્રસ સાયલ્લા,लिंबूवर्गीय सायला
ક્રિકેટ,क्रिकेट
તારવું,कावळा
કૃમિ,जंत कट करा
ડેરી,डेअरी
ડેરીંગ,दुग्धशाळा
ડામ,धरण
તટસ્થ,दिवस-तटस्थ
ફૂલો પછીના દિવસો,फुलांच्या नंतरचे दिवस
સંપૂર્ણ મોર પછીના દિવસો,पूर्ण मोहोर नंतरचे दिवस
ભિન્ન,डीब्लोसमिंग
છળ,Decalcification
ડોકટ,डिकंट
સડો,क्षय
નિર્ણાયક,पाने गळणारा
દશાંશ,दशांश
ઉણલી,कमतरता
ડિફ્લોક્યુલેશન (માટી),डिफ्लोकुलेशन (माती)
ઉન્મત્ત,डिफ्लोरेशन
અસ્થિરતા,डीफोलिएशन
વન -નાબૂદી,जंगलतोड
અધ degપન,अध: पतन
અધોગતિ,अधोगती
ડિગ્રી દિવસ,पदवी दिवस
પ્રમાણ,पदवी
વિકૃત,Dehiscence
ઉદ્ધત,डीहुलिंग
ધ્રુવીય,डीहुस्किंग
નિર્જલીકરણ,डिहायड्रेशन
નિર્જૃપક,डिहायड्रेटर
માંગ,मागणी
પ્રાણઘાતક,विकृती
ખોટો ઉપયોગ,नकार
થાપણ,ठेव
જુબાની,ठेव
ઘસૃષ્ટિ,घसारा डेसालिनायझेशन
અવ્યવસ્થા,Desiccation
આચાર,डिझाइन
બેસાડનાર,Descicator
ખામી,निराश
આછું,Desuckering
દેશી,Desynapsis
ખાદ્ય પદાર્થ,डेटासेल
અસ્થિર,Detasseling
નિર્ધારક,निर्धारक
અવમૂલ્યન,अवमूल्यन
નીરસ,Devegetation
વિચલનો,विचलन
નિષ્ઠુર,डायड
નિદાન,निदान
દ્વિ -દખલ,डिचोगामी
અલગ -અલગ,द्वैधविज्ञान
ડિકોટિલેડોન (બીજ),डिकोटिल्डन (बियाणे)
પાછા ડાઇ (રોગ),मरणार (रोग)
પ્રસાર,प्रसार
પાચનત્વ,पचनक्षमता
દિગ્ગજ,डायहायब्रिड
ડાઇક (ડાઇક),डिक (डायक)
પાતળું,सौम्य
દ્વેષી,डायओसियस
રાજદ્રોહ,डिप्लोइड
રાજદ્રોહ,डिप्लोइड
રાજદ્રોહ,डिप्लोमा
અવજ્ disા,डिसबुडिंग
ઠપકો,डिस्किंग
છૂટ,सूट
જીવાલો,निर्जंतुकीकरण
વિક્ષેપ,फैलाव
પ્રસાર,प्रसार
વૈવિધ્ય,विविधता
વૈવિધ્યપૂર્ણ ખેતી,विविध शेती
ડીએનએ સીડી,डीएनए शिडी
ડીએનએ રીસેપ્ટર,डीएनए रिसेप्टर
ગોળાકાર,डॉकगेज
પ્રભુત્વપૂર્ણ,प्रबळ
નિષ્ક્રિયતા,सुप्तता
માત્રા,डोस
ડબલ સિગ્મ id ઇડ વળાંક,डबल सिग्मॉइड वक्र
ડ્રાફ્ટ (ડ્રાફ્ટ),मसुदा (मसुदा)
ગટર,निचरा
ગટર,ड्रेनेज
ખેંચાણ,काढा
ભીડિયું,भिजत
ડ્રેસિંગ (બીજ),ड्रेसिंग (बियाणे)
ડ્રિલ (એન.),ड्रिल (एन.)
ડ્રિલિંગ (એજી. એન્જીજી),ड्रिलिंग (एजी. इंजी)
ડ્રિલિંગ (કૃષિવિજ્) ાન),ड्रिलिंग (अ‍ॅग्रोनॉमी)
ટીપું સિંચાઈ,ठिबक सिंचन
સૂકરાની ખેતી,ड्रायलँड शेती
ધૂળ,धूळ
ડસ્ટર,डस्टर
ધૂમ્રપાન,धूळ
વામન,बटू
વામન પિરામિડ,बौने पिरॅमिड
વામન,बौने
ડેઝી,डेझी
તારીખ,तारखा
જાસ્મિન,दिवस चमेली
સુવાદાણા,बडीशेप
દંડ,दीननाथ गवत
ઘા,डॉडर
"ડૂબ ઘાસ, બર્મુડા ઘાસ","डूब गवत, बर्म्युडा गवत"
ભડકો,ड्रूस
સૂકા આદુ,कोरडे आले
અછડતી ભમરો,डीफोलिएटिंग बीटल
ડ્રોન,ड्रोन
બતક,बदक
પરિસ્થિતિવિજ્ologyાન,पर्यावरणशास्त्र
અર્થશાસ્ત્ર,इकोनोमेट्रिक्स
આર્થિક કાર્યક્ષમતા,आर्थिक कार्यक्षमता
પર્યાવરણ,इकोटाइप
શિષ્ટાચારને લગતું,एक्टोट्रॉफिक
શેખીને લગતું,ईडाफिक
પદવિજ્ologyાન,एडॉफोलॉजी
ધાર,कडा
ખાદ્ય ભાગ,खाद्य भाग
સ્થિતિસ્થાપકતા,मागणीची लवचिकता
સ્થિતિસ્થાપકતા,उत्पादनाची लवचिकता
વિદ્યાપમાણ,इलेक्ट्रोलिसिस
વિદ્યુતપ્રવાહ,इलेक्ट्रोफोरेसीस
નિરુત્સાહ,Eluviation
છાતીવાળું,Emasculator
પાંુમાદ,तटबंदी
ભ્રમણ,गर्भ
ગર્ભવિજ્ embાન,गर्भशास्त्र
આતુરતા,उदय
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,इमल्सीफायर
અંતર્ગત,अंतर्जात
અંતર્જ્ endાન,एंडोमिटोसिस
એન્ડોપારસાઇટ,एंडोपारासाइट
એંજીવ,एंडोस्पर्म
સાહસ,उपक्रम
પરિશિષ્ટ,एंटोमोलॉजी
વાતાવરણ,वातावरण
મનાઈ,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
મહાકાવ્ય,एपिकोटिल ग्राफ्टिंग
ઉપદ્રવ,एपिफाइट
સમાનતા,इक्विटी
નાબૂદી,निर्मूलन
આવશ્યક પોષક તત્ત્વો,आवश्यक पोषक घटक
અંદાજ,अंदाज
નિષ્ઠા,Etiolation
સુશોભિત,युजेनिक
મૂલ્યાંકન,मूल्यांकन
વરાળ,बाष्पीभवन
સ્થાવર સંક્રમણ,बाष्पीभवन
સદાબહાર ક્રાંતિ,सदाहरित क्रांती
શાશ્વત,सदाहरित
વિકસિત થવું,उत्क्रांती
આબકારી,अबकारी
થાક (ફળદ્રુપતા),थकवा (प्रजननक्षमता)
શોષણ,शोषण
સંશોધન,अन्वेषण
ઉત્તેજના,एक्सट्र्यूजन
આંખ (સુગરકેન/બટાકાની),डोळा (सुगेरकेन/बटाटा)
ખાદ્ય પાઇન,खाद्यतेल पाइन
"હાથી પગ, યમ","हत्ती पाय, याम"
નીરોગીત,निलगिरी
ધામ ખળો,गांडूळ
એન્ટોમોલોગ્ધાર વિજ્ologistાની,कीटकशास्त्रज्ञ
પર્યાવરણવાદક,पर्यावरणवादी
પરિબળ,घटक
પરિબળ ઉત્પાદકતા,घटक उत्पादकता
પરિબળ,फॅक्टरेज
કાલ્પનિક અવરોધ રચના,फॅक्टोरियल ब्लॉक डिझाइन
વિદ્યાશાખા,शिक्षक
પડતર,पडझड
કુટુંબ,कुटुंब
ખેતર -મૂલ્યાંકન,शेती मूल्यांकन
ખેતી અંદાજપત્ર,शेती बजेट
ખેત વ્યવસાય,शेती व्यवसाय
ખેતી આયોજન,शेती नियोजन
ખેડૂત,शेतकरी
ખેતી,शेती
ફાંસી,Fasciaction
ઉશ્કેરાટ,Fecundation
આથો,किण्वन
