Bengali,Kannada
অ্যাংলো-স্যাক্সোনিজম,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ
অ্যানালিস্ট,ಅನಾಲಿಸ್ಟ್
ইতিহাস,ಆನಲ್ಸ್
সংযোজন,ಅನುಬಂಧ
এন্টে-বেলাম,ಆಂಟೆ-ಬೆಲ್ಲಮ್
তারিখের আগে,ಹಿಂದಿನ ದಿನಾಂಕ
করণিকবাদ বিরোধী,ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ
অ্যান্টি-ক্লারিক্যাল আইন,ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ
প্রাচীনত্ব,ಪ್ರಾಚೀನತೆ
ভাড়া বিরোধী,ಬಾಡಿಗೆ ವಿರೋಧಿ
ভাড়া বিরোধী,ಬಾಡಿಗೆ ವಿರೋಧಿ
সেমিটিজম বিরোধী,ಯೆಹೂದ್ಯ ವಿರೋಧಿ
আনজাক,ಅಂಜಾಕ್
আপেলা,ಅಪೆಲ್ಲಾ
আরালু,ಅರಳು
আর্চ বিশপ,ಆರ್ಚ್ ಬಿಷಪ್
আর্চ ডুচি,ಆರ್ಚ್ ಡಚಿ
আর্চ ডিউক,ಆರ್ಚ್ ಡ್ಯೂಕ್
আর্কিফ (= আর্কাইভাল সংগ্রহ),ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
আর্কিপিস্কোপেট,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
আভিজাত্য,ಶ್ರೀಮಂತವರ್ಗ
অভিজাত,ಶ್ರೀಮಂತ
আভিজাত্য স্নোবারি,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
এরিস্টটলীয়,ಅರಿಸ್ಟಾಟಲ್
আরমাডা,ನೌಕಾಪಡೆ
আরমাদা (=স্প্যানিশ আরমাদা),ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
আর্মোরিস্ট (= আর্মারিস্ট),ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
বর্ম (= বর্ম),ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
আর্মারিস্ট,ಶಸ್ತ್ರಾಗಾರ
আরিয়ান,ಆರ್ಯನ್
আরিয়ান,ಆರ್ಯನ್
আসকারী,ಅಸ್ಕರಿ
বরাদ্দ,ನಿಯೋಜಿಸಿ
সহায়তা,ಅಸೈಜ್ ಮಾಡಿ
সহায়তা,ಅಸೈಜ್ ಮಾಡಿ
সহায়তা,ಅಸೈಜ್ ಮಾಡಿ
অস্ত্র আইনের সহায়তা,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
ড্যারিন প্রেজেন্টমেন্টের সহায়তা,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
নভেল ডিসিসিনের অ্যাসাইজ,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
নৃশংসতা,ದೌರ್ಜನ್ಯ
আক্রমণ,ದಾಳಿ
অলিক কাউন্সিল,ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
দেবীর কুঠার (=দেহী কুঠার),ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ),ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
ব্যাবিলন,ಬ್ಯಾಬಿಲೋನ್
ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব),ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
বাচনাল ভক্ত,ಬಚ್ಚನಾಳ ಭಕ್ತ
বাচনালিয়া,ಬಚ್ಚನಾಲಿಯಾ
ব্যাচেলর,ಪದವಿ
বাগদাদ চুক্তি,ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
বলকান লীগ,ಬಾಲ್ಕನ್ ಲೀಗ್
বলকান চুক্তি,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
বলকান যুদ্ধ,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
বাল্টিক চুক্তি,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
দস্যু,ಡಕಾಯಿತ
বান্দুং সম্মেলন,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
নির্বাসন,ಬಹಿಷ್ಕಾರ
ব্যানার,ಬ್ಯಾನರ್
অসভ্য,ಅನಾಗರಿಕ
বারবিকান,ಬಾರ್ಬಿಕನ್
বারদোলী সত্যাগ্রহ,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
শস্যাগার বার্নার্স,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
ব্যারন,ಬ್ಯಾರನ್
ব্যারোনেজ,ಬ್ಯಾರನೇಜ್
ব্যারনস মেজরস,ಬರೋನ್ಸ್ ಮೇಜರ್
ব্যারোনস মাইনরস,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
ব্যারনেস,ಬ್ಯಾರನೆಸ್
ব্যারোনেট,ಬ್ಯಾರೊನೆಟ್
ব্যারোনেটেজ,ಬ್ಯಾರೊನೆಟೇಜ್
ব্যারোনেটেজ,ಬ್ಯಾರೊನೆಟೇಜ್
ব্যারোনেটসি,ಬ್ಯಾರೊನೆಟ್ಸಿ
ব্যারনি,ಬರೋನಿ
ব্যারাকুন,ಬ್ಯಾರಕೂನ್
ব্যারাকুন,ಬ್ಯಾರಕೂನ್
ব্যারিকেড (=ব্যারিকেড),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ব্যারিকেড (=ব্যারিকেড),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
ব্যারিকেড (=ব্যারিকেড),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
সেনাঘাঁটি,ಮೂಲ ಶಿಬಿರ
ব্যাসিলিকা,ಬೆಸಿಲಿಕಾ
ব্যাসিলিকা,ಬೆಸಿಲಿಕಾ
বাস্তিলা,ಬಸ್ತಿಲಾ
বাস্তিল,ಬಾಸ್ಟಿಲ್
বাস্তিল,ಬಾಸ್ಟಿಲ್
ব্যাটারি,ಬ್ಯಾಟರಿ
যুদ্ধ,ಕದನ
ব্যাটলে-অ্যারে,ಬ್ಯಾಟಲ್-ಅರೇ
যুদ্ধ কান্না,ಯುದ್ಧದ ಕೂಗು
যুদ্ধ দিন,ಬ್ಯಾಟಲ್ ಡಿನ್
যুদ্ধক্ষেত্র,ಯುದ್ಧಭೂಮಿ
যুদ্ধের স্তব,ಯುದ್ಧ ಸ್ತೋತ್ರ
স্পার্সের যুদ্ধ,ಸ್ಪರ್ಸ್ ಕದನ
স্ট্যান্ডার্ড যুদ্ধ,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
যুদ্ধজাহাজ,ಯುದ್ಧನೌಕೆ
যুদ্ধজাহাজ-শক্তি,ಯುದ್ಧನೌಕೆ-ಬಲ
Bayeux ট্যাপেস্ট্রি,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
বীকন,ದಾರಿದೀಪ
বীকন টাওয়ার,ದಾರಿದೀಪ ಗೋಪುರ
বিভার,ಬೀವರ್
বিভার,ಬೀವರ್
সমুদ্রের ভিক্ষুক,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
বেলিকোস,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোস,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোস,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোসিটি,ಬೆಲ್ಲಿಕೋಸಿಟಿ
বেলোনা,ಬೆಲೋನಾ
উপকারিতা,ಪ್ರಯೋಜನ
যাজকদের সুবিধা,ಧರ್ಮಗುರುಗಳ ಲಾಭ
বেনেলাক্স,ಬೆನೆಲಕ್ಸ್
বার্লিন ডিক্রি,ಬರ್ಲಿನ್ ತೀರ್ಪು
বেসার,ಬರ್ಸರ್ಕರ್
বেসান্ট (=বেজেন্ট),ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
বেথেল,ಬೆತೆಲ್
বিবিলিওলেটর,ಗ್ರಂಥಪಾಲಕ
বিবিলিওলাট্রি,ಗ್ರಂಥಾರಾಧನೆ
বিগ বার্থা,ದೊಡ್ಡ ಬರ್ತಾ
বিগট,ಮತಾಂಧ
বিলেটিং,ಬಿಲ್ಲೆಟಿಂಗ್
অ্যাটেন্ডারের বিল,ಅಟೈಂಡರ್ ಬಿಲ್
অধিকার বিল,ಹಕ್ಕುಗಳ ಮಸೂದೆ
জীবনীকার,ಜೀವನಚರಿತ್ರೆಕಾರ
জন্মের গল্প,ಜನ್ಮ ಕಥೆಗಳು
বিভাক,ತಾತ್ಕಾಲಿಕ
বিভাক,ತಾತ್ಕಾಲಿಕ
বিভাক,ತಾತ್ಕಾಲಿಕ
বিজোনিয়া,ಬಿಜೋನಿಯಾ
কালো পাখি,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
কালো পতাকা,ಕಪ್ಪು ಬಾವುಟ
কৃষ্ণ গহ্বর,ಕಪ್ಪು ರಂಧ್ರ
কৃষ্ণ গহ্বর,ಕಪ್ಪು ರಂಧ್ರ
কালো পা (= স্ক্যাব),ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
কালো শার্ট,ಕಪ್ಪು ಶರ್ಟ್
ব্লাজন,ಬ್ಲೇಝೋನ್
ব্লাজন,ಬ್ಲೇಝೋನ್
ব্লাজনরি,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ব্লাজনরি,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
Blitzkrieg,ಮಿಂಚುದಾಳಿ
রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব),ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
ব্লাডওয়াইট,ಬ್ಲಡ್ವೈಟ್
ব্লাডি মেরি,ಬ್ಲಡಿ ಮೇರಿ
নীল,ನೀಲಿ
আভিজাত্য,ನೀಲಿ ರಕ್ತ
নীল বই,ನೀಲಿ ಪುಸ್ತಕ
নীল পটি,ನೀಲಿ ರಿಬ್ಬನ್
নীল পটি,ನೀಲಿ ರಿಬ್ಬನ್
ব্লুজ (=রয়্যাল হর্স গার্ড),ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
নীল শার্ট,ನೀಲಿ ಅಂಗಿ
ব্লু ওয়াটার স্কুল,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
নিয়ন্ত্রণ বোর্ড,ನಿಯಂತ್ರಣ ಮಂಡಳಿ
শরীরবর্ম,ದೇಹದ ರಕ್ಷಾಕವಚ
বোয়ার,ಬೋಯರ್
লুঠ,ಲೂಟಿ
বরো,ಬರೋ
বুলিউটেরিয়ন,ಬೌಲ್ಯೂಟೇರಿಯನ್
বোরবন,ಬೌರ್ಬನ್
বক্সার বিদ্রোহ,ಬಾಕ್ಸರ್ ದಂಗೆ
বন্ধনী,ಬ್ರೇಸ್
ব্রাসার্ড,ಬ್ರಾಸಾರ್ಡ್
ব্রাসার্ড,ಬ್ರಾಸಾರ್ಡ್
রুটি উপনিবেশ,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
ব্রেস্ট প্লেট,ಸ್ತನ ಫಲಕ
স্তনের কাজ,ಸ್ತನ ಕೆಲಸ
ব্রেটওয়াল্ডা,ಬ್ರೆಟ್ವಾಲ್ಡಾ
ব্রিগ্যান্ড,ಬ್ರಿಗಾಂಡ್
ব্রিগ্যান্ডেজ,ಬ್ರಿಗಂಡೇಜ್
ব্রিটিশ কমনওয়েলথ অফ নেশনস,ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
ব্রাউন শার্ট (=নাৎসি),ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন),ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
বাফ,ಬಫ್
বাফ,ಬಫ್
বাফ-কোট,ಬಫ್-ಕೋಟ್
বাফস,ಬಫ್ಸ್
বুলে (= পরিষদ),ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
বার্গেজ,ಬರ್ಗೇಜ್
বার্গেস,ಬರ್ಗೆಸ್
বাইজেন্টাইন,ಬೈಜಾಂಟೈನ್
বাইজেন্টাইন গির্জা,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
বাইজেন্টাইন সাম্রাজ্য,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
বাইজেন্টাইন যুগ,ಬೈಜಾಂಟೈನ್ ಯುಗ
বাইজেন্টাইন ইতিহাসবিদ,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
ক্যাবল,ಕ್ಯಾಬಲ್
সিজারিজম,ಸೀಸರಿಸಂ
খলিফা,ಖಲೀಫ್
ক্যালিগ্রাফার,ಕ್ಯಾಲಿಗ್ರಾಫರ್
ক্যালিগ্রাফিস্ট,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
ক্যালিগ্রাফি,ಕ್ಯಾಲಿಗ್ರಫಿ
ক্যালট্রপ,ಕ್ಯಾಲ್ಟ್ರೋಪ್
বন্ধুত্ব,ಸೌಹಾರ್ದತೆ
ক্যামারিলা,ಕ್ಯಾಮರಿಲ್ಲಾ
ক্যামারিলা,ಕ್ಯಾಮರಿಲ್ಲಾ
ক্যামেলাউকাম,ಕ್ಯಾಮೆಲಾಕಮ್
ছদ্মবেশ,ಮರೆಮಾಚುವಿಕೆ
প্রচারণা,ಪ್ರಚಾರ
শিবিরের অনুসারী,ಶಿಬಿರದ ಅನುಯಾಯಿ
ক্যাম্পো সান্টো,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
ক্যাম্পাস মার্টিয়াস,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
ক্যানেফোরা,ಕ್ಯಾನೆಫೊರಾ
ক্যাঙ্গু,ಕ್ಯಾಂಗ್ಯೂ
কামান,ಕ್ಯಾನನೇಡ್
কামানের খাদ্যরুপে পরিগণিত মানুষ,ಕ್ಯಾನನ್ ಮೇವು
ক্যানন,ಕ್ಯಾನನ್
ক্যানন আইন,ಕ್ಯಾನನ್ ಕಾನೂನು
ক্যানোপাস ডিক্রি,ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
ক্যান্টিং অস্ত্র,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
বন্দী,ಬಂಧಿತ
বন্দী,ಕ್ಯಾಪ್ಟರ್
মৌলিক,ಕಾರ್ಡಿನಲ್
কার্ল,ಕಾರ್ಲ್
ক্যারোলিংজিয়ান রাজবংশ,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
কার্থুসিয়ান সম্প্রদায়,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
কার্টোসা,ಕಾರ್ಟೊಸಾ
কাস্টেলীয়,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
কাস্টেলীয়,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
বর্ণপ্রথা,ಜಾತಿ ಪದ್ಧತಿ
দুর্গ,ಕೋಟೆ
দুর্গ,ಕೋಟೆ
দুর্গ শহর,ಕೋಟೆಯ ಪಟ್ಟಣ
কাস্ত্রা,ಕ್ಯಾಸ್ಟ್ರಾ
কাস্ত্রা,ಕ್ಯಾಸ್ಟ್ರಾ
ক্যাথেড্রা,ಕ್ಯಾಥೆಡ್ರಾ
ক্যাথিড্রাল,ಕ್ಯಾಥೆಡ್ರಲ್
ক্যাটো স্ট্রিট ষড়যন্ত্র,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
কাউডিলো,ಕೌಡಿಲ್ಲೊ
অশ্বারোহী,ಕ್ಯಾವಲಿಯರ್
অশ্বারোহী,ಕ್ಯಾವಲಿಯರ್
অশ্বারোহী সংসদ,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
আদুল্লামের গুহা,ಅದುಲ್ಲಮ್ ಗುಹೆ
গুহাচিত্র,ಗುಹೆ ಚಿತ್ರಕಲೆ
গুহাচিত্র,ಗುಹೆ ಚಿತ್ರಕಲೆ
সেন্টুমভির,ಸೆಂಟಮ್ವಿರ್
সেঞ্চুরিয়ান,ಸೆಂಚುರಿಯನ್
সেঞ্চুরি,ಶತಮಾನ
চেইন আর্মার (= চেইন মেইল),ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
চ্যানট্রি,ಚಾಂಟ್ರಿ
চ্যানট্রি,ಚಾಂಟ್ರಿ
চ্যাপ বই,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
চ্যাপলিন,ಧರ್ಮಗುರು
অধ্যায়,ಅಧ್ಯಾಯ
দুর্ঘটনার অধ্যায়,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
চার্জ,ಶುಲ್ಕ
চার্জ ডি অ্যাফেয়ার্স,ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
চার্জ বিভাজন,ಚಾರ್ಜ್ ವಿಭಜನೆ
চার্জার,ಚಾರ್ಜರ್
রথ,ರಥ
সারথি,ಸಾರಥಿ
সারথি,ಸಾರಥಿ
সারথি,ಸಾರಥಿ
দাতব্য রান্নাঘর,ಚಾರಿಟಿ ಅಡಿಗೆ
সনদ,ಚಾರ್ಟರ್
চার্টিস্ট আন্দোলন (=চার্টিজম),ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
চার্টোফাইলাসিয়াম,ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
Chateau,ಚಟೌ
চেক পোস্ট,ಚೆಕ್ ಪೋಸ್ಟ್
রাসায়নিক যুদ্ধ,ರಾಸಾಯನಿಕ ಯುದ್ಧ
চেস্টার,ಚೆಸ್ಟರ್
প্রধান,ಮುಖ್ಯಸ್ಥ
প্রধান,ಮುಖ್ಯಸ್ಥ
প্রধান,ಮುಖ್ಯಸ್ಥ
প্রধান,ಮುಖ್ಯಸ್ಥ
শিফন,ಚಿಫೋನ್
বীরত্ব,ಅಶ್ವದಳ
নির্বাচিত মানুষ,ಆಯ್ಕೆಮಾಡಿದ ಜನರು
ক্রিসমোগ্রাফিয়ন,ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್
খ্রিস্টধর্ম,ಕ್ರೈಸ್ತಪ್ರಪಂಚ
খ্রিস্টীয় যুগ,ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ
খ্রিস্টান সমাজতন্ত্র,ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ
ক্রনিকল,ಕ್ರಾನಿಕಲ್
ক্রনিকলার,ಕ್ರಾನಿಕಲ್
Chryse Chersonese,ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್
সিমেলিয়াম,ಸಿಮೆಲಿಯಮ್
সিনকুয়েসেন্টো স্টাইল,ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ
পরিক্রমা,ಪ್ರದಕ್ಷಿಣೆ
সিস্টারসিয়ান সন্ন্যাসী,ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ
সিটাডেল,ಸಿಟಾಡೆಲ್
উদ্ধৃতি,ಉಲ್ಲೇಖ
উদ্ধৃতি,ಉಲ್ಲೇಖ
আইন অমান্য,ನಾಗರಿಕ ಅಸಹಕಾರ
গৃহযুদ্ধ,ಅಂತರ್ಯುದ್ಧ
সিভিস রোমানাস,ಸಿವಿಸ್ ರೋಮನಸ್
শাস্ত্রীয় বয়স,ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು
ক্লেফ্ট (=ক্লেফ্ট),ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್)
কেরানিবাদ,ಕ್ಲೆರಿಕಲಿಸಂ
ক্লারাচ,ಕ್ಲರುಚ್
ক্লুনিয়াক আন্দোলন,ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ
কোট বর্ম,ಕೋಟ್ ರಕ್ಷಾಕವಚ
অস্ত্রের কোট,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
অস্ত্রের কোট,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
অস্ত্রের কোট,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
ডাকের কোট,ಕೋಟ್ ಆಫ್ ಮೇಲ್
