Malayalam,Kannada
പ്രവർത്തന സന്ദേശം,ಕ್ರಿಯೆಯ ಸಂದೇಶ
സജീവമാക്കൽ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
സജീവ സെർവർ പേജ്,ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ
സജീവ പതിപ്പ്,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
അസൈക്ലിക്,ಅಸೈಕ್ಲಿಕ್
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್"
ആകെ),ಒಟ್ಟು)
തുക ഫയൽ,ಮೊತ್ತದ ಕಡತ
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ"
ചേർക്കുന്നയാൾ,ಸೇರಿಸುವವನು
അറിയുക,ಗೊತ್ತು
വിലാസം ബസ്,ವಿಳಾಸ ಬಸ್
വിലാസ ഫയൽ,ವಿಳಾಸ ಫೈಲ್
വിലാസ ഫോർമാറ്റ്,ವಿಳಾಸ ಸ್ವರೂಪ
വിലാസ ജനറേറ്റർ,ವಿಳಾಸ ಜನರೇಟರ್
വിലാസ ലൈൻ,ವಿಳಾಸ ಸಾಲು
വിലാസ മാപ്പിംഗ്,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
വിലാസ സൂചകം,ವಿಳಾಸ ಸೂಚಕ
വിലാസ രജിസ്റ്റർ,ವಿಳಾಸ ರಿಜಿಸ್ಟರ್
വിലാസ തകർച്ച,ವಿಳಾಸ ಸ್ಥಗಿತ
വിലാസ വിവർത്തനം,ವಿಳಾಸ ಅನುವಾದ
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ"
അഭിസംബോധന,ಉದ್ದೇಶಿಸಿ
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ"
ബന്ധം,ಬಾಂಧವ್ಯ
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ"
അഡോബ് അക്രോബാറ്റ്,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
അഡോബ് ഫോട്ടോഷോപ്പ്,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ"
വിപുലമായ വിവര സംവിധാനം,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
നടപടി,ಕ್ರಮ
സമാഹരണം,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
ആൽഡസ് പേജ് മേക്ക്,ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್
മുന്നറിയിപ്പ് ബോക്സ്,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ"
അൽഗോരിതം കാര്യക്ഷമത,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ"
വിന്യാസം,ಜೋಡಣೆ
"1. വിഹിതം, 2. വിഹിതം","1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ"
ആൽഫാന്യൂമെറിക്,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್, 2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ"
alt കീ,ಆಲ್ಟ್ ಕೀ
ആൾട്ടാവിസ്റ്റ,ಅಲ್ಟಾವಿಸ್ತಾ
ബഹുസ്വരത,ಬಹುತ್ವ
അവ്യക്തമായ വ്യാകരണം,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ)
അവസാന സർക്യൂട്ട്,ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್
അവസാന ഗേറ്റും ഗേറ്റും,ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ"
കുറിപ്പ്,ಸೂಚನೆ
പൊരുത്തക്കേട്,ಅಸಂಗತತೆ
മുമ്പത്തെ,ಹಿಂದಿನ
മുൻകൂർ പേജിംഗ്,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
എതിർ-സമമിതി,ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ
ആൻറിവൈറൽ പ്രോഗ്രാം,ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
ആപ്ലിക്കേഷൻ ഭാഷ,ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ
ഏകദേശ തത്വം,ಅಂದಾಜು ತತ್ವ
ഘടന,ರಚನೆ
ഫീൽഡ് കൈമാറ്റം,ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ"
ഗണിത പരിശോധന,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
ഗണിത സ്ഥിരാങ്കം,ಅಂಕಗಣಿತದ ಸ್ಥಿರ
ഗണിത ഡാറ്റ,ಅಂಕಗಣಿತದ ಡೇಟಾ
ഗണിത നിർദ്ദേശം,ಅಂಕಗಣಿತದ ಸೂಚನೆ
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ARPA നെറ്റ് (RPNet),ARPA ನೆಟ್ (RPNet)
അറേ,ಶ್ರೇಣಿ
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ"
അറേ കമ്പ്യൂട്ടർ,ಅರೇ ಕಂಪ್ಯೂಟರ್
അറേ ഘടകം,ರಚನೆಯ ಅಂಶ
അറേ പേര്,ರಚನೆಯ ಹೆಸರು
അറേ പ്രോസസർ,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
അമ്പടയാള കീ,ಬಾಣದ ಕೀಲಿ
ഉടമ്പടി,ಒಪ್ಪಂದ
ജംഗ്ഷൻ പോയിന്റ്,ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್
കൃത്രിമ കോംപാക്ഷൻ,ಕೃತಕ ಸಂಕೋಚನ
കൃത്രിമ നിയന്ത്രണം,ಕೃತಕ ನಿಯಂತ್ರಣ
കൃത്രിമബോധം,ಕೃತಕ ಅರ್ಥದಲ್ಲಿ
മൗണ്ട്,ಆರೋಹಣ
ആരോഹണ തരം,ಆರೋಹಣ ರೀತಿಯ
ascii അക്ഷരമാല,ascii ವರ್ಣಮಾಲೆ
ascii നിയന്ത്രണ ചിഹ്നം,ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
ascii ഫയൽ,ascii ಫೈಲ್
ascii ഫോണ്ട്,ascii ಫಾಂಟ್
ASCII കൈമാറ്റം,ASCII ವರ್ಗಾವಣೆ
വീക്ഷണാനുപാതം,ಆಕಾರ ಅನುಪಾತ
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. ಆಸ್ಪಿ, 2. ASPI"
എ എസ് ആർ കാലാട്,ಎ ಎಸ್ ಆರ್ ಕಲಾದ್
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ"
ദൃഢനിശ്ചയം,ನಿರ್ಣಯ
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ"
കൂട്ടുകെട്ട്,ಒಡನಾಟ
അനുബന്ധ വിലാസം,ಸಹಾಯಕ ವಿಳಾಸ
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ)
അസമമായ,ಅಸಮ್ಮಿತ
"1. അസമന്വിത , 2. അസമന്വിത","1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
അസമന്വിത കൈമാറ്റം,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
"1. ആറ്റം, 2. പരമൻ","1. ಪರಮಾಣು, 2. ಪರಮನ್"
അറ്റാച്ചുചെയ്ത പ്രമാണം,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. ಆವರಣ, 2. ಸಂಯೋಜಿತ"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ"
കേൾക്കാവുന്ന,ಶ್ರವ್ಯ
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
അക്കൗണ്ട് സ്ഥിരീകരണം,ಖಾತೆ ಪರಿಶೀಲನೆ
പ്രമോഷൻ,ಪ್ರಚಾರ
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
എഴുത്ത് രീതി,ಲೇಖಕರ ವಿಧಾನ
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ"
യാന്ത്രിക സംഗ്രഹം,ಸ್ವಯಂ ಅಮೂರ್ತ
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
യാന്ത്രിക ലോഗ്-ഓൺ,ಸ್ವಯಂ ಲಾಗ್-ಆನ್
ഓട്ടോമാറ്റ,ಸ್ವಯಂಚಾಲಿತ
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
യാന്ത്രിക പിശക് തിരുത്തൽ,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
യാന്ത്രിക പ്രവർത്തനം,ಸ್ವಯಂ ಕಾರ್ಯ
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ"
യാന്ത്രിക ശേഖരണ കോൾ,ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ"
യാന്ത്രിക ദിനചര്യ,ಸ್ವಯಂ ದಿನಚರಿ
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ"
ഓട്ടോമേഷൻ,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ಸ್ವಯಂಪ್ಲೇ, 2. ಆಟೋ ನಡಿಗೆ"
വോക്കലൈസേഷൻ,ಗಾಯನ
അസിസ്റ്റന്റ്,ಸಹಾಯಕ
സഹായ മെമ്മറി,ಸಹಾಯಕ ಸ್ಮರಣೆ
സഹായ സംഭരണം,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
ലഭ്യമായ പട്ടിക,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
ലഭ്യമായ സമയം,ಲಭ್ಯವಿರುವ ಸಮಯ
ശരാശരി,ಸರಾಸರಿ
