Odiya,Marathi
ଆବାସ (ଧ୍ୟାନ),निवास (लक्ष केंद्रित करणे)
ଆଖିରେ ରହିବା,डोळ्याची निवासस्थान
ଆକ୍ରେଟେନାରୀ ଅଭିବୃଦ୍ଧି |,संवर्धन वाढ
ଜମା,संचय
ଜମାକାରୀ ପଦାର୍ଥର ଜମା |,सेंद्रिय पदार्थाचे संचय
ମାଟିର ଜମା |,मातीचे संचय
Acellululula |,सेल्युलर
ଆରେଲେଲୁଲାର୍ ଜୀବଜନ୍ତୁ |,एसेल्युलर जीव
ଏସିଟାବୁଲମ୍,एसीटाबुलम
ACTalDeyDee,एसीटाल्डिहाइड
ACETIL କୋଏନୋଜିମ୍ |,एसिटिल कोएन्झाइम
ଆଖିନିନା |,अकॅटिना
ଅହିଯାଉଥିବା ପ୍ରକାର |,अचेने प्रकार
ଅହିଯେ,अचेने
ଅଖ୍ଲଣିଡୋସପୋରିଆ |,अक्लमिडोस्पोरिया
ଅମ୍ଳ ବର୍ଷା,आम्ल वर्षा
ଅମ୍ଳୀୟ,अम्लीय
ଅମ୍ଳୀୟ ଗ୍ୟାସ୍ |,अम्लीय वायू
ଅମ୍ଳତା,आंबटपणा
ଆଖର ସେଲ୍ |,एसीनार सेल
ଆକ୍ୱେମିଲେଟ୍ |,एकोलोमेट
ଆକୋନିଟମ୍,On कोनिटम
ଆକ୍ୟୁନ୍ ପୋକ |,अ‍ॅकॉर्न वर्म
ଆକାଶବାଣୀ ଜୋନିଂ |,ध्वनिक झोनिंग
ଅର୍ଜନ ବର୍ଣ୍ଣ,अधिग्रहित वर्ण
ଅଜାଣତର କାରଣ,वसूल केलेली प्रतिकारशक्ती
ଇମ୍ପୁନାଓ ଅଭାବ ସିଣ୍ଡ୍ରୋମ (ଏଡସ୍) ହାସଲ କରିଛି |,अधिग्रहित इम्युनो कमतरता सिंड्रोम (एड्स)
ଅକାନିଆ,एकरानिया
ଆକ୍ରିଡାଇନ୍ ରଙ୍ଗ,Rid सिडिन डाई
ଆକ୍ରୋସେଣ୍ଟ୍ରିକ୍ |,अ‍ॅक्रोसेन्ट्रिक
ଆକ୍ରୋମିଅନ୍ |,अ‍ॅक्रोमियन
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,अ‍ॅक्रोपेटल सीक्वेन्स
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,अ‍ॅक्रोपेटल ऑर्डर
ଆକ୍ରୋସିନ୍ |,अ‍ॅक्रोसिन
ଆକ୍ଟିନ୍ |,अ‍ॅक्टिन
ଆକ୍ଟିନ୍-ପ୍ରୋଟିନ୍ |,अ‍ॅक्टिन-सारखी प्रथिने
ଆକ୍ଟିନୋମୋରଫିକ୍ଫିକ୍ |,अ‍ॅक्टिनोमॉर्फिक
ଆକ୍ଟିନୋମିସେସିସ୍ |,अ‍ॅक्टिनोमाइसेट्स
କାର୍ଯ୍ୟ ସମ୍ଭାବନା,कृती संभाव्यता
ସକ୍ରିୟ ସ୍ଲେଜ୍ |,सक्रिय गाळ
ସକ୍ରିୟ ସ୍ଲେଜ୍ ଫ୍ଲୋକ |,सक्रिय गाळ फ्लॉक
ସକ୍ରିୟ ଶକ୍ତି,सक्रियता ऊर्जा
ସକ୍ରିୟ ଶୋଷଣ,सक्रिय शोषण
ସକ୍ରିୟ ପ୍ରତିରୋଧକତା |,सक्रिय प्रतिकारशक्ती
ସକ୍ରିୟ ବିକିରଣ |,सक्रिय रेडिएशन
ସକ୍ରିୟ ସାଇଟ୍,सक्रिय साइट
କାର୍ଯ୍ୟକର୍ତ୍ତା,अ‍ॅक्टिव्हिन
ଆକ୍ରମିନେଟ୍ |,Umicate
ଆଡାମାସିଆ |,अ‍ॅडम्सिया
ଅନୁକେତ,अनुकूलता
ଆଡାପ୍ଟେସନ୍,रुपांतर
ହାଲୁକା ଶାସନ ପାଇଁ ଆଡାପ୍ଟେସନ୍ |,हलकी व्यवस्थेशी जुळवून घेणे
ଜଳ ଅଭାବରୁ ଆଡାପ୍ଟେସନ୍ |,पाण्याची कमतरता रुपांतर
ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |,अनुकूली वैशिष्ट्ये
ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |,अनुकूली प्रतिकारशक्ती
ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |,अनुकूली रेडिएशन
ଆଡାପ୍ଟିଭ୍ ଗୁଣ |,अनुकूली गुण
ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |,अ‍ॅडॅक्सियल पृष्ठभाग
ନିଶା ବ୍ୟାଧି |,व्यसनाधीन डिसऑर्डर
ଆଡେନିନ୍,En डेनिन
ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |,En डेनोकोर्टिकोट्रोपिन
Adenehiopophisisisis,En डेनोहायपोफिसिस
ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |,En डेनोसिन डायफॉस्फेट
ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |,En डेनोसिन डिमिनेस
ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,En डेनोसाइन मोनोफॉस्फेट
ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP),En डेनोसाइन ट्रायफॉस्फेट (एटीपी)
ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |,En डेनिलेट सायक्लेज
ଆଡେସିଭ୍ ଫୋର୍ସ |,चिकट शक्ती
ଆଡିପେଟ୍ କରନ୍ତୁ |,अ‍ॅडिपेट
Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍),अ‍ॅडिपोसाइट (चरबी सेल)
ସିସ୍ୟୁଜ୍ ଟିସୁ |,अ‍ॅडिपोज टिशू
ଆଡନେଟ୍ |,Nednate
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,लगतचा समुदाय
ଆଡ୍ରେନାଲ୍,Ren ड्रेनल
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,Ren ड्रेनल ग्रंथी
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच)
ଆଡସରବେଣ୍ଟ,Or सॉर्बेंट
ଆଡେର୍ସନ୍,शोषण
ଉନ୍ନତ ମୂଲ୍ୟ |,प्रगत Chordate
ଲାଭଦାୟକ ଗଣିତ |,फायदेशीर उत्परिवर्तन
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,अ‍ॅडव्हेंटिशियल
ଖରାପ ମୂଳ,साहसी मूळ
ପ୍ରତିକୂଳ ପ୍ରଭାବ,प्रतिकूल परिणाम
AED ଗୁଡିକ,एडीज
ସଂସ୍କୃତିର ଆରେସନ୍,संस्कृतीचे वायुवीजन
ଆତଙ୍କିତାମା |,एरेन्चायमा
ବାୟୁ,हवाई
ବାୟୁଏଟ୍ ମୂଳ |,एरियल रूट
ଏରିଲ୍ ସୁଟ୍ |,एरियल शूट
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,एरोबिक श्वसन
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,एरोबिक श्वसन
ସ est ନ୍ଦର୍ଯ୍ୟ,सौंदर्यशास्त्र
ବାୟେ,एस्टिवेशन
ବାୟେ,एस्टिवेशन
ବିଶଙ୍ଗ,Efferent
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,आत्मीयता क्रोमॅटोग्राफी
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,पीडित अवयव
ଆଗ ଶତ୍ରୁମାନଙ୍କର,वनीकरण
ଆଗାମୋପର୍ମୀ |,अ‍ॅगामोस्पर्मी
ଅଗର,अगर
ଆଗ୍ରୋଜ୍,आगरोस
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,अगरोस जेल इलेट्रोफोरेसीस
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,अ‍ॅगारोज पॉलिमर जेल
ଆଗିଷ୍ଟ,Agast
ଆଗେଭ୍,अ‍ॅगेव्ह
ବୟସ ବଣ୍ଟନ |,वय वितरण
ବୟସ ପିରାମିଡ୍ |,वय पिरॅमिड
Agglutination,एकत्रित
ସମୁଦାୟ,एकूण
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,कूपांचे एकूण
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,कूपांचे एकूण
ମିଳନ,एकत्रिकरण
ଆକ୍ରମଣାତ୍ମକତା,आक्रमकता
Agiitor ତନ୍ତ୍ର,आंदोलन प्रणाली
ଆଗନାଥା,अग्नथ
ଆଗାଉଟି,अगोती
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,अ‍ॅग्रॅनल क्लोरोप्लास्ट
ଆଗ୍ରାନୁଲାର୍,अ‍ॅग्रॅन्युलर
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,अ‍ॅग्रानुलोसाइट
କୃଷି,शेती
Agroftry,अ‍ॅग्रोफोरेस्ट्री
Agrobacterium ମଧ୍ୟସ୍ଥି |,अ‍ॅग्रोबॅक्टीरियम मध्यस्थी
Agrobacterium tumfacienss |,अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स
ଆଗ୍ରୋକେମିକାଲ୍ |,अ‍ॅग्रोकेमिकल
ଆଗ୍ରୋକେମିକାଲ୍ |,अ‍ॅग्रोकेमिकल
Agrovillatatic ଜୋନ୍ |,अ‍ॅग्रोक्लिमॅटिक झोन
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,कृषी गुणधर्म
କିରେନୋନୋମ୍ବନ,अ‍ॅग्रोनॉमी
ଏଡଡ୍ସ,एड्स
ଏୟାର ବ୍ଲାଡର |,एअर मूत्राशय
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,वातानुकूलन
ବାୟୁ ପାସ୍ |,हवाई रस्ता
ବାୟୁ ପ୍ରଦୂଷଣ,वायू प्रदूषण
ଏୟାର ଥଳି,एअर थैली
ବାୟୁ ଶୂନ୍ୟ,एअर व्हॅक्यूओल
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,हवाई श्वास
ଅଲିନ୍ |,अलेन
ଆଲେରୀ ମାଂସପେଶୀ |,अ‍ॅलरी स्नायू
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,अलास्कन तपकिरी अस्वल
ଆଲବିନୋ |,अल्बिनो
ଆଲବୁଗୋ |,अल्बुगो
ଆଲବମିନ |,अल्बमिन
ଆଲବମିନସ୍ ବିହନ |,अल्ब्युमिनस बियाणे
ଆଲବୁମିନିରିଆ |,अल्बमिनुरिया
ଆଲବର୍ନମ୍,अल्बर्नम
ଆଲେଡା,Lescedae
ଆଲଡେହେଡି,Ld ल्डिहेडे
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,Ld ल्डोस्टेरॉन सिस्टम
ଆଲଡୋଷ୍ଟେରୋନ୍ |,अ‍ॅल्डोस्टेरॉन
ଆଲେରୋନ୍ ସ୍ତର |,अलेरोन लेयर
ଆଲେରୋପ୍ଲେଷ୍ଟ |,अलेरोप्लास्ट
Alfalfa,अल्फल्फा
ଆଲଗାଲ୍ ଫୁଲ |,अल्गल ब्लूम
ଅପଗନ୍,अल्गिन
ଏଲିଏନ୍ ଡିଏନ୍,एलियन डीएनए
ଏଲିଏନ୍ ପ୍ରଜାତି |,एलियन प्रजाती
ପରିଚାଳିତ,संरेखन
ପରିଚାଳିତ,संरेखन
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,एलिमेंटरी कालवा
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,एलिमेंटरी सिस्टम
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,अलिसमासेस
ଆଲକାଲାଇଡ୍ |,अल्कलॉइड
କ୍ଷାରିକ |,अल्कधर्मी
ଅଲକାପଟୋନେର୍ଜିଆ,अल्काप्टोनुरिया
ଆଲାନ୍ସିଟ୍,अलांटोइस
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,अ‍ॅलेल वारंवारता
ଆହେଲେ |,अ‍ॅलेल
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,Lel लोमॉर्फिक जोडी
ଆଲ୍ରେଜେନ |,L लर्जीन
ଆଲିଗେଟର୍ |,अ‍ॅलिगेटर
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,अ‍ॅलियम सेपा
ଆଲଗଲାମି |,अ‍ॅलोगॅमी
ଆଲିଗ୍ରାଫ୍ଟ |,अ‍ॅलोग्राफ्ट
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,अ‍ॅलोपॅट्रिक स्पेशिएशन
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,Ol लोपोलिपॉइड
ଆଲିସ୍ମିକ ପ୍ରଭାବ,अ‍ॅलोस्टेरिक प्रभाव
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,अ‍ॅलोस्टेरिक एंझाइम
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,अ‍ॅलोस्टेरिक इनहिबिटर
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,अ‍ॅलोस्टेरिक मॉड्यूलेशन
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,अ‍ॅलोस्टेरिक साइट
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,अ‍ॅलोस्टेरिक इनहिबिशन
Allototreplid,अ‍ॅलोटेट्रॅप्लॉइड
Alnus,अल्नस
ଆଲୋ,कोरफड
ଆକ୍ସନ୍ ସହିତ |,On क्सॉनच्या बाजूने
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,अल्फा-अँटीट्रिप्सिन
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,अल्फा-लेक्टलब्यूमिन
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,अल्पाइन हवामान स्थिती
ଆଲପାଇନ୍ ମଟର |,अल्पाइन कुरण
ଆଲପାଇନ୍ ଜୋନ୍,अल्पाइन झोन
ଆଲଷ୍ଟୋନିଆ,अल्स्टोनिया
ସର୍ବୋଚ୍ଚame,अल्टरनेरिया
ବିକଳ୍ପ,वैकल्पिक
ପି generation ଼ିର ବିକଳ୍ପ,पिढीचे पर्यायी
ଉଚ୍ଚତା ରୋଗ,उंची आजारपण
ଉଚ୍ଚତା,समुद्रसपाटीपासूनची उंची
ଆଲଭୋଲାର୍ ନଳୀ |,अल्व्होलर नलिका
Aytes,एलिटेस
ଅଲଜାଇମର ରୋଗ |,अल्झायमर रोग
ଆମାକରାଇନ୍ ସେଲ୍ |,अमॅक्रिन सेल
ଅମରନ୍ତାସିଦା |,अमरॅन्थेसी
ଅମରାନ୍ତିନ |,अमरॅन्थस
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,वातावरणीय ऑस्मोटिक एकाग्रता
ଅମ୍ବିଷ୍ଟୋମା |,अ‍ॅम्बिस्टोमा
ବନ୍ଧୁତ୍ୱ,अमाइड
ଆମିନୋ ଏସିଡ୍ |,अमिनो आम्ल
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,अमीनो acid सिड स्वीकारणारा
AminoicaL t rna syntHetase |,एमिनोआसिल टी आरएनए सिंथेथेस
ଆମିନୋଫାଇସନ୍ |,एमिनोआसिलेशन
ଅମିତୋସାଇସ୍ |,अमिटोसिस
ଆମୋନିଆ,अमोनिया
ଆମୋନିଫିକେଟ୍,अमोनिफिकेशन
ଆମାମୋଟେଲ୍ଜିମ୍ |,अमोनोटेलिझम
ଆମନିଓସେଣ୍ଟେସିସ୍ |,अ‍ॅम्निओसेन्टेसिस
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,अ‍ॅम्निओसेन्टेसिस तंत्र
ଆମନିଓକେଟ୍ |,अ‍ॅम्निओसाइट
ଆମନିଅନ୍,अम्नियन
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,गर्भाशयातील द्रव
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,अम्नीओटिक झिल्ली
ଆମନିଓଟିକ୍ ଥଳି |,अम्नीओटिक थैली
ଆମୋବା,अमोबा
ଆମୋବାଇଟିଟ୍ |,अमीबोसाइट
ଆମୋବିଏଡ୍,अमोबॉइड
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,अ‍ॅमोबॉइड लिम्फोसाइट
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,अ‍ॅमोबॉइड चळवळ
ଆମୋରଫସ୍ |,अनाकार
ପରିମାଣ,रक्कम
ଆମ୍ଫେଟାମାଇନ୍ |,अ‍ॅम्फेटामाइन
ଆମ୍ଫିବିଆ,उभयचर
ଆମ୍ଫିବିଆନ୍,उभयचर
ଆମ୍ଫିବିଆନ୍,उभयचर
ଆମ୍ଫାଇଓକ୍ସସ୍ |,अ‍ॅम्फिओक्सस
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,अ‍ॅम्फिओक्सस लॅन्सोलाटस
ଆମ୍ଫିସିଚିକ୍ |,अ‍ॅम्फिपाथिक
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,अ‍ॅम्फिपाथिक लिपिड
ଆମ୍ଫାଇସାର୍କା |,अ‍ॅम्फिसार्का
Ampicilillin,अ‍ॅम्पिसिलिन
ଅମପୁଲାଲା |,अ‍ॅम्पुल्ला
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,अ‍ॅम्प्युलरी ग्रंथी
ଆମିଜିଡାଲ୍ |,अ‍ॅमीगडल
ଆମିଗଡାଲେ |,अ‍ॅमीगडेल
ଆମିଗାଡାଲିନ୍ |,अ‍ॅमीग्डालिन
ଆମିଲେଜ୍,अ‍ॅमिलेज
ଆମିଏଲପ୍ଲାଷ୍ଟ |,अ‍ॅमिलोप्लास्ट
ଅବାନା,अनाबेना
ଅରବା,अनबास
ଆନାବୋଲିକ୍ ପଥ |,अ‍ॅनाबॉलिक मार्ग
ଆନାବୋଲିଜିମ୍ |,अ‍ॅनाबोलिझम
ଆନାଚାର୍ଡସିଆନା |,अ‍ॅनाकार्डियासी
ରକ୍ତଦାତା,अशक्तपणा
ଆନାରୋବେ |,अनरोब
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,अनॅरोबिक इंधन
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,अनरोबिक श्वसन
ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |,अनॅरोबिक गाळ डायजेस्टर
ଆନାରକୋବର |,अनॅरोबिक
ଆନିମା,अनाईमा
ଆନାଲ୍,गुदद्वारासंबंधीचा
ଆନାଲ୍,गुदद्वारासंबंधीचा
ଆନାଲ୍ ଆପେଚର |,गुदद्वारासंबंधीचा छिद्र
ଆନାଲ୍ ccor,गुदद्वारासंबंधीचा सेर्सी
ଆନାଲ୍ ଲୁପ୍ |,गुद्द्वार लूप
ଆନାଲ୍ ଶ style ଳୀ,गुद्द्वार शैली
ଅନୁରୂପ,समान
ଅନୁରୂପ,समान
ଆନାଲୋଜି,समानता
ଆନାଲୋଜି,समानता
ବିଶ୍ଳେଷଣ |,विश्लेषण
ଅଯାସୀ,अनाफेस
ଆନାଟୋମିକ୍ ପ୍ରତିବନ୍ଧକ |,शरीरशास्त्र अडथळा
ଆନାଟୋମିକାଲ୍ ଦିଗ |,शारीरिक पैलू
Anatomist-,शरीरशास्त्रज्ञ
ଆନାଟୋମି |,शरीरशास्त्र
ପିତୃପୁରୁଷ ବଂଶର କ୍ରମ |,पूर्वज वंशज अनुक्रम
ପ ancest ତୃକ ରେଖା |,वडिलोपार्जित वंश
ପ ancest ତୃକ କ୍ରମ |,वडिलोपार्जित क्रम
ଏକସେଲୋସୋମା |,एन्सिलोस्टोमा
ଆଣ୍ଡ୍ରୋକିୟମ୍ |,एंड्रोइसीयम
ଆଣ୍ଡ୍ରୋଜେନ |,एंड्रोजेन
ରକ୍ତଦାତା,अशक्तपणा
ଆନିମୋନ୍ |,Enemone
ଆନୁପ୍ଲଏଡ୍ |,Eneuploid
ଆନୁପ୍ଲୋଡି,Eneuploidy
ଆଞ୍ଜିନା,एनजाइना
ଆଞ୍ଜିୟରମ୍ |,एंजिओग्राम
ଆଙ୍ଗିଓଗ୍ରାଗ୍,एंजियोग्राफ
ଆଙ୍ଗିଓଗ୍ରାଫି |,एंजियोग्राफी
An anivoplasty,एंजियोप्लास्टी
ଅଙ୍ଗୁଳି ପାରସ୍ପରିକ,एंजिओस्पर्म
Anigiotensin |,अँजिओटेन्सिन
ଆଙ୍ଗିଓଟେନିନୋଜେନ |,एंजियोटेंसीनोजेन
ଅଙ୍ଗର ମାଛ |,अँगलर फिश
ଆଞ୍ଜୁଆନା,एंगुइना
ଆଙ୍ଗୁଠି,एंगुइस
ପଶୁ,प्राणी
ପଶୁ,प्राणी
ପଶୁ ଗୋବର,प्राणी शेण
ପଶୁ କୁମ୍ଭାରୀ,पशुसंवर्धन
ପଶୁ କାରିଟାଇପିଂ |,अ‍ॅनिमल कॅरिओटाइपिंग
ପଶୁ ରାଜ୍ୟ,प्राण्यांचे राज्य
ପଶୁ ଟିସୁ |,प्राणी ऊतक
ପଶୁ,अ‍ॅनिमालिया
ଆନାୟଣ,आयन
ଆନିସୋଟ୍ରୋପିକ୍ ବ୍ୟାଣ୍ଡ |,एनिसोट्रॉपिक बँड
ଆନାଲିଟିଂ,En नीलिंग
Annleled,अ‍ॅनेलिड
ଆଙ୍କିଲଦା |,अ‍ॅनेलिडा
ବାର୍ଷିକ ରିଙ୍ଗ |,वार्षिक रिंग
ପୁର୍ଣ୍ଣିକ,एनुलेटेड
ନିନ୍ଦା,एन्युले
ଆନୋମାଲିୟ ପ୍ରକାର |,विसंगती प्रकार
ଅଧପତ୍ର,अ‍ॅनोफेल्स
ପିମ୍ପୁଡ଼ି ଭୋଜନକାରୀ,मुंगी खाणारा
ବିରୋଧୀ |,विरोधी
ଅପବିତ୍ର,अंटार्क्टिक
ଆଣ୍ଟେନା |,अँटेना
ଆଣ୍ଟେନା କମ୍ପ୍ଲେକ୍ସ |,अँटेना कॉम्प्लेक्स
ଆଣ୍ଟେନାଲ୍ ଗ୍ରନ୍ଥି |,अँटेनल ग्रंथी
ଆଣ୍ଟରିଅର୍ (ଭେଣ୍ଟ୍ରାଲ୍) ଧୂସର ଶିଙ୍ଗ |,पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न
ଆଣ୍ଟ୍ଟରର ହାଇପୋଫାଇସିସ୍ |,आधीचा हायपोफिसिस
ପୂର୍ବର ସେଣ୍ଟ୍ରଭେଷ୍ଟ୍ରିକୁଲାର୍ ସଲ୍କସ୍ |,पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस
ଅଙ୍କନ,अँथर
ଆନାଥନ୍ ସଂସ୍କୃତି,अँथर संस्कृती
ଆନିଚାଇଡିୟମ୍ |,अँथेरिडियम
ଆନ୍ଥ୍ରୋଜଏଡ୍ |,अँथेरोझॉइड
ଆନ୍ଥୋକେସୋସ୍ |,अँथोसेरोस
ଆନ୍ଫୋସିଆରୋଟୋସିଡା |,अँथोसेरोटोप्सिडा
ଆନ୍ଥ୍ରାକ୍ସ |,अँथ्रॅक्स
ଆନ୍ଥ୍ରୋପେନିକ୍ ବିଲୁପ୍ତ |,अँथ्रोपोजेनिक विलोपन
ଆନ୍ଥ୍ରୋପୋଲୋଜି |,मानववंशशास्त्र
ଆଣ୍ଟିବଜାର କଟୁ,अँटीबैक्टीरियल
ଆଣ୍ଟିବାୟୋଟିକ୍ ପେନିସିଲିନ୍ |,अँटीबायोटिक पेनिसिलिन
ଆଣ୍ଟିବାୟୋଟିକ୍ ପ୍ରତିରୋଧକ |,प्रतिजैविक प्रतिरोधक
ଆଣ୍ଟିବାୟୋଟିକ୍ (ଗୁଡିକ),प्रतिजैविक (ओ)
ଆଣ୍ଟିବଡି |,प्रतिपिंडे
ଆଣ୍ଟିବଡି ଦମ୍ପତି |,अँटीबॉडी जोडपे
ଆଣ୍ଟିବଡି ମଧ୍ୟସ୍ଥତା ଅବିସ୍ମରଣୀୟ |,प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती
ଆଣ୍ଟିକୋଗୁଏଲାଣ୍ଟ |,अँटीकोआगुलंट
ଆଣ୍ଟିକୋଡନ୍ ଲୁପ୍ |,अँटीकोडॉन लूप
ପୃଥିବୀ ନିରାଶ,प्रतिरोधक
ଆଣ୍ଟିଭାସିଟିକ୍ ହରମୋନ୍ (ADH),अँटीडियुरेटिक हार्मोन (एडीएच)
ଆଣ୍ଟିଗେନ୍ ଜିନ୍,अँटीजेन जनुक
ଆଣ୍ଟିଜେନ୍-ଆଣ୍ଟିବଡି ଜଟିଳ |,अँटीजेन-अँटीबॉडी कॉम्प्लेक्स
