Odiya,Malayalam
ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ସମଷ୍ଟି |,സങ്കീർണ്ണ സംഖ്യകളുടെ ആകെത്തുക
କାର୍ଯ୍ୟଗୁଡ଼ିକର ସମଷ୍ଟି,പ്രവർത്തനങ്ങളുടെ ആകെത്തുക
ମାଟ୍ରିକ୍ସର ରାଶି,മെട്രിക്സുകളുടെ ആകെത്തുക
ବହୁଜନର ସମଷ୍ଟି |,ബഹുപദങ്ങളുടെ ആകെത്തുക
ସମ୍ଭାବ୍ୟତାର ସମଷ୍ଟି,സാധ്യതകളുടെ ആകെത്തുക
ଭେକ୍ଟରର ରାଶି,വെക്റ്ററുകളുടെ ആകെത്തുക
"ଯୋଗ ଥିଓରେମ୍, ବିରି ଥିଓରୀ,","സം സിദ്ധാന്തം, സരസഫല സിദ്ധാന്തം"
ଯୋଗୀ ଗୋଷ୍ଠୀ |,സങ്കലന ഗ്രൂപ്പ്
ଯୋଗୀ ଓଲଟା |,വിപരീത വിപരീതം
ଯୋଗନୀୟତା |,കൂട്ടിച്ചേർക്കൽ
ଯୋଗନୀୟତା |,കൂട്ടിച്ചേർക്കൽ
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
"ସଂଲଗ୍ନ, ସଂଲଗ୍ନ, ସଂଲଗ୍ନ","തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള"
ସଂଲଗ୍ନ କୋଣ,അടുത്തുള്ള കോൺ
ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |,തൊട്ടടുത്തുള്ള ശീർഷകം
ସହଯୋଗ କରିବାକୁ,സഹകരിക്കാൻ
"ସଂଲଗ୍ନ ଏନକ୍ଲୋଜର,",ഘടിപ്പിച്ച വലയം
ସାଧାରଣ ନିର୍ଣ୍ଣୟକାରୀ |,പൊതുവായ ഡിറ്റർമിനന്റ്
ସଂଲଗ୍ନ ଡିଫେରିଏଲ୍ ସମୀକରଣ |,ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു
ସଂଲଗ୍ନ ସମୀକରଣ,ഘടിപ്പിച്ച സമവാക്യം
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ഏകീകൃത മാട്രിക്സ്
ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |,മാട്രിക്സ് കോവേരിയൻസ്
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ഏകീകൃത മാട്രിക്സ്
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം
ଗ୍ରହଣୀୟ ଅନୁମାନ,സ്വീകാര്യമായ സിദ്ധാന്തം
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,എയറോഡൈനാമിക് ശക്തി
ଏରୋଡାଇନାମିକ୍ସ |,എയറോഡൈനാമിക്സ്
ଏକମାତ୍ର ଜ୍ୟାମିତି |,ഏകതാനമായ ജ്യാമിതി
ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |,ഏകതാനമായ മാപ്പിംഗ്
ଏକମାତ୍ର ପରିବର୍ତ୍ତନ,ഏകതാനമായ പരിവർത്തനം
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,മൊത്തം വേരിയബിൾ
"ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା","ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം"
"ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |","സീഡി അടഞ്ഞ, വിത്ത്"
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,ബീജഗണിത സമവാക്യം
ବୀଜ ବର୍ଣ୍ଣନା,ബീജഗണിത പദപ്രയോഗം
ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |,ബീജഗണിത ഏകത
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,ബീജഗണിത പ്രവർത്തനം
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,ബീജഗണിത ജ്യാമിതി
ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |,ബീജഗണിത ബഹുത്വം
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,ബീജഗണിത വ്യവസ്ഥ
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ,",അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,അക്ഷരമാലാ ക്രമം
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,അക്ഷരമാലാക്രമം
ବିକଳ୍ପ କୋଣ,ഇതര കോണുകൾ
"ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ,",ഇതര ഏകതാനമായ ഇതര രൂപം
ବିକଳ୍ପ ଗୋଷ୍ଠୀ |,ഇതര ഗ്രൂപ്പ്
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,ഇതര മാട്രിക്സ്
ବିକଳ୍ପ କ୍ରମ |,ഇതര പരമ്പര
ବିକଳ୍ପ ଅନୁମାନ,ഇതര സിദ്ധാന്തം
ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |,ബദൽ ഒപ്റ്റിമം
ବିକଳ୍ପ ଫଳାଫଳ |,ഇതര ഫലം
analog-digit କନଭର୍ଟର |,അനലോഗ് അക്ക കൺവെർട്ടർ
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",അനലോഗ് കമ്പ്യൂട്ടർ
ବିଶ୍ଳେଷଣ |,വിശകലനം
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,സഹവർത്തിത്വ വിശകലനം
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,എണ്ണൽ-വിവര വിശകലനം
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,വ്യതിയാന വിശകലനം
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,അനലിറ്റിക്കൽ ജ്യാമിതി
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,വിശകലന പ്രവർത്തനം
କୋଣ,കോൺ
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,ടാൻജന്റ് കോൺ
ବିଘ୍ନ କୋଣ |,വ്യതിചലന കോൺ
ଉଦାସୀନତା କୋଣ,വിഷാദം ആംഗിൾ
ବିଘ୍ନ କୋଣ |,വ്യതിയാനം കോൺ
ବିଭାଜନ କୋଣ |,ഡിഫ്രാക്ഷൻ ആംഗിൾ
ଉଚ୍ଚତା କୋଣ,എലവേഷൻ കോൺ
ଘଟଣାର କୋଣ,സംഭവത്തിന്റെ കോൺ
ପ୍ରୋଜେକ୍ଟର କୋଣ,പ്രൊജക്ഷൻ കോൺ
ପ୍ରତିଫଳନ କୋଣ,പ്രതിഫലനത്തിന്റെ കോൺ
ପ୍ରତିଫଳନ କୋଣ,അപവർത്തന കോൺ
ଘୂର୍ଣ୍ଣନ କୋଣ,റൊട്ടേഷൻ കോൺ
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ
କୋଣାର୍କ ତ୍ୱରଣ |,കോണീയ ത്വരണം
କୋଣାର୍କ ବେଗ |,കോണീയ പ്രവേഗം
କୋଣାର୍କ ଗତି,കോണീയ വേഗത
କୋଣାର୍କ ବେଗ |,കോണീയ പ്രവേഗം
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,മോതിര വിരൽ
ଉତ୍ତର,ഉത്തരം
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,കൌണ്ടർ ഡെറിവേറ്റീവ്
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,ഐസോമെട്രിക് ഫംഗ്ഷൻ
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |","കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ"
"ଆବେଦନ ପ୍ରୟୋଗ,",അപേക്ഷ അപേക്ഷ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,പ്രയോഗിച്ച ജ്യാമിതി
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
"ପ୍ରାୟ, ପ୍ରାୟ","ഏകദേശം, ഏകദേശം"
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |","മാക്രോ രീതി, ഏകദേശ രീതി"
ଆନୁମାନିକ ସମାଧାନ,ഏകദേശ പരിഹാരം
ଆନୁମାନିକ ସମସ୍ୟା,ഏകദേശ പ്രശ്നം
ଆନୁମାନିକ ସମ୍ପତ୍ତି,ഏകദേശ സ്വത്ത്
ଦକ୍ଷତା ପରୀକ୍ଷା,അഭിരുചി പരീക്ഷ
ଆର୍ଗନ୍ ଚିତ୍ର,ആർഗോൺ ഡയഗ്രം
ସ୍ବେଚ୍ଛାକୃତ,സ്വമേധയാ
"ଅନିୟମିତ, ଅନିୟମିତ |","ക്രമരഹിതമായ, ക്രമരഹിതമായ"
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ମାଗଣା ଉପାଦାନ |,സ്വതന്ത്ര ഘടകം
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,ഏകപക്ഷീയമായ പോയിന്റ്
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,ആർക്കിമിഡീസിന്റെ നിയമം
ଆର୍କିମିଡିସ୍ ନିୟମ |,ആർക്കിമിഡീസിന്റെ നിയമം
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |","കമാനം നീളം, കമാനം നീളം"
ବୃତ୍ତାକାର,സർക്കിൾ ആർക്ക്
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,വിപരീത സൈൻ വിതരണം
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,വിപരീത സൈൻ പരിവർത്തനം
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","പ്രദേശം, പ്രദേശം"
ଆ regional ୍ଚଳିକ ସଂରଚନା,പ്രാദേശിക കോൺഫിഗറേഷൻ
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ
ଗାଣିତିକ ଅର୍ଥ |,ഗണിത അർത്ഥം
ଡିଜିଟାଲ୍ ଅପରେସନ୍,ഡിജിറ്റൽ പ്രവർത്തനം
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,ഡിജിറ്റൽ യൂണിറ്റ്
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା","കോൺഫിഗറേഷൻ, ക്രമീകരണം"
"ଆରେ, ଆରେ","അറേ, അറേ"
କୃତ୍ରିମ ଉପଗ୍ରହ |,കൃത്രിമ ഉപഗ്രഹം
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,കൃത്രിമ വേരിയബിൾ
ଚ imb ିବାକୁ,കയറാൻ
ଆରୋହଣ,ആരോഹണം
ତୀବ୍ରତାର କ୍ରମ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ଆରୋହଣ ଗ୍ରେଡ୍,ആരോഹണ ഗ്രേഡ്
ଏକତ୍ରକାରୀ ଭାଷା |,അസംബ്ലർ ഭാഷ
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം
ସହଯୋଗୀ ନିୟମ |,സഹകാരി നിയമം
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,അനുബന്ധ പ്രവർത്തനം
ସାଥୀତା,കൂട്ടുകെട്ട്
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,അർത്ഥമാക്കുന്നത്
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
"କଳ୍ପିତ, ସ୍ୱୀକାର,","സങ്കല്പിച്ചു, സമ്മതിച്ചു"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ജ്യോതിഷം
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,ജ്യോതിശാസ്ത്രജ്ഞൻ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,ജ്യോതിശാസ്ത്ര ഘടികാരം
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ജ്യോതിശാസ്ത്രം
ଅସୀମିତ ବକ୍ର,അസമമായ വക്രം
ଅସୀମତା |,അസമമിതി
ଅସ୍ମିପଟୋଟିକ୍ |,അസിംപ്റ്റോട്ടിക്
ବୃଦ୍ଧି,വഷളാക്കുന്നു
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,പുരോഗമന എസ്റ്റിമേറ്റർ
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,പിന്തിരിപ്പൻ പെരുമാറ്റം
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,ആക്രമണാത്മക വിതരണ പ്രവർത്തനം
ଉପର ବିସ୍ତାର,മുകളിലേക്ക് വ്യാപിച്ചു
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,അന്തരീക്ഷമർദ്ദം
"ଅନିୟମିତ ଭାବରେ,",ക്രമരഹിതമായി
ସମ୍ପତ୍ତି *,സ്വത്ത്*
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
କୋଭାରିଆନ୍ସ |,സഹവർത്തിത്വം
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ଆତ୍ମସମ୍ମାନ,സ്വയം റിഗ്രഷൻ
ସହାୟକ ସମୀକରଣ,സഹായ സമവാക്യം
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്)
"axiom, axiom","സിദ്ധാന്തം, സിദ്ധാന്തം"
axiom ପଦ୍ଧତି |,axiom സമീപനം
ସମ୍ଭାବ୍ୟତା axiom |,സംഭാവ്യത സിദ്ധാന്തം
ଅକ୍ଷ,അച്ചുതണ്ട്
ଭୁଜାକ୍,ഭുജാക്ഷ
ପୃଥିବୀ ଅକ୍ଷ,ഭൂമിയുടെ അച്ചുതണ്ട്
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ഭ്രമണ അക്ഷം
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ഭ്രമണ അക്ഷം
ସ୍ପିନ୍ ଅକ୍ଷ,സ്പിൻ അക്ഷം
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ
ପରେ,പിന്നീട്
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,തിരികെ ചേർക്കൽ സൂത്രവാക്യം
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,സമതുലിതമായ ഡിസൈൻ
ତୂଳନା ପତ୍ର,ബാലൻസ് ഷീറ്റ്
କ୍ଷେପଣାସ୍ତ୍ର,മിസൈൽ
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","ബാലിസ്റ്റിക്സ്, ആയുധം"
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |","നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്"
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |","അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം"
ମୂଳ କୋଣ,അടിസ്ഥാന കോൺ
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |","ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം"
"ମ basic ଳିକ, ମ basic ଳିକ,","അടിസ്ഥാന, അടിസ്ഥാന"
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,അടിസ്ഥാന യോജിച്ച പരിഹാരം
ମୂଳ ସମାଧାନ |,അടിസ്ഥാന പരിഹാരം
ବେସ୍ ଭେରିଏବଲ୍ |,അടിസ്ഥാന വേരിയബിൾ
ଆଧାର,അടിസ്ഥാനം
ମୂଳ ଉପାଦାନ |,അടിസ്ഥാന ഘടകം
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,അടിസ്ഥാന മാട്രിക്സ്
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ଜନସଂଖ୍ୟା ଆଧାର |,ഉപജനസംഖ്യാ അടിസ്ഥാനം
ଅସାଧୁ,സത്യസന്ധമല്ലാത്ത
bez-rule,ബെസ്-റൂൾ
ବେଜ୍-ଥିଓରେମ୍ |,bez-theorem
bernoulli- ବଣ୍ଟନ |,ബെർണൂലി-വിതരണം
ବର୍ନୁଲି ସଂଖ୍ୟା |,ബെർണൂലി നമ്പറുകൾ
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ବର୍ନୁଲି-ସମୀକରଣ |,ബെർണൂലി-സമവാക്യം
ବେରୀ କାର୍ଯ୍ୟ,ബെറി ഫംഗ്ഷൻ
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,മികച്ച അഡീഷൻ
ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |,മികച്ച അഡീഷൻ ലൈൻ
ସର୍ବୋତ୍ତମ ସମାଧାନ |,മികച്ച പരിഹാരം
ସର୍ବୋତ୍ତମ ଟିପ୍ସ |,മികച്ച നുറുങ്ങുകൾ
ବିଟା ବଣ୍ଟନ |,ബീറ്റ വിതരണം
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","പക്ഷപാതം, പക്ഷപാതം"
ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |,പക്ഷപാതപരമായ വിലയിരുത്തൽ
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,ദ്വിപദ സമവാക്യം
ଏକକ କଭର |,ഒറ്റ കവർ
ଏକକ କଭର ମାନଚିତ୍ର,ഒറ്റ കവർ മാപ്പ്
ଏକକ କଭର ମ୍ୟାପିଂ |,ഒറ്റ കവർ മാപ്പിംഗ്
ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
ବିଲିନାର୍ ଫଙ୍କସନ୍,ബിലീനിയർ ഫംഗ്ഷൻ
bilinear hermitian homogeneity |,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
"ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
"ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |","ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
ବାଇନାରୀ ଏନକୋଡିଂ |,ബൈനറി എൻകോഡിംഗ്
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,ബൈനറി കമ്പ്യൂട്ടർ
ବାଇନାରୀ ସଂଖ୍ୟା,ബൈനറി അക്കങ്ങൾ
ବାଇନାରୀ ଅପରେସନ୍ |,ബൈനറി പ്രവർത്തനം
ବାଇନାରୀ ପଦ୍ଧତି |,ബൈനറി രീതി
ବାଇନାରୀ ଭେରିଏବଲ୍ |,ബൈനറി വേരിയബിൾ
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,ദ്വിപദ ഗുണകം
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ദ്വിപദ വിതരണം
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,ദ്വിപദ സമവാക്യം
ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |,ദ്വിപദ വ്യത്യാസം
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,ദ്വിപദ പദപ്രയോഗം
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,ദ്വിപദ സിദ്ധാന്തം
"ଅଧା, ବିଫୁର୍କେସନ୍ |","പകുതി, വിഭജനം"
"ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |","വിഭജന രീതി, സെമിഡിവിഷൻ രീതി"
ଅଧା ବିସେକ୍ଟର |,പകുതി ദ്വിമുഖം
ଦ୍ୱିପାକ୍ଷିକ |,"ദ്വിപദം, ദ്വിമുഖം"
