Tamil,Malayalam
"தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)","തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)"
"இணைந்த தொனி, கூடுதல் தொனி (உயிர்)","സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)"
சேர்க்கை,സങ്കലനം
ஒட்டுதல்,അഡീഷൻ
பிசின் ஆற்றல்,പശ ഊർജ്ജം
அடியாபட்,അടിയാബാറ്റ്
அடியாபாடிக்,adiabatic
வெப்ப காப்பு,ചൂട് ഇൻസുലേറ്റിംഗ്
இணைப்பு,ബന്ധം
அனுசரிப்பு,ക്രമീകരിക്കാവുന്ന
ஊடுருவல்,നുഴഞ്ഞുകയറ്റം
உறிஞ்சுதல்,ആഗിരണം
முன்னோக்கி,മുന്നോട്ട്
முற்போக்கானது,പുരോഗമനപരമായ
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)"
ஆண்டெனா ஸ்ட்ரீம்,ആന്റിന സ്ട്രീം
வான்வழி ஆய்வு,ഏരിയൽ സർവേ
காற்று வேகம்,വായു വേഗത
ஏரோடைனமிக் குணகம்,എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്
காற்றியக்கவியல்,എയറോഡൈനാമിക്
காற்றியக்கவியல்,എയറോഡൈനാമിക്സ്
வானூர்தி,എയറോനോട്ടിക്കൽ
ஏரோநாட்டிக்ஸ்,എയറോനോട്ടിക്സ്
காற்று துடிப்பு,എയർ പൾസ്
"வளிமண்டலம், வாயுக்கோளம்","അന്തരീക്ഷം, വാതകമണ്ഡലം"
கவனம் அமைப்பு,ഫോക്കസ് സിസ്റ്റം
மீண்டும் பற்றவைப்பு,തിരികെ ജ്വലനം
பின் ஒளி,ബാക്ക് ലൈറ്റ്
அதிர்ச்சி,ഞെട്ടൽ
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക"
நேரம் பாதிக்கப்பட்டது,സമയം ബാധിച്ചു
"முதுமை, முதுமை","വാർദ്ധക്യം, വാർദ്ധക്യം"
நேர விளைவு,സമയ പ്രഭാവം
நேர விளைவு சோதனை,സമയ ഫല പരിശോധന
புவியீர்ப்பு இல்லாதது,ഗുരുത്വാകർഷണമില്ലാത്ത
நல்லிணக்கம்,അനുരഞ്ജനം
"வான்வழி ரேடார், வான்வழி ரேடார்","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"வான் இலக்கு, வான் இலக்கு","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
காற்று சுவாசக் கருவி,എയർ റെസ്പിറേറ്റർ
ஏர் கண்டிஷனிங்,എയർ കണ്ടീഷനിംഗ്
காற்று எதிர்ப்பு மின்மாற்றி,എയർക്രൂ ട്രാൻസ്ഫോർമർ
விமானம்,വിമാനം
சீரமைப்பு,വിന്യാസം
சீரமைப்பு பிழை,വിന്യാസ പിശക്
நேரடி சுற்று,ലൈവ് സർക്യൂട്ട്
முழு கண்ணாடி குழாய்,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
முழு உலோக குழாய்,മുഴുവൻ മെറ്റൽ ട്യൂബ്
சரி செய்ய,പരിഹരിക്കാൻ
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
மிஷ்ரத்வான்,മിശ്രത്വൻ
எங்கும் நிறைந்த ஊடகம்,സർവ്വവ്യാപിയായ മാധ്യമം
ஆம்னி ஆண்டெனா,ഓമ്‌നി ആന്റിന
பஞ்சாங்கம்,പഞ്ചഭൂതം
ஆல்பா,ആൽഫ
ஆல்பா-செயல்பாடு,ആൽഫ പ്രവർത്തനം
எண்ணெழுத்து,ആൽഫാന്യൂമെറിക്
ஆல்பா கதிர்,ആൽഫാ റേ
மாற்றம்,മാറ്റുക
"மாற்று, மாற்று","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
மின்மாற்றி,ആൾട്ടർനേറ്റർ
உயரமானி,ആൾട്ടിമീറ്റർ
உயரமானி,ആൾട്ടിമീറ്റർ
அல்டிமெட்ரி,ആൾട്ടിമെട്രി
"உயரம், உயரம், உயரம், உயரம்","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
எண்கணித ரீசனிங் யூனிட் (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
அமுத விதி,ഒരു ഭരണം
சூழல்,പരിസ്ഥിതി
அமிக்ரான்,അമ്ക്രോൺ
அம்மீட்டர்,അമ്മീറ്റർ
ஆம்பியர்,ആമ്പിയർ
ஆம்பியர்-சட்டம்,ആമ്പിയർ നിയമം
நீர்வீழ்ச்சி அயனி,ഉഭയജീവി അയോൺ
பெருக்கம்,ആംപ്ലിഫിക്കേഷൻ
பெருக்கி,ആംപ്ലിഫയർ
"கோணம், பரிமாணம்","ആംഗിൾ, അളവ്"
அ. எம்.யு. (அணு நிறை அலகு),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
இணக்கமான,അനുയോജ്യം
ஒப்புமை,സാമ്യം
ஆய்வாளர்,അനലിസ്റ്റ്
பகுப்பாய்வு,വിശകലനം
பகுப்பாய்வு,വിശകലനാത്മകമായ
புள்ளி அல்லாத,നോൺ-പോയിന്റ്
முரண்பாடான,അസാധാരണമായ
மற்றும் கதவு,വാതിലും
ஒலி அல்லாத,നോൺ-അക്കോസ്റ്റിക്
ஒழுங்கற்ற நெகிழ்ச்சி,അസാധാരണമായ ഇലാസ്തികത
நீரற்ற,ജലരഹിതമായ
கோணம்,കോൺ
angstrom அலகு,angstrom യൂണിറ്റ്
கோணல்,കോണിക
நீடிப்பான் வெர்னியர்,പ്രൊട്രാക്ടർ വെർനിയർ
சர்ச்சைக்குரிய,തർക്കരഹിതമായ
மரியாதையற்ற,ബഹുമാനമില്ലാത്ത
வண்ணமயமான காந்தமாக்கல்,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
மந்தமான,മന്ദത
அயனி,അയോൺ
சமச்சீரற்ற,അസമമായ
ஐசோட்ரோபிக்,ഐസോട്രോപിക്
ஐசோட்ரோபிசம்,ഐസോട്രോപിസം
நீக்குதல்,ഇല്ലാതാക്കൽ
சதிகாரர்கள்,ഗൂഢാലോചനക്കാർ
நேர்மின்முனை,ആനോഡ്
அனோடைசேஷன்,ആനോഡൈസേഷൻ
சீரற்ற,പൊരുത്തമില്ലാത്ത
ஒளியியல் அமைப்பு,ഒപ്റ്റിക്കൽ സിസ്റ്റം
ஆண்டெனா,ആന്റിന
ஆன்டிபெரியன்,ആന്റിബെറിയോൺ
பிணைப்பு எதிர்ப்பு சொத்து,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
எதிர் பத்திரம்,കൌണ്ടർ ബോണ്ട്
தலைகீழ் சக்தி,റിവേഴ്സ് പവർ
காந்தவியல்,ഡയമാഗ്നറ്റിക്
காந்தப் பொருள்,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
அழற்சி எதிர்ப்பு,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
ஈர்ப்பு எதிர்ப்பு,ആന്റിഗ്രാവിറ്റി
ஆன்டிலாம்டா துகள்,ആന്റിലാംഡ കണിക
அலெப்டன்,അല്ലെലെപ്റ്റൺ
காந்தவியல்,ഡയമാഗ്നറ്റിക്
எதிர்ப்பொருள்,പ്രതിദ്രവ്യം
எதிர்ப்பு ஏவுகணை,വിരുദ്ധ മിസൈൽ
எதிர்நியூட்ரான்,ആന്റിന്യൂട്രോൺ
துடிக்கும்,സ്പന്ദിക്കുന്ന
எதிர் அணுக்கரு,ആന്റി ന്യൂക്ലിയോൺ
எதிர் துகள்,ആന്റിപാർട്ടിക്കിൾ
ஆன்டிபுரோட்டான்,ആന്റിപ്രോട്ടോൺ
எதிர் பிரதிபலிப்பு,ആന്റി റിഫ്ലെക്റ്റീവ്
சமச்சீரற்ற,ആന്റിസിമെട്രിക്
மீண்டும் நிகழாதது,ആവർത്തിക്കാത്ത
காலமற்ற தன்மை,അനാക്രോണിസം
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
துவாரக்,ദ്വാരക്
"மேல், மேல், முன்","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"சூரியன் உயர், அதிக சூரியன்","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
அக்கறையற்ற சரிகை,ഉദാസീനമായ ലേസ്
பரிதாபமற்றது,ദയനീയമല്ലാത്ത
இயலாமை,വൈകല്യമില്ലാത്തത്
மிகவும் வண்ணமயமான,വളരെ അക്രോമാറ്റിക്
"நிலம்-உயர்ந்த, உச்சநிலை","ഭൂമി-ഉയരം, അപ്പോജി"
"துருவமற்ற, சுற்றளவு","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
பார்ப்பனியம்,പരധ്രുവത്വം
சாதனம்,ഉപകരണം
"மெய்நிகர், காட்சி","വെർച്വൽ, വിഷ്വൽ"
தெரியும் சூரியன்,ദൃശ്യ സൂര്യൻ
காட்சி நேரம்,ദൃശ്യ സമയം
வெளிப்படும் தோற்றம்,ഉയർന്നുവരുന്ന രൂപം
விண்ணப்பம்,അപേക്ഷ
பொருந்தக்கூடிய தன்மை,പ്രയോഗക്ഷമത
விண்ணப்பித்தார்,അപേക്ഷിച്ചു
கவனிக்கத்தக்கது,നിരീക്ഷിക്കാവുന്നതാണ്
அணுகுமுறை,സമീപനം
"அருகில், தோராயமாக","അടുത്ത്, ഏകദേശം"
தோராயம்,ഏകദേശ കണക്ക്
நீராவி அழுத்தம்,നീരാവി മർദ്ദം
தன்னார்வ,സ്വമേധയാ
"வில் உலை, வில் உலை","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
ஆர்க்கிமிடிஸ் சட்டம்,ആർക്കിമിഡീസിന്റെ നിയമം
கட்டிடக்கலை ஒலியியல்,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
பரிதி விளக்கு,ആർക്ക് ലാമ്പ്
வில்-ஸ்பெக்ட்ரம்,ആർക്ക്-സ്പെക്ട്രം
"பகுதி, பகுதி","പ്രദേശം, പ്രദേശം"
"பிராந்திய, பிராந்திய","പ്രാദേശിക, പ്രാദേശിക"
"கை, கை, கிளை","ഭുജം, ഭുജം, ശാഖ"
அமெச்சூர்,അമച്വർ
"வரிசை, வரிசை","അറേ, അറേ"
பெறுபவர்,റിസീവർ
உச்சரிப்பு தெளிவு,ഉച്ചാരണ വ്യക്തത
செயற்கை,സിന്തറ്റിക്
செயற்கை மாற்றம்,കൃത്രിമ പരിവർത്തനം
ஏறுமுகம்,ആരോഹണം
ஏற்றம்,കയറ്റം
ஏறும்,കയറുന്നു
அகோலி,അഗോലി
திரட்டுதல்,സമാഹരണം
தொகுப்பு,കൂട്ടം
"கூட்டுதல், கூட்டுதல்","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
துல்லியமான மதிப்பீடு,കൃത്യമായ കണക്കുകൂട്ടൽ
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"தொடர்புடைய, துணை, இணைந்த","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
உயிர் ஒலி,സ്വരാക്ഷര ശബ്ദം
தானியங்கி மல்டிவிபிரேட்டர்,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
ஆஸ்தெனிக்,ആസ്തെനിക്
"மதுவிலக்கு, astigmatism","വിട്ടുനിൽക്കൽ, astigmatism"
விண்வெளி பயண மின்னணுவியல்,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
வானியற்பியல்,ജ്യോതിശാസ്ത്രം
விண்வெளி,ബഹിരാകാശ സഞ്ചാരി
வானியலாளர்,ജ്യോതിശാസ്ത്രജ്ഞൻ
விண்ணுலகம்,സ്വർഗ്ഗീയ
வானியல்,ജ്യോതിശാസ്ത്രം
வானியற்பியல்,ജ്യോതിശാസ്ത്രം
சமச்சீரற்ற,അസമമായ
அறிகுறியற்ற,അസിംപ്റ്റോട്ടിക്
மோசமாக்கும்,വഷളാക്കുന്നു
ஒத்திசைவற்ற,അസമന്വിത
"வளிமண்டலம், வளிமண்டலம்","അന്തരീക്ഷം, അന്തരീക്ഷം"
வளிமண்டலம்,അന്തരീക്ഷം
காற்று கொந்தளிப்பு,കാറ്റ് പ്രക്ഷുബ്ധത
அணுக்கரு,ആണവ
அணு,ആറ്റോമിക
அணுசக்தி,ആറ്റോമിസിറ്റി
அணுக்கரு நிறை,ആണവ പിണ്ഡം
அணு எண்,ആറ്റോമിക നമ്പർ
"அணு உலை, அணுக் குவியல்","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
அணு,ആറ്റോമിക
துகள்,കണം
துகள்,കണം
"தணிவு, தணிவு",ശോഷണം
"தணித்தல், தணித்தல்","ശോഷണം, ശോഷണം"
வசீகரம்,ചാം
ஈர்ப்பு சக்தி,ആകർഷണ ശക്തി
கேட்கக்கூடிய தன்மை,ശ്രവണക്ഷമത
ஒலி அதிர்வெண் பெருக்கி,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
கேட்கக்கூடிய,കേൾക്കാവുന്ന
ஆடியோ ஜெனரேட்டர்,ഓഡിയോ ജനറേറ്റർ
கேட்கக்கூடிய வரைபடம்,ഓഡിബിലിറ്റി ഗ്രാഫ്
கேட்கும் அறிவியல்,കേൾവി ശാസ്ത്രം
ஒலிமானி,ഓഡിയോമീറ്റർ
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
ஒலி சமிக்ஞை,ശബ്ദ സിഗ്നൽ
ஒலி-ஒளி காட்சி,ദൃശ്യ-ശ്രാവ്യ
"ஆடிட்டோரியம், ஆடிட்டோரியம்","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
OZ விளைவு,OZ പ്രഭാവം
பதவி உயர்வு,പ്രമോഷൻ
மேம்படுத்துபவர்,എൻഹാൻസർ
துருவ சுடர்,ധ്രുവജ്വാല
தென் துருவ சுடர்,ദക്ഷിണ ധ്രുവജ്വാല
வட துருவ சுடர்,ഉത്തരധ്രുവ ജ്വാല
தானியங்கி எச்சரிக்கை,യാന്ത്രിക മുന്നറിയിപ്പ്
தானாக இணையாக,ഓട്ടോ പാരലലൈസർ
"தானியங்கி, தானியங்கி, தானியங்கி","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"உதவியாளர், கூட்டுறவு, கூடுதல்","സഹായി, സഹകരണം, അധിക"
"அவடவா, அவலாஞ்சி","അവദവ, അവലാഞ്ചി"
"சராசரி, சராசரி","അർത്ഥം, അർത്ഥം"
பரிவாரன்,പരിവാരൻ
அச்சு,അച്ചുതണ്ട്
அச்சு,അച്ചുതണ്ട്
அஜிமுத்,അസിമുത്ത്
அஜிமுத்,അസിമുത്ത്
மீண்டும்,തിരികെ
"பின்னணி, பின்னணி","പശ്ചാത്തലം, പശ്ചാത്തലം"
"பின்தங்கிய, பின்தங்கிய","പിന്നോട്ട്, പിന്നോട്ട്"
திருப்புமுனை,ടേൺ എറൗണ്ട്
பின் மின்னழுத்த துடிப்பு,ബാക്ക് വോൾട്ടേജ് പൾസർ
பிந்தைய உறவு,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
கொடுக்கப்படுவதுடன்,തിരിച്ചടവ്
எதிர்ப்பு மின்னழுத்தம்,ആന്റി വോൾട്ടേജ്
பின்புற சிதறல்,പിൻഭാഗം ചിതറിക്കൽ
இடைநிலை அலை,ഇന്റർസ്റ്റീഷ്യൽ വേവ്
இன்சுலேட்டர்,ഇൻസുലേറ്റർ
பாராசூட் ஜம்ப்,പാരച്യൂട്ട് ജമ്പ്
வெப்பமூட்டும்,ചൂടാക്കൽ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
சமநிலைப்படுத்துபவர்,ബാലൻസർ
சமநிலை,ബാലൻസ്
உருண்டை,ഗോളാകൃതി
"பாலிஸ்டிக், பாலிஸ்டிக்","ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
ஏவுகணை,മിസൈൽ
"பந்துவீச்சு, ஆயுதம்","ബാലിസ്റ്റിക്സ്, ആയുധം"
கணிப்பு,പ്രൊജക്ഷൻ
இலவச பாதை,സ്വതന്ത്ര പാത
"பலூன், பலூன்","ബലൂൺ, ബലൂൺ"
பால்மர் இடைநிறுத்தம்,ബാൽമർ നിർത്തലാക്കൽ
"இசைக்குழு, இசைக்குழு, இசைக்குழு","ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
குண்டு வெடிப்பு,സ്ഫോടനം
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
பார்டீன் கொள்கை,ബാർഡീൻ തത്വം
barkhausen விளைவு,ബാർഖൗസെൻ പ്രഭാവം
பார்லோ சுழற்சி,ബാർലോ സൈക്കിൾ
பட்டை காந்தம்,ബാർ കാന്തം
கொட்டகை,കളപ്പുര
காற்று அழுத்த வரைபடம்,വായു മർദ്ദം ഗ്രാഫ്
"barograph, barograph","ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
காற்றழுத்தமானி,ബാരോമീറ്റർ
வளிமண்டல அழுத்தம்,അന്തരീക്ഷമർദ്ദം
"அண்டம், காற்றழுத்தம்","കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
ஊசல்,പെൻഡുലം പെൻഡുലം
"தடை, அணு, அணு தடை","തടസ്സം, ആണവ, ആണവ തടസ്സം"
தடை நிலை,തടസ്സം നില
பேரியன்,ബാരിയോൺ
குருமண்டலம்,ഗുരുമണ്ഡലം
அடிப்படை இசைக்குழு,അടിസ്ഥാന ബാൻഡ്
"அடிப்படை, அடிப்படை, கார","അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
அடித்தளம்,അടിസ്ഥാനം
"கணக்கெடுப்பு, குழு உருவாக்கம்","എണ്ണൽ, ടീം രൂപീകരണം"
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
மின்கலம்,ബാറ്ററി
"வரிசை பிரிவு, அறை, விரிகுடா","അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
கண்காட்சி,പ്രദർശനം
கிபான்,കിബാൻ
"மாணிக்கா, பீட்","മാണിക, ബീഡ്"
"பீம், பீம், பீம், டிரம்ப்","ബീം, ബീം, ബീം, ട്രംപ്"
"டிக்மன், டிக்கான்","ഡിക്മാൻ, ഡിക്കൺ"
"டோல், விஸ்பாண்ட்","ഡോൾ, വിസ്പൻഡ്"
பெக்கரல் விளைவு,ബെക്വറൽ പ്രഭാവം
மணி ஜாடி,മണി ഭരണി
பெல்லோஸ்,തുരുത്തി
மணி கடிகாரம்,മണി ക്ലോക്ക്
"வேதிகா, பெஞ்ச்","വേദിക, ബെഞ്ച്"
"முறை, பங்க் (எட்.), வளைவு (வி.)","മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
வங்கியாளர்,ബാങ്കൻ
"வளைந்த, வளைந்த","വളഞ്ഞു, വളഞ്ഞു"
பெர்னோலி-சமன்பாடு,ബെർണൂലി-സമവാക്യം
அடிப்படை-செயல்பாடு,അടിസ്ഥാന-പ്രവർത്തനം
சிறந்த ஒட்டுதல்,മികച്ച അഡീഷൻ
பீட்டா (பி),ബീറ്റ (ബി)
பீட்டாட்ரான்,ബീറ്റാട്രോൺ
bethe மாதிரி,bethe മോഡൽ
bivatron,bivatron
BH வளைவு,BH കർവ്
இருகோணமானது,ദ്വികോണാകൃതിയിലുള്ള
"சார்பு, சார்பு","പക്ഷപാതം, പക്ഷപാതം"
இரு-அச்சு,ദ്വി-അക്ഷാംശം
பைக்ரோமேட் செல்,ബിക്രോമേറ്റ് സെൽ
அப்யவடல்,അഭ്യവതാൽ
இரட்டை ஆண்டெனா,ഇരട്ട ആന്റിന
பைன்வெக்ஸ்,ബൈകോൺവെക്സ്
"இரு-படிகம், இரட்டை-படிகம்","ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ"
இருதரப்பு ஒலிவாங்கி,ദ്വിദിശ മൈക്രോഫോൺ
இருவகை மாதிரி,ദ്വിപദ മാതൃക
டையோசியஸ்,ഡയീഷ്യസ്
இருதரப்பு,ഉഭയകക്ഷി
இருமுனை,ബൈലിനയർ
இரு மூலக்கூறு,ദ്വിതന്മാത്ര
"இரு-மாறி, இரு-அடிப்படை, இரட்டை","ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ"
"பைனரி குறியீடு, பைனரி குறியீடு","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
விளையாட்டு நட்சத்திரம்,കളി താരം
பைனரி முறை,ബൈനറി രീതി
இரட்டை பக்க,ദ്വിമുഖം
பத்திரம்,ബോണ്ട്
"தொலைநோக்கி, தொலைநோக்கி","ബൈനോക്കുലർ, ബൈനോക്കുലർ"
பைனரி,ബൈനറി
இருவகைப் பரவல்,ദ്വിപദ വിതരണം
"இருமைய, இருமைய, இரு அணுக்கரு","ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്"
உயிரியக்கவியல்,ബയോഡൈനാമിക്സ്
உயிர் மின்னணுவியல்,ബയോ ഇലക്ട്രോണിക്സ്
உயிர் இயற்பியலாளர்,ജൈവഭൗതികശാസ്ത്രജ്ഞൻ
உயிர் இயற்பியல்,ബയോഫിസിക്സ്
உயிரியல் செயற்கைக்கோள்,ജൈവ ഉപഗ്രഹം
