Kannada,Hindi
ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್,उन्नत वैज्ञानिक अभिकलित्र
ವೈಮಾನಿಕ,एरियल
ಒಟ್ಟು,पुंज
ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ,पुंज व्यंजक
ಗುರಿ ವೃತ್ತ,संधानित्र
ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ),संधान प्रतीक
ಗುರಿ ಚಿಹ್ನೆ,संधान प्रतीक
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,वायुवाहित अभिकलित्र तंत्र
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,बीजीय आइगनमान समस्या
ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ,बीजीय समाकलन
ಬೀಜಗಣಿತದ ಭಾಷೆ,"बीजीय भाषा, बीज भाषा"
ಬೀಜಗಣಿತದ ಕುಶಲ,बीजीय प्रकलन
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,बीजीय प्रकलन भाषा
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,बीजोन्मुखी भाषा
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,बीजीय विस्थापन
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,बीजीय चिह्न परिपाटी
ಪಾಚಕ,ऐल्गॉल
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,ऐल्गॉल लक्षण
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ऐल्गॉल क्रमादेशन
ಅಲ್ಗಾರಿದಮ್,"कलन विधि, एल्गोरिथ्म"
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,कलन विधि साहचर्य भाषा
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,कलन विधि वर्गीकरण
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,कलन विधि जटिलता
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,कलन विधि अभिकलनीयता
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,कलन विधि विश्लेषण
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,कलनविधीय उपगमन
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,कलनविधीय भाषा
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,कलनविधीय नेमका
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,कलनविधीय सिद्धांत
ಅಲಿಯಾಸ್,अपर
ಅಲಿಯಾಸೆ,उपघटन
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),"अपर नाम, उर्फ नाम"
ಜೋಡಣೆ,सरेखण
ನಿಯೋಜಿಸು,नियतन
ಹಂಚಿಕೆ ರಚನೆ,नियतन संरचना
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,सर्वोद्देशीय अभिकलित्र
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,अक्षरात्मक संप्रतीक
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,अक्षरात्मक संप्रतीक समुच्चय
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,अक्षरात्मक संप्रतीक उपसमुच्चय
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,अक्षरात्मक कूट
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,अक्षरात्मक विस्थापन
ವರ್ಣಮಾಲೆಯ ದಾರ,अक्षरात्मक रज्जु
ವರ್ಣಮಾಲೆ ಪದ,अक्षरात्मक शब्द
ವರ್ಣಮಾಲೆ,वर्णानुक्रमण
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,अक्षरात्मक ज्यामितिकी
ಆಲ್ಫಾಮನ,अक्षरांकीय
ವರ್ಣಮಾಲೆಯ,अल्फामोजेक
ವರ್ಣಮಾಲೆಯ,अक्षरांकीय
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,अक्षरांकीय कुंजीपटल युक्ति
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,अक्षरांकीय संप्रतीक समुच्चय
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,अक्षरांकीय कूट
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ,अक्षरांकीय आँकड़े
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ,अक्षरांकीय प्रदर्श युक्ति
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ,अक्षरांकीय संपादित संप्रतीक
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ,अक्षरांकीय क्षेत्र
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ,अक्षरांकीय अनुदेश
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್,अक्षरांकीय कुंजी पटल
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ,अक्षरांकीय शाटन
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ,अक्षरांकीय भंडारण
ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ,परिवर्तनीय स्मृति
ಬದಲಾವಣೆ ಸ್ವಿಚ್,परिवर्तन स्विच
ಬದಲಾಯಿಸುವ,परिवर्तन
ಬದಲಾದ ಮೋಡ್,परिवर्तन विधा
ಪರ್ಯಾಯ ಚೇತರಿಕೆ,वैकल्पिक पुनःप्राप्ति
ಪರ್ಯಾಯ ಮಾರ್ಗ,वैकल्पिक मार्ग
ಪರ್ಯಾಯ ರೂಟಿಂಗ್,वैकल्पिक मार्गचयन
ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್,वैकल्पिक मार्ग
ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ),अथवा' संक्रिया
ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ,वैकल्पिक गुण
ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ),तथा पूरक' संक्रिया
ಅಸ್ಪಷ್ಟ ದೋಷ,संदिग्धता त्रुटि
ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ,संदिग्धता संर्दभ
ಜರುಗೋಲು,अनुरूप
ಅನಾಲಾಗ್,अनुरूप योजक
ಅನಾನುಕೂಲ ಚಾನೆಲ್,अनुरूप प्रणाल
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,अनुरूप अभिकलित्र
ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ,अनुरूप परिवर्तक
ಅನಲಾಗ್ ಡೇಟಾ,अनुरूप आँकड़े
ಅನನುಕಿನ ವಿಭಾಜಕ,अनुरूप विभाजनी
ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್,अनुरूप सुविधा टर्मिनल
ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ,अनुरूप फलन जनक
ಅನಲಾಗ್ ಏಕೀಕರಣ,अनुरूप समाकलन
ಸೋಗು ಗುಣಕ,अनुरूप गुणक
ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुरूप क्रमादेशन
ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್,अनुरूप मापन
ಅನಾಲಾಗ್ ಸಂಕೇತ,अनुरूप संकेत
ಸಿಮ್ಯುಲೇಶನ್,अनुरूप अनुकार
ಅನಲಾಗ್ ಸ್ವಿಚ್,अनुरूप स्विच
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,अनुरूप तंत्र
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ,अनुरूप अंकीय परिवर्तक
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ,अनुरूप अंकीयकूटलेखक
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,अनुरूप संचरण
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,अनुरूप प्रकार
ವಿಶ್ಲೇಷಣೆ,विश्लेषण खंड़क
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,विश्लेषण विधा
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,वैश्लेषिक इंजन
ಪೂರ್ವಜರ ಕಾರ್ಯ,पूर्वज कार्य
ಪೂರಳು ಉಪಕರಣಗಳು,सहायक उपकरण
ಮತ್ತು,तथा'
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,तथा' परिपथ
ಮತ್ತು ಅಂಶ,तथा' अवयव
ಮತ್ತು ಗೇಟ್,तथा' द्वार
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,तथा' प्रच्छादन
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,अपवर्जन
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,तथा' संक्रिया
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,चयक स्मृति
ಟಿಪ್ಪಣಿ,टिप्पण
ಮೊಳಕೆ,आख्यापित्र
ಮತ್ತೆ ಉತ್ತರಿಸಿ,तुरत उत्तर
ಉತ್ತರ ವಿಳಂಬ,उत्तर विलंब
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,उत्तर काल
ಉತ್ತರ ದೀಪ,उत्तर बत्ती
ಉತ್ತರ ಪಟ್ಟಿ,उत्तर सूची
ಉತ್ತರ ಮಾತ್ರ,केवल उत्तर
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,प्रत्याशा विधा
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,प्रत्याशामूलक चयकन
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,प्रत्याशामूलक हासिल
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,प्रत्याशामूलक पृष्ठन
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,प्रतिसंपाती संक्रिया
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,प्रतिसंपाती अवयव
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,अनावर्ती ऐन्टेना
ದ್ಯುತಿರಂಧ್ರ ಚೀಲು,द्वारक पत्रक
ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ,द्वारक कूट
ದ್ಯುತಿರಂಧ್ರ ಸಮಯ,द्वारक काल
ಅನುಬಂಧ,अनुबंध
ಅನುಬಂಧ ಕಾರ್ಯ,अनुबंध कार्य
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,अनुप्रयोग विकासक
ಅಪ್ಲಿಕೇಶನ್ ಪದರ,अनुप्रयोग स्तर
ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ,अनुप्रयोग मूलक भाषा
ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್,अनुप्रयोग (क्रमादेश) संकुल
ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ,अनुप्रयोग क्रमादेश
ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुप्रयोग क्रमादेशन
ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ,अनुप्रयोग अपेक्षित भाषा
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್,अनुप्रयोग प्रक्रिया सामग्री
ಬೆಲೆತುಂಬು,अधिरोपण
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,सन्निकटन सिद्धांत
ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ,स्वेच्छ अभिगम
ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್,स्वेच्छ अनुक्रम अभिकलित्र
ಮಧ್ಯಸ್ಥಿಕೆ,मध्यस्थ
