Hindi,Punjabi
"निरपेक्ष, परम, अचर, परिशुद्ध","ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ"
निरपेक्ष त्वरण,ਪੂਰਨ ਪ੍ਰਵੇਗ
निरपेक्ष यथार्थता,ਪੂਰਨ ਅਸਲੀਅਤ
निरपेक्ष पता,ਪੂਰਾ ਪਤਾ
भूसापेक्ष तुंगतामापी,ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ
भूसापेक्ष तुंगता,ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ
निरपेक्ष ऐम्पियर,ਪੂਰਨ ਐਂਪੀਅਰ
परम क्वथनांक,ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ
निरपेक्ष तेजमापीय दीप्ति,ਪੂਰਨ ਪ੍ਰਕਾਸ਼
निरपेक्ष धारिता,ਪੂਰਨ ਸਮਰੱਥਾ
निरपेक्ष ऊँचाई,ਪੂਰਨ ਉਚਾਈ
निरपेक्ष वर्णाक,ਪੂਰਨ ਰੰਗ
"निरपेक्ष विन्यास, असंदिग्ध विन्यास","ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ"
निरपेक्ष कूलॉम,ਪੂਰਨ ਕੂਲੰਬ
पूर्ण अंधकार,ਪੂਰਾ ਹਨੇਰਾ
निरपेक्ष कालनिर्धारण,ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ
निरपेक्ष घनत्व*,ਸੰਪੂਰਨ ਘਣਤਾ*
निरपेक्ष अपवहन,ਪੂਰਨ ਡਰੇਨੇਜ
निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक),ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ)
निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक),ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ)
निरपेक्ष दक्षता,ਪੂਰਨ ਕੁਸ਼ਲਤਾ
निरपेक्ष विद्युतमापी,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ
"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति",ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ
निरपेक्ष आर्द्रता,ਪੂਰਨ ਨਮੀ
निरपेक्ष आपतन,ਸੰਪੂਰਨ ਘਟਨਾ
निरपेक्ष अपवर्तनांक,ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ
निरपेक्ष अस्‍थायित्व,ਪੂਰਨ ਅਸਥਿਰਤਾ
निरपेक्ष अस्‍थायित्व,ਪੂਰਨ ਅਸਥਿਰਤਾ
"निरपेक्ष तीव्रता, निरपेक्ष उग्रता","ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ"
शैथिल्य की निरपेक्ष सीमा,ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ
निरपेक्ष ज्योतिर्मयता देहली,ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ
निरपेक्ष ज्योति वक्र,ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ
निरपेक्ष कांतिमान,ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ
निरपेक्ष दाबांतरमापी,ਪੂਰਨ ਬੈਰੋਮੀਟਰ
परम उच्चिष्ठ,ਪਰਮ ਸਰਵਉੱਚ
निरपेक्ष चरम सीमांक,ਪੂਰਨ ਅਤਿ
परम निम्निष्ठ,ਸਭ ਤੋਂ ਘੱਟ
निरपेक्ष संवेग,ਪੂਰਨ ਗਤੀ
निरपेक्ष गति,ਪੂਰਨ ਗਤੀ
निरपेक्ष संगीत,ਪੂਰਨ ਸੰਗੀਤ
निरपेक्ष प्रेक्षण,ਪੂਰਨ ਨਿਰੀਖਣ
निरपेक्ष ओम,ਪੂਰਨ ਓਮ
निरपेक्ष दिगविन्यास,ਪੂਰਨ ਸਥਿਤੀ
निरपेक्ष विद्युत्-शीलता,ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ
निरपेक्ष तारत्व,ਪੂਰਨ ਗੰਭੀਰਤਾ
निरपेक्ष दाब,ਪੂਰਨ ਦਬਾਅ
निरपेक्ष गुणधर्म,ਪੂਰਨ ਸੰਪਤੀ
निरपेक्ष अदिश,ਪੂਰਨ ਸਕੇਲਰ
ताप का परम मापक्रम*,ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*
"निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता","ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ"
निरपेक्ष प्रतिबल,ਪੂਰਨ ਤਣਾਅ
निरपेक्ष सममिति,ਪੂਰਨ ਸਮਰੂਪਤਾ
निरपेक्ष गति-निकाय,ਪੂਰਨ ਗਤੀ ਸਰੀਰ
निरपेक्ष मात्रक पद्धति,ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ
परम ताप,ਪੂਰਨ ਤਾਪਮਾਨ
निरपेक्ष काल,ਪੂਰਾ ਸਮਾਂ
निरपेक्ष मात्रक,ਪੂਰਨ ਇਕਾਈਆਂ
निरपेक्ष मान,ਸਹੀ ਮੁੱਲ
पूर्णाक अभिकलित्र,ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ
निरपेक्ष वेग,ਪੂਰਨ ਗਤੀ
निरपेक्ष श्यानता,ਪੂਰਨ ਲੇਸ
निरपेक्ष भार,ਪੂਰਨ ਭਾਰ
परम शून्य*,ਪੂਰਨ ਜ਼ੀਰੋ*
शून्य का निरपेक्ष भाजक,ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ
अवशोषण करना,ਸੋਖਣਾ
अवशोषणांक*,ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*
अवशोषित ऊर्जा,ਲੀਨ ਊਰਜਾ
"अवशोषक, अवशोषी","ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ"
अवशोषी माध्यम*,ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*
अवशोषण सामर्थ्य,ਸਮਾਈ ਸਮਰੱਥਾ
अवशोषणांश,ਸਮਾਈ
अवशोषणमापी*,ਸ਼ੋਸ਼ਣ ਮੀਟਰ*
अवशोषणामिति*,ਸੋਖਣ ਗਣਿਤ*
अवशोषण,ਸਮਾਈ
अवशोषण - बैन्ड*,ਸਮਾਈ - ਬੈਂਡ*
अवशोषण परिपथ,ਸਮਾਈ ਸਰਕਟ
अवशोषण-गुणांक,ਸਮਾਈ ਗੁਣਾਂਕ
अवशोषण-स्तम्भ,ਸਮਾਈ ਕਾਲਮ
अवशोषण-स्थिरांक,ਸਮਾਈ ਸਥਿਰ
अवशोषण सांतत्यक,ਸਮਾਈ ਨਿਰੰਤਰਤਾ
अवशोषण-परिक्षेत्र,ਸਮਾਈ ਜ਼ੋਨ
अवशोषण-धारा,ਸਮਾਈ ਮੌਜੂਦਾ
अवशोषण वक्र*,ਸਮਾਈ ਕਰਵ*
अवशोषण भंग,ਸਮਾਈ ਫ੍ਰੈਕਚਰ
अवशोषण कोर,ਸਮਾਈ ਕੋਰ
अवशोषण गुणक,ਸਮਾਈ ਕਾਰਕ
अवशोषण फिल्टर,ਸਮਾਈ ਫਿਲਟਰ
अवशोषण ज्वाला प्रकाशमिति*,ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*
अवशोषण आर्द्रतामापी,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
अवशोषण घातांक,ਸਮਾਈ ਘਾਤਕ
अवशोषण सीमांत,ਸਮਾਈ ਮਾਮੂਲੀ
अवशोषण रेखा,ਸਮਾਈ ਲਾਈਨ
अवशोषणजन्य हानि,ਸਮਾਈ ਨੁਕਸਾਨ
अवशोषण माडुलन,ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ
प्रकाश अवशोषण,ਰੋਸ਼ਨੀ ਸਮਾਈ
विकिरण ऊर्जा का अवशोषण,ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ
अवशोषण शिखर,ਸਮਾਈ ਸਿਖਰ
अवशोषण प्रकाशमिति,ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ
अवशोषण अनुपात,ਸਮਾਈ ਅਨੁਪਾਤ
अवशोषण श्रेणी*,ਸਮਾਈ ਸੀਮਾ*
अवशोषण स्पेक्ट्रम प्रकाशमिति*,ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*
अवशोषण स्पेक्ट्रम*,ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*
"अवशोषण नली, अवशोषण नाल","ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ"
अवशोषण तरगमापी,ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ
अवशोषी*,ਸੋਖਣ ਵਾਲਾ*
अवशोषी क्षीणकारी,ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator
अवशोषण नियम*,ਸਮਾਈ ਕਾਨੂੰਨ*
अवशोषण माध्यम,ਸਮਾਈ ਮਾਧਿਅਮ
"अवशोषण क्षमता, अवशोषकता*","ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*"
अवशोषकता*,ਸਮਾਈ*
स्टूडिओ सज्जा,ਸਟੂਡੀਓ ਸਜਾਵਟ
बाहुल्य अनुपात,ਗੁਣਾ ਅਨੁਪਾਤ
ऐबवोल्ट,ਰੱਦ ਕਰਨਾ
ऐबवाट,ਬਾਰੇ
त्वरित करना,ਤੇਜ਼ ਕਰੋ
त्वरण-विराम दूरी,ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ
त्वरित,ਜਲਦੀ
त्वरित कालप्रभावन परीक्षण,ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
त्वरित प्रवाह,ਤੇਜ਼ ਵਹਾਅ
त्वरित गति,ਤੇਜ਼ ਰਫ਼ਤਾਰ
त्वरित निकाय,ਤੇਜ਼ ਸਰੀਰ
त्वरक तुला,ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ
त्वरक इलैक्ट्रोड*,ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*
त्वरक काल*,ਐਕਸਲੇਟਰ ਸਮਾਂ*
त्वरक प्रावस्था,ਐਕਸਲੇਟਰ ਪੜਾਅ
त्वरक दर,ਐਕਸਲੇਟਰ ਦਰ
त्वरक वोल्टता*,ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*
त्वरण,ਪ੍ਰਵੇਗ
त्वरणिक अपदहन,ਤੇਜ਼ ਬਲਨ
त्वरण गुणांक,ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ
त्वरण घटक,ਪ੍ਰਵੇਗ ਭਾਗ
गुरूत्वीय त्वरण,ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ
त्वरण गुणक,ਪ੍ਰਵੇਗ ਕਾਰਕ
त्वरणिक प्रतिभरण,ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ
गुरूत्व त्वरण,ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ
त्वरण विभव,ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ
त्वरण-नियम,ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ
त्वरण-प्रक्रम,ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ
त्वरण प्रेदश,ਪ੍ਰਵੇਗ ਜ਼ੋਨ
त्वरण प्रविधी,ਪ੍ਰਵੇਗ ਵਿਧੀ
"त्वरण सहिष्णुता, त्वरण सहनसीमा","ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ"
त्वरण-सदिश,ਪ੍ਰਵੇਗ ਵੈਕਟਰ
त्वरण-वोल्टता,ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ
त्वरण तरंग,ਪ੍ਰਵੇਗ ਲਹਿਰ
त्वरक,ਐਕਸਲੇਟਰ
"त्वरित्र, त्वरक*","ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *"
त्वरक समीकरण,ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ
त्वरणलेखी*,ਐਕਸਲੇਟਰ*
त्वरणमापी,ਐਕਸਲੇਰੋਮੀਟਰ
त्वरणमापीय सुमेलन,ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ
प्राक्प्रबलक,prestresser
मान्य वर्ण,ਵੈਧ ਅੱਖਰ
स्वीकरण-कोण,ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ
स्वीकरण-विनिर्देश,ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ
स्वीकारी परीक्षण,ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ
"ग्राही*, स्वीकारी","ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ"
ग्राही परमाणु,ਰੀਸੈਪਟਰ ਐਟਮ
ग्राही आबंध,ਰੀਸੈਪਟਰ ਬਾਂਡ
ग्राही परिपथ,ਰਿਸੀਵਰ ਸਰਕਟ
ग्राही स्तर,ਰੀਸੈਪਟਰ ਪੱਧਰ
आदाता अणु,ਦਾਨੀ ਅਣੂ
ग्राही गुणधर्म,ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
ग्राही गुणधर्म तल,ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ
त्वरक नली,ਐਕਸਲੇਟਰ ਹੋਜ਼
"अभिगम, प्रतीक्षा, अभिगम्यता","ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ"
अभिगम भुज,ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ
अभिगम-तंत्र,ਪਹੁੰਚ ਸਿਸਟਮ
अभिगम काल,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
अभिगम्यता,ਪਹੁੰਚਯੋਗਤਾ
"अतिरिक्त, सहायक, गौण (वि, ), उपसाधन","ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ"
अतिरिक्त प्रतिबन्ध,ਵਾਧੂ ਪਾਬੰਦੀਆਂ
संयोगी संपात,ਇਤਫ਼ਾਕ
संयोगी संपात-संशोधन,ਅਚਾਨਕ ਸੁਧਾਰ
आकस्मिक द्विजनन,ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ
आकस्मिक द्विअपवर्तन,ਅਚਾਨਕ ਮੋੜ
आगन्तुक त्रुटि,ਵਿਜ਼ਟਰ ਗਲਤੀ
"आकस्मिक रोक, आकस्मिक जकड़","ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ"
आकस्मिक संचारण,ਦੁਰਘਟਨਾ ਸੰਚਾਰ
आकस्मिक विचरण,ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ
समंजन,ਵਿਵਸਥਾ
प्रतिस्थित,ਸਥਿਤੀ ਵਿੱਚ
संचित त्रुटि,ਸੰਚਿਤ ਗਲਤੀ
"संचय, संचयन","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ऊर्जा संचय,ਊਰਜਾ ਸਟੋਰੇਜ਼
संचायक*,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*
यथार्थता,ਸ਼ੁੱਧਤਾ
यथार्थ,ਅਸਲੀਅਤ
यथार्थ उपकरण प्रेक्षण,ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ
यथार्थ परास चिह्नक,ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ
यथार्थ क्रमवीक्षण,ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ
अभ्यसन,ਅਭਿਆਸ
त्वरक कोष्ठ*,ਐਕਸਲੇਟਰ ਸੈੱਲ*
अवर्णक लेन्स*,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
अवर्णक*,ਅਕ੍ਰੋਮੈਟਿਕ*
अवर्णक विश्लेषक,ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ
आवृत्ति निरपेक्ष ऐन्टेना,ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna
अवर्णक आकृति,ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ
अवर्णक फ्रिंज,ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ
अवर्णक लेन्स*,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*
अवर्णक बिन्दु पथ,ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ
अवर्णक अभिदृश्य लेन्स,ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ
अवर्णक प्रिज़्म,ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ
अवर्णक दूरदर्शक,ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ
अवर्णकता*,ਰੰਗੀਨਤਾ*
अवर्णीकरण*,ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*
अवर्णकता*,ਰੰਗੀਨਤਾ*
"एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी","ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ"
"एकॉर्न नली, बंजु नली","ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼"
लघु वाल्व,ਛੋਟੇ ਵਾਲਵ
एकूफ़ोनी,akophony
ध्वानिक,ਧੁਨੀ
ध्वानिक अवशोषकता,ਧੁਨੀ ਸਮਾਈ
ध्वानिक क्षीणन गुणांक,ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ
ध्वानिक क्षीणनांक,ਧੁਨੀ ਧਿਆਨ
ध्वानिक चोर अलार्म,ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ
ध्वानिक धारिता,ਧੁਨੀ ਸਮਰੱਥਾ
श्रवण-केन्द्र,ਸੁਣਵਾਈ ਕੇਂਦਰ
ध्वानिक स्पष्टकारी,ਧੁਨੀ ਵਿਆਖਿਆ
ध्वानिक छदपट्ट,ਧੁਨੀ ਕਵਰ
ध्वानिक अनुवृत्ति,ਧੁਨੀ ਜਵਾਬ
ध्वानिक घटक,ਧੁਨੀ ਭਾਗ
ध्वानिक चालकता,ਧੁਨੀ ਚਾਲਕਤਾ
ध्वानिक अवमंदन,ਧੁਨੀ ਗਿੱਲਾ
ध्वानिक परिक्षेपण,ਧੁਨੀ ਫੈਲਾਅ
ध्वनि हासक,ਆਵਾਜ਼ ਹੈਕਰ
ध्वानिक ऊर्जा*,ਧੁਨੀ ਊਰਜਾ*
ध्वनिक ऊर्जा समीकरण,ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ
ध्वानिक समीकरण,ਧੁਨੀ ਸਮੀਕਰਨ
ध्वानिक पुनर्निवेश,ਧੁਨੀ ਬਹਾਲੀ
क्लैडनी आकृतियाँ,cladney ਆਕਾਰ
ध्वानिक फ़िल्टर,ਧੁਨੀ ਫਿਲਟਰ
ध्वनि जनित्र,ਆਵਾਜ਼ ਜਨਰੇਟਰ
ध्वानिक ग्रेटिंग,ਧੁਨੀ ਗਰੇਟਿੰਗ
ध्वानिक प्रतिबाधा*,ਧੁਨੀ ਰੁਕਾਵਟ*
ध्वानिक जड़त्व,ਧੁਨੀ ਜੜਤਾ
ध्वानिक तीव्रता,ਧੁਨੀ ਤੀਬਰਤਾ
ध्वानिक व्यतिकरणमापी,ਧੁਨੀ ਦਖਲ ਮੀਟਰ
ध्वानिक अतिक्रमण संसूचक,ਧੁਨੀ ਦਖਲ ਖੋਜੀ
ध्वानिक लेन्स,ਧੁਨੀ ਲੈਂਸ
ध्वनि लाइन,ਆਵਾਜ਼ ਲਾਈਨ
ध्वानिक संहति,ਧੁਨੀ ਪੁੰਜ
ध्वानिक सामग्री,ਧੁਨੀ ਸਮੱਗਰੀ
ध्वानिक माध्य मुक्त पथ,ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ
ध्वानिक विधा,ਧੁਨੀ ਮੋਡ
ध्वानिक रव,ਧੁਨੀ ਸ਼ੋਰ
ध्वानिक ओम*,ਧੁਨੀ ਓਮ*
"ध्वानिक पैनल, ध्वानिक पट्ट","ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ"
ध्वानिक प्रावस्था स्थिरांक,ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ
ध्वानिक उद्ग्राही,ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
ध्वानिक दाब,ਧੁਨੀ ਦਬਾਅ
ध्वनि का समरूपता नियम,ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ
ध्वानिक संचरणांक,ਧੁਨੀ ਸੰਚਾਰ
ध्वानिक गुणधर्म,ਧੁਨੀ ਗੁਣ
ध्वानिक चतुर्ध्रुवी,ਧੁਨੀ ਚਤੁਰਭੁਜ
ध्वानिक विकिरक अवयव,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ
ध्वनिक विकिरण,ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ
ध्वनि-विकिरक,ਸਾਊਂਡਪਰੂਫ਼
ध्वानिक-विकिरणमापी,ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ
ध्वानिक प्रतिघात,ਧੁਨੀ ਸਦਮਾ
ध्वानिक पारस्पर्य प्रमेय,ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ
ध्वानिक अपचयन गुणक,ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ
ध्वानिक परावर्तन गुणांक,ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ
ध्वानिक अपवर्तन,ਧੁਨੀ ਅਪਵਰਤਨ
ध्वानिक प्रतिरोध,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
ध्वानिक अनुक्रियता,ਧੁਨੀ ਜਵਾਬ
ध्वानिक प्रकीर्णन,ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ
श्रवण-बिन्दु,ਸੁਣਵਾਈ ਬਿੰਦੂ
ध्वानिक दुर्नम्यता,ਧੁਨੀ ਕਠੋਰਤਾ
ध्वानिक तंत्र,ਧੁਨੀ ਸਿਸਟਮ
ध्वानिक तापमापी,ਧੁਨੀ ਥਰਮਾਮੀਟਰ
ध्वानिक-वेग,ਧੁਨੀ ਗਤੀ
ध्वनि तरंग,ਆਵਾਜ਼ ਦੀ ਲਹਿਰ
ध्वानिक,ਧੁਨੀ
ध्वनि अवशोषण गुणांक,ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ
ध्वनि अवशोषण घटक,ਧੁਨੀ ਸਮਾਈ ਭਾਗ
ध्वानिक परिपथ,ਧੁਨੀ ਸਰਕਟ
