Kannada,Malayalam
ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ,ആംപ്ലിറ്റ്യൂഡ് അറ്റൻവേഷൻ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റഡ് AM ഓസിലേറ്റർ
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ
ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റർ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,angstrom യൂണിറ്റ്
ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್,അനലോഗ് സർക്യൂട്ട്
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,അനലോഗ് കമ്പ്യൂട്ടർ
ಅನಲಾಗ್ ಫಿಲ್ಟರ್,അനലോഗ് ഫിൽട്ടർ
ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್,അനലോഗ് മൾട്ടിമീറ്റർ
ಅನಲಾಗ್ ಸ್ವಿಚ್,അനലോഗ് സ്വിച്ച്
ಮತ್ತು ಗೇಟ್,ഒപ്പം ഗേറ്റും
ಕೋನೀಯ ಆವರ್ತನ,കോണീയ ആവൃത്തി
"ಅಯಾನ್, ಅಯಾನ್","അയോൺ, അയോൺ"
ಅನೆಲಿಂಗ್ ತಾಪಮಾನ,അനീലിംഗ് താപനില
ಆನೋಡ್,ആനോഡ്
ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್,ആനോഡ് ആംപ്ലിഫയർ
ಅನೋಡೈನ್,അനോഡൈൻ
ಆಂಟೆನಾ,ആന്റിന
ಆಂಟೆನಾ ಘಟಕ,ആന്റിന ഘടകം
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ,ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്
ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್,ആന്റിലോഗിൻ ആംപ്ലിഫയർ
ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್,antiresonant സർക്യൂട്ട്
ದ್ವಾರಕ ಕಾಲ,ദ്വാരക കാലഘട്ടം
ವರ್ಚುವಲ್ ಶಕ್ತಿ,വെർച്വൽ പവർ
ತಂತಿ ಸಂಪರ್ಕ,വയർ കണക്ഷൻ
ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ,ഏകദേശ വോൾട്ടേജ് നേട്ടം
ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್,ആംസ്ട്രോങ് മോഡുലേറ്റർ
ಆಂಟೆನಾ ರಚನೆ,ആന്റിന അറേ
"ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ","വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം"
ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್),ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്)
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ
ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್,അസമമായ ജംഗ്ഷൻ
ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,അസിൻക്രണസ് കാൽക്കുലേറ്റർ
ಪರಮಾಣು,ആണവ
ಪರಮಾಣು ಸಂಖ್ಯೆ,ആറ്റോമിക നമ്പർ
ಪರಮಾಣು ರಚನೆ,ആറ്റോമിക് ഘടന
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ഓഡിയോ ആംപ്ലിഫയർ
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,ഓഡിയോ ആംപ്ലിഫയർ
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,ഓഡിയോ കാസറ്റ്
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,ഓഡിയോ സർക്യൂട്ട്
ಶ್ರವ್ಯ ಆವರ್ತನ,കേൾക്കാവുന്ന ആവൃത്തി
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം
ಹಿಮಕುಸಿತ,ഹിമപാതം
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,ശരാശരി ഡിറ്റക്ടർ
ಅಕ್ಷೀಯ ಮೋಡ್,അക്ഷീയ മോഡ്
ಅಕ್ಷೀಯ ಅನುಪಾತ,അക്ഷീയ അനുപാതം
ಆಂಟೆನಾ,ആന്റിന
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,പിൻ പ്രദേശം
ಮತ್ತೆ ಚದುರುವಿಕೆ,തിരികെ ചിതറിക്കിടക്കുക
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,പശ്ചാത്തല ചാർജ്
ಅಡ್ಡ ಶಬ್ದ,സൈഡ് ശബ്ദം
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,പിന്നോക്കാവസ്ഥ
ಹಿಂಭಾಗದ ವಿಕಿರಣ,പിൻഭാഗത്തെ വികിരണം
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ
"ಅಡಚಣೆ, ಅಡಚಣೆ","തടസ്സം, തടസ്സം"
ಅಡಚಣೆ,തടസ്സം
ಸಮತೋಲಿತ ಸೇತುವೆ,സമതുലിതമായ പാലം
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,സമതുലിതമായ മോഡുലേറ്റർ
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,സമതുലിതമായ മോഡുലേറ്റർ
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,സമതുലിതമായ സർക്യൂട്ട്
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം
ಬೋಲೋಮೀಟರ್,ബൊലോമീറ്റർ
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,ബോലോമീറ്റർ പാലം
ಬಲೂನ್,ബലൂണ്
ಬನಾನಾ ಜ್ಯಾಕ್,ബനാന ജാക്ക്
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,ബനാന പ്ലഗ്
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","ബാൻഡ്, ബാൻഡേജ്"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,ബാൻഡ് ഡ്രൈവർ
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,ബാൻഡ് ഊർജ്ജം
ಬ್ಯಾಂಡ್ ಅಂತರ,ബാൻഡ് വിടവ്
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,ബാഡ്പാർക്ക് ആംപ്ലിഫയർ
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,ബാൻഡ് പാസ് ഫിൽട്ടർ
ಬಾಡ್ ದರ ಜನರೇಟರ್,ബോഡ് റേറ്റ് ജനറേറ്റർ
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,ബാൻഡ് ഡിസ്പെർഷൻ
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,ബാൻഡ് റെസിസ്റ്റർ
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,ബാൻഡ് വിപുലീകരണം
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,ബാൻഡ് റിമൂവർ ഫിൽട്ടർ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്"
barravaugen ಮಾನದಂಡ,barravaugen മാനദണ്ഡം
ನ್ಯಾಯವಾದಿ,ബാരേറ്റർ
ತಡೆಗೋಡೆ,തടസ്സം
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ
ತಡೆ ಶಕ್ತಿ,തടസ്സം ഊർജ്ജം
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,റെസിസ്റ്റർ വോൾട്ടേജ്
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,ബാർട്ട്ലെറ്റ് വിൻഡോ
"ಬೇಸ್, ಬೇಸ್","അടിസ്ഥാനം, അടിസ്ഥാനം"
ಬೇಸ್ ಬ್ಯಾಂಡ್,അടിസ്ഥാന ബാൻഡ്
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ
ಮೂಲ ಶುಲ್ಕ,അടിസ്ഥാന ചാർജ്
ಮೂಲ ಪ್ರಸ್ತುತ,അടിസ്ഥാന കറന്റ്
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,അടിസ്ഥാന നിലവിലെ ഉറവിടം
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,അടിസ്ഥാന കത്രിക
ಆಧಾರ್ ಮದನ್,ആധാർ മദൻ
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,അടിസ്ഥാന എമിറ്റർ ഫീഡ്
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,അടിസ്ഥാന കുത്തിവയ്പ്പ്
ನೆಲದ ರೇಖೆ,ഗ്രൗണ്ട് ലൈൻ
ಮೂಲ ಪ್ರತಿರೋಧ,അടിസ്ഥാന പ്രതിരോധം
ಮೂಲ ಮೂಲ,അടിസ്ഥാന ഉറവിടം
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
ಬೇಸ್ ದಪ್ಪ,അടിസ്ഥാന കനം
ಮೂಲ ಪ್ರವೇಶ,അടിസ്ഥാന പ്രവേശനം
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,അടിസ്ഥാന കളക്ടർ ഉടമ്പടി
ವಾಸನೆ,മണം
ಬಾಸ್ ಆವರ್ತನ,ബാസ് ആവൃത്തി
ಬ್ಯಾಟರಿ,ബാറ്ററി
ಬಾಡ್,ബൗഡ്
ಬೌಡ್ ದರ,ബാഡ് നിരക്ക്
ಬಾಡ್ ದರ ಜನರೇಟರ್,ബോഡ് റേറ്റ് ജനറേറ്റർ
ಬೋಡೋ ಕೋಡ್,ബോഡോ കോഡ്
"ಸಂಕೇತ, ದಾರಿದೀಪ","സിഗ്നൽ, ബീക്കൺ"
"ಮಾಣಿಕ, ಬೀಡು","മാണിക, ബീഡ്"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,മാനിക് കപ്പാസിറ്റർ
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,മണികർത്താപി റെസിസ്റ്ററുകൾ
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","ബീം ആന്റിന, ബീം ആന്റിന"
ಕಿರಣ ಶೋಧಕ,ബീം ഡിറ്റക്ടർ
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,ബീം പവർ ഹോസ്
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,ബീം സ്വിച്ചിംഗ് നോസിലുകൾ
ಕಿರಣದ ವಿಸ್ತರಣೆ,ബീം വികാസം
ಬೀಟ್ ಆವರ್ತನ,അടി ആവൃത്തി
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ
ನಾಡಿ ಆಂದೋಲಕ,പൾസ് ഓസിലേറ്റർ
ಗಂಟೆ,മണി
ಬಾಗುವ ನಷ್ಟ,വളയുന്ന നഷ്ടം
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,ബെസൽ ഫിൽട്ടർ
ಬೀಟಾ,ബീറ്റ
b-h ಕರ್ವ್,b-h വക്രം
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","പക്ഷപാതം, പക്ഷപാതം"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,ബയസ് കറന്റ്
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,പക്ഷപാത പ്രതിരോധം
ಡಬಲ್ ಆಂಟೆನಾ,ഇരട്ട ആന്റിന
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,ദ്വിദിശ ലോഡ് കറന്റ്
ದ್ವಿಮುಖ ಆಂಟೆನಾ,ദ്വിദിശ ആന്റിന
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET സാങ്കേതികവിദ്യ
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ
ಡಬಲ್ ಸಮ್ಮಿಳನ,ഇരട്ട സംയോജനം
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,ഉഭയകക്ഷി സർക്യൂട്ട്
ಅವಳಿ,ബൈനറി
ಬೈನರಿ ಮೊತ್ತ,ബൈനറി തുക
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,ബൈനറി സർക്യൂട്ട്
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ബൈനറി കാൽക്കുലേറ്റർ
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,ബൈനറി കാൽക്കുലേറ്റർ
ಬೈನರಿ ಡಿಕೋಡರ್,ബൈനറി ഡീകോഡർ
ಬೈನರಿ ಏಣಿ,ബൈനറി ഗോവണി
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,ബൈനറി പാത്തോമീറ്റർ
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,ബൈനറി അവസ്ഥ
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,ബൈനറി-ഡെസിമൽ ഡീകോഡർ
ಬೈನರಿ ಲೋಡ್,ബൈനറി ലോഡ്
ಬೈನರಿ ಪದಗಳು,ബൈനറി വാക്കുകൾ
ಬೈಪೋಲಾರ್,ബൈപോളാർ
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,ബൈപോളാർ കപ്പാസിറ്റർ
ಬೈಪೋಲಾರ್ ಸಾಧನ,ബൈപോളാർ ഉപകരണം
ಬೈಪೋಲಾರ್ ಮೂಲ,ബൈപോളാർ ഉറവിടം
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ
ಎರಡು ಸ್ಥಾನ,ഇരട്ട സ്ഥാനം
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
ದ್ವಿಮುಖ ರಿಲೇ,ദ്വിദിശ റിലേ
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,രണ്ട്-ഘട്ട സംസ്ഥാനം
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,രണ്ട്-സ്ഥാന ട്രിഗർ
ಬಿಟ್ ದೋಷ,ബിറ്റ് പിശക്
ಬಿಟ್ ದೋಷ ದರ,ബിറ്റ് പിശക് നിരക്ക്
ಬಿಟ್ ದೋಷ,ബിറ്റ് പിശക്
ಬಿಟ್ಕಲ್ ದೋಷ,ബിറ്റ്കാൽ പിശക്
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,അന്ധമായ പെട്ടി
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,ഘനീഭവിച്ച പൾസ്
ಸ್ರವಿಸುವವನು,സ്രഷ്ടാവ്
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
ಕುರುಡುತನ,അന്ധത
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,സെഗ്മെന്റ് ഡയഗ്രം
ತಡೆಯುವ ಪ್ರತಿರೋಧ,തടസ്സം തടയൽ
ತುಣುಕು ವರ್ಗಾವಣೆ,ശകലം കൈമാറ്റം
ತಡೆಹಿಡಿಯಿರಿ,തടസ്സപ്പെടുത്തുക
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,തടയൽ കപ്പാസിറ്റർ
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,റെസിസ്റ്റർ കപ്പാസിറ്റർ
ತಡೆಯುವ ಆಂದೋಲಕ,തടയുന്ന ഓസിലേറ്റർ
ತಡೆಯುವ ಆಂದೋಲಕ,തടയുന്ന ഓസിലേറ്റർ
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,റെസിസ്റ്റർ വോൾട്ടേജ്
ಊದುವವನು,ഊതുന്നയാൾ
ಬೋಡ್ ರೇಖಾಚಿತ್ರ,ബോഡ് ഡയഗ്രം
ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ,വോൾട്ട്സ്മാൻ ബന്ധം
ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
ಕರಾರುಪತ್ರ,ബോണ്ട്
ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,ബൂളിയൻ ബീജഗണിതം
ಬೂಲಿಯನ್ ಸಮೀಕರಣ,ബൂളിയൻ സമവാക്യം
ಬೂಟ್ ಸ್ಟ್ರಾಪನ್,ബൂട്ട് സ്ട്രാപ്പൺ
ಬೂತ್ ಅಲ್ಗಾರಿದಮ್,ബൂത്തിന്റെ അൽഗോരിതം
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ,bosscutts ഭരണം
ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
"ಜಂಪ್, ಜಂಪ್","ചാടുക, ചാടുക"
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,ബന്ധിത ഇലക്ട്രോൺ
ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ,ബ്രാഗ് റിഫ്ലക്ടർ
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,ഇഴചേർന്ന വയർ
ಶಾಖೆ,ശാഖ
ಕವಲೊಡೆಯುತ್ತಿದೆ,ശാഖകൾ
ಪ್ರಯೋಗ ಮಂಡಳಿ,പരീക്ഷണ ബോർഡ്
ವಿರಾಮ ವಲಯ,ബ്രേക്ക് സോൺ
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ബ്രേക്കിംഗ് വോൾട്ടേജ്
