Hindi,Marathi
एल्डस पेज-मेक,aldus page-make
सचेत पेटी,अलर्ट बॉक्स
ऐल्गॉल (कंप्यूटर भाषा),अल्गोल (संगणक भाषा)
"1.  एल्गोरिथ्म ,2. कलन विधि","1. अल्गोरिदम, 2. अल्गोरिदम"
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण","1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण"
एल्गोरिथ्म दक्षता,अल्गोरिदम कार्यक्षमता
"1. एलिआस ,2. उपनाम ,3. उर्फ","1. इलियास, 2. टोपणनाव, 3. उर्फ"
संरेखण,संरेखन
"1. आवंटन ,2. नियतन","1. वाटप, 2. वाटप"
"1.अक्षरात्मक ,2. वर्णानुक्रम","1. वर्णमाला, 2. अक्षर क्रमानुसार"
अक्षरांकीय,अल्फान्यूमेरिक
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड","1. अल्फान्यूमेरिक कीबोर्ड, 2. अल्फान्यूमेरिक कीबोर्ड"
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),अल्फा-चाचणी (पहिली स्तर चाचणी)
"1. अल्फा वर्जन ,2. अल्फा रूप","1. अल्फा आवृत्ती, 2. अल्फा फॉर्म"
आल्ट कुंजी,alt की
आल्टाविस्टा,altavista
अनेकार्थकता,बहुविधता
संदिग्ध व्याकरण,अस्पष्ट व्याकरण
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
अमेरिकी मानक कट (आस्की),अमेरिकन स्टँडर्ड कट (ascii)
"1. अनुरुप ,2. एनालॉग","1. समानार्थी, 2. अॅनालॉग"
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
अनुरुप से अंकीय रुपांतरक,अॅनालॉग ते डिजिटल कन्व्हर्टर
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
एंड परिपथ,एंड सर्किट
एंड गेट और द्वार,शेवटचे गेट आणि गेट
एंड नॉट संक्रिया (अपवर्जन),आणि ऑपरेशन नाही (वगळणे)
"1. एनीमेशन, 2.  सजीवन","1. अॅनिमेशन, 2. कंपन"
टिप्पण,नोंद
असंगता,विसंगती
पूर्ववर्ती,मागील
प्रत्याशामूलक पृष्ठन,आगाऊ पेजिंग
प्रति-सममित,काउंटर-सिमेट्रिक
विषाणुरोधी क्रमादेश,अँटीव्हायरल प्रोग्राम
"1. एपलेट ,2. अनुप्रयोगिका","1. ऍपलेट, 2. अर्ज"
अनुप्रयोग विकासक,अनुप्रयोग विकसक
अनुप्रयोग प्रोग्रामन,अनुप्रयोग प्रोग्रामिंग
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
अनुप्रयोग सॉफ्टवेयर,अनुप्रयोग सॉफ्टवेअर
अनुप्रयोगी भाषा,अनुप्रयोग भाषा
सन्निकटण सिद्धांत,अंदाजे तत्त्व
संरचना,रचना
क्षेत्र अंतरण,फील्ड हस्तांतरण
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
अंकगणितीय जांच,अंकगणित तपासणी
अंकगणितीय अचर,अंकगणित स्थिरांक
अंकगणितीय आंकडा,अंकगणित डेटा
अंकगणितीय अनुदेश,अंकगणित सूचना
गणितीय एवं तार्किक इकाई (ए. एल. यू.),गणिती आणि तार्किक एकक (ALU)
ए आर पी ए नेट (आरपानेट),ARPA नेट (RPNet)
सरणी,रचना
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
सरणी कंप्यूटर,अॅरे संगणक
सरणी अवयव,अॅरे घटक
सरणी नाम,अॅरे नाव
सरणी प्रकर्मक,अॅरे प्रोसेसर
एरो कुंजी,बाण की
संधि,करार
संधि बिन्दु,जंक्शन पॉइंट
कृत्रिम संहनन,कृत्रिम कॉम्पॅक्शन
कृत्रिम नियंत्रण,कृत्रिम नियंत्रण
कृत्रिम बोध,कृत्रिम भावना
आरोहक,माउंट
आरोही छंटाई,चढत्या क्रमवारी
आस्की वर्णक्रम,ascii वर्णमाला
आस्की नियंत्रण संप्रतीक,ascii नियंत्रण चिन्ह
आस्की संचिका,ascii फाइल
आस्की फॉन्ट,ascii फॉन्ट
आस्की अंतरण,ASCII हस्तांतरण
अभिमुखता अनुपात,प्रसर गुणोत्तर
"1. ऐस्पी ,2. ए एस पी आई","1. एस्पी, 2. एएसपीआय"
ए एस आर कालद,ए एस आर कलाड
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. कोडांतरक ,2. स्मरांतरक","1. असेंबलर, 2. स्मरणपत्र"
"1. कोडांतरण ,2. स्मरांतरण","1. एकत्र करणे, 2. आठवण"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
निश्चयन,निर्धार
"1. निर्दिष्ट कार्य ,2. नियतन","1. निर्दिष्ट कार्य, 2. वाटप"
साहचर्य,सहवास
साहचर्य पता,सहयोगी पत्ता
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
तारक (*का चिन्ह),तारका (* चिन्ह)
असम्मित,असममित
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. असिंक्रोनस, 2. असिंक्रोनस"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
अतुल्यकालिक अंतरण,असिंक्रोनस हस्तांतरण
अतुल्यकालिक अंतरण विधा (ए टी एम),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. एटम ,2. परमाण","1. अणू, 2. परमान"
संलग्न प्रलेख,संलग्न दस्तऐवज
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. संलग्नक ,2. संबंद्ध","1. संलग्नक, 2. संलग्न"
"1. गुण ,2. विशेषता","1. गुणधर्म, 2. खासियत"
श्रव्य,ऐकण्यायोग्य
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
लेखा सत्यापन,खाते सत्यापन
संवर्धन,जाहिरात
प्रमाणन प्रोटोकॉल,प्रमाणन प्रोटोकॉल
संलेखन पद्धति,लेखन पद्धत
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
स्वत: सार,स्वयं गोषवारा
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ऑटो बूटिंग, 2. स्वत: बूट"
ऑटोकैड (एक कंप्यूटर भाषा),ऑटोकॅड (संगणक भाषा)
स्वत: लॉग-ऑन,ऑटो लॉग-ऑन
ऑटोमेटा,स्वयंचलित
आटोमेटा सिद्धांत,ऑटोमेटा सिद्धांत
स्वत: अभिकलन,स्वयंचलित गणना
स्वत: आंकड़ा प्रक्रमण,स्वयंचलित डेटा प्रक्रिया
स्वत: त्रुटि संशोधन,स्वयंचलित त्रुटी सुधारणा
स्वत: फलन,स्वयं कार्य
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
स्वत: संग्रह आह्वान,स्वयं-संग्रह कॉल
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
स्वत: नेमका,स्वयं दिनचर्या
स्वत: सिस्टम पुन: प्राप्ति,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
स्वचालन,ऑटोमेशन
"1. आटोप्ले ,2. स्वत: चलन","1. ऑटोप्ले, 2. ऑटो चालणे"
स्वरक्षण,स्वर
सहायक,सहाय्यक
सहायक स्मृति,सहाय्यक मेमरी
सहायक भंडारण,सहायक स्टोरेज
उपलब्ध लिस्ट,उपलब्ध यादी
उपलब्ध समय,उपलब्ध वेळ
औसत,सरासरी
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (संगणक कमांड)
पश्चांत,नंतर
पश्चांत प्रक्रमक,पोस्ट प्रोसेसर
पश्च फलन विलोपन,पोस्टरियर फंक्शन हटवणे
पृष्ठभूमि प्रक्रमण,पार्श्वभूमी प्रक्रिया
सहायक भंडार,सहायक स्टोअर्स
पश्च पैचीकरण,बॅक पॅचिंग
"1. पश्चीयन ,2. बैकस्पेस","1. पश्चिम, 2. बॅकस्पेस"
पश्चपथन,बॅकट्रॅकिंग
"1. बैक-अप ,2. पूर्तिकर","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. पूरक स्मृती, 2. बॅकअप मेमरी"
पश्च त्रुटि सुधार,परत त्रुटी सुधारणा
(आय-व्यय) तुलन पत्र,(उत्पन्न-खर्च) ताळेबंद
पट्टी,मलमपट्टी
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
बैंकर एल्गोरिथ्म,बँकरचा अल्गोरिदम
"1.बार कूट ,2. बार कोड","1. बार कोड, 2. बार कोड"
बार कोड स्कैनर,बारकोड स्कॅनर
बार ग्राफ,बार आलेख
आधार पता,मूळ पत्ता
आधार बैंड,बेस बँड
आधार संख्या,आधार क्रमांक
आधार सारणी,बेस टेबल
बेसिक (एक कंप्यूटर भाषा),बेसिक (संगणक भाषा)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. मूल निवेश ,2. आधारी निवेश","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
आधारभूत अनुदेश,मूलभूत सूचना
आधारी निर्गम,मूळ समस्या
मूल चरण,मूलभूत टप्पा
"1. बैच ,2. समूह ,3. प्रचय","1. बॅच, 2. गट, 3. आपत्ती"
"1. बैच फाइल ,2. बैच संचिका","1. बॅच फाइल, 2. बॅच फाइल"
बैच स्थिति,बॅच स्थिती
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
बॉड,बॉड
बॉड दर,बॉड दर
किरण पुंज,तुळई तुळई
"1. निर्देशमानक ,2. बैचमार्क","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
द्विदिश संचार,द्विदिश संप्रेषण
विदिश कड़ी,थेट दुवा
द्विआधारी कूट,बायनरी कोड
द्विआधारी अंक,बायनरी अंक
द्विआधारी निवेश निर्गम तंत्र (बायोस),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
द्विआधारी संख्या,बायनरी संख्या
द्विआधारी संकारक,बायनरी ऑपरेटर
द्विआधारी संबंध,बायनरी संबंध
द्विआधारी खोज,बायनरी शोध
द्विआधारी अन्वेषण तरु (बी एस टी),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
द्विआधारी तरु,बायनरी झाड
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श","1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
जन्म मरण प्रक्रम,जन्म मृत्यू प्रक्रिया
"1. द्वयंक ,2. बिट","1. ड्यूक, 2. बिट"
बिट दोष,थोडा दोष
बिट प्रतिचित्र,बिट नकाशा
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)","1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
"1. बिट आव्यूह ,2. बिट सारणी","1. बिट मॅट्रिक्स, 2. बिट टेबल"
बिट प्रतिरूप,बिट नमुना
बिट स्थिति,बिट स्थिती
"1. बिट रेट ,2. बिट दर","1. बिट रेट, 2. बिट दर"
अंध पेटी परीक्षण,डोळ्यावर पट्टी चाचणी
टिमटिमाना,चमकणे
ब्लॉक,ब्लॉक
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति","1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
खंडक जांच,ब्लॉक चौकशी
खंड प्रतिलिपि,खंड प्रत
खंडक आरेख,ब्लॉक आकृती
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम","1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
बोर्ड,बोर्ड
पृष्ठ स्मृति,पृष्ठ मेमरी
बूलीय बीजगणित,बुलियन बीजगणित
बूलीय संबंध,बुलियन संबंध
बूट विभाजन,बूट विभाजन
बूट स्ट्रैपिंग,बूट strapping
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,1.बूटस्ट्रॅप लोडर
"1.ब्रिज, 2. सेतु","1.ब्रिज, 2.ब्रिज"
ब्राडबैंड नेटवर्क,ब्रॉडबँड नेटवर्क
प्रसारण,प्रसारण
प्रसारण रेडियो,रेडिओ प्रसारित करा
(नेट) विचरण,(नेट) भिन्नता
(नेट) विचरक,(net) vicar
बी-तरु,बी-ट्रू
"1.बुदबुद स्मृति, 2.बबल मेमोरी","1.बबल मेमरी, 2.बबल मेमरी"
बुदबुद छंटाी,बबल क्रमवारी
"1.बाल्टी, 2.बकेट","१ बादली, २ बादली"
"1.बंधुता तंत्र, 2.बडी तंत्र","1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
बजट प्रभावी नियंत्रण,प्रभावी बजेट नियंत्रण
बफर,बफर
दोष,उणीव
बस,पुरेसा
"1.अष्ट वयंक,2. बािट (आठ बिट)","1. अष्ट व्यंक, 2. बिट (आठ बिट)"
बािट कोड,बाइट कोड
सी (कंप्यूटर भाषा),सी (संगणक भाषा)
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)","१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
"1.कैश,2. द्रुतिका,3.द्रुत","1.रोख, 2. जलद"
"1.कैश बफर, 2.द्रुतस्मृति बफर","1.कॅशे बफर, 2.मेमरी बफर"
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति","1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी"
परिकलन,गणना
"1.कैलकुलेटर, 2.परिकलक","1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर"
"1.कैलकुलेटर चिप,2. परिकलक चिप","1.कॅल्क्युलेटर चिप, 2. कॅल्क्युलेटर चिप"
आह्वान,आवाहन करा
नाम आह्वान,नाव कॉल
संदर्भ आह्वान,संदर्भ कॉल
मान आह्वान,सन्मान कॉल
चर आह्वान,व्हेरिएबल कॉल
आहवान गेट,आवाहन गेट
"1.निरस्त करना, 2.रद्द करना","1. रद्द करा, 2. रद्द करा"
निरसन बटन,रद्द करण्याचे बटण
"1.विहित,2. कैनॉनिकल","1. विहित, 2. विहित"
विहित रूप,प्रामाणिक फॉर्म
क्षमता,क्षमता
क्षमता सूची,क्षमता यादी
"1.क्षमता,2. धारिता","1. क्षमता, 2. धारण"
कैप्स लॉक कुंजी,कॅप्स लॉक की
"1.कार्ड,2. पत्रक","1.कार्ड, 2. पत्रक"
कार्ड पाठक,कार्ड रीडर
प्रमुखता,प्रमुखता
वाहक,वाहक
वाहक बैंड,वाहक बँड
वाहक भार,वाहक लोड
वाहक संकेत,वाहक सिग्नल
वाहक तरंग,वाहक लहर
हासिल,साध्य केले
हासिल अंक,स्कोअर मिळवला
हासिल ध्वज,ध्वज प्राप्त केला
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका","1.काडतूस डिस्क, 2.काडतूस डिस्क"
"1.कास्केड, 2.सोपानी","1. धबधबा, 2. धबधबा"
केस,केस
कैथोड-रे-टयूब (सी आर टी),कॅथोड-रे-ट्यूब (सीआरटी)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब
सी डी रॉम डिस्क ड्रािव,सीडी रोम डिस्क ड्राइव्ह
सेल,सेल
सेल एनीमेशन,सेल अॅनिमेशन
सेल्युलर फोन,भ्रमणध्वनी
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी","1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती"
केद्रीय प्रक्रमण एकक (सी पी यू),सेंट्रल प्रोसेसिंग युनिट (CPU)
केंद्रीकृत तंत्र,केंद्रीकृत प्रणाली
प्रमाणीकृत टेप,प्रमाणित टेप
श्रृंखला,साखळी
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री","1.मालिका डेटा, 2.मालिका सामग्री"
श्रृंखला कड़ी,साखळी दुवा
श्रृंखलन,चेनिंग
"1.प्रणाल, 2.चैनल","1.चॅनेल, 2.चॅनेल"
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन","1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन"
"1.प्रणाल क्षमता, 2.चैनल क्षमता","1.चॅनेल क्षमता, 2.चॅनेल क्षमता"
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक","1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर"
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि","1. चॅनल एरर, 2.चॅनल एरर"
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम","1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम"
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता","1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता"
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय","1.चॅनेल सेट, 2.चॅनेल सेट"
संप्रतीक,प्रतीक
"1.संप्रतीक कूट,2. संप्रतीक कोड","1. कॅरेक्टर कोड, 2. वर्ण कोड"
संप्रतीक कुंजी,वर्ण की
संप्रतीक पाठक,वर्ण वाचक
"1.संप्रतीक सािज, 2.संप्रतीक आमाप","1. प्रतीक आकार, 2. प्रतीक आकार"
संचित्र,सचित्र
"1.न्याधार, 2.चैसिस","1.चेसिस, 2.चेसिस"
जाँच बिट,बिट तपासा
जाँच अंक,चेक पॉइंट्स
जाँच योग,बेरीज तपासा
जाँच शब्द,शब्द तपासा
चिप,चिप
चिप सेट,चिप संच
"1.चुनना, 2.चयन","1.निवडा, 2.निवडा"
वर्णिक रूप से,वर्णक्रमानुसार
"1.सािफर,2. शून्य,3. सीफर","1.सफर, 2. शून्य, 3. नाविक"
परिपथ,सर्किट
वर्तुल सूची,मंडळ यादी
सायरस,सेरेस
उल्लेख,उल्लेख
"1.श्रेणी, 2.वर्ग","1.श्रेणी, 2.श्रेणी"
वर्ग चर,वर्ग व्हेरिएबल
वर्गीकरण,वर्गीकरण
अपमार्जन,सफाई
अपमार्जित क्षेत्र,साफ केलेले क्षेत्र
"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल","1. सिस्टम साफ करा, 2. चॅनेल साफ करा"
दबाना,दाबा
"1.ग्राहक,2. क्लाइट","1. ग्राहक, 2. ग्राहक"
"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर","1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर"
ग्राहक स्टब,ग्राहक स्टब
कर्तन कला,कातरणे
कर्तन कला पुस्तकालय,कातरणे कला लायब्ररी
क्लिप बोर्ड,क्लिप बोर्ड
क्लिपर,क्लिपर
क्लिपर चिप,क्लिपर चिप
गुट,दुफळी
"1.घड़ी,2. कालद","1.वॉच, 2. कॅलड"
कालद चक्र,घड्याळ चक्र
कालद आवृत्ति,घड्याळ वारंवारता
कालद हार्डवेयर,कलाड हार्डवेअर
कालद स्पंद,कलाड स्पंद
कालद गति,घड्याळाचा वेग
कालद तुल्यकालन,वेळ सिंक्रोनाइझेशन
कालद टिक,घड्याळाची टिक
क्लोन,क्लोन
बंद,बंद
संवृत परिपथ टी.वी. (सी.सी.टी.वी.),क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही)
संवरण,वर्णन
"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग","1.क्लाउड संगणन, 2.क्लाउड संगणन"
गुच्छ,घड
"1.विलेपित कार्ड,2. विलेपित पत्रक","1.कव्हर केलेले कार्ड, 2. लेपित पत्रक"
लेपित कागज,लेपित कागद
समाक्षीय,समाक्षीय
समाक्ष केबल,समाक्षीय केबल
कोडासिल,कोडासिल
"1.कूट, 2.कोड","1.कोड, 2.कोड"
"1.कूट जनक,2. कोड जनक","1. कोड जनरेटर, 2. कोड जनरेटर"
कूट पृष्ठ,कोड पृष्ठ
