Kannada,Tamil
ಒಪ್ಪಿಸು,அனுமதிக்கவும்
ಪ್ರವೇಶ ಕಾರ್ಡ್,அட்டை சேர்க்கவும்
ಒಪ್ಪಿಕೊಂಡ,ஒப்புக்கொள்ளப்பட்டது
ಕವಲೊಡೆಯು,அறிவுறுத்துங்கள்
ಅಳವಡಿಕೆದಾರ,தத்தெடுப்பவர்
ರೋಗಿ,தத்தெடுப்பவர்
ದತ್ತು,தத்தெடுப்பு
ವಯಸ್ಕ,வயது வந்தோர்
ವ್ಯಭಿಚಾರ,கலப்படம்
ವ್ಯಭಿಚಾರ,விபச்சாரம்
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,வயதுவந்தோர் உரிமை
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,விளம்பர மதிப்பீட்டு கடமை
ಮುನ್ನಡೆ,முன்கூட்டியே
ಮುಂಗಡ ಬುಕಿಂಗ್,முன்கூட்டியே முன்பதிவு
ಮುನ್ನಡೆ,முன்கூட்டியே நகல்
ಮುಂಗಡ ಹೆಚ್ಚಳ,அட்வான்ஸ் அதிகரிப்பு
ಮುಂಗಡ ಪಾವತಿ,முன் பணம்
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,பாதகமான நுழைவு
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,பாதகமான கருத்துக்கள்
ಪ್ರತಿಕೂಲ ವರದಿ,பாதகமான அறிக்கை
ಆಯ್ಕೆ,விளம்பரம்
ಸಲಹೆ,ஆலோசனை
ಪಾವತಿಯ ಸಲಹೆ,கட்டண ஆலோசனை
ಸಲಹಾ ಸಮಿತಿ,ஆலோசனை குழு
ಸಲಹಾ ಮಂಡಳಿ,ஆலோசனை கவுன்சில்
ಪ್ರತಿಪಾದಿಸು,வக்கீல்
ವ್ಯವಹಾರ,விவகாரங்கள்
ಅಫಿಡವಿಟ್,பிரமாணப் பத்திரம்
ಉಪಶಮನ,இணைப்பு
ದೃ ir ೀಕರಣ,உறுதிப்படுத்தல்
ದೃ irf ೀಕರಣದ,உறுதியான
ಆತುರಿಸು,வாங்க
ಈನಟ,மேற்கூறிய
ಹೊಸದಾಗಿ,புதிதாக
ವಿರುದ್ಧವಾಗಿ,எதிராக
ವಯಸ್ಸು,வயது
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,வயது சான்றிதழ்
ಮತದಾರರ ವಯಸ್ಸು,வாக்குரிமைக்கான வயது
ವಯಸ್ಸಿಗೆ,வயது எல்லை
ವಾಗ್ದಾನ,ஏஜென்சி
ಕಾಗಾರ,நிகழ்ச்சி நிரல்
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,ஓய்வூதிய வயது
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,மேலதிக வயது
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,திரட்டுதல்
ದುಃಖಿಸಿದ,வேதனைக்குள்ளானது
ಆಂದೋಲನ,கிளர்ச்சி
ಅವಾತ,ஏஜிஎம்
ಒಪ್ಪಂದ,ஒப்பந்தம்
ಒಪ್ಪಂದದ ರೂಪ,ஒப்பந்த படிவம்
ಕೃಷಿ,வேளாண்மை
ಕೃಷಿ ಉದ್ಯಮ,வேளாண் தொழில்
ನೆರವು,உதவி
ಎಚ್ಚರಿಕೆ,அலாரம்
ಜಾಗರೂಕತೆ,விழிப்புணர்வு
ಅಲಿಯಾಸ್,மாற்றுப்பெயர்
ಆರೋಪಣೆ,குற்றச்சாட்டு
ನಿಷ್ಠೆ,விசுவாசம்
ಮೈತ್ರಿ,கூட்டணி
ಮಿತ್ರ ಸೇವೆಗಳು,தொடர்புடைய சேவைகள்
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,அனைத்து உள்ளடக்கிய செலவு
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,அகில இந்திய சேவைகள்
ಮನವಸಿಕೆ,ஒதுக்கீடு
ಹಂಚಿಕೆ,ஒதுக்கீடு
ಹಂಚಿಕೆ ಪತ್ರ,ஒதுக்கீட்டு கடிதம்
ಹಂಚುವವ,ஒதுக்கீடு
ಅನುಮತಿಸುವ,அனுமதிக்கக்கூடியது
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,அனுமதிக்கக்கூடிய செலவுகள்
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,மேல்முறையீட்டை அனுமதிக்கவும்
ಭತ್ಯೆ,கொடுப்பனவு
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை
ವರ್ಣಮಾಲೆ,அகரவரிசை வரிசை
ವಾಗ್ವಾದ,வாக்குவாதம்
ಪರ್ಯಾಯ,மாற்று
ಬದಲಕ,மாற்று
ಸಂಯೋಗ,ஒருங்கிணைப்பு
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,திருத்தப்பட்ட வரைவு
ತಿದ್ದುಪಡಿ,திருத்தம்
ಸೌಕರ್ಯ,வசதி
ಸೌಹಾರ್ದಯುತ,இணக்கமான
ಮದ್ದುಗುಂಡು,வெடிமருந்து
ಸಾಲದ ಭೋಗ್ಯ,கடனின் கடன்தொகை
ಮೊತ್ತ,தொகை
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,ஓய்வூதியத்தின் அளவு
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,ஒப்பீட்டு இடுகை
ವಿಶ್ಲೇಷಣೆ,பகுப்பாய்வு
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,பகுப்பாய்வு ஆய்வு
ಪೂರ್ವಜ,மூதாதையர்
ಪೂರಕ ಉದ್ಯಮ,துணை தொழில்
ದ್ವೇಷ,பகை
ಅನುಬಂಧ,இணைப்பு
ವಾರ್ಷಿಕೋತ್ಸವ,ஆண்டு
ಪ್ರಕಟಿಸುವುದು,அறிவிப்பு
ಕಿರಿಕಿರಿಯ,எரிச்சல்
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,ஆண்டு நிதி அறிக்கை
ವಾರ್ಷಿಕ ವರದಿ,ஆண்டு அறிக்கை
ವರ್ಷಾಶನ,ஆண்டு
ಅನಾಮಿಕ,அநாமதேய
ಅನಾಮಧೇಯ ದೂರು,அநாமதேய புகார்
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,பதில்
ಉತ್ತರ ಪತ್ರಿಕೆ,விடைத்தாள்
ವಿರೋಧಿ,எதிரி
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,முன்னோடிகள்
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,எதிர்பார்க்கப்பட்ட செலவு
ನಿರೀಕ್ಷಿತ ಆದಾಯ,எதிர்பார்க்கப்பட்ட வருமானம்
ನಿರೀಕ್ಷಣೆ,எதிர்பார்ப்பு
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,எதிர்பார்ப்பு ஜாமீன்
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,ஊழல் எதிர்ப்பு நடவடிக்கை
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,டம்பிங் எதிர்ப்பு
ಪ್ರಾಚೀನ,பழங்கால
ವರ್ಣಭೇದ,நிறவெறி
ನಿರಾಸಕ್ತಿ,அக்கறையின்மை
ತುದಿ ದೇಹ,உச்ச உடல்
ಕ್ಷಮೆ,மன்னிப்பு
ಮನವಿಯನ್ನು,மேல்முறையீடு
ಗೋಚರತೆ,தோற்றம்
ಸಮಾಧಾನ,திருப்தி
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,மேல்முறையீட்டு தீர்ப்பாயம்
ಅನುಬಂಧ,பின் இணைப்பு
ಉಪಕರಣ,சாதனம்
ಅನ್ವಯಿಸುವ,பொருந்தும்
ಅರ್ಜಿದಾರ,விண்ணப்பதாரர்
ಅನ್ವಯಿಸು,விண்ணப்பம்
ಅರ್ಜಿ,விண்ணப்ப படிவம்
ಅನ್ವಯಿಕ,பயன்படுத்தப்பட்டது
ಅನ್ವಯಿಸು,விண்ணப்பிக்கவும்
ನೇಮಕಾತಿ,நியமிக்கப்பட்டவர்
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,அதிகாரத்தை நியமித்தல்
ನೇಮಕ,நியமனம்
ನೇಮಕಾತಿ ಪತ್ರ,நியமனம் கடிதம்
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,அமைச்சரவையின் நியமனங்கள் குழு
ವೇತನದ ಹಂಚಿಕೆ,ஊதியப் பகிர்வு
ಮೌಲ್ಯಮಾಪಕ,மதிப்பீடு
ಮೌಲ್ಯಮಾಪಕ,மதிப்பீட்டாளர்
ಮೆಚ್ಚುಗೆ,பாராட்டு
ಭಯ,அச்சம்
ಅಪ್ರೆಂಟಿಸ್,பயிற்சி
ಸಮೀಪಿಸು,அணுகுமுறை
ಸೂಕ್ತ,பொருத்தமானது
ಸೂಕ್ತ ಕ್ರಮ,பொருத்தமான நடவடிக்கை
ಸೂಕ್ತ ತಲೆ,பொருத்தமான தலை
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ஒதுக்கீடு
ಅನುಮೋದನೆ,ஒப்புதல்
ಅಂದಾಜು,தோராயமான
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,ஆப்டிட்யூட் சோதனை
ಅನಿಯಂತ್ರಿತ,தன்னிச்சையானது
ನಿಣಿಸು,நடுவர்
ಮಧ್ಯಸ್ಥಿಕೆ,நடுவர்
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,நடுவர் தீர்ப்பாயம்
ಮಧ್ಯಸ್ಥ,நடுவர்
ವಾಸ್ತುಶಿಲ್ಪಿ,கட்டிடக்கலை
ಆರ್ಕೈವ್ಸ್,காப்பகங்கள்
ಪ್ರದೇಶ,பகுதி
ಪ್ರದೇಶದ ಪ್ರದೇಶ,பகுதி தலைமையகம்
ವಾದ,வாதம்
ಹುಳು,எழும்
ಸಶಸ್ತ್ರ ಪಡೆ,ஆயுத படைகள்
ಜೋಡಣೆ,ஏற்பாடு
ಬಾಕಿ,நிலுவைத் தொகை
ಬಾಕಿ ಹೇಳಿಕೆ,நிலுவைத் அறிக்கை
ಆಗಮನ ವರದಿ,வருகை அறிக்கை
ಅಸ್ತವ್ಯಸ್ತತೆ,ஆணவம்
ಸ ೦ ತಾನು,அர்செனல்
ಲೇಖನ,கட்டுரை
ಸಂಘದ ಲೇಖನಗಳು,சங்கத்தின் கட்டுரைகள்
ಲೇಖನಗಳು,கட்டுரைகள்
ಆರೋಹಣ,ஏறுவரிசை ஒழுங்கு
ಒತ್ತಿಹೇಳಿಸು,தெரிந்து கொள்ளுங்கள்
ಎಲ್ಲಿದೆ,எங்கே இருக்கிறது
ಆಕಾರ,அம்சம்
ಆಪಾದನೆ,ஆவேசம்
ಹತ್ಯೆ,படுகொலை
ದಾಳಿ,தாக்குதல்
ಜೋಡಿಸು,ஒன்றுகூடு
ಸಭೆ,சட்டசபை
ಒಪ್ಪು,ஒப்புதல்
ಪ್ರತಿಪಾದಿಸು,உறுதிப்படுத்தவும்
ಮೌಲ್ಯಮಾಪಕ,மதிப்பீட்டாளர்
ಮೌಲ್ಯಮಾಪನ,மதிப்பீடு
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,மதிப்பீட்டு ஆண்டு
ಮೌಲ್ಯಮಾಪಕ,மதிப்பீட்டாளர்
ಸ್ವಸಮಾನಗಳು,சொத்துக்கள்
ನಿಯೋಗಿ,ஒதுக்கப்பட்டவர்
ನಿಯೋಜನೆ,ஒதுக்கீடு
ನಿಯೋಜಕ,ஒதுக்குபவர்
ಸಹಾಯ,உதவி
ಜೊತೆಗಾರ,இணை
ಸಂಘ,தொடர்பு
ಚಾರ್ಜ್ನ umption ಹೆ,கட்டணம் அனுமானம்
ಭರವಸೆ,உத்தரவாதம்
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,உத்தரவாத நிறுவனம்
ಭರವಸೆ ಕೊಡು,உறுதி
ರಿಯಾಯಿತಿಯಲ್ಲಿ,தள்ளுபடியில்
ಪರಮಾಣು ಶಕ್ತಿ,அணு சக்தி
ಸಮನಾಗಿ,சமமாக
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,பிரீமியத்தில்
ಲಗತ್ತಿಸು,இணைக்கவும்
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,இணைக்கப்பட்ட அலுவலகம்
ಬಾಂಧಾಣ,இணைப்பு
ಲಗತ್ತು ಆದೇಶ,இணைப்பு வரிசை
ಸಾಧನೆ,அடைதல்
ಪ್ರಯತ್ನ,முயற்சி
ಹಾಜರಾತಿ,வருகை
ಹಾಜರಾತಿ ನೋಂದಣಿ,வருகை பதிவு
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,வருகை சீட்டு
ಗಮನ,கவனம்
ದೃestೀಕರಣ,சான்றளித்தல்
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,சான்றளிக்கப்பட்ட நகல்
ವರ್ತನೆ,அணுகுமுறை
ಆಕರ್ಷಕ ಸಂಬಳ,கவர்ச்சிகரமான சம்பளம்
ಹರಾಜು,ஏலம்
ಹರಾಜುದಾರ,ஏலதாரர்
ಹರಾಜು ಮಾರಾಟ,ஏல விற்பனை
ಪ್ರೇಕ್ಷಕರು,பார்வையாளர்கள்
ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ,ஆடியோ-காட்சி காட்சி
ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ,ஆடியோ காட்சி விளம்பரம்
ಲೆಕ್ಕಪರಿಶೋಧನೆ,தணிக்கை
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು,தணிக்கை செய்யப்பட்ட கணக்குகள்
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,தணிக்கை செய்யப்பட்ட இருப்புநிலை
ಲೆಕ್ಕಾಚಾರ,தணிக்கை
ಲೆಕ್ಕಪರಿಶೋಧನೆ,தணிக்கை ஆட்சேபனை
ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ,தணிக்கையாளரின் அறிக்கை
ಸಭಾಪತಿ,ஆடிட்டோரியம்
ಲೆಕ್ಕಪರಿಶೋಧನೆ,தணிக்கை பத்தி
ಲೆಕ್ಕಪರಿಶೋಧನೆ,தணிக்கை அறிக்கை
ಕಠಿಣತೆ,சிக்கன நடவடிக்கை
ಕಠಿಣತೆ ಕ್ರಮಗಳು,சிக்கன நடவடிக்கை
ಅಧಿಕೃತ,உண்மையான
ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ,அங்கீகரிக்கப்பட்ட பிரதிநிதி
ಅಧಿಕೃತವಾದ,அதிகாரப்பூர்வ
ಅಧಿಕಾರ,அதிகாரம்
ಅಧಿಕಾರ ಪತ್ರ,அதிகார கடிதம்
ಅಧಿಕಾರಾವಧ,அங்கீகாரம் பெற்றவர்
ಅಧಿಕೃತ ಬಂಡವಾಳ,அங்கீகரிக்கப்பட்ட மூலதனம்
ಸ್ವಯಂಚಾಲಿತ,தானியங்கி
ಸ್ವಾಯತ್ತ,தன்னாட்சி
ಸ್ವಾಯತ್ತ ದೇಹ,தன்னாட்சி உடல்
ಸ್ವಾಯತ್ತತೆ,தன்னாட்சி
ಸಹಾಯಕ,துணை
ಲಭ್ಯ,கிடைக்கிறது
ಸರಾಸರಿ,சராசரி
ಸರಾಸರಿ ರಜೆ,சராசரி விடுப்பு
ನಿವಾರಣೆ,வெறுப்பு
ತಪ್ಪಿಸು,தவிர்க்கவும்
ತಪ್ಪಿಸಲು,தவிர்க்கவும்
ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು,வரியைத் தவிர்ப்பது
ಕಾಯುತ್ತಿರುವ,காத்திருந்தது
ಪ್ರಶಸ್ತಿ,விருது
ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ,அதிகாரம் வழங்குதல்
ಅ ೦ ಗಿರುವಿಕೆ,விழிப்புணர்வு
ಹಿತ್ತಲಿನ,பின்வாங்கியது
ಹಿನ್ನೆಲೆ,பின்னணி
ಹಿಂದಿನ ಲಾಗ್,பின் பதிவு
ಹಿಂದೆ,பின்னால்
ಹಿಂದಿನ ಉಲ್ಲೇಖ,பின் குறிப்பு
ಬ್ಯಾಕ್ ಅಪ್,காப்புப்பிரதி
ಹಿಂದುಳಿದ ತರಗತಿಗಳು,பின்தங்கிய வகுப்புகள்
ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು,பின்தங்கிய பழங்குடி
ಕೆಟ್ಟ ಚೌಕಾಶಿ,மோசமான பேரம்
ಕೆಟ್ಟ ನಡತೆ,மோசமான நடத்தை
ಕೆಟ್ಟ ಪಾತ್ರ,மோசமான தன்மை
ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ,மோசமான காலநிலை கொடுப்பனவு
ಕೆಟ್ಟ ನಡವಳಿಕೆ,மோசமான நடத்தை
ಕೆಟ್ಟ ಸಾಲ,மோசமான கடன்
ಸಾಮಾನು ಸರಂಜಾಮು,சாமான்கள்
ಜಾಮೀನು,ஜாமீன்
ಸಮತೋಲನ,இருப்பு
ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ,சமநிலை வீழ்த்தப்பட்டது
ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ,இருப்பு முன்வைக்கப்பட்டது
ಸಮತೋಲಿತ ಬಜೆಟ್,சீரான பட்ஜெட்
ಸಮತೋಲನ,இருப்புநிலை
ಮತದಾನ,வாக்குப்பதிவு
ಮತಪೆಟ್ಟಿಗೆ,வாக்குப் பெட்டி
ಮತದಾನದ ಕಾಗದ,வாக்குப்பதிவு காகிதம்
ನಿಷೇಧಿಸು,தடை
ಬ್ಯಾಂಕ್,வங்கி
ಬ್ಯಾಂಕ್ ಖಾತೆ,வங்கி கணக்கு
ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್,வங்கி இருப்பு
ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು,வங்கி கட்டணங்கள்
ಬ್ಯಾಂಕ್ ಖಾತರಿ,வங்கி உத்தரவாதம்
ಬ್ಯಾಂಕ್ ರಜೆ,வங்கி விடுமுறை
