Odiya,Gujarati
ବିସ୍ତୃତ ମେସିନ୍ |,અમૂર્ત મશીન
ବିସ୍ତୃତ ପ୍ରତୀକ |,અમૂર્ત પ્રતીક
ବିସ୍ତୃତ ବାକ୍ୟବିନ୍ୟାସ |,અમૂર્ત વાક્યરચના
ଗ୍ରହଣ ପରୀକ୍ଷା,સ્વીકૃતિ કસોટી
ପ୍ରବେଶ ପ୍ରମାଣପତ୍ର,પ્રવેશ પ્રમાણપત્ર
"1. ପ୍ରବେଶ ସଂକେତ, 2 ପ୍ରବେଶ କୋଡ୍","1. એક્સેસ કોડ, 2. ઍક્સેસ કોડ"
ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ,વપરાશ નિયંત્રણ
ସ୍କାନିଂ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ઍક્સેસ સ્કેનિંગ
ଆନୁଷଙ୍ଗିକ,એસેસરીઝ
ହିସାବ,નામું
"1. ଖାତା ID, 2 ଆକାଉଣ୍ଟିଂ ପରିଚୟ","1. એકાઉન્ટ ID, 2. એકાઉન્ટિંગ ઓળખ"
ଜମାକାରୀ,સંચયક
"1. ସଠିକତା, 2 ସଠିକତା","1. ચોકસાઈ, 2. ચોકસાઈ"
ପ୍ରବେଶ,ઍક્સેસ
ଆକ୍ସେସ୍ କଣ୍ଟ୍ରୋଲ୍ ବାଇଟ୍ |,એક્સેસ કંટ્રોલ બાઇટ્સ
ପ୍ରବେଶ ସୂଚକ,ઍક્સેસ સૂચક
ପ୍ରବେଶ କୀ,ઍક્સેસ કી
"1. ଆକ୍ସେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ମ୍ୟାଟ୍ରିକ୍ସ ଆକ୍ସେସ୍ କରନ୍ତୁ |","1. એક્સેસ મેટ્રિક્સ, 2. એક્સેસ મેટ્રિક્સ"
ପ୍ରବେଶ ମୋଡ୍,ઍક્સેસ મોડ
ସୁବିଧା ପ୍ରବେଶ,ઍક્સેસ વિશેષાધિકારો
ସୁରକ୍ଷା ପ୍ରବେଶ କରନ୍ତୁ |,ઍક્સેસ સુરક્ષા
"1. ଆକ୍ସେସ୍ ସର୍ଭର, 2 ସର୍ଭରକୁ ପ୍ରବେଶ କରନ୍ତୁ |","1. એક્સેસ સર્વર, 2. સર્વર ઍક્સેસ કરો"
ପ୍ରବେଶ ସମୟ,ઍક્સેસ સમય
ସ୍ୱୀକୃତି,સ્વીકૃતિ
ଆକାଶବାଣୀ,ધ્વનિશાસ્ત્ર
"1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ","1. ટૂંકાક્ષર, 2. સંક્ષેપ, 3. થી ટૂંકું"
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,ક્રિયા સંદેશ
ସକ୍ରିୟ,સક્રિયકરણ
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |,સક્રિય સર્વર પૃષ્ઠ
ସକ୍ରିୟ ସଂସ୍କରଣ |,સક્રિય સંસ્કરણ
acyclic,એસાયક્લિક
"1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |","1. એસાયક્લિક ગ્રાફ, 2. એસાયક્લિક ગ્રાફ"
ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |,અદા કોમ્પ્યુટર ભાષા
"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍","1. ઑપ્ટિમાઇઝર, 2. ઑપ્ટિમાઇઝર"
to sum),સરવાળે)
ରାଶି ଫାଇଲ୍ |,સરવાળો ફાઇલ
"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ","1. એડિશન ઓપરેશન, 2. સરવાળો કામગીરી"
ଆଡର୍,ઉમેરનાર
ଜାଣନ୍ତୁ |,જાણો
ଠିକଣା ବସ୍,સરનામું બસ
ଠିକଣା ଫାଇଲ୍ |,સરનામું ફાઇલ
ଠିକଣା ଫର୍ମାଟ୍,સરનામું ફોર્મેટ
ଠିକଣା ଜେନେରେଟର,સરનામું જનરેટર
ଠିକଣା ରେଖା,એડ્રેસ લાઇન
ଠିକଣା ମ୍ୟାପିଂ,સરનામું મેપિંગ
ଠିକଣା ସୂଚକ,સરનામું સૂચક
ଠିକଣା ରେଜିଷ୍ଟର,સરનામું રજીસ્ટર
ଠିକଣା ଭାଙ୍ଗିବା,સરનામું ભંગાણ
ଠିକଣା ଅନୁବାଦ,સરનામા અનુવાદ
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી"
ଠିକଣା,સંબોધન
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
ସଂଲଗ୍ନ,જોડાણ
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","1. મેનેજર, 2. નિયંત્રક"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,એડોબ એક્રોબેટ
ଆଡୋବ ଫଟୋସପ୍ |,એડોબ ફોટોશોપ
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,અદ્યતન માહિતી સિસ્ટમ
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),એડવાન્સ ટેકનોલોજી (AT)
କାର୍ଯ୍ୟ,ક્રિયા
ଏକୀକରଣ,એકત્રીકરણ
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus page-make,aldus પૃષ્ઠ બનાવવું
ଆଲର୍ଟ ବାକ୍ସ,ચેતવણી બોક્સ
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,અલ્ગોરિધમ કાર્યક્ષમતા
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
ଶ୍ରେଣୀବଦ୍ଧତା |,ગોઠવણી
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","1. ફાળવણી, 2. ફાળવણી"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
ବର୍ଣ୍ଣମାଳା,આલ્ફાન્યૂમેરિક
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt କି,alt કી
altavista,અલ્ટાવિસ્ટા
ବହୁଗୁଣ,બહુવિધતા
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,અસ્પષ્ટ વ્યાકરણ
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. ଅନୁରୂପ, 2 analog","1. અનુરૂપ, 2. એનાલોગ"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,ડિજિટલ કન્વર્ટર માટે એનાલોગ
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
ଶେଷ ସର୍କିଟ |,અંતિમ સર્કિટ
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,અંતિમ દરવાજો અને દરવાજો
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","1. એનિમેશન, 2. કંપન"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,નૉૅધ
ଅସଙ୍ଗତି |,અસંગતતા
ପୂର୍ବ,અગાઉના
ଆଶାକର୍ମୀ ପେଜିଂ |,આગોતરી પેજીંગ
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,પ્રતિ-સપ્રમાણ
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,એન્ટિવાયરલ પ્રોગ્રામ
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","1. ઉપલેટ, 2. અરજી"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,એપ્લિકેશન ડેવલપર
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,એપ્લિકેશન પ્રોગ્રામિંગ
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,એપ્લિકેશન સોફ્ટવેર
ପ୍ରୟୋଗ ଭାଷା,એપ્લિકેશન ભાષા
ଆନୁମାନିକ ନୀତି,અંદાજ સિદ્ધાંત
ଗଠନ,માળખું
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,ક્ષેત્ર ટ્રાન્સફર
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
ଗାଣିତିକ ଯାଞ୍ଚ |,અંકગણિત તપાસ
ଗାଣିତିକ ସ୍ଥିର |,અંકગણિત સતત
ଗାଣିତିକ ତଥ୍ୟ,અંકગણિત માહિતી
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,અંકગણિત સૂચના
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA ନେଟ (RPNet),ARPA નેટ (RPNet)
ଆରେ,એરે
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
ଆରେ କମ୍ପ୍ୟୁଟର |,એરે કમ્પ્યુટર
ଆରେ ଉପାଦାନ |,એરે તત્વ
ଆରେ ନାମ,એરે નામ
ଆରେ ସଞ୍ଚାଳକ,એરે પ્રોસેસર
ତୀର କି,તીર કી
ଚୁକ୍ତି,સંધિ
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,જંકશન પોઈન્ટ
କୃତ୍ରିମ ସଙ୍କୋଚନ |,કૃત્રિમ કોમ્પેક્શન
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,કૃત્રિમ નિયંત્રણ
କୃତ୍ରିମ ଅର୍ଥ |,કૃત્રિમ સંવેદના
ଆରୋହଣ,માઉન્ટ
ଆରୋହଣ କ୍ରମ,ચડતા સૉર્ટ
ascii ବର୍ଣ୍ଣମାଳା |,ascii મૂળાક્ષરો
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ascii નિયંત્રણ પ્રતીક
ascii ଫାଇଲ୍ |,ascii ફાઇલ
ascii ଫଣ୍ଟ,ascii ફોન્ટ
ASCII ସ୍ଥାନାନ୍ତର |,ASCII ટ્રાન્સફર
ଆନୁମାନିକ ଅନୁପାତ,પાસા ગુણોત્તર
"1. ଆସ୍ପି, ୨ ASPI","1. એસ્પી, 2. ASPI"
ଏକ S R କାଲାଡ୍ |,એ એસ આર કલાડ
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. એસેમ્બલિંગ, 2. યાદ"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
ନିଷ୍ଠା,નિશ્ચય
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
ସାଥୀତା,સોબત
ସହଯୋଗୀ ଠିକଣା,સહયોગી સરનામું
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),ફૂદડી (* ચિહ્ન)
ଅସୀମିତ |,અસમપ્રમાણ
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. અસુમેળ, 2. અસુમેળ"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,અસુમેળ ટ્રાન્સફર
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. ପରମାଣୁ, ୨ ପରମାନ","1. અણુ, 2. પરમાન"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,જોડાયેલ દસ્તાવેજ
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","1. બિડાણ, 2. સંલગ્ન"
"1. ଗୁଣ, 2 ବିଶେଷତା","1. ગુણધર્મો, 2. વિશેષતા"
ଶ୍ରବଣଯୋଗ୍ୟ |,સાંભળી શકાય તેવું
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
ଖାତା ଯାଞ୍ଚ |,એકાઉન્ટ વેરિફિકેશન
ପଦୋନ୍ନତି,પ્રમોશન
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,પ્રમાણપત્ર પ્રોટોકોલ
ଲେଖକ ପଦ୍ଧତି,લેખન પદ્ધતિ
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,સ્વતઃ અમૂર્ત
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
ଅଟୋ ଲଗ୍ ଅନ୍ |,ઓટો લોગ-ઓન
ଅଟୋମେଟା |,ઓટોમેટા
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ઓટોમેટા સિદ્ધાંત
ସ୍ୱୟଂଚାଳିତ ଗଣନା,આપોઆપ ગણતરી
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,સ્વચાલિત ડેટા પ્રોસેસિંગ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,આપોઆપ ભૂલ સુધારણા
ଅଟୋ ଫଙ୍କସନ୍,સ્વતઃ કાર્ય
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,સ્વતઃ-સંગ્રહ કૉલ
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
ଅଟୋ ରୁଟିନ୍ |,આપોઆપ નિયમિત
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
ସ୍ୱୟଂଚାଳିତ,ઓટોમેશન
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. ઑટોપ્લે, 2. ઓટો વોક"
କଣ୍ଠଦାନ,અવાજ
ସହକାରୀ,મદદનીશ
ସହାୟକ ସ୍ମୃତି,સહાયક મેમરી
ସହାୟକ ଷ୍ଟୋରେଜ୍,સહાયક સંગ્રહ
ଉପଲବ୍ଧ ତାଲିକା |,ઉપલબ્ધ યાદી
ଉପଲବ୍ଧ ସମୟ |,ઉપલબ્ધ સમય
ହାରାହାରି,સરેરાશ
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),AWK (કોમ્પ્યુટર આદેશ)
ପରେ,પછી
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,પોસ્ટ પ્રોસેસર
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,પૃષ્ઠભૂમિ પ્રક્રિયા
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,આનુષંગિક સ્ટોર્સ
ପଛ ପ୍ୟାଚିଂ |,બેક પેચીંગ
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","1. પશ્ચિમ, 2. બેકસ્પેસ"
ବ୍ୟାକଟ୍ରାକ୍,બેકટ્રેકિંગ
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. બેક-અપ, 2. વળતર"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,પાછળની ભૂલ સુધારણા
(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |,(આવક-ખર્ચ) બેલેન્સ શીટ
ବ୍ୟାଣ୍ଡେଜ୍ |,પાટો
"1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,બેંકરનું અલ્ગોરિધમ
"1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍","1. બાર કોડ, 2. બાર કોડ"
ବାରକୋଡ୍ ସ୍କାନର୍ |,બારકોડ સ્કેનર
ବାର୍ ଗ୍ରାଫ୍ |,બાર ગ્રાફ
ମୂଳ ଠିକଣା,આધાર સરનામું
ବେସ୍ ବ୍ୟାଣ୍ଡ |,આધાર બેન્ડ
ଆଧାର ସଂଖ୍ୟା,આધાર નંબર
ଆଧାର ଟେବୁଲ୍ |,આધાર ટેબલ
ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,મૂળભૂત સૂચના
ମୂଳ ସମସ୍ୟା |,આધાર મુદ્દો
ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |,મૂળભૂત તબક્કો
"1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
ବ୍ୟାଚ୍ ସ୍ଥିତି,બેચ સ્થિતિ
"1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍, 2 କାଟାପଲ୍ଟ ସିଷ୍ଟମ୍ |","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
