Kannada,Hindi
ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ,"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति"
ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ,निरपेक्ष आर्द्रता
ಸಂಪೂರ್ಣ ಘಟನೆ,निरपेक्ष आपतन
ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,निरपेक्ष अपवर्तनांक
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,निरपेक्ष अस्‍थायित्व
ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ,निरपेक्ष अस्‍थायित्व
"ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ","निरपेक्ष तीव्रता, निरपेक्ष उग्रता"
ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ,शैथिल्य की निरपेक्ष सीमा
ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್,निरपेक्ष ज्योतिर्मयता देहली
ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್,निरपेक्ष ज्योति वक्र
ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ,निरपेक्ष कांतिमान
ಸಂಪೂರ್ಣ ಮಾಪಕ,निरपेक्ष दाबांतरमापी
ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ,परम उच्चिष्ठ
ಸಂಪೂರ್ಣ ವಿಪರೀತ,निरपेक्ष चरम सीमांक
ಸಂಪೂರ್ಣ ಕಡಿಮೆ,परम निम्निष्ठ
ಸಂಪೂರ್ಣ ಆವೇಗ,निरपेक्ष संवेग
ಸಂಪೂರ್ಣ ವೇಗ,निरपेक्ष गति
ಸಂಪೂರ್ಣ ಸಂಗೀತ,निरपेक्ष संगीत
ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ,निरपेक्ष प्रेक्षण
ಸಂಪೂರ್ಣ ಓಂ,निरपेक्ष ओम
ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ,निरपेक्ष दिगविन्यास
ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ,निरपेक्ष विद्युत्-शीलता
ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ,निरपेक्ष तारत्व
ಸಂಪೂರ್ಣ ಒತ್ತಡ,निरपेक्ष दाब
ಸಂಪೂರ್ಣ ಆಸ್ತಿ,निरपेक्ष गुणधर्म
ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್,निरपेक्ष अदिश
ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*,ताप का परम मापक्रम*
"ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ","निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
ಸಂಪೂರ್ಣ ಒತ್ತಡ,निरपेक्ष प्रतिबल
ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ,निरपेक्ष सममिति
ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ,निरपेक्ष गति-निकाय
ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ,निरपेक्ष मात्रक पद्धति
ಸಂಪೂರ್ಣ ತಾಪಮಾನ,परम ताप
ಸಂಪೂರ್ಣ ಸಮಯ,निरपेक्ष काल
ಸಂಪೂರ್ಣ ಘಟಕಗಳು,निरपेक्ष मात्रक
ಸಂಪೂರ್ಣ ಮೌಲ್ಯ,निरपेक्ष मान
ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್,पूर्णाक अभिकलित्र
ಸಂಪೂರ್ಣ ವೇಗ,निरपेक्ष वेग
ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ,निरपेक्ष श्यानता
ಸಂಪೂರ್ಣ ತೂಕ,निरपेक्ष भार
ಸಂಪೂರ್ಣ ಶೂನ್ಯ*,परम शून्य*
ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ,शून्य का निरपेक्ष भाजक
ಹೀರಿಕೊಳ್ಳುತ್ತವೆ,अवशोषण करना
ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*,अवशोषणांक*
ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ,अवशोषित ऊर्जा
"ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ","अवशोषक, अवशोषी"
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*,अवशोषी माध्यम*
ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,अवशोषण सामर्थ्य
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,अवशोषणांश
ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*,अवशोषणमापी*
ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*,अवशोषणामिति*
ಹೀರಿಕೊಳ್ಳುವಿಕೆ,अवशोषण
ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*,अवशोषण - बैन्ड*
ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್,अवशोषण परिपथ
ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ,अवशोषण-गुणांक
ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್,अवशोषण-स्तम्भ
ಹೀರುವಿಕೆ ಸ್ಥಿರ,अवशोषण-स्थिरांक
ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ,अवशोषण सांतत्यक
ಹೀರಿಕೊಳ್ಳುವ ವಲಯ,अवशोषण-परिक्षेत्र
ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ,अवशोषण-धारा
ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*,अवशोषण वक्र*
ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ,अवशोषण भंग
ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್,अवशोषण कोर
ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ,अवशोषण गुणक
ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್,अवशोषण फिल्टर
ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*,अवशोषण ज्वाला प्रकाशमिति*
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,अवशोषण आर्द्रतामापी
ಹೀರಿಕೊಳ್ಳುವ ಘಾತ,अवशोषण घातांक
ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ,अवशोषण सीमांत
ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ,अवशोषण रेखा
ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ,अवशोषणजन्य हानि
ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್,अवशोषण माडुलन
ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,प्रकाश अवशोषण
ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,विकिरण ऊर्जा का अवशोषण
ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ,अवशोषण शिखर
ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ,अवशोषण प्रकाशमिति
ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ,अवशोषण अनुपात
ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*,अवशोषण श्रेणी*
ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*,अवशोषण स्पेक्ट्रम प्रकाशमिति*
ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*,अवशोषण स्पेक्ट्रम*
"ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ","अवशोषण नली, अवशोषण नाल"
ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್,अवशोषण तरगमापी
ಹೀರಿಕೊಳ್ಳುವ*,अवशोषी*
ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ,अवशोषी क्षीणकारी
ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*,अवशोषण नियम*
ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ,अवशोषण माध्यम
"ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*","अवशोषण क्षमता, अवशोषकता*"
ಹೀರಿಕೊಳ್ಳುವಿಕೆ*,अवशोषकता*
ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ,स्टूडिओ सज्जा
ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ,बाहुल्य अनुपात
abvolt,ऐबवोल्ट
ಸುಮಾರು,ऐबवाट
ವೇಗವನ್ನು,त्वरित करना
ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ,त्वरण-विराम दूरी
ಆತುರಪಟ್ಟರು,त्वरित
ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,त्वरित कालप्रभावन परीक्षण
ತ್ವರಿತ ಹರಿವು,त्वरित प्रवाह
ತ್ವರಿತ ಗತಿ,त्वरित गति
ತ್ವರಿತ ದೇಹ,त्वरित निकाय
ವೇಗವರ್ಧಕ ತೂಕ,त्वरक तुला
ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*,त्वरक इलैक्ट्रोड*
ವೇಗವರ್ಧಕ ಸಮಯ*,त्वरक काल*
ವೇಗವರ್ಧಕ ಹಂತ,त्वरक प्रावस्था
ವೇಗವರ್ಧಕ ದರ,त्वरक दर
ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*,त्वरक वोल्टता*
ವೇಗವರ್ಧನೆ,त्वरण
ವೇಗವರ್ಧಿತ ದಹನ,त्वरणिक अपदहन
ವೇಗವರ್ಧಕ ಗುಣಾಂಕ,त्वरण गुणांक
ವೇಗವರ್ಧಕ ಘಟಕ,त्वरण घटक
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ,गुरूत्वीय त्वरण
ವೇಗವರ್ಧಕ ಅಂಶ,त्वरण गुणक
ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್,त्वरणिक प्रतिभरण
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ,गुरूत्व त्वरण
ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ,त्वरण विभव
ವೇಗವರ್ಧಕ ಕಾನೂನು,त्वरण-नियम
ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ,त्वरण-प्रक्रम
ವೇಗವರ್ಧಕ ವಲಯ,त्वरण प्रेदश
ವೇಗವರ್ಧಕ ವಿಧಾನ,त्वरण प्रविधी
"ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ","त्वरण सहिष्णुता, त्वरण सहनसीमा"
ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್,त्वरण-सदिश
ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್,त्वरण-वोल्टता
ವೇಗವರ್ಧಕ ತರಂಗ,त्वरण तरंग
ವೇಗವರ್ಧಕ,त्वरक
"ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*","त्वरित्र, त्वरक*"
ವೇಗವರ್ಧಕ ಸಮೀಕರಣ,त्वरक समीकरण
ವೇಗವರ್ಧಕ*,त्वरणलेखी*
ವೇಗವರ್ಧಕ,त्वरणमापी
ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ,त्वरणमापीय सुमेलन
ಪ್ರಿಸ್ಟ್ರೆಸರ್,प्राक्प्रबलक
ಮಾನ್ಯ ಅಕ್ಷರಗಳು,मान्य वर्ण
ಸ್ವೀಕಾರ ಕೋನ,स्वीकरण-कोण
ಸ್ವೀಕಾರ ವಿವರಣೆ,स्वीकरण-विनिर्देश
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,स्वीकारी परीक्षण
"ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು","ग्राही*, स्वीकारी"
ಗ್ರಾಹಕ ಪರಮಾಣು,ग्राही परमाणु
ಗ್ರಾಹಕ ಬಂಧ,ग्राही आबंध
ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್,ग्राही परिपथ
ಗ್ರಾಹಕ ಮಟ್ಟ,ग्राही स्तर
ದಾನಿ ಅಣು,आदाता अणु
ಗ್ರಾಹಕ ಆಸ್ತಿ,ग्राही गुणधर्म
ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ,ग्राही गुणधर्म तल
ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ,त्वरक नली
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ","अभिगम, प्रतीक्षा, अभिगम्यता"
ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ,अभिगम भुज
ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,अभिगम-तंत्र
ಪ್ರವೇಶ ಸಮಯ,अभिगम काल
ಪ್ರವೇಶಿಸುವಿಕೆ,अभिगम्यता
"ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು,अतिरिक्त प्रतिबन्ध
ಕಾಕತಾಳೀಯ,संयोगी संपात
ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ,संयोगी संपात-संशोधन
ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ,आकस्मिक द्विजनन
ಆಕಸ್ಮಿಕ ತಿರುವು,आकस्मिक द्विअपवर्तन
ಸಂದರ್ಶಕರ ದೋಷ,आगन्तुक त्रुटि
"ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್","आकस्मिक रोक, आकस्मिक जकड़"
ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ,आकस्मिक संचारण
ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ,आकस्मिक विचरण
ಹೊಂದಾಣಿಕೆ,समंजन
ನೆಲೆಗೊಂಡಿದೆ,प्रतिस्थित
ಸಂಚಿತ ದೋಷ,संचित त्रुटि
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","संचय, संचयन"
ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ,ऊर्जा संचय
ಸಂಚಯಕ*,संचायक*
ನಿಖರತೆ,यथार्थता
ರಿಯಾಲಿಟಿ,यथार्थ
ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ,यथार्थ उपकरण प्रेक्षण
ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್,यथार्थ परास चिह्नक
ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,यथार्थ क्रमवीक्षण
ಅಭ್ಯಾಸ,अभ्यसन
ವೇಗವರ್ಧಕ ಕೋಶ*,त्वरक कोष्ठ*
ವರ್ಣರಹಿತ ಮಸೂರ*,अवर्णक लेन्स*
ವರ್ಣರಹಿತ*,अवर्णक*
ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ,अवर्णक विश्लेषक
ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ,आवृत्ति निरपेक्ष ऐन्टेना
ವರ್ಣರಹಿತ ಆಕಾರ,अवर्णक आकृति
ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್,अवर्णक फ्रिंज
ವರ್ಣರಹಿತ ಮಸೂರ*,अवर्णक लेन्स*
ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ,अवर्णक बिन्दु पथ
ವರ್ಣರಹಿತ ಮಸೂರ,अवर्णक अभिदृश्य लेन्स
ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್,अवर्णक प्रिज़्म
ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ,अवर्णक दूरदर्शक
ವರ್ಣರಹಿತತೆ*,अवर्णकता*
ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*,अवर्णीकरण*
ವರ್ಣರಹಿತತೆ*,अवर्णकता*
"ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್","एकॉर्न नली, बंजु नली"
ಚಿಕಣಿ ಕವಾಟ,लघु वाल्व
ಅಕೋಫೋನಿ,एकूफ़ोनी
ಅಕೌಸ್ಟಿಕ್,ध्वानिक
ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,ध्वानिक अवशोषकता
ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ,ध्वानिक क्षीणन गुणांक
ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ,ध्वानिक क्षीणनांक
ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ,ध्वानिक चोर अलार्म
ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್,ध्वानिक धारिता
ಶ್ರವಣ ಕೇಂದ್ರ,श्रवण-केन्द्र
ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ,ध्वानिक स्पष्टकारी
ಅಕೌಸ್ಟಿಕ್ ಕವರ್,ध्वानिक छदपट्ट
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,ध्वानिक अनुवृत्ति
ಅಕೌಸ್ಟಿಕ್ ಘಟಕ,ध्वानिक घटक
ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ,ध्वानिक चालकता
ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್,ध्वानिक अवमंदन
ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ,ध्वानिक परिक्षेपण
ಧ್ವನಿ ಹ್ಯಾಕರ್,ध्वनि हासक
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*,ध्वानिक ऊर्जा*
ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ,ध्वनिक ऊर्जा समीकरण
ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ,ध्वानिक समीकरण
ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ,ध्वानिक पुनर्निवेश
ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು,क्लैडनी आकृतियाँ
ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್,ध्वानिक फ़िल्टर
ಧ್ವನಿ ಜನರೇಟರ್,ध्वनि जनित्र
ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್,ध्वानिक ग्रेटिंग
ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*,ध्वानिक प्रतिबाधा*
ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ,ध्वानिक जड़त्व
ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ,ध्वानिक तीव्रता
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್,ध्वानिक व्यतिकरणमापी
ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ,ध्वानिक अतिक्रमण संसूचक
ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್,ध्वानिक लेन्स
ಧ್ವನಿ ಸಾಲು,ध्वनि लाइन
ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ,ध्वानिक संहति
ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು,ध्वानिक सामग्री
ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ,ध्वानिक माध्य मुक्त पथ
ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್,ध्वानिक विधा
