Marathi,Hindi
प्रशासकीय मूल्यांकन,प्रशासनिक मूल्यांकन
प्रशासकीय मान्यता,प्रशासनिक अनुमोदन
प्रशासकीय अधिकार,प्रशासनिक प्राधिकारी
प्रशासकीय नियंत्रण,प्रशासनिक नियंत्रण
प्रशासकीय निर्णय,प्रशासनिक निर्णय
प्रशासकीय विभाग,प्रशासकीय विभाग
प्रशासकीय प्रमुख,प्रशासनिक प्रधान
प्रशासकीय मुख्यालय,प्रशासनिक मुख्यालय
प्रशासकीय उपाय,प्रशासनिक उपाय
प्रशासकीय शक्ती,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
प्रशासकीय मंजुरी,प्रशासनिक मंजूरी
प्रशासकीय तंत्र,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
प्रशासकीय न्यायाधिकरण,प्रशासनिक अधिकरण
प्रवेशयोग्यता,ग्राह्‌यता: स्वीकार्यता
स्वीकार्य खर्च,ग्राह्‌य व्यय
कबूल करा,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
प्रवेश कार्ड,"प्रवेश पत्र, प्रवेश पत्रक"
दाखल,"प्रविष्‍ट दाखिल, स्वीकृत"
सूचना,भर्त्‍सना करना
दत्तक,दत्‍तक
दत्तक,दत्‍तकगृहीता
दत्तक,"अंगीकरण, दत्‍तक-ग्रहण"
प्रौढ,"प्रौढ, वयस्क"
भेसळ,"अपमिश्रण, मिलावट"
व्यभिचार,जारकर्म
प्रौढ मताधिकार,वयस्क मताधिकार
अ‍ॅड व्हॅलोरम ड्यूटी,यथामूल्य शुल्क
प्रगती,"अग्रिम, पेशगी"
अ‍ॅडव्हान्स बुकिंग,अग्रिम बुकिंग
आगाऊ प्रत,अग्रिम प्रति
आगाऊ वाढ,अग्रिम  वृद्‌धि
आगाऊ भरणा,"अग्रिम अदायगी, अग्रिम भुगतान"
प्रतिकूल प्रविष्टी,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
प्रतिकूल टीका,प्रतिकूल अभ्युक्‍ति
प्रतिकूल अहवाल,प्रतिकूल रिपोर्ट
जाहिरात,विज्ञापन
सल्ला,"सलाह, सूचना, संज्ञापन"
देयकाचा सल्ला,"भुगतान सूचना, भुगतान-संज्ञापन"
सल्लागार समिती,सलाहकार समिति
सल्लागार परिषद,सलाहकार परिषद्
वकिली,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
घडामोडी,"कार्य, मामले"
प्रतिज्ञापत्र,"शपथपत्र, हलफ़नामा"
संलग्नता,संबंधन
पुष्टीकरण,"अभिपुष्‍टि, प्रतिज्ञान"
होकारार्थी,सकारात्मक
परवाना,"समर्थ होना, प्रदान करना, दे सकना"
उपरोक्त,पूर्वोक्‍त
पुन्हा,नए सिरे से
विरुद्ध,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
वय,"आयु, उम्र, युग"
वय प्रमाणपत्र,आयु प्रमाणपत्र
मताधिकार वय,मताधिकार आयु
वय मर्यादा,आयु सीमा
एजन्सी,"अभिकरण, एजेंसी"
अजेंडा,कार्यसूची
सेवानिवृत्तीचे वय,सेवानिवृत्‍ति आयु
अधोरेखित वय,अधिवर्षिता आयु
एकत्रिकरण,"समुच्चय, समूह"
संताप,व्यथित
आंदोलन,आंदोलन
एजीएम,"वार्षिक महासभा, वार्षिक आमसभा"
करार,"क़रार, अनुबंध, सहमति, रजामंदी"
करार फॉर्म,"क़रारनामा, अनुबंध पत्र"
शेती,कृषि
कृषी-उद्योग,कृषि-उद्‌योग
मदत,"सहायता, मदद"
गजर,"आपद संकेत, खतरे का संकेत, अलार्म"
सतर्कता,सजगता
उर्फ,"उपनाम, उर्फ़ (क्रि.वि.)"
आरोप,अभिकथन
निष्ठा,निष्ठा
युती,मैत्री
संबद्ध सेवा,सम्बद्‌ध सेवाएं
सर्व समावेशक किंमत,सर्वसमावेशी लागत
अखिल भारतीय सेवा,अखिल भारतीय सेवा
वाटप,नियतन
वाटप,आबंटन
वाटप पत्र,आबंटन-पत्र
अ‍ॅलोटी,आबंटिति
परवानगीयोग्य,"अनुज्ञेय, अनुमतियोग्य"
अनुमत खर्च,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
अपीलला परवानगी द्या,अपील मंजूर करना
भत्ता,"भत्‍ता, छूट"
सर्व हक्क राखीव,सर्वाधिकार सुरक्षित
वर्णमाला क्रम,"वर्णक्रम, अकारादिक्रम"
भांडण,कहासुनी
वैकल्पिक,"एकांतर, विकल्पी"
पर्यायी,"विकल्प, वैकल्पिक"
एकत्रिकरण,समामेलन
सुधारित मसुदा,"संशोधित मसौदा, संशोधित प्रारूप"
दुरुस्ती,संशोधन
सुविधा,सुख-सुविधा
मैत्रीपूर्ण,"सौहार्दपूर्ण, मैत्रीपूर्ण"
दारूगोळा,गोला-बारूद
कर्जाचे or न्टायझेशन,"ऋण परिशोधन, ऋण मुक्‍ति"
रक्कम,"राशि, रक़म, मात्रा"
पेन्शनची रक्कम,पेन्शन राशि
समान पोस्ट,अनुरूप पद
विश्लेषण,विश्‍लेषण
विश्लेषणात्मक अभ्यास,विश्‍लेषणात्मक अध्ययन
पूर्वज,पूर्वज
सहायक उद्योग,अनुषंगी उद्‌योग
वैर,बैर
जोड,संलग्नक
वर्धापनदिन,वर्षगांठ
घोषणा,"उद्‌घोषण, ऐलान, आख्यापन"
त्रास,"खिन्‍नता, चिढ, खीज"
वार्षिक आर्थिक विधान,वार्षिक वित्‍तीय विवरण
वार्षिक अहवाल,वार्षिक रिपोर्ट
वार्षिकी,वार्षिकी
अज्ञात,"अनाम, गुमनाम"
अज्ञात तक्रार,गुमनाम शिकायत
उत्तरदायित्व,जवाबदेही
उत्तरपत्रिका,उत्‍तर पत्रक
विरोधी,विरोधी
पूर्वज,पूर्ववृत्‍त
अपेक्षित खर्च,प्रत्याशित व्यय
अपेक्षित उत्पन्न,प्रत्याशित आय
अपेक्षा,"प्रत्याशा, पूर्वानुमान"
अपेक्षित जामीन,अग्रिम ज़मानत
भ्रष्टाचारविरोधी उपाय,भ्रष्‍टाचार-निरोधक उपाय
अँटी-डंपिंग,"प्रति-पाटन, पाटन-निरोधी"
प्राचीन,पुरावस्तु
वर्णभेद,रंगभेद
औदासिन्य,उदासीनता
शिखर शरीर,शीर्ष निकाय
दिलगिरी,क्षमायाचना
अपील,"अपील, अपील करना"
देखावा,"हाजि़री, उपसंजाति, रूप"
शांतता,तुष्‍टीकरण
अपील न्यायाधिकरण,अपील अधिकरण
परिशिष्ट,परिशिष्‍ट
उपकरण,उपयंत्र
लागू,"अनुप्रयोज्य, लागू"
अर्जदार,आवेदक
अर्ज,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
अर्ज,"आवेदन पत्र, अर्ज़ी"
लागू,अनुप्रयुक्‍त
अर्ज करा,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
नेमणूक,नियुक्‍त व्यक्‍ति
अधिकाराची नेमणूक,नियुक्‍ति प्राधिकारी
नियुक्ती,नियुक्‍ति
नियुक्ती पत्र,नियुक्‍ति पत्र
मंत्रिमंडळाची नेमणूक समिती,मंत्रीमंडलीय नियुक्‍ति समिति
वेतनाचे विभाजन,मजदूरी प्रभाजन
मूल्यमापन,"मूल्यनिरूपण, आंकना"
मूल्यांकनकर्ता,मूल्यांक
कौतुक,"सराहना, वृद्‌धि"
भीती,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
शिकाऊ उमेदवार,शिक्षु
संपर्क साधा,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
योग्य,"उपयुक्‍त, उचित, विनियोजन करना"
योग्य कृती,उचित कार्रवाई
योग्य डोके,उपयुक्‍त शीर्ष
विनियोग,विनियोजन
मान्यता,अनुमोदन
अंदाजे,"लगभग, सन्‍निकट"
योग्यता चाचणी,"अभिक्षमता परीक्षा, रुझान परीक्षण"
अनियंत्रित,मनमाना
लवाद,मध्यस्थता करना
लवाद,"विवाचन, माध्यस्थम्"
लवाद न्यायाधिकरण,माध्यस्थम् अधिकरण
लवाद,"विवाचक, मध्यस्थ"
आर्किटेक्चर,वास्तुकला
संग्रहण,अभिलेखागार
क्षेत्र,"क्षेत्र, क्षेत्रफल"
क्षेत्र मुख्यालय,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
युक्तिवाद,"तर्क, बहस"
उद्भवू,"उठना, उद्‌भूत होना, पैदा होना"
सशस्त्र सेना,"सशस्त्र बल, सशस्त्र सेनाएं"
व्यवस्था,"व्यवस्था, विन्यास, प्रबंध"
थकबाकी,बक़ाया
थकबाकी विधान,बक़ाया विवरण
आगमन अहवाल,आगमन रिपोर्ट
गर्विष्ठपणा,"दंभ, अक्खड़पन"
शस्त्रागार,"आयुधागार, शास्त्रागार"
लेख,"अनुच्छेद, वस्तु, लेख"
संघटनेचा लेख,संस्था के अंतर्नियम
लेख,नियमावली
चढत्या ऑर्डर,आरोही क्रम
निश्चित करा,अभिनिश्‍चित करना
कोठे आहे,जैसा है जहाँ है
पैलू,"पहलू, पक्ष, दृष्‍टि"
भ्रष्टाचार,लांछन
हत्या,"हत्या, हनन"
हल्ला,हमला
एकत्र करा,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
असेंब्ली,"सभा, जमाव"
मान्यता,अनुमति
ठामपणे,"दृढ़ता से कहना, जोर देकर कहना"
निर्धारक,निर्धारिती
मूल्यांकन,निर्धारण
मूल्यांकन वर्ष,निर्धारण वर्ष
मूल्यांकनकर्ता,"कर-निर्धारक, असेसर"
मालमत्ता,परिसंपत्‍ति
असिशात,समनुदेशिती
असाइनमेंट,"समनुदेशन, सुपुर्द काम"
असाइनर,समनुदेशक
सहाय्य,"सहायता, मदद"
सहयोगी,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
असोसिएशन,"संघ, संगम, संबंध, साहचर्य"
शुल्काची धारणा,कार्यभार-ग्रहण
आश्वासन,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
आश्वासन कंपनी,बीमा कंपनी
आश्वासन,आश्‍वस्त करना
सूट वर,बट्टे पर
अणु शक्ती,परमाणु शक्‍ति
समम वर,सममूल्य पर
प्रीमियमवर,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
संलग्न करा,"साथ लगाना, संलग्न करना, कुर्की करना"
संलग्न कार्यालय,संलग्न कार्यालय
संलग्नक,"संलग्नक, कुर्की"
संलग्नक ऑर्डर,कुर्की आदेश
प्राप्ती,"लब्धि, प्राप्‍ति"
प्रयत्न,"प्रयत्‍न करना, प्रयत्‍न"
उपस्थिती,"उपस्थिति, हाजि़री"
उपस्थिती नोंदणी,"उपस्थिति पंजी, हाजि़री रजिस्टर"
उपस्थिती स्लिप,उपस्थिति पर्ची
लक्ष,"ध्यान, सावधान"
प्रमाणीकरण,"अनुप्रमाणन, तसदीक़"
प्रमाणित प्रत,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
वृत्ती,अभिवृत्‍ति
आकर्षक पगार,आकर्षक वेतन
लिलाव,नीलामी
लिलाव,नीलामकर्ता
लिलाव विक्री,नीलामी बिक्री
प्रेक्षक,"श्रोता, दर्शक, सुनवाई, दर्शन"
ऑडिओ-व्हिज्युअल प्रदर्शन,दृश्य-श्रव्य प्रदर्श
ऑडिओ-व्हिज्युअल प्रसिद्धी,दृश्य-श्रव्य प्रचार
ऑडिट,"लेखापरीक्षा, संपरीक्षा"
ऑडिट खाती,"परीक्षित लेखा, संपरीक्षित लेखा"
ऑडिट बॅलन्स शीट,समपरीक्षित तुलनपत्र
ऑडिटिंग,लेखा परीक्षण
ऑडिट आक्षेप,लेखापरीक्षा आपत्‍ति
ऑडिटरचा अहवाल,लेखापरीक्षक की रिपोर्ट
सभागृह,प्रेक्षागृह
ऑडिट परिच्छेद,लेखापरीक्षा पैरा
ऑडिट अहवाल,लेखापरीक्षा रिपोर्ट
कठोरता,मितोपभोग
कठोरपणाचे उपाय,मितोपभोग उपाय
अस्सल,प्रामाणिक
अधिकृत प्रतिनिधी,प्राधिकृत प्रतिनिधि
अधिकृत,"प्राधिकृत, प्राधिकारिक"
अधिकार,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
प्राधिकरण पत्र,प्राधिकार पत्र
अधिकृत,प्राधिकृत
अधिकृत भांडवल,प्राधिकृत पूंजी
स्वयंचलित,स्वचालित
स्वायत्त,स्वायत्‍त
स्वायत्त शरीर,स्वायत्‍त निकाय
स्वायत्तता,स्वायत्‍तता
सहाय्यक,सहायक
उपलब्ध,"प्राप्य, उपलब्ध"
सरासरी,"औसत, सामान्य"
सरासरी रजा,औसत छुट्टी
प्रतिकार,विरुचि
टाळतो,बचा लेना
टाळा,"परिहार करना, परिवर्जन करना, से बचना"
कर टाळणे,कर देने से बचना
प्रतीक्षा केली,प्रतीक्षित
पुरस्कार,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
पुरस्कार प्राधिकरण,अधिनिर्णयन प्राधिकारी
जागरूकता,जागरूकता
बॅकडेटेड,पूर्व-दिनांकित
पार्श्वभूमी,पृष्‍ठभूमि
परत लॉग,पिछला बक़ाया
मागे होणे,"मुकर जाना, से हटना"
परत संदर्भ,पिछला संदर्भ
बॅक अप,पूर्तिकर
मागास वर्ग,पिछड़ा वर्ग
मागास जमाती,पिछड़ी जनजाति
वाईट सौदा,"अलाभकर सौदा, घाटे का सौदा"
वाईट वागणं,बुरा व्यवहार
वाईट वर्ण,"दुश्‍चरित्र, दु:शील"
वाईट हवामान भत्ता,विषम जलवायु भत्‍ता
वाईट आचरण,दुराचरण
वाईट कर्ज,अशोध्य ऋण
सामान,असबाब
जामीन,ज़मानत
शिल्लक,"शेष, बाक़ी, संतुलन"
शिल्लक खाली आणले,अधोनीत शेष
शिल्लक पुढे आणले,अग्रेनीत शेष
संतुलित बजेट,संतुलित बजट
शिल्लक पत्रक,तुलन पत्र
मतपत्रिका,"मतपत्र, मतदान"
मतपेटी,मतपेटी
मतपत्रिका,मतपत्र
बंदी,"प्रतिबंध, रोक, पाबंदी"
बँक,"बैंक, साहूकारी करना"
बँक खाते,बैंक खाता
बँक बॅलन्स,बैंक शेष
बँक शुल्क,बैंक प्रभार
बँक हमी,"बैंक गारंटी, बैंक प्रत्याभूति"
बँक सुट्टी,बैंक अवकाश
बँकिंग सुविधा,बैंकिंग सुविधाबैंककारी सुविधा
बँकिंग तास,बैंकिंग कार्य-समय
बँकिंग व्यवहार,"बैंक कार्य-व्यवहार, बैंक लेन-देन"
बँक दर,बैंक दर
बँक सलोखा,बैंक समाधान
दिवाळखोर,दिवालिया
बँक सुरक्षा,"बैंक प्रतिभूति, बैंक ज़मानत"
बँक स्टेटमेंट,बैंक विवरण
मेजवानी,"प्रीतिभोज, भोज"
बार कौन्सिल,"विधिज्ञ परिषद्, बार काउंसिल"
सौदा,"सौदा, सौदा करना"
बार्गेनिंग,"सौदेबाजी, सौदाकारी"
नापीक जमीन,बंजर भूमि
बार्टर,वस्तु विनिमय
पाया,आधार
निराधार,"निराधार, बेबुनियाद"
तळघर,तहख़ाना
बेस वर्ष,आधार वर्ष
मूलभूत,"मूल, बुनियादी"
मूलभूतपणे,मूलतः बुनियादी तौर पर
मूलभूत बुद्धिमत्ता,आधारिक आसूचना
मूलभूत वेतन,मूल वेतन
मूलभूत वेतन,मूल वेतनमान
मूलभूत प्रशिक्षण,बुनियादी प्रशिक्षण
आधार,आधार
बॅच,"बैच, टोली, खेप, घान"
बिल्ला क्रमांक,"बैच नंबर, खेप नंबर"
वाहक तपासणी,धारक चैक
उद्धृत करण्यापूर्वी,पूर्व-कथित
वर्तन,व्यवहार
विश्वास,विश्‍वास
समम खाली,अवमूल्य पर
खंडपीठ,"न्यायपीठ, बेंच"
बेंचमार्क,"तल चिह्‌न, मानक"
फायदेशीर,"लाभप्रद, हितकारी"
लाभार्थी,"हितभागी, लाभार्थी"
फायदा,"हितलाभ, हित, लाभ"
संशयाचा फायदा,संदेह लाभ
परोपकार,हितकारिता
बेनिव्हॉलेंट फंड,हितकारी निधि
निर्विकार,"वसीयत करना, वसीयत द्‌वारा देना"
वकील,वसीयत
शोक,शोकसंतप्त
सर्वोत्तम प्रयत्न,भरसक प्रयत्‍न
बेटरमेंट,"सुमुन्नति, बेहतरी, खुशहाली"
पूर्वाग्रह,"अभिनति, झुकाव, पूर्वाग्रह"
पक्षपाती मत,पूर्वाग्रही मत
ग्रंथसूची,ग्रंथसूची
द्विवार्षिक,द्‌विवार्षिक
द्विपक्षीय,दो भागों में बांटना/बंटना
बिगॅमी,द्‌विविवाह
द्विपक्षीय,द्‌विपक्षीय
द्विभाषिक,द्‌विभाषी
द्विभाषिक,"द्‍‌विसदन, द्‌विसदनी"
बिल,"विधेयक, बिल"
विनिमयाची पावती,विनिमय पत्र
द्विपक्षीय अहवाल,"द्‌विमासिक रिपोर्ट, अर्धमासिक रिपोर्ट"
बंधनकारक,"जिल्दसाजी, बाध्यकारी"
बायोडाटा,जीवनवृत्‍त
द्विपक्षीय,"द्‌विदक्षीय, द्‌विदलीय"
द्विपक्षीय करार,द्‌विपक्षीय करार
वर्धापन दिन,जन्म वर्षगाँठ
जन्म प्रमाणपत्र,जन्म प्रमाणपत्र
जन्म नियंत्रण,संतति निरोध
जन्मदिनांक,"जन्म तिथि, जन्म की तारीख"
जन्म ठिकाण,जन्म स्थान
जन्म दर,जन्मदर
द्विपक्षीय,"पाक्षिक, अर्ध-साप्ताहिक"
काळा अर्थव्यवस्था,काली अर्थव्यवस्था
काळा यादी,"काली सूची, काली सूची में नाम डालना"
ब्लॅकमेल,भयादोहन
काळा बाजार,"चोर बाजार, काला बाजार"
दोष,दोष लगाना
रिक्त तपासणी,कोरा चेक
ब्लँकेट डील,व्यापक सौदा
ब्लँकेट ऑर्डर,व्यापक आदेश
ब्लास्ट,धमाका
मिश्रण,सम्मिश्रण
ब्लॉक,"खंड, ब्लॉक"
नाकेबंदी,"नाकाबंदी, अवरोध"
अवरोधित भांडवल,अवरूद्‌ध पूंजी
ब्लॉक लेटर,"बड़ा अक्षर, साफ़ अक्षर"
रक्तदान,रक्‍तदान
रक्त संबंध,रक्‍त-संबंधी
ब्लू कॉलर जॉब,कायिक कार्य
ब्लूप्रिंट,"ब्लूप्रिंट, खाका"
ब्लफ,झांसा
बोर्ड,"बोर्ड, मंडल, गत्‍ता"
बोर्डिंग आणि लॉजिंग,भोजन तथा आवास
संचालक मंडळ,निदेशक मंडल
महसूल मंडळ,राजस्व मंडल
शरीर,निकाय
अंगरक्षक,अंगरक्षक
बोगस व्हाउचर,जाली वाउचर
बोनाफाइड्स,"सद्‍भाव, सदाशयता"
बाँड,"बंधपत्र, बांड"
बंधनकारक कामगार,बंधुआ मज़दूर
बोनस,बोनस
बुकिंग कार्यालय,"टिकटघर, बुकिंग कार्यालय"
बुक-कीपर,"बही लेखक, मुनीम"
पुस्तक ठेवणे,"बहीखाता पद्‌धति, बहीखाता-लेखन"
पुस्तिका,पुस्तिका
संदर्भ पुस्तक,संदर्भ पुस्तक
पुस्तक मूल्य,"खाता मूल्य, अंकित मूल्य"
बूथ,"बूथ, कोष्‍ठ, मतदान कोष्‍ठ"
बूथ कॅप्चरिंग,"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना"
सीमा भत्ता,सीमा भत्‍ता
सीमारेषा,"सीमारेखा, सीमावर्ती (वि.)"
कर्जदार,उधारकर्ता
कर्ज घेण्याची शक्ती,"उधार लेने की शक्‍ति, ऋणादान शक्‍ति"
बॉस,बॉस
अडथळा,गत्यवरोध
कंस,कोष्‍ठक
सीमा,सीमा
बहिष्कार,"बहिष्कार, बॉयकाट"
बुध्दीमानांची गळती,प्रतिभा पलायन
शाखा कार्यालय,शाखा कार्यालय
उल्लंघन,"भंग, तोड़ना"
कराराचा भंग,क़रार-भंग
आत्मविश्वासाचा भंग,विश्‍वास भंग
करारभंग,संविदा भंग
शिस्तीचा भंग,अनुशासन भंग
कायद्याचा भंग,"विधिभंग, क़ानून तोड़ना"
शांततेचा भंग,शांति भंग
विशेषाधिकार उल्लंघन,विशेषाधिकार भंग
वचन उल्लंघन,वचन भंग
नियम उल्लंघन,नियम भंग
विश्वास उल्लंघन,"विश्‍वास भंग, अमानत में खयानत"
ब्रेक,"टूट-फूट, टूट-फूट प्रभार"
यंत्रातील बिघाड,ठप
सेवेत ब्रेक,सेवा में व्यवधान
ब्रेक-अप,ब्योरा
प्रजनन,नस्ल
लाच,"घूस, रिश्‍वत"
संक्षिप्त,"संक्षिप्त, पक्षसार, ब्रीफ़"
संक्षिप्त,"सार बताना, पक्षसार बताना"
संक्षिप्त सारांश,संक्षिप्त वृत्‍त
चमकदार रेकॉर्ड,"शानदार कीर्तिमान, शानदार रिकार्ड"
लक्षात घ्या,ध्यान में लाना
प्रसारण,प्रसारण
ब्रॉडशीट,बड़ा चिट्ठा
माहितीपत्रक,विवरणिका
दलाली,दलाली
पुढे आणले (बी/एफ),अग्रानीत
अर्थसंकल्प वाटप,बजट नियतन
बगेटरी कंट्रोल,बजट नियंत्रण
अर्थसंकल्प अंदाज,"बजट प्राक्कलन, बजट अनुमान"
अर्थसंकल्प तरतूद,बजट प्रावधान
इमारत,"भवन, इमारत"
बल्क,"थोक, अंबार, ढेर, अधिकांश, परिमाण"
मोठ्या प्रमाणात खरेदी,थोक खारीद
बुलेटिन,बुलेटिन
बम्पर पीक,भरपूर पैदावार
रिक्त जागा,रिक्‍तियों का गुच्छन
बंगळ,"गोलमाल, गोलमाल करना"
नोकरशाही,"अधिकारी तंत्र, नौकरशाही, दफ्तरशाही"
नोकरशाही,दफ्तरशाह
व्यवसाय वर्ग,व्यवसाय वर्ग
व्यवसाय तास (= व्यवसायाचे तास),कारोबार का समय
व्यापारी,"व्यवसायी, कारोबारी"
परत खरेदी,"वापसी खरीद, प्रतिक्रय"
खरेदीदार,"क्रेता, खरीदार"
बाय निवडणूक (= निवडणुकीद्वारे),"उप-निर्वाचन, उपचुनाव"
हाताने तयार केलेल्या,दस्ती
पोस्टाने,"डाक से, डाक द्‌वारा"
