Hindi,Kannada
पश्च टेक,ಬ್ಯಾಕ್ ಪ್ರಾಪ್
पश्चावलोकन,ಹಿಂದಿನ ದೃಷ್ಟಿ
पश्चजल,ಹಿಂಬದಿ ನೀರು
व्यारोध,ಅಡ್ಡಿಪಡಿಸು
थैला पुशताबंदो,ಬ್ಯಾಗ್ವರ್ಕ್
गिट्टी,ನಿಲುಭಾರ
बॉल मृत्तिका,ಬಾಲ್ ಕ್ಲೇ
बॉल शंकुआकार शिकंजा,ಬಾಲ್ ಕೋನ್ ಕ್ಲಾಂಪ್
काँटेदार तार,ಮುಳ್ಳುತಂತಿ
छड़ कुत्ता,ಬಾರ್ ನಾಯಿ
त्रयंकी पार्श्व फलक,ಬಾರ್ಜ್ ಬೋರ್ಡ್
बेरियम सल्फेट परीक्षण,ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ
बैराज,ಬ್ಯಾರೇಜ್
बरेट,ಬ್ಯಾರೆಟ್
क्षार,ಬೇಸ್
बेस विनिमय,ಮೂಲ ವಿನಿಮಯ
आधार रेखा,ಬೇಸ್ ಲೈನ್
तहखाना/अधोभवन,ನೆಲಮಾಳಿಗೆ
अधोगृह भित्ति,ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ
आधार पट्टिका,ಬೇಸ್ ಪ್ಲೇಟ್
समायोज्य आधार पट्टिका,"ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ"
क्षार संतृप्ति,ಮೂಲ ಶುದ್ಧತ್ವ
बेसाइड,ಬಸಾಯಿಡ್
रोड़ा,ಬ್ಯಾಟ್
स्नानागर व शौच कुण्ड,ಬಾತ್ ಮತ್ತು WC
सलामी खूँटी,ಬ್ಯಾಟರ್ ಪೆಗ್
सलामी पाया,ಬ್ಯಾಟರ್ ಪಿಯರ್
सलामी नियम,ಬ್ಯಾಟರ್ ನಿಯಮ
बॉक,ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್)
खंडक,ಕೊಲ್ಲಿ
धारक,ಬೇರರ್
धारण क्षमता,ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
धारक पाइल,ಬೇರಿಂಗ್ ಪೈಲ್
धारक स्तर,ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್
आधार तल,ಹಾಸಿಗೆ
संस्तरण तल,ಹಾಸಿಗೆ ವಿಮಾನ
पड़ी दरज,ಬೆಡ್ ಜಂಟಿ
अश्माधार,ಬೆಡ್ ರಾಕ್
शयन कक्ष,ಮಲಗುವ ಕೋಣೆ
मधुमोम,ಜೇನುಮೇಣ
बैल बॉक्स,ಬೆಲ್ ಬಾಕ್ಸ್
बैलिंग बकेट,ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್
बैलोफ्राम,ಬೆಲ್ಲೋಫ್ರಾಮ್
पैड़ीदार नींव,ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ
पैड़ी बनाना,ಬೆಂಚಿಂಗ್
निदेश तलचिह्न,ಮಾನದಂಡ
हितलाभ लागत विश्लेषण,ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
उपतट,ಬೆರ್ಮ್
ढालू डेली,ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ
संस्तर/B-होराइजन,"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-"
बीएट,ಬಿಯಾಟ್
बंधक,ಬೈಂಡರ್
बंधक पदार्थ,ಬೈಂಡಿಂಗ್ ವಸ್ತು
बायोट का सिद्धांत,ಬಯೋಟ್ ಸಿದ್ಧಾಂತ
बीटूमन,ಬಿಟುಮೆನ್
काली मृदा,ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
काली मिट्टी,ಕಪ್ಪು ಭೂಮಿ
काली शाब्दल मृदा,ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು
फलक,ಬ್ಲೇಡ್
वात्या भट्टी धातुमल सीमेंट,ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್
खंडीय संरचना,ಬ್ಲಾಕ್ ರಚನೆ
बोगी संचलन प्रतिरोध,ಬೋಗಿ ಪ್ರತಿರೋಧ
दलदल लोह खनित्र,ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು
चाल (चिनाई की),ಕರಾರುಪತ್ರ
बद्ध अवयव,ಬಂಧಿತ ಸದಸ್ಯ
बद्ध प्रत्ययित तनन,ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್
बंधक पत्थर,ಬಾಂಡ್ ಕಲ್ಲು
बद्ध जल,ಬೌಂಡ್ ನೀರು
पेटिकाकार नाली,ಬಾಕ್ಸ್ ಗಟರ್
बंधनी,ಬ್ರೇಸ್
खड़ी ईंट,ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್
ब्राइडल,ಬ್ರಿಡ್ಲ್
द्युति,ಹೊಳಪು
भूरी मृदा,ಕಂದು ಮಣ್ಣು
भवन,ಕಟ್ಟಡ
भवन सर्वेक्षक,ಕಟ್ಟಡ ಸರ್ವೇಯರ್
बफर (रोधक),ಬಫರ್
रोधनवक या अनुपामन वक,ಬಫರ್ ಕರ್ವ್
रोधन,ಬಫರಿಂಗ್
रोधन क्षमता,ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
बन्दर,ಬಂದರ್
पुश्ता,ಬಟ್ರೆಸ್
c-संस्तर/c-होराइजन,ಸಿ-ಹಾರಿಜಾನ್
तार/केबल,ಕೇಬಲ್
तारगढ़ाई,ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್
केबिल तंत्र,ಕೇಬಲ್ ಹಾಕುವುದು
केबिन,ಕ್ಯಾಬಿನ್
केबिन अंकुश,ಕ್ಯಾಬಿನ್ ಹುಕ್
मंजूषा,ಕ್ಯಾಬಿನೆಟ್
ध्वनि शोषण चादर,ಕಾಬೋಲ್ಟ್ ತೊರೆದರು
कैफेटेरिया,ಕೆಫೆಟೇರಿಯಾ
पिंजरा,ಪಂಜರ
पिंजरानुमा निर्माण,ಪಂಜರ ನಿರ್ಮಾಣ
केनसूत्र,ಕೇನ್ ಅವರ ಸೂತ್ರ
कैसन (या कॉफर),ಕೈಸನ್
कैसन रोग,ಕೈಸನ್ ಕಾಯಿಲೆ
केसन नींव,ಕೈಸನ್ ಅಡಿಪಾಯ
कैसन पाइल,ಕೈಸನ್ ರಾಶಿ
चूनेदार ईंट,ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ
चूनेदार मिट्टी,ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು
चूनेदार पपड़ी,ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್
केल्सीकरण,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
निस्तापन,ಕ್ಯಾಲ್ಸಿನೇಷನ್
कैलसाइन,ಕ್ಯಾಲ್ಸಿನ್
कैल्साइट,ಕ್ಯಾಲ್ಸೈಟ್
कैल्शियम एल्यूमिनेट सीमेंट,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
कैल्शियम सिलीकेट ईंट,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
कैल्शियम सिलिकेट हाईड्रेट,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
कालीचे,ಕ್ಯಾಲಿಚೆ
कैलिफोर्निया असर अनुपात,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
केलिपर,ಕ್ಯಾಲಿಪರ್
कैलोरीमीटर,ಕ್ಯಾಲೋರಿಮೀಟರ್
न्युब्ज़ता/कैम्बर,ಕ್ಯಾಂಬರ್
नहर,ಕಾಲುವೆ
कैनॉपी,ಮೇಲಾವರಣ
बहुधारन पद,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
टोपी,ಕ್ಯಾಪ್
धारिता,ಸಾಮರ್ಥ್ಯ
रेल पथ क्षमता,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
टोपी कंडरा,ಕ್ಯಾಪ್ ಕೇಬಲ್
केशिकत्व,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
केशिका विच्छेद,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
केशिका प्रवाह,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
केशिका आर्द्रता या केशिका जल,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
केशिका रंध्र अवकाश,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
केशिका रंध्रता,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
केशिका अवकाश,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
प्रग्रहण वेग,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
कार्बोनेशन,ಕಾರ್ಬೊನೇಶನ್
कार्बन काजल,ಕಾರ್ಬನ್ ಕಪ್ಪು
ढलने योग्य उच्च तापसह,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
स्वस्थान ढली,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
यथास्थान बनाई पाइल,ಎರಕಹೊಯ್ದ ರಾಶಿ
कैस्टर,ಕ್ಯಾಸ್ಟರ್
ढला पत्थर,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
उत्प्रेरक,ವೇಗವರ್ಧಕ
मृदा श्रृंखला,ಕ್ಯಾಟೆನಾ
विडाल मुख,ಬೆಕ್ಕಿನ ಮುಖ
कैट हैड,ಬೆಕ್ಕಿನ ತಲೆ
धनायन,ಕ್ಯಾಶನ್
कैट बॉक,ಬೆಕ್ಕಿನ ನಡಿಗೆ
कोटरन क्षति,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
सेलाइट,ಸೆಲೈಟ್
कोशिकीय कंक्रीट,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
कोशिकीय निर्माण,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
सीमेंट,ಸಿಮೆಂಟ್
बिटुमनी सीमेंट,"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
शीघ्र सामर्थ्य सीमेंट,"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
जलीय सीमेंट,"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
न्यून ऊष्मा सीमेंट,"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
चिनाई सीमेंट,"ಸಿಮೆಂಟ್, ಕಲ್ಲು"
प्राकृतिक सीमेंट,"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
पोर्टलैंड सीमेंट,"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट,"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
पोर्टलैंड पोजोलॉन सीमेंट,"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
सीमेंट धातुमल,"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
सल्फेट प्रतिरोधी सीमेंट,"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
सुपरसल्फेटेड सीमेंट,"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
श्वेत सीमेंट,"ಸಿಮೆಂಟ್, ಬಿಳಿ"
सीमेंट मिलावा अनुपात,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
सीमेंट अंश,ಸಿಮೆಂಟ್ ವಿಷಯ
सेमेंट जेल,ಸಿಮೆಂಟ್ ಜೆಲ್
सीमेंट गन,ಸಿಮೆಂಟ್ ಗನ್
सीमेंट भट्टी,ಸಿಮೆಂಟ್ ಗೂಡು
सीमेंट प्रलेप,ಸಿಮೆಂಟ್ ಬಣ್ಣ
सीमेंट प्लास्टर,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
सीमेंट शैल,ಸಿಮೆಂಟ್ ಕಲ್ಲು
सीमेंट घोल,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
सीमेंट भंडारण,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
सीमेंटीकरण प्रक्रम,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
ढूला,ಕೇಂದ್ರೀಕರಣ
ढूला बनाना,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
केन्द्रीय मिश्रित कंक्रीट,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
केन्द्रीय मिश्रक,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
अपकेन्द्री पंखा,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
खड़िया,ಚಾಕ್
शैम्फर,ಚೇಂಫರ್
निष्कोणन पत्ती,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
चैनल धरन,ಚಾನಲ್ ಕಿರಣ
अभिलाक्षणिक भार,ವಿಶಿಷ್ಟ ಲೋಡ್
अभिलाक्षणिक सामर्थ्य,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
शुल्क माफी,ಚಾರ್ಜ್ ಆಫ್
भरण,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
तरेड़न,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
रासायनिक आबंध,ರಾಸಾಯನಿಕ ಬಂಧ
चर्नोजेम,ಚೆರ್ನೋಜೆಮ್
चैस्टनट मृदा,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
धुआरा पनाली,ಚಿಮಣಿ ಗಟಾರ
अपखण्ड फलक,ಚಿಪ್ ಬೋರ್ಡ್
छीलना,ಚಿಪ್ಪಿಂಗ್
दाना,ಚಿಪ್ಸ್
ढलवा नाली,ಗಾಳಿಕೊಡೆ
श्रेणी (कंक्रीट की),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
मृत्तिका,ಕ್ಲೇ
मृत्तिका अंश,ಕ್ಲೇ ವಿಷಯ
मृत्तिका दृढ़ पटल,ಕ್ಲೇ ಪ್ಯಾನ್
सफाई द्वार,ಕ್ಲೀನ್ಔಟ್
निर्वात सुधार,ಸ್ವಚ್ಛಗೊಳಿಸಿ
गुटका,ಕ್ಲೀಟ್
क्लिंकर,ಕ್ಲಿಂಕರ್
क्लिप,ಕ್ಲಿಪ್
स्कंदन,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
स्थूल समुच्चय/मोटा मिलावा,ಒರಟಾದ ಒಟ್ಟು
स्थूल कणीय मृदा,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
कोट,ಕೋಟ್
कॉफर बाँध,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
ससंजन,ಒಗ್ಗಟ್ಟು
कोलाइड,ಕೊಲಾಯ್ಡ್
कोलाइडी-आर्द्रता तुल्यांक अनुपात,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
मिश्रोढ़ मृदा,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
स्तम्भ/टेक/संपीडांग,ಅಂಕಣ
कंकतित परिष्कृति,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
संयुक्त पाद,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
संयुक्त जल,ಸಂಯೋಜಿತ ನೀರು
सामान्य कक्ष,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
पूर्णावस्था प्रमाण पत्र,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
अंग वर्ग,ಘಟಕ ಚೌಕ
कंक्रीट,ಕಾಂಕ್ರೀಟ್
कंकड़ स्तरन,ಕಾಂಕ್ರೀಟಿಕರಣ
समेकित दर या एक समान दर,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
दूषणकारक,ಮಾಲಿನ್ಯಕಾರಕಗಳು
खाना रखने स्थान,ಅಲ್ಕೋವ್ ಅಡುಗೆ
मुंडेर/कोपिंग,ನಿಭಾಯಿಸುವುದು
टोड़ा,ಕಾರ್ಬೆಲ್
कॉनिस,ಕಾರ್ನಿಸ್
युग्मक,ಸಂಯೋಜಕ
द्वि-युग्मक,"ಕಪ್ಲರ್, ಡಬಲ್"
कड़ी युग्मक,"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
भ्रामी युग्मक,"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
रद्दा,ಕೋರ್ಸ್
बेतरतीब रद्देदार ढोका चिनाई,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
आच्छादित क्षत्र,ಆವರಿಸಿದ ಪ್ರದೇಶ
विसर्पण,ತೆವಳುವ
विसर्पण गुणांक,ಕ್ರೀಪ್ ಗುಣಾಂಕ
क्रोटोवाइन,ಕ್ರೊಟೊವಿನ್
काक पाद,ಕಾಗೆ ಕಾಲು
आचूर्ण संरचना,ಕ್ರಂಬ್ ರಚನೆ
कर्ब,ದಂಡೆ
धारा,ಪ್ರಸ್ತುತ
वक्र-प्रतिरोध (रेल),ಕರ್ವ್ ಪ್ರತಿರೋಧ
आर्द्रतारोधी स्तर,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
पूर्ण होने की तिथि,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
अचल भार,ಡೆಡ್ ಲೋಡ್
धीर जल,ಸತ್ತ ನೀರು
डेसीबल,ಡೆಸಿಬೆಲ್
अनूर्पान,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
वातन कोटि या वायु अवकाश अनुपात,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
समुच्चयन कोटि,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
प्रकीर्णन कोटि,ಪ್ರಸರಣದ ಪದವಿ
संतृप्ति कोटि,ಶುದ್ಧತ್ವದ ಪದವಿ
घनता (आवासीय),ಸಾಂದ್ರತೆ
भरू कुट्टिम,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
मरू मृदा,ಮರುಭೂಮಿ ಮಣ್ಣು
विस्तृत विवरण,ವಿವರಗಳು
विकास अवधि,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
Dसंस्तर/Dहोराइजन,ಡಿ-ಹಾರಿಜಾನ್
विकर्ण चाल,ಕರ್ಣೀಯ ಬಂಧ
आरेख,ರೇಖಾಚಿತ್ರ
आंगुलिक गोदी,ಡಿಜಿಟಲ್ ಡಾಕ್
अन्तरात्मक जल दर,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
तनुता संवातन,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
पूरोढक,ಡಿಲುವಿಯಂ
भोजन कक्ष,ಊಟದ ಕೋಣೆ
दिशा निर्धारक खूँटी,ದಿಕ್ಕಿನ ಪೆಗ್
प्रकीर्णन,ಪ್ರಸರಣ
डिस्टेम्पर,ಡಿಸ್ಟೆಂಪರ್
गोदी,ಡಾಕ್
1. द्वार 2. कपाट,ಬಾಗಿಲು
छत वातायन,ಡಾರ್ಮರ್
छत वातायन पृष्ठ,ಡಾರ್ಮರ್ ಚೆಕ್
दोहरी फ्लेमिश चाल,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
दोहरी परत,ಡಬಲ್ ಲೇಯರ್
गुज्झी,ಡೋವೆಲ್
आरेखन पट्ट/ड्राइंग बोर्ड,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
बैठक,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली,ಡ್ರಿಫ್ಟ್
शुष्क बल्ब तापक्रम,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
शुष्क गोदी,ಡ್ರೈ ಡಾಕ್
शुष्क ढोका चिनाई,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
डच चाल,ಡಚ್ ಬಾಂಡ್
बौनी दीवार,ಕುಬ್ಜ ಗೋಡೆ
आवासीय यूनिट,ವಸತಿ ಘಟಕ
ओलती,ಈವ್
ओलती नाली,ಈವ್ಸ್ ಗಟರ್
आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
एक्टोडाइनेमोर्फिक मृदा,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
भँवर,ಸುಳಿ
कण का प्रभावी आमाप,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
उत्फुल्लन,ಪುಷ್ಪಮಯ
सहायक सरित,ಹೊರಹರಿವು
उद्विक्षेप,ಎತ್ತರ
अवक्षालन,ಎಲುವಿಯೇಶನ್
अवक्षाल,ಎಲುವಿಯಮ್
अंतर्गतिज मृदा,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
इंजीनियरी संभाव्यता,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
इंग्लिश चाल,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
इंग्लिश गार्डन वाल चाल,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
ईं.पी.एम. (प्रतिमिलियन तुल्य),"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
समतुल्य भार,ಸಮಾನ ತೂಕ
अर्ग,ಉದಾ
विनिमययोग्य,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
विनिमेय अम्लता,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
विनिमेय सोडियम प्रतिशतता,ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
धनायन विनिमय क्षमता,ಇ.ಎಸ್.ಪಿ.
विनिमय अम्लता,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
विनिमय सम्मिश्र,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
निर्वात/रेचन,ನಿಷ್ಕಾಸ
अनावरित परिष्कृति,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
गवाक्ष,ಕಣ್ಣು
आई ब्रो,ಕಣ್ಣು ಹುಬ್ಬು
मोहरा/अग्रभाग,ಎದುರಿಸುತ್ತಿದೆ
पार्श्व चाल,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
