Tamil,Telugu
சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்,ప్రమాణం చేయండి
நிர்வாகம்,పరిపాలన
நீதி நிர்வாகம்,న్యాయం యొక్క పరిపాలన
நிர்வாக,పరిపాలనా
நிர்வாக நடவடிக்கை,పరిపాలనా చర్య
நிர்வாக மதிப்பீடு,అడ్మినిస్ట్రేటివ్ అప్రైసల్
நிர்வாக ஒப்புதல்,పరిపాలనా ఆమోదం
நிர்வாக அதிகாரம்,పరిపాలనా అధికారం
நிர்வாக கட்டுப்பாடு,పరిపాలనా నియంత్రణ
நிர்வாக முடிவு,పరిపాలనా నిర్ణయం
நிர்வாகத் துறை,పరిపాలనా విభాగం
நிர்வாகத் தலைவர்,అడ్మినిస్ట్రేటివ్ హెడ్
நிர்வாக தலைமையகம்,పరిపాలనా ప్రధాన కార్యాలయం
நிர்வாக நடவடிக்கைகள்,పరిపాలనా చర్యలు
நிர்வாக சக்தி,పరిపాలనా శక్తి
நிர்வாக அனுமதி,పరిపాలనా అనుమతి
நிர்வாக நுட்பம்,పరిపాలనా సాంకేతికత
நிர்வாக தீர்ப்பாயம்,అడ్మినిస్ట్రేటివ్ ట్రిబ్యునల్
ஒப்புதல்,ప్రవేశం
ஏற்றுக்கொள்ளக்கூடிய செலவு,ఆమోదయోగ్యమైన వ్యయం
அனுமதிக்கவும்,అంగీకరించండి
அட்டை சேர்க்கவும்,అడ్మిట్ కార్డ్
ஒப்புக்கொள்ளப்பட்டது,అంగీకరించారు
அறிவுறுத்துங்கள்,సలహా
தத்தெடுப்பவர்,దత్తత తీసుకున్న వ్యక్తి
தத்தெடுப்பவர்,దత్తత
தத்தெடுப்பு,దత్తత
வயது வந்தோர்,వయోజన
கலப்படம்,కల్తీ
விபச்சாரம்,వ్యభిచారం
வயதுவந்தோர் உரிமை,వయోజన ఫ్రాంచైజ్
விளம்பர மதிப்பீட்டு கடமை,ప్రకటన విలువ
முன்கூட்டியே,అడ్వాన్స్
முன்கூட்டியே முன்பதிவு,అడ్వాన్స్ బుకింగ్
முன்கூட்டியே நகல்,ముందస్తు కాపీ
அட்வான்ஸ் அதிகரிப்பு,ముందస్తు పెరుగుదల
முன் பணம்,ముందస్తు చెల్లింపు
பாதகமான நுழைவு,ప్రతికూల ప్రవేశం
பாதகமான கருத்துக்கள்,ప్రతికూల వ్యాఖ్యలు
பாதகமான அறிக்கை,ప్రతికూల నివేదిక
விளம்பரம்,ప్రకటన
ஆலோசனை,సలహా
கட்டண ஆலோசனை,చెల్లింపు సలహా
ஆலோசனை குழு,సలహా సమితి
ஆலோசனை கவுன்சில்,సలహా మండలి
வக்கீல்,న్యాయవాది
விவகாரங்கள்,వ్యవహారాలు
பிரமாணப் பத்திரம்,అఫిడవిట్
இணைப்பு,అనుబంధం
உறுதிப்படுத்தல்,ధృవీకరణ
உறுதியான,ధృవీకరించేది
வாங்க,స్థోమత
மேற்கூறிய,పైన పేర్కొన్నది
புதிதாக,అఫ్రెష్
எதிராக,వ్యతిరేకంగా
வயது,వయస్సు
வயது சான்றிதழ்,వయస్సు ధృవీకరణ పత్రం
வாக்குரிமைக்கான வயது,ఓటు హక్కు కోసం వయస్సు
வயது எல்லை,వయో పరిమితి
ஏஜென்சி,ఏజెన్సీ
நிகழ்ச்சி நிரல்,ఎజెండా
ஓய்வூதிய வயது,పదవీ విరమణ వయస్సు
மேலதிக வயது,పర్యవేక్షణ వయస్సు
திரட்டுதல்,సమూహనం
வேதனைக்குள்ளானது,బాధపడ్డాడు
கிளர்ச்சி,ఆందోళన
ஏஜிஎம்,AGM
ஒப்பந்தம்,ఒప్పందం
ஒப்பந்த படிவம்,ఒప్పంద ఫారం
வேளாண்மை,వ్యవసాయం
வேளாண் தொழில்,అగ్రో-ఇండస్ట్రీ
உதவி,సహాయం
அலாரம்,అలారం
விழிப்புணர்வு,అప్రమత్తత
மாற்றுப்பெயர்,అలియాస్
குற்றச்சாட்டு,ఆరోపణ
விசுவாசம்,విధేయత
கூட்டணி,కూటమి
தொடர்புடைய சேவைகள்,అనుబంధ సేవలు
அனைத்து உள்ளடக்கிய செலவு,అన్ని కలుపుకొని ఖర్చు
அகில இந்திய சேவைகள்,ఆల్ ఇండియా సర్వీసెస్
ஒதுக்கீடு,కేటాయింపు
ஒதுக்கீடு,కేటాయింపు
ஒதுக்கீட்டு கடிதம்,కేటాయింపు లేఖ
ஒதுக்கீடு,కేటాయింపు
அனுமதிக்கக்கூடியது,అనుమతించదగినది
அனுமதிக்கக்கூடிய செலவுகள்,అనుమతించదగిన ఖర్చులు
மேல்முறையீட்டை அனுமதிக்கவும்,అప్పీల్‌ను అనుమతించండి
கொடுப்பனவு,భత్యం
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది
அகரவரிசை வரிசை,అక్షర క్రమం
வாக்குவாதம்,వాగ్వాదం
மாற்று,ప్రత్యామ్నాయ
மாற்று,ప్రత్యామ్నాయం
ஒருங்கிணைப்பு,సమ్మేళనం
திருத்தப்பட்ட வரைவு,సవరించిన చిత్తుప్రతి
திருத்தம்,సవరణ
வசதி,సౌకర్యం
இணக்கமான,స్నేహపూర్వక
வெடிமருந்து,మందుగుండు సామగ్రి
கடனின் கடன்தொகை,రుణ రుణమాఫీ
தொகை,మొత్తం
ஓய்வூதியத்தின் அளவு,పెన్షన్ మొత్తం
ஒப்பீட்டு இடுகை,సారూప్య పోస్ట్
பகுப்பாய்வு,విశ్లేషణ
பகுப்பாய்வு ஆய்வு,విశ్లేషణాత్మక అధ్యయనం
மூதாதையர்,పూర్వీకుడు
துணை தொழில்,సహాయక పరిశ్రమ
பகை,శత్రుత్వం
இணைப்பு,అనుబంధం
ஆண்டு,వార్షికోత్సవం
அறிவிப்பு,ప్రకటన
எரிச்சல்,కోపం
ஆண்டு நிதி அறிக்கை,వార్షిక ఆర్థిక ప్రకటన
ஆண்டு அறிக்கை,వార్షిక నివేదిక
ஆண்டு,యాన్యుటీ
அநாமதேய,అనామక
அநாமதேய புகார்,అనామక ఫిర్యాదు
பதில்,జవాబుదారీతనం
விடைத்தாள்,జవాబు పత్రం
எதிரி,విరోధి
முன்னோடிகள்,పూర్వజన్మలు
எதிர்பார்க்கப்பட்ட செலவு,Bean హించిన ఖర్చు
எதிர்பார்க்கப்பட்ட வருமானம்,Ntic హించిన ఆదాయం
எதிர்பார்ப்பு,Ntic హించడం
எதிர்பார்ப்பு ஜாமீன்,ముందస్తు బెయిల్
ஊழல் எதிர்ப்பு நடவடிக்கை,అవినీతి నిరోధక కొలత
டம்பிங் எதிர்ப்பு,యాంటీ డంపింగ్
பழங்கால,పురాతన
நிறவெறி,వర్ణవివక్ష
அக்கறையின்மை,ఉదాసీనత
உச்ச உடல்,అపెక్స్ బాడీ
மன்னிப்பு,క్షమాపణ
மேல்முறையீடு,అప్పీల్
தோற்றம்,స్వరూపం
திருப்தி,సంతృప్తి
மேல்முறையீட்டு தீர்ப்பாயம்,అప్పీలేట్ ట్రిబ్యునల్
பின் இணைப்பு,అపెండిక్స్
சாதனம்,ఉపకరణం
பொருந்தும்,వర్తిస్తుంది
விண்ணப்பதாரர்,దరఖాస్తుదారు
விண்ணப்பம்,అప్లికేషన్
விண்ணப்ப படிவம்,దరఖాస్తు ఫారం
பயன்படுத்தப்பட்டது,అనువర్తిత
விண்ணப்பிக்கவும்,వర్తించండి
நியமிக்கப்பட்டவர்,నియామకం
அதிகாரத்தை நியமித்தல்,నియమించే అధికారాన్ని
நியமனம்,నియామకం
நியமனம் கடிதம்,నియామక పత్రం
அமைச்சரவையின் நியமனங்கள் குழு,నియామకాల కమిటీ క్యాబినెట్
ஊதியப் பகிர்வு,వేతనాల విభజన
மதிப்பீடு,అంచనా
மதிப்பீட்டாளர்,మదింపుదారు
பாராட்டு,ప్రశంసతో
அச்சம்,దిగులు
பயிற்சி,అప్రెంటిస్
அணுகுமுறை,విధానం
பொருத்தமானது,తగినది
பொருத்தமான நடவடிக்கை,తగిన చర్య
பொருத்தமான தலை,తగిన తల
ஒதுக்கீடு,కేటాయింపు
ஒப்புதல்,ఆమోదం
தோராயமான,సుమారు
ஆப்டிட்யூட் சோதனை,ఆప్టిట్యూడ్ పరీక్ష
தன்னிச்சையானது,ఏకపక్ష
நடுவர்,మధ్యవర్తిత్వం
நடுவர்,మధ్యవర్తిత్వ
நடுவர் தீர்ப்பாயம்,మధ్యవర్తిత్వ ట్రిబ్యునల్
நடுவர்,మధ్యవర్తి
கட்டிடக்கலை,వాస్తుశిల్పం
காப்பகங்கள்,ఆర్కైవ్స్
பகுதி,ప్రాంతం
பகுதி தலைமையகம்,ఏరియా ప్రధాన కార్యాలయం
வாதம்,వాదన
எழும்,తలెత్తండి
ஆயுத படைகள்,సాయుధ దళాలు
ஏற்பாடு,అమరిక
நிலுவைத் தொகை,బకాయి
நிலுவைத் அறிக்கை,రాక ప్రకటన
வருகை அறிக்கை,రాక నివేదిక
ஆணவம்,అహంకారం
அர்செனல்,ఆర్సెనల్
கட்டுரை,వ్యాసం
சங்கத்தின் கட்டுரைகள்,అసోసియేషన్ వ్యాసాలు
கட்டுரைகள்,వ్యాసాలు
ஏறுவரிசை ஒழுங்கு,ఆరోహణ క్రమం
தெரிந்து கொள்ளுங்கள்,నిర్ధారించడం
எங்கே இருக்கிறது,ఎక్కడ ఉందో
அம்சம்,కారక
ஆவேசம்,ఆస్పర్షన్
படுகொலை,హత్య
தாக்குதல்,దాడి
ஒன்றுகூடு,సమీకరించటం
சட்டசபை,అసెంబ్లీ
ஒப்புதல்,అస్సెంట్
உறுதிப்படுத்தவும்,నొక్కి చెప్పండి
மதிப்பீட்டாளர்,మదింపుదారుడు
மதிப்பீடு,అంచనా
மதிப்பீட்டு ஆண்டு,అసెస్‌మెంట్ ఇయర్
மதிப்பீட்டாளர்,మదింపుదారు
சொத்துக்கள்,ఆస్తులు
ஒதுக்கப்பட்டவர்,కేటాయించిన
ஒதுக்கீடு,అసైన్‌మెంట్
ஒதுக்குபவர்,అసైనర్
உதவி,సహాయం
இணை,అసోసియేట్
தொடர்பு,అసోసియేషన్
கட்டணம் அனுமானம்,ఛార్జ్ యొక్క umption హ
உத்தரவாதம்,హామీ
உத்தரவாத நிறுவனம்,అస్యూరెన్స్ కంపెనీ
உறுதி,భరోసా
தள்ளுபடியில்,డిస్కౌంట్ వద్ద
அணு சக்தி,అణు శక్తి
சமமாக,పార్ వద్ద
பிரீமியத்தில்,ప్రీమియం వద్ద
இணைக்கவும்,అటాచ్
இணைக்கப்பட்ட அலுவலகம்,జతచేయబడిన కార్యాలయం
இணைப்பு,అటాచ్మెంట్
இணைப்பு வரிசை,అటాచ్మెంట్ ఆర్డర్
அடைதல்,సాధించడం
முயற்சி,ప్రయత్నం
வருகை,హాజరు
வருகை பதிவு,హాజరు రిజిస్టర్
வருகை சீட்டு,హాజరు స్లిప్
கவனம்,శ్రద్ధ
சான்றளித்தல்,ధృవీకరణ
சான்றளிக்கப்பட்ட நகல்,ధృవీకరించబడిన కాపీ
அணுகுமுறை,వైఖరి
கவர்ச்சிகரமான சம்பளம்,ఆకర్షణీయమైన జీతం
ஏலம்,వేలం
ஏலதாரர்,వేలంపాట
ஏல விற்பனை,వేలం అమ్మకం
பார்வையாளர்கள்,ప్రేక్షకులు
ஆடியோ-காட்சி காட்சி,ఆడియో-విజువల్ డిస్ప్లే
ஆடியோ காட்சி விளம்பரம்,ఆడియో-విజువల్ పబ్లిసిటీ
தணிக்கை,ఆడిట్
தணிக்கை செய்யப்பட்ட கணக்குகள்,ఆడిట్ చేసిన ఖాతాలు
தணிக்கை செய்யப்பட்ட இருப்புநிலை,ఆడిట్ చేసిన బ్యాలెన్స్ షీట్
தணிக்கை,ఆడిటింగ్
தணிக்கை ஆட்சேபனை,ఆడిట్ అభ్యంతరం
தணிக்கையாளரின் அறிக்கை,ఆడిటర్ నివేదిక
ஆடிட்டோரியம்,ఆడిటోరియం
தணிக்கை பத்தி,ఆడిట్ పేరా
தணிக்கை அறிக்கை,ఆర్థిక లెక్కల నివేదిక
சிக்கன நடவடிக்கை,కాఠిన్యం
சிக்கன நடவடிக்கை,పొదుపు చర్యలు
உண்மையான,ప్రామాణికమైన
அங்கீகரிக்கப்பட்ட பிரதிநிதி,అధీకృత ప్రతినిధి
அதிகாரப்பூர்வ,అధికారిక
அதிகாரம்,అధికారం
அதிகார கடிதம்,అధికారం లేఖ
அங்கீகாரம் பெற்றவர்,అధికారం
அங்கீகரிக்கப்பட்ட மூலதனம்,అధీకృత మూలధనం
தானியங்கி,ఆటోమేటిక్
தன்னாட்சி,స్వయంప్రతిపత్తి
தன்னாட்சி உடல்,అటానమస్ బాడీ
தன்னாட்சி,స్వయంప్రతిపత్తి
துணை,సహాయక
கிடைக்கிறது,అందుబాటులో ఉంది
சராசரி,సగటు
சராசரி விடுப்பு,సగటు సెలవు
வெறுப்பு,విరక్తి
தவிர்க்கவும்,అవర్ట్
தவிர்க்கவும்,నివారించండి
வரியைத் தவிர்ப்பது,పన్నును నివారించడం
காத்திருந்தது,వేచి ఉంది
விருது,అవార్డు
அதிகாரம் வழங்குதல்,అథారిటీ అవార్డు
விழிப்புணர்வு,అవగాహన
பின்வாங்கியது,బ్యాక్‌డేటెడ్
பின்னணி,నేపథ్య
பின் பதிவு,బ్యాక్ లాగ్
பின்னால்,బ్యాక్ అవుట్
பின் குறிப்பு,వెనుక సూచన
காப்புப்பிரதி,బ్యాకప్
பின்தங்கிய வகுப்புகள்,వెనుకబడిన తరగతులు
பின்தங்கிய பழங்குடி,వెనుకబడిన తెగ
மோசமான பேரம்,చెడు బేరం
மோசமான நடத்தை,చెడు ప్రవర్తన
மோசமான தன்மை,చెడ్డ పాత్ర
மோசமான காலநிலை கொடுப்பனவு,చెడు వాతావరణ భత్యం
மோசமான நடத்தை,చెడు ప్రవర్తన
மோசமான கடன்,చెడు రుణం
சாமான்கள்,సామాను
ஜாமீன்,బెయిల్
இருப்பு,సంతులనం
சமநிலை வீழ்த்தப்பட்டது,బ్యాలెన్స్ తగ్గింది
இருப்பு முன்வைக்கப்பட்டது,బ్యాలెన్స్ ముందుకు తెచ్చింది
சீரான பட்ஜெட்,సమతుల్య బడ్జెట్
இருப்புநிலை,బ్యాలెన్స్ షీట్
வாக்குப்பதிவு,బ్యాలెట్
வாக்குப் பெட்டி,వోట్లు వేసే డబ్బా
வாக்குப்பதிவு காகிதம்,బ్యాలెట్ పేపర్
தடை,నిషేధం
வங்கி,బ్యాంక్
வங்கி கணக்கு,బ్యాంకు ఖాతా
வங்கி இருப்பு,బ్యాంక్ బ్యాలెన్స్
வங்கி கட்டணங்கள்,బ్యాంకు చార్జీలు
வங்கி உத்தரவாதம்,బ్యాంకు హామీ
வங்கி விடுமுறை,బ్యాంకు సెలవు
வங்கி வசதி,బ్యాంకింగ్ సౌకర్యం
வங்கி நேரம்,బ్యాంకింగ్ గంటలు
வங்கி பரிவர்த்தனை,బ్యాంకింగ్ లావాదేవీ
வங்கி வீதம்,బ్యాంక్ రేటు
வங்கி சமரசம்,బ్యాంకు సయోధ్య
திவாலானது,దివాళా
வங்கி பாதுகாப்பு,బ్యాంక్ భద్రత
வங்கி அறிக்கை,బ్యాంకు వాజ్ఞ్మూలము
விருந்து,విందు
பார் கவுன்சில்,బార్ కౌన్సిల్
பேரம்,బేరం
பேரம் பேசுதல்,బేరసారాలు
தரிசு நிலம்,బంజరు భూమి
பண்டமாற்று,బార్టర్
அடித்தளம்,బేస్
ஆதாரமற்றது,నిరాధారమైన
அடித்தளம்,బేస్మెంట్
அடிப்படை ஆண்டு,బేస్ ఇయర్
அடிப்படை,ప్రాథమిక
அடிப்படையில்,సాధారణంగా
அடிப்படை நுண்ணறிவு,ప్రాథమిక మేధస్సు
அடிப்படை ஊதியம்,ప్రాథమిక వేతనం
ஊதியத்தின் அடிப்படை அளவு,ప్రాథమిక స్థాయి వేతనం
அடிப்படை பயிற்சி,ప్రాథమిక శిక్షణ
அடிப்படை,ఆధారంగా
தொகுதி,బ్యాచ్
தொகுதி எண்,బ్యాచ్ సంఖ్య
தாங்கி காசோலை,బేరర్ చెక్
மேற்கோள் காட்டப்படுவதற்கு முன்,ఉదహరించడానికి ముందు
நடத்தை,ప్రవర్తన
நம்பிக்கை,నమ్మకం
Par க்கு கீழே,పార్ క్రింద
பெஞ்ச்,బెంచ్
பெஞ்ச்மார்க்,బెంచ్ మార్క్
நன்மை பயக்கும்,ప్రయోజనకరమైనది
பயனாளி,లబ్ధిదారుడు
நன்மை,ప్రయోజనం
சந்தேகத்தின் நன்மை,సందేహం యొక్క ప్రయోజనం
கருணை,బెనెవోలెన్స్
நல்ல நிதி,బెనెవోలెంట్ ఫండ్
விருப்பம்,Bequeath
விருப்பப்படி,బీక్వెస్ట్
துயரமடைந்தது,మరణించారు
சிறந்த முயற்சிகள்,ఉత్తమ ప్రయత్నాలు
மேம்பாடு,మంచి
சார்பு,బయాస్
பக்கச்சார்பான கருத்து,పక్షపాత అభిప్రాయం
நூலியல்,గ్రంథ పట్టిక
இருபது ஆண்டு,ద్వైవార్షిక
பிளவுபட்டு,విభజన
பெரிய,బిగామి
இருதரப்பு,ద్వైపాక్షిక
இருமொழி,ద్విభాషా
இரு,ద్విమకరణ
ர சி து,బిల్లు
மாற்றச்சீட்டு,మార్పిడికి సంభంధించిన బిల్లు
இருதரப்பு அறிக்கை,బిమోంత్లీ రిపోర్ట్
பிணைப்பு,బైండింగ్
பயோடேட்டா,బయోడేటా
இருதரப்பு,బైపార్టైట్
இரு கட்சி ஒப்பந்தம்,ద్వైపాక్షిక ఒప్పందం
பிறப்பு ஆண்டுவிழா,జనన వార్షికోత్సవం
பிறப்பு சான்றிதழ்,జనన ధృవీకరణ పత్రం
பிறப்பு கட்டுப்பாடு,జనన నియంత్రణ
பிறந்த தேதி,పుట్టిన తేదీ
பிறந்த இடம்,పుట్టిన ప్రదేశం
பிறப்பு வீதம்,జనన రేటు
இரு வாராந்திர,వారం వారం
கருப்பு பொருளாதாரம்,బ్లాక్ ఎకానమీ
கருப்பு பட்டியல்,బ్లాక్ జాబితా
பிளாக்மெயில்,బ్లాక్ మెయిల్
கருப்பு சந்தை,చీకటి వ్యాపారం
பழி,నింద
வெற்று சோதனை,ఖాళీ చెక్
போர்வை ஒப்பந்தம்,దుప్పటి ఒప్పందం
போர்வை ஒழுங்கு,దుప్పటి క్రమము
குண்டு வெடிப்பு,పేలుడు
கலத்தல்,బ్లెండింగ్
தொகுதி,బ్లాక్
முற்றுகை,దిగ్బంధనం
தடுக்கப்பட்ட மூலதனம்,నిరోధించబడిన మూలధనం
தொகுதி கடிதம்,పెద్ద అక్షరం
இரத்த தானம்,రక్త దానం
இரத்த உறவுகள்,రక్త సంబంధాలు
நீல காலர் வேலை,బ్లూ కాలర్ ఉద్యోగం
புளூபிரிண்ட்,బ్లూప్రింట్
பிளஃப்,బుకాయింపు
பலகை,బోర్డు
போர்டிங் மற்றும் உறைவிடம்,బోర్డింగ్ మరియు బస
இயக்குநர்கள் குழு,బోర్డు డైరెక్టర్లు
வருவாய் வாரியம்,రెవెన్యూ బోర్డ్
உடல்,శరీరం
மெய்க்காப்பாளர்,బాడీగార్డ్
போலி வவுச்சர்,బోగస్ వోచర్
உண்மையான,బోనఫైడ్స్
பத்திரம்,బాండ్
பிணைக்கப்பட்ட உழைப்பு,బంధిత శ్రమ
போனஸ்,ఉపరి లాభ బహుమానము
பதிவு அலுவலகம்,నమోదు కార్యాలయం
புத்தகக் காப்பாளர்,పుస్తక కీపర్
புத்தகத்தை வைத்தல்,బుక్ కీపింగ్
கையேடு,బుక్‌లెట్
குறிப்பு புத்தகம்,రిఫరెన్స్ పుస్తకం
புத்தகம் மதிப்பு,పుస్తకం విలువ
பூத்,బూత్
பூத் கைப்பற்றுதல்,బూత్ సంగ్రహించడం
எல்லை கொடுப்பனவு,సరిహద్దు భత్యం
பார்டர் லைன்,సరిహద్దు రేఖ
கடன் வாங்குபவர்,రుణగ్రహీత
கடன் வாங்கும் சக்தி,రుణాలు తీసుకునే శక్తి
பாஸ்,బాస్
சிக்கல்,అడ్డంకి
அடைப்புக்குறி,బ్రాకెట్
எல்லை,సరిహద్దు
புறக்கணிப்பு,బహిష్కరణ
மூளை வடிகால்,మెదడు కాలువ
கிளை அலுவலகம்,శాఖ కార్యాలయం
மீறல்,మించే
ஒப்பந்தத்தை மீறுதல்,ఒప్పందం ఉల్లంఘన
நம்பிக்கையை மீறுதல்,విశ్వాసం ఉల్లంఘన
ஒப்பந்த மீறல்,ఒప్పంద ఉల్లంఘన
ஒழுக்கத்தை மீறுதல்,క్రమశిక్షణ ఉల్లంఘన
சட்ட மீறல்,చట్ట ఉల్లంఘన
சமாதான மீறல்,శాంతి ఉల్లంఘన
சலுகை மீறல்,ప్రత్యేక హక్కు ఉల్లంఘన
வாக்குறுதியை மீறுதல்,వాగ్దానం ఉల్లంఘన
விதியை மீறுதல்,నియమం ఉల్లంఘన
நம்பிக்கை துரோகம்,అవిశ్వాసం
உடைப்பு,విచ్ఛిన్నం
உடைக்கவும்,విచ్ఛిన్నం
சேவையில் இடைவெளி,సేవలో విరామం
முறிவு,విడిపోవటం
இனம்,జాతి
கையூட்டு,లంచం
சுருக்கமான,క్లుప్తంగా
மாநாடு,బ్రీఫింగ్
சுருக்கமான விண்ணப்பம்,సంక్షిప్త పున ume ప్రారంభం
புத்திசாலித்தனமான பதிவு,తెలివైన రికార్డు
கவனத்திற்கு கொண்டு வாருங்கள்,నోటీసులోకి తీసుకురండి
ஒளிபரப்பு,ప్రసార
பிராட்ஷீட்,బ్రాడ్‌షీట్
சிற்றேடு,బ్రోచర్
தரகு,బ్రోకరేజ్
முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்),ముందుకు తెచ్చింది (బి/ఎఫ్)
பட்ஜெட் ஒதுக்கீடு,బడ్జెట్ కేటాయింపు
பிழையான கட்டுப்பாடு,బగెటరీ కంట్రోల్
பட்ஜெட் மதிப்பீடு,బడ్జెట్ అంచనా
பட்ஜெட் வழங்கல்,బడ్జెట్ నిబంధన
கட்டிடம்,కట్టడం
மொத்த,చాలా మొత్తం
மொத்த கொள்முதல்,బల్క్ కొనుగోలు
புல்லட்டின்,బులెటిన్
பம்பர் பயிர்,బంపర్ పంట
காலியிடங்களின் கொத்து,ఖాళీల బంచ్
பஞ்ச்லிங்,బంగ్లింగ్
அதிகாரத்துவம்,బ్యూరోక్రసీ
அதிகாரத்துவம்,బ్యూరోక్రాట్
வணிக வகுப்பு,వ్యాపార తరగతి
வணிக நேரம் (= வணிக நேரம்),వ్యాపార గంటలు (= వ్యాపారం యొక్క గంటలు)
தொழிலதிபர்,వ్యాపారవేత్త
திரும்ப வாங்கு,కొనండి
வாங்குபவர்,కొనుగోలుదారు
