Marathi,Bengali
एकत्रिकरण,সমষ্টি
आक्रमकता,আগ্রাসন
आंदोलन प्रणाली,আন্দোলনকারী সিস্টেম
अग्नथ,অগ্নিথা
अगोती,আগৌটি
अ‍ॅग्रॅनल क्लोरोप्लास्ट,অ্যাগ্রানাল ক্লোরোপ্লাস্ট
अ‍ॅग्रॅन्युलर,অ্যাগ্রানুলার
अ‍ॅग्रानुलोसाइट,অ্যাগ্রানুলোকাইট
शेती,কৃষি
अ‍ॅग्रोफोरेस्ट्री,কৃষি
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস
अ‍ॅग्रोकेमिकल,এগ্রোকেমিক্যাল
अ‍ॅग्रोकेमिकल,এগ্রোকেমিক্যাল
अ‍ॅग्रोक्लिमॅटिक झोन,অ্যাগ্রোক্লিম্যাটিক জোন
कृषी गुणधर्म,কৃষি বৈশিষ্ট্য
अ‍ॅग्रोनॉमी,কৃষি
एड्स,এইডস
एअर मूत्राशय,বায়ুকোষ
वातानुकूलन,এয়ার কন্ডিশনার
हवाई रस्ता,বাতাস চলাচলের স্থান বা গলি
वायू प्रदूषण,বায়ু দূষণ
एअर थैली,এয়ার স্যাক
एअर व्हॅक्यूओल,এয়ার ভ্যাকুওল
हवाई श्वास,বায়ু শ্বাস প্রশ্বাস
अलेन,আলাইন
अ‍ॅलरी स्नायू,অ্যালারি পেশী
अलास्कन तपकिरी अस्वल,আলাস্কান ব্রাউন বিয়ার
अल्बिनो,আলবিনো
अल्बुगो,আলবুগো
अल्बमिन,অ্যালবামিন
अल्ब्युमिनस बियाणे,অ্যালবামিনাস বীজ
अल्बमिनुरिया,অ্যালবামিনুরিয়া
अल्बर्नम,অ্যালবার্নাম
Lescedae,আলসিডে
Ld ल्डिहेडे,আলডিহেড
Ld ल्डोस्टेरॉन सिस्टम,অ্যালডোস্টেরন সিস্টেম
अ‍ॅल्डोस्टेरॉन,অ্যালডোস্টেরন
अलेरोन लेयर,আলেউরোন স্তর
अलेरोप्लास्ट,আলেউরোপ্লাস্ট
अल्फल्फा,আলফালফা
अल्गल ब्लूम,অ্যালগাল ব্লুম
अल्गिन,অ্যালগিন
एलियन डीएनए,এলিয়েন ডিএনএ
एलियन प्रजाती,এলিয়েন প্রজাতি
संरेखन,প্রান্তিককরণ
संरेखन,প্রান্তিককরণ
एलिमेंटरी कालवा,খাদ্যনালী
एलिमेंटरी सिस्टम,অ্যালিমেন্টারি সিস্টেম
अलिसमासेस,আলিসম্যাসেস
अल्कलॉइड,ক্ষারীয়
अल्कधर्मी,ক্ষারীয়
अल्काप्टोनुरिया,অ্যালকাপ্টোনুরিয়া
अलांटोइस,অ্যালান্টোইস
अ‍ॅलेल वारंवारता,অ্যালিল ফ্রিকোয়েন্সি
अ‍ॅलेल,অ্যালিল
Lel लोमॉर्फिक जोडी,Allelomorphic জুটি
L लर्जीन,অ্যালার্জেন
अ‍ॅलिगेटर,অলিগেটর
अ‍ॅलियम सेपा,অ্যালিয়াম সিইপিএ
अ‍ॅलोगॅमी,অ্যালোগ্যামি
अ‍ॅलोग्राफ्ट,অলোগ্রাফ্ট
अ‍ॅलोपॅट्रिक स्पेशिएशन,অ্যালোপ্যাট্রিক স্পেসিফিকেশন
Ol लोपोलिपॉइड,অ্যালোপলিপ্লয়েড
अ‍ॅलोस्टेरिक प्रभाव,অ্যালোস্টেরিক প্রভাব
अ‍ॅलोस्टेरिक एंझाइम,অ্যালোস্টেরিক এনজাইম
अ‍ॅलोस्टेरिक इनहिबिटर,অ্যালোস্টেরিক ইনহিবিটার
अ‍ॅलोस्टेरिक मॉड्यूलेशन,অ্যালোস্টেরিক মড্যুলেশন
अ‍ॅलोस्टेरिक साइट,অ্যালোস্টেরিক সাইট
अ‍ॅलोस्टेरिक इनहिबिशन,অ্যালোস্টেরিক বাধা
अ‍ॅलोटेट्रॅप्लॉइड,Allotetraploid
अल्नस,অ্যালাস
कोरफड,অ্যালো
On क्सॉनच्या बाजूने,অ্যাক্সন বরাবর
अल्फा-अँटीट्रिप्सिन,আলফা-অ্যান্টিট্রিপসিন
अल्फा-लेक्टलब्यूमिन,আলফা-ল্যাকটালবুমিন
अल्पाइन हवामान स्थिती,আলপাইন জলবায়ু অবস্থা
अल्पाइन कुरण,আল্পাইন মেডো
अल्पाइन झोन,আলপাইন জোন
अल्स्टोनिया,অ্যালস্টোনিয়া
अल्टरनेरिया,বিকল্প
वैकल्पिक,বিকল্প
पिढीचे पर्यायी,প্রজন্মের বিকল্প
उंची आजारपण,উচ্চতায় অসুস্থতা
समुद्रसपाटीपासूनची उंची,উচ্চতা
अल्व्होलर नलिका,অ্যালভোলার নালী
एलिटेस,অ্যালাইটেস
अल्झायमर रोग,আলঝেইমার রোগ
अमॅक्रिन सेल,আমাক্রাইন সেল
अमरॅन्थेसी,অমরান্থেসি
अमरॅन्थस,অমরান্থাস
वातावरणीय ऑस्मोटिक एकाग्रता,পরিবেষ্টিত ওসমোটিক ঘনত্ব
अ‍ॅम्बिस्टोमा,অ্যাম্বিস্টোমা
अमाइड,অ্যামাইড
अमिनो आम्ल,অ্যামিনো অ্যাসিড
अमीनो acid सिड स्वीकारणारा,অ্যামিনো অ্যাসিড গ্রহণকারী
एमिनोआसिल टी आरएनए सिंथेथेस,অ্যামিনোসিল টি আরএনএ সিনথেটিজ
एमिनोआसिलेशन,অ্যামিনোসিলেশন
अमिटोसिस,অ্যামিটোসিস
अमोनिया,অ্যামোনিয়া
अमोनिफिकेशन,অ্যামোনিফিকেশন
अमोनोटेलिझम,অ্যামোনোটেলিজম
अ‍ॅम्निओसेन्टेसिस,অ্যামনিওসেন্টেসিস
अ‍ॅम्निओसेन्टेसिस तंत्र,অ্যামনিওসেন্টেসিস কৌশল
अ‍ॅम्निओसाइट,অ্যামনিওসাইট
अम्नियन,অ্যামনিয়ন
गर्भाशयातील द्रव,অ্যামনিয়োটিক তরল
अम्नीओटिक झिल्ली,অ্যামনিয়োটিক ঝিল্লি
अम्नीओटिक थैली,Amniotic কোষ
अमोबा,অ্যামিবা
अमीबोसाइट,অ্যামিবোসাইট
अमोबॉइड,অ্যামোবয়েড
अ‍ॅमोबॉइड लिम्फोसाइट,অ্যামোবয়েড লিম্ফোসাইট
अ‍ॅमोबॉइड चळवळ,অ্যামোবয়েড আন্দোলন
अनाकार,নিরাকার
रक्कम,পরিমাণ
अ‍ॅम्फेटामाइन,অ্যাম্ফিটামিন
उभयचर,উভচর
उभयचर,উভচর
उभयचर,উভচর
अ‍ॅम्फिओक्सस,অ্যাম্ফিওক্সাস
अ‍ॅम्फिओक्सस लॅन्सोलाटस,অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস
अ‍ॅम्फिपाथिक,অ্যাম্পিপ্যাথিক
अ‍ॅम्फिपाथिक लिपिड,অ্যাম্পিপ্যাথিক লিপিড
अ‍ॅम्फिसार्का,অ্যাম্ফিসারকা
अ‍ॅम्पिसिलिन,অ্যাম্পিসিলিন
अ‍ॅम्पुल्ला,আম্পুল্লা
अ‍ॅम्प्युलरी ग्रंथी,অ্যাম্পুলারি গ্রন্থি
अ‍ॅमीगडल,অ্যামিগডাল
अ‍ॅमीगडेल,অ্যামিগডেল
अ‍ॅमीग्डालिन,অ্যামিগডালিন
अ‍ॅमिलेज,অ্যামাইলেস
अ‍ॅमिलोप्लास्ट,অ্যামাইলোপ্লাস্ট
अनाबेना,আনাবেনা
अनबास,আনাবাস
अ‍ॅनाबॉलिक मार्ग,অ্যানাবোলিক পথ
अ‍ॅनाबोलिझम,অ্যানাবোলিজম
अ‍ॅनाकार्डियासी,Anacardiaceae
अशक्तपणा,রক্তাল্পতা
अनरोब,অ্যানেরোব
अनॅरोबिक इंधन,অ্যানেরোবিক জ্বালানী
अनरोबिक श्वसन,অ্যানেরোবিক শ্বাস প্রশ্বাস
अनॅरोबिक गाळ डायजेस्टर,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
अनॅरोबिक,অ্যানেরোবিক
अनाईमा,আনাইমা
गुदद्वारासंबंधीचा,মলদ্বার
गुदद्वारासंबंधीचा,মলদ্বার
गुदद्वारासंबंधीचा छिद्र,মলদ্বার অ্যাপারচার
गुदद्वारासंबंधीचा सेर्सी,মলদ্বার সেরসি
गुद्द्वार लूप,মলদ্বার লুপ
गुद्द्वार शैली,মলদ্বার শৈলী
समान,সাদৃশ্য
समान,সাদৃশ্য
समानता,উপমা
समानता,উপমা
विश्लेषण,বিশ্লেষণ
अनाफेस,অ্যানাফেজ
शरीरशास्त्र अडथळा,শারীরবৃত্তীয় বাধা
शारीरिक पैलू,শারীরবৃত্তীয় দিক
शरीरशास्त्रज्ञ,অ্যানাটোমিস্ট
शरीरशास्त्र,অ্যানাটমি
पूर्वज वंशज अनुक्रम,পূর্বপুরুষ বংশোদ্ভূত ক্রম
वडिलोपार्जित वंश,পৈতৃক বংশ
वडिलोपार्जित क्रम,পৈতৃক ক্রম
एन्सिलोस्टोमा,অ্যান্সিলোস্টোমা
एंड्रोइसीयम,অ্যান্ড্রোসিয়াম
एंड्रोजेन,অ্যান্ড্রোজেন
अशक्तपणा,রক্তাল্পতা
Enemone,অ্যানিমোন
Eneuploid,অ্যানিউপ্লয়েড
Eneuploidy,Aneuploidy
एनजाइना,এনজিনা
एंजिओग्राम,অ্যাঞ্জিওগ্রাম
एंजियोग्राफ,অ্যাঞ্জিওগ্রাফ
एंजियोग्राफी,অ্যাঞ্জিওগ্রাফি
एंजियोप्लास्टी,অ্যাঞ্জিওপ্লাস্টি
एंजिओस्पर्म,সপুষ্পক
अँजिओटेन्सिन,অ্যাঞ্জিওটেনসিন
एंजियोटेंसीनोजेन,অ্যাঞ্জিওটেনসিনোজেন
अँगलर फिश,অ্যাংলার ফিশ
एंगुइना,অ্যাঙ্গুইনা
एंगुइस,অ্যাঙ্গুইস
प्राणी,প্রাণী
प्राणी,প্রাণী
प्राणी शेण,প্রাণী গোবর
पशुसंवर्धन,পশুপালন
अ‍ॅनिमल कॅरिओटाइपिंग,প্রাণী ক্যারিওটাইপিং
प्राण्यांचे राज्य,প্রাণী কিংডম
प्राणी ऊतक,প্রাণী টিস্যু
अ‍ॅनिमालिया,অ্যানিমালিয়া
आयन,অ্যানিয়ন
एनिसोट्रॉपिक बँड,অ্যানিসোট্রপিক ব্যান্ড
En नीलिंग,অ্যানিলিং
अ‍ॅनेलिड,অ্যানেলিড
अ‍ॅनेलिडा,অ্যানেলিডা
वार्षिक रिंग,বার্ষিক রিং
एनुलेटेड,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
एन्युले,অ্যানুল
विसंगती प्रकार,অসাধারণ প্রকার
अ‍ॅनोफेल्स,অ্যানোফিলস
मुंगी खाणारा,পিঁপড়া ইটার
विरोधी,বিরোধী
अंटार्क्टिक,অ্যান্টার্কটিক
अँटेना,অ্যান্টেনা
अँटेना कॉम्प्लेक्स,অ্যান্টেনা কমপ্লেক্স
अँटेनल ग्रंथी,অ্যান্টেনাল গ্রন্থি
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
आधीचा हायपोफिसिस,পূর্ববর্তী হাইপোফাইসিস
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
अँथर,অ্যান্থার
अँथर संस्कृती,অ্যান্থার সংস্কৃতি
अँथेरिडियम,অ্যানথেরিডিয়াম
अँथेरोझॉइड,অ্যানথেরোজয়েড
अँथोसेरोस,অ্যান্থোসেরোস
अँथोसेरोटोप्सिडा,অ্যান্থোসারোটোপিডিডা
अँथ्रॅक्स,অ্যানথ্রাক্স
अँथ्रोपोजेनिक विलोपन,অ্যানথ্রোপোজেনিক বিলুপ্তি
मानववंशशास्त्र,নৃবিজ্ঞান
अँटीबैक्टीरियल,অ্যান্টিব্যাকটেরিয়াল
अँटीबायोटिक पेनिसिलिन,অ্যান্টিবায়োটিক পেনিসিলিন
प्रतिजैविक प्रतिरोधक,অ্যান্টিবায়োটিক প্রতিরোধী
प्रतिजैविक (ओ),অ্যান্টিবায়োটিক (গুলি)
प्रतिपिंडे,অ্যান্টিবডি
अँटीबॉडी जोडपे,অ্যান্টিবডি দম্পতি
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা
अँटीकोआगुलंट,অ্যান্টিকোয়ুল্যান্ট
अँटीकोडॉन लूप,অ্যান্টিকোডন লুপ
प्रतिरोधक,এন্টিডিপ্রেসেন্ট
अँटीडियुरेटिक हार्मोन (एडीएच),অ্যান্টিডিউরেটিক হরমোন (এডিএইচ)
अँटीजेन जनुक,অ্যান্টিজেন জিন
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স
प्रतिजैविक निर्धारक,অ্যান্টিজেনিক নির্ধারক
विरोधी घटक,অ্যান্টিনিউট্রিশনাল ফ্যাক্টর
अँटीऑक्सिडेंट,অ্যান্টিঅক্সিড্যান্ট
अँटीपोडल न्यूक्लियस,অ্যান্টিপোডাল নিউক্লিয়াস
अँटी-सेन्स आरएनए,অ্যান্টি-সেন্স আরএনএ
अँटीवायरल प्रथिने,অ্যান্টিভাইরাল প্রোটিন
अँट्रम,অ্যান্ট্রাম
Anucleate,Nucleate
गुद्द्वार,মলদ্বার
चिंता डिसऑर्डर,উদ্বেগ ব্যাধি
महाधमनी कमान,মহাধমনীর খিলান
महाधमनी गँगलियन,অর্টিক গ্যাংলিওন
महाधमनी सेमीलूनर वाल्व,অর্টিক সেমিলুনার ভালভ
महाधमनी वाल्व्ह,মহাধমনীর ভালভ
एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स),এপিসি (অ্যানাফেজ প্রচার জটিল)
अपीलिक पूर्वज,অ্যাপেলাইক পূর্বপুরুষ
Ph फिड,এফিড
Ph फ्रोडाईट,এফ্রোডাইট
एपिकल वर्चस्व,অ্যাপিকাল আধিপত্য
एपिकल पॅड,অ্যাপিকাল প্যাড
एपिकल्चर,অ্যাপিক্যালচার
एपीआयएस इंडिका,এপিস ইন্ডিকা
अप्प्लानोस्पोर,Aplanopore
अप्लिसिया,অ্যাপলিসিয়া
अपोकार्पा,অ্যাপোকার্পে
अपोकार्पस,অ্যাপোকার্পাস
अपोकार्पस अंडाशय,অ্যাপোকার্পাস ডিম্বাশয়
अपोक्राइन ग्रंथी,অ্যাপোক্রাইন গ্রন্থি
अपोएन्झाइम,অ্যাপোয়েনজাইম
Apomict,অ্যাপোমিক্ট
अपोमिक्सिस,অ্যাপোমিক্সিস
अपोप्लाझम,অ্যাপোপ্লাজম
अपोप्लास्टिक मार्ग,অ্যাপোপ্লাস্টিক পথ
अ‍ॅपॉप्टोसिस,অ্যাপোপটোসিস
उपकरणे,যন্ত্রপাতি
परिशिष्ट सांगाडा,খিল কঙ্কাল
कॅकमचे परिशिष्ट,কেকুমের পরিশিষ্ট
Apple पल गोगलगाय,অ্যাপল শামুক
जलचर,জলজ চাষ
एक्वापोरिन,অ্যাকোয়াপুরিন
जलचर उभयचर,জলজ উভচর
जलीय फॉर्म,জলজ ফর্ম
जलचर निवासस्थान,জলজ আবাস
जलीय जीव,জলজ জীব
जलचर वनस्पती,জলজ উদ্ভিদ
जलीय श्वसन,জলজ শ্বাস প্রশ্বাস
जलीय द्रव,জলীয় তরল
जलीय ह्यूमर,জলীয় হুমুর
जलीय इंट्रा-सेल्युलर फ्लुइड,জলীয় আন্তঃকোষীয় তরল
जलीय नमुना,জলীয় নমুনা
जलीय समाधान,জলীয় দ্রবণ
एक्विला,অ্যাকিলা
अरबीडोप्सिस,আরবিডোপসিস
अराच्नीडा,আরাচনিদা
अराच्नॉइड,আরাকনয়েড
अरेनियस,আরেনিয়াস
आर्बोरेंट,আরবোরসেন্ট
आर्बोरसेंट लाइकोपॉड,আরবোরসেন্ট লাইকোপড
आर्चीबॅक्टेरिया,প্রত্নতাত্ত্বিক
आर्चेगोनियम,আর্কেগনিয়াম
द्वीपसमूह,দ্বীপপুঞ্জ
आर्क्टिक,আর্কটিক
आर्क्टिक टर्न,সুমেরু ত্রয়ী
आर्क्टिक टुंड्रा,আর্কটিক তুন্দ্রা
आर्दिया,আর্ডিয়া
आयरोलर टिश्यू,Areolar টিস্যু
अर्गेमोन (काटेकोर खसखस),আর্গমোন (প্রিকলি পোস্ত)
अर्गेमोन मेक्सिकाना,আর্গমোন মেক্সিকান
आर्जिनिन,আর্গিনাইন
शुष्क प्रदेश,শুকনো অঞ্চল
अरिस्टोलोचियासी,অ্যারিস্টোলোচিয়া
आर्म फीडिंग,বাহু খাওয়ানো
आर्मी किडे,আর্মিওয়ার্ম
एआरआयडी,অ্যারয়েড
सुगंध,সুগন্ধ
अरेस्टर,অ্যারেস্টার
आर्टेमिसिया,আর্টেমিসিয়া
धमनी सिस्टोलिक,ধমনী সিস্টোলিক
आर्टेरिओस्क्लेरोटिक,আর্টেরিওস্লেরোটিক
आर्थ्रोपॉड,আর্থ্রোপড
संधिवात,বাত
आर्थ्रोपोडा,আর্থ্রোপোডা
आर्टिक्युलर कूर्चा,আর্টিকুলার কারটিলেজ
अभिव्यक्ती,স্পষ্ট
स्पष्ट,স্পষ্ট
कृत्रिम पेसमेकर,কৃত্রিম পেসমেকার
कृत्रिम निवड,কৃত্রিম নির্বাচন
आर्टोकार्पस हेटरोफिलस,আর্টোকার্পাস হেটেরোফিলাস
एस्बेस्टोस फायबर,অ্যাসবেস্টস ফাইবার
एस्बेस्टोसिस,অ্যাসবেস্টোসিস
एस्केरिस,এসকারিস
चढत्या क्रोमॅटोग्राफी,আরোহী ক্রোমাটোগ্রাফি
Ascidia,অ্যাসিডিয়া
एएससीआयडीयन,এসিডিয়ান
एस्कोकार्प,অ্যাসোকার্প
एस्कॉमीसेट्स,অ্যাসকোমাইসেটস
एस्कॉर्बिक acid सिड,অ্যাসকরবিক অ্যাসিড
एस्कोपोर,অ্যাসোস্পোর
एस्कस,এস্কাস
सेपेटेट,Aspetate
अलौकिक पुनरुत्पादन,অস্ত্রোপচার
अलौकिक बीजाणू,অ্যাসেক্সুয়াল স্পোর
शतावरी सिंथेथेस,অ্যাস্পারাগাইন সিনথেটিজ
शतावरी,অ্যাস্পারাগাস
एस्पार्टिक acid सिड,অ্যাস্পার্টিক অ্যাসিড
एस्परगिलस नायजर,এস্পারগিলাস নাইজার
एस्परगिलस,এস্পারগিলাস
एपोडेलस टेनुइफोलियस,অ্যাসফোডেলাস টেনুইফোলিয়াস
अ‍ॅस्पिरिन,অ্যাসপিরিন
परख,অ্যাস
असेंब्लीज,সমাবেশ
आत्मसात करण्याची कार्यक्षमता,সংমিশ্রণ দক্ষতা
आत्मसात करणारे मूळ,একীভূত মূল
सहाय्यक पुनरुत्पादक तंत्र,সহায়তা প্রজনন কৌশল
असोसिएशन क्षेत्र,সমিতি অঞ্চল
असोसिएटिव्ह सहजीवन,সহযোগী সিম্বিওসিস
वर्गीकरण आणि पुनर्संयोजन,ভাণ্ডার এবং পুনঃসংযোগ
घटकांची वर्गीकरण,ফ্যাক্টরের ভাণ্ডার
अस्टाकस,অ্যাস্টাকাস
Asteraceae,অস্টেরেসি
एस्टेरेल्स,গ্রহাণু
लघुग्रह,গ্রহাণু
दमा,হাঁপানি
