Odiya,Gujarati
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","વૃદ્ધાવસ્થા, વૃદ્ધત્વ"
ସମୟ ପ୍ରଭାବ,સમયની અસર
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,સમય અસર પરીક્ષણ
ମାଧ୍ୟାକର୍ଷଣ |,ગુરુત્વાકર્ષણ રહિત
ପୁନ iliation ନିର୍ମାଣ,સમાધાન
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","એરબોર્ન રડાર, એરિયલ રડાર"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,હવા શ્વસન કરનાર
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,એર કન્ડીશનીંગ
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,એરક્રુ ટ્રાન્સફોર્મર
ବିମାନ,વિમાન
ଶ୍ରେଣୀବଦ୍ଧତା |,ગોઠવણી
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,સંરેખણ ભૂલ
ଲାଇଭ୍ ସର୍କିଟ୍ |,જીવંત સર્કિટ
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,સંપૂર્ણ કાચની નળી
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,આખી મેટલ ટ્યુબ
ଠିକ କରିବା ପାଇଁ,ઠીક
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)"
ମିଶ୍ର,મિશ્રત્વ
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,સર્વવ્યાપક માધ્યમ
omni ଆଣ୍ଟେନା |,ઓમ્ની એન્ટેના
ଆଲମାନାକ |,પંચાંગ
ଆଲଫା,આલ્ફા
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,આલ્ફા-પ્રવૃત્તિ
ବର୍ଣ୍ଣମାଳା,આલ્ફાન્યૂમેરિક
ଆଲଫା ରଶ୍ମି |,આલ્ફા કિરણ
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,બદલો
"ବିକଳ୍ପ, ବିକଳ୍ପ","વૈકલ્પિક, વૈકલ્પિક"
ବିକଳ୍ପ,વૈકલ્પિક
ଉଚ୍ଚତା,અલ્ટિમીટર
ଉଚ୍ଚତା,અલ્ટિમીટર
ଉଚ୍ଚତା,અલ્ટાઇમટ્રી
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),અંકગણિત તર્ક એકમ (ALU)
amaget ନିୟମ |,amaget નિયમ
ପରିବେଶ,પર્યાવરણ
ଆମିକ୍ରନ୍ |,એમીક્રોન
ଆମ୍ମିଟର,એમીટર
ଆମ୍ପେର୍,એમ્પીયર
ampere-law,એમ્પીયર કાયદો
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,ઉભયજીવી આયન
ବୃଦ୍ଧି,એમ્પ્લીફિકેશન
ଏମ୍ପ୍ଲିଫାୟର୍,એમ્પ્લીફાયર
"କୋଣ, ପରିମାପ","કોણ, પરિમાણ"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),a એમ. યુ. (અણુ સમૂહ એકમ)
ସୁସଙ୍ଗତ,સુસંગત
ଅନୁରୂପ,સામ્યતા
ବିଶ୍ଳେଷକ |,વિશ્લેષક
ବିଶ୍ଳେଷଣ |,વિશ્લેષણ
ବିଶ୍ଳେଷଣାତ୍ମକ |,વિશ્લેષણાત્મક
ଅଣ-ବିନ୍ଦୁ |,બિન-બિંદુ
ଅସନ୍ତୁଷ୍ଟ |,વિસંગત
ଏବଂ ଦ୍ୱାର,અને દરવાજો
ଅଣ-ଆକାଶବାଣୀ |,બિન-એકોસ્ટિક
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,વિસંગત સ્થિતિસ્થાપકતા
ଆନ୍ହାଇଡ୍ରସ୍,નિર્જળ
କୋଣ,કોણ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,એંગસ્ટ્રોમ એકમ
କୋଣାର୍କ |,કોણીય
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,પ્રોટ્રેક્ટર વેર્નિયર
ବିବାଦୀୟ |,વિવાદાસ્પદ
ସମ୍ମାନଜନକ |,આદરહીન
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,વર્ણહીન ચુંબકીયકરણ
ଅଳସୁଆ |,ઢીલું
ଆୟନ,anion
ଅସୀମିତ |,અસમપ્રમાણ
ଆଇସୋଟ୍ରୋପିକ୍ |,આઇસોટ્રોપિક
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,આઇસોટ્રોપિઝમ
ବିଲୋପ,કાઢી નાખવું
ଷଡଯନ୍ତ୍ରକାରୀ,કાવતરાખોરો
anode,એનોડ
ଆନାଡାଇଜେସନ୍ |,એનોડાઇઝેશન
ଅସଙ୍ଗତ,અસંગત
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ઓપ્ટિકલ સિસ્ટમ
ଆଣ୍ଟେନା |,એન્ટેના
ଆଣ୍ଟିବାୟର୍,એન્ટિબેરિયન
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,વિરોધી બંધન ગુણધર્મો
କାଉଣ୍ଟର ବଣ୍ଡ |,કાઉન્ટર બોન્ડ
ଓଲଟା ଶକ୍ତି |,વિપરીત શક્તિ
ଡାଇମାଗ୍ନେଟିକ୍ |,ડાયમેગ્નેટિક
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ડાયમેગ્નેટિક સામગ્રી
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,બળતરા વિરોધી
ଆଣ୍ଟିଗ୍ରାଭିଟି,એન્ટિગ્રેવિટી
ଆଣ୍ଟିଲାମଡା କଣିକା |,એન્ટિલામડા કણ
ଆଲେଲେପଟନ୍ |,એલેપ્ટન
ଡାଇମାଗ୍ନେଟିକ୍ |,ડાયમેગ્નેટિક
ଆଣ୍ଟିମାଟର୍ |,એન્ટિમેટર
ଆଣ୍ଟି ମିସାଇଲ୍,વિરોધી મિસાઇલ
ଆଣ୍ଟିନାଟ୍ରନ୍ |,એન્ટિન્યુટ્રોન
ପଲସିଂ,ધબકતું
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,એન્ટિન્યુક્લિયોન
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,એન્ટિપાર્ટિકલ
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,એન્ટિપ્રોટોન
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,પ્રતિબિંબ વિરોધી
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,અસમપ્રમાણ
ପୁନରାବୃତ୍ତି ନୁହେଁ |,નોન રિકરિંગ
ଆନାକ୍ରୋନିଜିମ୍ |,અનાક્રોનિઝમ
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,છિદ્રિત સ્કેનિંગ ડિસ્ક
ଦ୍ୱାରକ,દ્વારક
"ଉପର, ଉପର, ଆଗ","ટોચ, ટોચ, આગળ"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
ଉଦାସୀନ ଲେସ୍ |,ઉદાસીન ફીત
ଅଣ-ଦୁ hetic ଖଦାୟକ |,બિન-દયનીય
ଅକ୍ଷମତା |,બિન-વિકલાંગતા
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,ખૂબ વર્ણહીન
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","જમીન-ઊંચી, apogee"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","બિનધ્રુવીય, ગોળાકાર"
ପାରାପୋଲାରିଟି |,પેરાપોલરીટી
ଉପକରଣ,ઉપકરણ
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","વર્ચ્યુઅલ, વિઝ્યુઅલ"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,દૃશ્યમાન સૂર્ય
ଭିଜୁଆଲ୍ ସମୟ |,દ્રશ્ય સમય
ଉଦୀୟମାନ ରୂପ,ઉભરતો દેખાવ
ଆବେଦନ,અરજી
ପ୍ରଯୁଜ୍ୟତା |,લાગુ પડવાની ક્ષમતા
ପ୍ରୟୋଗ ହୋଇଛି |,લાગુ
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,અવલોકનક્ષમ
ଉପାୟ,અભિગમ
"ପାଖାପାଖି, ପାଖାପାଖି","નજીક, આશરે"
ଆନୁମାନିକତା,અંદાજ
ବାଷ୍ପ ଚାପ,બાષ્પ દબાણ
ସ୍ବେଚ୍ଛାକୃତ,સ્વૈચ્છિક
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
ଆର୍କିମିଡିସ୍ ନିୟମ |,આર્કિમિડીઝનો કાયદો
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
ଆର୍କ ଦୀପ,ચાપ દીવો
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,આર્ક-સ્પેક્ટ્રમ
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","વિસ્તાર, વિસ્તાર"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","પ્રાદેશિક, પ્રાદેશિક"
"ବାହୁ, ବାହୁ, ଶାଖା |","હાથ, હાથ, શાખા"
ଶ୍ରଦ୍ଧାଳୁ,કલાપ્રેમી
"ଆରେ, ଆରେ","એરે, એરે"
ରସିଦ,રીસીવર
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,ઉચ્ચાર સ્પષ્ટતા
ସିନ୍ଥେଟିକ୍ |,કૃત્રિમ
କୃତ୍ରିମ ସଂକ୍ରମଣ,કૃત્રિમ ટ્રાન્સમ્યુટેશન
ଆରୋହଣ,ચડતા
ଆରୋହଣ,ચઢાણ
ଆରୋହଣ,ચડવું
ଆଗୋଲି,અગોલી
ଏକୀକରଣ,એકત્રીકરણ
ର ସେଟ୍,નો સમૂહ
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","એસેમ્બલીંગ, એસેમ્બલીંગ"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
ସଠିକତା ଆକଳନ,ચોકસાઇ અંદાજ
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","સંબંધિત, સહયોગી, જોડાણ"
ସ୍ ow ର ଶବ୍ଦ,સ્વર અવાજ
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,સ્વચાલિત મલ્ટિવાઇબ્રેટર
asthenic,અસ્થેનિક
"ନିବୃତ୍ତତା, astigmatism |","ત્યાગ, અસ્પષ્ટતા"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,એસ્ટ્રોફિઝિક્સ
ମହାକାଶଚାରୀ,અવકાશયાત્રી
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,ખગોળશાસ્ત્રી
ସ୍ୱର୍ଗୀୟ,આકાશી
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,ખગોળશાસ્ત્ર
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,એસ્ટ્રોફિઝિક્સ
ଅସୀମିତ |,અસમપ્રમાણ
ଅସ୍ମିପଟୋଟିକ୍ |,એસિમ્પટોટિક
ବୃଦ୍ଧି,ઉત્તેજક
ଅସନ୍ତୁଳିତ |,અસુમેળ
"ପରିବେଶ, ପରିବେଶ","વાતાવરણ, વાતાવરણ"
ବାୟୁମଣ୍ଡଳ,વાતાવરણીય
ପବନ ଅଶାନ୍ତି |,પવનની અશાંતિ
ପରମାଣୁ,પરમાણુ
ପରମାଣୁ,અણુ
ପରମାଣୁ,પરમાણુ
ଆଣବିକ ମାସ,પરમાણુ સમૂહ
ପରମାଣୁ ସଂଖ୍ୟା,અણુ સંખ્યા
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
ପରମାଣୁ,અણુ
କଣିକା,કણ
କଣିକା,કણ
ଆଘାତ,એટેન્યુએશન
"ଆଘାତ, ଆଘାତ","હળવું કરવું, હળવું કરવું"
ଚମତ୍କାର |,વશીકરણ
ଆକର୍ଷଣର ଶକ୍ତି |,આકર્ષણનું બળ
ଶ୍ରବଣତା |,શ્રાવ્યતા
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
ଶ୍ରବଣଯୋଗ୍ୟ |,સાંભળી શકાય તેવું
ଅଡିଓ ଜେନେରେଟର,ઓડિયો જનરેટર
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,શ્રાવ્ય ગ્રાફ
ବିଜ୍ଞାନ ଶୁଣିବା |,સુનાવણી વિજ્ઞાન
ଅଡିଓମିଟର |,ઓડિયોમીટર
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,શ્રાવ્ય આવર્તન ઓસિલેટર
ଶବ୍ଦ ସଙ୍କେତ,ધ્વનિ સંકેત
ଅଡିଓ-ଭିଜୁଆଲ୍ |,દ્રશ્ય-શ્રાવ્ય
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","ઓડિટોરિયમ, ઓડિટોરિયમ"
OZ ପ୍ରଭାବ,ઓઝેડ અસર
ପଦୋନ୍ନତି,પ્રમોશન
ଉନ୍ନତିକାରୀ,વધારનાર
ପୋଲାର ଅଗ୍ନି,ધ્રુવીય જ્યોત
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,દક્ષિણ ધ્રુવીય જ્યોત
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,ઉત્તર ધ્રુવીય જ્યોત
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,આપોઆપ ચેતવણી
ଅଟୋ ସମାନ୍ତରାଳ,ઓટો પેરેલલાઈઝર
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","આપોઆપ, આપોઆપ, આપોઆપ"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","ઓટોમેશન, ઓટોમેશન"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","સહાયક, સહકારી, વધારાનું"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","અવડાવ, હિમપ્રપાત"
"ଅର୍ଥ, ଅର୍ଥ","સરેરાશ, સરેરાશ"
parivaran,પરિવાર
ଅକ୍ଷୀୟ |,અક્ષીય
ଅକ୍ଷ,ધરી
ଆଜିମ୍ୟୁଥ୍,અઝીમથ
ଆଜିମ୍ୟୁଥ୍,અઝીમથ
ପଛକୁ,પાછા
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"ପଛକୁ, ପଛକୁ","પછાત, પછાત"
ବୁଲି ପଡ,ટર્નઅરાઉન્ડ
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,બેક વોલ્ટેજ પલ્સર
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,સંબંધ પછી
ପରିଶୋଧ,વળતર
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,વિરોધી વોલ્ટેજ
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,પશ્ચાદવર્તી સ્કેટરિંગ
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,ઇન્ટર્સ્ટિશલ તરંગ
ଇନସୁଲେଟର,ઇન્સ્યુલેટર
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,પેરાશૂટ જમ્પ
ଗରମ,ગરમી
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
ବାଲାନ୍ସର୍,બેલેન્સર
ସନ୍ତୁଳନ,સંતુલન
ଗ୍ଲୋବୁଲ୍,ગ્લોબ્યુલ
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","બેલિસ્ટિક, બેલિસ્ટિક"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
କ୍ଷେପଣାସ୍ତ୍ର,મિસાઇલ
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","બેલિસ્ટિક્સ, હથિયાર"
ପ୍ରୋଜେକସନ,પ્રક્ષેપણ
ମାଗଣା ପଥ,મફત માર્ગ
"ବେଲୁନ୍, ବେଲୁନ୍ |","બલૂન, બલૂન"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,બાલ્મર બંધ
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","બેન્ડ, બેન્ડ, બેન્ડ"
ବିସ୍ଫୋରଣ,વિસ્ફોટ
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","એરે, બીમ, કિનારો, બેંક, કિનારો"
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
ବାର୍ଡେନ୍ ନୀତି |,બાર્ડીન સિદ્ધાંત
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,barkhausen અસર
ବାର୍ଲୋ ଚକ୍ର |,બાર્લો ચક્ર
ବାର୍ ଚୁମ୍ବକ,બાર ચુંબક
ଭଣ୍ଡାର,કોઠાર
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,હવાનું દબાણ ગ્રાફ
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |","બેરોગ્રાફ, બેરોગ્રાફ"
ବାରୋମିଟର |,બેરોમીટર
