English,Odiya
Amplifier,ଏମ୍ପ୍ଲିଫାୟର୍
Amplifier efficiency,ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |
Amplitude,ପରିମାପ
Amplitude altenuation,ପ୍ରଶସ୍ତତା ଆଘାତ
Amplitude modulated oscillator,ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର
Amplitude modulation,ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ
Amplitude modulator,ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର
Angstrom unit,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
Analog circuit,ଆନାଗଲ୍ ସର୍କିଟ୍ |
Analog computer,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
Analog filter,ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |
Analog multimeter,ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |
Analog switch,ଆନାଗଲ୍ ସୁଇଚ୍ |
AND gate,ଏବଂ ଫାଟକ |
Angular frequency,କୋଣ ଅନୁକୋଣ
Anion,"ଆୟନ, ଆୟନ"
Annealing temperature,ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |
Anode,anode
Anode amplifier,ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
Anodization,anodyne
Antenna,ଆଣ୍ଟେନା |
Antenna elements,ଆଣ୍ଟେନା ଉପାଦାନ |
Anti-reflection coating,ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |
Anti-log amplifier,ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |
Anti-resonant circuit,ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |
Aperture time,ଦ୍ୱାରକ ଅବଧି |
Apparent power,ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |
Apparent wiring,ତାର ସଂଯୋଗ
Approximate voltage gain,ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |
Armstrong modulator,ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର
Arrays of antenna,ଆଣ୍ଟେନା ଆରେ |
Aspect ratio,"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |"
Astable circuit (free running circuit),ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ)
Astable multivibrator,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
Astable multivibrator,ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |
Asymmetrical junction,ଅସୀମିତ ଜଙ୍କସନ
Asynchronous counters,ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |
Atom,ପରମାଣୁ
Atomic number,ପରମାଣୁ ସଂଖ୍ୟା
Atomic structure,ପରମାଣୁ ଗଠନ
Audio amplifier,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio amplifier,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio cassette,ଅଡିଓ କ୍ୟାସେଟ୍ |
Audio circuit,ଅଡିଓ ସର୍କିଟ |
Audio frequency,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |
Automatic voltage control,ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |
Avalanche,ବାଘ
Average detector,ହାରାହାରି ଡିଟେକ୍ଟର |
Axial mode,ଅକ୍ଷୀୟ ମୋଡ୍ |
Axial ratio,ଅକ୍ଷୀୟ ଅନୁପାତ |
Antenna,ଆଣ୍ଟେନା |
Back e.m.f.,ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |
Back field,ପଛ କ୍ଷେତ୍ର
Back scattering,ପଛ ବିଛାଇବା |
Background charge,ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |
Background noise,ପାର୍ଶ୍ୱ ଶବ୍ଦ |
Backlash,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
Backlobe radiation,ପରବର୍ତ୍ତୀ ବିକିରଣ |
Backward diode,ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |
Backward wave oscillator,ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |
Baffle,"ବାଧା, ବାଧା"
Baffle shield,ବାଧା
Balanced bridge,ସନ୍ତୁଳିତ ସେତୁ |
Balanced demodulator,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
Balanced modulator,ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର
Balanced network,ସନ୍ତୁଳିତ ସର୍କିଟ |
Balancedslope detector,ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |
Ballast resistors,ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |
Balometer,ବୋଲୋମିଟର |
Balometer bridge,ବୋଲୋମିଟର ବ୍ରିଜ୍ |
Balun,ବେଲୁନ୍ |
Banana jack,ବାନା ଜ୍ୟାକ୍ |
Banana plug,ବାନା ପ୍ଲଗ୍ |
Band,"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |"
Band conduction,ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |
Band energy,ବ୍ୟାଣ୍ଡ ଶକ୍ତି
Band gap,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
Band pass amplifier,ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |
Band pass filter,ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |
Baud rate generator,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
Band spreading,ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |
Band stop,ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |
Band stop filter,ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |
Band width,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର
Band-elimination filter,ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |
Bandwidth dispersion product,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |
Bandwidth distance product,ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |
Bank capacity,"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |"
Barker code,"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |"
Barkhausen criterion,ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |
Barretter,ବ୍ୟାରେଟର୍
Barrier,ପ୍ରତିବନ୍ଧକ |
Barrier capacitor,ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |
Barrier energy,ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |
Barrier voltage,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
Bartlett window,ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |
Base,"ଆଧାର, ଆଧାର"
Base band,ବେସ୍ ବ୍ୟାଣ୍ଡ |
Base band transmission,ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |
Base charge,ଆଧାର ଚାର୍ଜ |
Base current,ମୂଳ କରେଣ୍ଟ୍ |
Base current source,ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |
Base dipping,ମୂଳ କାଟିବା |
Base doping,ଆଧାର ମଦନ
Base emitter feedback,ବେସ୍ ଏମିଟର ଫିଡ୍ |
Base emitter junction,ବେସ୍ ଏମିଟର ଜଙ୍କସନ |
Base infection,ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |
Base line,ଭୂମି ରେଖା
Base resistance,ମୂଳ ପ୍ରତିରୋଧ |
Base source,ମୂଳ ଉତ୍ସ |
Base spreading resistance,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
Base spreading resistance,ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |
Base thickness,ମୂଳ ଘନତା |
Base transport,ଆଧାର ପ୍ରବେଶ
Base width modulation,"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |"
Base-collector junction,ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |
Bass,ଗନ୍ଧ
Bass frequency,ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |
Battery,ବ୍ୟାଟେରୀ
Baud,baud
Baud rate,ବାଉଡ୍ ହାର
Baud rate generator,ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |
Baudot code,ବୋଡୋ କୋଡ୍ |
Beacon,"ସଙ୍କେତ, ବିକନ୍ |"
Bead,"ମାଣିକା, ବିଡ୍ |"
Bead capacitor,ମାଣିକ କ୍ୟାପେସିଟର୍ |
Bead thermister,ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |
Bean antenna,"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |"
Beam finder,ବିମ୍ ଡିଟେକ୍ଟର୍ |
Beam power tube,ବିମ୍ ପାୱାର୍ ହୋସ୍ |
Beam switching tube,ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |
Beam width,ବିମ୍ ବିସ୍ତାର
Beat frequency,ଫ୍ରିକ୍ୱେନ୍ସି
Beat frequency oscillator,ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
Beat oscillator,ନାଡ ଓସିଲେଟର |
Bel,ବେଲ୍ |
Bending loss,ନମ୍ର କ୍ଷତି |
Bessel filter,ବେସେଲ୍ ଫିଲ୍ଟର୍ |
Beta,ବିଟା |
B-H curve,b-h ବକ୍ର
Bias,"ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
Bias current,ପକ୍ଷପାତ କରେଣ୍ଟ |
Bias resistor,ପକ୍ଷପାତ ପ୍ରତିରୋଧ |
Biconical antenna,ଡବଲ୍ ଆଣ୍ଟେନା |
Bidirection load current,ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |
Bi-directional antenna,ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |
Bidirectional LED,ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |
Bidirectional thyristor,ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |
Bi-FET technology,bi FET ଟେକ୍ନୋଲୋଜି |
Bifilar transformer,ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |
Bifilar winding,ଡବଲ୍ ଫ୍ୟୁଜନ୍ |
Bilateral network,ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |
Binary,ବାଇନାରୀ
Binary addition,ବାଇନାରୀ ରାଶି
Binary circuit,ବାଇନାରୀ ସର୍କିଟ |
Binary coded decimal (BCD),ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
Binary coded decimal system,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |
Binary commutating capacitor,ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |
Binary counter,ବାଇନାରୀ କାଲକୁଲେଟର
Binary counter,ବାଇନାରୀ କାଲକୁଲେଟର
Binary decoder,ବାଇନାରୀ ଡିକୋଡର୍ |
Binary ladder,ବାଇନାରୀ ସିଡ଼ି |
Binary odometer,ବାଇନାରୀ ପାଥୋମିଟର |
Binary state,ବାଇନାରୀ ଅବସ୍ଥା |
Binary to decimal decoders,ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |
Binary weight,ବାଇନାରୀ ଲୋଡ୍ |
Binary word,ବାଇନାରୀ ଶବ୍ଦ |
Bipolar,ଦ୍ୱିପାକ୍ଷିକ
Bipolar capacitor,ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |
Bipolar device,ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |
Bipolar power supply,ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |
Bipolar transistor,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |
Bipolar junction transistor,ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |
Biquad filter,ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |
Bistable,ଡବଲ୍ ପୋଜିସନ୍ |
Bistable multivibratic,ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |
Bistable relay,ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |
Bistable state,ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |
Bistable trigger,ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |
Bit error,ବିଟ୍ ତ୍ରୁଟି |
Bit error rate (BER),ବିଟ୍ ତ୍ରୁଟି ହାର
Bit error,ବିଟ୍ ତ୍ରୁଟି |
Bit timing error,ବିଟ୍କାଲ୍ ତ୍ରୁଟି |
Black box,ଅନ୍ଧ ବାକ୍ସ
Blanking pulses,ଘନୀଭୂତ ନାଡ |
Bleeder,ସଚିବ
Bleeder resistor,ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |
Blind speed,ଅନ୍ଧତା
Block diagram,ବିଭାଗ ଚିତ୍ର
Block impedance,ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |
Block transfer,ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |
Blocking,ବାଧା
Blocking capacitor,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
Blocking capacitor,ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |
Blocking oscillator,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
Blocking oscillator,ପ୍ରତିରୋଧକ ଓସିଲେଟର |
Blocking voltage,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
Blower,ବ୍ଲୋଅର୍ |
Bode diagram/plot,ବୋଡ ଚିତ୍ର
Boltzmann relation,voltzmann ସମ୍ପର୍କ
Boltzmann's constant,voltzmann ସ୍ଥିର |
Bond,ବନ୍ଧନ
Bonded strain gauge,ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
Boot strapping amplifier,ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
Boolean algebra,ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |
Boolean equation,ବୁଲିଅନ୍ ସମୀକରଣ |
Boot strapping,ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |
Booth's algorithm,ବୁଥ୍ ର ଆଲଗୋରିଦମ |
Bootstrap sweep circuit,ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |
Bosanquert's law,ବସ୍କଟ୍ ନିୟମ |
Bose-Chaudhary-Hoeckingham  (BCH) code,ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |
Bounce,"ଡେଇଁବା, ଡେଇଁବା |"
Bound electron,ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |
Bragg reflector,ଗର୍ବ ପ୍ରତିଫଳକ |
Braided wire,ଅନ୍ତର୍ନିହିତ ତାର
Branch,ଶାଖା
Branching,ଶାଖା
Bread board,ପରୀକ୍ଷଣ ବୋର୍ଡ |
Break down region,ବ୍ରେକ୍ ଜୋନ୍ |
Break down voltage,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
Breakdown diode,ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |
Breakdown rating,ଭଙ୍ଗା ଫିକ୍ସିଂ |
Breakdown voltage,ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |
Bridge,ସେତୁ
Bridge rectifier,ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |
Broad band,ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |
Broad cast band,ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |
Broad side array,ଜ୍ୟୋତିଷ ଆରେ |
Broadcast,ପ୍ରସାରଣ
Broadcast antenna,ପ୍ରସାରଣ ଆଣ୍ଟେନା |
Broadcast receiver,ପ୍ରସାରଣ ରସିଦ |
Broadcast receiver frequency,ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |
Broadcast transmitter,ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |
Booster,ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |
Bruce antenna,ବସ୍ ଆଣ୍ଟେନା |
Brush discharge,ବ୍ରଶ୍ ବୁଡ ପକାଇବା |
Bubbled AND gate,ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |
Bubbled OR gate,ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |
Bubble memory,ବବୁଲି ମେମୋରୀ |
Bucking voltage,ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ
Buffer,ବଫର୍
Buffer amplifier,ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
Buffer circuit,ବଫର୍ ସର୍କିଟ୍ |
Buffer driver,ବଫର୍ ଅପରେଟର୍ |
Buffer register,ବଫର୍ ରେଜିଷ୍ଟର |
Bulb,ବଲ୍ବ
Bulk effect,ଜନସଂଖ୍ୟା ପ୍ରଭାବ
Bulk semi-conductor device,ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |
Buncher,ଗୁଣ୍ଡ |
Burried crossover,ଜଳମଗ୍ନ ବିନିମୟ |
Burried layer,ଜଳମଗ୍ନ ସ୍ତର |
Burrier contact,ଜଳମଗ୍ନ ସମ୍ପର୍କ |
Burst amplifier,ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |
Burst blanking,ବିସ୍ଫୋରଣ କଭର |
Burst firing,ବିସ୍ଫୋରଣ
Burst gate amplifier,ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |
Burst mode,ବିସ୍ଫୋରଣ ମୋଡ୍ |
Burst separator,ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
Burst signal,ବିସ୍ଫୋରଣ ସଙ୍କେତ
Burst-error correcting code,ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |
Bus,ଯଥେଷ୍ଟ
Bus bar,ବସ୍ ବାର୍
Bus organisation,ବସ୍ ସଂଗଠନ
Bus standard,ବସ୍ ମାନକ
Bus transient,କେବଳ କ୍ଷଣସ୍ଥାୟୀ |
Butter worth filter,ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |
BNC cable,bnc ତାର
BNC connector,BNC ଯୋଗକର୍ତ୍ତା |
By pass,ବାଟରେ
Bypass capacitor,ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
Byte,ବାଇଟ୍ |
C band,ଭି ବ୍ୟାଣ୍ଡ |
C band antenna,ସି ବ୍ୟାଣ୍ଡ ଆଣ୍ଟେନା |
Cable,ତାର
Cable routing,ତାର ମାର୍ଗ
Cable version,ଟେଲିଗ୍ରାଫ୍ ଟେଲିଭିଜନ |
Cache memory,କ୍ୟାଶେ ମେମୋରୀ
Caesium frequency standard,ସିସିମ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଷ୍ଟାଣ୍ଡାର୍ଡ |
Calculator,କାଲକୁଲେଟର
Calibration,କାଲିବ୍ରେସନ୍ |
Call address,କଲ୍ ଠିକଣା
Colpitt's oscillator,କଲ୍ପିଟ୍ ଓସିଲେଟର |
Camcorder,କ୍ୟାମ ସୀମା
Camera,କ୍ୟାମେରା
Camera tube,କ୍ୟାମେରା ହୋସ୍
Candela,କ୍ୟାଣ୍ଡେଲା |
Candle power,ମହମବତୀ ଶକ୍ତି |
Cantilever strain gauge,କ୍ୟାଣ୍ଟିଲାଇଭର ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
Capacitance,ଧରିବା
Capacitance blood pressure transducer,କ୍ଷମତା ରକ୍ତଚାପ ଟ୍ରାନ୍ସଡ୍ୟୁସର |
Capacitance distributor,ବିତରକ
Capacitance junction,ଚୁକ୍ତିନାମା
Capacitance meter,କ୍ୟାପିଟାନ୍ସ ଗେଜ୍ |
Capacitance pick-up,ସଂଗ୍ରହକାରୀ
Capacitive reactance,କ୍ଷମତା ପ୍ରତିକ୍ରିୟା
Capacitive transducer,"କ୍ଷମତା ସମ୍ପନ୍ନ ଶକ୍ତି ରୂପାନ୍ତରକାରୀ, ଟ୍ରାନ୍ସଡ୍ୟୁସର |"
Capacitor,କ୍ୟାପେସିଟର
Capacitor bank,କ୍ୟାପେସିଟର୍ ବ୍ୟାଙ୍କ |
Capacitor filter,କ୍ୟାପେସିଟର୍ ଫିଲ୍ଟର୍ |
Capacitor input filter,କ୍ୟାପେସିଟର୍ ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |
Capstan motor,ୱିଚ୍ ମୋଟର |
Capstan servo system,ପଲି ସର୍ଭୋ ଶରୀର |
Capston,ଚାର୍କି
Capture,ଧରିବା
Capture cross-section,ଧାରା ଧରିବା |
Capture effect,ପ୍ରଭାବ ପ୍ରଭାବ
Carrier to noise ratio (CNR),ବାହକ ଶବ୍ଦ ଅନୁପାତ |
Car radio,କାର୍ ରେଡିଓ |
Carbon resistor,କାର୍ବନ ପ୍ରତିରୋଧକ |
Card reader,କାର୍ଡ ରିଡର୍ |
Cardiod diagram,କାର୍ଡିଓଏଡ୍ ଚିତ୍ର
Carriage,ଗାଡି
Carriage return,ରଥ ଫେରସ୍ତ
Carrier,ବାହକ
Carrier communication,ବାହକ ଯୋଗାଯୋଗ |
Carrier concentration,ବାହକ ଏକାଗ୍ରତା |
Carrier frequency,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
Carrier generation,ବାହକ ପ୍ରଜନନ |
Carrier level,ବାହକ ସ୍ତର
Carrier life time,ବାହକ ଜୀବନ
Carrier mobility,ବାହକ ଗତିଶୀଳତା |
Carrier multiplication,ବାହକ ଗୁଣନ
Carrier noise level,ବାହକ ଶବ୍ଦ ସ୍ତର |
Carrier range,ବାହକ ପରିସର |
Carrier recovery circuits,ବାହକ ପୁନରୁଦ୍ଧାର ସର୍କିଟ |
Carrier reinsertion,ବାହକ ପୁନ ins ସନ୍ନିବେଶ |
Carrier scattering,କଣ୍ଡକ୍ଟିଭ୍ ବିଛାଇବା |
Carrier suppression,ବାହକ ଦମନ
Carrier trapping,ବାହକ କେଜ୍ |
Carrier velocity,ବାହକ ବେଗ
Carry bit,ହାତ ବିଟ୍ |
Carry flag,ପତାକା ଧରିଛି |
Carry register,"ଅଧିକାରର ରେଜିଷ୍ଟର, ଅଧିକାରର ରେଜିଷ୍ଟର |"
Carry-generator,ପୋର୍ଟେବଲ୍ ଜେନେରେଟର
Carson's rule,କାର୍ସନ୍ ନିୟମ |
Cartridge fuse,କାର୍ଟ୍ରିଜ୍ ଫ୍ୟୁଜ୍ |
Cartridge tape,କାର୍ଟ୍ରିଜ୍ ଟେପ୍ |
Carry foster bridge,କ୍ୟାରି ଫୋଷ୍ଟର ବ୍ରିଜ୍ |
Cascade amplifier,ଷ୍ଟେପ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
Cascading,ଗ୍ରେଡେସନ୍
Cascade amplifier,କ୍ୟାସକେଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
Cascode amplifier,"କାସ୍କୋଡ୍ ଆମ୍ପ୍ଲିଫାୟର୍, ଷ୍ଟେପ୍ ଆମ୍ପ୍ଲିଫାୟର୍ |"
Cassette,କ୍ୟାସେଟ୍
Catalysis,ପ୍ରେରଣା
Catcher cavity,ବନ୍ଦୀ କୋଟର |
Cathode,କ୍ୟାଥୋଡ୍ |
Cathode follower,କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ |
Cathode follower amplifier,କ୍ୟାଥୋଡ୍ ଟ୍ରେଲିଂ ଏମ୍ପ୍ଲିଫାୟର୍ |
Cathode luminescence,କ୍ୟାଥୋଡ୍ ଆଲୋକ
Cathode material,କ୍ୟାଥୋଡ୍ ସାମଗ୍ରୀ |
Cathode ray oscilloscope (CRO),କ୍ୟାଥୋଡ୍ ରେସ୍ ଓସିଲୋସ୍କୋପ୍ |
