Bengali,Hindi
পুনর্মিলন,संधान
"বায়ুবাহিত রাডার, বায়বীয় রাডার","वायुवाहित रेडार, हवाई रेडार"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","वायुवर्ती लक्ष्य, हवाई लक्ष्य"
বায়ু শ্বাসযন্ত্র,"वायुश्वासी, वायुश्वसित्र"
এয়ার কন্ডিশনিং,वातानुकूलन
এয়ারক্রু ট্রান্সফরমার,वायुक्रोडी ट्रांसफार्मर
বিমান,वायुयान
প্রান্তিককরণ,संरेखण
প্রান্তিককরণ ত্রুটি,सरेखण त्रुटि
লাইভ সার্কিট,सजीव परिपथ
সম্পূর্ণ কাচের টিউব,संपूर्ण कांच नलिका
পুরো ধাতব টিউব,संपूर्ण धातुनलिका
ঠিক করতে,नियत करना
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
mishratvan,मिश्रात्वन
সর্বব্যাপী মাধ্যম,सर्वव्यापी माध्यम
ওমনি অ্যান্টেনা,सर्वतरंग ऐन्टेना
পঞ্জিকা,पंचांग
আলফা,ऐल्फा
আলফা-ক্রিয়াকলাপ,ऐल्फा-सक्रियता
আলফানিউমেরিক,अक्षरांकीय
আলফা রশ্মি,ऐल्फा किरण
পরিবর্তন,परिवर्तन
"বিকল্প, বিকল্প","एकांतर, प्रत्यावर्ती"
বিকল্প,प्रत्यावर्तित्र
altimeter,तुंगतालेखी
altimeter,तुंगतामापी
অলটাইমেট্রি,तुंगतामापिकी
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),अंकगणित तर्क एकक (ए एल यू)
amaget নিয়ম,एमागेट नियम
পরিবেশ,परिवेश
অ্যামিক্রন,एमाइक्रोन
অ্যামিটার,ऐमीटर
অ্যাম্পিয়ার,ऐम्पियर
অ্যাম্পিয়ার-ল,ऐम्पियर-नियम
উভচর আয়ন,उभयावेशी आयन
পরিবর্ধন,प्रवर्धन
পরিবর্ধক,प्रवर्धक
"কোণ, মাত্রা","कोणांक, आयाम"
ক এম.উ. (পারমাণবিক ভর একক),ए. एम. यू. (परमाणु संहति मात्रक)
উপযুক্ত,अनुरूप
সাদৃশ্য,सादृश्य
বিশ্লেষক,विश्लेषक
বিশ্লেষণ,विश्लेषण
বিশ্লেষণাত্মক,विश्लेषीय
অ-বিন্দু,अन-अबिन्दुक
অস্বাভাবিক,अन-अबिंदुकता
এবং দরজা,तथा द्वार
অ শাব্দিক,अप्रतिध्वनिक
অস্বাভাবিক স্থিতিস্থাপকতা,विषम प्रत्यास्थता
নির্জল,निर्द्रव
কোণ,कोण
অ্যাংস্ট্রম ইউনিট,ऐंग्स्ट्रम मात्रक
কৌণিক,कोणीय
প্রটেক্টর ভার্নিয়ার,कोणमापी वर्नियर
বিতর্কিত,अप्रसंवादी
অসম্মান,अप्रसवादिता
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,अशैथिल्य चुंबकन
শিথিল,अशिथिलित
anion,ऋणायन
অপ্রতিসম,असमविम
আইসোট্রপিক,विषमदैशिक
আইসোট্রপিজম,विषमदैशिकता
মুছে ফেলা,विलोपन
বর্ণনাকারী,आख्यापित्र
অ্যানোড,ऐनोड
anodization,ऐनोडीकरण
অসামঞ্জস্যপূর্ণ,अंसगत
অপটিক্যাল সিস্টেম,प्रकाशयंत्रहीन तंत्र
অ্যান্টেনা,ऐन्टेना
antiberion,ऐन्टिबेरियॉन
বিরোধী বন্ধন সম্পত্তি,बंधन विरोधी गुणधर्म
পাল্টা বন্ড,प्रति-आबंधन
বিপরীত শক্তি,प्रतिलोह विद्युत
ডায়ম্যাগনেটিক,प्रतिलोहचुंबकीय
ডায়ম্যাগনেটিক উপাদান,प्रतिलोहचुबकीय पदार्थ
প্রদাহ বিরোধী,प्रतिकूहाकारक
বিরোধী মাধ্যাকর্ষণ,प्रतिगुरुत्व
antilamda কণা,प्रतिलेम्डा कण
এলিলেপ্টন,ऐल्टीलेप्टॉन
ডায়ম্যাগনেটিক,प्रतिचुंबकीय
প্রতিপদার্থ,ऐन्टिद्रव्य
ক্ষেপণাস্ত্র বিরোধী,मिसाइल विरोधी
অ্যান্টিনিউট্রন,ऐन्टिन्यूट्रॉन
স্পন্দনশীল,प्रस्पंद
অ্যান্টিনিউক্লিয়ন,प्रतिन्यूक्लिऑन
প্রতিকণা,प्रतिकण
অ্যান্টিপ্রোটন,प्रतिप्रोटॉन
প্রতিফলক,परावर्तनरोधी
প্রতিসম,प्रतिसममित
অ পুনরাবৃত্ত,अनावर्ती
anachronism,अनावर्तिता
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,छिद्रित क्रमवीक्षण डिस्क
দ্বারক,द्वारक
"শীর্ষ, শীর্ষ, সামনে","शीर्ष, शिखर, अग्रक"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","सूर्योच्च, रवि उच्च, अपसौर"
উদাসীন লেইস,अविपथी लेस
অ করুণ,अविपथी
অ-অক্ষমতা,अविपथिता
খুব অ্যাক্রোমেটিক,अति अवर्णी
"land-high, apogee","भूमि-उच्च, अपभू"
"nonpolar, circumpolar","अध्रुवी, परिध्रुवी"
parapolarity,परिध्रुविता
যন্ত্র,उपकरण
"ভার্চুয়াল, ভিজ্যুয়াল","आभासी, दृष्ट"
দৃশ্যমান সূর্য,दृष्ट सूर्य
চাক্ষুষ সময়,दृष्ट समय
উদ্ভূত চেহারা,"उदभावी, प्रकटन"
আবেদন,अनुप्रयुक्ति
প্রযোজ্যতা,अनुप्रयोज्यता
প্রয়োগ করা,अनुप्रयुक्त
পর্যবেক্ষণযোগ্য,सुप्रेक्ष्य
পন্থা,उपगमन
"কাছাকাছি, প্রায়","सन्निकट, लगभग"
অনুমান,सन्निकटन
বাষ্পের চাপ,वाष्प दाब
স্বেচ্ছায়,स्वेच्छ
"চাপ চুল্লি, চাপ চুল্লি","आर्क भट्टी, चाप भट्टी"
আর্কিমিডিসের আইন,आर्किमीडीज़ का नियम
স্থাপত্য শাব্দবিদ্যা,स्थापत्य ध्वानिकी
চাপ বাতি,आर्क लैंप
আর্ক-স্পেকট্রাম,आर्क-स्पेक्ट्रम
"এলাকা, এলাকা","क्षेत्र, क्षेत्रफल"
"আঞ্চলিক, আঞ্চলিক","क्षेत्रफलीय, क्षेत्रीय"
"হাত, বাহু, শাখা","बाहु, भुजा, शाखिका"
অপেশাদার,आमेचर
"অ্যারে, অ্যারে","व्यूह, सरणी"
রিসিভার,प्रग्राही
উচ্চারণ স্বচ্ছতা,उच्चारण स्पष्टता
সিন্থেটিক,कृत्रिम
কৃত্রিম রূপান্তর,कृत्रिम तत्वांतरण
আরোহী,आरोही
আরোহণ,तारारोहण
আরোহণ,आरोहांक
আগলি,अगोली
সমষ্টি,अगोलीकरण
এর সেট,समुच्चय
"সমাবেশ, সমাবেশ","समुच्चय करना, समुच्चयन"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","समुच्चय, समुच्चयन, कोडांतरण"
নির্ভুল অনুমান,परिशुद्धता आकलन
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","संबंद्ध, सहचारी, संगुणित"
স্বরধ্বনি,स्वरावृत्ति
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,स्वचलित बहुकंपित्र
অ্যাস্থেনিক,अस्थैतिक
"পরিহার, দৃষ্টিভঙ্গি","अबिन्दुकता, एस्टिग्मेटिज्म"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
জ্যোতির্পদার্থবিদ্যা,खगोलमिति
মহাকাশচারী,अंतरिक्षयात्री
জ্যোতির্বিজ্ঞানী,खगोलज्ञ
স্বর্গীয়,खगोलीय
জ্যোতির্বিদ্যা,खगोलिकी
জ্যোতির্পদার্থবিদ্যা,खगोल भौतिकी
অপ্রতিসম,असममित
অ্যাসিম্পোটিক,अनंतस्पर्शी
উত্তেজক,उपगामी
অ্যাসিঙ্ক্রোনাস,अतुल्यकालिक
"বায়ুমণ্ডল, বায়ুমণ্ডল","वायुमंडल, परिमंडल"
বায়ুমণ্ডলীয়,वायुमंडलीय
বায়ু অশান্তি,वायु-विद्युत क्षोभ
পারমাণবিক,परमाणु
পারমাণবিক,परमाण्वीय
পারমাণবিকতা,परमाणुकता
পারমাণবিক ভর,परमाणु संहति
পারমাণবিক সংখ্যা,परमाणु क्रमांक
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","परमाणु-रिऐक्टर, परमाणु पाइल"
পারমাণবিক,परमाण्विक
কণা,कणन
কণা,कणित्र
ক্ষয়,"क्षीणन, क्षीणता"
"attenuating, attenuating","क्षीणकारी, क्षीणक"
কবজ,आकर्षण
আকর্ষণ শক্তি,आकर्षण बल
শ্রবণযোগ্যতা,श्रव्यता
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,श्रव्य आवृत्ति-प्रवर्धक
শ্রবণযোগ্য,श्रव्य
অডিও জেনারেটর,श्रव्यजनित्र
শ্রবণযোগ্যতা গ্রাফ,श्रव्यता आलेख
শ্রবণ বিজ্ঞান,श्रवण विज्ञान
অডিওমিটার,श्रव्यतामापी
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,श्रव्य आवृत्ति-दोलक
শব্দ সংকেত,ध्वनि सिग्नल
অডিও-ভিজ্যুয়াল,दृश्य-श्रव्य
"অডিটোরিয়াম, অডিটোরিয়াম","ऑडिटोरियम, सभाभवन"
ওজেড ইফেক্ট,ओज़ए प्रभाव
পদোন্নতি,संवर्धन
বর্ধক,संवर्धक
মেরু শিখা,ध्रुवीय ज्योति
দক্ষিণ মেরু শিখা,दक्षिण ध्रुवीय ज्योति
উত্তর মেরু শিখা,उत्तर ध्रुवीय ज्योति
স্বয়ংক্রিয় সতর্কতা,स्वचालित सचेतक
স্বয়ংক্রিয় সমান্তরালকারী,स्वतः समांतरित्र
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","आत्मचालित, स्वचालित, स्वतः"
"অটোমেশন, অটোমেশন","स्वचालन, स्वचालित यंत्र"
"সহকারী, সমবায়, অতিরিক্ত","सहायक, सहकारी, अतिरिक्त"
"অবদাভা, তুষারপাত","अवधाव, ऐवेलांश"
"মানে, মানে","औसत, माध्य"
পরিবার,परिवर्जन
অক্ষীয়,अक्षीय
অক্ষ,अक्ष
আজিমুথ,दिगंश
আজিমুথ,दिगंशीय
পেছনে,पश्च
"পটভূমি, পটভূমি","पृष्ठभूमि, पृष्ठभूमिक"
"পশ্চাৎপদ, পশ্চাৎপদ","पिच्छद, पश्चगमन"
পরিবর্তন,प्रतिवर्तन
ব্যাক ভোল্টেজ পালসার,पश्चडोल वोल्टता स्पंदक
সম্পর্ক পরবর্তী,पश्च-पश्च-संबंधन
প্রতিদান,पूर्तिकर
বিরোধী ভোল্টেজ,विरोधी वोल्टता
পোস্টেরিয়র স্ক্যাটারিং,पश्चवर्ती प्रकीर्णन
অন্তর্বর্তী তরঙ্গ,अंतराली तरंग
অন্তরক,कुचालक
প্যারাশুট জাম্প,पैराशूट सहित कूद पड़ना
গরম করার,तपन
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
ব্যালেন্সার,संतोलक
ভারসাম্য,संतुलन
গ্লাবুল,गोलात चुबक
"ব্যালিস্টিক, ব্যালিস্টিক","प्राक्षेपिक, प्राक्षेपिकीय"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
মিসাইল,प्रक्षेपास्त्र
"ব্যালিস্টিক, অস্ত্র","प्राक्षेपिकी, अस्त्र विज्ञान"
অভিক্ষেপ,प्रक्षेप
বিনামূল্যে পথচলা,मुक्त प्रक्षेप पथ
"বেলুন, বেলুন","बैलून, गुब्बारा"
balmer discontinuity,बामर-असातत्य
"ব্যান্ড, ব্যান্ড, ব্যান্ড","पट्ट, पट्टी, बैंड .दल"
বিস্ফোরণ,धमाका
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","व्यूह, पुंज, किनारा, बैंक, तट"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
বারদিন নীতি,बारडीन सिद्धांत
বারখাউসেন প্রভাব,बार्कहाउज़एन प्रभाव
বারলো চক্র,बार्लो चक्र
বার চুম্বক,दंड चुबंक
শস্যাগার,बार्न
বায়ু চাপ গ্রাফ,वायुदाब-आलेख
"barograph, barograph","वायुदाबलेखी, बैरोग्राफ"
ব্যারোমিটার,वायुदाबमापी
বায়ুমণ্ডলীয় চাপ,वायुदाबमिति
"cosmos, baromosphere","कर्षमंडल, बैरोमंडल"
পেন্ডুলাম,दंड लोलक
"বাধা, পারমাণবিক, পারমাণবিক বাধা","रोध, रोधिका, नाभिकीय रोधिका"
বাধা স্তর,रोधिका स्तर
বেরিয়ন,बरिऑन
গুরুমন্ডল,गुरुमंडल
বেস ব্যান্ড,आधार बैंड
"মৌলিক, মৌলিক, ক্ষারীয়","आधारीय, मूल, क्षारीय"
ভিত্তি,आधारक
"গণনা, দল গঠন","गणन, दल रचना"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
ব্যাটারি,बैटरी
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","व्यूह खंड, कक्ष, खाड़ई"
প্রদর্শনী,प्रदर्श
কিবন,कीबन
"মানিকা, বিড","मणिका, बीड"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","दंड, बीम, किरण पुंज, तुर"
"ডিকম্যান, ডিকন","दिक्मान, दिक्कोण"
"dole, vispand","डोल, विस्पंद"
বেকারেল প্রভাব,बैकेरल प्रभाव
বেল জার,"बेलजार, घंटाकार ढकना"
বেল,धौंकनी
বেল ঘড়ি,घंटाकार
"বেদিকা, বেঞ্চ","वेदिका, बेंच"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","मोड, बंक (सं.), मोड़ना (क्रि.)"
ব্যাংকান,बंकन
"bent, bent","मुड़आ, बंकित"
বার্নোলি-সমীকরণ,बर्नूली-समीकरण
বেসাল-ফাংশন,बेसल-फलन
সেরা আনুগত্য,श्रेष्ठतम आसंजन
বিটা (খ),बीटा (भ्)
betatron,बीटाट्रॉन
মডেল,बेथे निदर्श
বিভাট্রন,बिवाट्रॉन
বিএইচ বক্ররেখা,B-H वक्र
দ্বিভুজাকার,द्विकोणीय
"পক্ষপাত, পক্ষপাত","अभिनति, बायस"
দ্বি-অক্ষীয়,द्वि-अक्षीय
বিক্রোমেট কোষ,बाइक्रोमेट सेल
অভিবতাল,अभयावतल
ডবল অ্যান্টেনা,द्विशंकु ऐन्टेना
দ্বিকনভেক্স,उभयोत्तल
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","द्वि-क्रिस्टल, द्विक क्रिस्टल"
দ্বিমুখী মাইক্রোফোন,द्विदिशी माइक्रोफोन
দ্বিপদী মডেল,द्वि-उपादानीय निदर्श
ডিপ্লয়েড,द्विसूत्री
দ্বিপাক্ষিক,द्विपार्श्विक
দ্বিরেখার,द्विरैखिक
বাইমোলিকুলার,द्वि-अणुक
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","द्वि-चर, द्वि-आधारी, द्वयी"
"বাইনারি কোড, বাইনারি কোড","द्वि-आधारी कोड, द्वि-आधारी कूट"
খেলা তারকা,युग्मतारा
বাইনারি পদ্ধতি,द्वि-आधारी पद्धति
দ্বিপার্শ্ব,"द्विकर्णी, द्विपथी"
বন্ধন,बंधन
"বাইনোকুলার, বাইনোকুলার","द्विनेत्री, बाइनाक्युलर"
বাইনারি,द्विनोड
দ্বিপদ ডিস্ট্রিবিউশন,द्विपद बंटन
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय"
বায়োডাইনামিকস,जैव-गतिकी
জৈব ইলেকট্রনিক্স,जैव इलेक्ट्रानिकी
জীবপদার্থবিদ,जीव-भौतिकीविज्ञ
জীবপদার্থবিদ্যা,जीव-भौतिकी
জৈবিক উপগ্রহ,जैविक उपग्रह
"সিনেমাটোগ্রাফার, বায়োস্কোপ","चलचित्रदर्शी, बायोस्कोप"
বায়ো-সাভার্ট নিয়ম,बायो-सावर्ट नियम
biphasic বর্তমান,द्विप्रावस्थिक धारा
ডাইপোল,द्विध्रुवीय
"biprism, biprism","द्विकप्रिज्म, बाइप्रिज्म"
"biquartz, biquartz","द्विस्फटिक, बाइक्वार्ट्ज"
biphasic চরিত্র,द्विस्थितिक अभिलक्षण
দুই-পর্যায়ের মাল্টিভাইব্রেটর,द्विस्थितिक बहुकंपित्र
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক","द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक"
"কালো, কৃষ্ণ","काला, कृष्ण"
কালো শরীর,कृष्णिका
অদৃশ্য আলো,अदृश्य प्रकाश
timirayan রেডিও timirayan,"तिमिरायन, रेडियो तिमिरायन"
ইজেকশন পালস,लोपन स्पंद
পক্ষপাত শেষ,अंतक बायस
কালো বিকিরণ,कृष्ण विकिरण
"অসম্পূর্ণ, ফাঁকা","असंपूर्त, रिक्त"
আবরণ,समाच्छादन
বাতিল,लोपन
"বিস্ফোরণ, বিস্ফোরণ, দমকা","स्फोटन, वात्या, झोंका"
"savika, bleeder, savi","साविका, ब्लीडर, सावी"
"ছদ্মবেশী, অন্ধ","प्रच्छन्न, अंध"
ব্লোচের উপপাদ্য,ब्लॉख प्रमेय
"ব্লক, ব্লক, ব্লক","अवरोध, अवरोधन, अवरोधी"
"ঘা, ঘা, ঘা","आघात, ब्लो, धमन"
নীল প্রিন্ট,ब्लू प्रिंट
অস্পষ্টতা বৃত্ত,अस्पष्टता-वृत्त
অস্পষ্ট,अस्पष्ट
"বল, গোলক, দুল","गोलक, गोला, लटकन"
"শরীর, বস্তু","पिंड, वस्तु"
শারীরিক ক্ষমতা,कायिक धारिता
কেন্দ্রীভূত,अंत:केन्द्रित
"দেহ-তির্যক, শেষ-তির্যক","पिंड-विकर्ण, अन्त:-विकर्ण"
"বগি, অজানা সনাক্তকরণ (রাডার)","बोगी, अज्ञात संसूचन (रडार)"
বোর প্রভাব,बोर प्रभाव
বোর ম্যাগনেটন,बोर मैग्नेटॉन
"বয়লার, বয়লার","क्वथित्र, बॉयलर"
"ফুটন্ত, ফুটন্ত","क्वथन, उबालना"
বোল্টসম্যান সমীকরণ,बोल्ट्समान समीकरण
বোমারু ইলেকট্রন,बमबार इलेक्ट्रॉन
"আঘাতমূলক শক্তি, বোমা শক্তি","अभिघातक ऊर्जा, बमकारी ऊर्जा"
বন্ধক,बंधक
"bonded, bonded, bonded","आबंधक, आबंधी, आबन्धन"
বর্ধক,अभिवर्धक
বোরন,बोरॉन
বোস-কণা,बोस-कण
বোসন,बोसॉन
"লাফ, লাফ","झंप, उच्छलन"
আবদ্ধ,परिबद्ध
"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)","परिसीमा, सीमा (सं.), सीमांत (वि.)"
আবদ্ধ,बद्ध
ধনু গজ,"धनु, गज़"
পালতোলা তরঙ্গ,नौकाग्र तरंग
বয়লার গরম করা,बॉयल ताप
বয়েলের আইন,बॉयल-नियम
বয়লার গরম করা,बॉयल ताप
বন্ধনী-শ্রেণী,ब्रेकेट-श्रेणी
ব্যাগ নিয়ম,बॅग नियम
জড়িত তার,गुंफित तार
ব্রেক ক্লাস,ब्रेक कक्षा
ব্রামা কম্প্রেসার,ब्रामा संपीडक
শাখা,शाखन
"সাহসী জালি, সাহসী জালি","ब्रेवे लैटिस, ब्रेवे जालक"
ব্রাস ব্রেজিং,"पीतल से झालना, पीतल का टाँका लगाना"
বিচ্ছেদ,विच्छेद
সংযোগকারী বিরতি,विच्छेद संपर्कक
"ফ্র্যাকচার ডায়োড, জেনার ডায়োড","भंजन डायोड, जेनर डायोड"
ফ্র্যাকচার,विभंजन
"ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস","प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी"
প্রজনন,प्रजनन
"retardant বিকিরণ, brastralung","अवमंदक विकिरण, ब्रैस्ट्रालुंग"
brewster-কোণ,ब्रूस्टर-कोण
ব্রুস্টার ফ্রিজ,ब्रूस्टर फ्रिज़
সেতু,सेतु
সেতু বন্ধন,सेतु-बंधन
"উজ্জ্বল, উজ্জ্বল, ঝলমলে","दीप्त, द्युतिमान, चमकीला"
আলোক,प्रदीपक
তেজ,प्रभास
"দ্যুতি, প্রভা","द्युति, प्रभा"
ব্রিলুওয়ান এলাকা,ब्रिलुवां क्षेत्र
ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি,ब्रिटिश मानक कैंडल
ভঙ্গুর,भंगुर
ভঙ্গুরতা,भंगुरता
সম্প্রচার,प्रसारण
বিশদ,विस्तृत
বিপরীতমুখী,पार्वाभिमुखी
ব্রগলি সূত্র,ब्रोग्ली सूत्र
খণ্ডিত,खंडित
ব্রাউনি গতি,ब्राउनी गति
"কুচি, বুরুশ, কুর্চ, গুলম","कूची, बुरुश, कूर्च, गुल्म"
"বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)","बुबुद्, बुलबुला (सं.), बुदबुदाना (क्रि.)"
উদ্দীপনা,बुदबुदाहट
পাল্টা ব্যবস্থা,प्रतिकारी
সংকোচন,आकुंचन
"amp-প্রতিরোধ, বাফার","उभय प्रतिरोधी, बफ़र"
ধ্বনিবিদ্যা,भवन-ध्वानिकी
বর্ধন,वर्धन
বাল্ব,बल्ब
আবির্ভূত,उभरना
"আয়তন, বাল্ক, ভর, ভর, আয়তন","आयतन, स्थूलता, समष्टि, पुंज, प्रकाय"
