English,Kannada
Colloidal moisture equivalent ratio,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
Colloidal system,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
Colluvial soil,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
Column,ಅಂಕಣ
Combed finish,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
Combined footing,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
Combined water,ಸಂಯೋಜಿತ ನೀರು
Common room,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
Completion certificate,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
Component square,ಘಟಕ ಚೌಕ
Concrete,ಕಾಂಕ್ರೀಟ್
Concretion,ಕಾಂಕ್ರೀಟಿಕರಣ
Consolidated rate/flat rate,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
Contaminants,ಮಾಲಿನ್ಯಕಾರಕಗಳು
Cooking alcove,ಅಲ್ಕೋವ್ ಅಡುಗೆ
Coping,ನಿಭಾಯಿಸುವುದು
Corbel,ಕಾರ್ಬೆಲ್
Cornice,ಕಾರ್ನಿಸ್
Coupler,ಸಂಯೋಜಕ
"Coupler, double","ಕಪ್ಲರ್, ಡಬಲ್"
"Coupler, putlog","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"Coupler, swivel","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
Course,ಕೋರ್ಸ್
Coursed random rubble masonry,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
Covered area,ಆವರಿಸಿದ ಪ್ರದೇಶ
Creep,ತೆವಳುವ
Creep coefficient,ಕ್ರೀಪ್ ಗುಣಾಂಕ
Crotovine,ಕ್ರೊಟೊವಿನ್
Crow foot,ಕಾಗೆ ಕಾಲು
Crumb structure,ಕ್ರಂಬ್ ರಚನೆ
Curb,ದಂಡೆ
Current,ಪ್ರಸ್ತುತ
Curve resistance,ಕರ್ವ್ ಪ್ರತಿರೋಧ
Damp proof course,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
Date of completion,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
Dead load,ಡೆಡ್ ಲೋಡ್
Dead water,ಸತ್ತ ನೀರು
Decibel,ಡೆಸಿಬೆಲ್
Deflocculation,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
Degree of aeration or air space ratio,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
Degree of aggregation,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
Degree of dispersion,ಪ್ರಸರಣದ ಪದವಿ
Degree of saturation,ಶುದ್ಧತ್ವದ ಪದವಿ
Density,ಸಾಂದ್ರತೆ
Desert pavement,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
Desert soil,ಮರುಭೂಮಿ ಮಣ್ಣು
Details,ವಿವರಗಳು
Development period,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
D-horizon,ಡಿ-ಹಾರಿಜಾನ್
Diagonal bond,ಕರ್ಣೀಯ ಬಂಧ
Diagram,ರೇಖಾಚಿತ್ರ
Digital dock,ಡಿಜಿಟಲ್ ಡಾಕ್
Differential water rate,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
Dilution ventilation,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
Diluvium,ಡಿಲುವಿಯಂ
Dining room,ಊಟದ ಕೋಣೆ
Direction peg,ದಿಕ್ಕಿನ ಪೆಗ್
Dispersion,ಪ್ರಸರಣ
Distemper,ಡಿಸ್ಟೆಂಪರ್
Dock,ಡಾಕ್
Door,ಬಾಗಿಲು
Dormer,ಡಾರ್ಮರ್
Dormer check,ಡಾರ್ಮರ್ ಚೆಕ್
Double flemish bond,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
Double layer,ಡಬಲ್ ಲೇಯರ್
Dowel,ಡೋವೆಲ್
Drawing board,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
Drawing room,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
Drift,ಡ್ರಿಫ್ಟ್
Dry bulb temperature,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
Dry dock,ಡ್ರೈ ಡಾಕ್
Dry rubber masonry,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
Dutch bond,ಡಚ್ ಬಾಂಡ್
Dwarf wall,ಕುಬ್ಜ ಗೋಡೆ
Dwelling unit,ವಸತಿ ಘಟಕ
Eave,ಈವ್
Eaves gutter,ಈವ್ಸ್ ಗಟರ್
Economic feasibility,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
Ectodynamorphic soil,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
Eddy,ಸುಳಿ
Effective size,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
Efflorescence,ಪುಷ್ಪಮಯ
Effluent,ಹೊರಹರಿವು
Elevation,ಎತ್ತರ
Eluviation,ಎಲುವಿಯೇಶನ್
Eluvium,ಎಲುವಿಯಮ್
Endodynamorphic soil,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
Engineering feasibility,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
English bond,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
English garden wall bond,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"E.P.M. (equivalent per million),""","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
Equivalent weight,ಸಮಾನ ತೂಕ
Erg,ಉದಾ
Exchangeable,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
Exchangeable acidity,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
Exchangeable sodium percentage (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
E. S P.,ಇ.ಎಸ್.ಪಿ.
Exchange acidity,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
Exchange complex,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
Exhaust,ನಿಷ್ಕಾಸ
Exposed finish,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
Eye,ಕಣ್ಣು
Eye brow,ಕಣ್ಣು ಹುಬ್ಬು
Facing,ಎದುರಿಸುತ್ತಿದೆ
Facing bond,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
Factor of safety,ಸುರಕ್ಷತೆಯ ಅಂಶ
Fall,ಪತನ
Facia,ಫೇಶಿಯಾ
Facia board,ಫೇಶಿಯಾ ಬೋರ್ಡ್
Fault,ದೋಷ
Field moisture,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
Final moisture equivalent,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
Fillet (of mortar),ಫಿಲೆಟ್ (ಗಾರೆ)
Finial,ಅಂತಿಮ
Final measurement,ಅಂತಿಮ ಮಾಪನ
Final paymentq,ಅಂತಿಮ ಪಾವತಿq
Final pre stress,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
Final tension,ಅಂತಿಮ ಒತ್ತಡ
Financial feasibility,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
Fine aggregate,ಉತ್ತಮವಾದ ಒಟ್ಟು
Fissured rock,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
Flag stone,ಧ್ವಜದ ಕಲ್ಲು
Flemish bond,ಫ್ಲೆಮಿಶ್ ಬಂಧ
Flashing,ಮಿನುಗುತ್ತಿದೆ
Flashy stream,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
Flat roof,ಫ್ಲಾಟ್ ಛಾವಣಿ
Fleche,ಫ್ಲೆಚೆ
Flemish garden wall bond,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
Flint,ಫ್ಲಿಂಟ್
Flint wall,ಫ್ಲಿಂಟ್ ಗೋಡೆ
Floating floor,ತೇಲುವ ಮಹಡಿ
Flocculation,ಫ್ಲೋಕ್ಯುಲೇಷನ್
Flocculation limit,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
Flocculation ratio,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
Floccules,ಫ್ಲೋಕಲ್ಸ್
Floor,ಮಹಡಿ
Floor seal,ಮಹಡಿ ಮುದ್ರೆ
Flow,ಹರಿವು
Fluctuation,ಏರಿಳಿತ
Footing,ಕಾಲಿಡುವುದು
Foundation,ಅಡಿಪಾಯ
Free fall barrow topping mixer,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
Free fall mixer (drum type),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
Free stone,ಉಚಿತ ಕಲ್ಲು
Freshet,ಫ್ರೆಶ್ಸೆಟ್
Friction pile,ಘರ್ಷಣೆ ರಾಶಿ
Frog,ಕಪ್ಪೆ
Gable,ಗೇಬಲ್
Gablet,ಗ್ಯಾಬ್ಲೆಟ್
Gambrel roof,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
Gauge,ಗೇಜ್
Gauging section,ಅಳತೆ ವಿಭಾಗ
Gauging station,ಮಾಪಕ ನಿಲ್ದಾಣ
General location plan,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
General ventilation,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G horizon or gley horizon,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
Glacial till,ತನಕ ಗ್ಲೇಶಿಯಲ್
